Date,IWF,IWM,MTUM,OSIS,SPY,VLUE,VXX
2018-09-24,-0.4396093411570118,-0.9853896743196945,-0.14460678139644786,1.0,-0.6480526129248219,-0.7204347654865514,0.0
2018-09-25,-0.44033699460651154,-0.9842919570095666,-0.1460572418408724,1.0,-0.6471398763828196,-0.7189874414393134,0.0
2018-09-26,-0.43990384615384615,-0.9845129255989912,-0.1434032156368222,1.0,-0.6489596469104666,-0.7239123581336696,0.0
2018-09-27,-0.43998739065332176,-0.98412010402711,-0.14358893529828987,1.0,-0.6489085034281661,-0.7238159035384979,0.0
2018-09-28,-0.43912529550827417,-0.9845153664302599,-0.14408983451536642,1.0,-0.6486997635933806,-0.7236800630417651,0.0
2018-10-01,-0.43959810874704486,-0.9838061465721039,-0.14424743892828998,1.0,-0.648896769109535,-0.7235618597320724,0.0
2018-10-02,-0.4395708425370779,-0.992939413064058,-0.14211896497317764,1.0,-0.6477595455979804,-0.7220337645945092,0.0
2018-10-03,-0.43961505087954567,-0.9922694643843182,-0.14234440324998027,1.0,-0.6478267728957956,-0.722134574426126,0.0
2018-10-04,-0.44173762220119833,-0.9875433617155471,-0.14301482182276884,1.0,-0.6503863134657836,-0.7192920214443392,0.0
2018-10-05,-0.4318878152250767,-0.9843664074161365,-0.13182496661167414,1.0,-0.6542933459030561,-0.7256658024982324,0.0
2018-10-08,-0.4301231275978354,-0.981766135989334,-0.12904870206258331,1.0,-0.6555564269469061,-0.7248058975766606,0.0
2018-10-09,-0.4313902400753178,-0.9823474031068571,-0.13145300486427114,1.0,-0.6545582927977406,-0.7230503687431352,0.0
2018-10-10,-0.4317032040472175,-0.98180320796894,-0.13176987332836582,1.0,-0.6546923408761128,-0.721714577042237,0.0
2018-10-11,-0.3836187127350558,-0.9863552973551446,-0.06520409723283901,1.0,-0.6441293380217094,-0.7427763338939001,0.0
2018-10-12,-0.3945457296315909,-0.9840759512822452,-0.05995158484000302,1.0,-0.6234586579922838,-0.7204024510174748,0.0
2018-10-15,-0.37922440811086355,-1.0102329796473208,-0.03749575199184382,1.0,-0.6238341577615829,-0.725257712494808,0.0
2018-10-16,-0.3763816614122384,-1.04182018460136,-0.018422152163178485,1.0,-0.6310251832719261,-0.7307327078664488,0.0
2018-10-17,-0.3625028083576724,-1.0112708754586983,-0.0061409421103871785,1.0,-0.6274245487905339,-0.7371377218602561,0.0
2018-10-18,-0.36522946452024463,-1.0170738114000526,-0.003790010882209464,1.0,-0.6271905137153364,-0.739202221471725,0.0
2018-10-19,-0.34852946658217465,-1.0074924516345474,-0.0,1.0,-0.6301860066351064,-0.7413799530323928,0.0
2018-10-22,-0.3490253084349026,-1.0061500615006151,-0.0,1.0,-0.630549032763055,-0.7415483245741549,0.0
2018-10-23,-0.3555066407998806,-1.0077973436800476,-0.0,1.0,-0.6272571258021191,-0.740225339501567,0.0
2018-10-24,-0.35371993287339176,-1.0081670706694015,-0.0,1.0,-0.6268133507365281,-0.7405183665858661,0.0
2018-10-25,-0.32309814169570267,-0.9692218350754936,-0.0,1.0,-0.6247096399535425,-0.7124709639953543,0.0
2018-10-26,-0.30531387071259075,-0.9560293377435823,-0.0,1.0,-0.6303300496153017,-0.7036384554540879,0.0
2018-10-29,-0.2679361624954661,-0.9970982952484584,-0.0,1.0,-0.6277838229960102,-0.7343126586869786,0.0
2018-10-30,-0.29213113555791087,-1.0047512883301049,-0.0,1.0,-0.6346624757867037,-0.7232922773290449,0.0
2018-10-31,-0.2968154253967101,-0.9832964159918659,-0.0,1.0,-0.6328116489342387,-0.7182541123497584,0.0
2018-11-01,-0.28218144898107184,-0.9941257524113424,-0.0,1.0,-0.6316629197186162,-0.7181086373196025,0.0
2018-11-02,-0.2876667868734223,-0.9654886404615941,-0.0,1.0,-0.639956725567977,-0.7131265777136676,0.0
2018-11-05,-0.2788552335294545,-1.0059199535120216,-0.0,1.0,-0.6513038425219728,-0.6957942906951406,0.0
2018-11-06,-0.283327886116861,-1.009296582779533,-0.0,1.0,-0.6481098158840832,-0.6907433634745977,0.0
2018-11-07,-0.2834931705899448,-1.009553908747457,-0.0,1.0,-0.6485759953501888,-0.6910418482999128,0.0
2018-11-08,-0.2717253839205059,-1.0085636856368563,-0.0,1.0,-0.6423486901535682,-0.6907317073170731,0.0
2018-11-09,-0.2728521839745444,-1.009075788255713,-0.0,1.0,-0.6423922476135379,-0.6915316748625977,0.0
2018-11-12,-0.27204610951008645,-0.9924711815561958,-0.0,1.0,-0.6490273775216138,-0.6887247838616715,0.0
2018-11-13,-0.2467569595826037,-0.9914233641853982,-0.0,1.0,-0.6498588428688846,-0.6855233534646035,0.0
2018-11-14,-0.24792709077912795,-0.9907076483202287,-0.0,1.0,-0.6501786990707649,-0.6851679771265189,0.0
2018-11-15,-0.2469752667832542,-0.9917912844855278,-0.0,1.0,-0.6523787429958243,-0.6778257610906885,0.0
2018-11-16,-0.24417942328230688,-0.9838376646493414,-0.0,1.0,-0.6508009967960129,-0.6811676753292988,0.0
2018-11-19,-0.2466089928441739,-0.9831250667521095,-0.0,1.0,-0.6496137277937983,-0.6807647121649045,0.0
2018-11-20,-0.22394246439452986,-0.9793098561609863,-0.0,1.0,-0.6497909728619004,-0.6897895557287608,0.0
2018-11-21,-0.22873611696893012,-0.9747996625896246,-0.0,1.0,-0.6465977787150288,-0.6645227049065092,0.0
2018-11-23,-0.22929690243731124,-0.9702886844138513,-0.0,1.0,-0.6478190630048466,-0.6645711877502283,0.0
2018-11-26,-0.22843299041466242,-0.9748955443980197,-0.0,1.0,-0.6455882869281275,-0.6621958498648222,0.0
2018-11-27,-0.21530748194376273,-0.9864315265409158,-0.0,1.0,-0.6444498983241007,-0.6599116471495688,0.0
2018-11-28,-0.2148418320824858,-0.9901101213439013,-0.0,1.0,-0.6429823946131725,-0.6591148207897874,0.0
2018-11-29,-0.1808325804433943,-0.9799152130099381,-0.0,1.0,-0.6446591146014317,-0.6694349850580305,0.0
2018-11-30,-0.18095271185851777,-0.9805427191549981,-0.0,1.0,-0.6458079983322331,-0.6672457524061012,0.0
2018-12-03,-0.1789707618584624,-0.9810056253906521,-0.0,1.0,-0.6456698381832071,-0.6668171400791721,0.0
2018-12-04,-0.16875238326342426,-0.988317676014837,-0.0,1.0,-0.6429438069816619,-0.6665511145006413,0.0
2018-12-06,-0.15996887896624043,-0.9351532372640551,-0.0,1.0,-0.6450510790880184,-0.6425816927136189,0.0
2018-12-07,-0.16932777382284148,-0.9362690260686803,-0.0,1.0,-0.6471405810366453,-0.6371741414963219,0.0
2018-12-10,-0.13214104943478994,-0.9556605365277544,-0.0,1.0,-0.6615488442719757,-0.6250042179854901,0.0
2018-12-11,-0.1410918667071812,-0.9529693777642729,-0.0,1.0,-0.664708464161518,-0.6174752692528445,0.0
2018-12-12,-0.1434653331531288,-0.9530679821597513,-0.0,1.0,-0.6664414110014867,-0.6158602513853223,0.0
2018-12-13,-0.14309826823751814,-0.948756034162644,-0.0,1.0,-0.6701211896161766,-0.6138135907909394,0.0
2018-12-14,-0.14572508266414738,-0.9418651730886026,-0.0,1.0,-0.6729873810648492,-0.613469194952426,0.0
2018-12-17,-0.13582405757137572,-0.9416551770521572,-0.0,1.0,-0.6652654941655177,-0.6200692739684568,0.0
2018-12-18,-0.12080267558528428,-0.9321739130434784,-0.0,1.0,-0.6649832775919733,-0.6265217391304349,0.0
2018-12-19,-0.1200080272927955,-0.9324035052511873,-0.0,1.0,-0.6654625727473409,-0.6267977791156599,0.0
2018-12-20,-0.11743736673773987,-0.9179770788912581,-0.0,1.0,-0.673973880597015,-0.6222014925373135,0.0
2018-12-21,-0.11265457679938999,-0.9198687133242713,-0.0,1.0,-0.6765573716142294,-0.6062394324171998,0.0
2018-12-24,-0.09698566957667601,-0.9049250535331906,-0.0,1.0,-0.6727392521825071,-0.6197002141327623,0.0
2018-12-26,-0.09586712006277792,-0.9088412241695003,-0.0,1.0,-0.656127386868951,-0.6088477635364896,0.0
2018-12-27,-0.0629746835443038,-0.8798734177215191,-0.0,1.0,-0.6068354430379748,-0.6148734177215189,0.0
2018-12-28,-0.06330716637123322,-0.8796214231451002,-0.0,1.0,-0.6071157255001266,-0.6153140035452014,0.0
2018-12-31,-0.0626860001266384,-0.8810865573355284,-0.0,1.0,-0.6070727537516621,-0.6150826315456216,0.0
2019-01-02,-0.05925340082252452,-0.8812084783296426,-0.0,1.0,-0.6057893071812718,-0.6173362859854477,0.0
2019-01-03,-0.07422320862396956,-0.8788522511097019,-0.0,1.0,-0.6213379835129994,-0.5961318960050729,0.0
2019-01-04,-0.053765815795286026,-0.8857476414350173,-0.0,1.0,-0.6144574511721831,-0.6012999716025621,0.0
2019-01-07,-0.03860955927995034,-0.8650527622594663,-0.0,1.0,-0.6128801986343886,-0.587088764742396,0.0
2019-01-08,-0.042317708333333336,-0.8472842261904762,-0.0,1.0,-0.6258060515873016,-0.5848214285714286,0.0
2019-01-09,-0.036826756018863246,-0.8333023082650782,-0.0,1.0,-0.6317014147431125,-0.6006453214197072,0.0
2019-01-10,-0.03612586587146274,-0.8357717516230238,-0.0,1.0,-0.6318143695834498,-0.6025533501071662,0.0
2019-01-11,-0.039249359895085247,-0.8299818897146068,-0.0,1.0,-0.6378879660276026,-0.6153437831761693,0.0
2019-01-14,-0.039388539810559876,-0.8279408546687923,-0.0,1.0,-0.6364687861452374,-0.6222764075150833,0.0
2019-01-15,-0.03720653230103752,-0.8284487352286619,-0.0,1.0,-0.6363351408958405,-0.6325110491176379,0.0
2019-01-16,-0.03091620986687549,-0.82938136256852,-0.0,1.0,-0.633265465935787,-0.6387783868441661,0.0
2019-01-17,-0.03163863045453121,-0.8284935626350907,-0.0,1.0,-0.6330545374808132,-0.6393509381950317,0.0
2019-01-18,-0.08469055374592833,-0.7233371860880529,-0.0,1.0,-0.4347746138489019,-0.3840758642429337,0.0
2019-01-22,-0.0,-0.8457951312045525,-0.0,1.0,-0.4988407629887238,-0.2899673305933186,0.0
2019-01-23,-0.0,-0.8702254226675016,-0.0,1.0,-0.4849979127530787,-0.25383531621790856,0.0
2019-01-24,-0.0,-0.8538687154463104,-0.0,1.0,-0.5015443714797415,-0.24016923196719184,0.0
2019-01-25,-0.0,-0.9067865262497713,-0.0,1.0,-0.5090547991742232,-0.19737632947448192,0.0
2019-01-28,-0.0,-0.9940109212612296,-0.0,1.0,-0.6015501144970936,-0.3402618754036757,0.0
2019-01-29,-0.0,-0.9923024943443899,-0.0,1.0,-0.5992008696418603,-0.3464758938801892,0.0
2019-01-30,-0.0,-0.9870605612998521,-0.0,1.0,-0.5999409158050222,-0.36720827178729687,0.0
2019-01-31,-0.0,-1.0004436819687648,-0.0,1.0,-0.5602520113582584,-0.3971840984382395,0.0
2019-02-01,-0.0,-1.0,-0.0,1.0,-0.557210401891253,-0.397872340425532,0.0
2019-02-04,-0.0,-0.9956895279147353,-0.0,1.0,-0.5622213693129815,-0.39446724336453015,0.0
2019-02-05,-0.0,-0.9691110517092876,-0.0,1.0,-0.5559119664973715,-0.44506816359262236,0.0
2019-02-06,-0.0,-0.9560906095062791,-0.0,1.0,-0.5592435353145504,-0.4535225484665855,0.0
2019-02-07,-0.0,-0.9523060485546387,-0.0,1.0,-0.5580815575473378,-0.4574998516056271,0.0
2019-02-08,-0.0,-0.9477114457472771,-0.0,1.0,-0.5655020534491995,-0.462770073209928,0.0
2019-02-11,-0.0,-0.9379660005964808,-0.0,1.0,-0.5668654935878318,-0.4775723232925738,0.0
2019-02-12,-0.0,-0.9343262156827561,-0.0,1.0,-0.5798193671870326,-0.47646390334350136,0.0
2019-02-13,-0.0,-0.9392798446137756,-0.0,1.0,-0.5789332138054684,-0.47001344688480506,0.0
2019-02-14,-0.0,-0.9358843944471038,-0.0,1.0,-0.5787158927716611,-0.4772319291527047,0.0
2019-02-15,-0.0,-0.9366747507410401,-0.0,1.0,-0.5794784274978292,-0.47791850055390883,0.0
2019-02-19,-0.0,-0.9244210400335109,-0.0,1.0,-0.5912572556998384,-0.47636287475315653,0.0
2019-02-20,-0.0,-0.9156104268803061,-0.0,1.0,-0.601578380963769,-0.472169078082028,0.0
2019-02-21,-0.0,-0.8971136913112259,-0.0,1.0,-0.603020625018655,-0.48464316628361637,0.0
2019-02-22,-0.0,-0.8977945131791287,-0.0,1.0,-0.6134719980873827,-0.4772279003048234,0.0
2019-02-25,-0.0,-0.8913545446366989,-0.0,1.0,-0.6211353345128497,-0.48628062494377305,0.0
2019-02-26,-0.0,-0.8989203332230611,-0.0,1.0,-0.6264172506090043,-0.4821208384710235,0.0
2019-02-27,-0.0,-0.9012215669755688,-0.0,1.0,-0.6263990853291611,-0.48116500180527144,0.0
2019-02-28,-0.0,-0.9021519939804364,-0.0,1.0,-0.6276598946576374,-0.4799699021820918,0.0
2019-03-01,-0.0,-0.9010469944039954,-0.0,1.0,-0.6298814609783981,-0.4776761537998676,0.0
2019-03-04,-0.0,-0.896336148597878,-0.0,1.0,-0.6316311502509693,-0.4776532115055153,0.0
2019-03-05,-0.0,-0.8917299120587882,-0.0,1.0,-0.6387182267196723,-0.48126731719069993,0.0
2019-03-06,-0.0,-0.8923549426394869,-0.0,1.0,-0.6383728282797868,-0.48032278461955374,0.0
2019-03-07,-0.0,-0.8748647348803655,-0.0,1.0,-0.6578694240711795,-0.47315738848142364,0.0
2019-03-08,-0.0,-0.8772702588547637,-0.0,1.0,-0.6706088215772643,-0.46910637784348036,0.0
2019-03-11,-0.0,-0.8730941294622477,-0.0,1.0,-0.6722054840378587,-0.4980370674700995,0.0
2019-03-12,-0.0,-0.8380530701349814,-0.0,1.0,-0.6901577345263351,-0.5465362973895397,0.0
2019-03-13,-0.0,-0.8491137987565343,-0.0,1.0,-0.6935259364657118,-0.5505583222493736,0.0
2019-03-14,-0.0,-0.8482963513137128,-0.0,1.0,-0.6952000742735123,-0.5512332497756322,0.0
2019-03-15,-0.0,-0.8473107631367209,-0.0,1.0,-0.6964164139382311,-0.5509067277341091,0.0
2019-03-18,-0.0,-0.8514282181278595,-0.0,1.0,-0.6961481389885001,-0.5437739582045258,0.0
2019-03-19,-0.0,-0.8465380109747827,-0.0,1.0,-0.6996732227634256,-0.5365928848880942,0.0
2019-03-20,-0.0,-0.8413036762434354,-0.0,1.0,-0.6948409020698177,-0.5531356194006796,0.0
2019-03-21,-0.0,-0.8415639766515334,-0.0,1.0,-0.70592050403039,-0.5409370270854565,0.0
2019-03-22,-0.0,-0.8373089824822958,-0.0,1.0,-0.7281339296807057,-0.540564045223009,0.0
2019-03-25,-0.0,-0.7858704690339072,-0.0,1.0,-0.7523944442733516,-0.5414061778202088,0.0
2019-03-26,-0.0,-0.7876182818974581,-0.0,1.0,-0.7527367184117756,-0.5519821881377945,0.0
2019-03-27,-0.0,-0.7704735720243427,-0.0,1.0,-0.7652837416205863,-0.5534274504958142,0.0
2019-03-28,-0.0,-0.7720224857919447,-0.0,1.0,-0.7626945885841364,-0.5539906103286385,0.0
2019-03-29,-0.0,-0.7703069985792822,-0.0,1.0,-0.761998888133918,-0.5562110074742108,0.0
2019-04-01,-0.0,-0.7717801273727818,-0.0,1.0,-0.7612687813021701,-0.5585234650343164,0.0
2019-04-02,-0.0,-0.7757012223282735,-0.0,1.0,-0.7620924289540933,-0.5411188768127096,0.0
2019-04-03,-0.0,-0.7760229056987162,-0.0,1.0,-0.7638003756041994,-0.5388996644191989,0.0
2019-04-04,-0.0,-0.7759889179621364,-0.0,1.0,-0.7639218100661843,-0.5384023395413268,0.0
2019-04-05,-0.0,-0.7659876105649214,-0.0,1.0,-0.7717816747310999,-0.5441797392671126,0.0
2019-04-08,-0.0,-0.76392483056069,-0.0,1.0,-0.772920517560074,-0.5438693776956254,0.0
2019-04-09,-0.0,-0.7634365325077399,-0.0,1.0,-0.7924458204334366,-0.540123839009288,0.0
2019-04-10,-0.0,-0.7534644889878742,-0.0,1.0,-0.8030809205642168,-0.5367173966839891,0.0
2019-04-11,-0.0,-0.734698302564738,-0.0,1.0,-0.8305971998513195,-0.5321831247676867,0.0
2019-04-12,-0.0,-0.7213664968534612,-0.0,1.0,-0.7873239436619719,-0.48801318549595446,0.0
2019-04-15,-0.0,-0.7233793868193125,-0.0,1.0,-0.7818503311655228,-0.49174333922738034,0.0
2019-04-16,-0.0,-0.7120593581453559,-0.0,1.0,-0.7739801543550167,-0.4937870615930153,0.0
2019-04-17,-0.0,-0.7007336275796254,-0.0,1.0,-0.7928545866634855,-0.48860789693427176,0.0
2019-04-18,-0.0,-0.7053962950809892,-0.0,1.0,-0.7941115055335144,-0.4835187781523134,0.0
2019-04-22,-0.0,-0.7077873623257619,-0.0,1.0,-0.7931528519834046,-0.48386711637763785,0.0
2019-04-23,-0.0,-0.7137014925373134,-0.0,1.0,-0.7915223880597014,-0.4798507462686567,0.0
2019-04-24,-0.0,-0.7061156334794406,-0.0,1.0,-0.7923487491427379,-0.48334675134925603,0.0
2019-04-25,-0.0,-0.7145544672718586,-0.0,1.0,-0.7975095556617294,-0.47408026755852845,0.0
2019-04-26,-0.0,-0.7177652152994948,-0.0,1.0,-0.7837683425547269,-0.5054726966562424,0.0
2019-04-29,-0.0,-0.7347346136398004,-0.0,1.0,-0.7969454105549676,-0.4926962044457886,0.0
2019-04-30,-0.0,-0.7282894537980231,-0.0,1.0,-0.7969047547078559,-0.49747604509869114,0.0
2019-05-01,-0.0,-0.7243985007858783,-0.0,1.0,-0.7869060573086688,-0.5113045580945472,0.0
2019-05-02,-0.0,-0.6965174129353234,-0.0,1.0,-1.0194800644664004,-0.7876462756639339,0.0
2019-05-03,-0.0,-0.6862965565706254,-0.0,1.0,-1.03183415319747,-0.7956078706957131,0.0
2019-05-06,-0.0,-0.6839755308676697,-0.0,1.0,-1.032238784981015,-0.7994656166502601,0.0
2019-05-07,-0.0,-0.6791874955995213,-0.0,1.0,-1.0355910723086672,-0.8056044497641344,0.0
2019-05-08,-0.0,-0.6721753440005603,-0.0,1.0,-1.0177164665102763,-0.8113861559469207,0.0
2019-05-09,-0.0,-0.6713450701760526,-0.0,1.0,-1.0180952714290714,-0.8105771586573798,0.0
2019-05-10,-0.0,-0.6722906748809858,-0.0,1.0,-1.02198263791655,-0.8061467376085131,0.0
2019-05-13,-0.0,-0.6712299989496167,-0.0,1.0,-1.0230033962396274,-0.8070445712685131,0.0
2019-05-14,-0.0,-0.6146464821422386,-0.0,1.0,-1.0451034052724566,-0.8044133439567673,0.0
2019-05-15,-0.0,-0.6154620215829835,-0.0,1.0,-1.0647489503452583,-0.7897220583642736,0.0
2019-05-16,-0.0,-0.6171275894375239,-0.0,1.0,-1.0621465005725388,-0.7906589402824525,0.0
2019-05-17,-0.0,-0.6144072209685819,-0.0,1.0,-1.0532199270959903,-0.803992362437077,0.0
2019-05-20,-0.0,-0.6137149177381446,-0.0,1.0,-1.0459698603622285,-0.7967302640674685,0.0
2019-05-21,-0.0,-0.6126191462909242,-0.0,1.0,-1.044930238983285,-0.7959662936869734,0.0
