Date,BCS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2171229437996515,-0.4960574111810047,-0.1038953368181684,-0.5515489796521071,-0.5845958477304273,0.0
2018-09-25,1.0,-0.21725135837467516,-0.4958658162060005,-0.10415190172454525,-0.5513524686983227,-0.5843373493975904,0.0
2018-09-26,1.0,-0.21783172381205518,-0.49661852869082423,-0.10546055934555978,-0.5510469271433212,-0.5822923126901155,0.0
2018-09-27,1.0,-0.21803578810606508,-0.4959841729167897,-0.10571074233744758,-0.5509065139077541,-0.5821472863639048,0.0
2018-09-28,1.0,-0.2177636046889302,-0.4962648005433017,-0.10600289367230636,-0.5507130835326424,-0.5819824608025511,0.0
2018-10-01,1.0,-0.23063311639624506,-0.5061332213658039,-0.10335002849173738,-0.5665357046456528,-0.592478181327415,0.0
2018-10-02,1.0,-0.23259721555448873,-0.4928288526164186,-0.10828732597215553,-0.5702712433989439,-0.5965254440710512,0.0
2018-10-03,1.0,-0.23400799975940575,-0.5006465970948243,-0.10925987188355239,-0.5695467805479535,-0.5939670987338728,0.0
2018-10-04,1.0,-0.2330770390471883,-0.5068294889190411,-0.10918136589778381,-0.5681893562490578,-0.5979194934418816,0.0
2018-10-05,1.0,-0.218520524858553,-0.49942819309016484,-0.09540146864090525,-0.5817984832069338,-0.614421572168051,0.0
2018-10-08,1.0,-0.2168714513173311,-0.4966803857361733,-0.09282903235497342,-0.583831525820891,-0.6139333673806592,0.0
2018-10-09,1.0,-0.2192781954887218,-0.4975037593984962,-0.09744360902255637,-0.5822857142857143,-0.6110375939849624,0.0
2018-10-10,1.0,-0.21897371112314265,-0.49783432593394694,-0.0969139144558744,-0.582476087348854,-0.6116826084340974,0.0
2018-10-11,1.0,-0.1692207561682741,-0.5139636707887107,-0.02159635524525176,-0.5935743447133306,-0.6600497012011124,0.0
2018-10-12,1.0,-0.16961492354024738,-0.5051899067278735,-0.018683664220344436,-0.5821467208561153,-0.6482266600391802,0.0
2018-10-15,1.0,-0.15107240956110105,-0.533195020746888,-0.0,-0.5835427502775992,-0.6542867161475074,0.0
2018-10-16,1.0,-0.1498568339858587,-0.5350610646876643,-0.0,-0.5830362882019517,-0.6538012037632209,0.0
2018-10-17,1.0,-0.13013560590792617,-0.5006190078599603,-0.0,-0.5821552989951918,-0.6662252036967724,0.0
2018-10-18,1.0,-0.12916246215943492,-0.49900533371774547,-0.0,-0.5869684301571284,-0.6679544471673634,0.0
2018-10-19,1.0,-0.1211755580453331,-0.4947283748455859,-0.0,-0.5876928380591226,-0.6692234766870636,0.0
2018-10-22,1.0,-0.1212295317437518,-0.48744613616776783,-0.0,-0.5915254237288136,-0.6725366274059178,0.0
2018-10-23,1.0,-0.12226785765574288,-0.487319412930465,-0.0,-0.5905735703822845,-0.6719993106815637,0.0
2018-10-24,1.0,-0.12134831460674156,-0.4829732065687122,-0.0,-0.5961106309420916,-0.6805819648516277,0.0
2018-10-25,1.0,-0.08526979125640016,-0.44429752996117705,-0.0,-0.6224047712822821,-0.6612839700669555,0.0
2018-10-26,1.0,-0.0736695458344943,-0.4343271106157704,-0.0,-0.624575090554472,-0.6537196990805239,0.0
2018-10-29,1.0,-0.06717268607334502,-0.4339533461228348,-0.0,-0.6239052464759363,-0.6552951316484555,0.0
2018-10-30,1.0,-0.04216564073866816,-0.44152210408505876,-0.0,-0.6315892557358701,-0.6826804700615557,0.0
