Date,IWF,IWM,MTUM,SPY,UBSI,VLUE,VXX
2018-09-24,-0.13694392891288454,-0.7600809853214104,-0.05210618075473821,-0.4066419211517912,1.0,-0.45621731061245147,0.0
2018-09-25,-0.13582266343279373,-0.7644819222742398,-0.04828247504089345,-0.4105420497489988,1.0,-0.46113711997292567,0.0
2018-09-26,-0.13624954169839523,-0.7650957497814255,-0.04935555743576727,-0.4102151902304199,1.0,-0.45940152861212175,0.0
2018-09-27,-0.13543562329390355,-0.7823020928116469,-0.045950864422202004,-0.415406050955414,1.0,-0.46437101910828027,0.0
2018-09-28,-0.13355521420037547,-0.7843488649940261,-0.04650964328383683,-0.41557148546395856,1.0,-0.46464129259828185,0.0
2018-10-01,-0.13354196301564725,-0.7844950213371267,-0.0467425320056899,-0.41547652916073974,1.0,-0.46469416785206263,0.0
2018-10-02,-0.13369441277080957,-0.796351197263398,-0.0435290763968073,-0.41413911060433295,1.0,-0.462884834663626,0.0
2018-10-03,-0.13366393068855448,-0.794516643866849,-0.0434906520747834,-0.4145576835385317,1.0,-0.46371979024167803,0.0
2018-10-04,-0.13245393155545382,-0.8029930181984662,-0.043292892297127156,-0.41298500629506696,1.0,-0.46966922284537027,0.0
2018-10-05,-0.12204230571868409,-0.8007868179485718,-0.03472261816523177,-0.4172415759165289,1.0,-0.47596784309253665,0.0
2018-10-08,-0.12076524511757672,-0.7993793770995843,-0.032995501907419005,-0.4182372032112965,1.0,-0.47548824232762055,0.0
2018-10-09,-0.11843005358568008,-0.8012484323338275,-0.025937749401436554,-0.42295633337133737,1.0,-0.48172956333371336,0.0
2018-10-10,-0.11875997264645545,-0.8006895372692044,-0.026555732847048097,-0.42312514246637795,1.0,-0.4801971734670618,0.0
2018-10-11,-0.0749853870348206,-0.8040470954992068,-0.0,-0.4120299496200629,1.0,-0.49233167255824317,0.0
2018-10-12,-0.06865406992851998,-0.8065606471989805,-0.0,-0.40702055743336846,1.0,-0.4882806006538483,0.0
2018-10-15,-0.03251648076548636,-0.8500180801646685,-0.0,-0.4045784540068426,1.0,-0.49447859586659626,0.0
2018-10-16,-0.027093253139531648,-0.8603848188678194,-0.0,-0.40364213515996994,1.0,-0.49341464093782195,0.0
2018-10-17,-0.010416380376528788,-0.8331180431496495,-0.0,-0.402088772845953,1.0,-0.5027896111034766,0.0
2018-10-18,-0.009540305729682173,-0.8315737380402508,-0.0,-0.4047893984383592,1.0,-0.5034916969097107,0.0
2018-10-19,-0.0,-0.8282394751230181,-0.0,-0.4030891197375615,1.0,-0.5024056861673045,0.0
2018-10-22,-0.0,-0.8257625450967531,-0.0,-0.40420356401005797,1.0,-0.5031977697605773,0.0
2018-10-23,-0.0,-0.827662843659112,-0.0,-0.4093727706744224,1.0,-0.5067771497558031,0.0
2018-10-24,-0.0,-0.8254255406627745,-0.0,-0.4083271660773511,1.0,-0.5072499520324535,0.0
2018-10-25,-0.0,-0.8041803587782147,-0.0,-0.40039325540052795,1.0,-0.4889565264235307,0.0
2018-10-26,-0.0,-0.793603251858587,-0.0,-0.3996095630315024,1.0,-0.4810129967374445,0.0
2018-10-29,-0.0,-0.7961260757200331,-0.0,-0.3883782271600991,1.0,-0.47981776037087365,0.0
2018-10-30,-0.0,-0.7994715129290587,-0.0,-0.38779087011621327,1.0,-0.5091002237980964,0.0
2018-10-31,-0.0,-0.7881453667694783,-0.0,-0.38726029234276516,1.0,-0.5066380582003487,0.0
2018-11-01,-0.0,-0.7952937392795884,-0.0,-0.3814590480274443,1.0,-0.50335012864494,0.0
2018-11-02,-0.0,-0.7870600497073679,-0.0,-0.3836553622491247,1.0,-0.5017237232422032,0.0
2018-11-05,-0.0,-0.8070419893351911,-0.0,-0.3855676733031431,1.0,-0.48699054101128114,0.0
2018-11-06,-0.0,-0.8036928534953101,-0.0,-0.39016851667696933,1.0,-0.49383180584298647,0.0
2018-11-07,-0.0,-0.8035680700717376,-0.0,-0.3896665681506757,1.0,-0.4935919825895376,0.0
2018-11-08,-0.0,-0.8055741479478461,-0.0,-0.3729485154346604,1.0,-0.49878182645712293,0.0
2018-11-09,-0.0,-0.8053606811974507,-0.0,-0.37382852246559206,1.0,-0.49847373212659984,0.0
2018-11-12,-0.0,-0.8002671653753672,-0.0,-0.3744857066524178,1.0,-0.49690088164573865,0.0
2018-11-13,-0.0,-0.7960206923995224,-0.0,-0.3668125746120175,1.0,-0.49001193792280145,0.0
2018-11-14,-0.0,-0.7962653066645415,-0.0,-0.3692193269051983,1.0,-0.4907960793688739,0.0
2018-11-15,-0.0,-0.79672618258032,-0.0,-0.36964423102432814,1.0,-0.4866420820842067,0.0
2018-11-16,-0.0,-0.7985284742881429,-0.0,-0.37106884827879305,1.0,-0.4865862728431789,0.0
2018-11-19,-0.0,-0.7984594953519256,-0.0,-0.3710225763612218,1.0,-0.48658698539176626,0.0
2018-11-20,-0.0,-0.788551494489812,-0.0,-0.36166389175189617,1.0,-0.49256058563915533,0.0
2018-11-21,-0.0,-0.7885015677285064,-0.0,-0.35889126024293205,1.0,-0.48744499776038785,0.0
2018-11-23,-0.0,-0.781252467819632,-0.0,-0.36257864118560634,1.0,-0.48850983179341384,0.0
