Date,EFX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28909064706730075,-0.5908344141807177,-0.06012393716673873,-0.4962098285055484,-0.4460296872748235,0.0
2018-09-25,1.0,-0.28833612281410514,-0.5928031396087031,-0.05820395913891614,-0.4979511744675939,-0.4483465112252554,0.0
2018-09-26,1.0,-0.2883278026258837,-0.5928437454912711,-0.058173423748376855,-0.4979368056557495,-0.44830471793392,0.0
2018-09-27,1.0,-0.28881709884911594,-0.5910756006807234,-0.05869797225186766,-0.49773572932591076,-0.44809483977040004,0.0
2018-09-28,1.0,-0.28690960500880003,-0.5930349981245853,-0.059234253729190105,-0.4977350760264289,-0.4483106840935976,0.0
2018-10-01,1.0,-0.28706215015292286,-0.5928212822436378,-0.05940908303999077,-0.49772058399215185,-0.44829476599919216,0.0
2018-10-02,1.0,-0.28782021693976456,-0.5857085160396953,-0.062081698592199405,-0.49919224555735053,-0.4500634664204939,0.0
2018-10-03,1.0,-0.28831979651414863,-0.5743850622886377,-0.05971616036072492,-0.5066913316183485,-0.46131167442263776,0.0
2018-10-04,1.0,-0.29203642144818615,-0.5688105217516983,-0.06029773088596618,-0.5115768174591704,-0.45786963434022265,0.0
2018-10-05,1.0,-0.2946493235609374,-0.57429241866798,-0.05851849705959037,-0.5126452098844115,-0.4568788203598018,0.0
2018-10-08,1.0,-0.29346503678813507,-0.5723886217484502,-0.0534731475580789,-0.519292045652048,-0.4580846996118417,0.0
2018-10-09,1.0,-0.2967616505136092,-0.5737333874992746,-0.05939875805234751,-0.5174394985781441,-0.4544135569612907,0.0
2018-10-10,1.0,-0.2972094912107675,-0.5729825375645414,-0.059929222022393695,-0.5176654870337066,-0.4529500493125254,0.0
2018-10-11,1.0,-0.27825144714705297,-0.5689640423165759,-0.03501668139952664,-0.5131882859505545,-0.45612934500556046,0.0
2018-10-12,1.0,-0.27793696275071633,-0.5674203523504212,-0.03044057987460637,-0.5102556100882294,-0.45090640869244514,0.0
2018-10-15,1.0,-0.29371350051528683,-0.5540192373754723,-0.044629566013969994,-0.517176228100309,-0.45316615137982363,0.0
2018-10-16,1.0,-0.2924182557407089,-0.5595544866288724,-0.04057149401591937,-0.5174654984825059,-0.4531581057092137,0.0
2018-10-17,1.0,-0.28133830677065674,-0.5327512151011643,-0.029077653441844698,-0.51879168079575,-0.46385780490561773,0.0
2018-10-18,1.0,-0.2809312575933094,-0.5321673777300595,-0.029271324838244846,-0.5192269657841946,-0.4638205294832311,0.0
2018-10-19,1.0,-0.27282425603593485,-0.5239472206625491,-0.02099943851768669,-0.524256035934868,-0.46541268950028075,0.0
2018-10-22,1.0,-0.2749017405951712,-0.5189219539584503,-0.015553060078607522,-0.5287478944413251,-0.4693149915777653,0.0
2018-10-23,1.0,-0.2748736664795059,-0.5189219539584503,-0.015524985962942167,-0.5287759685569904,-0.4693149915777653,0.0
2018-10-24,1.0,-0.2748839316045748,-0.5323859132601064,-0.01919374929226588,-0.5333484316611936,-0.47112444796738767,0.0
2018-10-25,1.0,-0.25677994243967234,-0.5048981624972326,-0.016714633606375914,-0.5363349568297543,-0.45259574939118885,0.0
2018-10-26,1.0,-0.25107936396503916,-0.7453754080522308,-0.0,-0.8507143107866194,-0.6629576327705431,0.0
2018-10-29,1.0,-0.23086320639463856,-0.7512304094383747,-0.0,-0.8422283500296694,-0.6662361688017033,0.0
2018-10-30,1.0,-0.22542828233488016,-0.7510205505739507,-0.0,-0.8421897351802101,-0.6704232231952828,0.0
2018-10-31,1.0,-0.22711041775004334,-0.7369388108857688,-0.0,-0.8378921823539608,-0.664863927890449,0.0
2018-11-01,1.0,-0.23083330441120328,-0.735293096865998,-0.0,-0.8388921667302954,-0.6656370388366362,0.0
2018-11-02,1.0,-0.2318720132973198,-0.7288247108525522,-0.0,-0.8386661126116767,-0.6634808504744096,0.0
2018-11-05,1.0,-0.2305988231221876,-0.7318103149878851,-0.0,-0.8385254413291796,-0.660436137071651,0.0
2018-11-06,1.0,-0.23377971556109203,-0.7339700335651752,-0.0,-0.8358074673864146,-0.6567355271808712,0.0
2018-11-07,1.0,-0.2328525474732801,-0.734841409844004,-0.0,-0.8344920618449726,-0.6567050603576494,0.0
2018-11-08,1.0,-0.20103570081278505,-0.7376453239137144,-0.0,-0.8258856613738468,-0.6648719091875578,0.0
2018-11-09,1.0,-0.20288610204432228,-0.7395980072152551,-0.0,-0.8264215770486171,-0.6669300807421406,0.0
2018-11-12,1.0,-0.20249914412872302,-0.7197192742211571,-0.0,-0.836665525504964,-0.6646011639849366,0.0
2018-11-13,1.0,-0.1789541508410201,-0.7132392837764515,-0.0,-0.8394940314704287,-0.6595225176342919,0.0
2018-11-14,1.0,-0.17971584551219016,-0.7125902817808824,-0.0,-0.839476450442508,-0.6591163405784816,0.0
2018-11-15,1.0,-0.1788358350879576,-0.7138490796712627,-0.0,-0.8406574746994498,-0.6627385723018406,0.0
2018-11-16,1.0,-0.17823359891507035,-0.7100864553314121,-0.0,-0.8387862349550772,-0.6633327682658078,0.0
2018-11-19,1.0,-0.17583163611676852,-0.7121181262729125,-0.0,-0.8415478615071283,-0.6649355057705364,0.0
2018-11-20,1.0,-0.12045054796373969,-0.7054864023812745,-0.0,-0.855973481260993,-0.7005479637396833,0.0
2018-11-21,1.0,-0.126810136765889,-0.698578707428265,-0.0,-0.8554907481898633,-0.6711920085813892,0.0
2018-11-23,1.0,-0.12780771934522814,-0.6896528637900445,-0.0,-0.8584005623807451,-0.6716432899273592,0.0
2018-11-26,1.0,-0.12697031558515445,-0.6941534754526287,-0.0,-0.8561962451055855,-0.669288176433185,0.0
2018-11-27,1.0,-0.11897470039946738,-0.6948735019973369,-0.0,-0.8512982689747004,-0.6637483355525966,0.0
2018-11-28,1.0,-0.12102844201691865,-0.6888030373676147,-0.0,-0.8545926863385065,-0.6659894757876507,0.0
2018-11-29,1.0,-0.10349599657319847,-0.6772875547793997,-0.0,-0.8482981317341594,-0.6659527496787374,0.0
