Date,CBRL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21469693838386822,-0.7091021818074459,-0.0,-0.5067461840512533,-0.5218623601310856,0.0
2018-09-25,1.0,-0.220705145255194,-0.7086325619883559,-0.0,-0.506575642048645,-0.5194313916718385,0.0
2018-09-26,1.0,-0.2190766679498949,-0.7086084870739436,-0.0,-0.5083360478545412,-0.5252746601912998,0.0
2018-09-27,1.0,-0.2218671401094837,-0.7030329930463086,-0.0,-0.5087734872022489,-0.5253735759727771,0.0
2018-09-28,1.0,-0.22193288749482154,-0.7030242054802628,-0.0,-0.5087293602414629,-0.5253891223294076,0.0
2018-10-01,1.0,-0.22166231918425422,-0.7064263694569599,-0.0,-0.5093075646193976,-0.5267963006876927,0.0
2018-10-02,1.0,-0.22483470216740295,-0.6954368903252587,-0.0,-0.513594449550805,-0.5311175022978623,0.0
2018-10-03,1.0,-0.22462951985773563,-0.6926200355660938,-0.0,-0.5141671606401897,-0.532394783639597,0.0
2018-10-04,1.0,-0.23202614379084968,-0.6859477124183007,-0.0,-0.524331550802139,-0.5285799168152109,0.0
2018-10-05,1.0,-0.21047471926801736,-0.6781831144911176,-0.0,-0.5370150317865843,-0.5450359455766146,0.0
2018-10-08,1.0,-0.20740123750594955,-0.6762851023322227,-0.0,-0.5446811042360781,-0.5464064731080438,0.0
2018-10-09,1.0,-0.20172850543883175,-0.6773655192966771,-0.0,-0.5485620622857994,-0.5525257040679481,0.0
2018-10-10,1.0,-0.20089445438282647,-0.678294573643411,-0.0,-0.5485986881335719,-0.553726893261777,0.0
2018-10-11,1.0,-0.11884440533802611,-0.6872561959231559,-0.0,-0.5391113066432028,-0.5877694676638804,0.0
2018-10-12,1.0,-0.12226113635705808,-0.6809459029204897,-0.0,-0.5220411589336883,-0.5691915829691163,0.0
2018-10-15,1.0,-0.10639956123892272,-0.6930115752099991,-0.0,-0.5183153883901509,-0.5688306439973444,0.0
2018-10-16,1.0,-0.0979726790220134,-0.7139708228196874,-0.0,-0.5191275849067549,-0.5692450477102005,0.0
2018-10-17,1.0,-0.08778264981514917,-0.6946092339437709,-0.0,-0.5138853065084688,-0.5696271458458716,0.0
2018-10-18,1.0,-0.08683304647160067,-0.6930005737234652,-0.0,-0.5178427997705106,-0.5709409064830752,0.0
2018-10-19,1.0,-0.07369020501138952,-0.6854214123006833,-0.0,-0.5179384965831435,-0.5703018223234624,0.0
2018-10-22,1.0,-0.0747543050342397,-0.6728747027305808,-0.0,-0.5333371536632189,-0.5843099051603106,0.0
2018-10-23,1.0,-0.08127421437795955,-0.6749605395322141,-0.0,-0.530262591476539,-0.5833548572248529,0.0
2018-10-24,1.0,-0.07973803642212902,-0.6778020336646177,-0.0,-0.5311081748721779,-0.5837594071350606,0.0
2018-10-25,1.0,-0.04400704560069338,-0.6394162216568345,-0.0,-0.5513182542567171,-0.5611038107752957,0.0
2018-10-26,1.0,-0.027693159789531987,-0.6287454998615343,-0.0,-0.558875657712545,-0.5540016615895874,0.0
2018-10-29,1.0,-0.003534447052326384,-0.6424685903631091,-0.0,-0.5511252243545491,-0.5641308849924065,0.0
2018-10-30,1.0,-0.0,-0.6417229168972004,-0.0,-0.5488270443731327,-0.5758548190771273,0.0
2018-10-31,1.0,-0.0,-0.635799746374814,-0.0,-0.547279042840602,-0.5737167116943265,0.0
2018-11-01,1.0,-0.0,-0.6827731683307552,-0.0,-0.5488117001828153,-0.5809590774855857,0.0
2018-11-02,1.0,-0.0,-0.664094607061981,-0.0,-0.5541670161312868,-0.5774832955911543,0.0
2018-11-05,1.0,-0.0,-0.6784494822278198,-0.0,-0.5546879373075847,-0.5656591099916037,0.0
2018-11-06,1.0,-0.0,-0.6763253856942496,-0.0,-0.5580364656381487,-0.5706872370266479,0.0
2018-11-07,1.0,-0.0,-0.6782439957252938,-0.0,-0.5612801619888633,-0.572782496203386,0.0
2018-11-08,1.0,-0.0,-0.6738160316840519,-0.0,-0.5435376805935181,-0.571763262118592,0.0
2018-11-09,1.0,-0.0,-0.6743809497222301,-0.0,-0.5454621590687028,-0.5718154155383715,0.0
2018-11-12,1.0,-0.0,-0.6587780527823354,-0.0,-0.5525737645651992,-0.5696209572012569,0.0
2018-11-13,1.0,-0.0,-0.652297738207156,-0.0,-0.5492174970967207,-0.5634850411989162,0.0
2018-11-14,1.0,-0.0,-0.6526994136519527,-0.0,-0.5493140834163072,-0.5637791791127337,0.0
2018-11-15,1.0,-0.0,-0.6550294385935815,-0.0,-0.554026038643337,-0.5551317135196396,0.0
2018-11-16,1.0,-0.0,-0.6461067607808537,-0.0,-0.5518363295467079,-0.5593360538215507,0.0
2018-11-19,1.0,-0.0,-0.6471400176678445,-0.0,-0.5526446554770318,-0.5608436395759717,0.0
2018-11-20,1.0,-0.0,-0.6337529942621581,-0.0,-0.5527547211854492,-0.5988524316194084,0.0
2018-11-21,1.0,-0.0,-0.628904094470809,-0.0,-0.5513464297538904,-0.5787992495309568,0.0
2018-11-23,1.0,-0.0,-0.6147667678719293,-0.0,-0.5620756279326524,-0.5832735302235716,0.0
2018-11-26,1.0,-0.0,-0.6210372252292058,-0.0,-0.5597315806914835,-0.5807467137965315,0.0
2018-11-27,1.0,-0.0,-0.619985712715683,-0.0,-0.552698098692164,-0.5748983404769755,0.0
2018-11-28,1.0,-0.0,-0.609380725540491,-0.0,-0.6002762353073823,-0.6090706655015926,0.0
2018-11-29,1.0,-0.0,-0.5939232707924952,-0.0,-0.5915709885186222,-0.6148697843741249,0.0
2018-11-30,1.0,-0.0,-0.5954489407017151,-0.0,-0.594496132720547,-0.6124033180136756,0.0
2018-12-03,1.0,-0.0,-0.5976434282508066,-0.0,-0.5951746387992706,-0.6126244915135363,0.0
2018-12-04,1.0,-0.0,-0.6019607843137256,-0.0,-0.5889635854341737,-0.6102240896358543,0.0
2018-12-06,1.0,-0.0,-0.5471015478360218,-0.0,-0.5864639155626887,-0.5867087402410164,0.0
2018-12-07,1.0,-0.0,-0.5475613409220882,-0.0,-0.5863402412788323,-0.5893085700280494,0.0
2018-12-10,1.0,-0.0,-0.5434547616473895,-0.0,-0.5795319424927036,-0.5794508701761972,0.0
2018-12-11,1.0,-0.0,-0.5462593346911065,-0.0,-0.5978004073319755,-0.5715139171758317,0.0
2018-12-12,1.0,-0.0,-0.5473083197389885,-0.0,-0.5974986405655247,-0.5740619902120717,0.0
2018-12-13,1.0,-0.0,-0.5481747456612807,-0.0,-0.5974103694031881,-0.574615091670747,0.0
2018-12-14,1.0,-0.0,-0.5437046301079361,-0.0,-0.6003643185340256,-0.5747532693510236,0.0
2018-12-17,1.0,-0.0,-0.5410182725153174,-0.0,-0.5934229789079868,-0.5766415442173182,0.0
2018-12-18,1.0,-0.0,-0.5299531729371871,-0.0,-0.5860110877872867,-0.5752462457613434,0.0
2018-12-19,1.0,-0.0,-0.5299943483058374,-0.0,-0.586026859003687,-0.5752617272653874,0.0
2018-12-20,1.0,-0.0,-0.5220873851429184,-0.0,-0.5859519408502772,-0.5708430442819256,0.0
2018-12-21,1.0,-0.0,-0.5206691072335194,-0.0,-0.5848542340272025,-0.5666568687705421,0.0
2018-12-24,1.0,-0.0,-0.5019762845849802,-0.0,-0.5748468047855266,-0.5759344244900124,0.0
2018-12-26,1.0,-0.0,-0.5039583388127614,-0.0,-0.5594539859551301,-0.5667131322164067,0.0
2018-12-27,1.0,-0.0,-0.4703839817513623,-0.0,-0.49512102395133695,-0.5690280065897858,0.0
2018-12-28,1.0,-0.0,-0.4721181118314425,-0.0,-0.49351701782820095,-0.5667797811993517,0.0
2018-12-31,1.0,-0.0,-0.4723326664471852,-0.0,-0.49347886646238004,-0.5666675108263479,0.0
2019-01-02,1.0,-0.0,-0.4719718452501519,-0.0,-0.4909357909661738,-0.568994328539599,0.0
2019-01-03,1.0,-0.0,-0.4716422443246527,-0.0,-0.4937362387062486,-0.5654594690355073,0.0
2019-01-04,1.0,-0.0,-0.4756174315853075,-0.0,-0.47221872561113765,-0.5697238236700989,0.0
2019-01-07,1.0,-0.0,-0.45185441427194784,-0.0,-0.4652467198734897,-0.5538039583899582,0.0
2019-01-08,1.0,-0.0,-0.4474573761997582,-0.0,-0.46741839176885686,-0.5524932764193541,0.0
2019-01-09,1.0,-0.0,-0.44230627078970064,-0.0,-0.46674879881729703,-0.554884809658741,0.0
2019-01-10,1.0,-0.0,-0.4394499482478191,-0.0,-0.47101877864852876,-0.553896199911282,0.0
2019-01-11,1.0,-0.0,-0.4423300012341108,-0.0,-0.47189929655683077,-0.5540170307293595,0.0
2019-01-14,1.0,-0.0,-0.4418937952506857,-0.0,-0.47268279423756454,-0.5564506165212879,0.0
2019-01-15,1.0,-0.0,-0.43711493257453915,-0.0,-0.47163181986886055,-0.5655820858592107,0.0
2019-01-16,1.0,-0.0,-0.43460103294042063,-0.0,-0.4662317443843132,-0.5703165542293721,0.0
2019-01-17,1.0,-0.0,-0.4326160535612817,-0.0,-0.4672530078810188,-0.5706697630753267,0.0
2019-01-18,1.0,-0.0,-0.43319247782143483,-0.0,-0.4685793362492896,-0.5693775174833816,0.0
2019-01-22,1.0,-0.0,-0.4093584607013899,-0.0,-0.4577830538655587,-0.6060493643963002,0.0
2019-01-23,1.0,-0.0,-0.3908421913327882,-0.0,-0.46269729180604074,-0.624197824524889,0.0
2019-01-24,1.0,-0.0,-0.379980731701292,-0.0,-0.4756305427237469,-0.6146834317334058,0.0
2019-01-25,1.0,-0.0,-0.34271796152885337,-0.0,-0.48426180364726457,-0.6711216587559331,0.0
2019-01-28,1.0,-0.0,-0.32429186267640875,-0.0,-0.5114352917625863,-0.6664998498648783,0.0
2019-01-29,1.0,-0.0,-0.32990975719200283,-0.0,-0.4939671934985292,-0.6690182978511243,0.0
2019-01-30,1.0,-0.0,-0.32784274695197807,-0.0,-0.4886290121920876,-0.6717093804428962,0.0
2019-01-31,1.0,-0.0,-0.33659853066120243,-0.0,-0.44107651556799443,-0.7212004597930931,0.0
2019-02-01,1.0,-0.0,-0.33460085495576103,-0.0,-0.428472015110846,-0.7222884978626106,0.0
2019-02-04,1.0,-0.0,-0.338152730163462,-0.0,-0.42914989814676796,-0.7169225418591941,0.0
