Date,BKK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.08727530747398297,-0.2010406811731315,-0.0,-0.15614947965941345,-0.132324187953327,0.0
2018-09-25,1.0,-0.08970476911430735,-0.2005267474135756,-0.0,-0.15581630078223568,-0.1310560181680545,0.0
2018-09-26,1.0,-0.08880186951304238,-0.20023053116907724,-0.0,-0.1563822396260974,-0.13356596980989074,0.0
2018-09-27,1.0,-0.08992930631824782,-0.1979107492267879,-0.0,-0.15653600959414252,-0.13360790254371016,0.0
2018-09-28,1.0,-0.08977697807661349,-0.1982417096769102,-0.0,-0.1566204207901258,-0.13371845257824708,0.0
2018-10-01,1.0,-0.08943989373477972,-0.20035421740092982,-0.0,-0.15694677251019956,-0.13458679907650464,0.0
2018-10-02,1.0,-0.0893741593480497,-0.20183558825856476,-0.0,-0.15676873170345756,-0.13440936782973337,0.0
2018-10-03,1.0,-0.0889975318017847,-0.197851401810012,-0.0,-0.15826529966457817,-0.13706410986646414,0.0
2018-10-04,1.0,-0.09058693244739756,-0.19547539946211043,-0.0,-0.16033855402626165,-0.13561145388387913,0.0
2018-10-05,1.0,-0.08240100565681961,-0.18920490257699563,-0.0,-0.16161219358893777,-0.13812067881835324,0.0
2018-10-08,1.0,-0.08196103671841887,-0.18859986499427012,-0.0,-0.16152022731197313,-0.13776863785497875,0.0
2018-10-09,1.0,-0.08213136624028879,-0.18854272934159932,-0.0,-0.16134348269638232,-0.1374715530094954,0.0
2018-10-10,1.0,-0.0839679075536575,-0.18797004286319888,-0.0,-0.1626446436702203,-0.1354822502394373,0.0
2018-10-11,1.0,-0.06250953121664074,-0.17805837679568123,-0.0,-0.151020221429225,-0.13342178302375943,0.0
2018-10-12,1.0,-0.06353790613718412,-0.17250300842358607,-0.0,-0.14327617328519857,-0.12489470517448858,0.0
2018-10-15,1.0,-0.055634679099890554,-0.17838777866062996,-0.0,-0.14095318051661845,-0.12420730701767535,0.0
2018-10-16,1.0,-0.053447707027383703,-0.1821181128340482,-0.0,-0.14042770162862542,-0.12366155784169643,0.0
2018-10-17,1.0,-0.048256219311388356,-0.1716485440061711,-0.0,-0.13849371764252125,-0.1250389402323063,0.0
2018-10-18,1.0,-0.04809788654060067,-0.17130144605116795,-0.0,-0.13873192436040044,-0.1250129773822766,0.0
2018-10-19,1.0,-0.04279606857948786,-0.16514610604257568,-0.0,-0.13792292887889873,-0.12327559610383887,0.0
2018-10-22,1.0,-0.04272826118898587,-0.1624055952276,-0.0,-0.13948396955537926,-0.12471715301654472,0.0
2018-10-23,1.0,-0.04062035141464277,-0.16340928170611368,-0.0,-0.14224487090740387,-0.126529890864103,0.0
2018-10-24,1.0,-0.0399635492452636,-0.1610888193189,-0.0,-0.1419668709672678,-0.12676925790378762,0.0
2018-10-25,1.0,-0.030472663594999207,-0.14601903285535892,-0.0,-0.14241628270823464,-0.11645064519370163,0.0
2018-10-26,1.0,-0.025166828266697083,-0.1422745679575657,-0.0,-0.14449894484686018,-0.11392802144527461,0.0
2018-10-29,1.0,-0.017150713668126604,-0.14478887613215974,-0.0,-0.13988462247168715,-0.11557596632223499,0.0
2018-10-30,1.0,-0.015546170851992518,-0.14479054475369876,-0.0,-0.1399297092001587,-0.11688679780057819,0.0
2018-10-31,1.0,-0.017771576751789843,-0.1368312757201646,-0.0,-0.13949489824680084,-0.115212244207678,0.0
2018-11-01,1.0,-0.014800315439644005,-0.13899059313918774,-0.0,-0.13925815355151244,-0.115163634315327,0.0
2018-11-02,1.0,-0.015472392810466704,-0.13554153374836633,-0.0,-0.1399260810298065,-0.11436360825756405,0.0
2018-11-05,1.0,-0.015971206838375884,-0.13439151951411538,-0.0,-0.1399589472500281,-0.11559442132493533,0.0
2018-11-06,1.0,-0.016969645844756565,-0.135166673696346,-0.0,-0.13925794705245548,-0.11454159461245379,0.0
2018-11-07,1.0,-0.01723069992679768,-0.13550875612365562,-0.0,-0.14004166901289486,-0.11496987442986656,0.0
2018-11-08,1.0,-0.007405233963476828,-0.13586508502046918,-0.0,-0.13657766413770941,-0.11735200011177711,0.0
2018-11-09,1.0,-0.007196255152658423,-0.13591839586389995,-0.0,-0.13691050094319848,-0.11731991895479635,0.0
2018-11-12,1.0,-0.007061379684953829,-0.1313249488154431,-0.0,-0.13816348417108873,-0.11621331773423028,0.0
2018-11-13,1.0,-0.0020989256814604104,-0.12826921483609047,-0.0,-0.13677538733464054,-0.11372863100334171,0.0
2018-11-14,1.0,-0.002499309582988125,-0.127975697321182,-0.0,-0.13682684341342172,-0.11354598177299088,0.0
2018-11-15,1.0,-0.0023023050623138855,-0.12781239660306606,-0.0,-0.13725598323591043,-0.11124131465754936,0.0
2018-11-16,1.0,-0.0015005713184377538,-0.12567628959649774,-0.0,-0.13693745783945263,-0.11254284888283154,0.0
2018-11-19,1.0,-0.00028939571418728035,-0.12649348859643078,-0.0,-0.1381106594088059,-0.11316750499552125,0.0
2018-11-20,1.0,-0.0,-0.12591991416427087,-0.0,-0.13752974675708762,-0.1120816539884727,0.0
2018-11-21,1.0,-0.002347033458872332,-0.12304186452704546,-0.0,-0.13600513072430542,-0.10316030784345832,0.0
2018-11-23,1.0,-0.0027678924476077504,-0.1193738836394377,-0.0,-0.13772651041027528,-0.10363916499638673,0.0
2018-11-26,1.0,-0.002521638383425339,-0.12079329380494787,-0.0,-0.13693177945887003,-0.1028146936550126,0.0
2018-11-27,1.0,-0.0003937863233936234,-0.12108250502417034,-0.0,-0.1352859703438162,-0.10113519091847266,0.0
2018-11-28,1.0,-0.0006655167262009861,-0.12034987165034566,-0.0,-0.13572466622298887,-0.10145734581064013,0.0
2018-11-29,1.0,-0.0,-0.11983173892394328,-0.0,-0.1354637356672773,-0.10163511771490602,0.0
2018-11-30,1.0,-0.0,-0.11974333930218677,-0.0,-0.13542514515166312,-0.10138911498182213,0.0
2018-12-03,1.0,-0.0,-0.11973034561336879,-0.0,-0.13534262926591067,-0.10132385654603657,0.0
2018-12-04,1.0,-0.0,-0.11995291188568954,-0.0,-0.133105109331024,-0.10004871184239013,0.0
2018-12-06,1.0,-0.0,-0.10690150587984887,-0.0,-0.1305406268291385,-0.0928404193050604,0.0
2018-12-07,1.0,-0.0,-0.10678229871909127,-0.0,-0.13028557747303174,-0.09305542623801226,0.0
2018-12-10,1.0,-0.0,-0.10527148545660715,-0.0,-0.1269481290050368,-0.08631101500487857,0.0
2018-12-11,1.0,-0.0,-0.10561308620803378,-0.0,-0.12586241013125782,-0.087698700613416,0.0
2018-12-12,1.0,-0.0,-0.10566381255194796,-0.0,-0.12607359130308587,-0.08758921857065584,0.0
2018-12-13,1.0,-0.0,-0.10482796819158897,-0.0,-0.12678526685041344,-0.08714344116367088,0.0
2018-12-14,1.0,-0.0,-0.10446205996016725,-0.0,-0.1272142131711885,-0.08728913040610944,0.0
2018-12-17,1.0,-0.0,-0.10267223711177677,-0.0,-0.11992222397393452,-0.09118976299332598,0.0
2018-12-18,1.0,-0.0,-0.09925749692802426,-0.0,-0.11749326779785092,-0.09047295354126905,0.0
2018-12-19,1.0,-0.0,-0.09940763406692558,-0.0,-0.11771474899637781,-0.09052868332614125,0.0
2018-12-20,1.0,-0.0,-0.09750685289126747,-0.0,-0.11815689857720925,-0.08964887090458165,0.0
2018-12-21,1.0,-0.0,-0.09687183351087324,-0.0,-0.11796877029800722,-0.08423185845306451,0.0
2018-12-24,1.0,-0.0,-0.09124630038902459,-0.0,-0.11466532252853061,-0.08651596810256808,0.0
2018-12-26,1.0,-0.0,-0.09139342152674114,-0.0,-0.11122406959386422,-0.08425129973747877,0.0
2018-12-27,1.0,-0.0,-0.08507263845714648,-0.0,-0.09883905347966757,-0.08489500729556555,0.0
2018-12-28,1.0,-0.0,-0.0862707308414059,-0.0,-0.09803722675863467,-0.08363341279099254,0.0
2018-12-31,1.0,-0.0,-0.08650992923989957,-0.0,-0.09799893479418703,-0.08359329427578686,0.0
2019-01-02,1.0,-0.0,-0.08646092204696454,-0.0,-0.09792311203529948,-0.08355733630876908,0.0
2019-01-03,1.0,-0.0,-0.08712217424434848,-0.0,-0.09540259080518163,-0.08747777495554991,0.0
2019-01-04,1.0,-0.0,-0.0871825356673075,-0.0,-0.09009157138520692,-0.08751138318324396,0.0
2019-01-07,1.0,-0.0,-0.08160605528960625,-0.0,-0.08809744605127948,-0.08346073836437004,0.0
2019-01-08,1.0,-0.0,-0.07832290362953691,-0.0,-0.09042553191489361,-0.08282853566958698,0.0
2019-01-09,1.0,-0.0,-0.07835578030340962,-0.0,-0.09047213738547039,-0.08286186351574626,0.0
2019-01-10,1.0,-0.0,-0.07846671924487675,-0.0,-0.09044703997195828,-0.08294838572376409,0.0
2019-01-11,1.0,-0.0,-0.0735181728203265,-0.0,-0.09184760138817545,-0.08750015660824134,0.0
2019-01-14,1.0,-0.0,-0.07389280022087522,-0.0,-0.09214010516672314,-0.08893992445063564,0.0
2019-01-15,1.0,-0.0,-0.07405083150298086,-0.0,-0.09247568245999373,-0.08857232507059931,0.0
2019-01-16,1.0,-0.0,-0.07458850960875506,-0.0,-0.08674831705757731,-0.09225157011946697,0.0
2019-01-17,1.0,-0.0,-0.07444314919966406,-0.0,-0.08671454894145077,-0.09230499254189699,0.0
2019-01-18,1.0,-0.0,-0.07550971576813127,-0.0,-0.08873273137128967,-0.09507977886080571,0.0
2019-01-22,1.0,-0.0,-0.04873750132183435,-0.0,-0.063330552585508,-0.06290756559235804,0.0
2019-01-23,1.0,-0.0,-0.03700047014574518,-0.0,-0.06463328631875881,-0.07374236013164082,0.0
2019-01-24,1.0,-0.0,-0.03704749135558535,-0.0,-0.0653094347611319,-0.07375391056853198,0.0
2019-01-25,1.0,-0.0,-0.021681686532891778,-0.0,-0.05655239260122543,-0.0756608933454877,0.0
2019-01-28,1.0,-0.0,-0.017678664278698943,-0.0,-0.06323877751458779,-0.07453925703391298,0.0
2019-01-29,1.0,-0.0,-0.015530320551366853,-0.0,-0.0635783338729821,-0.07728155788889403,0.0
2019-01-30,1.0,-0.0,-0.01612717428867642,-0.0,-0.0635641055177975,-0.07224974081327036,0.0
2019-01-31,1.0,-0.0,-0.018787892759169183,-0.0,-0.058115678093086515,-0.07573941308006178,0.0
2019-02-01,1.0,-0.0,-0.018578352180936994,-0.0,-0.061989383798753746,-0.07335564274174937,0.0
2019-02-04,1.0,-0.0,-0.017286543499082593,-0.0,-0.06151840012924519,-0.07516992279908144,0.0
2019-02-05,1.0,-0.0,-0.013894814524405292,-0.0,-0.06066441428456119,-0.07852588125410791,0.0
2019-02-06,1.0,-0.0,-0.013937443033009127,-0.0,-0.06279925697737473,-0.07702514047050407,0.0
2019-02-07,1.0,-0.0,-0.015559579695267535,-0.0,-0.06381849848325816,-0.07402622867622463,0.0
2019-02-08,1.0,-0.0,-0.017316465005113357,-0.0,-0.06256678961701541,-0.06918542521286497,0.0
2019-02-11,1.0,-0.0,-0.014738368079525058,-0.0,-0.06311841318054214,-0.0726678632242625,0.0
2019-02-12,1.0,-0.0,-0.015069013549449155,-0.0,-0.06305041039750423,-0.07306572115993415,0.0
2019-02-13,1.0,-0.0,-0.016944658974329417,-0.0,-0.06297188569847728,-0.07278134473735778,0.0
2019-02-14,1.0,-0.0,-0.008436380446088063,-0.0,-0.07270310874841095,-0.07452906506413962,0.0
2019-02-15,1.0,-0.0,-0.015075493074984393,-0.0,-0.06936576568244353,-0.07165483594996416,0.0
2019-02-19,1.0,-0.0,-0.012536507093631317,-0.0,-0.07108638184399783,-0.07075161323836679,0.0
2019-02-20,1.0,-0.0,-0.013289997224021468,-0.0,-0.06908716572591839,-0.0742805588970112,0.0
2019-02-21,1.0,-0.0,-0.017870559813202944,-0.0,-0.0679451168059553,-0.07010669163458982,0.0
2019-02-22,1.0,-0.0,-0.018802292793417465,-0.0,-0.06636851107104887,-0.07048259603383719,0.0
2019-02-25,1.0,-0.0,-0.019238981153415585,-0.0,-0.06525326901104482,-0.06962733851143145,0.0
2019-02-26,1.0,-0.0,-0.02027370072925321,-0.0,-0.0637635004153974,-0.06984445675251547,0.0
2019-02-27,1.0,-0.0,-0.02094645224508617,-0.0,-0.05991123407689204,-0.07194650988529598,0.0
2019-02-28,1.0,-0.0,-0.022170953973930096,-0.0,-0.0612065982235552,-0.0701695697312262,0.0
2019-03-01,1.0,-0.0,-0.02669699371632721,-0.0,-0.05530091555524922,-0.06674248429081803,0.0
2019-03-04,1.0,-0.0,-0.028166590178981182,-0.0,-0.04826755392381827,-0.07088113813675997,0.0
2019-03-05,1.0,-0.0,-0.027333990418777362,-0.0,-0.049636692873679146,-0.06912004034199005,0.0
2019-03-06,1.0,-0.0,-0.026827563287150046,-0.0,-0.049323294484363005,-0.06983646760866825,0.0
2019-03-07,1.0,-0.0,-0.0219795315612336,-0.0,-0.05291114316459464,-0.06987659408842183,0.0
2019-03-08,1.0,-0.0,-0.021046883354759436,-0.0,-0.048362324941125606,-0.06824878553794696,0.0
2019-03-11,1.0,-0.0,-0.02085781768806837,-0.0,-0.04922353692906288,-0.07092570828721717,0.0
2019-03-12,1.0,-0.0,-0.018898321545686176,-0.0,-0.05014796448852275,-0.07352521109219502,0.0
2019-03-13,1.0,-0.0,-0.019188546336108316,-0.0,-0.05055575885097429,-0.07380386058000182,0.0
2019-03-14,1.0,-0.0,-0.02009625167182981,-0.0,-0.049440437133483464,-0.07359480561048938,0.0
2019-03-15,1.0,-0.0,-0.017906209928558344,-0.0,-0.051508976002930945,-0.07549459607986811,0.0
2019-03-18,1.0,-0.0,-0.018594733402882067,-0.0,-0.052264728473328824,-0.07554826949752949,0.0
2019-03-19,1.0,-0.0,-0.01778834611823077,-0.0,-0.05301064328421341,-0.07241091536817074,0.0
2019-03-20,1.0,-0.0,-0.017117230203923268,-0.0,-0.05306341363216213,-0.07096803642546587,0.0
2019-03-21,1.0,-0.0,-0.01683259776249615,-0.0,-0.05899392156191909,-0.06459338328372506,0.0
