Date,IWF,IWM,MTUM,SPY,TWOU,VLUE,VXX
2018-09-24,-0.784852578135917,-1.3082584191159348,-0.3181797009641809,-0.728911453723974,1.0,-0.5177232288415855,0.0
2018-09-25,-0.7888288456163236,-1.3056461380788225,-0.32404733066244296,-0.7265908879157738,1.0,-0.513416565731855,0.0
2018-09-26,-0.790732366789427,-1.3082373782108059,-0.32753717775395086,-0.7263997016456109,1.0,-0.5088340869889515,0.0
2018-09-27,-0.7900392450009344,-1.3157820968043354,-0.3262941506260512,-0.7286021304429079,1.0,-0.5112595776490375,0.0
2018-09-28,-0.7871097401383436,-1.318610955318751,-0.32707048046363807,-0.7289212936997569,1.0,-0.5120583286595626,0.0
2018-10-01,-0.7881918474195961,-1.3173148840688107,-0.3269913986537023,-0.7297587883320867,1.0,-0.512341062079282,0.0
2018-10-02,-0.7879283743980552,-1.3184347094300808,-0.32703726214409273,-0.729487119547431,1.0,-0.5124129225302726,0.0
2018-10-03,-0.7886928441053962,-1.3230214817241541,-0.3279824027706276,-0.7291617915477138,1.0,-0.5112088734965133,0.0
2018-10-04,-0.7891560628742516,-1.3204528443113772,-0.3285460329341317,-0.7297904191616766,1.0,-0.5101983532934132,0.0
2018-10-05,-0.7729648991784913,-1.3150205377147124,-0.3088592233009709,-0.7448188946975354,1.0,-0.5260455563853621,0.0
2018-10-08,-0.7706751153147278,-1.3109537343335043,-0.30359222848623213,-0.7491496994828309,1.0,-0.5248567301868332,0.0
2018-10-09,-0.7808443840494823,-1.3186823485309969,-0.31760461084297836,-0.748793402371023,1.0,-0.5198912890679912,0.0
2018-10-10,-0.7819101597264508,-1.3175324371164925,-0.3187971333551922,-0.7489812169188251,1.0,-0.5168391962152793,0.0
2018-10-11,-0.7315046096552976,-1.3164085562468777,-0.2479222489668014,-0.726281847495345,1.0,-0.5194150506380852,0.0
2018-10-12,-0.734121255864309,-1.3178455431252256,-0.2413388668350776,-0.7152201371346084,1.0,-0.5024810537712018,0.0
2018-10-15,-0.7250056268287194,-1.3342336259284269,-0.2266936754445195,-0.7138419986495611,1.0,-0.5017330632455549,0.0
2018-10-16,-0.7220694938933706,-1.3500833746450944,-0.21573752760376763,-0.7158051286673577,1.0,-0.503042047861553,0.0
2018-10-17,-0.7072975852272727,-1.3148082386363638,-0.20569957386363635,-0.7074751420454545,1.0,-0.5036399147727273,0.0
2018-10-18,-0.709681721194879,-1.31974573257468,-0.20354729729729729,-0.7071034850640113,1.0,-0.5051564722617354,0.0
2018-10-19,-0.6999161777032691,-1.3119512948338994,-0.19120307054308022,-0.7086513433625976,1.0,-0.49993382450258084,0.0
2018-10-22,-0.6989845474613686,-1.3147902869757175,-0.1955849889624724,-0.7066225165562914,1.0,-0.49902869757174395,0.0
2018-10-23,-0.7039738319409452,-1.3154754011404324,-0.20487998939132743,-0.6999955797197542,1.0,-0.495911240772665,0.0
2018-10-24,-0.7049600282673026,-1.3154012631950884,-0.20025617243054636,-0.700499094562961,1.0,-0.4956494854467559,0.0
2018-10-25,-0.6655963695521876,-1.2605959414333419,-0.1906413220309958,-0.7123897593972086,1.0,-0.45192225361760424,0.0
2018-10-26,-0.6494674757075573,-1.249331692621038,-0.16514617897908093,-0.7314040819790385,1.0,-0.4479144566554929,0.0
2018-10-29,-0.6566668087101035,-1.2550816039544894,-0.16308006988537094,-0.7398048323177228,1.0,-0.4466697916222781,0.0
2018-10-30,-0.6376266404479972,-1.2635831231564998,-0.146838797931005,-0.7503954174325653,1.0,-0.47629632796135596,0.0
2018-10-31,-0.6411115825201528,-1.2388205345778533,-0.1494696648281714,-0.745269410267289,1.0,-0.4679677556215528,0.0
2018-11-01,-0.6501659998297438,-1.2321869413467268,-0.1570613773729463,-0.747339746318209,1.0,-0.46965182599812716,0.0
2018-11-02,-0.6581341231224878,-1.2011846837317537,-0.1515125872646499,-0.756209012058388,1.0,-0.46397292151470276,0.0
2018-11-05,-0.656051763511799,-1.2060813668273704,-0.15156897572528122,-0.7561109701429417,1.0,-0.4591897149623615,0.0
2018-11-06,-0.6631561138603392,-1.2113944930846339,-0.14824683838768346,-0.7529924290487671,1.0,-0.4537495241720594,0.0
2018-11-07,-0.7031611410948342,-1.398419429452583,-0.14586545875096374,-0.9334040092521203,1.0,-0.6379626060138782,0.0
2018-11-08,-0.6969187943943176,-1.3976770973315416,-0.13990209253215588,-0.9288731042426569,1.0,-0.6359665962756766,0.0
2018-11-09,-0.70206717101142,-1.403845227196068,-0.13651038404086158,-0.9332626608201224,1.0,-0.6428950031320774,0.0
2018-11-12,-0.7019041680656146,-1.3806897213295601,-0.13511439397573025,-0.9411962204422274,1.0,-0.637488608566358,0.0
2018-11-13,-0.6847485024246458,-1.3821431967291051,-0.11148616525625178,-0.9465627079965769,1.0,-0.6292669012075687,0.0
2018-11-14,-0.6853163473879355,-1.3813756714360415,-0.11161287255787422,-0.9464277225840186,1.0,-0.6287493463896944,0.0
2018-11-15,-0.6856017463933182,-1.3825455580865602,-0.10933940774487473,-0.9489844343204253,1.0,-0.6191628701594534,0.0
2018-11-16,-0.6868048293564027,-1.3853503184713374,-0.11103717083372944,-0.9503279779446715,1.0,-0.619783249358304,0.0
2018-11-19,-0.6877911952077589,-1.3824759912522582,-0.12042407530664638,-0.9457544927260626,1.0,-0.6177141770466863,0.0
2018-11-20,-0.6787847189307044,-1.3833538724049674,-0.10707176035643189,-0.948905109489051,1.0,-0.6217176983600342,0.0
2018-11-21,-0.6910247349823322,-1.3797879858657245,-0.11712603062426384,-0.949964664310954,1.0,-0.5735217903415784,0.0
2018-11-23,-0.6902846389084921,-1.3699835332862857,-0.12044224888261587,-0.9512114796518467,1.0,-0.5728534462479417,0.0
2018-11-26,-0.6899454477050414,-1.3736832204665164,-0.11945071482317532,-0.9491158765989466,1.0,-0.5705887885628291,0.0
2018-11-27,-0.6875673649186934,-1.3749004170767138,-0.11312620085289846,-0.9455925769717418,1.0,-0.5650686536388773,0.0
2018-11-28,-0.6872422197225347,-1.3772028496437945,-0.11300149981252343,-0.944506936632921,1.0,-0.5649606299212598,0.0
2018-11-29,-0.6797836628123834,-1.3676333457665049,-0.1119917941066766,-0.9387821708317792,1.0,-0.5642484147706079,0.0
2018-11-30,-0.6828516737476072,-1.3715859750688641,-0.10794154722442692,-0.9450954759792708,1.0,-0.5612773705588496,0.0
2018-12-03,-0.6825626429004712,-1.3724977835845271,-0.10405487378097149,-0.9456861555690355,1.0,-0.5612897204983435,0.0
2018-12-04,-0.6641274885503318,-1.3908776521170203,-0.10669221422562856,-0.9462566595008879,1.0,-0.565379942050659,0.0
2018-12-06,-0.6324513866751673,-1.2902226877362357,-0.17446149642515596,-0.9457625574935106,1.0,-0.5109977685686962,0.0
2018-12-07,-0.6378132118451025,-1.2893849658314351,-0.17895216400911163,-0.9449658314350797,1.0,-0.5046924829157176,0.0
2018-12-10,-0.6073378762579539,-1.3043007355927614,-0.1657565774628819,-0.9537433999729229,1.0,-0.4817455661356559,0.0
2018-12-11,-0.6162806447243668,-1.299246015621473,-0.17291977064427289,-0.9561154002438035,1.0,-0.47031468689331346,0.0
2018-12-12,-0.6197132130094541,-1.3004025874157508,-0.17442439046455874,-0.9602840729180804,1.0,-0.4686298457502149,0.0
2018-12-13,-0.6179978315865559,-1.2951301048066497,-0.1771774485001807,-0.9613751355258402,1.0,-0.4658474882544272,0.0
2018-12-14,-0.6179408026148537,-1.319774832031959,-0.16560740875249683,-0.9615035409478845,1.0,-0.47485019066642453,0.0
2018-12-17,-0.6083653628758761,-1.3208229708342754,-0.15613836762378475,-0.9514808953199185,1.0,-0.4849649559122767,0.0
2018-12-18,-0.6021109364473389,-1.311744891084662,-0.1490680440152706,-0.9470020211093646,1.0,-0.481473164158994,0.0
2018-12-19,-0.607494271465157,-1.310643842386665,-0.14844767938176753,-0.9452307139326954,1.0,-0.48119692680954307,0.0
2018-12-20,-0.5986868551520835,-1.2930010272901873,-0.16463441868774842,-0.9393452141676716,1.0,-0.4708115592478449,0.0
2018-12-21,-0.5966595593461266,-1.2957533759772568,-0.16062544420753375,-0.9430081734186213,1.0,-0.4460287846481877,0.0
2018-12-24,-0.6059725512986723,-1.312754258125084,-0.1511913809289642,-0.9558317314140105,1.0,-0.44481201663015785,0.0
2018-12-26,-0.6149071077018579,-1.332283953354321,-0.13811909723761806,-0.9248880415022391,1.0,-0.4238460515230789,0.0
2018-12-27,-0.5455011316564888,-1.2915403339454243,-0.13336464961352865,-0.8487423666567024,1.0,-0.4512533629414528,0.0
2018-12-28,-0.5444961372657817,-1.2924153826454394,-0.13316829570190789,-0.8480515600324384,1.0,-0.4500832301848137,0.0
2018-12-31,-0.5450083230184813,-1.2914336932860984,-0.1332536599940245,-0.8480515600324384,1.0,-0.4504673694993384,0.0
2019-01-02,-0.5450121654501215,-1.2920561744995092,-0.13296623554018866,-0.8484654458530755,1.0,-0.45016434029111707,0.0
2019-01-03,-0.5465205526181136,-1.2870970492921712,-0.14356984478935697,-0.848968105065666,1.0,-0.4378304622207061,0.0
2019-01-04,-0.5079540151868663,-1.305688711661647,-0.13761506808637,-0.8393925253467951,1.0,-0.45144869129936793,0.0
2019-01-07,-0.4822261072261072,-1.2726440226440225,-0.16641691641691642,-0.8198051948051948,1.0,-0.4214535464535465,0.0
2019-01-08,-0.48281879752358,-1.2638467611251922,-0.16911123114638302,-0.8212905638426061,1.0,-0.4180413013670171,0.0
2019-01-09,-0.4799834059323792,-1.2517734909769758,-0.16813939016801493,-0.8223190209500104,1.0,-0.42626011200995645,0.0
2019-01-10,-0.4818117715376001,-1.246795802397445,-0.1684018416359036,-0.8265378074577958,1.0,-0.42432286697913646,0.0
2019-01-11,-0.47694159644680584,-1.2440745506620727,-0.17413141837200613,-0.8284836660993731,1.0,-0.4272549914905981,0.0
2019-01-14,-0.4778621519565127,-1.2395535084443337,-0.17739325283206772,-0.8253454500186729,1.0,-0.42931241960247307,0.0
2019-01-15,-0.4590116399486351,-1.2258812808085828,-0.19970175220579098,-0.8109026138105297,1.0,-0.4467917650470154,0.0
2019-01-16,-0.4635006221484861,-1.2251762754043964,-0.20423060970551637,-0.8160099543757776,1.0,-0.43873911240149316,0.0
2019-01-17,-0.4597634363975929,-1.2330358995642248,-0.20157709068271426,-0.8174725046690186,1.0,-0.43838970740817595,0.0
2019-01-18,-0.45051593766971637,-1.2166102686217988,-0.21205664870284496,-0.8216986255587584,1.0,-0.476751472615616,0.0
2019-01-22,-0.34117241676357846,-1.4891674204246887,-0.02704914502304346,-1.1164663823922127,1.0,-0.33333333333333337,0.0
2019-01-23,-0.31323586492431105,-1.4438262819683445,-0.07223875447449002,-1.124725061456851,1.0,-0.35877862595419846,0.0
2019-01-24,-0.32217717588199773,-1.4388855343741913,-0.06801518157508842,-1.126369360821185,1.0,-0.35750021564737344,0.0
2019-01-25,-0.25577586969992033,-1.4812782154554305,-0.02044790652385589,-1.3950163760290344,1.0,-0.27343542533415954,0.0
2019-01-28,-0.25336939173612344,-1.466439084944139,-0.03830466394750842,-1.4025093101613761,1.0,-0.2727877283206242,0.0
2019-01-29,-0.23869905677166758,-1.461959423384944,-0.039063890371952306,-1.4133297739811355,1.0,-0.2960936109628048,0.0
2019-01-30,-0.24145270719702008,-1.461575983326682,-0.03968781872200789,-1.40854064121325,1.0,-0.28309165890647864,0.0
2019-01-31,-0.1857193732193732,-1.4961271367521367,-0.04318019943019943,-1.393206908831909,1.0,-0.3333333333333333,0.0
2019-02-01,-0.17569493941553813,-1.4969262295081966,-0.04490377761938703,-1.3988774055595152,1.0,-0.3383374910905203,0.0
2019-02-04,-0.17801140413399857,-1.499287241625089,-0.042587312900926586,-1.4002583749109052,1.0,-0.33459550962223805,0.0
2019-02-05,-0.1891625615763547,-1.5240483654276757,-0.0,-1.425347066726377,1.0,-0.33976712942230186,0.0
2019-02-06,-0.19721525787965616,-1.5028205587392551,-0.0,-1.4298889684813754,1.0,-0.3471525787965616,0.0
2019-02-07,-0.19555098021663234,-1.5052367737892758,-0.0,-1.4284307582132305,1.0,-0.3466565213499239,0.0
2019-02-08,-0.18103564223268326,-1.5037883882537548,-0.020802510647836808,-1.4407980273481282,1.0,-0.33687514010311587,0.0
2019-02-11,-0.1783659895739709,-1.4954161423692254,-0.024042782671220564,-1.450476361675355,1.0,-0.3456767930972497,0.0
2019-02-12,-0.21069475930124015,-1.513935191358848,-0.0,-1.4262790594301462,1.0,-0.29412810596968486,0.0
2019-02-13,-0.19812160598237338,-1.537434345232796,-0.0,-1.4245526573488827,1.0,-0.2910620493189709,0.0
2019-02-14,-0.2018798164728941,-1.4603323087888103,-0.024945431867789213,-1.441088689919373,1.0,-0.3262951579134928,0.0
2019-02-15,-0.20016959742926002,-1.4924573774881726,-0.014192626974917433,-1.4371596893689191,1.0,-0.31911095242345794,0.0
2019-02-19,-0.20908361561775718,-1.4741486896059903,-0.018898199322517382,-1.4415671242645747,1.0,-0.3134248529149581,0.0
2019-02-20,-0.20725180626170725,-1.4825617696904825,-0.016590848274016592,-1.4397466773704397,1.0,-0.31375434840781374,0.0
2019-02-21,-0.2115521855486173,-1.4585191793041927,-0.021141837644959856,-1.4425958965209633,1.0,-0.32644959857270295,0.0
2019-02-22,-0.19901938934700247,-1.4602184087363494,-0.040962781368397594,-1.440427902830399,1.0,-0.31673724091820815,0.0
2019-02-25,-0.17948832035595105,-1.4478754171301444,-0.07150166852057842,-1.4424471635150165,1.0,-0.3080311457174638,0.0
2019-02-26,-0.18358800730609878,-1.445850224974384,-0.06437385842206085,-1.444647391633626,1.0,-0.3165233661513788,0.0
2019-02-27,-0.18751959862025713,-1.4155803431438425,-0.06576177037136585,-1.4627066254535679,1.0,-0.34811629261300003,0.0
2019-02-28,-0.17449215965787598,-1.407430506058446,-0.07982893799002137,-1.445162152530292,1.0,-0.34778153955808977,0.0
2019-03-01,-0.17432378236263982,-1.411434428055791,-0.07602156766632502,-1.445746624481975,1.0,-0.34864756472527964,0.0
2019-03-04,-0.17308718861209965,-1.3934163701067617,-0.08523131672597865,-1.4433718861209963,1.0,-0.3532473309608541,0.0
2019-03-05,-0.1743288138636976,-1.4034300080811708,-0.076681332495286,-1.4534883720930232,1.0,-0.381700637514591,0.0
2019-03-06,-0.17579211919935375,-1.4044969033300423,-0.07221075307423032,-1.4569158962391167,1.0,-0.3785118032492595,0.0
2019-03-07,-0.1832385727716345,-1.381967139723329,-0.07839011505573712,-1.4673411827908849,1.0,-0.36593992031159056,0.0
2019-03-08,-0.12260571015540296,-1.3787495482471992,-0.13760390314419949,-1.522135887242501,1.0,-0.35643295988435125,0.0
2019-03-11,-0.0913733357650921,-1.373746124384461,-0.16418931242020793,-1.5195148641254788,1.0,-0.41072405617362756,0.0
2019-03-12,-0.06422693209507609,-1.3395705944554273,-0.202427474598869,-1.5363891315341822,1.0,-0.45487563790170565,0.0
2019-03-13,-0.07493313658581574,-1.3417412155307573,-0.21451627778290142,-1.5179378400811583,1.0,-0.46214147376187403,0.0
2019-03-14,-0.06992367807687035,-1.3517663726520726,-0.2121475252502171,-1.4841186417439787,1.0,-0.45221881998080526,0.0
2019-03-15,-0.07152317880794702,-1.3488467686686456,-0.21420415620004565,-1.482758620689655,1.0,-0.44996574560401914,0.0
2019-03-18,-0.038618351733931924,-1.3572312061935956,-0.3101378899628934,-1.428649961060974,1.0,-0.4464244811947409,0.0
2019-03-19,-0.018820008162895106,-1.3546324429731076,-0.32365879098453587,-1.3881456623282389,1.0,-0.449730170967303,0.0
2019-03-20,-0.02400109095867994,-1.355288876767126,-0.32042365562071,-1.3874721578253557,1.0,-0.4584299286331197,0.0
2019-03-21,-0.027584639854578506,-1.3560554419450126,-0.32274483072029087,-1.3970461258804818,1.0,-0.4409452397182459,0.0
2019-03-22,-0.012257917521075416,-1.3337890179995444,-0.3705627705627706,-1.4099794941900203,1.0,-0.4302574618364092,0.0
2019-03-25,-0.0,-1.2454893138357706,-0.4464791901012373,-1.3918560179977504,1.0,-0.41565804274465695,0.0
2019-03-26,-0.0,-1.2565988358976674,-0.47813924107747147,-1.3544195280422326,1.0,-0.42286694039615574,0.0
2019-03-27,-0.0,-1.2433590402742072,-0.4841022865647409,-1.3594010733775312,1.0,-0.4231272268073783,0.0
2019-03-28,-0.0,-1.2353259643582224,-0.5030002255808708,-1.3398150236859914,1.0,-0.4334762012181367,0.0
2019-03-29,-0.0,-1.264574806730332,-0.4877671668940427,-1.3631195998180992,1.0,-0.4320145520691223,0.0
2019-04-01,-0.0,-1.2821714597742992,-0.4785675282125955,-1.3661266836548962,1.0,-0.42359847105933746,0.0
2019-04-02,-0.0,-1.2795154583258002,-0.4983728078105225,-1.34288555414934,1.0,-0.3992044838184777,0.0
2019-04-03,-0.0,-1.279397802793978,-0.49699353496993537,-1.3506487635064877,1.0,-0.39395994393959943,0.0
2019-04-04,-0.0,-1.2800597122953044,-0.4948882656292409,-1.349045508006876,1.0,-0.3997104858409481,0.0
2019-04-05,-0.0,-1.2673100559930806,-0.5186415987617791,-1.3695543314972458,1.0,-0.3967769836573041,0.0
2019-04-08,-0.0,-1.248615021342294,-0.5188447915720643,-1.3705385523567342,1.0,-0.4029152665516302,0.0
2019-04-09,-0.0,-1.2426900584795324,-0.5308845029239766,-1.3996710526315792,1.0,-0.39551352339181284,0.0
2019-04-10,-0.0,-1.2261551794918577,-0.5357387218902522,-1.3944259453541943,1.0,-0.4050996670163755,0.0
2019-04-11,-0.0,-1.2028648328087224,-0.5570001368550705,-1.4076000182473427,1.0,-0.3943250764107477,0.0
2019-04-12,-0.0,-1.2058045085333575,-0.5604636305558091,-1.4051291411882816,1.0,-0.3918955918590855,0.0
2019-04-15,-0.0,-1.2097959556306204,-0.5610991920390743,-1.3952161409595107,1.0,-0.39868535171406405,0.0
2019-04-16,-0.0,-1.2112759643916915,-0.5620178041543027,-1.3932892033782243,1.0,-0.3985847979913262,0.0
2019-04-17,-0.0,-1.1740002735853357,-0.5799553143951484,-1.4021704436642195,1.0,-0.4035839678993206,0.0
2019-04-18,-0.0,-1.1903259726603574,-0.5857449823983908,-1.399625108581356,1.0,-0.3961505051890459,0.0
2019-04-22,-0.0,-1.199918140888626,-0.5925690117786165,-1.3742780481149666,1.0,-0.38096320887716584,0.0
2019-04-23,-0.0,-1.2017495899398578,-0.5958629487880445,-1.3894660105704393,1.0,-0.36914525241479856,0.0
2019-04-24,-0.0,-1.1682943447649328,-0.5971383147853735,-1.39464001816943,1.0,-0.38233022938905287,0.0
2019-04-25,-0.0,-1.1653102977949532,-0.6008638326892476,-1.3975448965674016,1.0,-0.3827688110934303,0.0
2019-04-26,-0.0,-1.1696028259589692,-0.6067207101127666,-1.3806892803767943,1.0,-0.3717675829899008,0.0
2019-04-29,-0.0,-1.1653700018092996,-0.6075628731680839,-1.3769223810385383,1.0,-0.3733942464266329,0.0
2019-04-30,-0.0,-1.1333900887176271,-0.6196791827224662,-1.3472981449950714,1.0,-0.3802760103951967,0.0
2019-05-01,-0.014483655441460023,-1.1294112371642526,-0.6061163176539169,-1.3653647818483474,1.0,-0.36868301869871306,0.0
2019-05-02,-0.0095016134815346,-1.1383560415919685,-0.6026353531731803,-1.35102187163858,1.0,-0.38033345285048403,0.0
2019-05-03,-0.006545324128037299,-1.1446247646373173,-0.6078633551510804,-1.3465883618757286,1.0,-0.3774769120416031,0.0
2019-05-06,-0.0,-1.1236739626695313,-0.6138937379705474,-1.3462244304194084,1.0,-0.3922384852960924,0.0
2019-05-07,-0.0,-1.1238248724147193,-0.6217208344525025,-1.339332079863909,1.0,-0.39179872862386966,0.0
2019-05-08,-0.009054192002130399,-1.093027384492477,-0.6390750521503706,-1.2828103501841908,1.0,-0.41436243397984995,0.0
