Date,IWF,IWM,LBRDK,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4299732381801963,-0.8846639904846862,1.0,-0.0,-0.7275498067201903,-0.6747323818019625,0.0
2018-09-25,-0.4287840452448281,-0.8864042268194672,1.0,-0.0,-0.7289031105819318,-0.6767004018455127,0.0
2018-09-26,-0.42844384907345395,-0.8862841408052393,1.0,-0.0,-0.7289945672397113,-0.6773461338096302,0.0
2018-09-27,-0.4324545420741457,-0.8785557580039416,1.0,-0.0,-0.7297809838991559,-0.6776484587067267,0.0
2018-09-28,-0.43306061732986245,-0.8782447006322054,1.0,-0.0,-0.7298252138341392,-0.6777240609892154,0.0
2018-10-01,-0.4329030097845903,-0.8794598013318948,1.0,-0.0,-0.7298262584173519,-0.678187432568176,0.0
2018-10-02,-0.43211624441132634,-0.8893442622950819,1.0,-0.0,-0.7280178837555885,-0.6763040238450073,0.0
2018-10-03,-0.43174780824473047,-0.8765155754523409,1.0,-0.0,-0.7350121246036188,-0.6873717590001865,0.0
2018-10-04,-0.4361757684273352,-0.8700387943897344,1.0,-0.0,-0.7404879140555058,-0.6835273052820053,0.0
2018-10-05,-0.42032752794385236,-0.8614133462066917,1.0,-0.0,-0.7435849827323704,-0.6881800289650564,0.0
2018-10-08,-0.4195464162429012,-0.8609183029583164,1.0,-0.0,-0.7435507219479603,-0.6877992650606882,0.0
2018-10-09,-0.41483710390430556,-0.8613618633678815,1.0,-0.0,-0.7463130131134144,-0.6923734165459341,0.0
2018-10-10,-0.41947481960871835,-0.8611173101242283,1.0,-0.0,-0.7501301792754593,-0.6887227553373503,0.0
2018-10-11,-0.35166221965818134,-0.8422874450133411,1.0,-0.0,-0.7229393524194131,-0.6887935386168602,0.0
2018-10-12,-0.35349581924924384,-0.8326632271837751,1.0,-0.0,-0.7045365593310798,-0.6673545632449742,0.0
2018-10-15,-0.35088031300017786,-0.8340032011381824,1.0,-0.0,-0.7047127867686288,-0.6672594700337897,0.0
2018-10-16,-0.34138411518810957,-0.857908464039444,1.0,-0.0,-0.705634356354282,-0.6679052484904783,0.0
2018-10-17,-0.32191540191118606,-0.8212830241708825,1.0,-0.0,-0.6983206857785272,-0.671725688589095,0.0
2018-10-18,-0.3219606465214336,-0.8218552354181307,1.0,-0.0,-0.698102600140548,-0.671784961349262,0.0
2018-10-19,-0.30268760907504366,-0.8090750436300176,1.0,-0.0,-0.7042931937172775,-0.67434554973822,0.0
2018-10-22,-0.3026968490183749,-0.7979459232865227,1.0,-0.0,-0.7115908614546216,-0.6810941102494236,0.0
2018-10-23,-0.30299007964230823,-0.7978901774486518,1.0,-0.0,-0.7112617018303758,-0.6809068045270364,0.0
2018-10-24,-0.30113795029321416,-0.7968793633063389,1.0,-0.0,-0.7114632784138508,-0.6811295727450433,0.0
2018-10-25,-0.2711359404096834,-0.7535804977145759,1.0,-0.0,-0.7100389368545793,-0.6510580667005248,0.0
2018-10-26,-0.26205345151759335,-0.7430499597099114,1.0,-0.0,-0.7090048348106366,-0.6434327155519742,0.0
2018-10-29,-0.2713317519484921,-0.7470010166045409,1.0,-0.0,-0.7236191121653678,-0.6467299220603185,0.0
2018-10-30,-0.2494223188799783,-0.7514611934212315,1.0,-0.0,-0.72842191110507,-0.6688188120157673,0.0
2018-10-31,-0.24930096160403734,-0.7579281183932346,1.0,-0.0,-0.730955466139262,-0.6718270476710086,0.0
2018-11-01,-0.24775020452686117,-0.7588287428415599,1.0,-0.0,-0.7306040359967275,-0.6715980365421325,0.0
2018-11-02,-0.25183854678550854,-0.7352492628867726,1.0,-0.0,-0.7355203849933915,-0.6664181380689328,0.0
2018-11-05,-0.2560146798966971,-0.7280481174391736,1.0,-0.0,-0.7373929590865842,-0.6766684789995923,0.0
2018-11-06,-0.25354748698404056,-0.7266478374791574,1.0,-0.0,-0.7410419573280701,-0.6816279307176641,0.0
2018-11-07,-0.25263659250187115,-0.7278015921616657,1.0,-0.0,-0.739878886847656,-0.6817717901612574,0.0
2018-11-08,-0.23047599770603516,-0.7268495091589919,1.0,-0.0,-0.7312350301926256,-0.6849509158992004,0.0
2018-11-09,-0.23165749400682042,-0.7276901779383462,1.0,-0.0,-0.7312016747138468,-0.6858898605530607,0.0
