Date,IWF,IWM,MTUM,SPY,VCYT,VLUE,VXX
2018-09-24,-0.8549062972878594,-1.5647770923059015,-0.1615062274473286,-1.2225584914445349,1.0,-1.0162379234082177,0.0
2018-09-25,-0.8673409728718429,-1.5674695977549111,-0.17434518241347052,-1.2242165575304023,1.0,-1.0132132834424696,0.0
2018-09-26,-0.8777372262773722,-1.5842947963268188,-0.18507181539910525,-1.2313986343301153,1.0,-1.0080645161290323,0.0
2018-09-27,-0.8895986501144992,-1.649933710979872,-0.1823550680969025,-1.2639508255996144,1.0,-1.0404363022779317,0.0
2018-09-28,-0.886691738444741,-1.6703869950260828,-0.18488414412228557,-1.273383476889482,1.0,-1.0503457479073153,0.0
2018-10-01,-0.8888214589149168,-1.669073916737468,-0.18497390460007282,-1.2749726908605412,1.0,-1.0509163733462799,0.0
2018-10-02,-0.8902979188156058,-1.6540865238759783,-0.19070444754565863,-1.2778350828226441,1.0,-1.0546083368727623,0.0
2018-10-03,-0.8898053247619624,-1.6504942689065436,-0.19085450906665047,-1.277882224513312,1.0,-1.0555521863060222,0.0
2018-10-04,-0.8928138633058653,-1.6422685409597675,-0.19207464857004364,-1.2812045564711585,1.0,-1.0507149781871064,0.0
2018-10-05,-0.8807455664133188,-1.6378332730124259,-0.17420678006997223,-1.285981421160574,1.0,-1.0532633610809505,0.0
2018-10-08,-0.8808731934450021,-1.6388704118038337,-0.16387494708834735,-1.3036826510249744,1.0,-1.0598052851182198,0.0
2018-10-09,-0.8781257586792912,-1.6473658655013352,-0.14857975236707938,-1.3179169701383833,1.0,-1.0773852876911874,0.0
2018-10-10,-0.8898180930289343,-1.652911732389208,-0.15626907581491883,-1.3305457209131974,1.0,-1.074655109266268,0.0
2018-10-11,-0.7977683124362588,-1.6993220949067132,-0.0,-1.3499910012598237,1.0,-1.1520187173795668,0.0
2018-10-12,-0.8421877826689984,-1.7276126153289515,-0.0,-1.336368570222517,1.0,-1.1241029970451666,0.0
2018-10-15,-0.7927585999156577,-1.7781794083980962,-0.0,-1.3279715645520813,1.0,-1.1255497319115608,0.0
2018-10-16,-0.7813641900121802,-1.8330694275274053,-0.0,-1.3390986601705237,1.0,-1.136601705237515,0.0
2018-10-17,-0.7335955658859289,-1.7504022885750046,-0.0,-1.326181536444365,1.0,-1.1496513499016627,0.0
2018-10-18,-0.7324749642346209,-1.748211731044349,-0.0,-1.3296971864568432,1.0,-1.15051263710062,0.0
2018-10-19,-0.7032695139911634,-1.725066273932253,-0.0,-1.324123711340206,1.0,-1.1385567010309277,0.0
2018-10-22,-0.7065596032355199,-1.7348999232449667,-0.0,-1.3237291137745766,1.0,-1.1390446950463484,0.0
2018-10-23,-0.709319482972319,-1.7345216313521807,-0.0,-1.3210175293631587,1.0,-1.1373428554565308,0.0
2018-10-24,-0.7055287044677591,-1.7284569138276553,-0.0,-1.3214075209242013,1.0,-1.1387480844041022,0.0
2018-10-25,-0.6430257390131505,-1.626840508036417,-0.0,-1.2900415870518154,1.0,-1.060020231538721,0.0
2018-10-26,-0.6074657496256032,-1.5995895501691717,-0.0,-1.2977425259304454,1.0,-1.0417660435964278,0.0
2018-10-29,-0.5671913835956919,-1.6213753106876554,-0.0,-1.2820215410107707,1.0,-1.0526926263463132,0.0
2018-10-30,-0.5644083706035007,-1.620948594776655,-0.0,-1.2817072497377284,1.0,-1.0544420517917288,0.0
2018-10-31,-0.6857268944647585,-1.8663472449880216,-0.0,-1.475412936577985,1.0,-1.2768251166309417,0.0
2018-11-01,-1.0668412136146619,-2.0640689973817956,-0.12937009086708762,-1.807561989835207,1.0,-1.6326813491452332,0.0
2018-11-02,-1.1997680967367896,-2.127463972171608,-0.1012092098724532,-2.0506046049362268,1.0,-1.8031306940533376,0.0
2018-11-05,-1.2112160667177263,-2.2626159475789294,-0.09428984767253851,-2.121691770913114,1.0,-1.8201004169857882,0.0
2018-11-06,-1.2302766393442623,-2.2835553278688527,-0.08760245901639344,-2.1222677595628414,1.0,-1.8145491803278686,0.0
2018-11-07,-1.225,-2.2830204778156995,-0.09496587030716723,-2.1174914675767917,1.0,-1.8119453924914675,0.0
2018-11-08,-1.1770286295104184,-2.305607318312722,-0.0303235642893444,-2.1162120955446384,1.0,-1.8411824496018974,0.0
2018-11-09,-1.182798459563543,-2.3329054343175013,-0.030979888746255884,-2.146854942233633,1.0,-1.8644415917843389,0.0
2018-11-12,-1.1765155374426899,-2.291645440652063,-0.02699949057564952,-2.1464595007641365,1.0,-1.84878587196468,0.0
2018-11-13,-1.1348868286979037,-2.266015200868621,-0.0,-2.130126117096801,1.0,-1.8210974693059385,0.0
2018-11-14,-1.1438764375052464,-2.2757491815663564,-0.0,-2.143540669856459,1.0,-1.8311088726601192,0.0
2018-11-15,-1.1407730359688102,-2.274587071350717,-0.0,-2.142785277102373,1.0,-1.8262765154691039,0.0
2018-11-16,-1.1299816574954145,-2.2513756878439217,-0.0,-2.131732532933133,1.0,-1.8243288310822077,0.0
2018-11-19,-1.132471863276365,-2.2504376823676533,-0.0,-2.1303042934556062,1.0,-1.8235931638182574,0.0
2018-11-20,-1.042368681863231,-2.225635943178064,-0.0,-2.132309217046581,1.0,-1.8586058804096466,0.0
2018-11-21,-1.032452216348109,-2.193493289955266,-0.0,-2.1040260268401787,1.0,-1.8034160227734852,0.0
2018-11-23,-1.0388626364673295,-2.1671011895062735,-0.0,-2.1261202541958615,1.0,-1.8152191624572267,0.0
2018-11-26,-1.0376804502079766,-2.1816328195090122,-0.0,-2.124051871788598,1.0,-1.812494902536498,0.0
2018-11-27,-1.0128392653989924,-2.1941329432797008,-0.0,-2.1163660003250446,1.0,-1.8028603933040792,0.0
2018-11-28,-1.0129032258064516,-2.2271947733768886,-0.0,-2.1183340138832176,1.0,-1.808248264597795,0.0
2018-11-29,-0.9378059545782843,-2.1861808843592008,-0.0,-2.09662145895193,1.0,-1.8043495706604606,0.0
2018-11-30,-0.937258997429306,-2.1887853470437015,-0.0,-2.0988913881748075,1.0,-1.8084029562982007,0.0
2018-12-03,-0.9321720982501204,-2.189677315781024,-0.0,-2.0981698506983464,1.0,-1.8070316262642478,0.0
2018-12-04,-0.9231447347331303,-2.1902548485334186,-0.0,-2.0969706683763425,1.0,-1.8037345728482128,0.0
2018-12-06,-0.8771715007270222,-2.0322950945128953,-0.0,-2.0410958904109586,1.0,-1.70222698400551,0.0
2018-12-07,-0.8811418949946426,-2.0320679626511557,-0.0,-2.041405173733354,1.0,-1.6987601408235113,0.0
2018-12-10,-0.8196708937198068,-2.034646739130435,-0.0,-2.0347222222222228,1.0,-1.6592693236714977,0.0
2018-12-11,-0.8449347892023051,-2.036624203821656,-0.0,-2.0527752502274796,1.0,-1.6482408249924174,0.0
2018-12-12,-0.8467197572999622,-2.036632536973834,-0.0,-2.0536973833902166,1.0,-1.647326507394767,0.0
2018-12-13,-0.8451056098114921,-2.0295253236429702,-0.0,-2.0535241123476413,1.0,-1.6424407600878188,0.0
2018-12-14,-0.8531860148327531,-2.0071893446344786,-0.0,-2.0646284243983652,1.0,-1.6428030876343271,0.0
2018-12-17,-0.8348637663706157,-1.9994731296101158,-0.0,-2.0493752822519946,1.0,-1.6430076772542526,0.0
2018-12-18,-0.8060890278398095,-1.9691826708351945,-0.0,-2.0334226589251156,1.0,-1.635104957570344,0.0
2018-12-19,-0.8031419849601666,-1.9705904251358797,-0.0,-2.0352914898369443,1.0,-1.6364380909835454,0.0
2018-12-20,-0.7962730163425276,-1.9385491385047697,-0.0,-2.0383790579013534,1.0,-1.6216076314427275,0.0
2018-12-21,-0.7854093050647821,-1.9425058892815077,-0.0,-2.0465989399293285,1.0,-1.5870877502944643,0.0
2018-12-24,-0.7465967824124627,-1.8979398704229455,-0.0,-2.030647157312368,1.0,-1.6044987988643808,0.0
