Date,CZZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5603842423682631,-1.0577749041703228,-0.0688588186394495,-0.9942271278806631,-0.9370526024107514,0.0
2018-09-25,1.0,-0.561504731133164,-1.055850450034618,-0.07117470574659589,-0.9925225017309023,-0.9346872836372029,0.0
2018-09-26,1.0,-0.5618019015969722,-1.056263269639066,-0.07200221545278317,-0.9922459152589311,-0.9332133296409121,0.0
2018-09-27,1.0,-0.5640529202968699,-1.0478956345364863,-0.07421748951274604,-0.9914258055593971,-0.9321901074079196,0.0
2018-09-28,1.0,-0.5619122257053292,-1.0497418403097916,-0.0751429098285082,-0.9910566107320672,-0.9321408814309422,0.0
2018-10-01,1.0,-0.5732155312717973,-1.0572890025575448,-0.073936293885143,-1.0045105789351314,-0.9411764705882353,0.0
2018-10-02,1.0,-0.5737727779843808,-1.0508088508739308,-0.07674786165860915,-1.00511342506508,-0.9421718110821866,0.0
2018-10-03,1.0,-0.6013030888030888,-1.0601351351351351,-0.06853281853281853,-1.0746621621621621,-1.0216216216216216,0.0
2018-10-04,1.0,-0.6010337664847109,-1.063040432829332,-0.06932032268972513,-1.0737645524370805,-1.0234771267088547,0.0
2018-10-05,1.0,-0.5853037293348712,-1.0523836985774704,-0.05147058823529412,-1.0827566320645907,-1.033977316416763,0.0
2018-10-08,1.0,-0.5850356523414916,-1.052900366159183,-0.04186741183272307,-1.0985257275004818,-1.0395548275197533,0.0
2018-10-09,1.0,-0.59597368945585,-1.1098764201714173,-0.0031891568666533787,-1.1640422563284831,-1.1099760813235002,0.0
2018-10-10,1.0,-0.6018879232843872,-1.1102287483767854,-0.007591649185895515,-1.1697133153531114,-1.1050844071521326,0.0
2018-10-11,1.0,-0.48697616301422536,-1.0760765090349866,-0.0,-1.128892733564014,-1.1138985005767015,0.0
2018-10-12,1.0,-0.4888542552186644,-1.055114763389062,-0.0,-1.0988948710682913,-1.0799093227543213,0.0
2018-10-15,1.0,-0.4369249739163426,-1.1184672294413356,-0.0,-1.0969837807075784,-1.0901071801195106,0.0
2018-10-16,1.0,-0.4268234621976766,-1.1450676061702532,-0.0,-1.0981241668253665,-1.090982669967625,0.0
2018-10-17,1.0,-0.3952276850086051,-1.0832596864970465,-0.0,-1.0816317038001768,-1.0912600586073773,0.0
2018-10-18,1.0,-0.3963254593175853,-1.0876452943382078,-0.0,-1.100581177352831,-1.1023153355830522,0.0
2018-10-19,1.0,-0.36673101370121003,-1.0820189274447949,-0.0,-1.1323508639766466,-1.127171712415839,0.0
2018-10-22,1.0,-0.36892928145413234,-1.0669317428760767,-0.0,-1.1521348101865,-1.1455079049512449,0.0
2018-10-23,1.0,-0.37859243099686996,-1.070710423977995,-0.0,-1.1484397230389831,-1.1447405861709192,0.0
2018-10-24,1.0,-0.37486385376710707,-1.0651134157314013,-0.0,-1.149026850404887,-1.146517024198513,0.0
2018-10-25,1.0,-0.3107846748940873,-0.995625345367471,-0.0,-1.1900442070362867,-1.1084914348867194,0.0
2018-10-26,1.0,-0.2804800436403309,-0.9735430493681243,-0.0,-1.198927175197745,-1.092917537957996,0.0
2018-10-29,1.0,-0.23472889498970487,-1.0168840082361015,-0.0,-1.1969343399679706,-1.1270647449096318,0.0
2018-10-30,1.0,-0.256366566889247,-1.0256504720239465,-0.0,-1.2042367027400414,-1.1188579323048584,0.0
2018-10-31,1.0,-0.2605348275704979,-0.992756594232609,-0.0,-1.19543528768621,-1.1068288460662383,0.0
2018-11-01,1.0,-0.2426253352120358,-1.0043634380255442,-0.0,-1.1927639652743056,-1.1054952047634197,0.0
2018-11-02,1.0,-0.24683458748253956,-0.9703059523273104,-0.0,-1.1939350245572928,-1.0948497273915199,0.0
2018-11-05,1.0,-0.24052116676434787,-0.9901266850006762,-0.0,-1.1966097110139307,-1.0811054506108833,0.0
2018-11-06,1.0,-0.23786934128490106,-0.9893376705520918,-0.0,-1.2022228246137163,-1.0885063702900515,0.0
2018-11-07,1.0,-0.2367671653934819,-0.9922704877277041,-0.0,-1.2014645391673822,-1.0896804230890929,0.0
2018-11-08,1.0,-0.18026857168693766,-1.0164579282904553,-0.0,-1.2023782610661482,-1.1223041099606637,0.0
2018-11-09,1.0,-0.19028395797972386,-1.037937520069728,-0.0,-1.2178081563374468,-1.1413367585669068,0.0
2018-11-12,1.0,-0.1883720930232558,-1.0115367077063384,-0.0,-1.2247606019151847,-1.135248518011856,0.0
2018-11-13,1.0,-0.15507611926853437,-0.9978830735969733,-0.0,-1.2236735429240608,-1.1274659940545897,0.0
2018-11-14,1.0,-0.15397470641373082,-1.0033875338753386,-0.0,-1.2275067750677506,-1.1318428184281841,0.0
2018-11-15,1.0,-0.1558370545885355,-1.0240134876515083,-0.0,-1.2550806525107083,-1.1217078283058417,0.0
2018-11-16,1.0,-0.1502202443122474,-1.0091276508787068,-0.0,-1.2523500295172791,-1.1293765042459472,0.0
2018-11-19,1.0,-0.14726884067858279,-1.0123709464683677,-0.0,-1.2564697321144311,-1.132032564697321,0.0
2018-11-20,1.0,-0.10091949878301631,-0.9973857387541694,-0.0,-1.2586766429279725,-1.150410168574777,0.0
2018-11-21,1.0,-0.10071301247771836,-0.9830213903743317,-0.0,-1.2502228163992872,-1.1223707664884135,0.0
2018-11-23,1.0,-0.1017635414792154,-1.0126417131545797,-0.0,-1.2539589706676262,-1.1304210905164656,0.0
2018-11-26,1.0,-0.1013085120733846,-1.0139394756958495,-0.0,-1.2524394082467736,-1.1289626332119251,0.0
2018-11-27,1.0,-0.07943307660757418,-1.0581962357015906,-0.0,-1.2746206079387505,-1.145012076744292,0.0
2018-11-28,1.0,-0.0903100953785191,-1.042620835829148,-0.0,-1.3063170990185689,-1.168455973828503,0.0
2018-11-29,1.0,-0.05714674159340161,-1.0181274358741956,-0.0,-1.2914438502673797,-1.165140940813922,0.0
2018-11-30,1.0,-0.058871701546860784,-1.025614194722475,-0.0,-1.3021383075523205,-1.163011828935396,0.0
2018-12-03,1.0,-0.08182034786752443,-1.0886823921848938,-0.0,-1.3701691684536574,-1.2246842983083155,0.0
2018-12-04,1.0,-0.06622296173044925,-1.0975992393629666,-0.0,-1.3662942714523412,-1.223864986926551,0.0
2018-12-06,1.0,-0.04788112272977435,-0.988442487616951,-0.0,-1.3707117960007338,-1.179279031370391,0.0
2018-12-07,1.0,-0.05271125791357005,-0.9881181759794476,-0.0,-1.3714560968896228,-1.1752454353610424,0.0
2018-12-10,1.0,-0.012389780691838118,-0.9876102193081618,-0.0,-1.3710603662672392,-1.1507574044765996,0.0
2018-12-11,1.0,-0.007602497963616617,-0.9906778894017558,-0.0,-1.3699429812652728,-1.1570730382840075,0.0
2018-12-12,1.0,-0.010141712319463937,-0.9908543487119119,-0.0,-1.3712138361932358,-1.1553402453932178,0.0
2018-12-13,1.0,-0.010397830018083183,-0.9860307414104882,-0.0,-1.3721971066907777,-1.1521699819168172,0.0
2018-12-14,1.0,-0.016715608764400272,-0.9696860176191552,-0.0,-1.3798057375197652,-1.1514795572622545,0.0
2018-12-17,1.0,-0.0,-0.9644701971881597,-0.0,-1.3619458294030453,-1.165341598167363,0.0
2018-12-18,1.0,-0.0,-0.9403237282106013,-0.0,-1.3465848452508002,-1.1599075062255426,0.0
2018-12-19,1.0,-0.0,-0.9406218031401503,-0.0,-1.3467064003914069,-1.1604323266468,0.0
2018-12-20,1.0,-0.0,-0.9185907378683802,-0.0,-1.3599379570130734,-1.1531132284511412,0.0
