Date,IWF,IWM,LRN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5640426951300868,-1.2964833698656246,1.0,-0.0,-0.9693128752501667,-0.9352901934623082,0.0
2018-09-25,-0.5691552718090428,-1.2948210967649723,1.0,-0.0,-0.9682214493306018,-0.932202582305017,0.0
2018-09-26,-0.5756402905198776,-1.303038990825688,1.0,-0.0,-0.971664755351682,-0.9279434250764527,0.0
2018-09-27,-0.5826086956521739,-1.2918776875298614,1.0,-0.0,-0.9739608217869087,-0.9293836598184424,0.0
2018-09-28,-0.5797928454972667,-1.303059365109811,1.0,-0.0,-0.9784214059652824,-0.9339695022537643,0.0
2018-10-01,-0.5805121319650907,-1.3021482689172341,1.0,-0.0,-0.978709120552412,-0.9338735973913878,0.0
2018-10-02,-0.5829059009635205,-1.2926034226547145,1.0,-0.0,-0.9813527635300322,-0.9367719668280524,0.0
2018-10-03,-0.581720636137191,-1.2815673500670626,1.0,-0.0,-0.9842881778118413,-0.9426135274956888,0.0
2018-10-04,-0.5932618830201374,-1.2738982073340703,1.0,-0.0,-0.9999519392512135,-0.938962849041188,0.0
2018-10-05,-0.5789070724471241,-1.2675854148722367,1.0,-0.0,-0.9994736338405589,-0.9391329313809934,0.0
2018-10-08,-0.5766697119776891,-1.2697023609174403,1.0,-0.0,-1.0164927633793337,-0.9455209886041257,0.0
2018-10-09,-0.5731460998364912,-1.2697412715206309,1.0,-0.0,-1.0179859574877368,-0.9482062133307685,0.0
2018-10-10,-0.5758799769186382,-1.2684170032698596,1.0,-0.0,-1.019859588382381,-0.9444604731679169,0.0
2018-10-11,-0.4571719603667006,-1.2449763867024726,1.0,-0.0,-0.9760162978053523,-0.9518473932771553,0.0
2018-10-12,-0.45703249261531476,-1.2268575323790047,1.0,-0.0,-0.9441490570324926,-0.9163826403090207,0.0
2018-10-15,-0.40928981675631326,-1.283845382441426,1.0,-0.0,-0.9410155893882761,-0.9241498769258821,0.0
2018-10-16,-0.39971609121714446,-1.3107427420093416,1.0,-0.0,-0.9428977012546937,-0.9257715908050188,0.0
2018-10-17,-0.3664074372038974,-1.247787610619469,1.0,-0.0,-0.9271475820148387,-0.9280861714490033,0.0
2018-10-18,-0.36647295485024584,-1.2486365668305768,1.0,-0.0,-0.9269557443004023,-0.9282521233795261,0.0
2018-10-19,-0.33880120588756873,-1.2317343500620679,1.0,-0.0,-0.9328338357864869,-0.9299964532718568,0.0
2018-10-22,-0.33931187569367366,-1.218157602663707,1.0,-0.0,-0.942819089900111,-0.9392230854605993,0.0
2018-10-23,-0.33944506104328526,-1.218157602663707,1.0,-0.0,-0.9427302996670367,-0.9391786903440621,0.0
2018-10-24,-0.3394483128012855,-1.2165238350294592,1.0,-0.0,-0.9536689876807712,-0.953847527227281,0.0
2018-10-25,-0.5636819629905782,-1.8655866603402698,1.0,-0.0,-1.784247271741341,-1.5646987053480648,0.0
2018-10-26,-0.5140530075438947,-1.828292943454169,1.0,-0.0,-1.7946458375058414,-1.5389545363508912,0.0
2018-10-29,-0.4641506839898261,-1.943768474599574,1.0,-0.0,-1.837217295662336,-1.6292018972984121,0.0
2018-10-30,-0.4325971058644326,-1.9619192688499618,1.0,-0.0,-1.8549470331648548,-1.6743058921276743,0.0
2018-10-31,-0.454854840950132,-1.9264481177941382,1.0,-0.0,-1.8788026114738157,-1.6853729684678427,0.0
2018-11-01,-0.40724647837970424,-1.994533604317051,1.0,-0.0,-1.8986614338776366,-1.7076879949540962,0.0
2018-11-02,-0.41178497587870433,-1.9093728463128876,1.0,-0.0,-1.8937973811164712,-1.6768435561681598,0.0
2018-11-05,-0.40372799447704516,-1.9402830514325164,1.0,-0.0,-1.8995512599240594,-1.660131170176044,0.0
2018-11-06,-0.41847261649241846,-1.957003392646957,1.0,-0.0,-1.8966281243508967,-1.6516651665166517,0.0
2018-11-07,-0.41570550452379307,-1.9528972995372609,1.0,-0.0,-1.8906692451136127,-1.6472822708750605,0.0
2018-11-08,-0.3553108634349403,-1.9098294615281322,1.0,-0.0,-1.8326171612729962,-1.6164227205586144,0.0
2018-11-09,-0.35459183673469385,-1.9093716433941996,1.0,-0.0,-1.8335123523093444,-1.6158029001074112,0.0
2018-11-12,-0.3503897661403158,-1.8645479379039243,1.0,-0.0,-1.843360650276501,-1.604370710906789,0.0
2018-11-13,-0.28037260561532407,-1.8465625819994753,1.0,-0.0,-1.8440697979532934,-1.5889530307006035,0.0
2018-11-14,-0.2817973105936372,-1.8453263365037718,1.0,-0.0,-1.844145621515251,-1.5881928501147917,0.0
2018-11-15,-0.278239256982144,-1.8447903721629932,1.0,-0.0,-1.84779907122768,-1.5698868467525673,0.0
2018-11-16,-0.2693816185122238,-1.826251797620604,1.0,-0.0,-1.8512223820107203,-1.5898810302000261,0.0
2018-11-19,-0.27727183384655707,-1.8290637489353339,1.0,-0.0,-1.8525846819105027,-1.5928716503963836,0.0
2018-11-20,-0.17491877842755035,-1.809746588693957,1.0,-0.0,-1.8675763482781027,-1.6454840805717998,0.0
2018-11-21,-0.18379522709776752,-1.792083654092892,1.0,-0.0,-1.861431870669746,-1.5778804208365411,0.0
2018-11-23,-0.18534620548558275,-1.766894699827377,1.0,-0.0,-1.865162074036187,-1.5760501246723357,0.0
2018-11-26,-0.18389630291807674,-1.769938062703531,1.0,-0.0,-1.86022603920567,-1.5712917438222336,0.0
2018-11-27,-0.15810853697238972,-1.779117740399873,1.0,-0.0,-1.8503966994604888,-1.5595049190733101,0.0
2018-11-28,-0.15974866717440975,-1.775958365067276,1.0,-0.0,-1.8510408733181012,-1.56004061944656,0.0
2018-11-29,-0.08582995951417005,-1.7393335409529742,1.0,-0.0,-1.8367486764247898,-1.5666770476487075,0.0
2018-11-30,-0.09151068254868595,-1.7652360244532677,1.0,-0.0,-1.8674607676309323,-1.5781811306485158,0.0
2018-12-03,-0.08640574777840801,-1.7683241948698556,1.0,-0.0,-1.8689103170101469,-1.578685321736938,0.0
2018-12-04,-0.06739674593241553,-1.7676470588235293,1.0,-0.0,-1.8546933667083854,-1.5680851063829788,0.0
2018-12-06,-0.02968768554803468,-1.595713098206864,1.0,-0.0,-1.832917705735661,-1.479277995487472,0.0
2018-12-07,-0.0247992863514719,-1.5995242343146,1.0,-0.0,-1.8374070770145705,-1.4853404698186143,0.0
2018-12-10,-0.0,-1.5779598001626582,1.0,-0.0,-1.8046938538398978,-1.426571395375857,0.0
2018-12-11,-0.0,-1.5792502179598953,1.0,-0.0,-1.8027898866608543,-1.4301656495204882,0.0
2018-12-12,-0.0,-1.5847857767414748,1.0,-0.0,-1.812008160886039,-1.4324103759836782,0.0
2018-12-13,-0.0,-1.5755458515283842,1.0,-0.0,-1.8190393013100434,-1.4278311499272196,0.0
2018-12-14,-0.0,-1.5656647869309923,1.0,-0.0,-1.821347596069996,-1.4266031044706704,0.0
2018-12-17,-0.0,-1.5498587000403716,1.0,-0.0,-1.7789376549974047,-1.438548935924794,0.0
2018-12-18,-0.0,-1.513288468119083,1.0,-0.0,-1.7572145545796738,-1.432702178624387,0.0
2018-12-19,-0.0,-1.5146118721461186,1.0,-0.0,-1.7586187214611873,-1.4345319634703197,0.0
2018-12-20,-0.0,-1.4782633242999097,1.0,-0.0,-1.7539521228545618,-1.4136743450767841,0.0
2018-12-21,-0.0,-1.4845755460481875,1.0,-0.0,-1.7670006755235308,-1.3777865345642875,0.0
2018-12-24,-0.0,-1.4253611556982346,1.0,-0.0,-1.727957048762938,-1.3815796756517407,0.0
2018-12-26,-0.0,-1.436297225099493,1.0,-0.0,-1.6715368260371803,-1.3438368860055607,0.0
2018-12-27,-0.0,-1.294481302774427,1.0,-0.0,-1.4558202653799759,-1.2758343385605146,0.0
2018-12-28,-0.0,-1.294516080477648,1.0,-0.0,-1.4517585670563444,-1.2710350709949325,0.0
2018-12-31,-0.0,-1.301749271137026,1.0,-0.0,-1.452950638383432,-1.2719412888308033,0.0
2019-01-02,-0.0,-1.2978136596128773,1.0,-0.0,-1.4468458529736237,-1.2698826597131683,0.0
2019-01-03,-0.0,-1.311842105263158,1.0,-0.0,-1.4947368421052631,-1.2541497975708502,0.0
2019-01-04,-0.0,-1.311914189764924,1.0,-0.0,-1.4486491905167662,-1.2517668287303894,0.0
2019-01-07,-0.0,-1.241682879377432,1.0,-0.0,-1.4215953307392994,-1.2005836575875486,0.0
2019-01-08,-0.0,-1.2168394535413236,1.0,-0.0,-1.4334366824920066,-1.1942156767755063,0.0
2019-01-09,-0.0,-1.196558058590351,1.0,-0.0,-1.432418060524026,-1.2052112539882047,0.0
2019-01-10,-0.0,-1.1977750906892384,1.0,-0.0,-1.432744860943168,-1.2062394195888755,0.0
2019-01-11,-0.0,-1.1901840490797544,1.0,-0.0,-1.4006753222047843,-1.164883245351215,0.0
2019-01-14,-0.0,-1.1973139019859982,1.0,-0.0,-1.4083440491498784,-1.1569271800733438,0.0
2019-01-15,-0.0,-1.1934005061840407,1.0,-0.0,-1.4073826464829757,-1.1745379876796715,0.0
2019-01-16,-0.0,-1.1915370670737524,1.0,-0.0,-1.4039213815475622,-1.175078713863181,0.0
2019-01-17,-0.0,-1.184731295598684,1.0,-0.0,-1.4064660721949358,-1.1773401363788087,0.0
2019-01-18,-0.0,-1.1899743800454392,1.0,-0.0,-1.422632571179968,-1.2213467394982356,0.0
2019-01-22,-0.0,-1.2176752729870395,1.0,-0.0,-1.658179406061843,-1.2267068068170224,0.0
2019-01-23,-0.0,-1.125437839484238,1.0,-0.0,-1.6708462358495355,-1.2801157419158333,0.0
2019-01-24,-0.0,-1.2486745339490337,1.0,-0.0,-1.9586682629268568,-1.4935864545920985,0.0
