Date,IWF,IWM,MTUM,SPY,SXI,VLUE,VXX
2018-09-24,-0.28583364277757145,-0.8361802203242976,-0.0,-0.5143272682262656,1.0,-0.4581321945785369,0.0
2018-09-25,-0.2821522309711286,-0.8483939507561554,-0.0,-0.5239032620922385,1.0,-0.4701599800024997,0.0
2018-09-26,-0.28258084674269646,-0.8488048742384002,-0.0,-0.5238556475550695,1.0,-0.46927042649586,0.0
2018-09-27,-0.28092710656072356,-0.8606827675010207,-0.0,-0.5267422505574574,1.0,-0.47228416192958766,0.0
2018-09-28,-0.27890023566378636,-0.8632521602513746,-0.0,-0.5271327572663,1.0,-0.47289866457187746,0.0
2018-10-01,-0.2795060331825038,-0.8625251382604323,-0.0,-0.5273692810457516,1.0,-0.47288210155857213,0.0
2018-10-02,-0.2901441395878114,-0.837684915918574,-0.0,-0.5439372866354787,1.0,-0.4891895309141485,0.0
2018-10-03,-0.2904781546466986,-0.8238093727194846,-0.0,-0.5542405685820351,1.0,-0.5043627248786369,0.0
2018-10-04,-0.29120669965740387,-0.8224844562872732,-0.0,-0.5547519350336252,1.0,-0.5037431797995178,0.0
2018-10-05,-0.2855061908230153,-0.8231419614300642,-0.0,-0.5547990753348744,1.0,-0.5032141613097311,0.0
2018-10-08,-0.28234959375296387,-0.8196389617780027,-0.0,-0.557364610666751,1.0,-0.502102367930195,0.0
2018-10-09,-0.2787932452090317,-0.8196824995256466,-0.0,-0.5589463032066283,1.0,-0.5049332743027006,0.0
2018-10-10,-0.2787719742000759,-0.8195902364993044,-0.0,-0.5590299734412546,1.0,-0.5043632224611104,0.0
2018-10-11,-0.2366957166697571,-0.8113295012052661,-0.0,-0.5411335682056988,1.0,-0.5012670746028803,0.0
2018-10-12,-0.23614509420112553,-0.8074688035233669,-0.0,-0.5285661854661121,1.0,-0.4862980181061904,0.0
2018-10-15,-0.19817662768210703,-0.8529944439328361,-0.0,-0.5260152868588268,1.0,-0.49243331184578076,0.0
2018-10-16,-0.19407430150445196,-0.8599631562787842,-0.0,-0.5249309180227203,1.0,-0.49134172551427696,0.0
2018-10-17,-0.18020173870899345,-0.8345500257474329,-0.0,-0.5199466876684943,1.0,-0.4944112925211281,0.0
2018-10-18,-0.17966502104976223,-0.8337220219886725,-0.0,-0.5208831813914043,1.0,-0.49447254444680006,0.0
2018-10-19,-0.16641101988029713,-0.8270023158591235,-0.0,-0.5214592920087823,1.0,-0.49273662365785437,0.0
2018-10-22,-0.16761004395736737,-0.8307340278195942,-0.0,-0.5204431866080569,1.0,-0.49202143674354193,0.0
2018-10-23,-0.1738606221364842,-0.8323486857969616,-0.0,-0.5171509524957801,1.0,-0.49080660718591756,0.0
2018-10-24,-0.17209386390336476,-0.8324246166822302,-0.0,-0.5170949182155015,1.0,-0.4907069915956261,0.0
2018-10-25,-0.15140720678285444,-0.8062882713141781,-0.0,-0.5160150730098917,1.0,-0.4702366933584551,0.0
2018-10-26,-0.14212278754600152,-0.7970091710964425,-0.0,-0.5174659734797593,1.0,-0.4641334190081196,0.0
2018-10-29,-0.12931937172774868,-0.8022687609075044,-0.0,-0.5114310645724258,1.0,-0.46564863292611985,0.0
2018-10-30,-0.3450659492583044,-1.0537682621529725,-0.0,-0.756828457198371,1.0,-0.5808018533049359,0.0
2018-10-31,-0.34704484704484706,-1.0383130383130383,-0.0,-0.7523388773388774,1.0,-0.5748069498069498,0.0
2018-11-01,-0.33274027947663,-1.0484821527855,-0.0,-0.7509544460506321,1.0,-0.57440972608325,0.0
2018-11-02,-0.3376054211321033,-1.0201819320148786,-0.0,-0.7568592789010422,1.0,-0.5681876772364012,0.0
2018-11-05,-0.3391073600412781,-1.017248369144584,-0.0,-0.7573803117974421,1.0,-0.5718497770242877,0.0
2018-11-06,-0.34346672562458547,-1.0204141793794679,-0.0,-0.7540349325668804,1.0,-0.5669540865207457,0.0
2018-11-07,-0.34270986745213544,-1.0202503681885124,-0.0,-0.7525773195876289,1.0,-0.5663475699558174,0.0
2018-11-08,-0.31639427987742597,-1.0204654895666132,-0.0,-0.7419743178170145,1.0,-0.56923974901503,0.0
2018-11-09,-0.3173687668832591,-1.0209534934657223,-0.0,-0.7419507921442651,1.0,-0.5701248448565379,0.0
2018-11-12,-0.3163576881134133,-1.007924391130498,-0.0,-0.7446383133406034,1.0,-0.5660850599781897,0.0
2018-11-13,-0.29014591965411635,-1.00598090434156,-0.0,-0.7472527472527472,1.0,-0.5596108809223563,0.0
2018-11-14,-0.2925896529331121,-1.0058806551699258,-0.0,-0.7491521754816365,1.0,-0.5601053467061116,0.0
2018-11-15,-0.29260275951744563,-1.0119555009752221,-0.0,-0.7588672975511089,1.0,-0.5485082713284692,0.0
2018-11-16,-0.2885959224839709,-1.0016929616021901,-0.0,-0.75743822491175,1.0,-0.5543548735681868,0.0
2018-11-19,-0.2902215018908698,-1.001080497028633,-0.0,-0.7564199531784621,1.0,-0.5539348100126058,0.0
2018-11-20,-0.2409802586793737,-0.9946616029522409,-0.0,-0.7655762960839811,1.0,-0.5815986528608792,0.0
2018-11-21,-0.24289267945984364,-0.9891613361762616,-0.0,-0.7612295664534471,1.0,-0.5604122245913291,0.0
2018-11-23,-0.24362797302094424,-0.9826766063187788,-0.0,-0.7629747958821441,1.0,-0.5605963791267305,0.0
2018-11-26,-0.24263400780972663,-0.9887823926162584,-0.0,-0.7605253816116436,1.0,-0.5579339723109691,0.0
2018-11-27,-0.23238889281424435,-0.993040344803222,-0.0,-0.7554935349395889,1.0,-0.5519324524835725,0.0
2018-11-28,-0.23271506800918562,-0.9929694400282634,-0.0,-0.755237590531708,1.0,-0.5519872813990461,0.0
2018-11-29,-0.2096362810523741,-0.9800845533000243,-0.0,-0.7500087348450437,1.0,-0.554173508961951,0.0
2018-11-30,-0.20831726217609312,-0.9836950804726674,-0.0,-0.7524106735860303,1.0,-0.5620112907184684,0.0
2018-12-03,-0.20727476609314224,-0.9835651960612537,-0.0,-0.7519360829799908,1.0,-0.5614465430844167,0.0
2018-12-04,-0.19894464635169135,-0.9878739166899636,-0.0,-0.7483575622029633,1.0,-0.559407324573665,0.0
2018-12-06,-0.19232358003442343,-0.9651635111876077,-0.0,-0.7429948364888125,1.0,-0.5418932874354562,0.0
2018-12-07,-0.20619983393301963,-0.9687240520343205,-0.0,-0.7486161084970937,1.0,-0.5361887628009964,0.0
2018-12-10,-0.19068538284655248,-0.9705529052407591,-0.0,-0.7469540446854515,1.0,-0.5238699934790816,0.0
2018-12-11,-0.18187755663263552,-0.9751813275583514,-0.0,-0.7460382936303324,1.0,-0.5343577051321715,0.0
2018-12-12,-0.18041414419372592,-0.9761626307099615,-0.0,-0.7461818932306,1.0,-0.5369771601541002,0.0
2018-12-13,-0.1800343642611684,-0.9717525773195876,-0.0,-0.7497594501718214,1.0,-0.5348797250859108,0.0
2018-12-14,-0.18532261389404248,-0.9570878856593142,-0.0,-0.7580911152339724,1.0,-0.5352161066446781,0.0
2018-12-17,-0.17487760621726178,-0.9567256667465506,-0.0,-0.7499743229826423,1.0,-0.5420247184087096,0.0
2018-12-18,-0.16753516569599128,-0.9509894077177209,-0.0,-0.7469091652191683,1.0,-0.5404788665236198,0.0
2018-12-19,-0.16595701195626256,-0.9515277446605579,-0.0,-0.7478625200122628,1.0,-0.5410293967367238,0.0
2018-12-20,-0.1656772617795719,-0.9422979069846332,-0.0,-0.7477526374707418,1.0,-0.5365175209471149,0.0
2018-12-21,-0.16096144757275,-0.9448382958611844,-0.0,-0.7519748835325096,1.0,-0.5180609006819257,0.0
2018-12-24,-0.14257445666756105,-0.9270861282532868,-0.0,-0.7489602897773009,1.0,-0.5352495304534479,0.0
2018-12-26,-0.1421250540747396,-0.9312502079797677,-0.0,-0.7314898006721906,1.0,-0.522844497687265,0.0
2018-12-27,-0.11890460505070077,-0.902021572046761,-0.0,-0.6842020280307434,1.0,-0.5242201123813215,0.0
2018-12-28,-0.11832122679580306,-0.902502017756255,-0.0,-0.6839386602098466,1.0,-0.5236481033091203,0.0
2018-12-31,-0.11916061339790152,-0.9013397901533494,-0.0,-0.6839386602098466,1.0,-0.5239709443099273,0.0
2019-01-02,-0.11788617886178862,-0.9010840108401084,-0.0,-0.6830881404052136,1.0,-0.524196670538134,0.0
2019-01-03,-0.11053227633069083,-0.9059051933344119,-0.0,-0.680472415466753,1.0,-0.5388124898883676,0.0
2019-01-04,-0.09881639629761022,-0.9094720546973263,-0.0,-0.6764279033766569,1.0,-0.540361853774954,0.0
2019-01-07,-0.08144624167459562,-0.8871233745639073,-0.0,-0.6775134792261338,1.0,-0.5255312400888043,0.0
2019-01-08,-0.08397164018484522,-0.8758625055390264,-0.0,-0.682724567955941,1.0,-0.5225992277014623,0.0
