Date,ENTA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9970708446866484,-1.816485013623978,-0.3790871934604904,-1.3155313351498636,-1.3037465940054496,0.0
2018-09-25,1.0,-1.0018578407761647,-1.842289960778917,-0.37191219982109686,-1.337026078579784,-1.3278056836165968,0.0
2018-09-26,1.0,-1.0041313778145011,-1.8451421882531156,-0.37574881222887835,-1.3371204296632928,-1.3235557391723474,0.0
2018-09-27,1.0,-1.004132800661248,-1.8466730954676953,-0.3755338200854112,-1.3375809340129494,-1.3240804518528724,0.0
2018-09-28,1.0,-1.010771249050611,-1.8476834909894362,-0.3767175308982946,-1.3417800179520818,-1.3276945384243597,0.0
2018-10-01,1.0,-1.021315003818649,-1.8539193223633965,-0.3775602305075332,-1.3539540373533292,-1.3362493924876762,0.0
2018-10-02,1.0,-1.0213903743315509,-1.8573512049447878,-0.3774567678310994,-1.353218973539829,-1.3355094103757206,0.0
2018-10-03,1.0,-1.0362013215239703,-1.9027133417685926,-0.3852804723745255,-1.365035849852383,-1.3402221284971179,0.0
2018-10-04,1.0,-1.0372828696511793,-1.9181612766558396,-0.38730405309984467,-1.3669679423810197,-1.3515040248552463,0.0
2018-10-05,1.0,-1.0165823496346262,-1.9096402473299607,-0.3620011242270939,-1.3750702641933672,-1.3630550871275997,0.0
2018-10-08,1.0,-1.0126147592683439,-1.9043380755483916,-0.35657719531852267,-1.374798514261686,-1.359871049127479,0.0
2018-10-09,1.0,-1.012475469582282,-1.9051724137931036,-0.35562097000280346,-1.375175217269414,-1.3601766190075693,0.0
2018-10-10,1.0,-1.0155636567582726,-1.9036735838474483,-0.3586651710600112,-1.3771733034212004,-1.3555804823331465,0.0
2018-10-11,1.0,-0.9176446506550219,-1.9286299126637556,-0.2023744541484716,-1.3681086244541485,-1.4063864628820961,0.0
2018-10-12,1.0,-0.944124228656676,-1.9358513595985627,-0.189597884315454,-1.3406116498270835,-1.3709228995727945,0.0
2018-10-15,1.0,-0.9091343854615016,-2.036824485891918,-0.12324929971988796,-1.3599098175855708,-1.4028831044612966,0.0
2018-10-16,1.0,-0.9057985897172589,-2.061819675498049,-0.10809885671253507,-1.3640035599370164,-1.4063120421715614,0.0
2018-10-17,1.0,-0.8701263960409283,-1.9900354443924297,-0.07797766334514813,-1.34461312111282,-1.404868588243162,0.0
2018-10-18,1.0,-0.8686111854428686,-1.9875568637944874,-0.07954241370082954,-1.3482071180090982,-1.4058736954776558,0.0
2018-10-19,1.0,-0.8459703075291624,-1.9726272534464477,-0.05136532343584306,-1.351869034994698,-1.4058854718981975,0.0
2018-10-22,1.0,-0.8500132555673384,-1.9613600212089082,-0.040694591728525985,-1.361413043478261,-1.414236479321315,0.0
2018-10-23,1.0,-0.8499370318817525,-1.9616888712136276,-0.040167031218930206,-1.361834692119043,-1.4145953469874726,0.0
2018-10-24,1.0,-0.8502284314374627,-1.9590147652784218,-0.02853737668012977,-1.3646295437992453,-1.4187909686817188,0.0
2018-10-25,1.0,-0.7831883689924448,-1.8659132753475969,-0.0016506888451526885,-1.3491841787822996,-1.3488667386197701,0.0
2018-10-26,1.0,-0.7536440412887082,-1.8345323741007196,-0.0,-1.3423209258680013,-1.3253675320613074,0.0
2018-10-29,1.0,-0.7100469483568075,-1.8704225352112676,-0.0,-1.330829420970266,-1.3484820031298905,0.0
2018-10-30,1.0,-0.7370909778702478,-1.883298657083412,-0.0,-1.3424122060399721,-1.3419708719500663,0.0
2018-10-31,1.0,-0.7417458729364682,-1.8445472736368185,-0.0,-1.3364182091045522,-1.3304777388694347,0.0
2018-11-01,1.0,-0.7418386491557224,-1.8447154471544718,-0.0,-1.3367104440275175,-1.330644152595372,0.0
2018-11-02,1.0,-0.7462149416728717,-1.7982129560685034,-0.0,-1.3422685529908167,-1.318379250434351,0.0
2018-11-05,1.0,-0.7403064706247287,-1.8151250077548235,-0.0,-1.3430113530616044,-1.3054159687325517,0.0
2018-11-06,1.0,-0.748743094779964,-1.8227918813233193,-0.0,-1.3382161256284526,-1.2971261870771522,0.0
2018-11-07,1.0,-0.7499378264113404,-1.8257274309873166,-0.0,-1.3418925640387962,-1.2998010445162893,0.0
2018-11-08,1.0,-0.7021826006762989,-1.8237319397479252,-0.0,-1.3206271134337535,-1.3016907470027668,0.0
2018-11-09,1.0,-0.7183010618363523,-1.8530293566520926,-0.0,-1.344846970643348,-1.3299188007495315,0.0
2018-11-12,1.0,-0.7144543139325424,-1.827815392260389,-0.0,-1.3474749984471086,-1.3217591154730108,0.0
2018-11-13,1.0,-0.6636324230602514,-1.8365843086259213,-0.0,-1.3648523128367083,-1.3272648461205028,0.0
2018-11-14,1.0,-0.664994736516193,-1.835531611864512,-0.0,-1.365100006192334,-1.3267694594092514,0.0
2018-11-15,1.0,-0.6622991347342398,-1.8352904820766378,-0.0,-1.3652657601977751,-1.3176143386897403,0.0
2018-11-16,1.0,-0.6612982845859557,-1.8297544119461928,-0.0,-1.3625200543008762,-1.3169813649265705,0.0
2018-11-19,1.0,-0.6588228027916744,-1.8326848249027237,-0.0,-1.3656969921561362,-1.3190661478599222,0.0
2018-11-20,1.0,-0.6014821166095051,-1.8190837824595787,-0.0,-1.3644659480646741,-1.3393557079862812,0.0
2018-11-21,1.0,-0.622549019607843,-1.8281862745098039,-0.0,-1.3814338235294117,-1.295281862745098,0.0
2018-11-23,1.0,-0.6276314981894066,-1.8027987479285583,-0.0,-1.4018290063217334,-1.3053458540477507,0.0
2018-11-26,1.0,-0.6261963190184049,-1.8086503067484663,-0.0,-1.3984049079754601,-1.3017791411042943,0.0
2018-11-27,1.0,-0.6114327503199464,-1.8072399293070873,-0.0,-1.3861295630446706,-1.2894752879517337,0.0
2018-11-28,1.0,-0.6101756954612005,-1.818509028794534,-0.0,-1.3834187408491947,-1.2884943875061006,0.0
2018-11-29,1.0,-0.5689396215079604,-1.7901471913487537,-0.0,-1.3661159507359568,-1.2826073896064887,0.0
2018-11-30,1.0,-0.5678470510431071,-1.791919677749053,-0.0,-1.3671015451211448,-1.2853363794865629,0.0
2018-12-03,1.0,-0.5630038184132372,-1.8119886053700225,-0.0,-1.3853566882841384,-1.3006242802594097,0.0
2018-12-04,1.0,-0.5535218074181467,-1.812794490757521,-0.0,-1.3789416455237407,-1.2955781080101487,0.0
2018-12-06,1.0,-0.5282060266292923,-1.717238962859145,-0.0,-1.356108385891147,-1.2381452931558046,0.0
2018-12-07,1.0,-0.5231749371675727,-1.7202057396691801,-0.0,-1.3585832018236017,-1.2429130866795255,0.0
2018-12-10,1.0,-0.4744782935429793,-1.7310249147349557,-0.0,-1.3591537083068386,-1.215966240823169,0.0
2018-12-11,1.0,-0.4927309585867362,-1.7278887923544743,-0.0,-1.367911960613959,-1.203475238922676,0.0
2018-12-12,1.0,-0.49151069131366987,-1.7289795445326535,-0.0,-1.3681984122385118,-1.2060613084545402,0.0
2018-12-13,1.0,-0.4908270154522831,-1.7219746513108398,-0.0,-1.3720701429480873,-1.2025001446842989,0.0
2018-12-14,1.0,-0.49239136723948385,-1.7192617022507666,-0.0,-1.3721576115257768,-1.202221836486721,0.0
2018-12-17,1.0,-0.45617080367991664,-1.7291558178556963,-0.0,-1.356188161777469,-1.244517734189666,0.0
2018-12-18,1.0,-0.4332683038788157,-1.7109249483589626,-0.0,-1.3482901078723892,-1.245409685563461,0.0
2018-12-19,1.0,-0.43521918751434474,-1.7102364011934819,-0.0,-1.3474294239155384,-1.245008033050264,0.0
2018-12-20,1.0,-0.4313725490196078,-1.6867875056999544,-0.0,-1.3485522115823072,-1.233299133606931,0.0
2018-12-21,1.0,-0.42228140760469207,-1.685045616818723,-0.0,-1.3452144840482803,-1.2140873802912677,0.0
2018-12-24,1.0,-0.3868917018284107,-1.6525457102672294,-0.0,-1.3403094233473982,-1.2461884669479608,0.0
2018-12-26,1.0,-0.3841392002676928,-1.671685907088283,-0.0,-1.2999832691985946,-1.2211811945792204,0.0
2018-12-27,1.0,-0.31025299600532624,-1.6049001331557922,-0.0,-1.1965379494007988,-1.2145406125166445,0.0
2018-12-28,1.0,-0.3070292130048422,-1.607513435853775,-0.0,-1.1949662108231787,-1.211674559676475,0.0
2018-12-31,1.0,-0.31022364217252396,-1.6036208732694355,-0.0,-1.1968583599574014,-1.2141107561235356,0.0
2019-01-02,1.0,-0.3055895335850662,-1.6028825187470084,-0.0,-1.1942243259054406,-1.2156038929957984,0.0
2019-01-03,1.0,-0.30736920459378986,-1.6018715440238196,-0.0,-1.1948107188430455,-1.2128881327094854,0.0
2019-01-04,1.0,-0.27570907938520045,-1.6088311413933343,-0.0,-1.181006707864575,-1.2162890191728728,0.0
2019-01-07,1.0,-0.2440826873385013,-1.5672351421188628,-0.0,-1.1706976744186046,-1.1859948320413436,0.0
2019-01-08,1.0,-0.24655910098458683,-1.5524511572761481,-0.0,-1.1748028248878808,-1.1810918088561266,0.0
2019-01-09,1.0,-0.2422027792074112,-1.537004632012352,-0.0,-1.176170869788986,-1.1913021101389605,0.0
2019-01-10,1.0,-0.24529760371038395,-1.5318216954393198,-0.0,-1.1852615305333678,-1.1908786395258952,0.0
2019-01-11,1.0,-0.2424071123901536,-1.534251503160491,-0.0,-1.1802250886479264,-1.1821265224317796,0.0
2019-01-14,1.0,-0.2518683094324379,-1.505352454049687,-0.0,-1.1522924661684508,-1.140022217733791,0.0
2019-01-15,1.0,-0.2479129774854541,-1.5028079939286618,-0.0,-1.152036428029345,-1.1567923096382495,0.0
2019-01-16,1.0,-0.24241197895588829,-1.5099656009712665,-0.0,-1.148573452043707,-1.1577802509105626,0.0
2019-01-17,1.0,-0.254640430063901,-1.4950806369814384,-0.0,-1.155847449031342,-1.1659904655644588,0.0
2019-01-18,1.0,-0.2546110461866775,-1.4691834764493674,-0.0,-1.153599918703318,-1.2036481886083024,0.0
2019-01-22,1.0,-0.0,-1.6106481481481483,-0.0,-1.3145061728395062,-1.2188786008230452,0.0
2019-01-23,1.0,-0.0,-1.5827824829580663,-0.0,-1.3361392274323487,-1.2453005577360048,0.0
2019-01-24,1.0,-0.0,-1.585380930304435,-0.0,-1.3211250193169524,-1.2446813990624839,0.0
2019-01-25,1.0,-0.0,-1.6459801818367554,-0.0,-1.3213300643579526,-1.1404637858821125,0.0
2019-01-28,1.0,-0.0,-1.6451729665442887,-0.0,-1.3666683902993948,-1.1591085371529035,0.0
2019-01-29,1.0,-0.0,-1.6450522593728873,-0.0,-1.3907753106962715,-1.164110030679632,0.0
2019-01-30,1.0,-0.0,-1.6476457748674773,-0.0,-1.3922669161209855,-1.157052281467623,0.0
2019-01-31,1.0,-0.0,-1.6697362260028095,-0.0,-1.3529993236564175,-1.1799073929556214,0.0
2019-02-01,1.0,-0.0,-1.668420778408795,-0.0,-1.3603918095138854,-1.18136820715886,0.0
2019-02-04,1.0,-0.0,-1.6690688808815082,-0.0,-1.3576688077706407,-1.1954149041725417,0.0
2019-02-05,1.0,-0.0,-1.6478616450487056,-0.0,-1.3514090743345315,-1.2098244517372507,0.0
2019-02-06,1.0,-0.0,-1.6347567652119506,-0.0,-1.3469941081391106,-1.2322853120600656,0.0
2019-02-07,1.0,-0.0,-1.631066436312235,-0.0,-1.3401392597246216,-1.2641222972619235,0.0
2019-02-08,1.0,-0.0,-1.6613652132144954,-0.0,-1.429364359289107,-1.2463041041788974,0.0
2019-02-11,1.0,-0.0,-1.6364705253594145,-0.0,-1.4395809951365506,-1.2683982683982684,0.0
2019-02-12,1.0,-0.0,-1.6348849652220439,-0.0,-1.457035848047084,-1.258533975387908,0.0
2019-02-13,1.0,-0.0,-1.667751226797525,-0.0,-1.4359931726050779,-1.2301578835075742,0.0
2019-02-14,1.0,-0.0,-1.63403451995685,-0.0,-1.4724379719525351,-1.2873247033441206,0.0
2019-02-15,1.0,-0.0,-1.6806147209490427,-0.0,-1.446966837422486,-1.264707468320302,0.0
2019-02-19,1.0,-0.0,-1.6802963924495646,-0.0,-1.4575693655687165,-1.270755584401536,0.0
2019-02-20,1.0,-0.0,-1.689102043028234,-0.0,-1.4659946892104263,-1.2641304936866635,0.0
2019-02-21,1.0,-0.0,-1.6899804814573844,-0.0,-1.4693125135545437,-1.2625243981782694,0.0
2019-02-22,1.0,-0.0,-1.6852384310747033,-0.0,-1.4749091303640212,-1.2649053328269952,0.0
2019-02-25,1.0,-0.0,-1.68166466935396,-0.0,-1.4885063732432728,-1.2770454297853797,0.0
2019-02-26,1.0,-0.0,-1.6788126361655773,-0.0,-1.4904684095860565,-1.2773420479302833,0.0
2019-02-27,1.0,-0.0,-1.6645752632440394,-0.0,-1.5133395166130177,-1.2779202356920725,0.0
2019-02-28,1.0,-0.0,-1.6683954796091063,-0.0,-1.516951465851395,-1.2741169405470327,0.0
2019-03-01,1.0,-0.0,-1.6721794661863436,-0.0,-1.5174390044211559,-1.2686534577806887,0.0
2019-03-04,1.0,-0.0,-1.6766744909656641,-0.0,-1.5095256291282275,-1.272613133904689,0.0
2019-03-05,1.0,-0.0,-1.6484865012271612,-0.0,-1.5333515134987727,-1.2722116171257156,0.0
2019-03-06,1.0,-0.0,-1.6453301346709557,-0.0,-1.5362848263453468,-1.270704977918325,0.0
2019-03-07,1.0,-0.0,-1.6387012421006757,-0.0,-1.5421115711483984,-1.2669971671388103,0.0
2019-03-08,1.0,-0.0,-1.6349512423557933,-0.0,-1.5939066718087158,-1.2804804143022421,0.0
2019-03-11,1.0,-0.0,-1.6351019953182477,-0.0,-1.5999888529706834,-1.338479545201204,0.0
2019-03-12,1.0,-0.0,-1.6017544846201428,-0.0,-1.6327391328797167,-1.38885452398358,0.0
2019-03-13,1.0,-0.0,-1.6109070358858437,-0.0,-1.6434586041254593,-1.396948290477536,0.0
2019-03-14,1.0,-0.0,-1.6226500310506407,-0.0,-1.6273923107322306,-1.3955287077287866,0.0
2019-03-15,1.0,-0.0,-1.6110953703179012,-0.0,-1.6378421261404206,-1.4178047260157534,0.0
2019-03-18,1.0,-0.0,-1.642861201068121,-0.0,-1.6236009317652407,-1.4150332367479121,0.0
2019-03-19,1.0,-0.0,-1.6451741406783522,-0.0,-1.6115979968131118,-1.4340997040746644,0.0
2019-03-20,1.0,-0.0,-1.6411764705882352,-0.0,-1.618732153055397,-1.4511136493432324,0.0
2019-03-21,1.0,-0.0,-1.6521339008397562,-0.0,-1.612734383987116,-1.486943517772921,0.0
2019-03-22,1.0,-0.0,-1.6465916995130998,-0.0,-1.6625318803616973,-1.487305819615117,0.0
2019-03-25,1.0,-0.0,-1.521826306141155,-0.0,-1.7143675527039415,-1.4924954170485794,0.0
2019-03-26,1.0,-0.0,-1.5348743370993776,-0.0,-1.707689647221582,-1.5217316117131658,0.0
2019-03-27,1.0,-0.0,-1.5204422434642404,-0.0,-1.7178394564090749,-1.5200967407578025,0.0
2019-03-28,1.0,-0.0,-1.5143417787268425,-0.0,-1.7190511917816125,-1.5379465573959714,0.0
2019-03-29,1.0,-0.0,-1.513946519133241,-0.0,-1.7117911479944674,-1.5372867680958966,0.0
2019-04-01,1.0,-0.0,-1.5263885687946532,-0.0,-1.7052316201889837,-1.5300760543904126,0.0
2019-04-02,1.0,-0.0,-1.5503800092123445,-0.0,-1.7365269461077844,-1.470808383233533,0.0
2019-04-03,1.0,-0.0,-1.5523289246693504,-0.0,-1.7361702127659575,-1.461874640598045,0.0
2019-04-04,1.0,-0.0,-1.5485023041474655,-0.0,-1.7482142857142855,-1.4636520737327188,0.0
