Date,IWF,IWM,MDLA,MTUM,SPY,VLUE,VXX
2020-04-30,-0.7789401288641135,-0.44374864258307395,1.0,-0.45109679287627596,-0.9459929052341997,-0.0,0.0
2020-05-01,-0.7816378967176925,-0.4393297868490572,1.0,-0.4502949372127528,-0.9476350740057177,-0.0,0.0
2020-05-04,-0.7816751470535166,-0.4284219263108513,1.0,-0.44733138464869543,-0.9512467973007108,-0.0,0.0
2020-05-05,-0.7814743982968283,-0.42860751271966224,1.0,-0.4467578392812038,-0.9515750730704002,-0.0,0.0
2020-05-06,-0.7813819231463106,-0.42861266462204584,1.0,-0.44636478441277283,-0.9517950568284324,-0.0,0.0
2020-05-07,-0.7865703971119132,-0.42664259927797826,1.0,-0.44949458483754506,-0.9474007220216606,-0.0,0.0
2020-05-08,-0.7916666666666667,-0.4291196061395888,1.0,-0.44642339994207936,-0.9528308717057632,-0.0,0.0
2020-05-11,-0.7920211418021215,-0.42877312384607036,1.0,-0.44513629946059446,-0.9542048293089093,-0.0,0.0
2020-05-12,-0.7915656108597285,-0.42964705882352944,1.0,-0.44412669683257916,-0.9546063348416289,-0.0,0.0
2020-05-13,-0.7928767519144633,-0.4139575205895102,1.0,-0.4441915908105765,-0.9611689062274238,-0.0,0.0
2020-05-14,-0.7993783656800029,-0.38638909971448193,1.0,-0.4610575011745997,-0.967291915139687,-0.0,0.0
2020-05-15,-0.7978896397210278,-0.39153687710042284,1.0,-0.46283380912803096,-0.9613702887290861,-0.0,0.0
2020-05-18,-0.7981947364605234,-0.39994924961937217,1.0,-0.47060102950772126,-0.9563184223881679,-0.0,0.0
2020-05-19,-0.8019529837251356,-0.37602169981916816,1.0,-0.4861844484629294,-0.9524773960216997,-0.0,0.0
2020-05-20,-0.8156623442664633,-0.35850495804729215,1.0,-0.5012168101412953,-0.9569212887290691,-0.0,0.0
2020-05-21,-0.815771312338818,-0.33947186807598706,1.0,-0.5167629217972468,-0.9602629762812829,-0.0,0.0
2020-05-22,-0.8150918730481516,-0.3431621759023894,1.0,-0.5141985619870724,-0.9588931658072481,-0.0,0.0
2020-05-26,-0.8150192461326167,-0.3433800566489941,1.0,-0.5144164427336771,-0.958566344687341,-0.0,0.0
2020-05-27,-0.81198444710927,-0.3519749990915368,1.0,-0.5066317816781133,-0.9632617464297394,-0.0,0.0
2020-05-28,-0.81978349317059,-0.338637024120895,1.0,-0.5125326939843068,-0.9617117117117115,-0.0,0.0
2020-05-29,-0.8176962209302325,-0.34502180232558144,1.0,-0.5099200581395349,-0.9610828488372093,-0.0,0.0
2020-06-01,-0.8193726802998326,-0.33993159158722075,1.0,-0.5181209518957863,-0.9613201368168255,-0.0,0.0
2020-06-02,-0.8239333722969024,-0.345302454704851,1.0,-0.52177089421391,-0.9618278784336645,-0.0,0.0
2020-06-03,-0.8236024844720498,-0.3442089879430033,1.0,-0.5272195834855682,-0.9586043112897332,-0.0,0.0
2020-06-04,-0.8571000374672161,-0.29973772948669913,1.0,-0.6161858373922817,-0.9736605470213562,-0.0,0.0
2020-06-05,-0.8686823104693141,-0.2957656438026474,1.0,-0.6257521058965102,-0.9703294223826715,-0.0,0.0
2020-06-08,-0.8679131936622362,-0.27532477284673723,1.0,-0.6480813997146504,-0.9632424720282345,-0.0,0.0
2020-06-09,-0.8738305265971665,-0.2957192500095467,1.0,-0.6581128040630847,-0.9910642685301867,-0.0,0.0
2020-06-10,-0.8753961889487151,-0.292931607286058,1.0,-0.6593729713216482,-0.9909497078703174,-0.0,0.0
2020-06-11,-0.8712425041060311,-0.3042282571330354,1.0,-0.6494786295405065,-0.9946526106718613,-0.0,0.0
2020-06-12,-0.8554538951014723,-0.2691366391806921,1.0,-0.6780752287360217,-0.9625362400692796,-0.0,0.0
2020-06-15,-0.8556856250235254,-0.26589377799525726,1.0,-0.6797907178078066,-0.9626980840892836,-0.0,0.0
2020-06-16,-0.8552978386926726,-0.2673394080879584,1.0,-0.6808118081180812,-0.9618947209880263,-0.0,0.0
2020-06-17,-0.8532575985555221,-0.26184923262112547,1.0,-0.6828919650917845,-0.9636999699067106,-0.0,0.0
2020-06-18,-0.8566804666917576,-0.25517500940910803,1.0,-0.6874294316898758,-0.9643206624012044,-0.0,0.0
2020-06-19,-0.8567983117274647,-0.25569038287609286,1.0,-0.6896668676514923,-0.9662722339463372,-0.0,0.0
2020-06-22,-0.8550675420722965,-0.25466002565844087,1.0,-0.7027016828918573,-0.9609086106708928,-0.0,0.0
2020-06-23,-0.8554985281908069,-0.2547362065061514,1.0,-0.7028077590761568,-0.9607894935466827,-0.0,0.0
2020-06-24,-0.8547169811320755,-0.25494339622641504,1.0,-0.7034716981132075,-0.9604528301886793,-0.0,0.0
2020-06-25,-0.8530907447169173,-0.24978340302105698,1.0,-0.7042980374430257,-0.9597694654763251,-0.0,0.0
2020-06-26,-0.8532670133393624,-0.2501318863516467,1.0,-0.7047252995704273,-0.9600195945436731,-0.0,0.0
2020-06-29,-0.8509685913108896,-0.24701899567425245,1.0,-0.7046078615760768,-0.9589242053789732,-0.0,0.0
2020-06-30,-0.8711969462186779,-0.21350013228013154,1.0,-0.7264068936845687,-0.9683661514040591,-0.0,0.0
2020-07-01,-0.868408138613114,-0.21365746857423276,1.0,-0.7194896379902609,-0.9733116907629007,-0.0,0.0
2020-07-02,-0.8924330085261876,-0.19062119366626065,1.0,-0.7370965286236296,-0.9861830085261875,-0.0,0.0
2020-07-06,-0.8939843334093848,-0.18761883032930263,1.0,-0.737470530078333,-0.9835348695718306,-0.0,0.0
2020-07-07,-0.8841889428918591,-0.19794198055893075,1.0,-0.7318119684082626,-0.9831409477521263,-0.0,0.0
2020-07-08,-0.8757649709029474,-0.16789938051436082,1.0,-0.7360615731180777,-0.9746574056692323,-0.0,0.0
2020-07-09,-0.8783900371356765,-0.17303724820886004,1.0,-0.7316853595408681,-0.9679657901646723,-0.0,0.0
2020-07-10,-0.9070233860591841,-0.1414894422159994,1.0,-0.7640581245742829,-0.9715810186937107,-0.0,0.0
2020-07-13,-0.9309204273276813,-0.12800821199102763,1.0,-0.771052731627571,-0.9718283085579593,-0.0,0.0
2020-07-14,-0.9348123905928913,-0.1298424537636045,1.0,-0.7744120557120023,-0.9664358018114012,-0.0,0.0
2020-07-15,-0.9445652588607836,-0.12426080653160887,1.0,-0.776086375949029,-0.9702415016596084,-0.0,0.0
2020-07-16,-0.9424665879754789,-0.12173019076266992,1.0,-0.7799185165441878,-0.9634847504093211,-0.0,0.0
2020-07-17,-0.9418899965884538,-0.12467306015693114,1.0,-0.777377658163072,-0.9466661612524165,-0.0,0.0
2020-07-20,-0.9497541077351226,-0.12923639967976822,1.0,-0.7858640539819298,-0.9474286149975221,-0.0,0.0
2020-07-21,-0.9566030534351145,-0.11912213740458015,1.0,-0.796412213740458,-0.9446564885496183,-0.0,0.0
2020-07-22,-0.9481034877508966,-0.1274517286117683,1.0,-0.7909257421964435,-0.9494390597573075,-0.0,0.0
2020-07-23,-0.9499695168419449,-0.13122999542752628,1.0,-0.7889041304679164,-0.9402911141594269,-0.0,0.0
2020-07-24,-0.9294444655979897,-0.1558085519552222,1.0,-0.7775197045272818,-0.9448653999923848,-0.0,0.0
2020-07-27,-0.9248351148510349,-0.15647032067318625,1.0,-0.7724584944280191,-0.9366992646501403,-0.0,0.0
2020-07-28,-0.9279395573104521,-0.15873799309009454,1.0,-0.7788450586582634,-0.9311287444473973,-0.0,0.0
2020-07-29,-0.9358935245213942,-0.16165814964533595,1.0,-0.7804515292502479,-0.9355884371901456,-0.0,0.0
2020-07-30,-0.9343363168920206,-0.15707484288706913,1.0,-0.7813368882117692,-0.9360121881546372,-0.0,0.0
2020-07-31,-0.9296440277460172,-0.16449424498818507,1.0,-0.7803186218461773,-0.9368092080189039,-0.0,0.0
2020-08-03,-0.92171372191864,-0.16788099574984822,1.0,-0.7728825136612022,-0.9323011536126291,-0.0,0.0
2020-08-04,-0.9194913645853103,-0.16268741696716643,1.0,-0.7712279369899411,-0.9423420003795786,-0.0,0.0
2020-08-05,-0.9196720066813454,-0.16293371801685522,1.0,-0.7714296560625618,-0.9421835851491914,-0.0,0.0
2020-08-06,-0.9196537059538276,-0.16517314702308628,1.0,-0.7705801944106927,-0.9416388213851762,-0.0,0.0
2020-08-07,-0.9176743478591528,-0.17936725226252948,1.0,-0.7729865389002966,-0.932580424366872,-0.0,0.0
2020-08-10,-0.9162895067128133,-0.1808085802304796,1.0,-0.774084357053208,-0.9321112083063933,-0.0,0.0
2020-08-11,-0.9146809561813554,-0.1878919165431536,1.0,-0.7685174628510624,-0.9292745030973284,-0.0,0.0
2020-08-12,-0.894750715469197,-0.2002937189335743,1.0,-0.7452929658081037,-0.9253276095797559,-0.0,0.0
2020-08-13,-0.8909747564049509,-0.21127873292953614,1.0,-0.7318385312817427,-0.9280313005530266,-0.0,0.0
2020-08-14,-0.8914221218961627,-0.21113619262603464,1.0,-0.7323551542513168,-0.9273137697516931,-0.0,0.0
2020-08-17,-0.8881539386650632,-0.2099368610944077,1.0,-0.7330126277811184,-0.9271647624774505,-0.0,0.0
2020-08-18,-0.8845075686787516,-0.21405344795365353,1.0,-0.7125397122033265,-0.9265184077742478,-0.0,0.0
2020-08-19,-0.8941458302141039,-0.21241952388082047,1.0,-0.709911663422668,-0.9265982931576583,-0.0,0.0
2020-08-20,-0.8863856408728681,-0.20752960452818947,1.0,-0.7050346317122216,-0.9248529083190586,-0.0,0.0
2020-08-21,-0.831102178516312,-0.253239062556078,1.0,-0.6079388436277501,-0.8967447869935039,-0.0,0.0
2020-08-24,-0.8337043952887101,-0.24066360241309967,1.0,-0.6201881643205975,-0.8963659867854065,-0.0,0.0
2020-08-25,-0.8307924095132188,-0.2507443412131865,1.0,-0.6145209312336334,-0.8911288876134448,-0.0,0.0
2020-08-26,-0.8186801452267388,-0.24375311454403073,1.0,-0.6214138250160176,-0.8756674022923043,-0.0,0.0
2020-08-27,-0.7881987577639752,-0.2357832988267771,1.0,-0.606832298136646,-0.8198757763975155,-0.0,0.0
2020-08-28,-0.7880189102453501,-0.23337589288795332,1.0,-0.6073708547568929,-0.8220435487767004,-0.0,0.0
2020-08-31,-0.7870791942604857,-0.2360996136865342,1.0,-0.6034078366445916,-0.8226407284768211,-0.0,0.0
2020-09-01,-0.788630794187692,-0.23221620129085704,1.0,-0.6107410347564974,-0.8199012874055156,-0.0,0.0
2020-09-02,-0.7927502241843141,-0.22928881837621579,1.0,-0.6097813340691178,-0.8171690694626476,-0.0,0.0
2020-09-03,-0.7973342565345335,-0.22679591483468928,1.0,-0.6081010905314177,-0.8297386186602043,-0.0,0.0
2020-09-04,-0.8284751000913114,-0.213387651892955,1.0,-0.6320502914939945,-0.8380627941279765,-0.0,0.0
2020-09-08,-0.8416649015039187,-0.2145731836475323,1.0,-0.6384593659535409,-0.8356280449057403,-0.0,0.0
2020-09-09,-0.8210124973522558,-0.24391018851938148,1.0,-0.6037562663277554,-0.8616465438113394,-0.0,0.0
2020-09-10,-0.8103145008091184,-0.24632378808133398,1.0,-0.5925912896643917,-0.8687117427707028,-0.0,0.0
2020-09-11,-0.7990346950195859,-0.2475517627308338,1.0,-0.5849538332400672,-0.865941522104085,-0.0,0.0
2020-09-14,-0.8016656169081112,-0.24802295472041433,1.0,-0.5859402337462384,-0.8635663797326616,-0.0,0.0
2020-09-15,-0.8039277352622567,-0.24087081105636513,1.0,-0.5794108397106615,-0.8702170038788134,-0.0,0.0
2020-09-16,-0.8093752191290934,-0.2328378094102798,1.0,-0.5659841525839703,-0.8978683121800716,-0.0,0.0
2020-09-17,-0.8200710292204368,-0.22296845880656843,1.0,-0.5734378845950984,-0.8998206687998876,-0.0,0.0
2020-09-18,-0.818785578747628,-0.22426031344437417,1.0,-0.5727739124323564,-0.8980954388924027,-0.0,0.0
2020-09-21,-0.8177059546811873,-0.22522395924819955,1.0,-0.5736518531529948,-0.8964693483225014,-0.0,0.0
2020-09-22,-0.828327537148277,-0.20578213369866866,1.0,-0.5863280289457969,-0.8924017283169987,-0.0,0.0
2020-09-23,-0.8259235847731423,-0.204031465093412,1.0,-0.5891276864728192,-0.8926464391066161,-0.0,0.0
2020-09-24,-0.8235994814840767,-0.20025925796167185,1.0,-0.5853274007637599,-0.8942998283291874,-0.0,0.0
2020-09-25,-0.8229286888399259,-0.19676144510894272,1.0,-0.5855978736054279,-0.8920714860280489,-0.0,0.0
2020-09-28,-0.821852731591449,-0.1963462344557776,1.0,-0.5820176051418192,-0.8928671230962695,-0.0,0.0
2020-09-29,-0.8228497626361351,-0.19334683049427534,1.0,-0.5808433398492041,-0.8935353253281205,-0.0,0.0
2020-09-30,-0.8176922275112053,-0.19662277196761752,1.0,-0.5727737048747438,-0.8874257322539175,-0.0,0.0
2020-10-01,-0.8183332754850579,-0.19433549685883864,1.0,-0.5708930616778314,-0.887369407517962,-0.0,0.0
2020-10-02,-0.8209550912750746,-0.19362115638231414,1.0,-0.5703477476226835,-0.8856111612410634,-0.0,0.0
2020-10-05,-0.8080769891733975,-0.20020622100017188,1.0,-0.5552844131294037,-0.8734490462278743,-0.0,0.0
2020-10-06,-0.7964818981386786,-0.2041658144133088,1.0,-0.5369537055976001,-0.8714120133633327,-0.0,0.0
2020-10-07,-0.787673563844269,-0.21817996188401853,1.0,-0.5367887285597605,-0.8605363463109175,-0.0,0.0
2020-10-08,-0.7790438193129564,-0.2231539085745199,1.0,-0.5193738166080606,-0.8595482823911279,-0.0,0.0
2020-10-09,-0.7803657753287583,-0.2223386633311923,1.0,-0.5196916939927656,-0.8581521922855887,-0.0,0.0
2020-10-12,-0.7857651004437819,-0.2178258071072868,1.0,-0.5233917138114434,-0.8606321352349334,-0.0,0.0
2020-10-13,-0.7757101213477052,-0.22879804758999392,1.0,-0.5241678530269134,-0.860924683072334,-0.0,0.0
2020-10-14,-0.7745878051257744,-0.23096455293360868,1.0,-0.5216846666892372,-0.8583471578020786,-0.0,0.0
2020-10-15,-0.7732873002978609,-0.23036826428378013,1.0,-0.5220349309504468,-0.8590915245058218,-0.0,0.0
2020-10-16,-0.7760880609652837,-0.22546994072819646,1.0,-0.5254191363251481,-0.8599830651989839,-0.0,0.0
2020-10-19,-0.7727426789587852,-0.2246475054229935,1.0,-0.5293180585683297,-0.8626965835140996,-0.0,0.0
2020-10-20,-0.7704546223892217,-0.22819132730780947,1.0,-0.525676178870045,-0.8608374801123863,-0.0,0.0
2020-10-21,-0.7687880839539607,-0.2261679079214624,1.0,-0.5313134732566013,-0.8589708869329723,-0.0,0.0
2020-10-22,-0.7674568018124641,-0.22787677949480947,1.0,-0.5293680045987894,-0.856727420282014,-0.0,0.0
2020-10-23,-0.7623181525314524,-0.23910610736206722,1.0,-0.5265353182542643,-0.8631354064227339,-0.0,0.0
2020-10-26,-0.7628900949796472,-0.2396540027137042,1.0,-0.5260854816824966,-0.8634667571234735,-0.0,0.0
2020-10-27,-0.7602744355819928,-0.2374611328917129,1.0,-0.5220697580100041,-0.8599432202244154,-0.0,0.0
2020-10-28,-0.7572979168071193,-0.24421897121283626,1.0,-0.5095058315917212,-0.8598395469561113,-0.0,0.0
