Date,IWF,IWM,MTUM,SPY,TTMI,VLUE,VXX
2018-09-24,-0.5629832334288941,-1.132829467465902,-0.13886717053253408,-0.733472330814004,1.0,-0.7754756320041699,0.0
2018-09-25,-0.5650399444251476,-1.1305574852379299,-0.1424105592219521,-0.7314605765890935,1.0,-0.7722733588051407,0.0
2018-09-26,-0.5673771281018863,-1.138299269114622,-0.13444789706332883,-0.7432710403081098,1.0,-0.7931638146089545,0.0
2018-09-27,-0.5676640373683515,-1.1570528356761998,-0.13219935662979773,-0.7500550830652625,1.0,-0.7996739082536465,0.0
2018-09-28,-0.5656619072800987,-1.158646218931782,-0.13291027674951525,-0.7499118632117044,1.0,-0.799709148598625,0.0
2018-10-01,-0.5681768053288632,-1.1576602408575587,-0.13278044907141912,-0.7521725704706869,1.0,-0.8005205346508447,0.0
2018-10-02,-0.5683281870313189,-1.1565946184384648,-0.1337009263343626,-0.7520952801058668,1.0,-0.8004411116012351,0.0
2018-10-03,-0.5678010932816081,-1.1509874801622288,-0.1332657379650855,-0.7533062951860342,1.0,-0.8030329747839886,0.0
2018-10-04,-0.5716552088841882,-1.143839238498149,-0.13423232857394676,-0.7582848580997709,1.0,-0.798783712321523,0.0
2018-10-05,-0.5609584832792065,-1.139559378565786,-0.12090757482664795,-0.7622224172737646,1.0,-0.8050557359782322,0.0
2018-10-08,-0.5651828649578683,-1.148277231217188,-0.1231746591961883,-0.7649446331671592,1.0,-0.8100763224070234,0.0
2018-10-09,-0.5670772083167792,-1.1492076104710194,-0.12647331479274268,-0.7637840462631881,1.0,-0.8078400211892464,0.0
2018-10-10,-0.5687425519706935,-1.1477689014432626,-0.1281723087787439,-0.7646202056759501,1.0,-0.8043430286445691,0.0
2018-10-11,-0.5118639712180916,-1.14956313174576,-0.04672777111529895,-0.7490149049169095,1.0,-0.8258951516189824,0.0
2018-10-12,-0.533934342575268,-1.1532998809321313,-0.0398452117707093,-0.7263565232182343,1.0,-0.7990304473549924,0.0
2018-10-15,-0.5160030562866117,-1.1849902368622125,-0.012394940147720518,-0.7268868324985143,1.0,-0.804609898972748,0.0
2018-10-16,-0.5159181594362848,-1.1852024789880296,-0.012267594872230241,-0.7268443840733508,1.0,-0.8045674505475846,0.0
2018-10-17,-0.49916541478884996,-1.1469287264229677,-0.0,-0.7189951594057754,1.0,-0.8078784843932566,0.0
2018-10-18,-0.4976785042037897,-1.145354916969925,-0.0018404651357343037,-0.7267745848496255,1.0,-0.8111850085748943,0.0
2018-10-19,-0.4802937271822104,-1.1332973780285431,-0.0,-0.7257301692665118,1.0,-0.809367739794225,0.0
2018-10-22,-0.48069185781243523,-1.1311543407026423,-0.0,-0.7262433116263636,1.0,-0.8096976232942055,0.0
2018-10-23,-0.48256272029856934,-1.1309973045822102,-0.0,-0.7245283018867924,1.0,-0.80866680489322,0.0
2018-10-24,-0.4804904316129567,-1.1270814348438407,-0.0,-0.7242564824786679,1.0,-0.8103305442796785,0.0
2018-10-25,-0.44941110262491457,-1.0803553483137034,-0.0,-0.7145154158459621,1.0,-0.7754954375527596,0.0
2018-10-26,-0.4332073970968383,-1.0644263273016503,-0.0,-0.7150129250347982,1.0,-0.764247365281368,0.0
2018-10-29,-0.421513470681458,-1.068066561014263,-0.0,-0.7078446909667195,1.0,-0.7645800316957211,0.0
2018-10-30,-0.4205126173592679,-1.0679396268272392,-0.0,-0.7077605672859804,1.0,-0.7652814641682842,0.0
2018-10-31,-0.4226167047154215,-1.0511296544123436,-0.0,-0.7032197118790837,1.0,-0.7591120207824923,0.0
2018-11-01,-0.3478376580172987,-1.3137280993568419,-0.0,-0.8637835440230649,1.0,-0.9102239964515413,0.0
2018-11-02,-0.35158084914182475,-1.3578590785907858,-0.0,-0.8752484191508582,1.0,-0.9320234869015357,0.0
2018-11-05,-0.344850979150649,-1.3812129709194518,-0.0,-0.8790647189181855,1.0,-0.9175071231513726,0.0
2018-11-06,-0.3584392014519056,-1.3959165154264972,-0.0,-0.87513611615245,1.0,-0.9077586206896551,0.0
2018-11-07,-0.35722705839680813,-1.3962640551323904,-0.0,-0.8732317736670293,1.0,-0.907145447950671,0.0
2018-11-08,-0.31866355308065386,-1.3990479611999282,-0.0,-0.859170109574277,1.0,-0.913867433087839,0.0
2018-11-09,-0.32115540358139116,-1.4011967965445873,-0.0,-0.8603437415639341,1.0,-0.9164941959866821,0.0
2018-11-12,-0.31930515759312317,-1.3827005730659025,-0.0,-0.8637625358166189,1.0,-0.9112643266475644,0.0
2018-11-13,-0.28397197090651055,-1.3814085506475073,-0.0,-0.8637129678907219,1.0,-0.905889657619301,0.0
2018-11-14,-0.28424460112633587,-1.3810030597312757,-0.0,-0.8635980666045853,1.0,-0.9055917697663076,0.0
2018-11-15,-0.28258367274659113,-1.3813529307596955,-0.0,-0.8641756684965469,1.0,-0.8990171772622632,0.0
2018-11-16,-0.2798499227543588,-1.372015007724564,-0.0,-0.8612226881483116,1.0,-0.9009490178768484,0.0
2018-11-19,-0.27665782493368696,-1.3753757736516357,-0.0,-0.8652961980548186,1.0,-0.9035809018567639,0.0
2018-11-20,-0.22336407553798857,-1.367413263065437,-0.0,-0.8703557312252964,1.0,-0.9306104523495827,0.0
2018-11-21,-0.23042096556527794,-1.3621087458099344,-0.0,-0.8670062252405207,1.0,-0.8937791127943929,0.0
2018-11-23,-0.23283439213297363,-1.3432686450265425,-0.0,-0.8775128361326255,1.0,-0.8976155251936299,0.0
2018-11-26,-0.23164628573915313,-1.3508420731972672,-0.0,-0.8747552112798642,1.0,-0.8945558988641803,0.0
2018-11-27,-0.2176022176022176,-1.3572851697851698,-0.0,-0.8684164934164934,1.0,-0.8879504504504504,0.0
2018-11-28,-0.21685807150595882,-1.3637703141928494,-0.0,-0.8662188515709642,1.0,-0.8868472372697724,0.0
2018-11-29,-0.1746433009126355,-1.34834397360641,-0.0,-0.8649899310167531,1.0,-0.8966536698230431,0.0
2018-11-30,-0.17399314481576691,-1.3488003427592117,-0.0,-0.8651242502142245,1.0,-0.8965295629820051,0.0
2018-12-03,-0.1731255084999786,-1.3485633537447008,-0.0,-0.8645570162291782,1.0,-0.8959020254357042,0.0
2018-12-04,-0.1591463153842864,-1.359522689363158,-0.0,-0.8618964116162697,1.0,-0.8964543860399471,0.0
2018-12-06,-0.14451778967908,-1.2946817785527465,-0.0,-0.8516212064599161,1.0,-0.8607547639805704,0.0
2018-12-07,-0.13379488676648454,-1.3024982274679902,-0.0,-0.8596154648204528,1.0,-0.8747966801518121,0.0
2018-12-10,-0.10650936391386849,-1.305874102796799,-0.0,-0.8552512168962957,1.0,-0.8574375051563402,0.0
2018-12-11,-0.10569306930693069,-1.3060643564356436,-0.0,-0.8547854785478548,1.0,-0.8588696369636963,0.0
2018-12-12,-0.10447453149508791,-1.3069842318170561,-0.0,-0.854990506067861,1.0,-0.8613060348386032,0.0
2018-12-13,-0.10393466963622865,-1.3012043223624514,-0.0,-0.8605543182380598,1.0,-0.8586983419945557,0.0
2018-12-14,-0.10512640739060503,-1.300202086856106,-0.0,-0.860353858209263,1.0,-0.858539200725863,0.0
2018-12-17,-0.08750102652541676,-1.3001149708466782,-0.0,-0.846760285784676,1.0,-0.8717253839205058,0.0
2018-12-18,-0.0726161369193154,-1.288834555827221,-0.0,-0.8408312958435208,1.0,-0.8726568867155664,0.0
2018-12-19,-0.08305430788076766,-1.2882400979991833,-0.0,-0.8390363413638219,1.0,-0.8729685585953451,0.0
2018-12-20,-0.08284240035753464,-1.2756267013366922,-0.0,-0.8382155771340348,1.0,-0.8662089139885427,0.0
2018-12-21,-0.07509833340091641,-1.2855115364340457,-0.0,-0.8511820283037996,1.0,-0.8431531568062933,0.0
2018-12-24,-0.05128205128205128,-1.2637765165237693,-0.0,-0.8458720766413074,1.0,-0.8643078533188423,0.0
2018-12-26,-0.05046072838964458,-1.2782719693645537,-0.0,-0.8143124975068808,1.0,-0.845945191272089,0.0
2018-12-27,-0.0,-1.2361851439966254,-0.0,-0.7418414694941903,1.0,-0.8567703340108141,0.0
2018-12-28,-0.0,-1.2380842911877394,-0.0,-0.7395402298850574,1.0,-0.853831417624521,0.0
2018-12-31,-0.0,-1.240312751523514,-0.0,-0.7391820934421832,1.0,-0.8532444137825305,0.0
2019-01-02,-0.0,-1.2391271056661564,-0.0,-0.7362557427258806,1.0,-0.8531010719754978,0.0
2019-01-03,-0.0,-1.2382246030227664,-0.0,-0.7413812894585803,1.0,-0.8466806963841591,0.0
2019-01-04,-0.006905065000192878,-1.2423716390849824,-0.0,-0.7573969062222735,1.0,-0.8509431778729314,0.0
2019-01-07,-0.0,-1.2176486209643766,-0.0,-0.7452862399939301,1.0,-0.8308357676694867,0.0
2019-01-08,-0.0,-1.2138417222559126,-0.0,-0.7466646452395391,1.0,-0.8296694966646452,0.0
2019-01-09,-0.0,-1.2037233237475404,-0.0,-0.7456485545633419,1.0,-0.8344937187831089,0.0
2019-01-10,-0.0,-1.205430172674947,-0.0,-0.7455316570736141,1.0,-0.8357694637988489,0.0
2019-01-11,-0.0,-1.2014727093296893,-0.0,-0.7499810217869884,1.0,-0.8442268276019129,0.0
2019-01-14,-0.0016321882710191686,-1.1988992218637313,-0.0,-0.7527424558739798,1.0,-0.842512810780034,0.0
2019-01-15,-0.0,-1.1870982465482485,-0.0,-0.7534517515499601,1.0,-0.8630329770643947,0.0
2019-01-16,-0.0,-1.1785511202092573,-0.0,-0.7477538951438644,1.0,-0.8645513476629136,0.0
2019-01-17,-0.0,-1.1684306017538555,-0.0,-0.74618234048987,1.0,-0.8652857574841246,0.0
2019-01-18,-0.010249402118209771,-1.1591314580723533,-0.0,-0.7518505864935657,1.0,-0.874805451163497,0.0
2019-01-22,-0.0,-1.2814431396786155,-0.0,-0.7128785537700865,1.0,-0.8684332509270705,0.0
2019-01-23,-0.0,-1.2553232675183896,-0.0,-0.7202864885791715,1.0,-0.8958575300038716,0.0
2019-01-24,-0.0,-1.2554204739042898,-0.0,-0.7199938051726807,1.0,-0.8963527954158277,0.0
2019-01-25,-0.0,-1.263178755449861,-0.0,-0.7254855330955212,1.0,-0.9748711850971066,0.0
2019-01-28,-0.0,-1.2428497758736958,-0.0,-0.7533420603752629,1.0,-0.9706454044190568,0.0
2019-01-29,-0.0,-1.2378472912277914,-0.0,-0.7531300926109942,1.0,-0.9837433920267102,0.0
2019-01-30,-0.0,-1.2360752196557072,-0.0,-0.751759233491035,1.0,-0.987834453146742,0.0
2019-01-31,-0.0,-1.250139542301252,-0.0,-0.7378199505621562,1.0,-0.9990032692767723,0.0
2019-02-01,-0.0,-1.248812043285549,-0.0,-0.7436808689054826,1.0,-1.0006389010901249,0.0
2019-02-04,-0.0,-1.2482031624341159,-0.0,-0.7444098386839164,1.0,-1.0003593675131768,0.0
2019-02-05,-0.0,-1.2407274467575973,-0.0,-0.7319932998324958,1.0,-1.0154343144292892,0.0
2019-02-06,-0.0,-1.247093023255814,-0.0,-0.728376871615164,1.0,-1.0066900286715514,0.0
2019-02-07,-0.0,-1.2422992189064692,-0.0,-0.7219307029841778,1.0,-1.041377929100741,0.0
2019-02-08,-0.0,-1.2388221588398345,-0.0,-0.7323745631301972,1.0,-1.045996866589001,0.0
2019-02-11,-0.0,-1.2388886658369134,-0.0,-0.7285903561247842,1.0,-1.0474565383225598,0.0
