Date,IWF,IWM,MTUM,SBSW,SPY,VLUE,VXX
2018-12-18,-0.12472674277386446,-3.3185572018460046,-0.0,1.0,-4.158974981782851,-3.5425066796210833,0.0
2018-12-19,-0.14200390053632375,-3.3276450511945392,-0.0,1.0,-4.167235494880546,-3.5522915650902003,0.0
2018-12-20,-0.1404773156899811,-3.1896266540642717,-0.0,1.0,-4.050212665406427,-3.4344281663516067,0.0
2018-12-21,-0.11944814232119086,-3.3127193513251845,-0.0,1.0,-4.213118722013797,-3.456976884908629,0.0
2018-12-24,-0.053428006052846005,-3.1330462111512047,-0.0,1.0,-4.06111046443953,-3.392620183913398,0.0
2018-12-26,-0.05202380952380952,-3.315595238095238,-0.0,1.0,-4.091547619047619,-3.4457142857142853,0.0
2018-12-27,-0.0,-3.084024198969303,-0.0,1.0,-3.694039883486444,-3.4252744790499663,0.0
2018-12-28,-0.0,-3.07483827793888,-0.0,1.0,-3.6739906312737003,-3.4045282177113543,0.0
2018-12-31,-0.0,-3.102354260089686,-0.0,1.0,-3.689798206278027,-3.418609865470852,0.0
2019-01-02,-0.0,-3.093480934809348,-0.0,1.0,-3.67829587386783,-3.410153192441016,0.0
2019-01-03,-0.0,-3.0859183218031685,-0.0,1.0,-3.6952689131890204,-3.3769247935728632,0.0
2019-01-04,-0.0,-3.217942857142857,-0.0,1.0,-3.7018285714285715,-3.5088000000000004,0.0
2019-01-07,-0.0,-2.998363160192056,-0.0,1.0,-3.5786774334351814,-3.335224792666958,0.0
2019-01-08,-0.0,-2.981711372201286,-0.0,1.0,-3.709155397916205,-3.3932609177565953,0.0
2019-01-09,-0.0,-2.9257017061089705,-0.0,1.0,-3.6866263070996146,-3.3948266373142544,0.0
2019-01-10,-0.0,-2.909948447954371,-0.0,1.0,-3.6779642426236703,-3.380607656027202,0.0
2019-01-11,-0.0,-2.8699339207048453,-0.0,1.0,-3.706938325991189,-3.436343612334802,0.0
2019-01-14,-0.0,-2.870272647317502,-0.0,1.0,-3.7005277044854883,-3.4229331574318382,0.0
2019-01-15,-0.0,-2.871145982981545,-0.0,1.0,-3.705823847938999,-3.4739750248646257,0.0
2019-01-16,-0.0,-2.904150859183218,-0.0,1.0,-3.6864539165364874,-3.5677304173175632,0.0
2019-01-17,-0.0,-2.893657340318805,-0.0,1.0,-3.6871028870805933,-3.566157618994538,0.0
2019-01-18,-0.0,-2.947422680412371,-0.0,1.0,-3.7760595647193584,-3.73127147766323,0.0
2019-01-22,-0.0,-2.967915106117353,-0.0,1.0,-4.465168539325842,-4.051310861423221,0.0
2019-01-23,-0.0,-2.681575109382596,-0.0,1.0,-4.379314535731647,-4.092732134175984,0.0
2019-01-24,-0.0,-2.6735612604939774,-0.0,1.0,-4.403212069594841,-4.090156953400657,0.0
2019-01-25,-0.0,-2.450771055753262,-0.0,1.0,-5.135626729932779,-4.59404244101753,0.0
2019-01-28,-0.0,-2.3446475195822454,-0.0,1.0,-5.177415143603133,-4.532767624020888,0.0
2019-01-29,-0.0,-2.3704249899450325,-0.0,1.0,-5.318005094516692,-4.718058721008178,0.0
2019-01-30,-0.0,-2.3902770233568713,-0.0,1.0,-5.386203150461705,-4.803096143400326,0.0
2019-01-31,-0.0,-2.505625781358522,-0.0,1.0,-5.337269065147938,-5.047784414502014,0.0
2019-02-01,-0.0,-2.5071090047393363,-0.0,1.0,-5.388068023417898,-5.044047950933928,0.0
2019-02-04,-0.0,-2.535197414641001,-0.0,1.0,-5.416467612758185,-5.099058592103415,0.0
2019-02-05,-0.0,-2.5027515168618595,-0.0,1.0,-5.408917736701001,-5.198673627769154,0.0
2019-02-06,-0.0,-2.501132182281347,-0.0,1.0,-5.432352108689499,-5.218794225870365,0.0
2019-02-07,-0.0,-2.4332962757087273,-0.0,1.0,-5.35005558643691,-5.1131183991106175,0.0
2019-02-08,-0.0,-2.6088875809299585,-0.0,1.0,-5.772660388463802,-5.33284284873455,0.0
2019-02-11,-0.0,-2.618307947519228,-0.0,1.0,-5.980847534308551,-5.481526164982658,0.0
2019-02-12,-0.0,-2.6864380599320357,-0.0,1.0,-6.162187210379981,-5.597775718257646,0.0
2019-02-13,-0.0,-2.7816216216216216,-0.0,1.0,-6.126023166023166,-5.536370656370656,0.0
2019-02-14,-0.0,-2.624980653149667,-0.0,1.0,-6.270236805448072,-5.58226280761492,0.0
2019-02-15,-0.0,-2.748414049203156,-0.0,1.0,-6.202692248181958,-5.521584403527773,0.0
2019-02-19,-0.0,-2.7118991331757285,-0.0,1.0,-6.415602836879431,-5.632939322301024,0.0
2019-02-20,-0.0,-2.790836012861736,-0.0,1.0,-6.52331189710611,-5.763022508038586,0.0
2019-02-21,-0.0,-2.8156577885391445,-0.0,1.0,-6.555286521388217,-5.771105730427765,0.0
2019-02-22,-0.0,-2.792015453960077,-0.0,1.0,-6.564713457823567,-5.741146168705731,0.0
2019-02-25,-0.0,-2.764496274700356,-0.0,1.0,-6.6379980563654035,-5.794298671849692,0.0
2019-02-26,-0.0,-2.769205887109817,-0.0,1.0,-6.622028141678797,-5.782144590004852,0.0
2019-02-27,-0.0,-2.7630424183325206,-0.0,1.0,-6.688444661140907,-5.800747602795385,0.0
2019-02-28,-0.0,-2.7657804599575924,-0.0,1.0,-6.703311042244332,-5.841461425542326,0.0
2019-03-01,-0.0,-2.7923909478517546,-0.0,1.0,-6.767464742538537,-5.8389635946211875,0.0
2019-03-04,-0.0,-2.7752142386288727,-0.0,1.0,-6.7646671061305215,-5.940013183915623,0.0
2019-03-05,-0.0,-2.6843749999999997,-0.0,1.0,-6.841940789473685,-5.920888157894736,0.0
2019-03-06,-0.0,-2.6601703242712085,-0.0,1.0,-6.823124795283327,-5.894038650507697,0.0
2019-03-07,-0.0,-2.463375282349145,-0.0,1.0,-6.873830267828331,-5.797031300419491,0.0
2019-03-08,-0.0,-2.396959180300777,-0.0,1.0,-7.201289043133366,-5.927945794083623,0.0
2019-03-11,-0.0,-2.425844594594594,-0.0,1.0,-7.263344594594594,-6.202871621621621,0.0
2019-03-12,-0.0,-2.3861873226111636,-0.0,1.0,-8.276442762535478,-7.258845789971618,0.0
2019-03-13,-0.0,-2.527980068991951,-0.0,1.0,-8.354925258719817,-7.281525488692987,0.0
2019-03-14,-0.0,-2.5237188035816347,-0.0,1.0,-8.295675366736521,-7.23185368641646,0.0
2019-03-15,-0.0,-2.4432185657218946,-0.0,1.0,-8.28114894426479,-7.298078752140004,0.0
2019-03-18,-0.0,-2.544955517698277,-0.0,1.0,-8.155782699223925,-7.228090100321786,0.0
2019-03-19,-0.0,-2.501953488372093,-0.0,1.0,-7.951069767441861,-7.151627906976745,0.0
2019-03-20,-0.0,-2.5127190503109103,-0.0,1.0,-8.026757113246656,-7.303561334087055,0.0
2019-03-21,-0.0,-2.6030415285630726,-0.0,1.0,-8.528953012283095,-7.364983427568726,0.0
2019-03-22,-0.0,-2.483907827080556,-0.0,1.0,-8.486002666158827,-7.074081127404304,0.0
2019-03-25,-0.0,-1.8327189748990698,-0.0,1.0,-8.103212216956292,-6.617166929963139,0.0
2019-03-26,-0.0,-1.9411973078285512,-0.0,1.0,-8.090683669854764,-6.679773290825362,0.0
2019-03-27,-0.0,-1.8224675779880828,-0.0,1.0,-8.07658604977217,-6.626358219418156,0.0
2019-03-28,-0.0,-1.7293374316939891,-0.0,1.0,-7.822404371584699,-6.524760928961748,0.0
2019-03-29,-0.0,-1.7225863596102744,-0.0,1.0,-8.150398582816653,-6.841806908768822,0.0
2019-04-01,-0.0,-1.7408244912158637,-0.0,1.0,-7.965733170986259,-6.687597843103148,0.0
2019-04-02,-0.0,-1.7761319643157718,-0.0,1.0,-7.8099646524154185,-6.246254839252651,0.0
2019-04-03,-0.0,-1.7663707921621168,-0.0,1.0,-7.790989783955786,-6.190252888963323,0.0
2019-04-04,-0.0,-1.7420482930890924,-0.0,1.0,-7.7102414654454625,-6.200333055786844,0.0
2019-04-05,-0.0,-1.683181441590721,-0.0,1.0,-7.683844241922121,-6.202982601491301,0.0
2019-04-08,-0.0,-1.6344544708777689,-0.0,1.0,-7.6149302707137,-6.157342083675144,0.0
2019-04-09,-0.0,-1.5692846423211606,-0.0,1.0,-7.894947473736868,-6.210772052693013,0.0
2019-04-10,-0.0,-1.5080911492734477,-0.0,1.0,-7.840819022457067,-6.163474240422721,0.0
2019-04-11,-0.0,-1.4760141093474426,-0.0,1.0,-8.604409171075838,-6.55626102292769,0.0
2019-04-12,-0.0,-1.4764259226558363,-0.0,1.0,-8.6115133321561,-6.570545647183471,0.0
2019-04-15,-0.0,-1.5245724572457244,-0.0,1.0,-8.738613861386138,-6.738613861386138,0.0
2019-04-16,-0.0,-1.5319762205008107,-0.0,1.0,-8.748874076742931,-6.73392181588903,0.0
2019-04-17,-0.0,-1.4113856068743285,-0.0,1.0,-8.807733619763695,-6.6827783745076985,0.0
2019-04-18,-0.0,-1.3773308957952468,-0.0,1.0,-8.991773308957953,-6.912431444241316,0.0
2019-04-22,-0.0,-1.3913598250091141,-0.0,1.0,-8.948231862923807,-6.888625592417062,0.0
2019-04-23,-0.0,-1.42849548112706,-0.0,1.0,-8.685805422647528,-6.606592238171185,0.0
2019-04-24,-0.0,-1.3443791199002315,-0.0,1.0,-8.749688223766258,-6.721717441653305,0.0
2019-04-25,-0.0,-1.31681072499559,-0.0,1.0,-8.700476274475216,-6.622684776856588,0.0
2019-04-26,-0.0,-1.2336432204876338,-0.0,1.0,-8.721803192422382,-6.585335905981407,0.0
2019-04-29,-0.0,-1.2092534174553102,-0.0,1.0,-8.71503680336488,-6.6011216263582195,0.0
2019-04-30,-0.0,-1.2125220458553794,-0.0,1.0,-8.809700176366842,-6.614462081128748,0.0
2019-05-01,-0.0,-1.2322090764612394,-0.0,1.0,-8.815468832774148,-6.610806992760021,0.0
2019-05-02,-0.0,-1.2272251308900524,-0.0,1.0,-8.6326352530541,-6.5919720767888315,0.0
2019-05-03,-0.0,-1.215158924205379,-0.0,1.0,-8.649318896262661,-6.599720572825707,0.0
2019-05-06,-0.0,-1.0698237124092635,-0.0,1.0,-8.617179398548219,-6.596094020048392,0.0
2019-05-07,-0.0,-1.075439200826731,-0.0,1.0,-8.571650017223561,-6.5763003789183605,0.0
2019-05-08,-0.0,-1.161663216011042,-0.0,1.0,-8.477398205659076,-6.614044168391995,0.0
2019-05-09,-0.0,-1.1546338965693803,-0.0,1.0,-8.406383341867214,-6.50674176480628,0.0
2019-05-10,-0.0,-1.149795501022495,-0.0,1.0,-8.396216768916155,-6.495569188820722,0.0
2019-05-13,-0.0,-1.155672375784297,-0.0,1.0,-8.340172969306426,-6.461929794810921,0.0
2019-05-14,-0.0,-0.843217665615142,-0.0,1.0,-7.874763406940063,-6.054889589905363,0.0
2019-05-15,-0.0,-0.8730561726436051,-0.0,1.0,-7.977943509996827,-6.016978736908918,0.0
2019-05-16,-0.0,-0.9036704600096169,-0.0,1.0,-8.039910242025966,-6.084468664850136,0.0
2019-05-17,-0.0,-0.8732921275211452,-0.0,1.0,-8.100195185426156,-6.291964866623292,0.0
2019-05-20,-0.0,-0.8170474801490845,-0.0,1.0,-8.099335602009399,-6.288608005185545,0.0
2019-05-21,-0.0,-0.8190522557611165,-0.0,1.0,-8.105972086984744,-6.303472898409607,0.0
2019-05-22,-0.0,-0.7730669265756985,-0.0,1.0,-8.16617933723197,-6.305230669265757,0.0
2019-05-23,-0.0,-0.774914924647545,-0.0,1.0,-8.213741695025117,-6.2161724193809755,0.0
2019-05-24,-0.0,-0.6224374495560936,-0.0,1.0,-8.25633575464084,-6.2634382566585955,0.0
2019-05-28,-0.0,-0.5849510669019733,-0.0,1.0,-8.209369484999197,-6.249318145355366,0.0
2019-05-29,-0.0,-0.6790971540726203,-0.0,1.0,-8.426561988877985,-6.250245338567223,0.0
2019-05-30,-0.0,-0.6629952326154858,-0.0,1.0,-8.466381719546275,-6.309715600854841,0.0
2019-05-31,-0.0,-0.6638724523339908,-0.0,1.0,-8.46482577251808,-6.307856673241289,0.0
2019-06-03,-0.0,-0.7731281341864085,-0.0,1.0,-9.097873076257997,-6.421061732664707,0.0
2019-06-04,-0.0,-0.7387621023513139,-0.0,1.0,-9.106846473029044,-6.443464730290456,0.0
2019-06-05,-0.0,-0.6296358732299393,-0.16048550236008094,1.0,-9.049898853674984,-6.017869184086312,0.0
2019-06-06,-0.0,-0.6956301670322255,-0.08385355154378268,1.0,-9.007254935043022,-6.085203306900624,0.0
2019-06-07,-0.0,-0.7867250673854447,-0.10579514824797843,1.0,-8.907345013477089,-6.046495956873315,0.0
2019-06-10,-0.0,-0.8025787006028131,-0.08070997990622907,1.0,-8.816811788345612,-6.044876088412591,0.0
2019-06-11,-0.0,-0.7892469412372911,-0.2259176288126831,1.0,-9.05617783904877,-6.160951232121317,0.0
2019-06-12,-0.0,-0.7910696434521827,-0.20643118960346551,1.0,-8.731922692435854,-5.931856047984006,0.0
2019-06-13,-0.0,-0.850905398544593,-0.2514807920121848,1.0,-8.862244034523608,-5.958537823658826,0.0
2019-06-14,-0.0,-0.8150835161127045,-0.2907035599797536,1.0,-8.852033069006243,-5.913953096001349,0.0
2019-06-17,-0.0,-0.7979117547995958,-0.2921859211855844,1.0,-8.8506231054227,-5.8999663186258,0.0
2019-06-18,-0.0,-0.8190524193548387,-0.2992271505376344,1.0,-8.806787634408602,-5.876008064516129,0.0
2019-06-19,-0.0,-0.7599465061852224,-0.3891675025075226,1.0,-8.778335005015046,-5.78953527248412,0.0
2019-06-20,-0.0,-0.8014422270669126,-0.347979205098105,1.0,-8.806640952540668,-5.814019788696965,0.0
2019-06-21,-0.0,-0.8121583567997349,-0.3362597316547954,1.0,-8.680801722709955,-5.7351333443763455,0.0
2019-06-24,-0.0,-0.7235284308821076,-0.35317658829414705,1.0,-8.710855427713858,-5.88744372186093,0.0
2019-06-25,-0.0,-0.662648585300519,-0.37636028796249793,1.0,-8.778670684748032,-5.924158714213963,0.0
2019-06-26,-0.0,-0.6556991774383079,-0.3078730904817861,1.0,-8.708913882826927,-6.1146550276985066,0.0
2019-06-27,-0.0,-0.5891730322152108,-0.3827632015941548,1.0,-8.585021587512452,-6.048654931916307,0.0
2019-06-28,-0.0,-0.4675626348100216,-0.4171229467396715,1.0,-8.65289530446325,-6.054255848680936,0.0
2019-07-01,-0.0,-0.424800796812749,-0.44687915006640105,1.0,-8.725265604249667,-6.00332005312085,0.0
2019-07-02,-0.0,-0.4828286245982067,-0.41718829301302657,1.0,-8.876670614109289,-6.14109287768567,0.0
2019-07-03,-0.0,-0.4909969989996666,-0.4144714904968323,1.0,-8.709903301100367,-6.056685561853952,0.0
2019-07-05,-0.0,-0.48173364330787116,-0.40667552308203253,1.0,-8.665393556957822,-6.052142145466623,0.0
2019-07-08,-0.0,-0.47350000000000003,-0.4045,1.0,-8.7075,-6.081166666666667,0.0
2019-07-09,-0.0,-0.43123425692695216,-0.41309823677581864,1.0,-8.792275398824518,-6.156003358522251,0.0
2019-07-10,-0.0,-0.409786446948041,-0.409450142929208,1.0,-8.826130822263325,-6.169833529510678,0.0
2019-07-11,-0.0,-0.37055667337357484,-0.4626089872568746,1.0,-8.813883299798793,-6.120053655264923,0.0
2019-07-12,-0.0,-0.4119332546772291,-0.46030675880667454,1.0,-8.859598853868194,-6.123209169054441,0.0
2019-07-15,-0.0,-0.5252898672492019,-0.5607460930935977,1.0,-8.769786590488993,-5.948243992606285,0.0
2019-07-16,-0.0,-0.5333001162597575,-0.6875934230194319,1.0,-8.618501909981731,-5.769141338648065,0.0
2019-07-17,-0.0,-0.5701696042567344,-0.6706019288327236,1.0,-8.625041569670769,-5.76205520452278,0.0
2019-07-18,-0.0,-0.5703059689015215,-0.6898511954522655,1.0,-8.697040628657415,-5.762414311987962,0.0
2019-07-19,-0.0,-0.5709747533857215,-0.7142618291255642,1.0,-8.673633171710415,-5.760742350777462,0.0
2019-07-22,-0.0,-0.5249247239879558,-0.6838407494145199,1.0,-8.692706590833053,-5.826530612244898,0.0
2019-07-23,-0.0,-0.5488621151271754,-0.6792168674698795,1.0,-8.68591030789826,-5.819611780455154,0.0
2019-07-24,-0.0,-0.5477621910487642,-0.7409819639278556,1.0,-8.65130260521042,-5.7600200400801596,0.0
2019-07-25,-0.0,-0.4767422612150306,-0.7695745737460685,1.0,-8.62837278596259,-5.678695580201953,0.0
2019-07-26,-0.0,-0.42093981863149216,-0.7736191261335532,1.0,-8.625061830173124,-5.668425391591096,0.0
2019-07-29,-0.0,-0.32700632700632704,-0.7922077922077921,1.0,-8.706959706959706,-5.823842823842823,0.0
2019-07-30,-0.0,-0.3058367071524966,-0.8196693657219973,1.0,-8.815958164642376,-5.927631578947368,0.0
2019-07-31,-0.0,-0.3782790309106099,-0.8036758563074352,1.0,-8.680868838763574,-5.84561403508772,0.0
2019-08-01,-0.0,-0.38866995073891625,-0.7298850574712644,1.0,-8.576847290640393,-5.724794745484401,0.0
2019-08-02,-0.0,-0.29595015576323985,-0.8304640104935235,1.0,-8.541728152156091,-5.72798819478603,0.0
2019-08-05,-0.0,-0.2762169225743222,-0.788141130349559,1.0,-8.549983665468801,-5.720189480561908,0.0
2019-08-06,-0.0,-0.3428474919777065,-0.8382030062489445,1.0,-8.68485053200473,-6.023306873838879,0.0
2019-08-07,-0.0,-0.40720871751886,-0.737300922045264,1.0,-8.586420787929589,-6.033528918692372,0.0
2019-08-08,-0.0,-0.3992287055667338,-0.7297116029510397,1.0,-8.595238095238095,-6.04309188464118,0.0
2019-08-09,-0.0,-0.28496973772696704,-0.6807330195023538,1.0,-8.609448554135845,-6.237222595830532,0.0
2019-08-12,-0.0,-0.2378324134470647,-0.7698611807994648,1.0,-8.60929921391537,-6.108379327646763,0.0
2019-08-13,-0.0,-0.18505999661990874,-0.7606895386175427,1.0,-8.753760351529492,-6.201115430116613,0.0
2019-08-14,-0.0,-0.29193520292631947,-0.7923706671311618,1.0,-8.941125239505313,-6.393137084131684,0.0
2019-08-15,-0.0,-0.44187977416140817,-0.8731318498837596,1.0,-8.511624045167718,-5.779143141813351,0.0
2019-08-16,-0.0,-0.4288087722212992,-0.8913440770892175,1.0,-8.509885363017114,-5.784017278617711,0.0
2019-08-19,-0.0,-0.29195289499509325,-0.9228001308472358,1.0,-8.468269545305857,-5.672881910369643,0.0
2019-08-20,-0.0,-0.33035424114397144,-0.9215144621384467,1.0,-8.42492687682808,-5.572635684107898,0.0
2019-08-21,-0.0,-0.35387902695595,-1.0662393162393162,1.0,-8.481426692965155,-5.534845496383958,0.0
2019-08-22,-0.0,-0.37264618434093166,-1.0507102741988767,1.0,-8.549554013875124,-5.545259332672614,0.0
2019-08-23,-0.0,-0.3680727874276261,-1.0575682382133995,1.0,-8.561952026468155,-5.555004135649297,0.0
2019-08-26,-0.0,-0.22877745001638808,-1.0788266142248444,1.0,-8.610947230416258,-5.469682071451984,0.0
2019-08-27,-0.0,-0.20289140791851487,-1.0601281419418433,1.0,-8.634302612124198,-5.531131920486282,0.0
2019-08-28,-0.0,-0.11878407401288618,-1.13547001486866,1.0,-8.743267801090369,-5.523211630596399,0.0
2019-08-29,-0.0,-0.037551020408163265,-1.1619591836734693,1.0,-8.671510204081633,-5.455510204081633,0.0
2019-08-30,-0.0,-0.0,-1.2047424366312347,1.0,-8.734423548650858,-5.414063777596074,0.0
2019-09-03,-0.0,-0.0031198686371100163,-1.2568144499178981,1.0,-8.74367816091954,-5.416584564860426,0.0
2019-09-04,-0.0,-0.0,-1.2759921285667433,1.0,-8.718760249262052,-5.403902918989832,0.0
2019-09-05,-0.0,-0.04463701765860039,-1.277959450621321,1.0,-8.754741661216482,-5.273054283845651,0.0
2019-09-06,-0.0,-0.0,-1.371677059402691,1.0,-8.892681325894321,-5.145224811289793,0.0
2019-09-09,-0.0,-0.02045529528208512,-1.3840316727152755,1.0,-8.946057406796436,-5.145496535796767,0.0
2019-09-10,-0.0,-0.0,-1.5709048491918014,1.0,-9.069988335277454,-5.022996167305449,0.0
2019-09-11,-0.0,-0.0,-1.6861264888441536,1.0,-9.138064083207516,-4.951685958731756,0.0
2019-09-12,-0.0,-0.0,-1.7164204163868368,1.0,-9.149093351242444,-4.924445936870383,0.0
2019-09-13,-0.0,-0.0,-1.7028475711892797,1.0,-9.125125628140703,-4.922613065326632,0.0
2019-09-16,-0.0,-0.0,-1.7154130288784417,1.0,-9.146239086635324,-4.92813969106783,0.0
2019-09-17,-0.0,-0.0,-1.713300823944846,1.0,-9.175887001849672,-4.926013115856734,0.0
2019-09-18,-0.0,-0.0,-1.7489567684860625,1.0,-9.090969788015357,-4.85177766649975,0.0
2019-09-19,-0.0,-0.0,-1.7537612838515548,1.0,-9.078401872283518,-4.8846539618856575,0.0
