Date,CWK,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-04-01,1.0,-0.0,-0.3321265657808993,-0.0,-1.441133878792267,-0.847006009702411,0.0
2019-04-02,1.0,-0.0,-0.34177899517047505,-0.0,-1.4467671015641894,-0.815577020111007,0.0
2019-04-03,1.0,-0.0,-0.3421147470087934,-0.0,-1.4472754793138245,-0.8145091538128874,0.0
2019-04-04,1.0,-0.0,-0.34254721060977367,-0.0,-1.4466267839123539,-0.8146893469799625,0.0
2019-04-05,1.0,-0.0,-0.3437060541593048,-0.0,-1.4444524573612663,-0.8176540583420473,0.0
2019-04-08,1.0,-0.0,-0.33334535227518575,-0.0,-1.451900194706858,-0.8204370087257519,0.0
2019-04-09,1.0,-0.0,-0.3329486855865277,-0.0,-1.4517687786232014,-0.8213191013667015,0.0
2019-04-10,1.0,-0.0,-0.3262482887816125,-0.0,-1.4606239642625551,-0.8156567476042943,0.0
2019-04-11,1.0,-0.0,-0.32830066301527816,-0.0,-1.459354280772557,-0.8156889593542808,0.0
2019-04-12,1.0,-0.0,-0.3300291965540857,-0.0,-1.459827704285766,-0.814655949248459,0.0
2019-04-15,1.0,-0.0,-0.3314841498559078,-0.0,-1.4536023054755043,-0.8172190201729106,0.0
2019-04-16,1.0,-0.0,-0.3308235463650119,-0.0,-1.455220116723107,-0.816521363210606,0.0
2019-04-17,1.0,-0.0,-0.3341145082203634,-0.0,-1.4720579751946927,-0.7992500721084511,0.0
2019-04-18,1.0,-0.0,-0.33219165735299416,-0.0,-1.4721491149006742,-0.8009517972383459,0.0
2019-04-22,1.0,-0.0,-0.3290527378976985,-0.0,-1.474280354952745,-0.8039102517855854,0.0
2019-04-23,1.0,-0.0,-0.3288363032970204,-0.0,-1.476480773392973,-0.8019262679460356,0.0
2019-04-24,1.0,-0.0,-0.3251027323192272,-0.0,-1.4752361041020836,-0.8042678970514022,0.0
2019-04-25,1.0,-0.0,-0.3458136260244792,-0.0,-1.4773080116980177,-0.7873776943351265,0.0
2019-04-26,1.0,-0.0,-0.34084100342898394,-0.0,-1.492835228298141,-0.7757805450279732,0.0
2019-04-29,1.0,-0.0,-0.3483901275611607,-0.0,-1.4963321649261014,-0.7688721858851588,0.0
2019-04-30,1.0,-0.0,-0.3430379746835443,-0.0,-1.5054249547920433,-0.7682097649186256,0.0
2019-05-01,1.0,-0.0,-0.3351558822464424,-0.0,-1.507549697649998,-0.7782525256182785,0.0
2019-05-02,1.0,-0.0,-0.3283171755172912,-0.0,-1.5066922297786136,-0.7824120966575026,0.0
2019-05-03,1.0,-0.0,-0.32565039620798203,-0.0,-1.5087021022542244,-0.7839852371820386,0.0
2019-05-06,1.0,-0.0,-0.3113013327554448,-0.0,-1.5148625708816412,-0.785675587820999,0.0
2019-05-07,1.0,-0.0,-0.3099313831708198,-0.0,-1.518165402672445,-0.7833152762730229,0.0
2019-05-08,1.0,-0.0,-0.32769335776125297,-0.0,-1.4712073858533607,-0.7934763085102561,0.0
2019-05-09,1.0,-0.0,-0.3337072552922019,-0.0,-1.4689343224172247,-0.8159580242446174,0.0
2019-05-10,1.0,-0.0,-0.3327282628426212,-0.0,-1.4713378108549646,-0.8263931748048648,0.0
2019-05-13,1.0,-0.0,-0.33162635287281184,-0.0,-1.4741410619597588,-0.8260695866928163,0.0
2019-05-14,1.0,-0.0,-0.3142223176580059,-0.0,-1.4570896857776823,-0.8074940949108869,0.0
2019-05-15,1.0,-0.0,-0.31322497493913787,-0.0,-1.4589717886295288,-0.8079621938994701,0.0
2019-05-16,1.0,-0.0,-0.3133254590357565,-0.0,-1.4579619886180606,-0.8079387236479472,0.0
2019-05-17,1.0,-0.0,-0.31256928303236187,-0.0,-1.4497407473627748,-0.8135884140890398,0.0
2019-05-20,1.0,-0.0,-0.30132190067881387,-0.0,-1.4553769203286888,-0.8160057163272597,0.0
2019-05-21,1.0,-0.0,-0.30056501215848946,-0.0,-1.4586611357459591,-0.8167644113860678,0.0
2019-05-22,1.0,-0.0,-0.2951908315184405,-0.0,-1.4626013067228392,-0.812488842871934,0.0
2019-05-23,1.0,-0.0,-0.29622749356959127,-0.0,-1.4588811088882538,-0.8173406687625036,0.0
2019-05-24,1.0,-0.0,-0.27960362158693947,-0.0,-1.4665644827832038,-0.8184216154559064,0.0
2019-05-28,1.0,-0.0,-0.2715864527629233,-0.000392156862745098,-1.4708021390374328,-0.8222816399286986,0.0
2019-05-29,1.0,-0.0,-0.278169014084507,-0.0008180395504339166,-1.473218096457533,-0.8044529805093185,0.0
2019-05-30,1.0,-0.0,-0.2764958936253422,-0.0,-1.4738151953638852,-0.8049560920112347,0.0
