Date,IWF,IWM,MIY,MTUM,SPY,VLUE,VXX
2018-09-24,-0.08861628891338029,-0.21269187151596466,1.0,-0.0,-0.15884805213474532,-0.13710926893158912,0.0
2018-09-25,-0.08923666560204407,-0.2124081763015011,1.0,-0.0,-0.15863941232832962,-0.13666560204407538,0.0
2018-09-26,-0.08923096576392436,-0.2123946090955544,1.0,-0.0,-0.15861331119059785,-0.13660896780786919,0.0
2018-09-27,-0.09053189282351627,-0.20982078738649604,1.0,-0.0,-0.15881780316933436,-0.136683529355441,0.0
2018-09-28,-0.09020096090919248,-0.21028268607639386,1.0,-0.0,-0.15890117958786254,-0.13679388338201728,0.0
2018-10-01,-0.0903125898017178,-0.21031961429164403,1.0,-0.0,-0.15897697883074172,-0.1368658003129091,0.0
2018-10-02,-0.09178751676994826,-0.20507251006196892,1.0,-0.0,-0.1611671883983901,-0.1391107136012266,0.0
2018-10-03,-0.09144618135947755,-0.20160633592539962,1.0,-0.0,-0.16237405591837387,-0.141328819838089,0.0
2018-10-04,-0.09314876019862368,-0.19911864731522727,1.0,-0.0,-0.16459900049496254,-0.13978700643451325,0.0
2018-10-05,-0.0924693520140105,-0.1984397388950804,1.0,-0.0,-0.16319057474924376,-0.13800350262697023,0.0
2018-10-08,-0.09133094954310687,-0.1968533969010727,1.0,-0.0,-0.16368692888359157,-0.1373222089789432,0.0
2018-10-09,-0.09663731495661051,-0.19951186830015313,1.0,-0.0,-0.1637155436447167,-0.13533690658499234,0.0
2018-10-10,-0.0981877931276521,-0.19884822767444088,1.0,-0.0,-0.16472577609035513,-0.1334747790575248,0.0
2018-10-11,-0.07371894169403309,-0.18963380630770182,1.0,-0.0,-0.15270462853956254,-0.1329698246483673,0.0
2018-10-12,-0.07477635904885695,-0.1844789356984479,1.0,-0.0,-0.1452404618090068,-0.12468843183729643,0.0
2018-10-15,-0.08255937121014414,-0.17891957446155263,1.0,-0.0,-0.14814018820711994,-0.12551235013278886,0.0
2018-10-16,-0.08327702702702702,-0.17804054054054055,1.0,-0.0,-0.14846437346437347,-0.1258445945945946,0.0
2018-10-17,-0.07706667071375453,-0.16565236526991547,1.0,-0.0,-0.14671199405078084,-0.12821174363721904,0.0
2018-10-18,-0.0771448952025376,-0.1659002261378986,1.0,-0.0,-0.14647361471565815,-0.1281852813064396,0.0
2018-10-19,-0.0720258685516619,-0.1595879079560836,1.0,-0.0,-0.14584147992179275,-0.1265453451646864,0.0
2018-10-22,-0.07180374746030552,-0.15498532620964708,1.0,-0.0,-0.14889005944766348,-0.12932500564376553,0.0
2018-10-23,-0.0731332952117254,-0.15502452824510188,1.0,-0.0,-0.1478466307520992,-0.12878081078640866,0.0
2018-10-24,-0.0725898545498257,-0.15200144248106742,1.0,-0.0,-0.14807969707897584,-0.1298984252915014,0.0
2018-10-25,-0.06141314698428046,-0.13457566035248097,1.0,-0.0,-0.15061750098888058,-0.11840196897112469,0.0
2018-10-26,-0.05639995341253202,-0.13102725366876308,1.0,-0.0,-0.15244293035173537,-0.11598823666433729,0.0
2018-10-29,-0.05001375197232234,-0.13240977982368524,1.0,-0.0,-0.14834759195726754,-0.11680491017790709,0.0
2018-10-30,-0.051628506466235104,-0.1325397170207528,1.0,-0.0,-0.1484120432723639,-0.1156246832051672,0.0
2018-10-31,-0.053574000979573023,-0.12524129188394942,1.0,-0.0,-0.147785876861909,-0.11394739116655622,0.0
2018-11-01,-0.050901867073574504,-0.12716829573754446,1.0,-0.0,-0.1475664704104107,-0.11389580664200268,0.0
2018-11-02,-0.05211427259552609,-0.12111689839725653,1.0,-0.0,-0.14901066104199848,-0.11262250154247916,0.0
2018-11-05,-0.05183495452067373,-0.1218329459699865,1.0,-0.0,-0.1490344609910763,-0.11196235402140542,0.0
2018-11-06,-0.04818947125641469,-0.12066828115089663,1.0,-0.0,-0.15418324396009916,-0.11846278037248457,0.0
2018-11-07,-0.04769184176749687,-0.12171731010513262,1.0,-0.0,-0.15386279401796915,-0.11887627810386353,0.0
2018-11-08,-0.044105612266873415,-0.12085971486410821,1.0,-0.0,-0.15187147348925356,-0.11887840806305724,0.0
2018-11-09,-0.043809140904326346,-0.12094539293252732,1.0,-0.0,-0.1522909696595494,-0.11883462803153225,0.0
2018-11-12,-0.0436802041372192,-0.11914216494401995,1.0,-0.0,-0.15250082429003542,-0.11822469429591295,0.0
2018-11-13,-0.035200272518238845,-0.11566412127061629,1.0,-0.0,-0.15262440741476707,-0.11587702614471854,0.0
