Date,AROC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4967463168306523,-1.569368525170493,-0.015773856004997658,-1.0409183195377165,-1.0831381123431725,0.0
2018-09-25,1.0,-0.49703310430980635,-1.5686550072871122,-0.01655215490318551,-1.0403914220278991,-1.0824484697064334,0.0
2018-09-26,1.0,-0.5116523751906991,-1.5916671050555,-0.029722762901783363,-1.0511862801830711,-1.0764374769845861,0.0
2018-09-27,1.0,-0.5131385326886694,-1.585190245953332,-0.03142737019129704,-1.0502943031322263,-1.0753626235022071,0.0
2018-09-28,1.0,-0.5178167271961682,-1.5844518132533294,-0.031843781251644825,-1.0523711774303912,-1.0770040528448865,0.0
2018-10-01,1.0,-0.5195071868583162,-1.5830042647291107,-0.03195914284209972,-1.0534407413257516,-1.077186331806455,0.0
2018-10-02,1.0,-0.5256241093576819,-1.5545468939673828,-0.04359529213068032,-1.064970707763762,-1.0891434000105558,0.0
2018-10-03,1.0,-0.5259157605827088,-1.5544178190647102,-0.04428375382666526,-1.0647102290720998,-1.088831415602238,0.0
2018-10-04,1.0,-0.5255053444808974,-1.5625463011958935,-0.04513705153984548,-1.0637633612022435,-1.0946131865805904,0.0
2018-10-05,1.0,-0.5036119166886369,-1.555602425520696,-0.021618771421038754,-1.0786712364882678,-1.1133667281834958,0.0
2018-10-08,1.0,-0.500184123310011,-1.550633910253038,-0.01620285128097217,-1.081750749644905,-1.1118943658267135,0.0
2018-10-09,1.0,-0.5023162771109708,-1.5520635923352284,-0.019898926089703096,-1.0805959149294588,-1.1094440934933671,0.0
2018-10-10,1.0,-0.5047383384226598,-1.5504369800989786,-0.022480783405285882,-1.082341792144888,-1.1047699273454776,0.0
2018-10-11,1.0,-0.41500305561214096,-1.5305051945406396,-0.0,-1.043898961091872,-1.1032796903646362,0.0
2018-10-12,1.0,-0.4111562986393533,-1.5205603253502034,-0.0,-1.0158156348847718,-1.073254004117086,0.0
2018-10-15,1.0,-0.38678347934918644,-1.5386232790988734,-0.0,-1.0092615769712139,-1.0715894868585731,0.0
2018-10-16,1.0,-0.3837028880324341,-1.5431703288452874,-0.0,-1.008008408829271,-1.0703738925872166,0.0
2018-10-17,1.0,-0.3468925440756427,-1.4828129616862011,-0.0,-1.0047276666994978,-1.0901703929872946,0.0
2018-10-18,1.0,-0.34820768206695923,-1.4872540801735616,-0.0,-1.0038459642029487,-1.0914156106700854,0.0
2018-10-19,1.0,-0.33905664101045985,-1.4955101638050128,-0.0,-1.0055752910992697,-1.0937438326425892,0.0
2018-10-22,1.0,-0.3397074809763811,-1.4793457851566358,-0.0,-1.0175412590176895,-1.1046051981421088,0.0
2018-10-23,1.0,-0.33853986456428253,-1.4798082151154168,-0.0,-1.0190302011764125,-1.1055805447086156,0.0
2018-10-24,1.0,-0.33725315073930734,-1.4924580728391386,-0.0,-1.0236181403195397,-1.1084648208792298,0.0
2018-10-25,1.0,-0.2747602294086462,-1.4270085305315918,-0.0,-1.050797628801388,-1.0669429852041061,0.0
2018-10-26,1.0,-0.24533791195688462,-1.4073067200839415,-0.0,-1.062622215863023,-1.054132684694997,0.0
2018-10-29,1.0,-0.21401461239206754,-1.4201062719423094,-0.0,-1.0491507733181518,-1.0609640383338077,0.0
2018-10-30,1.0,-0.2176760964495918,-1.4206853996582496,-0.0,-1.0496012910575279,-1.0586197076134423,0.0
2018-10-31,1.0,-0.21815083084789094,-1.4137196420962932,-0.0,-1.04682100080481,-1.055437201155139,0.0
2018-11-01,1.0,-0.18433398095057574,-1.4453395251859926,-0.0,-1.0492347059659763,-1.0598019238970762,0.0
2018-11-02,1.0,-0.18907978347846552,-1.4119557542951284,-0.0,-1.0544598729112733,-1.051494469286891,0.0
2018-11-05,1.0,-0.18427368123852994,-1.4255799727071667,-0.0,-1.0553856289115806,-1.0404216272175426,0.0
2018-11-06,1.0,-0.17697773567029843,-1.4252013263855992,-0.0,-1.073140691615348,-1.0618190431075318,0.0
2018-11-07,1.0,-0.17625302290293518,-1.4289439992413107,-0.0,-1.0728815970411114,-1.0637299065863721,0.0
2018-11-08,1.0,-0.13388157894736843,-1.4326127819548873,-0.0,-1.0596804511278197,-1.0730733082706767,0.0
2018-11-09,1.0,-0.1364363704819277,-1.4343938253012047,-0.0,-1.0602880271084336,-1.075207078313253,0.0
2018-11-12,1.0,-0.13429200430933533,-1.4128062204318703,-0.0,-1.0666541758396177,-1.07035458335285,0.0
2018-11-13,1.0,-0.09181256675799936,-1.4116472391213488,-0.0,-1.072586262945247,-1.0679886685552409,0.0
2018-11-14,1.0,-0.09033760186263097,-1.4173224679860301,-0.0,-1.0763678696158323,-1.0725494761350407,0.0
2018-11-15,1.0,-0.08794530741326388,-1.4176355687842992,-0.0,-1.0772021207329552,-1.0679471677053298,0.0
2018-11-16,1.0,-0.0886193596356708,-1.4147497560295552,-0.0,-1.0758399553882616,-1.0678470189135183,0.0
2018-11-19,1.0,-0.09032617786451073,-1.4140414459622712,-0.0,-1.0747142458879286,-1.067372920732274,0.0
2018-11-20,1.0,-0.017815826006478484,-1.4070337806571032,-0.0,-1.0904211013419713,-1.1122165664044426,0.0
2018-11-21,1.0,-0.015422748554117323,-1.4003947489213255,-0.0,-1.0847792160102818,-1.0895070228587165,0.0
2018-11-23,1.0,-0.015920352358230867,-1.397733529087906,-0.0,-1.08506147917049,-1.0892824371444303,0.0
2018-11-26,1.0,-0.016820625947883635,-1.3959740796911624,-0.0,-1.089526173077807,-1.0934326026012224,0.0
2018-11-27,1.0,-0.004799780581459133,-1.3977875297129274,-0.0,-1.0823276650210276,-1.0863046260742366,0.0
2018-11-28,1.0,-0.003935026309768931,-1.4079158087394188,-0.0,-1.0790208190345458,-1.084694577899794,0.0
2018-11-29,1.0,-0.0,-1.3810385380857608,-0.0,-1.0599330559073639,-1.08227790844943,0.0
2018-11-30,1.0,-0.0,-1.3835325004526524,-0.0,-1.0641861307260547,-1.0787615426398696,0.0
2018-12-03,1.0,-0.0,-1.3841176470588235,-0.0,-1.0631674208144797,-1.077601809954751,0.0
2018-12-04,1.0,-0.0,-1.3844588176760593,-0.0,-1.0618752544212764,-1.0767108417386584,0.0
2018-12-06,1.0,-0.0,-1.3188105726872248,-0.0,-1.046431718061674,-1.0400881057268723,0.0
2018-12-07,1.0,-0.0,-1.32466784765279,-0.0,-1.05044286979628,-1.0535872453498671,0.0
2018-12-10,1.0,-0.0,-1.3228874474053296,-0.0,-1.0361150070126226,-1.0238867461430576,0.0
2018-12-11,1.0,-0.0,-1.326744850002196,-0.0,-1.0296920982123248,-1.0358852725435936,0.0
2018-12-12,1.0,-0.0,-1.3267735558972105,-0.0,-1.0294311443004613,-1.036503404348781,0.0
2018-12-13,1.0,-0.0,-1.3325407309555262,-0.0,-1.0299427564949362,-1.0408630559225012,0.0
2018-12-14,1.0,-0.0,-1.3354625550660792,-0.0,-1.028590308370044,-1.0412334801762113,0.0
2018-12-17,1.0,-0.0,-1.3384506793718016,-0.0,-1.032909828833598,-1.0401446973707429,0.0
2018-12-18,1.0,-0.0,-1.3215662228451297,-0.0,-1.0204099509460407,-1.0378416257883671,0.0
2018-12-19,1.0,-0.0,-1.3233204700929662,-0.0,-1.0228468689703563,-1.0390720926153307,0.0
2018-12-20,1.0,-0.0,-1.3028292001397137,-0.0,-1.0318721620677611,-1.0313482361159623,0.0
2018-12-21,1.0,-0.0,-1.3012341387102382,-0.0,-1.028811055101686,-1.0155136450547542,0.0
2018-12-24,1.0,-0.0,-1.2733862616499827,-0.0,-1.0126855367621677,-1.0286934760096653,0.0
2018-12-26,1.0,-0.0,-1.280058149478365,-0.0,-0.9842654352659482,-1.0113733538566787,0.0
2018-12-27,1.0,-0.0,-1.2308869766672184,-0.0,-0.9069998345192785,-0.9991312262121463,0.0
2018-12-28,1.0,-0.0,-1.2551284189459642,-0.0,-0.91381754503002,-1.000542028018679,0.0
2018-12-31,1.0,-0.0,-1.2529190992493744,-0.0,-0.9152627189324437,-1.0019599666388657,0.0
2019-01-02,1.0,-0.0,-1.2554552294958616,-0.0,-0.9139704038123904,-1.0108268539419782,0.0
2019-01-03,1.0,-0.0,-1.2704703095922856,-0.0,-0.9036119099983082,-1.055320588732871,0.0
2019-01-04,1.0,-0.0,-1.2756981830417229,-0.0,-0.8711726110363393,-1.0590511440107673,0.0
2019-01-07,1.0,-0.0,-1.2495337560611712,-0.0,-0.8566455302747731,-1.0382112810311244,0.0
2019-01-08,1.0,-0.0,-1.253308442231902,-0.0,-0.8556316116988176,-1.039576851275669,0.0
2019-01-09,1.0,-0.0,-1.2536198813425714,-0.0,-0.8557026096336555,-1.0394971580301207,0.0
2019-01-10,1.0,-0.0,-1.2560109629998755,-0.0,-0.8554046758855529,-1.0412358290768657,0.0
2019-01-11,1.0,-0.0,-1.2404158004158004,-0.0,-0.8607484407484408,-1.056839916839917,0.0
2019-01-14,1.0,-0.0,-1.2346250878861822,-0.0,-0.853591959965259,-1.04764465031639,0.0
2019-01-15,1.0,-0.0,-1.2346382556987117,-0.0,-0.8536917740336968,-1.0411298315163529,0.0
2019-01-16,1.0,-0.0,-1.2251399407309844,-0.0,-0.8501810997695093,-1.0405828119855118,0.0
2019-01-17,1.0,-0.0,-1.1882008776206727,-0.0,-0.8393872907524784,-1.0354705021940518,0.0
2019-01-18,1.0,-0.0,-1.1799419673873064,-0.0,-0.849115206996608,-1.057705668396747,0.0
2019-01-22,1.0,-0.0,-1.270902731512325,-0.0,-0.7997168554297135,-1.0933127914723517,0.0
2019-01-23,1.0,-0.0,-1.2695338420703384,-0.0,-0.7952886529528865,-1.0824900464499005,0.0
2019-01-24,1.0,-0.0,-1.2909931678053657,-0.0,-0.7762456257290451,-1.098733544409265,0.0
2019-01-25,1.0,-0.0,-1.2812553083064377,-0.0,-0.7815950399184644,-1.183794802106336,0.0
2019-01-28,1.0,-0.0,-1.2505510342488981,-0.0,-0.815403526619193,-1.172770430654459,0.0
2019-01-29,1.0,-0.0,-1.2357148939793918,-0.0,-0.8346674614664055,-1.1875159669590394,0.0
2019-01-30,1.0,-0.0,-1.2321815631773556,-0.0,-0.8320795613923244,-1.1857707509881423,0.0
2019-01-31,1.0,-0.0,-1.2513243335611757,-0.0,-0.8321514012303485,-1.188568010936432,0.0
2019-02-01,1.0,-0.0,-1.2489037915914367,-0.0,-0.8530220961224314,-1.196887627890981,0.0
2019-02-04,1.0,-0.0,-1.2482370141038872,-0.0,-0.851608187134503,-1.200120399036808,0.0
2019-02-05,1.0,-0.0,-1.234560519347399,-0.0,-0.8463312548048176,-1.1900572307166652,0.0
2019-02-06,1.0,-0.0,-1.2319038864423448,-0.0,-0.840566078070888,-1.2030014109196632,0.0
2019-02-07,1.0,-0.0,-1.2383733321965984,-0.0,-0.832558932605823,-1.1918240334200094,0.0
2019-02-08,1.0,-0.0,-1.2440390396573737,-0.0,-0.7592966272701066,-1.1147716509492238,0.0
2019-02-11,1.0,-0.0,-1.2154176295807197,-0.0,-0.7576345328491251,-1.153763618355893,0.0
2019-02-12,1.0,-0.0,-1.2381306865177832,-0.0,-0.7599669148056245,-1.1375103391232424,0.0
2019-02-13,1.0,-0.0,-1.2216752809910574,-0.0,-0.7544097136762654,-1.1259742390680123,0.0
2019-02-14,1.0,-0.0,-1.1533325140305601,-0.0,-0.7982057269263857,-1.1449756257424932,0.0
2019-02-15,1.0,-0.0,-1.214515537816153,-0.0,-0.7522095059666843,-1.106097014621431,0.0
