Date,IWF,IWM,MTUM,MU,SPY,VLUE,VXX
2018-09-24,-0.8143755124350917,-1.1790653183930035,-0.45411314566821537,1.0,-0.931511341896693,-1.08690899152774,0.0
2018-09-25,-0.8189919090312705,-1.1763065821123988,-0.46074786792040234,1.0,-0.9289306800787229,-1.0819483927399955,0.0
2018-09-26,-0.8185000820524042,-1.1763579672884414,-0.4581806246923035,1.0,-0.9305836661014167,-1.086592637164269,0.0
2018-09-27,-0.8206263321856042,-1.1688254905175712,-0.46013007596873806,1.0,-0.9300978302453954,-1.0857517625840303,0.0
2018-09-28,-0.8218893505357533,-1.1681062759676362,-0.46041985567461186,1.0,-0.9305160726000438,-1.0858845396894818,0.0
2018-10-01,-0.8218346818281216,-1.1681062759676362,-0.46074786792040234,1.0,-0.9304067351847802,-1.0857752022742182,0.0
2018-10-02,-0.822137195955179,-1.1641432085269199,-0.4624760863623941,1.0,-0.930964744465701,-1.0862530746105492,0.0
2018-10-03,-0.8224641645694277,-1.1479374110953058,-0.45967830178356495,1.0,-0.9404748878433089,-1.100558047926469,0.0
2018-10-04,-0.8312428109766117,-1.1378101550090376,-0.46102864654653003,1.0,-0.9525661390151723,-1.094703401435066,0.0
2018-10-05,-0.8175417530837246,-1.1287523196157625,-0.4457482807553761,1.0,-0.9593385001637377,-1.1064840082960377,0.0
2018-10-08,-0.8149378949662236,-1.1240466332534322,-0.4410546960122031,1.0,-0.962246676835912,-1.1054696012203094,0.0
2018-10-09,-0.8155170535033235,-1.1243325705568268,-0.4417565653263594,1.0,-0.96186117467582,-1.104881769641495,0.0
2018-10-10,-0.8150692399956384,-1.126594700686948,-0.44002835023443465,1.0,-0.9624904590557192,-1.1077854105332026,0.0
2018-10-11,-0.7411726942007275,-1.1488337256580354,-0.3198159640487909,1.0,-0.9659212497325058,-1.174138668949283,0.0
2018-10-12,-0.7713722985201746,-1.1514425636111998,-0.3152879804109443,1.0,-0.9399020547216013,-1.1450548280634514,0.0
2018-10-15,-0.7479398160455101,-1.193311712478069,-0.2796001913977351,1.0,-0.9413578605986496,-1.1543410069647508,0.0
2018-10-16,-0.7455734566916574,-1.202903174349976,-0.27255809007284526,1.0,-0.9418301696176956,-1.1543042484181423,0.0
2018-10-17,-0.7217418644867158,-1.1480899229680868,-0.24372478121888594,1.0,-0.9462348687313316,-1.1804747681182204,0.0
2018-10-18,-0.723938932899638,-1.1527202140496302,-0.24164524421593828,1.0,-0.9458580347306018,-1.1821520381931694,0.0
2018-10-19,-0.7092102521358618,-1.1376849343613253,-0.22483850802250469,1.0,-0.9504063346530527,-1.1873306938945616,0.0
2018-10-22,-0.7090605950085969,-1.1385400927421456,-0.22716615432709844,1.0,-0.9494086385661439,-1.1860574167665296,0.0
2018-10-23,-0.7083116070497444,-1.1402127437689018,-0.22400667431431848,1.0,-0.9530712274481176,-1.1886536656585671,0.0
2018-10-24,-0.70802691284619,-1.1420226359985395,-0.22109216085119696,1.0,-0.9539456527408334,-1.1905805038335158,0.0
2018-10-25,-0.6725825262410629,-1.0845798894579382,-0.21535419096394706,1.0,-0.9454388722681406,-1.1527812991227624,0.0
2018-10-26,-0.6572963204658401,-1.0692736308418251,-0.19687766678379598,1.0,-0.9534159931730334,-1.1429145123236786,0.0
2018-10-29,-0.6450290058011603,-1.0759151830366074,-0.1837867573514703,1.0,-0.9467893578715743,-1.1494798959791959,0.0
2018-10-30,-0.6445789157831566,-1.076015203040608,-0.1833866773354671,1.0,-0.9468893778755751,-1.1500800160032008,0.0
2018-10-31,-0.6460911485512648,-1.0550171462650961,-0.1853784603150937,1.0,-0.9410069082053576,-1.1424879479151135,0.0
2018-11-01,-0.6511720499676505,-1.050913253371821,-0.18971781217339373,1.0,-0.9418703030906286,-1.1431344249241029,0.0
2018-11-02,-0.6510852250099561,-1.051921545201115,-0.18986459577857429,1.0,-0.9418060533651931,-1.1434189565909996,0.0
2018-11-05,-0.6447211155378485,-1.072808764940239,-0.18899402390438244,1.0,-0.9445219123505976,-1.12898406374502,0.0
2018-11-06,-0.6557205501295595,-1.0821207893163245,-0.18362567271277658,1.0,-0.9408012756627466,-1.120839146900538,0.0
2018-11-07,-0.6514593086960853,-1.081980276920012,-0.19100508018726967,1.0,-0.9369459109473056,-1.1192349835641,0.0
2018-11-08,-0.6270021752026894,-1.0884912003163931,-0.16363456594819062,1.0,-0.9313822424362271,-1.1331322918726519,0.0
2018-11-09,-0.6272803678251841,-1.0884461363524003,-0.16388985020022742,1.0,-0.9312305334453947,-1.1330399960448905,0.0
2018-11-12,-0.6263303113914073,-1.0744974379188017,-0.16293851005124163,1.0,-0.9336322428064643,-1.1296807252660623,0.0
2018-11-13,-0.6106679716173232,-1.07188646929288,-0.14220699779789575,1.0,-0.9370687545877171,-1.1317837044286763,0.0
2018-11-14,-0.61310223266745,-1.071141793967881,-0.1419898159028594,1.0,-0.9383568350959655,-1.1316098707403055,0.0
2018-11-15,-0.6148724727076907,-1.076222646497283,-0.13741616487981592,1.0,-0.9474714838204337,-1.1194987026974101,0.0
2018-11-16,-0.6157879263034104,-1.0784986279890239,-0.13867110936887495,1.0,-0.9482555860446883,-1.1187769502156015,0.0
2018-11-19,-0.6168471602881364,-1.075562307051502,-0.1483314548929289,1.0,-0.9434507766942716,-1.1160876169941687,0.0
2018-11-20,-0.6104232933692195,-1.0758991925617811,-0.13726449718620012,1.0,-0.9463665280156595,-1.123660386591632,0.0
2018-11-21,-0.6166690937333138,-1.0657735061404787,-0.145672540167953,1.0,-0.9400514538129217,-1.0858696179797098,0.0
2018-11-23,-0.6159775073925057,-1.0500751369431383,-0.1508071161956469,1.0,-0.9445440884192157,-1.0861893450967084,0.0
2018-11-26,-0.6156455990694067,-1.0570957735556417,-0.14870104691740985,1.0,-0.9420317952694843,-1.0833171772004653,0.0
2018-11-27,-0.611178262341053,-1.0714596528550016,-0.12454672919789199,1.0,-0.9443987816080839,-1.0833051298167578,0.0
2018-11-28,-0.6126130483145524,-1.0624365236736468,-0.1270493785365382,1.0,-0.9484934951878898,-1.085747448856217,0.0
2018-11-29,-0.5901796407185629,-1.0511137724550899,-0.10697005988023953,1.0,-0.9489820359281438,-1.0931736526946108,0.0
2018-11-30,-0.5895493767976989,-1.0520613614573344,-0.10656759348034515,1.0,-0.9493288590604027,-1.0963087248322148,0.0
2018-12-03,-0.5893430447074609,-1.0523743351382435,-0.10450908045426231,1.0,-0.9494465475106618,-1.096171354640855,0.0
2018-12-04,-0.5857300090922142,-1.0529262573575155,-0.10436904818873523,1.0,-0.9471694501603101,-1.0952289802363975,0.0
2018-12-06,-0.5644648203592815,-0.9860123502994013,-0.1397361526946108,1.0,-0.9267402694610778,-1.0611433383233533,0.0
2018-12-07,-0.5725458973398276,-0.985294117647059,-0.14612214312476582,1.0,-0.926423754215062,-1.0530629449231923,0.0
2018-12-10,-0.5583418628454453,-0.9862287149902299,-0.139155113054806,1.0,-0.924909277007537,-1.0438727086628827,0.0
2018-12-11,-0.5525078004936431,-0.9913379592977227,-0.13384249988357472,1.0,-0.9253015414706841,-1.0539281888883714,0.0
2018-12-12,-0.5543442813883065,-0.9910552061495458,-0.1353365944560913,1.0,-0.9264383880736082,-1.0515723270440251,0.0
2018-12-13,-0.5537809647979139,-0.9891506798286459,-0.13661761966846714,1.0,-0.926569193518346,-1.0502421307506054,0.0
2018-12-14,-0.5536754766233161,-0.9978091642194565,-0.13308162028620704,1.0,-0.9249988346618189,-1.0517410152426234,0.0
2018-12-17,-0.5417034524418011,-0.9992100738813252,-0.1203475674922169,1.0,-0.9143162492449235,-1.0710933506807303,0.0
2018-12-18,-0.5309492968171725,-0.9881106587712806,-0.10182272390821613,1.0,-0.9196428571428572,-1.0857235381199113,0.0
2018-12-19,-0.5339810316909553,-0.987323617857969,-0.1016886421466574,1.0,-0.9183437427712237,-1.0850798056904927,0.0
2018-12-20,-0.5397843465328128,-0.9984197806283697,-0.09379066741029932,1.0,-0.923405837516267,-1.092349879159695,0.0
2018-12-21,-0.5377380345642404,-1.005003938284761,-0.08608627160265023,1.0,-0.934902469536209,-1.069499142843905,0.0
2018-12-24,-0.5117852868060032,-0.9793757480894946,-0.09520301997974404,1.0,-0.9265721388454102,-1.090691464874321,0.0
2018-12-26,-0.5156042951793466,-0.9859721270276446,-0.08745716244002742,1.0,-0.9027187571395935,-1.0775873886223442,0.0
2018-12-27,-0.45700517264246876,-0.9492462089393873,-0.08700649896105044,1.0,-0.8335470179937221,-1.094257040541138,0.0
2018-12-28,-0.45853982300884955,-0.9480973451327432,-0.08761061946902655,1.0,-0.8346902654867256,-1.0958849557522123,0.0
2018-12-31,-0.46116053644934274,-0.9450714823175319,-0.08679679546762271,1.0,-0.8358341079095296,-1.0972425087416458,0.0
2019-01-02,-0.4604972131292577,-0.9462532071131557,-0.07904980978501283,1.0,-0.8362824029018844,-1.1014774838538441,0.0
2019-01-03,-0.4591312056737589,-0.9525265957446809,-0.06742021276595744,1.0,-0.8372783687943263,-1.1163120567375888,0.0
2019-01-04,-0.443870112657389,-0.9570134747073117,-0.06428098078197482,1.0,-0.8310580958692291,-1.1217141594875195,0.0
2019-01-07,-0.4101472568524391,-0.9220277138265063,-0.09617305938056557,1.0,-0.8176447591329656,-1.0978671647626081,0.0
2019-01-08,-0.41018848258490404,-0.920958916007991,-0.0964127508034396,1.0,-0.8178580734821506,-1.097498479979154,0.0
2019-01-09,-0.4054453080897998,-0.9037300794650224,-0.09301315732337488,1.0,-0.8246124451778194,-1.1155933822571542,0.0
2019-01-10,-0.403498059057007,-0.9153399921489946,-0.08941422776638898,1.0,-0.8284991494744188,-1.1249618353905875,0.0
2019-01-11,-0.4037117903930131,-0.904235807860262,-0.09327510917030568,1.0,-0.8307423580786025,-1.1348471615720523,0.0
2019-01-14,-0.40752871304423777,-0.9034018952792698,-0.09747150530590855,1.0,-0.8309533167387222,-1.127603825494563,0.0
2019-01-15,-0.4079776067179846,-0.9075839748075577,-0.10002624212736179,1.0,-0.831131910426872,-1.126924422673198,0.0
2019-01-16,-0.3867410539162272,-0.9289107788868065,-0.06080285925990499,1.0,-0.8120123785032471,-1.1701608333696552,0.0
2019-01-17,-0.38141234825740766,-0.9259887743114477,-0.06996475655919593,1.0,-0.8082930861941434,-1.1654266196754122,0.0
2019-01-18,-0.37756796922807934,-0.9190488679080339,-0.08178162426785558,1.0,-0.8130955503103418,-1.1795174403356936,0.0
2019-01-22,-0.1465034333212866,-0.9889772316588363,-0.0,1.0,-0.9634531984098301,-1.4185941452837008,0.0
2019-01-23,-0.1374072922680641,-1.0107918461606786,-0.0,1.0,-0.93209574987787,-1.3607940667051561,0.0
2019-01-24,-0.12997124529971246,-1.0188453881884538,-0.0,1.0,-0.9136474231364742,-1.3613802256138023,0.0
2019-01-25,-0.0,-1.0143523173964712,-0.0,1.0,-0.9769631593381479,-1.5794862418868267,0.0
2019-01-28,-0.0,-1.016171389080857,-0.0,1.0,-1.0018889656761114,-1.5891730016125318,0.0
2019-01-29,-0.0,-1.0139253930926362,-0.0,1.0,-1.0044266150228247,-1.5927514179001245,0.0
2019-01-30,-0.0,-1.0172127365020764,-0.0,1.0,-1.0078449469312414,-1.5896631287494232,0.0
2019-01-31,-0.0,-1.0335505337584916,-0.0,1.0,-0.9741670132630897,-1.6135680946439301,0.0
2019-02-01,-0.0,-1.0304796262892557,-0.0,1.0,-0.9852920771472179,-1.6093612691364876,0.0
2019-02-04,-0.0,-1.0243416172106823,-0.0,1.0,-0.9813149109792284,-1.6308419881305638,0.0
2019-02-05,-0.0,-1.0090761750405186,-0.0,1.0,-0.9620282472794628,-1.6595971289650382,0.0
2019-02-06,-0.0,-1.006854707980177,-0.0,1.0,-0.9597980640081516,-1.6649529896716226,0.0
2019-02-07,-0.0,-0.9987865776823635,-0.0,1.0,-0.9494562934615206,-1.7188127129322819,0.0
2019-02-08,-0.0,-0.9952267303102625,-0.0,1.0,-0.9505358229210539,-1.7339136131779682,0.0
2019-02-11,-0.0,-0.9879032258064516,-0.0,1.0,-0.9476275318829708,-1.7531414103525882,0.0
