Date,ALGN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7235673772736163,-0.766086446313319,-0.39780950518286723,-0.5994523762957168,-0.4246821826716214,0.0
2018-09-25,1.0,-0.7302582591997492,-0.7646666927930399,-0.40616059881647526,-0.5977975467335502,-0.4199945134616138,0.0
2018-09-26,1.0,-0.73126371903418,-0.7659532768893069,-0.40835685167764185,-0.5973659454374411,-0.4167842583882094,0.0
2018-09-27,1.0,-0.7313345091122869,-0.7653537135018618,-0.40854399372917893,-0.5972957084068196,-0.4167352537722908,0.0
2018-09-28,1.0,-0.7293642705965353,-0.7668730892843145,-0.40895194795014506,-0.5972015364113821,-0.417025946539155,0.0
2018-10-01,1.0,-0.7294034647644431,-0.7665595359410521,-0.40903033628596064,-0.5972799247471977,-0.41714352904287844,0.0
2018-10-02,1.0,-0.7293568993220206,-0.7636085746757063,-0.410157933926402,-0.5978367362934514,-0.4180350354665517,0.0
2018-10-03,1.0,-0.7344762205719703,-0.7911992415863486,-0.4129009322167799,-0.5984357718438932,-0.4130984357718439,0.0
2018-10-04,1.0,-0.7382014928320367,-0.7845661703724182,-0.4134512854942538,-0.6037676237115438,-0.4093440227479168,0.0
2018-10-05,1.0,-0.7468103653221333,-0.7936048815278548,-0.4142562802123782,-0.6032569934226167,-0.40431095966399877,0.0
2018-10-08,1.0,-0.74591428910609,-0.7913418542993945,-0.41217205492461717,-0.6045269280994024,-0.4031894266154881,0.0
2018-10-09,1.0,-0.7528781262405717,-0.7947995236204842,-0.42346169114728066,-0.601786423183803,-0.3969035331480746,0.0
2018-10-10,1.0,-0.7530369194124652,-0.7950377133783247,-0.4231838030964668,-0.601786423183803,-0.396744739976181,0.0
2018-10-11,1.0,-0.7377004301916308,-0.7912397340633556,-0.3964802502933125,-0.5918263590144701,-0.3936253421978882,0.0
2018-10-12,1.0,-0.7544056702428446,-0.7854293349858632,-0.39687826794221315,-0.5707424764708161,-0.3656609473643441,0.0
2018-10-15,1.0,-0.7609867732050736,-0.780458477173112,-0.4014972266397735,-0.5719328187424848,-0.36391140762577096,0.0
2018-10-16,1.0,-0.7660534401617984,-0.7699428260277702,-0.41161370619579163,-0.5745789739800086,-0.3671969196063941,0.0
2018-10-17,1.0,-0.7591499865016004,-0.7510895136719503,-0.405569053955031,-0.5717150680705002,-0.3691619422268502,0.0
2018-10-18,1.0,-0.7595556755505843,-0.751687430092182,-0.40521464110772554,-0.5714891811624947,-0.36911327959270257,0.0
2018-10-19,1.0,-0.7566198480313149,-0.7444546780259422,-0.3993783099240157,-0.5723386292117584,-0.3648015964387137,0.0
2018-10-22,1.0,-0.7539740579654364,-0.7566683345521727,-0.4092991031907933,-0.567376159501174,-0.36161040760555796,0.0
2018-10-23,1.0,-0.7551562259504387,-0.7560412498076035,-0.4123056795444051,-0.5645297829767585,-0.3599353547791288,0.0
2018-10-24,1.0,-0.7571516456474932,-0.7536142725315289,-0.4079898492771455,-0.5655183020609044,-0.3606967087050139,0.0
2018-10-25,1.0,-0.7428798066027047,-0.7259575432499812,-0.4066253682858654,-0.564591674850797,-0.3372365339578455,0.0
2018-10-26,1.0,-0.8073696969696971,-1.0876606060606062,-0.1984969696969697,-1.0507151515151516,-0.7042424242424242,0.0
2018-10-29,1.0,-0.7871713070378963,-1.108807037896365,-0.17556071152358854,-1.0447602474864655,-0.7174207269914926,0.0
2018-10-30,1.0,-0.806989404102265,-1.1146106736657917,-0.18542821036259358,-1.0487022455526394,-0.7048216195197823,0.0
2018-10-31,1.0,-0.8103140527763038,-1.0875584929326065,-0.18751507549809446,-1.0431762265425248,-0.6955955424767235,0.0
2018-11-01,1.0,-0.7879520402243281,-1.1268129955521176,-0.15756140011603173,-1.054873332044092,-0.7074550377103075,0.0
2018-11-02,1.0,-0.7902922906534405,-1.1107526363942795,-0.15577599075456253,-1.055954158039197,-0.7025569413011027,0.0
2018-11-05,1.0,-0.7867834624825528,-1.1198921884776434,-0.1556047552582182,-1.0561197477980457,-0.6946142368965683,0.0
2018-11-06,1.0,-0.7941756919374248,-1.1258243080625752,-0.1521540312876053,-1.0526594464500603,-0.6887123947051745,0.0
2018-11-07,1.0,-0.7912859478695776,-1.1247956141194575,-0.1566317206886602,-1.0494373376935653,-0.6869289218043666,0.0
2018-11-08,1.0,-0.7860634525064698,-1.124317070832934,-0.14952554394709094,-1.0469663567526117,-0.6856129588804754,0.0
2018-11-09,1.0,-0.784502587694077,-1.12392179413456,-0.15075714011884225,-1.0475848188614145,-0.6852118075522331,0.0
2018-11-12,1.0,-0.7840550616575853,-1.1154765318803175,-0.1497466781378453,-1.0488003058980977,-0.6815791989293567,0.0
2018-11-13,1.0,-0.7863803739658554,-1.1215628138300415,-0.13868298981397353,-1.05599923485247,-0.6795466500884703,0.0
2018-11-14,1.0,-0.7884311755418401,-1.1208076168604373,-0.13865365293526624,-1.0570307640782737,-0.6794890196641309,0.0
2018-11-15,1.0,-0.7900449459692072,-1.1246055273979152,-0.13488572248254757,-1.0643588027158841,-0.6676389021707947,0.0
2018-11-16,1.0,-0.7865693709162017,-1.1133686268898746,-0.13044307721657844,-1.0637668717508466,-0.6752038918300186,0.0
2018-11-19,1.0,-0.7865801278992077,-1.1155387992746015,-0.12651522382361363,-1.0667175718239954,-0.6770067767490694,0.0
2018-11-20,1.0,-0.8007296817243532,-1.1268302049829582,-0.12999855983870193,-1.0724401132926888,-0.6705391003792425,0.0
2018-11-21,1.0,-0.8202971011009086,-1.1334070477380895,-0.1392721503773857,-1.0885053603192154,-0.6260275948271717,0.0
2018-11-23,1.0,-0.8201086172922574,-1.13178257317249,-0.1399048397174028,-1.0884317777670975,-0.6258470706973615,0.0
2018-11-26,1.0,-0.820369657296881,-1.1459376203311513,-0.13568540623796688,-1.0872641509433962,-0.6239410858683095,0.0
2018-11-27,1.0,-0.816561242093157,-1.15205098715737,-0.11980065171554534,-1.0851063829787233,-0.6185068046770174,0.0
2018-11-28,1.0,-0.8157062038546362,-1.1591715408955796,-0.11851567743791351,-1.0829897401476654,-0.6179883018506088,0.0
2018-11-29,1.0,-0.8012933288954401,-1.1477342969901574,-0.10974276068660549,-1.077647282582854,-0.6184679758451809,0.0
2018-11-30,1.0,-0.8008101024541339,-1.1508220157255182,-0.10893495353824159,-1.0798189182749582,-0.6249225637360019,0.0
2018-12-03,1.0,-0.8004668000381062,-1.152662665523483,-0.10326760026674289,-1.0812613127560255,-0.6256073163761076,0.0
2018-12-04,1.0,-0.7933589853213624,-1.154291957626716,-0.104840625148449,-1.0766234383164694,-0.6212531471189018,0.0
2018-12-06,1.0,-0.7735849056603774,-1.0778301886792454,-0.1445153533111358,-1.0595172031076583,-0.5689974102848687,0.0
2018-12-07,1.0,-0.7729312179101716,-1.0788658124797632,-0.14269855219945418,-1.0608261251676765,-0.5702391414959064,0.0
