Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WTRE
2019-12-27,-0.3762322015334063,-0.4787331142752829,-3.182730923694779,-2.7072836801752462,-1.382438846294268,0.0,1.0
2019-12-30,-0.37129029312391565,-0.4788603780476669,-3.186649621039175,-2.711807140900375,-1.3830700392658206,0.0,1.0
2019-12-31,-0.34371017658838526,-0.4877116329874386,-3.1888767522301107,-2.7084471145093754,-1.3737484070635355,0.0,1.0
2020-01-02,-0.34316134316134317,-0.48794248794248796,-3.1884611884611886,-2.7084357084357085,-1.3720083720083718,0.0,1.0
2020-01-03,-0.29895691609977326,-0.5098412698412699,-3.2062585034013606,-2.6864399092970523,-1.368798185941043,0.0,1.0
2020-01-06,-0.25458840632382335,-0.5328002907504997,-3.2731237506814463,-2.685353443576231,-1.3400872251499183,0.0,1.0
2020-01-07,-0.25704161366527345,-0.5333454479374886,-3.2714882791204793,-2.6847174268580773,-1.3392694893694348,0.0,1.0
2020-01-08,-0.2583779856507129,-0.5327399872854418,-3.2689129052765415,-2.6815003178639545,-1.3403868858414314,0.0,1.0
2020-01-09,-0.2360593104702993,-0.5397070863276631,-3.280360229236787,-2.6832529791685618,-1.3573182934594743,0.0,1.0
2020-01-10,-0.21772359202984262,-0.5586388863615687,-3.271767810026385,-2.673551087253207,-1.3767628059321264,0.0,1.0
2020-01-13,-0.21985233798195242,-0.5590192325221037,-3.2882143833743505,-2.6735940205997633,-1.374168261781059,0.0,1.0
2020-01-14,-0.2057111676973445,-0.5513823208439432,-3.269916333212077,-2.6700618406693346,-1.3969625318297563,0.0,1.0
2020-01-15,-0.20183653059369033,-0.5554141285571416,-3.2684789526320572,-2.6656059641785617,-1.400309119010819,0.0,1.0
2020-01-16,-0.20370538552356732,-0.5508128235400963,-3.2581055308328035,-2.662882571973481,-1.4062301335028609,0.0,1.0
2020-01-17,-0.2011979308467193,-0.5156547781105364,-3.2633632816045015,-2.6712042835103005,-1.42381341319539,0.0,1.0
2020-01-21,-0.20029014416538216,-0.5224408377912775,-3.2550548553812675,-2.6669689001722734,-1.4222504306827455,0.0,1.0
2020-01-22,-0.19883942333847132,-0.5189047057756824,-3.2602230483271377,-2.666878230120591,-1.4221597606310634,0.0,1.0
2020-01-23,-0.20290776919582007,-0.5280327124034531,-3.2626987732848707,-2.683689232167197,-1.4093593820990458,0.0,1.0
2020-01-24,-0.2036347114947751,-0.5291231258518855,-3.2616992276238075,-2.683053157655611,-1.4092685143116765,0.0,1.0
2020-01-27,-0.16618523199133417,-0.501715111030872,-3.272522115905398,-2.6703376060660773,-1.4161400974905216,0.0,1.0
2020-01-28,-0.06350752878653676,-0.546235606731621,-3.3046944198405668,-2.6179805137289636,-1.3250664304694422,0.0,1.0
2020-01-29,-0.015782434239857333,-0.5691484618814088,-3.363085153811859,-2.6362906821221577,-1.332233615693268,0.0,1.0
2020-01-30,-0.0,-0.5953057669386632,-3.479783625194829,-2.6714036857064274,-1.4220225543229117,0.0,1.0
2020-01-31,-0.0,-0.5993306684019708,-3.5498745003253696,-2.7124663010132934,-1.4346007251092314,0.0,1.0
2020-02-03,-0.0,-0.5364710125326841,-3.453611035975115,-2.628166982237851,-1.39807050761879,0.0,1.0
2020-02-04,-0.0,-0.49792418772563174,-3.447202166064982,-2.6424187725631767,-1.437725631768953,0.0,1.0
2020-02-05,-0.0,-0.5021979007804791,-3.4594958284740285,-2.6194491791513412,-1.3898806853862027,0.0,1.0
2020-02-06,-0.0,-0.4949549066880971,-3.4878114117331904,-2.598089115099562,-1.3485132601125098,0.0,1.0
2020-02-07,-0.0,-0.5032125646974834,-3.480546135998572,-2.5927181866857043,-1.3472247010530072,0.0,1.0
2020-02-10,-0.0,-0.46973344031380937,-3.4914861371133097,-2.6053311937238117,-1.3483997503788892,0.0,1.0
2020-02-11,-0.0,-0.46802841918294846,-3.46056838365897,-2.59076376554174,-1.361722912966252,0.0,1.0
2020-02-12,-0.0,-0.46719346532895323,-3.460001775725828,-2.5920269910325846,-1.3594069075734707,0.0,1.0
2020-02-13,-0.0,-0.4684740925711228,-3.4727548381343087,-2.608757691964684,-1.3682333006331937,0.0,1.0
2020-02-14,-0.0,-0.4652220438737293,-3.470929195648297,-2.6114678080970215,-1.3698947743891565,0.0,1.0
2020-02-18,-0.0,-0.47606669057009676,-3.4674614557188956,-2.6154535675869486,-1.4048942273216207,0.0,1.0
2020-02-19,-0.0,-0.5089293891381995,-3.5679091491894863,-2.6857770858137195,-1.3957322099093326,0.0,1.0
2020-02-20,-0.0,-0.5080062219782231,-3.5670235154176964,-2.68084911702809,-1.3940891206880777,0.0,1.0
2020-02-21,-0.0,-0.5190972222222222,-3.561220760233918,-2.6677631578947367,-1.389345760233918,0.0,1.0
2020-02-24,-0.0,-0.5052641132691958,-3.5492829914685062,-2.6414049736794336,-1.3801052822653839,0.0,1.0
2020-02-25,-0.0,-0.632514375326712,-3.4991287680780623,-2.3470116745077543,-1.2336644014636697,0.0,1.0
2020-02-26,-0.0,-0.5343574496200859,-3.359266600594648,-2.2661876445325406,-1.0991906177733732,0.0,1.0
2020-02-27,-0.0,-0.5156739811912225,-3.3491998020128695,-2.3033327833690813,-1.0813397129186604,0.0,1.0
2020-02-28,-0.0,-0.7352737884955074,-3.0271868520082945,-1.9378695952691807,-0.9795714614852931,0.0,1.0
2020-03-02,-0.0,-0.6937480892693365,-3.008330785692449,-1.95704677468664,-0.983873433200856,0.0,1.0
2020-03-03,-0.0,-0.8272683163512857,-2.5357316143342343,-1.692382338670548,-0.8761350246066404,0.0,1.0
2020-03-04,-0.0,-0.8890163270813656,-2.537241937660235,-1.5567399811091622,-0.7636621238699232,0.0,1.0
2020-03-05,-0.0,-1.0862445414847162,-2.27343950680709,-1.4012972001027484,-0.6608014384793219,0.0,1.0
2020-03-06,-0.0,-1.100101432737416,-2.311588690249778,-1.3155192088246481,-0.6122733612273361,0.0,1.0
2020-03-09,-0.0,-1.0750720641684421,-2.298094999373355,-1.2939591427497181,-0.5993232234615867,0.0,1.0
2020-03-10,-0.2517427122940431,-0.5779467680608364,-1.912283481199831,-1.1474440219687367,-0.39152936206168143,0.0,1.0
2020-03-11,-0.11443210930828353,-0.7441603456070729,-1.8782840206962377,-1.0016074747576231,-0.2848244336163159,0.0,1.0
2020-03-12,-0.1571799103984909,-0.58604102805942,-1.7191700070738034,-0.9700542324923367,-0.28337656213157275,0.0,1.0
2020-03-13,-0.35778138967899226,-0.41308411214953267,-1.2937017472572125,-0.7862657456318569,-0.21251523770824868,0.0,1.0
2020-03-16,-0.2606597549481621,-0.5845805843543826,-1.1742130065975496,-0.7013383600377003,-0.049198868991517444,0.0,1.0
2020-03-17,-0.3636241067817177,-0.4215653229068356,-0.7596737225293245,-0.6198260752325738,-0.20594580018875558,0.0,1.0
2020-03-18,-0.3548205535690637,-0.427757912859224,-0.7124884121308437,-0.5983975632366575,-0.21735531717653292,0.0,1.0
2020-03-19,-0.3733115313521968,-0.5612114318214133,-0.7834849992890658,-0.6542727143466515,-0.18235461396274705,0.0,1.0
2020-03-20,-0.41552579550117513,-0.7750587533107025,-0.758757041071362,-0.6870966538590667,-0.09393068974521582,0.0,1.0
2020-03-23,-0.41780746097929966,-0.8433268145086898,-0.6748459466440353,-0.675989815873953,-0.07793070366407144,0.0,1.0
2020-03-24,-0.42927656948943393,-0.8228829245719574,-0.7691655097948481,-0.7270939379916705,-0.1078590158877063,0.0,1.0
2020-03-25,-0.41953725606150205,-0.7945002956830278,-0.6872782377291543,-0.6980706682436428,-0.09665138971023063,0.0,1.0
2020-03-26,-0.4137307038924588,-0.7926730186867567,-0.6880124085973852,-0.6976142994312726,-0.10096757515326094,0.0,1.0
2020-03-27,-0.40702606678026315,-0.7827284921872167,-0.6567450966174817,-0.6970597831997969,-0.08182576224486096,0.0,1.0
2020-03-30,-0.40793869843114466,-0.7921993027309704,-0.6519828588030215,-0.7031885531667635,-0.07630011621150494,0.0,1.0
2020-03-31,-0.3912334721970657,-0.8131135663829016,-0.6560405723600797,-0.6900199239268249,-0.07212461510595906,0.0,1.0
2020-04-01,-0.38990278631057784,-0.82454555310614,-0.6515124137183332,-0.685410718803079,-0.06252032814137544,0.0,1.0
2020-04-02,-0.3872072072072072,-0.8242162162162162,-0.6514594594594594,-0.6883603603603603,-0.052360360360360354,0.0,1.0
2020-04-03,-0.38887487840905,-0.8235039809777714,-0.6510069532009943,-0.6911409734481393,-0.04813200273804807,0.0,1.0
2020-04-06,-0.39233999420793514,-0.8386547929336808,-0.6538517231392992,-0.6904141326382855,-0.04477990153489719,0.0,1.0
2020-04-07,-0.3826261611850364,-0.8288081489186184,-0.6462824145475413,-0.6861662063771027,-0.04275312937125641,0.0,1.0
2020-04-08,-0.38121190390821086,-0.8253495876658301,-0.644532090354966,-0.6870204374327716,-0.04736464682681965,0.0,1.0
2020-04-09,-0.38862914450908315,-0.8073807059495343,-0.6588386452050394,-0.6843927335022664,-0.029765516256825726,0.0,1.0
2020-04-13,-0.37624011502516175,-0.858411214953271,-0.6500718907260964,-0.688353702372394,-0.021423436376707405,0.0,1.0
2020-04-14,-0.3715294032914401,-0.8722676365731571,-0.6403183405956282,-0.6915265223810725,-0.025532068133530195,0.0,1.0
2020-04-15,-0.3389070293157272,-0.8965158419749543,-0.6150561555850587,-0.6943916179267287,-0.04338153503893215,0.0,1.0
2020-04-16,-0.3392185653404004,-0.8974680371020306,-0.6192744332629015,-0.693800809368621,-0.031515238333989906,0.0,1.0
2020-04-17,-0.32780721856201667,-0.9277785734746492,-0.5942065310799198,-0.691886279003151,-0.03895731881982241,0.0,1.0
2020-04-20,-0.32581981853254266,-0.9280202900621561,-0.5969850682289061,-0.6862541973279989,-0.03515038936915053,0.0,1.0
2020-04-21,-0.3316682239631999,-0.9237763243010134,-0.5939049809530654,-0.6989506217206929,-0.0454251419535686,0.0,1.0
2020-04-22,-0.31902564652859755,-0.9376184855313516,-0.5837178524162107,-0.6981435776370856,-0.03845190828772758,0.0,1.0
2020-04-23,-0.3122656668452062,-0.9435815033029815,-0.5794679521514016,-0.696411355115158,-0.03906445277628995,0.0,1.0
2020-04-24,-0.3143979992854591,-0.9383708467309754,-0.5829224723115398,-0.6983565559128261,-0.03865666309396213,0.0,1.0
2020-04-27,-0.33655561104373266,-0.9441749304416066,-0.5445173717628594,-0.6960833273881716,-0.04576585574659343,0.0,1.0
2020-04-28,-0.3514014692247343,-0.9201198202695957,-0.5476428214820627,-0.7058341059838813,-0.04108123528992226,0.0,1.0
2020-04-29,-0.3616238797443496,-0.912450458813868,-0.5539329453350949,-0.7099296604420324,-0.03259899310886564,0.0,1.0
2020-04-30,-0.3624767757610404,-0.9179291124767758,-0.5560597398885235,-0.7126268400743174,-0.023867371730741747,0.0,1.0
2020-05-01,-0.3416789396170839,-0.9511835913646322,-0.5548690685728653,-0.7067064190524084,-0.03764503035310176,0.0,1.0
2020-05-04,-0.34709293999713586,-0.950272089359874,-0.5502649291135615,-0.7097952169554632,-0.022733782042102246,0.0,1.0
2020-05-05,-0.35133778064701243,-0.9541639767591994,-0.5556990172871387,-0.7078043181981206,-0.017574062118929774,0.0,1.0
2020-05-06,-0.34784797382330734,-0.9551256696990398,-0.5454316637301786,-0.7158318650893531,-0.03149832799971234,0.0,1.0
2020-05-07,-0.364350300803343,-0.9633272091934146,-0.543319283835873,-0.7120573507691199,-0.019381101624698298,0.0,1.0
2020-05-08,-0.37611918657338606,-0.96657846086925,-0.5396744843585747,-0.7245079203972885,-0.01805198100554609,0.0,1.0
2020-05-11,-0.37413512044919395,-0.9611664553522913,-0.5415323310994385,-0.7270784278210468,-0.01858358992936062,0.0,1.0
2020-05-12,-0.369304556354916,-0.9669355424751108,-0.5211830535571543,-0.7372647336676114,-0.038805319380858946,0.0,1.0
2020-05-13,-0.3668989041294724,-0.9656724000290298,-0.5236591915233326,-0.7416358226286378,-0.030844038028884538,0.0,1.0
2020-05-14,-0.36747490123591026,-0.9624877677503535,-0.5309340002174623,-0.745025551810373,-0.018484288354898338,0.0,1.0
2020-05-15,-0.38554565862843077,-0.9611485263234124,-0.5335288579911652,-0.7406039539430807,-0.0,0.0,1.0
2020-05-18,-0.3897383868396261,-0.9541633451699398,-0.51913182114646,-0.7391839988404957,-0.021233422711790708,0.0,1.0
2020-05-19,-0.3943187986249322,-0.9399674326035824,-0.5421024063687353,-0.7422109643567939,-0.0,0.0,1.0
2020-05-20,-0.3984869873674304,-0.9318420385854417,-0.5479422304267564,-0.7413761899590979,-0.0,0.0,1.0
2020-05-21,-0.40619011461836063,-0.9340492461221391,-0.5421412300683371,-0.7333405647756446,-0.0,0.0,1.0
2020-05-22,-0.38883314220183485,-0.9368190940366972,-0.5389549885321101,-0.719108371559633,-0.0,0.0,1.0
2020-05-26,-0.3889705091912423,-0.9366467194610673,-0.5382162181531516,-0.7194969004192496,-0.0,0.0,1.0
2020-05-27,-0.3834141087775983,-0.95239633817986,-0.5156704361873989,-0.7305331179321486,-0.008005744031592174,0.0,1.0
2020-05-28,-0.3897721155571505,-0.9484658173335726,-0.5190023326753992,-0.7315270052036604,-0.0,0.0,1.0
2020-05-29,-0.3883589155071009,-0.9520154927557022,-0.5177879787691867,-0.7281236551427342,-0.0,0.0,1.0
2020-06-01,-0.38827536751523845,-0.9562925779849409,-0.5124775905342417,-0.7284689852993905,-0.0,0.0,1.0
2020-06-02,-0.3886040090364686,-0.9557499910352494,-0.5120665543084592,-0.7294796858751389,-0.0,0.0,1.0
2020-06-03,-0.3907575104211585,-0.9570217047577978,-0.5076182262469454,-0.7358775334195773,-0.002227971826936898,0.0,1.0
2020-06-04,-0.39223623811761305,-0.9690606137275454,-0.48892182021903347,-0.7495933783930313,-0.01456608956518596,0.0,1.0
2020-06-05,-0.3903884372177055,-0.9669015356820235,-0.486720867208672,-0.7491960252935863,-0.02012646793134598,0.0,1.0
2020-06-08,-0.3909527419762446,-0.9740062818152279,-0.48395248925954004,-0.7458030975847504,-0.01552402613812773,0.0,1.0
2020-06-09,-0.39559487272070776,-0.9715833182884998,-0.48568333634230004,-0.7461635674309443,-0.011734970211229464,0.0,1.0
2020-06-10,-0.39780442004911165,-0.9717969088545428,-0.4901415571284125,-0.7472916365737398,-0.004116712407915644,0.0,1.0
2020-06-11,-0.39105156723963597,-0.9853026144734941,-0.4785136501516683,-0.7452332803697819,-0.01105012277914199,0.0,1.0
2020-06-12,-0.3896071249012426,-0.9627953745600805,-0.4858507505566329,-0.7291172879408173,-0.023809523809523808,0.0,1.0
2020-06-15,-0.3933137029589199,-0.9602844010341856,-0.48671358804941106,-0.7302499281815571,-0.020360528583740302,0.0,1.0
2020-06-16,-0.39653191642133984,-0.9492711998276727,-0.48265958210669924,-0.7358009621598334,-0.025884971637825806,0.0,1.0
2020-06-17,-0.3928904178312908,-0.9445280584820469,-0.4852003153443704,-0.7341073604242815,-0.02673260230774744,0.0,1.0
2020-06-18,-0.39239009709433553,-0.944537995772276,-0.48529253699258346,-0.7338683673103794,-0.026727813406900502,0.0,1.0
2020-06-19,-0.39528795811518325,-0.9456358029118553,-0.48558416409667937,-0.7349924693394535,-0.024528437208635158,0.0,1.0
2020-06-22,-0.3953955389801334,-0.9458868249300725,-0.484866958330345,-0.7356020942408378,-0.02431327547873485,0.0,1.0
2020-06-23,-0.3937688226014628,-0.943101964721067,-0.4843682776423347,-0.7361609063530762,-0.027857450164921842,0.0,1.0
2020-06-24,-0.3929736511919699,-0.9415665889944436,-0.48471052159885286,-0.7361892812331959,-0.029395949094819865,0.0,1.0
2020-06-25,-0.392051364826572,-0.9462678001363033,-0.4834463216040748,-0.7396965457871516,-0.025431328239893827,0.0,1.0
2020-06-26,-0.39200918155082126,-0.9456638691629008,-0.4835377663008392,-0.7399038806398394,-0.025464457356000288,0.0,1.0
2020-06-29,-0.3816777515554602,-0.9424300936851892,-0.48709146821139954,-0.7328541800758063,-0.031717085031824355,0.0,1.0
2020-06-30,-0.3823739721129782,-0.940328923846979,-0.4879156238827315,-0.7331069002502681,-0.03153378619949946,0.0,1.0
2020-07-01,-0.3794583765606554,-0.9404715057417808,-0.4933638607662863,-0.7311916431152291,-0.032948162987872495,0.0,1.0
2020-07-02,-0.3734371651068086,-0.9409873544330927,-0.4887833107094377,-0.7271915410445094,-0.04179467028648996,0.0,1.0
2020-07-06,-0.3779899174085595,-0.9421144838928814,-0.4871464836068505,-0.7289141549572741,-0.0392219957810433,0.0,1.0
2020-07-07,-0.37117857142857136,-0.9490357142857143,-0.48071428571428565,-0.7302142857142857,-0.040321428571428564,0.0,1.0
2020-07-08,-0.37340135076878866,-0.9567107343009053,-0.47506825693346744,-0.7391148153470326,-0.04817502514729128,0.0,1.0
2020-07-09,-0.36922634868184756,-0.9554629696142518,-0.47367286832842465,-0.7397816248832698,-0.0535521873428633,0.0,1.0
2020-07-10,-0.3643845462713387,-0.9643486073674753,-0.46673854447439356,-0.7409523809523809,-0.05746630727762803,0.0,1.0
2020-07-13,-0.35339917814144617,-0.9657198471631461,-0.46763030783649345,-0.7445389661884507,-0.07339052699877442,0.0,1.0
2020-07-14,-0.28988299586632105,-1.0122609122118686,-0.4279408673719611,-0.6994675260982274,-0.07356547327121138,0.0,1.0
2020-07-15,-0.2907396377141656,-1.0104761571073193,-0.4287866577905469,-0.6988893171227357,-0.0748747415998038,0.0,1.0
2020-07-16,-0.25688612407119404,-1.0498012787281839,-0.38099187834802145,-0.6761016070502851,-0.0922412303438742,0.0,1.0
2020-07-17,-0.25074194216302026,-1.0457588515425496,-0.3787355925184623,-0.6763751811719236,-0.09924770515563532,0.0,1.0
2020-07-20,-0.2643013062610443,-1.040054052181144,-0.38377048612314196,-0.6772114618343094,-0.09958074910779253,0.0,1.0
2020-07-21,-0.24649360447172594,-1.0448201364836598,-0.36229896094098285,-0.6612256095469977,-0.11436507664346215,0.0,1.0
2020-07-22,-0.24816516907881198,-1.0429041772412375,-0.3639481445915358,-0.660847794773304,-0.1137252212085877,0.0,1.0
2020-07-23,-0.24290501265130277,-1.0426383095124119,-0.3621349928195309,-0.6550297476577993,-0.11656294877932026,0.0,1.0
2020-07-24,-0.2302543964486939,-1.0504012292982756,-0.3532183711797849,-0.6513573501792727,-0.12945193785214273,0.0,1.0
2020-07-27,-0.23345745225976156,-1.0495678611689954,-0.3530898780446145,-0.6534349058859701,-0.12653298261196325,0.0,1.0
2020-07-28,-0.2343835429196282,-1.0444573537452158,-0.34954209950792786,-0.6571555494805905,-0.1316293056314926,0.0,1.0
2020-07-29,-0.23979434447300768,-1.030642673521851,-0.34848329048843185,-0.659331619537275,-0.14930591259640102,0.0,1.0
2020-07-30,-0.23847022973944604,-1.0344780360872394,-0.3451569829150546,-0.655356592597665,-0.15037491012428528,0.0,1.0
2020-07-31,-0.23748843900935154,-1.0383996163463844,-0.34456890350426467,-0.6540951597985818,-0.15092659199123076,0.0,1.0
2020-08-03,-0.21374334306820136,-1.056175914791273,-0.35842638721869097,-0.6465212162858616,-0.16100326404397872,0.0,1.0
2020-08-04,-0.21167657468815507,-1.0479364970275937,-0.35641386893921173,-0.6523487165389507,-0.1679667365382633,0.0,1.0
2020-08-05,-0.2170785434019412,-1.0459145040269842,-0.3577820609898809,-0.655365870448131,-0.16576030839127143,0.0,1.0
2020-08-06,-0.21670397795763735,-1.0530394351644567,-0.35539865679352506,-0.6564491131393146,-0.16249354227656276,0.0,1.0
2020-08-07,-0.22034717189495115,-1.0541463919660419,-0.3570072816371605,-0.6501018048797321,-0.16941022190012767,0.0,1.0
2020-08-10,-0.2105335865998964,-1.0628216197547922,-0.3540666551545502,-0.6515282334657228,-0.17465031946123294,0.0,1.0
2020-08-11,-0.20531951640759932,-1.0654922279792747,-0.3466321243523316,-0.650777202072539,-0.18601036269430055,0.0,1.0
2020-08-12,-0.1993237415036401,-1.068798951109271,-0.3417520615533244,-0.6503812579788152,-0.19004243867094503,0.0,1.0
2020-08-13,-0.19335587139506002,-1.080102111218435,-0.32178832620394643,-0.6515799641230853,-0.2029115496067338,0.0,1.0
2020-08-14,-0.19272162814763713,-1.0794756812694033,-0.32149016902380134,-0.6514315281131424,-0.20431183166609176,0.0,1.0
2020-08-17,-0.19534402483186758,-1.0847732367649594,-0.3194688739437834,-0.64831867563373,-0.2009311950336265,0.0,1.0
2020-08-18,-0.19551724137931037,-1.0826206896551724,-0.30982758620689654,-0.6533103448275862,-0.2070344827586207,0.0,1.0
2020-08-19,-0.20112541857976318,-1.079469741429903,-0.31028411640832676,-0.6541581799979287,-0.20716677598646738,0.0,1.0
2020-08-20,-0.19914376467338765,-1.080375638723933,-0.30962574230078715,-0.653604474520094,-0.20977765502002485,0.0,1.0
2020-08-21,-0.20294960798535558,-1.0783338514143612,-0.3167202017062135,-0.6538182571754222,-0.20205160087037613,0.0,1.0
2020-08-24,-0.20402874714947133,-1.0798493538801741,-0.32838089973049545,-0.6528919908783083,-0.19003524289959228,0.0,1.0
2020-08-25,-0.20300777873811582,-1.0840795159896284,-0.32172860847018153,-0.6543820224719101,-0.19398444252376837,0.0,1.0
2020-08-26,-0.20145203111495247,-1.0842178046672428,-0.32159031979256697,-0.6546931719965428,-0.19526361279170268,0.0,1.0
2020-08-27,-0.19299699575261575,-1.0887461583618219,-0.32034945958078664,-0.6508512034255326,-0.20021409579060048,0.0,1.0
2020-08-28,-0.19040888092118874,-1.094049506998552,-0.3172447079914501,-0.6482451906502104,-0.1976487623250362,0.0,1.0
2020-08-31,-0.189176162770682,-1.095638103762867,-0.3123214101284125,-0.6467793575928668,-0.1987812855028058,0.0,1.0
2020-09-01,-0.18693841016283955,-1.099218507935415,-0.3039556580714015,-0.6528729300788377,-0.19971081350914036,0.0,1.0
2020-09-02,-0.1868351292732468,-1.0995627775673908,-0.3039212311082039,-0.6528040761524426,-0.19957310565635006,0.0,1.0
2020-09-03,-0.18709122203098108,-1.098726333907057,-0.30464716006884685,-0.6514629948364888,-0.20041308089500862,0.0,1.0
2020-09-04,-0.14643150123051685,-1.1073625922887613,-0.2723543888433142,-0.6609242548537053,-0.23102953240360952,0.0,1.0
2020-09-08,-0.14325727558409618,-1.1079382429293618,-0.2667031015166006,-0.6556906681240606,-0.24214373548298945,0.0,1.0
2020-09-09,-0.12222753019859414,-1.1190199959052753,-0.23449123046475126,-0.6657681020951342,-0.2707636661434519,0.0,1.0
2020-09-10,-0.21668665285802538,-1.1161742795886478,-0.33522293687997384,-0.7454122606199354,-0.22032050583233403,0.0,1.0
2020-09-11,-0.21325029137529133,-1.1258377039627039,-0.3404720279720279,-0.7448280885780885,-0.21776660839160839,0.0,1.0
2020-09-14,-0.2101409682001967,-1.1213346446654282,-0.33967143845845627,-0.7466214985611773,-0.22478417659272212,0.0,1.0
2020-09-15,-0.21932162547007922,-1.1022673336010806,-0.32885464967687755,-0.7651977071086932,-0.23542298002847856,0.0,1.0
2020-09-16,-0.22595749350696856,-1.0839887332187146,-0.3385155649851849,-0.767384863006182,-0.2422723780956213,0.0,1.0
2020-09-17,-0.22223439211391022,-1.0828769623950347,-0.335487404162103,-0.7633442862358525,-0.24702446148229282,0.0,1.0
2020-09-18,-0.2223883863437409,-1.082688940764517,-0.3337831922964692,-0.7606142398599357,-0.24803034724248615,0.0,1.0
2020-09-21,-0.21897224552317737,-1.0864364127065174,-0.33859732302418033,-0.7561544914110653,-0.24694554870710095,0.0,1.0
2020-09-22,-0.2513872046448389,-1.0466321243523318,-0.37302024767574327,-0.764708043949583,-0.2390034174842906,0.0,1.0
2020-09-23,-0.2371674231521458,-1.042695302409683,-0.38676703937414664,-0.76648584818628,-0.2570943577253773,0.0,1.0
2020-09-24,-0.23172124203469738,-1.041843161810748,-0.38340270359865924,-0.7676525838889093,-0.2587203948580058,0.0,1.0
2020-09-25,-0.23067281105990783,-1.0457880184331796,-0.3829677419354839,-0.7660092165898618,-0.26123502304147467,0.0,1.0
2020-09-28,-0.2271137777450583,-1.0427356719549452,-0.37619170316928624,-0.7657820149446019,-0.26911326241395805,0.0,1.0
2020-09-29,-0.22728778010817968,-1.0412113183942304,-0.37597968870736287,-0.7658681973727783,-0.26927181072230194,0.0,1.0
2020-09-30,-0.22744333235207534,-1.0406240800706505,-0.37676626435089783,-0.7653444215484251,-0.2695392993818075,0.0,1.0
2020-10-01,-0.22707873436350257,-1.043708609271523,-0.37612214863870497,-0.7646431199411332,-0.26762325239146434,0.0,1.0
2020-10-02,-0.31042543244506776,-1.089527816736793,-0.44545737883746295,-0.8192301698613058,-0.23129967274427302,0.0,1.0
2020-10-05,-0.29844765202505547,-1.0995603626035872,-0.43314010037738787,-0.8191261720421742,-0.24036104734855857,0.0,1.0
2020-10-06,-0.301236199657907,-1.0889830508474574,-0.42971544083346286,-0.8235888664282381,-0.2438967501166226,0.0,1.0
2020-10-07,-0.29480307620601254,-1.0977239182785674,-0.42814417773634733,-0.8163986638701156,-0.2470675056319428,0.0,1.0
