Date,IWF,IWM,MTUM,NATI,SPY,VLUE,VXX
2018-09-24,-0.5804295942720764,-1.0293339119114777,-0.18420481666305058,1.0,-0.8028639618138425,-0.7425037969190714,0.0
2018-09-25,-0.5816273421235254,-1.0275416377515616,-0.18654580152671757,1.0,-0.8013098542678696,-0.7402411519777932,0.0
2018-09-26,-0.5841910966340933,-1.031226927252986,-0.19053203040173722,1.0,-0.8016503800217155,-0.7355048859934853,0.0
2018-09-27,-0.5846788194444444,-1.0282986111111112,-0.19127604166666667,1.0,-0.8010850694444445,-0.7349392361111111,0.0
2018-09-28,-0.5814024257705517,-1.0343433465200191,-0.19214885014998045,1.0,-0.8025909663956875,-0.7367734643307394,0.0
2018-10-01,-0.5812790748228339,-1.0345202382505108,-0.1925568453545498,1.0,-0.8024433720273032,-0.7368375288030955,0.0
2018-10-02,-0.5813114183842074,-1.0356552743716845,-0.19271240977476303,1.0,-0.8020262631533177,-0.736542308026785,0.0
2018-10-03,-0.5811415902273616,-1.0342564013389557,-0.19284441159848714,1.0,-0.8020692953093074,-0.7369473546928661,0.0
2018-10-04,-0.5867437915887445,-1.026529813421476,-0.19379811246901232,1.0,-0.8095507328317314,-0.7325272909146262,0.0
2018-10-05,-0.5727091633466136,-1.0187943876667245,-0.17815693746752123,1.0,-0.8182054391131128,-0.7426381430798545,0.0
2018-10-08,-0.5706075533661741,-1.0152104398928357,-0.17526575058335495,1.0,-0.8190303344568317,-0.7410336185290813,0.0
2018-10-09,-0.5711569212152643,-1.0156013656597087,-0.17602316435455292,1.0,-0.8187043519598945,-0.7402653528674532,0.0
2018-10-10,-0.5733488934993084,-1.014133817427386,-0.1782503457814661,1.0,-0.8201504149377593,-0.7363848547717842,0.0
2018-10-11,-0.5178459349763588,-1.0077827524164191,-0.10297501987530859,1.0,-0.8048872337754718,-0.7508263944098079,0.0
2018-10-12,-0.5211308295501444,-0.9973999174576971,-0.09673957903425506,1.0,-0.7848534874122989,-0.7269913330581924,0.0
2018-10-15,-0.5087690407575134,-1.0160559901193906,-0.07846850555784274,1.0,-0.7846027171675587,-0.7290654590366406,0.0
2018-10-16,-0.5105681677722385,-1.0120308186724898,-0.08223806188455357,1.0,-0.7853405298504388,-0.7300070042437476,0.0
2018-10-17,-0.4960875734846949,-0.9782688019460775,-0.07301844719237786,1.0,-0.7769308737076829,-0.7300222988039732,0.0
2018-10-18,-0.49641133773975105,-0.9790762742792263,-0.07250314261384372,1.0,-0.7768135923117473,-0.7302218077125826,0.0
2018-10-19,-0.4842096793659733,-0.9678159069879712,-0.059098040793337886,1.0,-0.7812688578669993,-0.7306191414893188,0.0
2018-10-22,-0.4858441245073595,-0.9624788868334272,-0.054693155312474866,1.0,-0.7848065631786375,-0.7337328078500764,0.0
2018-10-23,-0.48657232451555843,-0.9618477124708531,-0.056766101149794974,1.0,-0.7827048323550696,-0.7323309479778082,0.0
2018-10-24,-0.488007713631433,-0.9588204571933632,-0.04881282391225744,1.0,-0.7857056767506327,-0.736169699891527,0.0
2018-10-25,-0.44947708098440964,-0.9040861552816765,-0.03848994984642899,1.0,-0.7961587807628008,-0.6996228762489795,0.0
2018-10-26,-0.4352529063053353,-0.8929093848641158,-0.017553314342905534,1.0,-0.8098006005081222,-0.6939333282007853,0.0
2018-10-29,-0.438388398002305,-1.2794852093737994,-0.0,1.0,-1.062524010756819,-1.0217537456780637,0.0
2018-10-30,-0.46950271950271955,-1.295066045066045,-0.0,1.0,-1.0766802641802642,-1.0150058275058276,0.0
2018-10-31,-0.4704694113120431,-1.2690457868410927,-0.0,1.0,-1.0668526356290882,-1.0032223932281648,0.0
2018-11-01,-0.44145227218081273,-1.2943976917528253,-0.0,1.0,-1.0673238759317145,-1.0056744409713874,0.0
2018-11-02,-0.4495916710444625,-1.2485314484932424,-0.0,1.0,-1.0800897846124458,-0.9975643535985482,0.0
2018-11-05,-0.4438446472077581,-1.2663736683705156,-0.0,1.0,-1.0819280561792386,-0.9849997611426935,0.0
2018-11-06,-0.4516036518330863,-1.273505090578844,-0.0,1.0,-1.0774341570670618,-0.9773433392285263,0.0
2018-11-07,-0.4502482811306341,-1.273061497326203,-0.0,1.0,-1.0751527883880825,-0.9761745607333843,0.0
2018-11-08,-0.4106350854015287,-1.2706426347079363,-0.0,1.0,-1.058035293007455,-0.9790034915542135,0.0
2018-11-09,-0.41034954478984853,-1.270154252559083,-0.0,1.0,-1.0581631209019293,-0.9785367234303505,0.0
2018-11-12,-0.4089479367165861,-1.2446364020468523,-0.0,1.0,-1.0672738369090653,-0.9738040467583682,0.0
2018-11-13,-0.3709707385044124,-1.2382257315373897,-0.0,1.0,-1.0688341848583371,-0.9666511843938691,0.0
2018-11-14,-0.37027391526763703,-1.240896619076408,-0.0,1.0,-1.0705482955866623,-0.9687950518532298,0.0
2018-11-15,-0.36871663959155254,-1.2413553028544906,-0.0,1.0,-1.073149222557438,-0.9582733812949641,0.0
2018-11-16,-0.36720051842251433,-1.233938159600074,-0.0,1.0,-1.0694778744676912,-0.9581558970561006,0.0
2018-11-19,-0.367490511894844,-1.2337776543552716,-0.0,1.0,-1.0691474590391559,-0.9579746366749977,0.0
2018-11-20,-0.33705439176773244,-1.2239066519661888,-0.0,1.0,-1.0670709298052186,-0.965867328188166,0.0
2018-11-21,-0.34064387231530674,-1.2118694092539617,-0.0,1.0,-1.0585751260046314,-0.9296190346455977,0.0
2018-11-23,-0.3427080970741665,-1.1938761623951009,-0.0,1.0,-1.0671807666137445,-0.9324109775459288,0.0
2018-11-26,-0.3420229405630865,-1.1959468649408354,-0.0,1.0,-1.0652400598449472,-0.9304982545223739,0.0
2018-11-27,-0.32896396396396393,-1.1975225225225223,-0.0,1.0,-1.0566216216216215,-0.9213963963963965,0.0
2018-11-28,-0.32959459459459456,-1.1967117117117119,-0.0,1.0,-1.0566666666666666,-0.9215315315315316,0.0
2018-11-29,-0.29468406105786293,-1.1754526091586794,-0.0,1.0,-1.045926517571885,-0.9212815051473198,0.0
2018-11-30,-0.29508633317058014,-1.176794353943806,-0.0,1.0,-1.048470859780727,-0.9183274890141595,0.0
2018-12-03,-0.292278351887169,-1.1772741384663148,-0.0,1.0,-1.0480329977380582,-0.9175500066527698,0.0
2018-12-04,-0.2827537448632407,-1.1795766868454776,-0.0,1.0,-1.042552251336662,-0.9138350050815253,0.0
2018-12-06,-0.2688333404793552,-1.0930412039617545,-0.0,1.0,-1.049436178879218,-0.8762594863439523,0.0
2018-12-07,-0.2656055600840877,-1.0945128491140763,-0.0,1.0,-1.0510103393538976,-0.8790595907160325,0.0
2018-12-10,-0.23550832027776603,-1.0945081932506247,-0.0,1.0,-1.046830672820426,-0.8573908625142906,0.0
2018-12-11,-0.2430120277824835,-1.0920718278841266,-0.0,1.0,-1.0490005082161613,-0.8510503133999661,0.0
2018-12-12,-0.2433508385566661,-1.0919447738438082,-0.0,1.0,-1.0488734541758429,-0.8509656107064205,0.0
2018-12-13,-0.2425025415113521,-1.0861995933581836,-0.0,1.0,-1.0580311758725855,-0.8491613012538123,0.0
2018-12-14,-0.2474283537230665,-1.0725564068915887,-0.0,1.0,-1.0643864030817425,-0.8487914320789062,0.0
2018-12-17,-0.2301116024426195,-1.0702463676563487,-0.0,1.0,-1.0505790692777426,-0.8604337755316909,0.0
2018-12-18,-0.21560360661212224,-1.0555184504925696,-0.0,1.0,-1.0439555852396059,-0.8592419435631992,0.0
2018-12-19,-0.22264009025949605,-1.0548242864903263,-0.0,1.0,-1.042121098157202,-0.8590531110275376,0.0
2018-12-20,-0.22006727854146768,-1.0360895386021014,-0.0,1.0,-1.0460982598945139,-0.8506997798911915,0.0
2018-12-21,-0.2141943470187745,-1.0340416752630492,-0.0,1.0,-1.0455539508974623,-0.832473695069115,0.0
2018-12-24,-0.19379781532545104,-1.0112915763204189,-0.0,1.0,-1.0388659329869492,-0.8471955160986785,0.0
2018-12-26,-0.19238549927172682,-1.014039488590387,-0.0,1.0,-1.0114500728273184,-0.8280870691050332,0.0
2018-12-27,-0.14352048910730178,-0.9663738730023604,-0.0,1.0,-0.9322834036296096,-0.8273807220523933,0.0
2018-12-28,-0.14002938220057218,-0.9696126188819301,-0.0,1.0,-0.9314544189283229,-0.824982602644398,0.0
2018-12-31,-0.14022268615170494,-0.9696512796721564,-0.0,1.0,-0.9312611149771902,-0.824905281063945,0.0
2019-01-02,-0.13949982606006725,-0.9696571450659041,-0.0,1.0,-0.9312357465888447,-0.8249004677051525,0.0
2019-01-03,-0.14732694684796044,-0.9665868355995056,-0.0,1.0,-0.9363411619283065,-0.8125386279357232,0.0
2019-01-04,-0.14558380341550112,-0.967429101305927,-0.0,1.0,-0.9378718800710919,-0.8128042655127116,0.0
