Date,IWF,IWM,MTUM,SPY,TDC,VLUE,VXX
2018-09-24,-0.4724161632239627,-0.9754729949716022,-0.2278696234127989,-0.5077958253445718,1.0,-0.43399775711753424,0.0
2018-09-25,-0.47247142237013456,-0.9752930111416582,-0.22800607726812328,-0.5077412820141803,1.0,-0.4339097091593112,0.0
2018-09-26,-0.47277988786398994,-0.9756918068366796,-0.22879363356845725,-0.5074697051908121,1.0,-0.43259178875022614,0.0
2018-09-27,-0.4744127213588724,-0.9701120346946152,-0.2302493675460788,-0.5071196241416697,1.0,-0.432128659197687,0.0
2018-09-28,-0.47107797002823426,-0.9754217041917034,-0.23094186635777889,-0.508542677188156,1.0,-0.4338304495764859,0.0
2018-10-01,-0.47217495202577936,-0.974293059125964,-0.23081936348166118,-0.5093957058546653,1.0,-0.43401281726347807,0.0
2018-10-02,-0.4723750905141202,-0.9721578566256337,-0.23171614771904417,-0.5097393193338161,1.0,-0.4345763939174511,0.0
2018-10-03,-0.47188042848870876,-0.9638824551244933,-0.2305660104226983,-0.5127750434279097,1.0,-0.43988853503184716,0.0
2018-10-04,-0.47366898148148145,-0.9596354166666666,-0.2310836226851852,-0.5150101273148148,1.0,-0.43753616898148145,0.0
2018-10-05,-0.4619375292718954,-0.9548222070108441,-0.21936808732932234,-0.5214180206794683,1.0,-0.44518499837878733,0.0
2018-10-08,-0.4603876721688783,-0.9523141654978963,-0.21703168266983136,-0.5224943359585716,1.0,-0.44395296148451835,0.0
2018-10-09,-0.4645405405405405,-0.9544504504504503,-0.22403603603603603,-0.5206486486486486,1.0,-0.43992792792792784,0.0
2018-10-10,-0.4643526528258362,-0.9553777393310265,-0.2233636101499423,-0.520725201845444,1.0,-0.44056372549019607,0.0
2018-10-11,-0.4245240015428311,-0.956274764192293,-0.17255163224516987,-0.5053122479750342,1.0,-0.44777166099793125,0.0
2018-10-12,-0.43377082106867054,-0.9523149911694428,-0.17110503168611696,-0.4835682376978217,1.0,-0.4221698929944246,0.0
2018-10-15,-0.4339635708844103,-0.9541865780178684,-0.16974859754830668,-0.4835514924856292,1.0,-0.42142807673661614,0.0
2018-10-16,-0.4339785988849256,-0.9540464729715691,-0.16985836478858607,-0.4835682376978217,1.0,-0.4214773002735741,0.0
2018-10-17,-0.42013367889783115,-0.9213954440049106,-0.1575160278270359,-0.4812440321920611,1.0,-0.4298867821579594,0.0
2018-10-18,-0.4198861117741331,-0.921164796944795,-0.15756811129675727,-0.48143349132199004,1.0,-0.429808708698469,0.0
2018-10-19,-0.40823881002513074,-0.914929022617673,-0.14355090674454934,-0.4931060245873803,1.0,-0.4362222373157645,0.0
2018-10-22,-0.409553880627419,-0.9105045155157193,-0.13987913356420179,-0.4961635092007876,1.0,-0.4389556596727099,0.0
2018-10-23,-0.4167376853587864,-0.9141298789841487,-0.150366456451338,-0.49036986534855975,1.0,-0.4372933356059315,0.0
2018-10-24,-0.41786723885426247,-0.9121964510745548,-0.1448860733626239,-0.49170668573958654,1.0,-0.43922209734000883,0.0
2018-10-25,-0.3908011771318983,-0.8725986178619848,-0.1421485963694078,-0.49257679463016235,1.0,-0.4084250901034951,0.0
2018-10-26,-0.38444116198916795,-0.8639422287871328,-0.13645166584605287,-0.4941079927785984,1.0,-0.4034794025931397,0.0
2018-10-29,-0.3761851827633557,-0.8704636108023277,-0.1291767475315504,-0.4886876348656247,1.0,-0.4049565160530961,0.0
2018-10-30,-0.3757355825814045,-0.8704393879952923,-0.1289067608212371,-0.48872106708513147,1.0,-0.4054531188701452,0.0
2018-10-31,-0.3769265786564349,-0.8580672432854264,-0.13074721987383756,-0.4851401443714639,1.0,-0.40072836053846655,0.0
2018-11-01,-0.38189399615597613,-0.8536990585399225,-0.13519236407466528,-0.4857152164706649,1.0,-0.4011466918591393,0.0
2018-11-02,-0.39062651930120246,-0.82637020711114,-0.12896638900593133,-0.49713155932972475,1.0,-0.39808122386801925,0.0
2018-11-05,-0.39568158168574397,-0.8184508324661811,-0.12786160249739853,-0.49973985431841833,1.0,-0.41008714880332986,0.0
2018-11-06,-0.39257812500000006,-0.8166015625000002,-0.12949218750000002,-0.50244140625,1.0,-0.41409505208333336,0.0
2018-11-07,-0.3911912042157309,-0.816017175200052,-0.1317090625203305,-0.5007806909114566,1.0,-0.4131481361004489,0.0
2018-11-08,-0.39691935378376614,-0.8196742756229969,-0.13372359212505724,-0.5061482111321866,1.0,-0.4138923408986854,0.0
2018-11-09,-0.39738305528295714,-0.8197579326136735,-0.1335950278050376,-0.5061498200850507,1.0,-0.41429506051684656,0.0
2018-11-12,-0.39717144067520455,-0.8073125427705543,-0.1333789552579268,-0.5097272460651091,1.0,-0.41111871476521006,0.0
2018-11-13,-0.38145399150811915,-0.8125627977830355,-0.1119826272971834,-0.5219913784721096,1.0,-0.41315269179658376,0.0
2018-11-14,-0.3824263442777039,-0.8118497390853401,-0.1119826272971834,-0.5221534372670404,1.0,-0.4127637506887498,0.0
2018-11-15,-0.3824614786999871,-0.8123462385083517,-0.11103198239026285,-0.5232098925288101,1.0,-0.40803444257412924,0.0
2018-11-16,-0.3806355767988632,-0.8056775610386254,-0.10912672781294405,-0.522413124919261,1.0,-0.4117039142229686,0.0
2018-11-19,-0.3808601317318869,-0.8043394033320419,-0.11265013560635412,-0.5203086658917732,1.0,-0.41056438073098284,0.0
2018-11-20,-0.38426959024611107,-0.8084473335273763,-0.11293295818375862,-0.5208757802140941,1.0,-0.40752239578280136,0.0
2018-11-21,-0.38984410085327514,-0.8029126836466286,-0.12064540963623531,-0.5169371912491177,1.0,-0.37749406556746007,0.0
2018-11-23,-0.3893249607535322,-0.794412584500048,-0.12350623137795148,-0.5189824752506967,1.0,-0.377535001441707,0.0
2018-11-26,-0.389362657091562,-0.8026417030007695,-0.12089638368812518,-0.5175686073352141,1.0,-0.37548089253654787,0.0
2018-11-27,-0.38697831848516784,-0.8063671488329022,-0.11223935881470128,-0.5154388990005428,1.0,-0.3721620844908516,0.0
2018-11-28,-0.38710604464029125,-0.8049621611265446,-0.11278219497397579,-0.5157901459271322,1.0,-0.372513331417441,0.0
2018-11-29,-0.3750356317106388,-0.7976118835714059,-0.1033794698001457,-0.5150920089950274,1.0,-0.3761441738194027,0.0
2018-11-30,-0.37535626068782063,-0.7979606054848312,-0.10279308379251378,-0.5155487997973273,1.0,-0.3751029197542593,0.0
2018-12-03,-0.3754989545713743,-0.8010517645568015,-0.09598935563581068,-0.5185642780206552,1.0,-0.3768611797503643,0.0
2018-12-04,-0.3716923271474187,-0.8019664253422276,-0.09737283045113972,-0.5157282412822863,1.0,-0.3746957099048402,0.0
