Date,GXTG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-24,1.0,-0.24586211786633172,-0.26741759688823163,-0.2687141670549624,-0.23020198132128603,-0.013695022386094286,0.0
2020-06-25,1.0,-0.2457074593018547,-0.2679800761318539,-0.2690532113063902,-0.22997489268648255,-0.012047460921681382,0.0
2020-06-26,1.0,-0.24592619582599543,-0.26592579097589114,-0.26855731665350907,-0.23025849679156293,-0.013582720997550656,0.0
2020-06-29,1.0,-0.24342676987126372,-0.26452577757118895,-0.26996220771609303,-0.22798649986863642,-0.015076494007800973,0.0
2020-06-30,1.0,-0.2478423446184942,-0.25550277918140474,-0.27484588175846386,-0.22880242546740776,-0.01420919656392117,0.0
2020-07-01,1.0,-0.24835702586294056,-0.25539401047459204,-0.27597921258568736,-0.22811558449436836,-0.014296402644935594,0.0
2020-07-02,1.0,-0.24903424144975023,-0.2548591307161783,-0.2763586351960844,-0.22850555184758206,-0.013793661387860768,0.0
2020-07-08,1.0,-0.24869523000364122,-0.25460209572359105,-0.2767730711655945,-0.22860784075737348,-0.014241210502892745,0.0
2020-07-09,1.0,-0.2617640488230874,-0.24819756696927234,-0.28713012043299013,-0.22937102703141818,-0.004447693901175898,0.0
2020-07-10,1.0,-0.26373626373626374,-0.2469175925737848,-0.2890252076943389,-0.22940829964859538,-0.002153114907273872,0.0
2020-07-13,1.0,-0.2667127099880152,-0.24605415507119788,-0.28942290113550956,-0.22913323447561396,-0.0,0.0
2020-07-14,1.0,-0.26671269596296,-0.24606043375842743,-0.2895784257980668,-0.22835269271383316,-0.0,0.0
2020-07-15,1.0,-0.26812285580885487,-0.2447372160532673,-0.28895069121617506,-0.22819268792756947,-0.0,0.0
2020-07-16,1.0,-0.26726220688255004,-0.24695969952289107,-0.288214394477718,-0.22781443508273272,-0.0,0.0
2020-07-17,1.0,-0.2702807081732626,-0.24698660487428095,-0.28859483301827343,-0.2267821208610281,-0.0,0.0
2020-07-20,1.0,-0.27025653534983946,-0.24698133918770582,-0.28867341545716957,-0.22685693377241128,-0.0,0.0
2020-07-21,1.0,-0.2748397598941906,-0.24360565673008444,-0.29144368704852985,-0.2249058907315088,-0.0,0.0
2020-07-22,1.0,-0.2754578754578755,-0.242999592999593,-0.2918803418803419,-0.22464387464387464,-0.0,0.0
2020-07-23,1.0,-0.27518772511751893,-0.24352373781567327,-0.2920575486864329,-0.22417126228607476,-0.0,0.0
2020-07-24,1.0,-0.2724425462680496,-0.24588163514338007,-0.29101077893024196,-0.22442546268049623,-0.0,0.0
2020-07-27,1.0,-0.2717247553358156,-0.2469226230442125,-0.2923965899611386,-0.2235854239150339,-0.0,0.0
2020-07-28,1.0,-0.2729493678617235,-0.24701235774343938,-0.29381705653616724,-0.22209328365805495,-0.0,0.0
2020-07-29,1.0,-0.2729549248747913,-0.24699702756626898,-0.29380267926218495,-0.22213852355551936,-0.0,0.0
2020-07-30,1.0,-0.27305130659714444,-0.24816180214677067,-0.2936635639652117,-0.2218872843554596,-0.0,0.0
2020-07-31,1.0,-0.27198468150984906,-0.24839583630400686,-0.2937809374427084,-0.22289217982929663,-0.0,0.0
2020-08-03,1.0,-0.2725013242064947,-0.2479729454426924,-0.2935663936764047,-0.22317972537994538,-0.0,0.0
2020-08-04,1.0,-0.27398433675966716,-0.2500815793767336,-0.2949298417360091,-0.22048866046663404,-0.0,0.0
2020-08-05,1.0,-0.2745313997838014,-0.24954618695058026,-0.2948459075241184,-0.22068571661669625,-0.0,0.0
2020-08-06,1.0,-0.274428189590092,-0.2522086878455857,-0.2934035216584032,-0.22029748423823223,-0.0,0.0
2020-08-07,1.0,-0.27378450615142924,-0.2527084651010956,-0.29386081243751655,-0.2199416481341685,-0.0,0.0
2020-08-10,1.0,-0.27638078132016164,-0.2500918479813855,-0.2950157162101482,-0.21955749683634732,-0.0,0.0
2020-08-11,1.0,-0.2780897155807828,-0.24830022255344344,-0.29699654940073916,-0.21840864079057518,-0.0,0.0
2020-08-12,1.0,-0.2770329558208346,-0.24938271604938272,-0.2943169064381186,-0.21987552290582593,-0.0,0.0
2020-08-13,1.0,-0.27639871907316377,-0.25078018234850186,-0.2922267322087829,-0.22030717767760621,-0.0,0.0
2020-08-14,1.0,-0.2760020397756247,-0.2509127995920449,-0.29187149413564506,-0.22098929117797042,-0.0,0.0
2020-08-17,1.0,-0.276443827903466,-0.25086191068769254,-0.2918664191435974,-0.22083273832595524,-0.0,0.0
2020-08-18,1.0,-0.276508040159987,-0.2507550404048649,-0.2939147824667374,-0.21947187984654318,-0.0,0.0
2020-08-19,1.0,-0.27660095506305865,-0.250642830904861,-0.2939471858291498,-0.21956246683808825,-0.0,0.0
2020-08-20,1.0,-0.27618503479094825,-0.2513110371987675,-0.29371314302038487,-0.21931560797437102,-0.0,0.0
2020-08-21,1.0,-0.2733321088185473,-0.2544133553745995,-0.29127125043368235,-0.22186167064633974,-0.0,0.0
2020-08-24,1.0,-0.2730612244897959,-0.25520408163265307,-0.2911020408163265,-0.22146938775510205,-0.0,0.0
2020-08-25,1.0,-0.2731150753153448,-0.25541903090174306,-0.2901171572029228,-0.2224149895905621,-0.0,0.0
2020-08-26,1.0,-0.2738408770747841,-0.25501725158735017,-0.29045956595414546,-0.2222902758212368,-0.0,0.0
2020-08-27,1.0,-0.2717976977712466,-0.25712303045146545,-0.2896767083027186,-0.22238550085721284,-0.0,0.0
2020-08-28,1.0,-0.272109398918257,-0.2570058169200939,-0.2898459026431269,-0.22206347586488417,-0.0,0.0
2020-08-31,1.0,-0.2722671238468446,-0.25673524369336276,-0.2900440852314474,-0.22193648461098867,-0.0,0.0
2020-09-01,1.0,-0.27210204081632655,-0.25757142857142856,-0.28826530612244894,-0.22289795918367347,-0.0,0.0
2020-09-02,1.0,-0.2701991349057374,-0.25736554313229415,-0.28858238798661556,-0.2241695911205419,-0.0,0.0
2020-09-03,1.0,-0.27053159805801474,-0.2582717963363388,-0.29025743543715066,-0.22081922402186774,-0.0,0.0
2020-09-04,1.0,-0.2669136204510299,-0.2600952536025401,-0.2876129610030123,-0.22071155255230807,-0.0,0.0
2020-09-08,1.0,-0.26805131337813076,-0.2596416208511505,-0.28798615353288537,-0.22056607615556914,-0.0,0.0
2020-09-09,1.0,-0.2707742527797613,-0.2572681832092217,-0.2919106396001225,-0.2202387024380292,-0.0,0.0
2020-09-10,1.0,-0.2698448300471016,-0.257977693044879,-0.29052056358705625,-0.2207246701873866,-0.0,0.0
2020-09-11,1.0,-0.2686773996331771,-0.2587528021194212,-0.2904014672916242,-0.22005298553087427,-0.0,0.0
2020-09-14,1.0,-0.2696510110893673,-0.25943819308545335,-0.2906678082191781,-0.21870923026744943,-0.0,0.0
2020-09-15,1.0,-0.26959145396721845,-0.2596428280192449,-0.29089537633531765,-0.2185231998695262,-0.0,0.0
2020-09-16,1.0,-0.2697836592378117,-0.25934384111901804,-0.2917643700426157,-0.21813510592745144,-0.0,0.0
2020-09-17,1.0,-0.2674508684661176,-0.2620484383919106,-0.29044687270651554,-0.21872706515534535,-0.0,0.0
2020-09-18,1.0,-0.2673339993068439,-0.262074167703003,-0.2904324070865018,-0.2188538459970235,-0.0,0.0
2020-09-21,1.0,-0.26615303085891323,-0.263177204353675,-0.29171252700664463,-0.2171945701357466,-0.0,0.0
2020-09-22,1.0,-0.2650889745000917,-0.26523165983815405,-0.2906704172526957,-0.21739130434782605,-0.0,0.0
2020-09-23,1.0,-0.2648443710634134,-0.26527242707760046,-0.29079271897103487,-0.21743207158727246,-0.0,0.0
2020-09-24,1.0,-0.26437694799242195,-0.26506956752021843,-0.29051314958544683,-0.217176964289352,-0.0,0.0
2020-09-28,1.0,-0.26403944901784987,-0.26552693781074255,-0.2911606487896324,-0.21692884505664684,-0.0,0.0
2020-09-29,1.0,-0.2620843924758515,-0.2634062023385867,-0.2893543467208948,-0.21870869344178953,-0.0,0.0
2020-09-30,1.0,-0.2620970202379742,-0.2635411369876945,-0.2909183362147869,-0.21741075968676904,-0.0,0.0
2020-10-01,1.0,-0.26219772620960363,-0.264007809798857,-0.29044723301267056,-0.2171490166568366,-0.0,0.0
2020-10-02,1.0,-0.2621313809233272,-0.26386007728289607,-0.2903599755948749,-0.21742932682529997,-0.0,0.0
