Date,IWF,IWM,LSCC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5589815875253282,-0.9297418729627346,1.0,-0.2079992952162805,-0.8740639591225442,-0.8341555810060788,0.0
2018-09-25,-0.5609616485403549,-0.9275681387873717,1.0,-0.2113953590770992,-0.8720884153053586,-0.8310950640658712,0.0
2018-09-26,-0.5605726872246696,-0.9275770925110132,1.0,-0.20955947136563877,-0.8732599118942731,-0.8342731277533039,0.0
2018-09-27,-0.563605951228101,-0.9190509727969012,1.0,-0.2119904921207853,-0.873228277137072,-0.8338762214983714,0.0
2018-09-28,-0.5651503809062487,-0.9184464309304682,1.0,-0.21233872033114626,-0.8735303183759743,-0.8341186313796293,0.0
2018-10-01,-0.5657562746226373,-0.9298393165419857,1.0,-0.21380195653136205,-0.87734053384091,-0.8398034615554867,0.0
2018-10-02,-0.5663391750752346,-0.9241901221455124,1.0,-0.21614445034519386,-0.878120021242698,-0.8408125331917153,0.0
2018-10-03,-0.5892816315332207,-0.9253280899903974,1.0,-0.2099318670263844,-0.9376743335314829,-0.9104668709131648,0.0
2018-10-04,-0.5908883202339609,-0.921038201425699,1.0,-0.21070188265399378,-0.9393163955401206,-0.9076494242368853,0.0
2018-10-05,-0.5756099781500364,-0.9113255644573925,1.0,-0.193918426802622,-0.9502913328477787,-0.9208849235251275,0.0
2018-10-08,-0.5732793890353668,-0.907309755432312,1.0,-0.1880625511410128,-0.9561778343485771,-0.9210382762069279,0.0
2018-10-09,-0.5781584582441114,-0.9100642398286939,1.0,-0.19577201694838034,-0.954804319103376,-0.9172171852931796,0.0
2018-10-10,-0.5783694757068351,-0.9187940342208802,1.0,-0.1917375789184738,-0.9589623936316223,-0.9271662549181078,0.0
2018-10-11,-0.5203764538755217,-0.9081061884045104,1.0,-0.11373523927905532,-0.9482819852614757,-0.9489034893012519,0.0
2018-10-12,-0.5290972830850131,-0.8960999123575811,1.0,-0.1072304995617879,-0.9265118317265557,-0.9231814198071867,0.0
2018-10-15,-0.5029869103048406,-0.9526047614864271,1.0,-0.06404287094790477,-0.934463673899675,-0.9383730123868926,0.0
2018-10-16,-0.5001099819629581,-0.9701288988605867,1.0,-0.05239540715322687,-0.9367823676916984,-0.9398618626545245,0.0
2018-10-17,-0.4792758456407813,-0.9224305946554636,1.0,-0.028585040495474032,-0.9401879682965913,-0.9605439819827624,0.0
2018-10-18,-0.4776255311768277,-0.9201283496661175,1.0,-0.03052640707657619,-0.9454947532737837,-0.9623623276385396,0.0
2018-10-19,-0.4646729776247849,-0.9071428571428571,1.0,-0.016308089500860587,-0.9504302925989673,-0.9643717728055078,0.0
2018-10-22,-0.46403172277057025,-0.9142278350071118,1.0,-0.023016249299599157,-0.9471143485194603,-0.9617688892720142,0.0
2018-10-23,-0.4666609197879402,-0.9137106159217275,1.0,-0.0287487608292746,-0.9422007672083099,-0.958881082711952,0.0
2018-10-24,-0.4706491712707182,-0.910523135359116,1.0,-0.015581837016574585,-0.9504057320441989,-0.9690953038674033,0.0
2018-10-25,-0.45745903383698666,-0.8875505426686529,1.0,-0.014811662055756545,-0.9434773356033199,-0.952883592253671,0.0
2018-10-26,-0.43583136194660355,-0.8772389320716458,1.0,-0.0,-0.9635434268333896,-0.9478286583305171,0.0
2018-10-29,-0.5034789244512277,-0.9316784127126634,1.0,-0.0,-1.0580868159985635,-0.9956906226152534,0.0
2018-10-30,-0.5393922852983989,-0.9480531295487626,1.0,-0.008233260553129548,-1.0713245997088792,-0.9817139737991266,0.0
2018-10-31,-0.5484995247363419,-0.9170778074503237,1.0,-0.009143167519123705,-1.073643235413932,-0.9779568189019147,0.0
2018-11-01,-0.5536361987667755,-0.9133115705476967,1.0,-0.013737758433079434,-1.0745828799419659,-0.978645266594124,0.0
2018-11-02,-0.5574694503314245,-0.8907877530775128,1.0,-0.011092573386842225,-1.0771970960905441,-0.9725842088650404,0.0
2018-11-05,-0.5534370069867027,-0.9020509353166554,1.0,-0.010818120351588911,-1.0778003155285103,-0.9634437683119226,0.0
2018-11-06,-0.580987519358659,-0.9363213992894233,1.0,-0.0,-1.081351917645987,-0.956363305092466,0.0
2018-11-07,-0.579843408594319,-0.9367716678805535,1.0,-0.0,-1.0795247632920613,-0.9558903860160234,0.0
2018-11-08,-0.5425503113437415,-0.9381373522245284,1.0,-0.0,-1.0676382997924374,-0.9639021748939626,0.0
2018-11-09,-0.5420257162192645,-0.9379652605459057,1.0,-0.0,-1.0680803067899842,-0.9635461312880668,0.0
2018-11-12,-0.5405466151218197,-0.9255596511732447,1.0,-0.0,-1.0694506877640926,-0.9596331924840421,0.0
2018-11-13,-0.5153499977721339,-0.9163659047364435,1.0,-0.0,-1.0702668983647463,-0.9537494987301163,0.0
2018-11-14,-0.5193871169480926,-0.9177164299115519,1.0,-0.0,-1.0743321718931476,-0.9556419190565533,0.0
2018-11-15,-0.5197012388747261,-0.9244152242944675,1.0,-0.0,-1.0855583881211144,-0.9428418086676505,0.0
2018-11-16,-0.5161204013377926,-0.9145596432552954,1.0,-0.0,-1.0825863991081384,-0.9460423634336678,0.0
2018-11-19,-0.5251766389410607,-0.9162865575529916,1.0,-0.0,-1.08228244343082,-0.9481262856631785,0.0
2018-11-20,-0.5058561567579604,-0.909686038744155,1.0,-0.0,-1.0834112669784013,-0.9543976842574037,0.0
2018-11-21,-0.5221985437755283,-0.9097407210087018,1.0,-0.0,-1.09327828094477,-0.9144912093766648,0.0
2018-11-23,-0.5233872755486588,-0.8974063400576369,1.0,-0.0,-1.0975393482598093,-0.9152737752161384,0.0
2018-11-26,-0.5230939716312057,-0.8980496453900709,1.0,-0.0,-1.0968971631205675,-0.9145833333333334,0.0
2018-11-27,-0.5140891652334965,-0.8978259910922962,1.0,-0.0,-1.090355867178198,-0.9074833531772281,0.0
2018-11-28,-0.5144860431273978,-0.8975614058296952,1.0,-0.0,-1.090179477003131,-0.9075274507209949,0.0
2018-11-29,-0.4811102880299795,-0.8812584426336659,1.0,-0.0,-1.0840559501503333,-0.9110636629047016,0.0
2018-11-30,-0.4807633654307002,-0.8812687900309355,1.0,-0.0,-1.0844843361945014,-0.9105921310618275,0.0
2018-12-03,-0.4789272030651341,-0.8812695924764891,1.0,-0.0,-1.0838557993730407,-0.909831069313828,0.0
2018-12-04,-0.5001571268237934,-0.9101234567901234,1.0,-0.0,-1.1312233445566777,-0.9477890011223344,0.0
