Date,IWF,IWM,LGIH,MTUM,SPY,VLUE,VXX
2018-11-06,-0.4900265957446809,-1.8261857269503545,1.0,-0.0,-1.1890514184397163,-1.03551640070922,0.0
2018-11-07,-0.5356138986902698,-1.9639375635428504,1.0,-0.0,-1.3179833742001077,-1.1629089169308056,0.0
2018-11-08,-0.4795598414482635,-1.9674613973850796,1.0,-0.0,-1.2977577944743535,-1.1713305330414718,0.0
2018-11-09,-0.47838702036949315,-1.9687944102321175,1.0,-0.0,-1.3016935101847464,-1.1724893415442916,0.0
2018-11-12,-0.4841075794621027,-1.9426322380583219,1.0,-0.0,-1.348858011807502,-1.1877869878943288,0.0
2018-11-13,-0.4327830188679246,-1.9384433962264151,1.0,-0.0,-1.3492334905660377,-1.1757665094339622,0.0
2018-11-14,-0.43440061324370544,-1.9373783831593847,1.0,-0.0,-1.3495489120820803,-1.1752461819682765,0.0
2018-11-15,-0.4325581395348837,-1.9401236385045628,1.0,-0.0,-1.3549013835737416,-1.1600235501913454,0.0
2018-11-16,-0.42402178417095837,-1.929497424968922,1.0,-0.0,-1.371514828627242,-1.1946368318238323,0.0
2018-11-19,-0.4167964538157422,-1.9553731879717262,1.0,-0.0,-1.4008026835988978,-1.2172037857913023,0.0
2018-11-20,-0.314837008628955,-1.9546979865771812,1.0,-0.0,-1.4327061361457334,-1.290088686481304,0.0
2018-11-21,-0.3405587668593449,-1.9739282273603083,1.0,-0.0,-1.4629696531791907,-1.2437379576107899,0.0
2018-11-23,-0.34549511518514053,-1.9463876492582317,1.0,-0.0,-1.4846218791460621,-1.254070679049572,0.0
2018-11-26,-0.34401013391241403,-1.9568102304258657,1.0,-0.0,-1.4811195560381227,-1.250150802268066,0.0
2018-11-27,-0.3209027274921554,-1.9809316920106204,1.0,-0.0,-1.48322471638909,-1.2492155442915762,0.0
2018-11-28,-0.3472920156337242,-1.9763632979713384,1.0,-0.0,-1.5652956138718281,-1.3149078726968175,0.0
2018-11-29,-0.3039484090770822,-1.9375190119851555,1.0,-0.0,-1.538966964774594,-1.3034008639046057,0.0
2018-11-30,-0.30253226199172145,-1.9390674458242025,1.0,-0.0,-1.5399926953981007,-1.3055758461163867,0.0
2018-12-03,-0.2977233990747504,-1.941989286583881,1.0,-0.0,-1.5413318724129534,-1.3061236912588263,0.0
2018-12-04,-0.2755102040816326,-1.9706709030917755,1.0,-0.0,-1.5475986801906392,-1.3163876328974704,0.0
2018-12-06,-0.2532482734402435,-1.853447266768114,1.0,-0.0,-1.505969799836123,-1.2400795973311483,0.0
2018-12-07,-0.2944417824628654,-1.8886559655007187,1.0,-0.0,-1.5510900814566362,-1.2552707235265932,0.0
2018-12-10,-0.2289608379954767,-1.918819188191882,1.0,-0.0,-1.57261040352339,-1.2312819902392573,0.0
2018-12-11,-0.2153175740210124,-1.929083094555874,1.0,-0.0,-1.573901623686724,-1.2510744985673352,0.0
2018-12-12,-0.21370534113992115,-1.9309953399450352,1.0,-0.0,-1.5746803680248538,-1.2551081371728998,0.0
2018-12-13,-0.21319494154139823,-1.9222739203054162,1.0,-0.0,-1.5791577189214985,-1.250536864710093,0.0
2018-12-14,-0.21930870083432658,-1.905721096543504,1.0,-0.0,-1.585041716328963,-1.2494636471990466,0.0
2018-12-17,-0.18803317535545022,-1.9037914691943125,1.0,-0.0,-1.5616113744075828,-1.2707345971563981,0.0
2018-12-18,-0.15709827474533355,-1.8856503562385916,1.0,-0.0,-1.5627392097980335,-1.2827533415768708,0.0
2018-12-19,-0.18119729183988598,-1.8939897850100964,1.0,-0.0,-1.5702577503266422,-1.2935027913053807,0.0
2018-12-20,-0.17572055509429488,-1.8689953742142094,1.0,-0.0,-1.595421658166291,-1.2904163207211483,0.0
2018-12-21,-0.16475141411134267,-1.8950282822268534,1.0,-0.0,-1.631318844894314,-1.2629949389699315,0.0
2018-12-24,-0.12510312315851502,-1.8549793753682973,1.0,-0.0,-1.6206246317030053,-1.2921037124337065,0.0
2018-12-26,-0.12214585274930102,-1.8736602982292638,1.0,-0.0,-1.570013979496738,-1.2589701770736252,0.0
2018-12-27,-0.02911657659644866,-1.790448880555862,1.0,-0.0,-1.4336605271865004,-1.261222013896548,0.0
2018-12-28,-0.027268220128904317,-1.7913292568721426,1.0,-0.0,-1.431719275050956,-1.2584696744339778,0.0
2018-12-31,-0.02525363917071019,-1.7970335244816937,1.0,-0.0,-1.4326202029113366,-1.258932509925011,0.0
2019-01-02,-0.01537015536020346,-1.8038370100071874,1.0,-0.0,-1.4369989495217559,-1.2725714601647593,0.0
2019-01-03,-0.013224878264718904,-1.8057215582115982,1.0,-0.0,-1.4361443116423196,-1.2783311199645861,0.0
2019-01-04,-0.0,-1.8195728753852927,1.0,-0.0,-1.396411272567151,-1.2881439894319682,0.0
2019-01-07,-0.0,-1.7522582714201722,1.0,-0.0,-1.3597199208936874,-1.2330429205195361,0.0
2019-01-08,-0.0,-1.8510602771748206,1.0,-0.0,-1.4044637390771972,-1.3101797740301664,0.0
2019-01-09,-0.0,-1.827919911012236,1.0,-0.0,-1.4066740823136819,-1.3271412680756396,0.0
2019-01-10,-0.0,-1.825700311249444,1.0,-0.0,-1.4067363272565585,-1.3255335704757671,0.0
2019-01-11,-0.0,-1.7951726822757357,1.0,-0.0,-1.4152160613981424,-1.351037205939603,0.0
2019-01-14,-0.0,-1.7829431623222094,1.0,-0.0,-1.3993580164923352,-1.3520947479107865,0.0
2019-01-15,-0.0,-1.771708450938071,1.0,-0.0,-1.3887320825723615,-1.3739000498090652,0.0
2019-01-16,-0.0,-1.7706422018348624,1.0,-0.0,-1.3752625179617555,-1.3808444788327623,0.0
2019-01-17,-0.0,-1.763104001771185,1.0,-0.0,-1.3839043560081916,-1.3879448718658327,0.0
2019-01-18,-0.0,-1.735581731303478,1.0,-0.0,-1.3858206467385266,-1.4348260917879765,0.0
2019-01-22,-0.0,-1.8868076767909632,1.0,-0.0,-1.4604921906518358,-1.4159990778629474,0.0
2019-01-23,-0.0,-1.800964464090935,1.0,-0.0,-1.463689075147827,-1.4762041448992478,0.0
2019-01-24,-0.0,-1.7953024007386889,1.0,-0.0,-1.4940558633425671,-1.4816481994459836,0.0
2019-01-25,-0.0,-1.814478556922709,1.0,-0.0,-1.6000477840162466,-1.5584756898817342,0.0
2019-01-28,-0.0,-1.7792013410764531,1.0,-0.0,-1.6503622103813687,-1.5573849009160028,0.0
2019-01-29,-0.0,-1.7732219082546743,1.0,-0.0,-1.6545421751938916,-1.5843203270606623,0.0
2019-01-30,-0.0,-1.769535946140899,1.0,-0.0,-1.6537629237797544,-1.5878215917287808,0.0
2019-01-31,-0.0,-1.8042105263157893,1.0,-0.0,-1.5662556390977442,-1.6445112781954885,0.0
2019-02-01,-0.0,-1.8031363088057901,1.0,-0.0,-1.5804583835946924,-1.6477683956574185,0.0
2019-02-04,-0.0,-1.8006634499396863,1.0,-0.0,-1.5799155609167672,-1.650723763570567,0.0
2019-02-05,-0.0,-1.779878011957244,1.0,-0.0,-1.570143124584818,-1.6889908810918535,0.0
2019-02-06,-0.0,-1.7578375113258833,1.0,-0.0,-1.5827846572032618,-1.6998489882210812,0.0
2019-02-07,-0.0,-1.7765424557116678,1.0,-0.0,-1.6424557116676846,-1.6897373243738547,0.0
2019-02-08,-0.0,-1.7850559174142804,1.0,-0.0,-1.6842816762934743,-1.6754332063414037,0.0
2019-02-11,-0.0,-1.7654572380599776,1.0,-0.0,-1.695298037763791,-1.7097371343946686,0.0
2019-02-12,-0.0,-1.761931256181998,1.0,-0.0,-1.7062932739861523,-1.713773491592483,0.0
2019-02-13,-0.0,-1.7256082725060828,1.0,-0.0,-1.6736618004866182,-1.68345498783455,0.0
2019-02-14,-0.0,-1.6714259564341936,1.0,-0.0,-1.728293367502593,-1.7019952407102326,0.0
2019-02-15,-0.0,-1.716716472525462,1.0,-0.0,-1.7026895163749465,-1.679270598280173,0.0
2019-02-19,-0.0,-1.6855207761303312,1.0,-0.0,-1.735676368295808,-1.6803953871499173,0.0
2019-02-20,-0.0,-1.6668492483719797,1.0,-0.0,-1.7372040654859717,-1.6820035299129692,0.0
2019-02-21,-0.0,-1.6455248888076524,1.0,-0.0,-1.7492841040638516,-1.6979223786023274,0.0
2019-02-22,-0.0,-1.6278815157228879,1.0,-0.0,-1.7711209780426982,-1.6832917705735662,0.0
2019-02-25,-0.0,-1.6241647765585732,1.0,-0.0,-1.7987494636179735,-1.707166063875437,0.0
2019-02-26,-0.0,-1.6216547247228856,1.0,-0.0,-1.8038459183048563,-1.6985730908200136,0.0
2019-02-27,-0.0,-1.6321174106327265,1.0,-0.0,-1.808294257353389,-1.6493514402289753,0.0
2019-02-28,-0.0,-1.6386365022257456,1.0,-0.0,-1.8147448015122871,-1.6446124763705103,0.0
2019-03-01,-0.0,-1.6357599756320442,1.0,-0.0,-1.822418519646665,-1.6337496192506853,0.0
2019-03-04,-0.0,-1.6216974800170847,1.0,-0.0,-1.8189029226920492,-1.6610531454024042,0.0
2019-03-05,-0.0,-1.5838827838827838,1.0,-0.0,-1.8612942612942611,-1.65982905982906,0.0
2019-03-06,-0.0,-1.5836635172203595,1.0,-0.0,-1.859311185614142,-1.652666869856751,0.0
2019-03-07,-0.0,-1.5109990277102576,1.0,-0.0,-1.9221560525036459,-1.6437165775401068,0.0
2019-03-08,-0.0,-1.4991649656708108,1.0,-0.0,-2.011937898187666,-1.6743366116162552,0.0
2019-03-11,-0.0,-1.4892463063400037,1.0,-0.0,-2.0009351037965213,-1.743843900006234,0.0
2019-03-12,-0.0,-1.4256048771194514,1.0,-0.0,-2.0695370546770815,-1.8552740204483396,0.0
2019-03-13,-0.0,-1.4600422291893274,1.0,-0.0,-2.0831787062511995,-1.8551410838825257,0.0
2019-03-14,-0.0,-1.4664575598514915,1.0,-0.0,-2.081359621047241,-1.853347842785815,0.0
2019-03-15,-0.0,-1.4497010991836472,1.0,-0.0,-2.0927556726875363,-1.8855820530950695,0.0
2019-03-18,-0.0,-1.4970783270960542,1.0,-0.0,-2.1429978333661612,-1.9254809270566606,0.0
2019-03-19,-0.0,-1.498392704848127,1.0,-0.0,-2.1188086334711014,-1.943187036672571,0.0
2019-03-20,-0.0,-1.5075153574696118,1.0,-0.0,-2.10822114756241,-1.9192915958698211,0.0
2019-03-21,-0.0,-1.5055783910745744,1.0,-0.0,-2.1197233639981734,-1.8991322502772887,0.0
2019-03-22,-0.0,-1.497136085324906,1.0,-0.0,-2.1802620317334913,-1.9062479425900325,0.0
2019-03-25,-0.0,-1.2586068318821166,1.0,-0.0,-2.4164099129269925,-2.022906898861353,0.0
2019-03-26,-0.0,-1.3159708147547626,1.0,-0.0,-2.4086609917578703,-2.031211998378597,0.0
2019-03-27,-0.0,-1.3094596415577415,1.0,-0.0,-2.4108610699366664,-2.0173157256434444,0.0
2019-03-28,-0.0,-1.3125979423587926,1.0,-0.0,-2.4265176807249436,-2.074197724330585,0.0
2019-03-29,-0.0,-1.2855171462085144,1.0,-0.0,-2.4762989029186504,-2.1380666528669012,0.0
2019-04-01,-0.0,-1.3065385678739287,1.0,-0.0,-2.4772601603538846,-2.128006635333149,0.0
2019-04-02,-0.0,-1.3287001995458612,1.0,-0.0,-2.489988302484002,-2.062203261542696,0.0
2019-04-03,-0.0,-1.3260226882090067,1.0,-0.0,-2.4971467858370575,-2.0520453764180133,0.0
2019-04-04,-0.0,-1.3262006329984863,1.0,-0.0,-2.4988303288839964,-2.055387367551947,0.0
2019-04-05,-0.0,-1.3226788432267884,1.0,-0.0,-2.511830635118306,-2.083990590839906,0.0
2019-04-08,-0.0,-1.3176885325222922,1.0,-0.0,-2.5106103546001246,-2.08398423999447,0.0
2019-04-09,-0.0,-1.2964119647442571,1.0,-0.0,-2.572697619543341,-2.070997293358318,0.0
2019-04-10,-0.0,-1.27928551647743,1.0,-0.0,-2.5856410966491277,-2.0583633342564385,0.0
2019-04-11,-0.0,-1.2713790713790714,1.0,-0.0,-2.6039501039501034,-2.0547470547470543,0.0
2019-04-12,-0.0,-1.2704463543110618,1.0,-0.0,-2.603895203770447,-2.0566260049902967,0.0
2019-04-15,-0.0,-1.2777739130434784,1.0,-0.0,-2.6021565217391305,-2.076591304347826,0.0
2019-04-16,-0.0,-1.276483271892606,1.0,-0.0,-2.6037420880573134,-2.0753286499269668,0.0
2019-04-17,-0.0,-1.2453197856496623,1.0,-0.0,-2.628227434059433,-2.0858097292783073,0.0
2019-04-18,-0.0,-1.2350284840905932,1.0,-0.0,-2.601709045435598,-2.1106016395720437,0.0
2019-04-22,-0.0,-1.2350017500875043,1.0,-0.0,-2.6286314315715784,-2.136646832341617,0.0
2019-04-23,-0.0,-1.2259981819453185,1.0,-0.0,-2.6193972449479057,-2.1471225788406407,0.0
2019-04-24,-0.0,-1.2274643099932019,1.0,-0.0,-2.491774303195105,-2.078857919782461,0.0
2019-04-25,-0.0,-1.1564387297876486,1.0,-0.0,-2.3761932593025525,-1.961361127345932,0.0
2019-04-26,-0.0,-1.1333333333333335,1.0,-0.0,-2.4191406250000003,-1.9579427083333336,0.0
2019-04-29,-0.0,-1.1082769390942218,1.0,-0.0,-2.4165799062988023,-1.9822358146798542,0.0
2019-04-30,-0.0,-1.0992967834353433,1.0,-0.0,-2.4261622607110302,-1.985740330772236,0.0
2019-05-01,-0.0,-1.1101077210862413,1.0,-0.0,-2.3645100948203575,-1.9757466296845774,0.0
2019-05-02,-0.0,-1.1001873264001034,1.0,-0.0,-2.3594729022672953,-1.999870809379239,0.0
2019-05-03,-0.0,-1.106220960247806,1.0,-0.0,-2.3509938048528656,-1.995998967475478,0.0
2019-05-06,-0.0,-1.0526586510641034,1.0,-0.0,-2.359159004693628,-2.0178100687970164,0.0
2019-05-07,-0.0,-1.0514300371937926,1.0,-0.0,-2.345517506733359,-2.0157752981916124,0.0
2019-05-08,-0.0,-1.0633280507131537,1.0,-0.0,-2.2877337559429476,-1.988082408874802,0.0
2019-05-09,-0.0,-1.0605561537974282,1.0,-0.0,-2.2895420282510925,-1.98422752897954,0.0
2019-05-10,-0.0,-1.0651966095213818,1.0,-0.0,-2.3219042763367534,-1.9859792237588427,0.0
2019-05-13,-0.0,-1.0601245709927545,1.0,-0.0,-2.3071056311173255,-1.9883691369009788,0.0
2019-05-14,-0.0,-0.9251350332872754,1.0,-0.0,-2.3644642632835073,-1.9910187162416784,0.0
2019-05-15,-0.0,-0.9439555638769268,1.0,-0.0,-2.3618548336765897,-1.9352181239468265,0.0
2019-05-16,-0.0,-0.9495971519580289,1.0,-0.0,-2.358878271188558,-1.9372306539254263,0.0
2019-05-17,-0.0,-0.9359904893004631,1.0,-0.0,-2.3525841571768242,-1.9684645225879114,0.0
2019-05-20,-0.0,-0.9277100905966885,1.0,-0.0,-2.351702592939706,-1.9686348016244926,0.0
2019-05-21,-0.0,-0.9363902560588124,1.0,-0.0,-2.3326272506385894,-1.9611239175129274,0.0
2019-05-22,-0.0,-0.9165993914177483,1.0,-0.0,-2.340247158914488,-1.9531764267527791,0.0
2019-05-23,-0.0,-0.9107707571153967,1.0,-0.0,-2.3585911824889934,-1.9314193588392137,0.0
2019-05-24,-0.0,-0.8556662975267627,1.0,-0.0,-2.3551741109880644,-1.9414913252122556,0.0
2019-05-28,-0.0,-0.863907876100745,1.0,-0.0,-2.3511299956893894,-1.9429767842847467,0.0
2019-05-29,-0.0,-0.8649641741686571,1.0,-0.0,-2.3425194439341053,-1.9165901157449938,0.0
2019-05-30,-0.0,-0.8608410306271269,1.0,-0.0,-2.317148760330578,-1.8988210986874088,0.0
2019-05-31,-0.0,-0.867614015910609,1.0,-0.0,-2.3181514544239996,-1.8869860933989189,0.0
2019-06-03,-0.0,-0.8866650590788521,1.0,-0.0,-2.3300578731613215,-1.8117313720761998,0.0
2019-06-04,-0.0,-0.9017851776161568,1.0,-0.0,-2.308589288934303,-1.8003245777483923,0.0
2019-06-05,-0.0,-0.885112409275978,1.0,-0.01575500088511241,-2.3108514781377236,-1.689030506874373,0.0
2019-06-06,-0.0,-0.8997111019397441,1.0,-0.0020045987854489713,-2.2956193620659158,-1.698543717941159,0.0
2019-06-07,-0.0,-0.9179883261600141,1.0,-0.011555922410235245,-2.2735098166381698,-1.6928247155238487,0.0
2019-06-10,-0.0,-0.9207647058823529,1.0,-0.011294117647058823,-2.257941176470588,-1.6923529411764706,0.0
2019-06-11,-0.0,-0.9193548387096774,1.0,-0.07097960151802656,-2.256404174573055,-1.6830526565464896,0.0
2019-06-12,-0.0,-0.9241334205362983,1.0,-0.08050419168797193,-2.2626791129080206,-1.6783994292169568,0.0
2019-06-13,-0.0,-0.9513037266341231,1.0,-0.10560781045362543,-2.2371115609001073,-1.6590665555423265,0.0
2019-06-14,-0.0,-0.9381841980009519,1.0,-0.12488100904331272,-2.2447049024274155,-1.641777724892908,0.0
2019-06-17,-0.0,-0.9174887892376681,1.0,-0.13052316890881913,-2.2831091180866965,-1.6480119581464872,0.0
2019-06-18,-0.0,-0.9109195402298851,1.0,-0.13631465517241378,-2.2830459770114944,-1.6562500000000002,0.0
2019-06-19,-0.0,-0.8787139029473058,1.0,-0.1688597796963382,-2.2672819291455792,-1.6392974099434356,0.0
2019-06-20,-0.0,-0.8878845923620257,1.0,-0.15126301927451216,-2.291332455405244,-1.6553932718783673,0.0
2019-06-21,-0.0,-0.8948305537420618,1.0,-0.15211585257285298,-2.257641403050626,-1.6304825212178766,0.0
2019-06-24,-0.0,-0.8864381520119224,1.0,-0.1639940387481371,-2.2519821162444114,-1.6588375558867363,0.0
2019-06-25,-0.0,-0.8654660385234659,1.0,-0.1700757349871787,-2.2635816089212235,-1.664261434790387,0.0
2019-06-26,-0.0,-0.8610761956066318,1.0,-0.16430238822050636,-2.269587598012809,-1.6905488717304127,0.0
2019-06-27,-0.0,-0.8566624632198403,1.0,-0.19467963730258808,-2.2803699033207225,-1.6732120338677714,0.0
2019-06-28,-0.0,-0.8579064320461234,1.0,-0.1938622304966669,-2.2805837487238008,-1.6733529517746681,0.0
2019-07-01,-0.0,-0.8452866394818902,1.0,-0.2009474694171264,-2.292396258095467,-1.6579515471336053,0.0
2019-07-02,-0.0,-0.8502890517909291,1.0,-0.1876750700280112,-2.2684307765659457,-1.6534358424220754,0.0
2019-07-03,-0.0,-0.8407232798233575,1.0,-0.1961568299815003,-2.27731694217342,-1.6534582562511189,0.0
2019-07-05,-0.0,-0.8209026411494665,1.0,-0.1994872712096822,-2.278125558934001,-1.6634472068204853,0.0
2019-07-08,-0.0,-0.8041576803259045,1.0,-0.21794871794871795,-2.300623052959501,-1.6681643901270067,0.0
2019-07-09,-0.0,-0.7857014226544211,1.0,-0.22156191848250195,-2.309142205414491,-1.6864157512455733,0.0
2019-07-10,-0.0,-0.7416147580258745,1.0,-0.20987062769525636,-2.342237661715381,-1.6957954000958313,0.0
2019-07-11,-0.0,-0.7124445758202779,1.0,-0.25036949453148094,-2.307715045817322,-1.6413833875258645,0.0
2019-07-12,-0.0,-0.7016019388780518,1.0,-0.254241295738015,-2.316545486788438,-1.6388248507418572,0.0
2019-07-15,-0.0,-0.7013761738822278,1.0,-0.2575157994211801,-2.3090780225621645,-1.6383556789321365,0.0
2019-07-16,-0.0,-0.7116180120553126,1.0,-0.24092896820706772,-2.3090060276563054,-1.6479139581609739,0.0
2019-07-17,-0.0,-0.730953366038182,1.0,-0.23234233701755422,-2.306046456646374,-1.6411135409894202,0.0
2019-07-18,-0.0,-0.7285410262473397,1.0,-0.2249940884369827,-2.3160912745329867,-1.641936628044455,0.0
2019-07-19,-0.0,-0.733676062163919,1.0,-0.23435561070732142,-2.3063877563079833,-1.63463924836022,0.0
2019-07-22,-0.0,-0.7021238938053097,1.0,-0.2167551622418879,-2.3099115044247784,-1.6709144542772862,0.0
2019-07-23,-0.0,-0.7157417226346177,1.0,-0.21438670908448215,-2.2992223400494876,-1.6619535760574997,0.0
2019-07-24,-0.0,-0.7163381414861215,1.0,-0.22929716682949255,-2.2187230618929945,-1.5824377909315557,0.0
2019-07-25,-0.0,-0.7029408399130336,1.0,-0.2305183659457604,-2.224911317084335,-1.56305069229889,0.0
2019-07-26,-0.0,-0.6520741293246888,1.0,-0.24166618853634744,-2.259682138963796,-1.584141373572781,0.0
2019-07-29,-0.0,-0.6307480337562431,1.0,-0.2449049888053275,-2.258453412939893,-1.6066938400597048,0.0
2019-07-30,-0.0,-0.6394117983635635,1.0,-0.247811409280769,-2.2417462951307434,-1.5928935171940266,0.0
2019-07-31,-0.0,-0.6619508562918839,1.0,-0.24709318975886363,-2.232602096339997,-1.5860587662523626,0.0
2019-08-01,-0.0,-0.6786040145985401,1.0,-0.2303261861313869,-2.2259352189781025,-1.5676893248175183,0.0
2019-08-02,-0.0,-0.6517857142857143,1.0,-0.2728365384615385,-2.238438644688645,-1.560382326007326,0.0
2019-08-05,-0.0,-0.6463226470084005,1.0,-0.25864335104863134,-2.246014057946168,-1.563632207554717,0.0
2019-08-06,-0.0,-0.6427696078431372,1.0,-0.24766042780748662,-2.1411541889483066,-1.5388257575757573,0.0
2019-08-07,-0.0,-0.6190880289658294,1.0,-0.27856981217470017,-2.2003847024213625,-1.559346005883684,0.0
2019-08-08,-0.0,-0.6216842938747809,1.0,-0.2799615406368418,-2.198178836038686,-1.5559074712968723,0.0
2019-08-09,-0.0,-0.5906183368869937,1.0,-0.26714173493435084,-2.1720906744473125,-1.5811356750084167,0.0
2019-08-12,-0.0,-0.5791741271262311,1.0,-0.29716875559534467,-2.1745747538048343,-1.5444829901521935,0.0
2019-08-13,-0.0,-0.556486290277545,1.0,-0.2887697548444742,-2.1864075501200646,-1.5526888926118279,0.0
2019-08-14,-0.0,-0.566520508408725,1.0,-0.28190042737414667,-2.164511294888161,-1.5373813620469559,0.0
2019-08-15,-0.0,-0.6087570621468927,1.0,-0.308561495002173,-2.109083007388092,-1.4059647979139505,0.0
2019-08-16,-0.0,-0.6081404195196174,1.0,-0.31099880447777417,-2.1055863493098577,-1.409520704271275,0.0
2019-08-19,-0.0,-0.571459482851888,1.0,-0.32343395001622854,-2.122416964189116,-1.3921886833279238,0.0
2019-08-20,-0.0,-0.5643180349062702,1.0,-0.33074768368886015,-2.1093514328808447,-1.382299073475544,0.0
2019-08-21,-0.0,-0.566414019244208,1.0,-0.35768424447669733,-2.091813148416922,-1.3595656614524538,0.0
2019-08-22,-0.0,-0.5607863974495217,1.0,-0.371413390010627,-2.065462274176408,-1.3158342189160468,0.0
2019-08-23,-0.0,-0.5707502374169041,1.0,-0.3651471984805318,-2.0469030283845098,-1.2931307375751822,0.0
2019-08-26,-0.0,-0.5384855095045186,1.0,-0.36698867767736576,-2.0356808974758493,-1.2525708943596137,0.0
2019-08-27,-0.0,-0.5355264514798391,1.0,-0.35057234196143133,-2.013509332783335,-1.2565741982056307,0.0
2019-08-28,-0.0,-0.5220258642897624,1.0,-0.35983306713380386,-2.0199392034623114,-1.2504508217837085,0.0
2019-08-29,-0.0,-0.48015954182859477,1.0,-0.37159950910206585,-2.0156985068521167,-1.2460625894866026,0.0
2019-08-30,-0.0,-0.4644221463861865,1.0,-0.3783425864615698,-2.0199663831304435,-1.2307339683186471,0.0
2019-09-03,-0.0,-0.46227953919869513,1.0,-0.3798042613925987,-2.0133041084718117,-1.2419716586808034,0.0
2019-09-04,-0.0,-0.4397022079445209,1.0,-0.3892203355259803,-2.01682729080618,-1.25348018968946,0.0
2019-09-05,-0.0,-0.4354674796747967,1.0,-0.37367886178861787,-2.0229166666666667,-1.2492378048780488,0.0
2019-09-06,-0.0,-0.4156684846322442,1.0,-0.40832866099189563,-2.0714613384983944,-1.2016412661195779,0.0
2019-09-09,-0.0,-0.43472081218274106,1.0,-0.40695431472081217,-2.0546700507614215,-1.1797969543147206,0.0
2019-09-10,-0.0,-0.4024390243902439,1.0,-0.503010511276661,-2.0906214919889785,-1.1064904582100215,0.0
