Date,IWF,IWM,MTUM,PDI,SPY,VLUE,VXX
2018-10-17,-0.11768466321845761,-0.34121772146994445,-0.0,1.0,-0.25270723155305014,-0.22558648611998994,0.0
2018-10-18,-0.11852929763290648,-0.3437524253007373,-0.0,1.0,-0.25184322856034147,-0.22611563833915407,0.0
2018-10-19,-0.11342213312257843,-0.3393218574705554,-0.0,1.0,-0.25082406461437634,-0.22406846964936292,0.0
2018-10-22,-0.11322393822393823,-0.33196911196911194,-0.0,1.0,-0.25625482625482626,-0.22903474903474902,0.0
2018-10-23,-0.11506389221325716,-0.332046481102575,-0.0,1.0,-0.25485465004053587,-0.22831332278114505,0.0
2018-10-24,-0.11421192614578114,-0.3298770381220368,-0.0,1.0,-0.2546544347222758,-0.2285780364645569,0.0
2018-10-25,-0.10159984942593639,-0.3107284020327498,-0.0,1.0,-0.25494071146245056,-0.21490683229813665,0.0
2018-10-26,-0.09269458394787446,-0.3046505983608087,-0.0,1.0,-0.25866736366521664,-0.21094785579597852,0.0
2018-10-29,-0.09743782261848898,-0.3047207883622713,-0.0,1.0,-0.2643641482871891,-0.21054903801032382,0.0
2018-10-30,-0.10703116168657446,-0.30660537322431136,-0.0,1.0,-0.2658351859527488,-0.20456686386073325,0.0
2018-10-31,-0.10798633274509067,-0.30171216160402503,-0.0,1.0,-0.2647279690609394,-0.20294371644200804,0.0
2018-11-01,-0.1220824492270385,-0.29605562291603515,-0.0,1.0,-0.2696839951500455,-0.20669142164292212,0.0
2018-11-02,-0.12222748366322568,-0.29553935031726486,-0.0,1.0,-0.2697603939767023,-0.2065915332891372,0.0
2018-11-05,-0.12035599318310927,-0.30068168907403897,-0.0,1.0,-0.27021397462601776,-0.20232910433629994,0.0
2018-11-06,-0.12164874280521056,-0.30159421387458346,-0.0,1.0,-0.26921766131475316,-0.20090502877915783,0.0
2018-11-07,-0.121531589506757,-0.3015293182420411,-0.0,1.0,-0.26887988795094064,-0.20077980088579322,0.0
2018-11-08,-0.11933674529281788,-0.3010708013068686,-0.0,1.0,-0.2677380974863553,-0.20039281599969783,0.0
2018-11-09,-0.11879037437195422,-0.3011786483321371,-0.0,1.0,-0.2685202674625062,-0.20037021646329944,0.0
2018-11-12,-0.11859777346619702,-0.2964567596586735,-0.0,1.0,-0.2696328668035489,-0.19901294102134234,0.0
2018-11-13,-0.11482419127988748,-0.29498359118612283,-0.0,1.0,-0.2689732770745429,-0.196530707923113,0.0
2018-11-14,-0.11415216534324492,-0.29612734883895553,-0.0,1.0,-0.2695462822173415,-0.19738694599312945,0.0
2018-11-15,-0.11388930666265605,-0.2966235524138969,-0.0,1.0,-0.2695142126635584,-0.19995488043314785,0.0
2018-11-16,-0.11245168311629827,-0.2928847525049724,-0.0,1.0,-0.2689045671182497,-0.20212406649904305,0.0
2018-11-19,-0.11616674184333182,-0.2928694933092768,-0.0,1.0,-0.26798601714027964,-0.20239437678544578,0.0
2018-11-20,-0.11735959702278026,-0.2936057439290279,-0.0,1.0,-0.26798736937072404,-0.20062401323208784,0.0
2018-11-21,-0.112098050054324,-0.3021176829384518,-0.0,1.0,-0.2753178430512933,-0.21657167908811922,0.0
2018-11-23,-0.112032957601419,-0.30369437927943393,-0.0,1.0,-0.2749136960958211,-0.21664664034635994,0.0
2018-11-26,-0.11170851684493509,-0.30551583442963637,-0.0,1.0,-0.273846975156819,-0.21554271768765848,0.0
2018-11-27,-0.10493592424991445,-0.31051070464311525,-0.0,1.0,-0.2724645396813325,-0.21342738715442827,0.0
2018-11-28,-0.10578166603271205,-0.30760745530620004,-0.0,1.0,-0.2740015214910612,-0.2144541650817801,0.0
2018-11-29,-0.10230116005762377,-0.3053870649783911,-0.0,1.0,-0.27301160057623775,-0.2148191674880582,0.0
2018-11-30,-0.10314781978684055,-0.3103014356803752,-0.0,1.0,-0.2803866613281473,-0.21277812732368587,0.0
2018-12-03,-0.1028514791094846,-0.31028896004879536,-0.0,1.0,-0.28028743519365656,-0.2126410491003355,0.0
2018-12-04,-0.10494287846604283,-0.3106569454809882,-0.0,1.0,-0.28350268863501543,-0.214516715463957,0.0
2018-12-06,-0.10283133907476565,-0.30803673500495393,-0.0,1.0,-0.2830005334959226,-0.2114739730203491,0.0
2018-12-07,-0.09156148991842389,-0.3154917654301985,-0.0,1.0,-0.29134600584885334,-0.22556564568262275,0.0
2018-12-10,-0.07933540621482937,-0.3181046487228888,-0.0,1.0,-0.292600576083017,-0.21749995231100852,0.0
2018-12-11,-0.08554904468324712,-0.31631387070298334,-0.0,1.0,-0.2949170659082667,-0.21194479967933424,0.0
2018-12-12,-0.08763073863745006,-0.3168511826229947,-0.0,1.0,-0.29709937092487426,-0.21052027763437162,0.0
2018-12-13,-0.0880038387715931,-0.32120921305182343,-0.0,1.0,-0.2965642994241843,-0.21360844529750478,0.0
2018-12-14,-0.08851697598986623,-0.3200967314741954,-0.0,1.0,-0.29702704258871854,-0.21363453160086754,0.0
2018-12-17,-0.08853226859139249,-0.3204015817560564,-0.0,1.0,-0.2980189657158214,-0.2126540484508773,0.0
2018-12-18,-0.09129792363325297,-0.3310521813515825,-0.0,1.0,-0.30640018663970753,-0.21541332918578426,0.0
2018-12-19,-0.07959283547029461,-0.3383772144465107,-0.0,1.0,-0.31754918273465793,-0.22200254477831063,0.0
2018-12-20,-0.07907929386521018,-0.3329367014532332,-0.0,1.0,-0.3190090705159465,-0.21964303130790988,0.0
2018-12-21,-0.07804954654312747,-0.3354991951631267,-0.0,1.0,-0.3217973381492678,-0.227670684307644,0.0
2018-12-24,-0.07575965362537468,-0.33350312481633126,-0.0,1.0,-0.3212585467155143,-0.22861117097349293,0.0
2018-12-26,-0.07767424669792052,-0.3419378683836831,-0.0,1.0,-0.3056198572178886,-0.22002840080144725,0.0
2018-12-27,-0.06740715294476887,-0.331501202335967,-0.0,1.0,-0.2866712469941601,-0.22289018664834537,0.0
2018-12-28,-0.07096836606365482,-0.33210796169101287,-0.0,1.0,-0.29681725839218337,-0.2349037438328335,0.0
2018-12-31,-0.06751382287321758,-0.3387331457949365,-0.0,1.0,-0.2983800562615191,-0.2354253564846251,0.0
2019-01-02,-0.06606315544613953,-0.3385930563901758,-0.0,1.0,-0.29755558570957796,-0.23626107352627598,0.0
2019-01-03,-0.06158807872394163,-0.34112412814983195,-0.0,1.0,-0.2955062073789124,-0.24460375745565466,0.0
2019-01-04,-0.04957046668214535,-0.3453099605293708,-0.0,1.0,-0.29163764414519,-0.24831669375435342,0.0
2019-01-07,-0.04022889842632332,-0.33279923700524555,-0.0,1.0,-0.2936194563662375,-0.2408392942298522,0.0
2019-01-08,-0.03687335472589974,-0.34588705493534194,-0.0,1.0,-0.2920853909267337,-0.24666141459946586,0.0
2019-01-09,-0.03697227079690232,-0.3459712907626972,-0.0,1.0,-0.29206940948135046,-0.2466227252637445,0.0
2019-01-10,-0.03665032208441496,-0.3469666378232862,-0.0,1.0,-0.29191423901547925,-0.2473608306893568,0.0
2019-01-11,-0.03457544524587628,-0.3407267031500783,-0.0,1.0,-0.2994604838241835,-0.2589871018892735,0.0
2019-01-14,-0.03385371326872111,-0.33989128121795986,-0.0,1.0,-0.2978546418277136,-0.26291760973439343,0.0
2019-01-15,-0.0294555940469509,-0.3343461516130905,-0.0,1.0,-0.29652996845425866,-0.2749898395618432,0.0
2019-01-16,-0.028260070069488802,-0.33650775216305673,-0.0,1.0,-0.2955887191994271,-0.2752840524166231,0.0
2019-01-17,-0.025082316482665117,-0.34096455549099364,-0.0,1.0,-0.2960294402479179,-0.2747821034282394,0.0
2019-01-18,-0.023997190572810988,-0.3385945060090526,-0.0,1.0,-0.2990674262525363,-0.28935149055720305,0.0
2019-01-22,-0.0,-0.35168608688942044,-0.0,1.0,-0.3196620109576356,-0.25781310286287523,0.0
2019-01-23,-0.0,-0.3450116009280742,-0.0,1.0,-0.32153905645784997,-0.26693735498839904,0.0
2019-01-24,-0.0,-0.3396565726882469,-0.0,1.0,-0.3305681246857717,-0.26348764357814125,0.0
2019-01-25,-0.0,-0.32340193963422925,-0.0,1.0,-0.3608147241171554,-0.2592851728762171,0.0
2019-01-28,-0.0,-0.3101275668948351,-0.0,1.0,-0.3794337274424393,-0.2550560049782203,0.0
2019-01-29,-0.0,-0.3100241263911589,-0.0,1.0,-0.3737644952914624,-0.2618880846758503,0.0
2019-01-30,-0.0,-0.3093611970501819,-0.0,1.0,-0.3731831183235071,-0.2632654252524663,0.0
2019-01-31,-0.0,-0.3183527165760817,-0.0,1.0,-0.3582295988934993,-0.2714628017065046,0.0
2019-02-01,-0.0,-0.31781040971937835,-0.0,1.0,-0.36900095555685564,-0.2633241677879834,0.0
2019-02-04,-0.0,-0.3164236138189191,-0.0,1.0,-0.370779068860641,-0.26241909069640484,0.0
2019-02-05,-0.0,-0.3153624093001482,-0.0,1.0,-0.3676952484980885,-0.26749629398455177,0.0
2019-02-06,-0.0,-0.3114939613290929,-0.0,1.0,-0.36881743507697107,-0.2707743936940276,0.0
2019-02-07,-0.0,-0.3121329769592446,-0.0,1.0,-0.36874963419630497,-0.2700704294047642,0.0
2019-02-08,-0.0,-0.30946376556604693,-0.0,1.0,-0.37387836490528414,-0.2715774245889781,0.0
2019-02-11,-0.0,-0.30319586417577254,-0.0,1.0,-0.37531821564250184,-0.2797360278854815,0.0
2019-02-12,-0.0,-0.30657822435042,-0.0,1.0,-0.3785815213125049,-0.27733731062092787,0.0
2019-02-13,-0.0,-0.3163337388642518,-0.0,1.0,-0.37557395706604924,-0.270319061261332,0.0
2019-02-14,-0.0,-0.3081512108682812,-0.0,1.0,-0.3921047450285489,-0.26863555818074425,0.0
2019-02-15,-0.0,-0.3051718345487244,-0.0,1.0,-0.39769965020454145,-0.27335428153593805,0.0
2019-02-19,-0.0,-0.2953899028205736,-0.0,1.0,-0.4078770640752153,-0.2719246266887888,0.0
2019-02-20,-0.0,-0.294849514179635,-0.0,1.0,-0.4095110198277905,-0.27051899834110116,0.0
2019-02-21,-0.0,-0.2960842005489623,-0.0,1.0,-0.40992476451886806,-0.268695325921684,0.0
2019-02-22,-0.0,-0.29765311963365765,-0.0,1.0,-0.4102599530229161,-0.26589424234648557,0.0
2019-02-25,-0.0,-0.29455553355771136,-0.0,1.0,-0.41573945753316177,-0.2695109879231835,0.0
2019-02-26,-0.0,-0.2942504157757187,-0.0,1.0,-0.41623109210422116,-0.26940286687257464,0.0
2019-02-27,-0.0,-0.29453940462278916,-0.0,1.0,-0.4196557666026264,-0.26643427281189963,0.0
2019-02-28,-0.0,-0.29345435088484173,-0.0,1.0,-0.4184815996512158,-0.2698123303145003,0.0
2019-03-01,-0.0,-0.29492648663663956,-0.0,1.0,-0.42854024881446057,-0.26069961705589395,0.0
2019-03-04,-0.0,-0.2926780897985086,-0.0,1.0,-0.4289029033793431,-0.26160161827701095,0.0
2019-03-05,-0.0,-0.28779946057432965,-0.0,1.0,-0.4366769792162462,-0.25870617166428683,0.0
2019-03-06,-0.0,-0.28608819796954316,-0.0,1.0,-0.4393837246192894,-0.25739609771573607,0.0
2019-03-07,-0.0,-0.2775291135229343,-0.0,1.0,-0.4486849401885447,-0.2542977105284005,0.0
2019-03-08,-0.0,-0.2703639514731369,-0.0,1.0,-0.4706866670650809,-0.2510209366720453,0.0
2019-03-11,-0.0,-0.268344572896596,-0.0,1.0,-0.4648161528580603,-0.2739041425818883,0.0
2019-03-12,-0.0,-0.24623501586852373,-0.0,1.0,-0.47520669510198305,-0.3000262790838707,0.0
2019-03-13,-0.0,-0.25456280325638997,-0.0,1.0,-0.4776986012140407,-0.29790689648171836,0.0
2019-03-14,-0.0,-0.252925877763329,-0.0,1.0,-0.4808192457737321,-0.29811443433029905,0.0
2019-03-15,-0.0,-0.24727591193303328,-0.0,1.0,-0.48206684453858534,-0.30735860200818754,0.0
2019-03-18,-0.0,-0.25933746053872336,-0.0,1.0,-0.4807100979869624,-0.30988889344430326,0.0
2019-03-19,-0.0,-0.2605800258976836,-0.0,1.0,-0.47721620455059294,-0.317554929809056,0.0
2019-03-20,-0.0,-0.2575620209346411,-0.0,1.0,-0.47793208604632,-0.32500206049616753,0.0
2019-03-21,-0.0,-0.25866226940121606,-0.0,1.0,-0.4822426053797794,-0.32031330516335155,0.0
2019-03-22,-0.0,-0.25347999005717126,-0.0,1.0,-0.5026307067694092,-0.31533267047808433,0.0
2019-03-25,-0.0,-0.2278035217794254,-0.0,1.0,-0.5151683657707754,-0.31652764905776953,0.0
2019-03-26,-0.0,-0.22736772404659922,-0.0,1.0,-0.5113497630724027,-0.33049847911105595,0.0
2019-03-27,-0.0,-0.2182607796505015,-0.0,1.0,-0.5188501706131734,-0.3309275152517837,0.0
2019-03-28,-0.0,-0.21419114604882084,-0.0,1.0,-0.5135291683905668,-0.34095986760446834,0.0
2019-03-29,-0.0,-0.21138831091242455,-0.0,1.0,-0.5115675408417627,-0.3371582785686327,0.0
2019-04-01,-0.0,-0.21539412673879443,-0.0,1.0,-0.5111591962905718,-0.3342400824317362,0.0
2019-04-02,-0.0,-0.221908956206783,-0.0,1.0,-0.5203325650312809,-0.3157104050049391,0.0
2019-04-03,-0.0,-0.22232969746861495,-0.0,1.0,-0.5190985799547232,-0.3166289359950607,0.0
2019-04-04,-0.0,-0.22088353413654618,-0.0,1.0,-0.520152404489754,-0.3185047883843065,0.0
2019-04-05,-0.0,-0.21711516651201154,-0.0,1.0,-0.5220331992988968,-0.3229198886483142,0.0
2019-04-08,-0.0,-0.21562931371943053,-0.0,1.0,-0.5194387786636998,-0.32519521190019984,0.0
2019-04-09,-0.0,-0.20872473522307325,-0.0,1.0,-0.5391333071825257,-0.31667939798088235,0.0
2019-04-10,-0.0,-0.20335870933135278,-0.0,1.0,-0.5462647768768956,-0.3134864145571579,0.0
2019-04-11,-0.0,-0.1879001941587144,-0.0,1.0,-0.5719006898830917,-0.3057173544842401,0.0
2019-04-12,-0.0,-0.18899427603165747,-0.0,1.0,-0.5728307813113467,-0.30456884260120265,0.0
2019-04-15,-0.0,-0.19022514420393224,-0.0,1.0,-0.569393619880502,-0.3078211251007877,0.0
2019-04-16,-0.0,-0.19014317636348588,-0.0,1.0,-0.5678639410742364,-0.31101547628900106,0.0
2019-04-17,-0.0,-0.18493675341076124,-0.0,1.0,-0.5792807900130427,-0.30602654079456765,0.0
2019-04-18,-0.0,-0.18572671167626226,-0.0,1.0,-0.5753427494511867,-0.309924201631943,0.0
2019-04-22,-0.0,-0.1885002594706798,-0.0,1.0,-0.5760664244940321,-0.31119875454073687,0.0
2019-04-23,-0.0,-0.19704197479429225,-0.0,1.0,-0.570128111655036,-0.3159462555983752,0.0
2019-04-24,-0.0,-0.19905035611645633,-0.0,1.0,-0.5676829522262485,-0.31581906784955643,0.0
2019-04-25,-0.0,-0.2045563599190537,-0.0027329814532785347,1.0,-0.5727578077733504,-0.30619823503640503,0.0
2019-04-26,-0.0,-0.20205400656780104,-0.0,1.0,-0.5703528624317596,-0.31924951368989096,0.0
2019-04-29,-0.0,-0.20034300294898877,-0.0,1.0,-0.5701169138100517,-0.3210214795139397,0.0
2019-04-30,-0.0,-0.2002510197678067,-0.0,1.0,-0.5694592615835165,-0.3221001987239829,0.0
2019-05-01,-0.0,-0.1978942080254537,-0.0,1.0,-0.5744248843489,-0.3209344190232977,0.0
2019-05-02,-0.0,-0.19501935753897665,-0.0,1.0,-0.569551114366433,-0.32811551742178513,0.0
2019-05-03,-0.0,-0.20302027479892762,-0.0,1.0,-0.5655160857908847,-0.32596766085790885,0.0
2019-05-06,-0.0,-0.19221110785585738,-0.0,1.0,-0.5660444481647344,-0.334428493701084,0.0
2019-05-07,-0.0,-0.19517401586338237,-0.0,1.0,-0.5647615260657556,-0.3328380386329866,0.0
2019-05-08,-0.0,-0.19644755769591593,-0.014947776596410032,1.0,-0.5393082744386766,-0.3340421539808619,0.0
2019-05-09,-0.0,-0.19575638834465797,-0.015527950310559006,1.0,-0.5399349701946726,-0.33306932343990997,0.0
2019-05-10,-0.0,-0.19525418074148213,-0.014700362817465281,1.0,-0.5412027190458317,-0.3339797322657325,0.0
2019-05-13,-0.0,-0.19552117433641236,-0.012302174774286368,1.0,-0.5414833503617673,-0.3357868179069622,0.0
2019-05-14,-0.0,-0.1660247649811571,-0.04470534641984512,1.0,-0.5234190582681079,-0.3365014287489129,0.0
2019-05-15,-0.0,-0.17030015142400798,-0.04459748179800452,1.0,-0.5274326370594702,-0.33197120869547175,0.0
2019-05-16,-0.0,-0.1702888011635155,-0.046436733845834195,1.0,-0.5297111988364845,-0.3312694784957407,0.0
2019-05-17,-0.0,-0.16470490371417879,-0.052926007569770825,1.0,-0.5225637399658944,-0.3394127188786757,0.0
2019-05-20,-0.0,-0.16256731189055448,-0.05499303490862216,1.0,-0.5218204877643096,-0.33975092001580137,0.0
2019-05-21,-0.0,-0.16232106870546198,-0.0588161967880664,1.0,-0.5169634138740573,-0.3394968109197432,0.0
2019-05-22,-0.0,-0.15779199202525337,-0.06369413523841169,1.0,-0.5168009636152184,-0.33846984548928394,0.0
2019-05-23,-0.0,-0.15746332150490777,-0.07001597875033722,1.0,-0.5166946813588164,-0.3309883998422877,0.0
2019-05-24,-0.0,-0.1510399403380842,-0.07364517732847199,1.0,-0.5158684123301293,-0.3310407689758038,0.0
2019-05-28,-0.0,-0.15123578280055522,-0.07309038927676148,1.0,-0.5159419088856202,-0.3314549710994634,0.0
2019-05-29,-0.0,-0.15665191679417723,-0.07445928621645094,1.0,-0.5170381704644142,-0.3195897605558083,0.0
2019-05-30,-0.0,-0.1548049693035947,-0.07360935981974906,1.0,-0.516237054798768,-0.32244661719412115,0.0
2019-05-31,-0.0,-0.15680400016529608,-0.08142898466878797,1.0,-0.5176453572461671,-0.310322740609116,0.0
2019-06-03,-0.0,-0.16072677887978928,-0.09171159306967364,1.0,-0.5153504259434545,-0.28990904975513393,0.0
2019-06-04,-0.0,-0.15580112771124008,-0.08947606700415689,1.0,-0.5173478207186073,-0.29524221097254805,0.0
2019-06-05,-0.0,-0.15074002245585383,-0.10215372052669185,1.0,-0.5232826375421047,-0.26526487700316426,0.0
2019-06-06,-0.0,-0.14752624913183807,-0.10605874902970136,1.0,-0.5274747722351596,-0.26165379744249706,0.0
2019-06-07,-0.0,-0.1498763463936068,-0.11038894679829134,1.0,-0.5214707625646371,-0.26210476832832585,0.0
2019-06-10,-0.0,-0.1494752746130916,-0.1021274858099555,1.0,-0.5254399934664544,-0.26469026910041243,0.0
2019-06-11,-0.0,-0.14903147947391027,-0.11481110270203931,1.0,-0.5191351837836733,-0.26249258524412444,0.0
2019-06-12,-0.0,-0.15071183112420225,-0.11597938144329897,1.0,-0.5178980526918672,-0.2608820160366552,0.0
2019-06-13,-0.0,-0.16240995415848067,-0.12506139489194498,1.0,-0.5071832023575639,-0.2518418467583497,0.0
2019-06-14,-0.0,-0.15425096240478334,-0.13344663772626753,1.0,-0.5161356376443608,-0.24381603734949625,0.0
2019-06-17,-0.0,-0.148894761641366,-0.13369389302030196,1.0,-0.523385163788335,-0.24264028025321124,0.0
2019-06-18,-0.0,-0.14746742070322108,-0.13478403409556597,1.0,-0.5225391361363824,-0.24424227522334235,0.0
2019-06-19,-0.0,-0.13826675666278046,-0.14485283590026793,1.0,-0.5198707328547176,-0.24237589740443025,0.0
2019-06-20,-0.0,-0.14214892963228515,-0.14589777732254433,1.0,-0.5178531189183653,-0.2426508245416368,0.0
2019-06-21,-0.0,-0.14776477340275074,-0.14411626047922602,1.0,-0.5108533010843053,-0.24701252382806896,0.0
2019-06-24,-0.0,-0.14408014945903222,-0.1477960951774826,1.0,-0.5052043770145147,-0.2559075324888624,0.0
2019-06-25,-0.0,-0.15332442708868566,-0.14518548967218167,1.0,-0.5017778234508272,-0.2549994861781934,0.0
2019-06-26,-0.0,-0.1508601130316406,-0.1452910358483561,1.0,-0.5106018728600306,-0.25586815725423867,0.0
2019-06-27,-0.0,-0.14910306958693723,-0.14986685382821047,1.0,-0.5110335858637987,-0.2542782238919968,0.0
2019-06-28,-0.0,-0.16460147700709543,-0.1470801183260586,1.0,-0.502161726071037,-0.25479406714796965,0.0
2019-07-01,-0.0,-0.15591865473823724,-0.15098989396951626,1.0,-0.5202741882041088,-0.2437251491053678,0.0
2019-07-02,-0.0,-0.16206425436780658,-0.14805001242030305,1.0,-0.5152355717479506,-0.24470067069636497,0.0
2019-07-03,-0.0,-0.1585638562199768,-0.15090276627463972,1.0,-0.5177240351167798,-0.24337419247970848,0.0
2019-07-05,-0.0,-0.15082931273683556,-0.15116062369287472,1.0,-0.5192470958524009,-0.2494564429627482,0.0
2019-07-08,-0.0,-0.1515396243606469,-0.15002795551966205,1.0,-0.5187923215505994,-0.250440040587273,0.0
2019-07-09,-0.0,-0.14910084224903256,-0.1504666514910084,1.0,-0.5188005711565921,-0.25103987749104983,0.0
2019-07-10,-0.0,-0.14856137445663425,-0.14938936038087353,1.0,-0.5191264748499276,-0.25288760091078455,0.0
2019-07-11,-0.0,-0.14682128805135639,-0.15363429281424726,1.0,-0.5195278525574653,-0.25083868295713396,0.0
2019-07-12,-0.0,-0.1494854965941324,-0.15312946437814448,1.0,-0.5171535642559888,-0.2506677156876954,0.0
2019-07-15,-0.0,-0.15717572918178238,-0.16252409875826612,1.0,-0.5228756815025187,-0.23045668442546488,0.0
2019-07-16,-0.0,-0.16419796565225497,-0.17826438234136438,1.0,-0.5161484120900748,-0.21304717117938307,0.0
2019-07-17,-0.0,-0.17172785729101847,-0.17415473968056422,1.0,-0.516241443683883,-0.2121344119477287,0.0
2019-07-18,-0.0,-0.17089225274611183,-0.17120372100749598,1.0,-0.5207126393820469,-0.2136464627587782,0.0
2019-07-19,-0.0,-0.17080525746610098,-0.1764412278512603,1.0,-0.5147242325929623,-0.21774394809084105,0.0
2019-07-22,-0.0,-0.16690934808836377,-0.1742729957981445,1.0,-0.5159753713025752,-0.22296875650039522,0.0
2019-07-23,-0.0,-0.16541243668049446,-0.17839944966750745,1.0,-0.5194179816972754,-0.22134206082841715,0.0
2019-07-24,-0.0,-0.16575356733673577,-0.18229351109259453,1.0,-0.5171336319133424,-0.21795646286845122,0.0
2019-07-25,-0.0,-0.15993171361355735,-0.18466470967876253,1.0,-0.5233901692586347,-0.21389461411945954,0.0
2019-07-26,-0.0,-0.1568345922550305,-0.18573776973177686,1.0,-0.5247102399234242,-0.2135797074307593,0.0
2019-07-29,-0.0,-0.1476345160752957,-0.18601116108612362,1.0,-0.5246543394969182,-0.22399217058137597,0.0
2019-07-30,-0.0,-0.14518077307564145,-0.18720843052315894,1.0,-0.5232422525824726,-0.2270076641119627,0.0
2019-07-31,-0.0,-0.15234090388658741,-0.1871265899202698,1.0,-0.5170597664300435,-0.2252014072485792,0.0
2019-08-01,-0.0,-0.1625111771922893,-0.18037389007881222,1.0,-0.5191000020794776,-0.2174925658674541,0.0
2019-08-02,-0.0,-0.15299330199276118,-0.19698797686899364,1.0,-0.5174522610974748,-0.2126721304655323,0.0
2019-08-05,-0.0,-0.1505394225372607,-0.19317355062672792,1.0,-0.5246014093583055,-0.21038518302949674,0.0
2019-08-06,-0.0,-0.1518590998043053,-0.1946441446080956,1.0,-0.5015758574518488,-0.21184468019363478,0.0
2019-08-07,-0.0,-0.15826923867889606,-0.19047423189240323,1.0,-0.4954345411919549,-0.21233496483362807,0.0
2019-08-08,-0.0,-0.15757538360278087,-0.1889835040519972,1.0,-0.49646221564029785,-0.21380970011106998,0.0
2019-08-09,-0.0,-0.14827480290775058,-0.18810279512644618,1.0,-0.4866591583904986,-0.2246749257704515,0.0
2019-08-12,-0.0,-0.14603661654904365,-0.19335174388871842,1.0,-0.4899867034877774,-0.21626265725682722,0.0
2019-08-13,-0.0,-0.13754548056089286,-0.19316462941008136,1.0,-0.4926004660479948,-0.2207595764686644,0.0
2019-08-14,-0.0,-0.1458180484225972,-0.19362924920518462,1.0,-0.48220836390315475,-0.21635281649955165,0.0
2019-08-15,-0.0,-0.15490283220879963,-0.20053735202618075,1.0,-0.46913256030059386,-0.1955678558442083,0.0
2019-08-16,-0.0,-0.15965058067654392,-0.19653823547295243,1.0,-0.46364944567178096,-0.20695595776160847,0.0
2019-08-19,-0.0,-0.15791925780379606,-0.19640650637065246,1.0,-0.46474365466809814,-0.2065752425709482,0.0
2019-08-20,-0.0,-0.16095696489241224,-0.1954376314512215,1.0,-0.4643666073450898,-0.20156528069891602,0.0
2019-08-21,-0.0,-0.165588746513602,-0.21377177735559239,1.0,-0.4540603904765754,-0.1876793726504709,0.0
2019-08-22,-0.0,-0.16760577602746643,-0.20836110269615268,1.0,-0.4518428758961931,-0.19176007270524087,0.0
2019-08-23,-0.0,-0.1655753607372378,-0.2075502202821228,1.0,-0.45212400468857367,-0.19568732064184957,0.0
2019-08-26,-0.0,-0.15737159575960402,-0.20945472034628565,1.0,-0.4495100298591211,-0.18761147071200976,0.0
2019-08-27,-0.0,-0.15497497497497498,-0.20670670670670668,1.0,-0.4475275275275275,-0.1927927927927928,0.0
2019-08-28,-0.0,-0.15970845597805408,-0.20279930317774972,1.0,-0.44690735067379506,-0.1929476782603472,0.0
2019-08-29,-0.0,-0.15375530466810794,-0.20754263752101848,1.0,-0.45193770518055887,-0.18852590279445913,0.0
2019-08-30,-0.0,-0.15003795900427538,-0.20951372517680905,1.0,-0.4536500579374276,-0.18464058816478204,0.0
2019-09-03,-0.0,-0.1505492310764929,-0.2079288995406431,1.0,-0.4570401437986818,-0.1817056121429998,0.0
2019-09-04,-0.0,-0.13869268526277986,-0.2187637176264017,1.0,-0.4497386168642005,-0.18811604613113056,0.0
