Date,IWF,IWM,MTUM,QRTEA,SPY,VLUE,VXX
2018-09-24,-0.46917832795120196,-0.6940078937926085,-0.16537495514890563,1.0,-0.6598134194474345,-0.5996770721205598,0.0
2018-09-25,-0.46983500717360116,-0.6929698708751794,-0.1667144906743185,1.0,-0.6588593974175035,-0.5983859397417504,0.0
2018-09-26,-0.46957738394202486,-0.6928320298486045,-0.1657099806271077,1.0,-0.6593958527660185,-0.6000215254358902,0.0
2018-09-27,-0.46888593306251575,-0.6990689146924542,-0.1645396699859798,1.0,-0.6608548729194378,-0.6015386274580293,0.0
2018-09-28,-0.4703808941481135,-0.6985217422580297,-0.16473042477430494,1.0,-0.6612595763047153,-0.6018774952343272,0.0
2018-10-01,-0.46997445399920845,-0.6996365991436693,-0.16511351779224984,1.0,-0.6611017162594898,-0.6022379735904724,0.0
2018-10-02,-0.47125770206596596,-0.7347952156578471,-0.15639724537876043,1.0,-0.6610366074664734,-0.600978615440377,0.0
2018-10-03,-0.4709848127877052,-0.7247453695313348,-0.15484432201239623,1.0,-0.6655551125448548,-0.6084671427018014,0.0
2018-10-04,-0.470720475724283,-0.725805866782697,-0.15519054352949707,1.0,-0.6650349903912397,-0.6091954022988506,0.0
2018-10-05,-0.46239433566938803,-0.7202514269200202,-0.14550971750596056,1.0,-0.6697854201286033,-0.6145148471931219,0.0
2018-10-08,-0.46263370916449836,-0.7210176351546689,-0.14527320034692107,1.0,-0.669955189361087,-0.6148814686325527,0.0
2018-10-09,-0.46131049188622647,-0.7215656510896672,-0.14167479851096895,1.0,-0.6720156131410604,-0.6176226101413134,0.0
2018-10-10,-0.46121873644643635,-0.7218447303744399,-0.14117391932918896,1.0,-0.672184473037444,-0.617861789793263,0.0
2018-10-11,-0.4095059456398641,-0.7350297281993206,-0.05800537938844847,1.0,-0.6767766138165346,-0.6597182899207248,0.0
2018-10-12,-0.42773937756569946,-0.7327813059190906,-0.05413845128241114,1.0,-0.6579769130907688,-0.6360127714817024,0.0
2018-10-15,-0.4179971988795518,-0.7474789915966387,-0.03963585434173669,1.0,-0.6580532212885154,-0.6381652661064425,0.0
2018-10-16,-0.4154345601467942,-0.7827022830727973,-0.018631567804086244,1.0,-0.6668901513814884,-0.6450474610960161,0.0
2018-10-17,-0.4002014028751997,-0.7461976526147649,-0.004028057503993333,1.0,-0.6658795749704841,-0.6561566775470518,0.0
2018-10-18,-0.3985098530742985,-0.7446556646473087,-0.005953624399415083,1.0,-0.6733166214051947,-0.659215932038159,0.0
2018-10-19,-0.38564666044711654,-0.7327321101551432,-0.0,1.0,-0.6769980304757955,-0.6599633737604091,0.0
2018-10-22,-0.3854663624420936,-0.7222567931964322,-0.0,1.0,-0.6835027311069626,-0.6659061052340455,0.0
2018-10-23,-0.3885240235050121,-0.7223643276875216,-0.0,1.0,-0.6811268579329416,-0.664638783269962,0.0
2018-10-24,-0.38760467852446534,-0.7171430548826908,-0.0,1.0,-0.6848570835351927,-0.6708422728216485,0.0
2018-10-25,-0.3580346355215465,-0.672439253591086,-0.0,1.0,-0.6849577124446234,-0.6407571486105518,0.0
2018-10-26,-0.34724763013470816,-0.6614002993514053,-0.0,1.0,-0.6848162314984201,-0.6326958257109596,0.0
2018-10-29,-0.345553744302871,-0.6617984630227219,-0.0,1.0,-0.6865165175155526,-0.6329219202235603,0.0
2018-10-30,-0.33590553800099787,-0.6621320472309995,-0.0,1.0,-0.6870779976717114,-0.640977881257276,0.0
2018-10-31,-0.3363986455082664,-0.6582564238762367,-0.0,1.0,-0.6857778367970254,-0.6393997742513777,0.0
2018-11-01,-0.3141576763485477,-0.6775103734439833,-0.0,1.0,-0.68650622406639,-0.6413278008298755,0.0
2018-11-02,-0.3132369150606233,-0.6926751060489663,-0.0,1.0,-0.6872975049266843,-0.6468819933865527,0.0
2018-11-05,-0.3091079122273805,-0.7045856851808557,-0.0,1.0,-0.6884873584716609,-0.6377208510069804,0.0
2018-11-06,-0.3052328501121564,-0.7029026750142288,-0.0,1.0,-0.6943988750878838,-0.6454183266932271,0.0
2018-11-07,-0.30497640641210133,-0.7027207924768247,-0.0,1.0,-0.6938188146313711,-0.6451256651383822,0.0
2018-11-08,-0.2823006206232783,-0.7023995220868872,-0.0,1.0,-0.6851415485712389,-0.6489993694201984,0.0
2018-11-09,-0.2838340866790747,-0.7038021802712046,-0.0,1.0,-0.6853895240627492,-0.6505251262961979,0.0
2018-11-12,-0.28764589149372705,-0.6857825165652012,-0.0,1.0,-0.7258080791093471,-0.6642225286737747,0.0
2018-11-13,-0.2617530279269961,-0.6815588402122053,-0.0,1.0,-0.7309399085782924,-0.6623402622535117,0.0
2018-11-14,-0.26036789297658863,-0.6854515050167224,-0.0,1.0,-0.7333444816053512,-0.6653177257525084,0.0
2018-11-15,-0.2595205456551539,-0.6854792871710856,-0.0,1.0,-0.7337925039285833,-0.6646828713765087,0.0
