Date,CME,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.30588853838065194,-0.33073080967402735,-0.27568349106204,-0.4019716088328075,-0.3145373291272345,0.0
2018-09-25,1.0,-0.30609294501103984,-0.33048575333823993,-0.2760225002628536,-0.4017190621385764,-0.3142151193355062,0.0
2018-09-26,1.0,-0.30558551921913235,-0.3303691231024231,-0.2738298823962746,-0.403062432581757,-0.31810886895209034,0.0
2018-09-27,1.0,-0.3060516003471583,-0.32880098887515447,-0.2742287562790942,-0.4029403255924046,-0.31796544196933435,0.0
2018-09-28,1.0,-0.3034539040699205,-0.33235929026483446,-0.2745748433633444,-0.40341178328858,-0.3187226873058495,0.0
2018-10-01,1.0,-0.3058426492301202,-0.33165471419531745,-0.2739137312803206,-0.40561063066863534,-0.31957920269985235,0.0
2018-10-02,1.0,-0.3109733481693424,-0.30776771048587925,-0.2829438880941027,-0.41657394160970695,-0.3310284533460499,0.0
2018-10-03,1.0,-0.31067266949152544,-0.30299258474576274,-0.28217690677966106,-0.41829978813559326,-0.3341631355932203,0.0
2018-10-04,1.0,-0.3109922410825411,-0.30243889521489287,-0.2822604136323915,-0.4185843285755898,-0.33381881736090885,0.0
2018-10-05,1.0,-0.2958282011460397,-0.3019332726396401,-0.2624912975954587,-0.4498205965833021,-0.3675895678252022,0.0
2018-10-08,1.0,-0.29466866502515787,-0.29972700995610746,-0.2583770474253292,-0.4552778075152553,-0.3683224494165506,0.0
2018-10-09,1.0,-0.29484811989830056,-0.29963869931754317,-0.2589321557607387,-0.45502475578750173,-0.3678308577545832,0.0
2018-10-10,1.0,-0.2954144148964632,-0.29865161324843487,-0.25977847931938575,-0.45529455829632404,-0.3662314730590187,0.0
2018-10-11,1.0,-0.26022626093332635,-0.29901010841669723,-0.21314094170638456,-0.4562143193840675,-0.39016917194783435,0.0
2018-10-12,1.0,-0.26033670734563247,-0.29314876011553176,-0.2129270640888866,-0.451926829902943,-0.383752699643517,0.0
2018-10-15,1.0,-0.24678870456081958,-0.3169951635550471,-0.1936658172551875,-0.4539757657704509,-0.38881377086691976,0.0
2018-10-16,1.0,-0.2490106227869194,-0.31152364090814416,-0.1985003124349094,-0.4546969381378879,-0.38989273068110814,0.0
2018-10-17,1.0,-0.24287925696594428,-0.2965428276573787,-0.1941692466460268,-0.4534313725490196,-0.39295665634674926,0.0
2018-10-18,1.0,-0.24116504854368934,-0.2951456310679612,-0.19585760517799353,-0.46081553398058256,-0.39598705501618126,0.0
2018-10-19,1.0,-0.2319060737918072,-0.28512577563788977,-0.18859908854501917,-0.4689616107520791,-0.4001390355055485,0.0
2018-10-22,1.0,-0.2341882983106716,-0.28028430160692214,-0.1824526163988463,-0.47388751545117425,-0.4044087350638649,0.0
2018-10-23,1.0,-0.23341840022684507,-0.28141675044466785,-0.17974892377490784,-0.47683860490294644,-0.40636197252081563,0.0
2018-10-24,1.0,-0.23363980530016223,-0.27896675165469104,-0.17703263025058588,-0.47807051430631736,-0.407684977722836,0.0
2018-10-25,1.0,-0.20937256185035108,-0.24677220446480255,-0.17207359122140287,-0.49820048825912966,-0.39035562378879013,0.0
2018-10-26,1.0,-0.19948513452122557,-0.2523850386149109,-0.14120942910504264,-0.532381000454293,-0.39838978345363685,0.0
2018-10-29,1.0,-0.18491459666448332,-0.2660099763188391,-0.12805461782637173,-0.5300297274147225,-0.4102887086209503,0.0
2018-10-30,1.0,-0.17704736218586947,-0.2679656189347919,-0.12224938875305623,-0.532755274367958,-0.42058830942958686,0.0
2018-10-31,1.0,-0.1778620395248977,-0.26075383572307465,-0.12337091630464808,-0.530999673555483,-0.4181252040278231,0.0
2018-11-01,1.0,-0.17003388128999875,-0.27175304304178693,-0.11429288492910025,-0.5333166018320994,-0.420328773999247,0.0
2018-11-02,1.0,-0.1760473656598966,-0.2530165629918309,-0.11017012665817283,-0.5409078418146843,-0.41802193409777916,0.0
2018-11-05,1.0,-0.17346021279784204,-0.26045257005844447,-0.11004545681602478,-0.5416104700534492,-0.41205854438283623,0.0
2018-11-06,1.0,-0.17289532850362227,-0.2601299025730702,-0.11049213090182364,-0.5418685985510867,-0.4127404446665002,0.0
2018-11-07,1.0,-0.17183872175758333,-0.25974285357633253,-0.11224566221445512,-0.5406316315066783,-0.4121083510173511,0.0
2018-11-08,1.0,-0.16117588687670553,-0.2612255023567353,-0.10220788886132473,-0.5387744976432647,-0.41739022575043416,0.0
2018-11-09,1.0,-0.1603115929445037,-0.26125679128730556,-0.10285544171276885,-0.5393088392170483,-0.4171028802500682,0.0
2018-11-12,1.0,-0.1603866884240716,-0.2490728378578846,-0.10225980319438265,-0.5452207882114424,-0.41549226128665384,0.0
2018-11-13,1.0,-0.15317087564856027,-0.24486684535372663,-0.09700740157867559,-0.5492413996606585,-0.4147097154941353,0.0
2018-11-14,1.0,-0.15404288805823332,-0.24434389140271495,-0.09698996655518395,-0.5494294707849695,-0.41439602596891595,0.0
2018-11-15,1.0,-0.15441122275999314,-0.24555929538363264,-0.0953738053706115,-0.5534235805714566,-0.40802889221924676,0.0
