Date,CMG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1359785678082688,-1.8629353413945406,-0.3639128231120121,-1.508724929404098,-1.3691260589385272,0.0
2018-09-25,1.0,-1.1374719629549237,-1.8594891831271254,-0.3674119094132118,-1.505824470009406,-1.365168945807105,0.0
2018-09-26,1.0,-1.1375443166196368,-1.859633890456552,-0.367556616742638,-1.505824470009406,-1.3648071774835395,0.0
2018-09-27,1.0,-1.142588575560376,-1.8460592913955167,-0.3715112075198843,-1.5061460592913956,-1.3644251626898047,0.0
2018-09-28,1.0,-1.1394877731153232,-1.8503834466792068,-0.37281145999131815,-1.5067284039936333,-1.3655042685573722,0.0
2018-10-01,1.0,-1.1468815799027081,-1.853844478327162,-0.37391998838306834,-1.5147752849778553,-1.3711609671095621,0.0
2018-10-02,1.0,-1.147050276082534,-1.8601424004649807,-0.37365591397849457,-1.5138767800058122,-1.3705318221447254,0.0
2018-10-03,1.0,-1.1467896571760605,-1.8582219639744335,-0.3745642068564788,-1.513291690877397,-1.3704241719930272,0.0
2018-10-04,1.0,-1.1517351531871642,-1.8482648468128355,-0.3759982575867577,-1.5193843473210396,-1.3646725715115435,0.0
2018-10-05,1.0,-1.13308957952468,-1.8552833638025592,-0.3425959780621572,-1.566069469835466,-1.4155758683729431,0.0
2018-10-08,1.0,-1.1296188111581713,-1.8496421790565212,-0.3335767489411421,-1.5741200525777712,-1.4155834672119176,0.0
2018-10-09,1.0,-1.128075940124133,-1.8501642935377876,-0.3294633077765608,-1.576049653158087,-1.4182548375319461,0.0
2018-10-10,1.0,-1.128886293971683,-1.848124361407094,-0.33046270617428114,-1.5761202744124947,-1.4146110056925996,0.0
2018-10-11,1.0,-1.017156862745098,-1.8344537815126052,-0.1684873949579832,-1.545238095238095,-1.437394957983193,0.0
2018-10-12,1.0,-1.0371497751643028,-1.8262193012798338,-0.15281909373919056,-1.510204081632653,-1.39169837426496,0.0
2018-10-15,1.0,-1.0059408676429953,-1.88394584139265,-0.10120198949986184,-1.5140232108317215,-1.4028737220226584,0.0
2018-10-16,1.0,-1.0043502278690788,-1.8872393315840352,-0.09825990885236845,-1.5131887860792708,-1.4020853473277173,0.0
2018-10-17,1.0,-0.9699008017393667,-1.814580785432803,-0.05150156271232504,-1.5214023644516919,-1.437015898899307,0.0
2018-10-18,1.0,-0.969631089068551,-1.8143895645084587,-0.05136218493104151,-1.5215707588830765,-1.4369862083021945,0.0
2018-10-19,1.0,-0.9481441417077953,-1.801230477993374,-0.017983909133932795,-1.5431005341085793,-1.4504090325197754,0.0
2018-10-22,1.0,-0.9496757633072141,-1.7924885166171303,-0.012834369089435287,-1.5464739259659552,-1.4534585247230478,0.0
2018-10-23,1.0,-0.9525160418777441,-1.7916244511989194,-0.019182708544410676,-1.541100979398852,-1.4500506585612971,0.0
2018-10-24,1.0,-0.9560135135135136,-1.7883783783783787,-0.0037162162162162164,-1.549054054054054,-1.4595945945945945,0.0
2018-10-25,1.0,-0.868530484294031,-1.655812168127439,-0.0,-1.5123152709359604,-1.3608214445652869,0.0
2018-10-26,1.0,-0.8291425697762131,-1.6179909479507166,-0.0,-1.5064747296957506,-1.3324742268041236,0.0
2018-10-29,1.0,-0.7839776550498317,-1.6773947819462958,-0.0,-1.5104424554053197,-1.3761188345077129,0.0
2018-10-30,1.0,-0.7647469680614642,-1.6790907359197411,-0.0,-1.5124769826655662,-1.3932313162740493,0.0
2018-10-31,1.0,-0.7619286475641106,-1.6400401279077061,-0.0,-1.4949526616088784,-1.3730014420966834,0.0
2018-11-01,1.0,-0.7277969288624256,-1.6695706675023505,-0.0,-1.4947665308680664,-1.3754935756816045,0.0
2018-11-02,1.0,-0.730955334987593,-1.616563275434243,-0.0,-1.4969602977667493,-1.3589950372208435,0.0
2018-11-05,1.0,-0.7244695371634198,-1.6363072341481573,-0.0,-1.498448939074327,-1.345017992306738,0.0
2018-11-06,1.0,-0.7356450410141685,-1.647961720109371,-0.0,-1.4942207307979118,-1.3364404673129504,0.0
2018-11-07,1.0,-0.7333209209954695,-1.6471172345311242,-0.0,-1.4911562092720165,-1.3345745671197171,0.0
2018-11-08,1.0,-0.6751690227412416,-1.6518746158574062,-0.0,-1.4736324523663182,-1.3456668715427165,0.0
2018-11-09,1.0,-0.6744300374854052,-1.6513857309654028,-0.0,-1.474221102439624,-1.34517298592761,0.0
2018-11-12,1.0,-0.6791334937974449,-1.6259951860766526,-0.0,-1.5107696105659445,-1.3557365919891378,0.0
2018-11-13,1.0,-0.6274078150798018,-1.6200697119794532,-0.0,-1.5175808720112516,-1.3500275178866261,0.0
2018-11-14,1.0,-0.6275073385518591,-1.6201687866927592,-0.0,-1.5176125244618395,-1.3501712328767124,0.0
2018-11-15,1.0,-0.6249695047572579,-1.6184435228104415,-0.0,-1.5179921932178582,-1.3377043181263724,0.0
2018-11-16,1.0,-0.6175140552432168,-1.6057809826448302,-0.0,-1.52658274260572,-1.361097531165974,0.0
2018-11-19,1.0,-0.6194928200427743,-1.605071799572258,-0.0,-1.525389550870761,-1.3605866177818515,0.0
2018-11-20,1.0,-0.5473308316184481,-1.5857039099382642,-0.0,-1.5284469192591694,-1.391054351773393,0.0
2018-11-21,1.0,-0.5540136379949755,-1.569685369063285,-0.0,-1.519559755951669,-1.3382581648522551,0.0
2018-11-23,1.0,-0.554222620113399,-1.5557147120262609,-0.0,-1.5213965980304387,-1.3370337212772305,0.0
2018-11-26,1.0,-0.5528183716075157,-1.5609901580674024,-0.0,-1.5177453027139876,-1.3332538025648673,0.0
2018-11-27,1.0,-0.5318666905145174,-1.5803970667143623,-0.0,-1.5183330352351996,-1.331425505276337,0.0
2018-11-28,1.0,-0.53511965148893,-1.57205943784687,-0.0,-1.5246165781464462,-1.3358596407471504,0.0
2018-11-29,1.0,-0.4842899771809724,-1.536305657948628,-0.0,-1.502486688900591,-1.3279503832426423,0.0
2018-11-30,1.0,-0.48364062042727535,-1.537020778460638,-0.0,-1.5031899326894937,-1.3292361720807726,0.0
2018-12-03,1.0,-0.47879962414846144,-1.5470401691331925,-0.0,-1.5112168193563544,-1.3356236786469344,0.0
2018-12-04,1.0,-0.46185820502312513,-1.5547684561793806,-0.0,-1.5052397400620574,-1.3325917686318132,0.0
2018-12-06,1.0,-0.43728429985855727,-1.4333804809052335,-0.0,-1.508175388967468,-1.2788118811881188,0.0
2018-12-07,1.0,-0.4399751074903825,-1.4330165195745646,-0.0,-1.508316361167685,-1.2760239873274497,0.0
2018-12-10,1.0,-0.3873365373868336,-1.4420476137252711,-0.0,-1.5115681233933163,-1.2475131328937075,0.0
2018-12-11,1.0,-0.39862408412103584,-1.4395100397113931,-0.0,-1.5160803176911462,-1.2389395380054813,0.0
2018-12-12,1.0,-0.3982657342657343,-1.4400000000000002,-0.0,-1.515916083916084,-1.2402237762237762,0.0
2018-12-13,1.0,-0.39742801230081076,-1.4326530612244899,-0.0,-1.5239586245457089,-1.2372938216382443,0.0
2018-12-14,1.0,-0.404213702917179,-1.4139376327260536,-0.0,-1.5331395998658768,-1.2371185872359451,0.0
2018-12-17,1.0,-0.38455988455988455,-1.4067599067599066,-0.0,-1.5143745143745142,-1.2443112443112443,0.0
2018-12-18,1.0,-0.36474330846862657,-1.382404563405002,-0.0,-1.500274243089074,-1.2374396665204037,0.0
2018-12-19,1.0,-0.3648530057042562,-1.3823497147871873,-0.0,-1.5001645458534443,-1.2374945151382184,0.0
2018-12-20,1.0,-0.36334964654703644,-1.3595976073953233,-0.0,-1.4920065252854813,-1.2227841218053288,0.0
2018-12-21,1.0,-0.3579357773325392,-1.3556614501543294,-0.0,-1.4890344939622029,-1.2124871392213137,0.0
2018-12-24,1.0,-0.3247171126722797,-1.319407947659141,-0.0,-1.4805598755832037,-1.2381080066498633,0.0
2018-12-26,1.0,-0.32097132578563115,-1.323933975240715,-0.0,-1.4376256480795682,-1.2079674108559941,0.0
2018-12-27,1.0,-0.24224068882659194,-1.2486483780536646,-0.0,-1.319833800560673,-1.195334401281538,0.0
2018-12-28,1.0,-0.2406221866559968,-1.249374812443733,-0.0,-1.3183455036510952,-1.1932079623887166,0.0
2018-12-31,1.0,-0.237625250501002,-1.2574649298597194,-0.0,-1.3203907815631264,-1.1944889779559118,0.0
2019-01-02,1.0,-0.23385523485568505,-1.25596518433295,-0.0,-1.3179430743834724,-1.1944875193837226,0.0
2019-01-03,1.0,-0.2329246935201401,-1.2567425569176882,-0.0,-1.3176882661996498,-1.196447335501626,0.0
2019-01-04,1.0,-0.1825365271841765,-1.2731835801610176,-0.0,-1.3031010833913128,-1.2108637312394395,0.0
2019-01-07,1.0,-0.14965624092185534,-1.2248474871695554,-0.0,-1.2907427132758786,-1.1764307155998839,0.0
2019-01-08,1.0,-0.14811573061026015,-1.238123024556285,-0.0,-1.2925844882081206,-1.1838074398249454,0.0
2019-01-09,1.0,-0.14585152838427948,-1.2283842794759825,-0.0,-1.2909752547307132,-1.186851043182921,0.0
2019-01-10,1.0,-0.14750521262667896,-1.2234883382631043,-0.0,-1.2936527178393058,-1.1843087814575959,0.0
2019-01-11,1.0,-0.15305924561233394,-1.1967904586444293,-0.0,-1.2963735091631923,-1.2020265684088045,0.0
2019-01-14,1.0,-0.16630303030303029,-1.1959757575757577,-0.0,-1.296339393939394,-1.1898666666666666,0.0
2019-01-15,1.0,-0.1665938970552564,-1.1921602871973995,-0.0,-1.2967059622568282,-1.195847280842187,0.0
2019-01-16,1.0,-0.1566755512478798,-1.195638478313545,-0.0,-1.2914950327114127,-1.2023746062515144,0.0
2019-01-17,1.0,-0.15248346768354493,-1.1946710431046967,-0.0,-1.2861418158999856,-1.1936573828256989,0.0
2019-01-18,1.0,-0.16083065849625525,-1.1844664915864216,-0.0,-1.2893687384495673,-1.2286256200758683,0.0
2019-01-22,1.0,-0.0,-1.2651035600344356,-0.0,-1.510811768876285,-1.2881450346888135,0.0
2019-01-23,1.0,-0.0,-1.2227263458401305,-0.0,-1.5424143556280587,-1.3327385807504077,0.0
2019-01-24,1.0,-0.0,-1.2007040531951303,-0.0,-1.4154891702928667,-1.2730650760279667,0.0
2019-01-25,1.0,-0.0,-1.152188145238455,-0.0,-1.5325074281109938,-1.3513118799415824,0.0
2019-01-28,1.0,-0.0,-1.0977380064628388,-0.0,-1.5520258513547105,-1.3216505095699727,0.0
2019-01-29,1.0,-0.0,-1.073015240561809,-0.0,-1.566839326626158,-1.34072118736926,0.0
2019-01-30,1.0,-0.0,-1.0697408347012884,-0.0,-1.561806695518082,-1.342834402825449,0.0
2019-01-31,1.0,-0.0,-0.9682036458576158,-0.0,-1.4430509580866242,-1.2509674110681153,0.0
2019-02-01,1.0,-0.0,-0.9633703047814335,-0.0,-1.4531643209991612,-1.243731941467052,0.0
2019-02-04,1.0,-0.0,-0.9308795893110876,-0.0,-1.4317733877251684,-1.2209744694504285,0.0
2019-02-05,1.0,-0.0,-0.9138040712468194,-0.0,-1.399354780079971,-1.2305979643765903,0.0
2019-02-06,1.0,-0.0,-0.9033210667393576,-0.0,-1.3984825768933715,-1.2413793103448274,0.0
2019-02-07,1.0,-0.0,-0.8950611690077027,-0.0,-1.3977797915722698,-1.2381966470321704,0.0
2019-02-08,1.0,-0.0,-0.9965983088735544,-0.0,-1.572601807755856,-1.2903586354359025,0.0
2019-02-11,1.0,-0.0,-0.967795210569777,-0.0,-1.5746830524117164,-1.3150046145625882,0.0
2019-02-12,1.0,-0.0,-0.9978618980514117,-0.0,-1.5662568637931873,-1.2952038485835073,0.0
2019-02-13,1.0,-0.0,-1.0262554292128252,-0.0,-1.56683421990142,-1.2871016543848517,0.0
2019-02-14,1.0,-0.0,-1.009887904449557,-0.0,-1.5859317636692936,-1.2991825346321404,0.0
2019-02-15,1.0,-0.0,-1.026074596873009,-0.0,-1.5803558300249965,-1.294809586825467,0.0
2019-02-19,1.0,-0.0,-1.0004407659532788,-0.0,-1.6028698760957931,-1.2941378128213916,0.0
2019-02-20,1.0,-0.0,-1.0191535220926815,-0.0,-1.5957676104634075,-1.283677868129715,0.0
2019-02-21,1.0,-0.0,-1.0169051352410818,-0.0,-1.5986377891023127,-1.2844962759702077,0.0
2019-02-22,1.0,-0.0,-1.0160223430839335,-0.0,-1.6044882159831446,-1.2793375471605664,0.0
2019-02-25,1.0,-0.0,-1.0082168864396772,-0.0,-1.6190710490061013,-1.2930033457980714,0.0
2019-02-26,1.0,-0.0,-1.0109273479031304,-0.0,-1.6208407166765113,-1.290411498326442,0.0
2019-02-27,1.0,-0.0,-1.0052657480314962,-0.0,-1.6328248031496062,-1.2831692913385828,0.0
2019-02-28,1.0,-0.0,-1.0063459268004724,-0.0,-1.6320346320346322,-1.2808933490751673,0.0
2019-03-01,1.0,-0.0,-1.0095519448547514,-0.0,-1.6416051206302313,-1.2725258493353029,0.0
2019-03-04,1.0,-0.0,-1.003986220472441,-0.0,-1.63494094488189,-1.2823326771653545,0.0
2019-03-05,1.0,-0.0,-0.9908057340583292,-0.0,-1.663173504695996,-1.2891744933267424,0.0
2019-03-06,1.0,-0.0,-0.9902658365451131,-0.0,-1.663751358829924,-1.2871825279177784,0.0
2019-03-07,1.0,-0.0,-0.9213719542029553,-0.0,-1.6946374400626283,-1.2768372639201488,0.0
2019-03-08,1.0,-0.0,-0.9058435159637368,-0.0,-1.7379286558927867,-1.2833070555774537,0.0
2019-03-11,1.0,-0.0,-0.9170329670329671,-0.0,-1.7524975024975025,-1.3254745254745255,0.0
2019-03-12,1.0,-0.0,-0.8641455872661834,-0.0,-1.7980432909210726,-1.4070056268059004,0.0
2019-03-13,1.0,-0.0,-0.8862799263351749,-0.0,-1.8135870677307142,-1.4157970124820956,0.0
2019-03-14,1.0,-0.0,-0.888877535380371,-0.0,-1.8072344556276505,-1.4129668420783732,0.0
2019-03-15,1.0,-0.0,-0.8786308118649286,-0.0,-1.8197680385918096,-1.4335420301755104,0.0
2019-03-18,1.0,-0.0,-0.912465460612064,-0.0,-1.843334549814921,-1.4576403732860643,0.0
2019-03-19,1.0,-0.0,-0.922112661281863,-0.0,-1.8446973670408058,-1.4781810552816534,0.0
2019-03-20,1.0,-0.0,-0.9221162459819783,-0.0,-1.8530326184328398,-1.494387943299784,0.0
2019-03-21,1.0,-0.0,-0.9238872794311299,-0.0,-1.8767447985251515,-1.4666842243876743,0.0
2019-03-22,1.0,-0.0,-0.9281414797847973,-0.0,-1.926809780003196,-1.4719011346082138,0.0
2019-03-25,1.0,-0.0,-0.7850477144514156,-0.0,-2.0003690620551486,-1.486898297042231,0.0
2019-03-26,1.0,-0.0,-0.8053901764830959,-0.0,-2.003561556453328,-1.5068041675526258,0.0
2019-03-27,1.0,-0.0,-0.7892250530785562,-0.0,-2.012845010615711,-1.5058386411889597,0.0
2019-03-28,1.0,-0.0,-0.7893952299829642,-0.0,-2.0117653321976148,-1.5225191652470187,0.0
2019-03-29,1.0,-0.0,-0.7792960442364951,-0.0,-2.012707358570821,-1.5248830284985113,0.0
2019-04-01,1.0,-0.0,-0.7891040646946159,-0.0,-2.0115450095765057,-1.5196318365609705,0.0
2019-04-02,1.0,-0.0,-0.8159309940897715,-0.0021298120440871094,-2.0336510302965762,-1.4728182737873383,0.0
2019-04-03,1.0,-0.0,-0.8152011922503726,-0.0022354694485842027,-2.0347562273791784,-1.4703534170747286,0.0
2019-04-04,1.0,-0.0,-0.8136162499333582,-0.0,-2.0406781468251856,-1.476995255104761,0.0
2019-04-05,1.0,-0.0,-0.8083992306048301,-0.010258602265441334,-2.046751442615944,-1.4776127377644797,0.0
2019-04-08,1.0,-0.0,-0.7989324793167869,-0.011742727515345611,-2.048785695222845,-1.478142514011209,0.0
2019-04-09,1.0,-0.0,-0.7715079619536177,-0.042054077161483384,-2.070161376509565,-1.45992305226034,0.0
2019-04-10,1.0,-0.0,-0.7586298742808438,-0.058278286810142764,-2.068346473471127,-1.4417749840187513,0.0
