Date,IWF,IWM,MTUM,NRG,SPY,VLUE,VXX
2018-09-24,-0.4183013011029655,-0.6959579948484248,-0.11003236245954694,1.0,-0.5933888118354138,-0.48461132025625786,0.0
2018-09-25,-0.4189416696926683,-0.6949790380615984,-0.1113458554781633,1.0,-0.5925131218433303,-0.48334598752186975,0.0
2018-09-26,-0.4185339414369753,-0.6951880494414701,-0.10869852600965034,1.0,-0.5943552118448013,-0.48816841826954854,0.0
2018-09-27,-0.41903943978331243,-0.6929378344453987,-0.10933474268349078,1.0,-0.5940410913655282,-0.48784435489198646,0.0
2018-09-28,-0.4268163102669677,-0.6942156992960553,-0.10871297649090185,1.0,-0.5988179041041307,-0.49193119936246515,0.0
2018-10-01,-0.42698656686493347,-0.7051059279556238,-0.10953685758203567,1.0,-0.6024861324600681,-0.49742698656686485,0.0
2018-10-02,-0.42809409248863944,-0.694600374231489,-0.11340550654905106,1.0,-0.6049184709970596,-0.5003007217321572,0.0
2018-10-03,-0.4276601429430231,-0.6877296105804555,-0.11255093180148286,1.0,-0.60724066528622,-0.504575512657805,0.0
2018-10-04,-0.43812080536912756,-0.6808724832214765,-0.11328859060402685,1.0,-0.6223489932885907,-0.5011073825503356,0.0
2018-10-05,-0.430171145875117,-0.6755248027811205,-0.10382404064714534,1.0,-0.6273900254044659,-0.5057494317422115,0.0
2018-10-08,-0.4298830546526824,-0.675602318801729,-0.09657206044968669,1.0,-0.6391783667861811,-0.5096337499581142,0.0
2018-10-09,-0.42877249421936264,-0.6760497302369224,-0.09346201534801113,1.0,-0.6409302637311083,-0.5118796286987701,0.0
2018-10-10,-0.42994974874371866,-0.6747068676716919,-0.09477386934673367,1.0,-0.6415745393634842,-0.5091122278056951,0.0
2018-10-11,-0.3939344529594,-0.6688406978640145,-0.04444806782977336,1.0,-0.6341431599543453,-0.5197130278819502,0.0
2018-10-12,-0.4009212136829221,-0.6607936610191328,-0.040842620627456035,1.0,-0.6188881015267668,-0.49954905623912904,0.0
2018-10-15,-0.39067120997814064,-0.6772855857014272,-0.025459688826025458,1.0,-0.6194548026231195,-0.5017358878745017,0.0
2018-10-16,-0.38862437266761035,-0.6874919572770557,-0.018273066529404195,1.0,-0.6204799897053147,-0.5022197915326213,0.0
2018-10-17,-0.3782171305258481,-0.6620862555932849,-0.010250388753133825,1.0,-0.6170860969185364,-0.5058868331693694,0.0
2018-10-18,-0.3784238423207541,-0.6625829180816961,-0.009870822356936553,1.0,-0.6170057447551337,-0.5059827974735773,0.0
2018-10-19,-0.37202334016716604,-0.6555748304683804,-0.0017032013877937235,1.0,-0.6198706828575935,-0.5049045891815171,0.0
2018-10-22,-0.3726627778653634,-0.6514583004887278,-0.0,1.0,-0.6220085133217721,-0.5069525461138263,0.0
2018-10-23,-0.3748423707440101,-0.6511979823455234,-0.0022698612862547293,1.0,-0.6190100882723834,-0.5052648171500631,0.0
2018-10-24,-0.37461270945305086,-0.6573506165033196,-0.0031931710401517546,1.0,-0.6210243439772367,-0.5053746443250079,0.0
2018-10-25,-0.3439564829896432,-0.615784135959925,-0.0,1.0,-0.6352684470942561,-0.47822612864562525,0.0
2018-10-26,-0.32419005821218494,-0.6054372009387096,-0.0,1.0,-0.6461247752278199,-0.47197586175368017,0.0
2018-10-29,-0.309512254307207,-0.610319097306479,-0.0,1.0,-0.6392259160397963,-0.4741870905120117,0.0
2018-10-30,-0.30525485915279416,-0.6102064950422996,-0.0,1.0,-0.6392249613390338,-0.4775463173534673,0.0
2018-10-31,-0.3094183910123189,-0.5922110779795788,-0.0,1.0,-0.6373302008975633,-0.4729676816963344,0.0
2018-11-01,-0.3038271753520279,-0.5958899987964857,-0.0,1.0,-0.6365086051269707,-0.47258996269105785,0.0
2018-11-02,-0.30532313690208424,-0.5862348178137651,-0.0,1.0,-0.637456890088469,-0.46993552256710147,0.0
2018-11-05,-0.3004231311706629,-0.6014464483990036,-0.0,1.0,-0.6396783002730846,-0.4593824085466494,0.0
2018-11-06,-0.2953155595722247,-0.5998192498870312,-0.0,1.0,-0.6476276547672842,-0.46973941858713664,0.0
2018-11-07,-0.2944263481722765,-0.6028169863674749,-0.0,1.0,-0.6475449390758836,-0.4712570877065991,0.0
2018-11-08,-0.27238459927603437,-0.6034642654141862,-0.0,1.0,-0.6401112872827355,-0.47560355401322285,0.0
