Date,IWF,IWM,MTUM,PTR,SPY,VLUE,VXX
2018-09-24,-0.4546254801536492,-0.811219590268886,-0.12588028169014084,1.0,-0.8686779769526248,-0.740877080665813,0.0
2018-09-25,-0.45816493937817615,-0.8089312152374856,-0.1310871913889,1.0,-0.8664319154895763,-0.7368652714977393,0.0
2018-09-26,-0.46061698717948724,-0.8125400641025641,-0.13501602564102566,1.0,-0.8665064102564103,-0.7317307692307693,0.0
2018-09-27,-0.4681055925539597,-0.8011313487924255,-0.13917194896894808,1.0,-0.8695739388590227,-0.7339324400224665,0.0
2018-09-28,-0.4678461106430778,-0.8012195611184659,-0.13964777149275887,1.0,-0.869218116901352,-0.7337826453243471,0.0
2018-10-01,-0.46738737290519633,-0.805610255998071,-0.14037696419242054,1.0,-0.8698308081822931,-0.7356026202628301,0.0
2018-10-02,-0.4713175798075762,-0.7835433356145083,-0.1490278169155831,1.0,-0.8776216738456585,-0.7440924278410692,0.0
2018-10-03,-0.4754675734758319,-0.802526111246053,-0.15112136669095622,1.0,-0.8781880009715813,-0.7409926321755325,0.0
2018-10-04,-0.4747343661286398,-0.8078514072511963,-0.15139102928055806,1.0,-0.876956768594371,-0.7445453808094736,0.0
2018-10-05,-0.47983542447449895,-0.8180299820759328,-0.14868828417793709,1.0,-0.8818233664656998,-0.7452338276030633,0.0
2018-10-08,-0.4777425130208333,-0.8144124348958333,-0.14286295572916669,1.0,-0.8883463541666666,-0.7456461588541666,0.0
2018-10-09,-0.4797231270358306,-0.8151465798045602,-0.14645765472312702,1.0,-0.8871742671009771,-0.743159609120521,0.0
2018-10-10,-0.48272630978570846,-0.8136967326651999,-0.14935223661696406,1.0,-0.8895135663651919,-0.7386946956734295,0.0
2018-10-11,-0.4254847645429363,-0.8095370003957262,-0.07174515235457064,1.0,-0.8854372774040365,-0.7650969529085874,0.0
2018-10-12,-0.4322014051522248,-0.7973458235753318,-0.06725214676034348,1.0,-0.8663934426229509,-0.739968774395004,0.0
2018-10-15,-0.412574593392878,-0.8327547876282226,-0.03759897031865517,1.0,-0.8698857209719568,-0.7474940520301103,0.0
2018-10-16,-0.40969473725459465,-0.8611622712488736,-0.019945922645871705,1.0,-0.8758572044359105,-0.7519887142913124,0.0
2018-10-17,-0.39186015170767396,-0.8187978899541797,-0.004736051750028878,1.0,-0.8730507104077625,-0.7620037734396057,0.0
2018-10-18,-0.395020266357846,-0.8255163095927428,-0.0018915267322910634,1.0,-0.8732291063501254,-0.7645628257093225,0.0
2018-10-19,-0.38303095393348935,-0.8158106708603429,-0.0,1.0,-0.8746116374515746,-0.762264585171263,0.0
2018-10-22,-0.38302038935606497,-0.8032484736781477,-0.0,1.0,-0.883193180509158,-0.7703029604884231,0.0
2018-10-23,-0.39292451014358853,-0.8073295607652924,-0.0,1.0,-0.8795472918350848,-0.7697193671324633,0.0
2018-10-24,-0.3941155948366089,-0.8222661549792613,-0.0,1.0,-0.8865759584447804,-0.7734620304686592,0.0
2018-10-25,-0.3552256710151447,-0.7661193582246214,-0.0,1.0,-0.8913255360623782,-0.7360173939121307,0.0
2018-10-26,-0.33659549228944247,-0.7505931198102016,-0.0,1.0,-0.8947583036773429,-0.7250518979833926,0.0
2018-10-29,-0.31389472907675847,-0.7586219615654162,-0.0,1.0,-0.8855446128877577,-0.7304784036000147,0.0
2018-10-30,-0.32142725224393304,-0.7599453329885864,-0.0,1.0,-0.88656595131681,-0.7257784508550954,0.0
2018-10-31,-0.3219657867571155,-0.7558250995428404,-0.0,1.0,-0.8849727178882172,-0.7239713906503465,0.0
2018-11-01,-0.292191249769245,-0.7839394498800074,-0.0,1.0,-0.8877238323795459,-0.7282259553258261,0.0
2018-11-02,-0.2954286763355976,-0.7631356710115661,-0.0,1.0,-0.8903983844317973,-0.7227464659445566,0.0
2018-11-05,-0.2973062364484951,-0.759509022086656,-0.0,1.0,-0.8909264635625298,-0.7272794090625114,0.0
2018-11-06,-0.2929318985849057,-0.7578862028301887,-0.0,1.0,-0.8978847287735849,-0.7364386792452831,0.0
2018-11-07,-0.29261824075438336,-0.7576617062030353,-0.0,1.0,-0.8971563282746426,-0.7360763223810226,0.0
2018-11-08,-0.2660898769758697,-0.756726170919578,-0.0,1.0,-0.887489504617968,-0.7402621107582228,0.0
2018-11-09,-0.2676998428305128,-0.758105193903286,-0.0,1.0,-0.8875689900946672,-0.7417303264008187,0.0
2018-11-12,-0.26665453221696395,-0.7449581361485256,-0.0,1.0,-0.8905715325809974,-0.7381871132144157,0.0
2018-11-13,-0.23283409304681282,-0.7431083134360755,-0.0,1.0,-0.9027566746255699,-0.7389841545474278,0.0
2018-11-14,-0.23095367847411444,-0.7500817438692099,-0.0,1.0,-0.9075022706630337,-0.7445231607629428,0.0
2018-11-15,-0.230104873534855,-0.7517509162826143,-0.0,1.0,-0.9123634648183764,-0.7346227818703053,0.0
2018-11-16,-0.22666907906640132,-0.7422471503528135,-0.0,1.0,-0.9103311018635789,-0.7393522706712503,0.0
2018-11-19,-0.22695035460992907,-0.7421479229989869,-0.0,1.0,-0.9101534230713562,-0.7392531480677378,0.0
2018-11-20,-0.20474595801375536,-0.7357675272766555,-0.0,1.0,-0.9126426848150949,-0.7477224442764034,0.0
2018-11-21,-0.2030627981207187,-0.7320948248036437,-0.0,1.0,-0.9120611125058278,-0.7391600616863321,0.0
2018-11-23,-0.20333572453371593,-0.7324964131994262,-0.0,1.0,-0.9118005738880918,-0.739167862266858,0.0
2018-11-26,-0.20484835386499534,-0.7303508392767092,-0.0,1.0,-0.9200345796412362,-0.7468121893235358,0.0
2018-11-27,-0.19693873893250172,-0.7311180413664552,-0.0,1.0,-0.9151880130479979,-0.7414058859375561,0.0
2018-11-28,-0.19668722214254983,-0.7342607199196902,-0.0,1.0,-0.9136311487164779,-0.7406783307041446,0.0
2018-11-29,-0.16787829355650907,-0.7217631830915989,-0.0,1.0,-0.9104932799035426,-0.7460548246391716,0.0
2018-11-30,-0.16848231077676448,-0.723395195344381,-0.0,1.0,-0.9138426599481919,-0.7427699513856854,0.0
2018-12-03,-0.1652235628105039,-0.7254790631653656,-0.0,1.0,-0.9148332150461319,-0.7430801987224982,0.0
2018-12-04,-0.1674562747123571,-0.7270330922950878,-0.0,1.0,-0.9208135931321911,-0.7468385993659389,0.0
2018-12-06,-0.15995141419399617,-0.6608363699462085,-0.0,1.0,-0.9293076522644456,-0.7203539823008849,0.0
2018-12-07,-0.15053800884493507,-0.6658077097189818,-0.0,1.0,-0.9350558902392311,-0.7308562872166313,0.0
2018-12-10,-0.11817083692838654,-0.6739603106125971,-0.0,1.0,-0.9437446074201898,-0.7153753235547886,0.0
2018-12-11,-0.11151799903268156,-0.6775374835901333,-0.0,1.0,-0.9424445519242728,-0.7232087335037657,0.0
2018-12-12,-0.11302304688849729,-0.6773781140941916,-0.0,1.0,-0.9429183511281574,-0.7219515566151826,0.0
2018-12-13,-0.11324793702309845,-0.6752062976901565,-0.0,1.0,-0.9435831923488588,-0.7206090529295999,0.0
2018-12-14,-0.12125401818118972,-0.6542808751857869,-0.0,1.0,-0.9586948256195775,-0.722304794165428,0.0
2018-12-17,-0.11114173499621027,-0.6525184317508441,-0.0,1.0,-0.952146351546889,-0.7293461034934197,0.0
2018-12-18,-0.09937378092598297,-0.6411730486260823,-0.0,1.0,-0.9501420114293537,-0.731307531738699,0.0
2018-12-19,-0.0826958858796775,-0.6533664116876853,-0.0,1.0,-0.9674384949348771,-0.7421611191509889,0.0
2018-12-20,-0.0828329272895721,-0.6445458600693134,-0.0,1.0,-0.966750162989397,-0.7372610918573927,0.0
2018-12-21,-0.07777132907719095,-0.6439862073674507,-0.0,1.0,-0.9706735857430611,-0.7215526953671777,0.0
2018-12-24,-0.05776210019333176,-0.6233083471831224,-0.0,1.0,-0.969033002068989,-0.7416816470508429,0.0
2018-12-26,-0.057658687466379775,-0.6282275416890802,-0.0,1.0,-0.9480567509413664,-0.7280796126949973,0.0
2018-12-27,-0.02266969795388113,-0.5985709645988957,-0.0,1.0,-0.8899317960376745,-0.7366352711919455,0.0
2018-12-28,-0.014859855628536128,-0.6085712427651688,-0.0,1.0,-0.8927619171489889,-0.7354165311829356,0.0
2018-12-31,-0.01734010020170473,-0.6053419220508817,-0.0,1.0,-0.8936495542976121,-0.7369705250829592,0.0
2019-01-02,-0.015570146924977244,-0.6048303211545962,-0.0,1.0,-0.8925692367702509,-0.7375828890911454,0.0
2019-01-03,-0.0270481144343303,-0.601885565669701,-0.0,1.0,-0.9021131339401821,-0.7199609882964889,0.0
2019-01-04,-0.0,-0.6167951791615369,-0.0,1.0,-0.8879997408151364,-0.7350158750728957,0.0
2019-01-07,-0.0,-0.5884131784179532,-0.0,1.0,-0.8795479866305905,-0.7152315772720038,0.0
2019-01-08,-0.0,-0.5718599033816426,-0.0,1.0,-0.8931477243834224,-0.7132278159166031,0.0
2019-01-09,-0.0,-0.5715193694982045,-0.0,1.0,-0.8929990148409446,-0.7134140528172371,0.0
2019-01-10,-0.0,-0.5750397962432346,-0.0,1.0,-0.8926138172556511,-0.7160140082776186,0.0
2019-01-11,-0.0,-0.5719474891664542,-0.0,1.0,-0.8948508794290083,-0.7195386184042823,0.0
2019-01-14,-0.0,-0.5813440705589109,-0.0,1.0,-0.9058575400249257,-0.708401239893906,0.0
