Date,CAC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.17668565372897072,-0.7502185719962908,-0.057305603391177636,-0.3591204132997748,-0.3060272883825672,0.0
2018-09-25,1.0,-0.17565728012811957,-0.7596423328439879,-0.050553850260242894,-0.36740958227679166,-0.3158948351795009,0.0
2018-09-26,1.0,-0.1754624809802194,-0.7595632791436427,-0.049971970849683675,-0.36766236886361814,-0.3167827874322629,0.0
2018-09-27,1.0,-0.1746868643614174,-0.765683545658923,-0.04865646076437213,-0.3690718338507654,-0.3182475109731292,0.0
2018-09-28,1.0,-0.17762946284979092,-0.7648225581644686,-0.04848825989064007,-0.37024230727993995,-0.31920767663771843,0.0
2018-10-01,1.0,-0.17711939457370582,-0.7670611598636716,-0.048895687411104845,-0.370394224834286,-0.3201835600998309,0.0
2018-10-02,1.0,-0.17713287652828164,-0.774553271530297,-0.04686282413005509,-0.36944780330511895,-0.3190917640736262,0.0
2018-10-03,1.0,-0.1785464145250795,-0.7820160551694413,-0.04789612628629923,-0.36875707127848717,-0.3166316470017779,0.0
2018-10-04,1.0,-0.17782274382840954,-0.7852691218130312,-0.04794280318359639,-0.36773236206663973,-0.3191960070147039,0.0
2018-10-05,1.0,-0.16506134309083081,-0.7820436934997846,-0.036079423159707275,-0.3772061988807576,-0.33009578131726214,0.0
2018-10-08,1.0,-0.16380583984742259,-0.7804013216214039,-0.03424933515996454,-0.3783544201789024,-0.3293845864560669,0.0
2018-10-09,1.0,-0.16137366777909354,-0.7829691032403919,-0.02615997416298848,-0.38411023791581445,-0.3367423834643127,0.0
2018-10-10,1.0,-0.16264800861141013,-0.7819967707212057,-0.02766415500538213,-0.3849031216361679,-0.3338805166846071,0.0
2018-10-11,1.0,-0.11771959282191206,-0.7867037464581803,-0.0,-0.3739112183859797,-0.3452355965998531,0.0
2018-10-12,1.0,-0.1150444779690995,-0.7868178744212662,-0.0,-0.36477136763252355,-0.3344171045102221,0.0
2018-10-15,1.0,-0.1108108810309439,-0.7902257787939411,-0.0,-0.3636103821871184,-0.3334978825118865,0.0
2018-10-16,1.0,-0.1109176886302224,-0.7901163999168571,-0.0,-0.3636198295572646,-0.3335325296196217,0.0
2018-10-17,1.0,-0.09513314026499911,-0.7632179194751275,-0.0,-0.36213126938158335,-0.34237166508624,0.0
2018-10-18,1.0,-0.09465969659696598,-0.762479499794998,-0.0,-0.3629561295612956,-0.34243029930299307,0.0
2018-10-19,1.0,-0.07983909977341583,-0.7561037704625881,-0.0,-0.36665902899768327,-0.3432877619083989,0.0
2018-10-22,1.0,-0.08074296779453731,-0.758255197717081,-0.0,-0.36605686913982877,-0.34284549531186304,0.0
2018-10-23,1.0,-0.07786372571545276,-0.7596436138980368,-0.0,-0.36994204896479543,-0.3454596512726251,0.0
2018-10-24,1.0,-0.07803713119174177,-0.7702539609172381,-0.0,-0.37310941632642586,-0.3464550753665614,0.0
2018-10-25,1.0,-0.05960032134966861,-0.7489455713998794,-0.0,-0.3733430407712392,-0.32868045792327777,0.0
2018-10-26,1.0,-0.05291638612503429,-0.7418268871100472,-0.0,-0.3746041245854218,-0.3243560010972295,0.0
2018-10-29,1.0,-0.04613280278537677,-0.745162894802288,-0.0,-0.37172345187764233,-0.32392439691619,0.0
2018-10-30,1.0,-0.004764695390730502,-0.7676510306520243,-0.0,-0.3952913598491605,-0.38025836369658833,0.0
2018-10-31,1.0,-0.004716019169980626,-0.7683542367696543,-0.0,-0.39553380238605074,-0.3805700010196798,0.0
2018-11-01,1.0,-0.0,-0.8104364966154005,-0.0,-0.3964001348652644,-0.38672614570635677,0.0
2018-11-02,1.0,-0.0,-0.7929557476454652,-0.0,-0.40301896529480064,-0.3843117017159076,0.0
2018-11-05,1.0,-0.0,-0.7986431758970258,-0.0,-0.4025072871256481,-0.37836304073051824,0.0
2018-11-06,1.0,-0.0,-0.8034207878647164,-0.0,-0.40146531486211084,-0.37489358408791895,0.0
2018-11-07,1.0,-0.0,-0.8041743083718648,-0.0,-0.40309456771627106,-0.3758427401648025,0.0
2018-11-08,1.0,-0.0,-0.8024371472550026,-0.0,-0.3870959466393022,-0.37591072344792203,0.0
2018-11-09,1.0,-0.0,-0.8024073503747048,-0.0,-0.3882814906067139,-0.3757571091263731,0.0
2018-11-12,1.0,-0.0,-0.7902932978750608,-0.0,-0.39330554632163045,-0.3734881223310405,0.0
2018-11-13,1.0,-0.0,-0.786597597826363,-0.0,-0.38752190142454485,-0.36517610014981844,0.0
2018-11-14,1.0,-0.0,-0.7863638672966519,-0.0,-0.3885840573083371,-0.3653152466595539,0.0
2018-11-15,1.0,-0.0,-0.7867154174283972,-0.0,-0.3882795043672557,-0.36410725167580743,0.0
2018-11-16,1.0,-0.0,-0.7939630536844254,-0.0,-0.3928607879159012,-0.36471728924270264,0.0
