Date,IWF,IWM,JKHY,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3170688655218499,-0.48684973649040525,1.0,-0.15855964899009004,-0.3523968025821419,-0.20672264669541318,0.0
2018-09-25,-0.317998487522057,-0.4858331232669524,1.0,-0.16017141416687672,-0.35147466599445426,-0.20531888076632215,0.0
2018-09-26,-0.3180156789594414,-0.4858460840412392,1.0,-0.16016737667313655,-0.35146580625645935,-0.20526329056489628,0.0
2018-09-27,-0.3174707307226483,-0.48849414614452963,1.0,-0.1595680258377069,-0.3518873637464675,-0.2057932983447719,0.0
2018-09-28,-0.31788814859681,-0.4881889763779528,1.0,-0.15962547950736927,-0.3519836462749849,-0.2060115081768625,0.0
2018-10-01,-0.3175725140736627,-0.48882942468381596,1.0,-0.15979602655693836,-0.3519046777573019,-0.20632115719587005,0.0
2018-10-02,-0.31732154137713203,-0.49490840176879347,1.0,-0.15810486418193304,-0.3510296904611497,-0.20548325963360708,0.0
2018-10-03,-0.3169992422328871,-0.4900227330133873,1.0,-0.15738822935084618,-0.3527658499621117,-0.20868906289467037,0.0
2018-10-04,-0.31909198798070854,-0.4862005403631038,1.0,-0.15774057520894882,-0.3555791227937278,-0.20647425700073227,0.0
2018-10-05,-0.3141369159936599,-0.48290437014114274,1.0,-0.1527662465091705,-0.3581402369990188,-0.20796538103504666,0.0
2018-10-08,-0.3130467571644042,-0.48089492207139267,1.0,-0.14914529914529914,-0.36256913021618903,-0.20819507290095526,0.0
2018-10-09,-0.322857432981316,-0.4882717303005687,1.0,-0.1627487814784728,-0.36179935012185216,-0.2029092201462226,0.0
2018-10-10,-0.32654047728082225,-0.48783900676741465,1.0,-0.1658271001882664,-0.365058769653488,-0.1988754897471124,0.0
2018-10-11,-0.3197431377486779,-0.4870057919919416,1.0,-0.15555275749181566,-0.36179803575925457,-0.19418282548476454,0.0
2018-10-12,-0.3223613506285771,-0.48424183349578864,1.0,-0.15475744170353153,-0.3549773812201644,-0.1829746819624603,0.0
2018-10-15,-0.32222527541155604,-0.48502410631760384,1.0,-0.15380580050460893,-0.35507481701681193,-0.18193400114910946,0.0
2018-10-16,-0.3216596308045862,-0.48704818524717103,1.0,-0.15224939424974396,-0.35508205730272524,-0.18187495316364,0.0
2018-10-17,-0.31785023075777874,-0.4774204754106496,1.0,-0.149446677584239,-0.3537045307925165,-0.1828445238449705,0.0
2018-10-18,-0.31699873458551475,-0.4760935910478128,1.0,-0.15018733096791803,-0.3550604173386597,-0.18291442324392723,0.0
2018-10-19,-0.31305206020231924,-0.4713545521835677,1.0,-0.14653343202566,-0.3563286454478164,-0.18003947693066863,0.0
2018-10-22,-0.3145324451023933,-0.4673575129533679,1.0,-0.14216629657044164,-0.359906242289662,-0.18334566987416728,0.0
2018-10-23,-0.31602318983594424,-0.46695448377944987,1.0,-0.14557789564573825,-0.35682743308252124,-0.18159615147403477,0.0
2018-10-24,-0.3158193624848769,-0.4694451988839782,1.0,-0.14649021011826868,-0.35700353077701785,-0.1803165353941878,0.0
2018-10-25,-0.3007004830917875,-0.4461111111111111,1.0,-0.1453623188405797,-0.36130434782608695,-0.1619806763285024,0.0
2018-10-26,-0.2940894262137786,-0.4408942621377855,1.0,-0.13577048551141815,-0.36821147572442914,-0.15978219151794282,0.0
2018-10-29,-0.2884528049334321,-0.445060592298683,1.0,-0.13096063293257162,-0.36510744078208285,-0.16064727394411646,0.0
2018-10-30,-0.29631315430131994,-0.44567951512828496,1.0,-0.13525621062214024,-0.36494741633327743,-0.15339098771051435,0.0
2018-10-31,-0.29790633346051126,-0.4363553987027852,1.0,-0.13646985883250667,-0.3632916825639069,-0.15056276230446394,0.0
2018-11-01,-0.29644108602893854,-0.4380348501823556,1.0,-0.13499082262639747,-0.36347166932850233,-0.15079497508998593,0.0
2018-11-02,-0.30423424921038256,-0.41713172955900163,1.0,-0.12921228240993612,-0.3745280106390557,-0.1496592177444252,0.0
2018-11-05,-0.30352097628148816,-0.41883710439469124,1.0,-0.1292528312638002,-0.37455780051758114,-0.14805669650276596,0.0
2018-11-06,-0.30405982905982903,-0.41915954415954415,1.0,-0.1290835707502374,-0.37416904083570746,-0.14772079772079771,0.0
2018-11-07,-0.3036409380043672,-0.41896895471375684,1.0,-0.12978258805658408,-0.37365897654989083,-0.14744137472704832,0.0
2018-11-08,-0.28245538284398386,-0.45008155824218,1.0,-0.09067357512953368,-0.3915755133371714,-0.18398579927077338,0.0
2018-11-09,-0.2874540885366325,-0.4564566015851537,1.0,-0.08607191184999033,-0.395780978155809,-0.1906050647593273,0.0
2018-11-12,-0.28738098107749793,-0.4510304929492588,1.0,-0.08603109557671447,-0.3972279137037483,-0.18883933952030857,0.0
2018-11-13,-0.2777977345115789,-0.4516368513063678,1.0,-0.0738319323706205,-0.4044591326005221,-0.18705845726465023,0.0
2018-11-14,-0.2767917267917268,-0.45680615680615677,1.0,-0.07198172198172198,-0.4081289081289081,-0.1912938912938913,0.0
2018-11-15,-0.2771325784098317,-0.4589902696960185,1.0,-0.07096119950744863,-0.40913151604413645,-0.1982760702127146,0.0
2018-11-16,-0.277734790598704,-0.4610455556630235,1.0,-0.07157365315794564,-0.4096866234645517,-0.19798820001934422,0.0
2018-11-19,-0.27774553895256054,-0.4608781855989168,1.0,-0.07195705788481069,-0.40944919967116394,-0.1979060883021423,0.0
2018-11-20,-0.27614102873702,-0.46114465105047087,1.0,-0.06889640183530547,-0.41084279159623277,-0.19782661192948564,0.0
2018-11-21,-0.27957143884374774,-0.45665252510726007,1.0,-0.07401548380911291,-0.4083555044222334,-0.17827952350135423,0.0
2018-11-23,-0.27948048213558263,-0.4554647624068438,1.0,-0.07450097050154561,-0.4084972801993722,-0.178356617382761,0.0
2018-11-26,-0.27941352626913585,-0.4563618504587815,1.0,-0.07426750676792603,-0.4079442274981433,-0.1777389137778204,0.0
2018-11-27,-0.2780829114528608,-0.45847263348934947,1.0,-0.06901327729487057,-0.40693953577228004,-0.17549431655363454,0.0
2018-11-28,-0.27750555728183185,-0.4651146114683175,1.0,-0.06733274374357626,-0.40531108827114753,-0.17498864641346176,0.0
2018-11-29,-0.27664453255625093,-0.4642669469259065,1.0,-0.0672383318205704,-0.4048392490326279,-0.1755840061147471,0.0
2018-11-30,-0.2760039224127622,-0.46502116667862525,1.0,-0.06732678003396236,-0.40494128339432206,-0.17839802922675851,0.0
2018-12-03,-0.2759552388694945,-0.4652096982449429,1.0,-0.06642436994883076,-0.40507388455836646,-0.17842283965377076,0.0
2018-12-04,-0.27339348801680513,-0.4658407333142366,1.0,-0.06748305165664088,-0.4034183137591903,-0.1769311563066934,0.0
2018-12-06,-0.2665445493400968,-0.44204123808181867,1.0,-0.08303978206754029,-0.39789112770654267,-0.1588934291484665,0.0
2018-12-07,-0.26417401528512635,-0.4441622574955908,1.0,-0.07969429747207525,-0.4003997648442093,-0.16315108759553204,0.0
2018-12-10,-0.2562311663435259,-0.44619122147212037,1.0,-0.07750706627111122,-0.4014109182648508,-0.1546170197855591,0.0
2018-12-11,-0.2594020088764307,-0.4441952814762906,1.0,-0.08014482597523943,-0.4019621583742117,-0.15017519271198318,0.0
2018-12-12,-0.25902390019391164,-0.44445482793262153,1.0,-0.07980749012919655,-0.40193444384739385,-0.1510641777445506,0.0
2018-12-13,-0.2579485503524908,-0.44178066202903965,1.0,-0.08130631682151361,-0.4036369578411691,-0.14972687800550913,0.0
2018-12-14,-0.2578920332492762,-0.44265433828336603,1.0,-0.08097506304286915,-0.4032175212477819,-0.1501587746334174,0.0
2018-12-17,-0.2561663635939759,-0.44283582785471165,1.0,-0.07907865901990954,-0.4014780621998415,-0.15172285168088778,0.0
2018-12-18,-0.25474701931345434,-0.44044437213842474,1.0,-0.07713761126734375,-0.4010040207311688,-0.1507657982197225,0.0
2018-12-19,-0.2526675500383569,-0.44110467954529603,1.0,-0.07736476276820792,-0.40214333868005675,-0.15138201176279145,0.0
2018-12-20,-0.247933118732776,-0.4335471619462263,1.0,-0.08557004237975034,-0.4012876033440633,-0.14749542622912853,0.0
2018-12-21,-0.24745027458581384,-0.4339148091743966,1.0,-0.08475241127878536,-0.40260279662190224,-0.13874659652037474,0.0
2018-12-24,-0.24151168938645087,-0.4278522332819935,1.0,-0.08763016942139261,-0.40033562446840304,-0.1414680122296039,0.0
2018-12-26,-0.24298337988187355,-0.4296506570211987,1.0,-0.08630557208919006,-0.3942585046472232,-0.13609724829449202,0.0
2018-12-27,-0.2254064356990694,-0.4163022760399148,1.0,-0.08935979369884516,-0.3692790671599955,-0.1420787083753784,0.0
2018-12-28,-0.22495964849354375,-0.4168534791965567,1.0,-0.08917682926829269,-0.36919386657101866,-0.14156653515064563,0.0
2018-12-31,-0.22720441443664344,-0.4143693501715978,1.0,-0.08808685314371593,-0.3703147080594872,-0.14313272470334898,0.0
2019-01-02,-0.2271707929673484,-0.4144016864011482,1.0,-0.08748205956225333,-0.37024578399712954,-0.1432768209544313,0.0
2019-01-03,-0.22972669748238567,-0.40950500381456717,1.0,-0.10474352645514518,-0.3764304626845577,-0.12345734416371225,0.0
2019-01-04,-0.22633689540067656,-0.41078029437462193,1.0,-0.10444250285637477,-0.37538365033492394,-0.12332818065730225,0.0
2019-01-07,-0.21454199149539335,-0.39858699503897943,1.0,-0.11744773210489015,-0.3708141389085755,-0.11332831325301206,0.0
2019-01-08,-0.2153975413460688,-0.387746528699036,1.0,-0.12012470151233749,-0.37675776067922523,-0.11099319005925533,0.0
2019-01-09,-0.2156524432056982,-0.3889220695909925,1.0,-0.12013626208330568,-0.37680005308912334,-0.11051385847324528,0.0
2019-01-10,-0.21603095632946379,-0.3876616915422886,1.0,-0.12035378662244334,-0.37726920950801546,-0.109828634604754,0.0
