Date,ABMD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8173794358507734,-1.0343949044585987,-0.47556869881710645,-0.7421292083712465,-0.48011828935395817,0.0
2018-09-25,1.0,-0.8701849733028223,-1.0917715484363082,-0.5042429443173151,-0.78813882532418,-0.5130148741418764,0.0
2018-09-26,1.0,-0.8844686911601409,-1.1172210688939312,-0.5168251822526916,-0.8004634770434027,-0.5089074494278956,0.0
2018-09-27,1.0,-0.8885886610373944,-1.1068275030156816,-0.5198069963811822,-0.8009167671893849,-0.5089505428226779,0.0
2018-09-28,1.0,-0.8849830999517141,-1.1112023177209078,-0.5204732013520038,-0.80164171897634,-0.5102848865282472,0.0
2018-10-01,1.0,-0.8843254735214533,-1.1134035562427522,-0.5209702357943564,-0.8017974487823734,-0.511403169694627,0.0
2018-10-02,1.0,-0.8838413159167876,-1.125060474117078,-0.5179003386550557,-0.8006773101112724,-0.5104499274310595,0.0
2018-10-03,1.0,-0.8873985517811148,-1.1429265684988092,-0.5200952519803664,-0.8013801817563299,-0.5079943626378967,0.0
2018-10-04,1.0,-0.8938053097345133,-1.1339589613925896,-0.5209569191870077,-0.8104152484683458,-0.5032578041427599,0.0
2018-10-05,1.0,-0.8847997675657353,-1.1275483027456297,-0.5101447871773764,-0.8147305215243814,-0.5052055590528304,0.0
2018-10-08,1.0,-0.8824979457682827,-1.1230605635845137,-0.5050026584175166,-0.8190342694185315,-0.5038909565469574,0.0
2018-10-09,1.0,-0.8945831508249379,-1.132622767313963,-0.5211953083175159,-0.8194383608312648,-0.4990509563439918,0.0
2018-10-10,1.0,-0.894536955886649,-1.1341902814295453,-0.5201577563540754,-0.8197974486318044,-0.5003408316291752,0.0
2018-10-11,1.0,-0.8423265923265923,-1.1296068796068797,-0.44651294651294654,-0.8003685503685505,-0.5061897561897563,0.0
2018-10-12,1.0,-0.85340607077913,-1.1189910010724111,-0.4452370960973563,-0.7743274117592204,-0.47064857555835315,0.0
2018-10-15,1.0,-0.8531481567786736,-1.122943561541688,-0.4415808360907862,-0.7743859812648552,-0.46842522253809943,0.0
2018-10-16,1.0,-0.8593209241418014,-1.1131325413899542,-0.4523898606304368,-0.7785988214385932,-0.47334206341782803,0.0
2018-10-17,1.0,-0.8403991171601985,-1.0664888725400037,-0.43512047084789407,-0.7741401508184661,-0.4819753540555453,0.0
2018-10-18,1.0,-0.8389588889910788,-1.0641497286857353,-0.4364480824059597,-0.7767405499862045,-0.4822955945921089,0.0
2018-10-19,1.0,-0.8274396929824561,-1.0513523391812865,-0.4226059941520468,-0.7854989035087719,-0.4818165204678363,0.0
2018-10-22,1.0,-0.8274102254801893,-1.0960378584021526,-0.4448362252946089,-0.785329869165816,-0.48594228449475735,0.0
2018-10-23,1.0,-0.8296224139530569,-1.0951850821040914,-0.4500881343352816,-0.7805918916411542,-0.4831617033119956,0.0
2018-10-24,1.0,-0.8348193554379122,-1.0919940559115817,-0.4375870716076901,-0.7880096591436798,-0.4914553728986718,0.0
2018-10-25,1.0,-0.7978250123578843,-1.0313216195569137,-0.43328989349750596,-0.7880735181773244,-0.44326607648406957,0.0
2018-10-26,1.0,-0.7900065013467075,-1.0875359895978454,-0.3513049131605832,-0.9094919661929971,-0.5054797065106343,0.0
2018-10-29,1.0,-0.7704728416766911,-1.1072453039696493,-0.33131303784584065,-0.9019616914962525,-0.5155917460904968,0.0
2018-10-30,1.0,-0.77589959709165,-1.1077664057796508,-0.3345065530495994,-0.9020052794887231,-0.5109526235354049,0.0
2018-10-31,1.0,-0.7774968975502137,-1.0850760674725375,-0.33740865008962634,-0.8949303672381301,-0.501401847681206,0.0
2018-11-01,1.0,-0.7713708566706454,-1.0917271141309337,-0.331053163162244,-0.8951427784409144,-0.501652740795152,0.0
2018-11-02,1.0,-0.7706098249576511,-1.1564088085827218,-0.3310276679841897,-0.9113024656502918,-0.53613777526821,0.0
2018-11-05,1.0,-0.7633389894419307,-1.1840120663650076,-0.3292797888386124,-0.9165252639517346,-0.5202677224736049,0.0
2018-11-06,1.0,-0.7594148183105238,-1.1819726285983956,-0.3313827277017461,-0.92033978291647,-0.5260500235960358,0.0
2018-11-07,1.0,-0.7546261329305136,-1.1832043051359515,-0.33987915407854985,-0.9171072507552871,-0.5257269637462235,0.0
2018-11-08,1.0,-0.7412734854519045,-1.182120601602399,-0.3279295319308438,-0.9093379562385794,-0.5246685095815958,0.0
2018-11-09,1.0,-0.7397985476692434,-1.1816818927149215,-0.32902319044272665,-0.9100023424689623,-0.5243851018973998,0.0
2018-11-12,1.0,-0.7391567950750862,-1.163837328607406,-0.3288872306687809,-0.9134875478033765,-0.518421789012219,0.0
2018-11-13,1.0,-0.7977247779662708,-1.2554635265941525,-0.33000698533080536,-0.9953597445364735,-0.6109669693643349,0.0
2018-11-14,1.0,-0.7970413314008697,-1.2595332100554752,-0.3288520165925334,-0.9981008546154231,-0.6142235993802789,0.0
2018-11-15,1.0,-0.7994367330516998,-1.2685073425870048,-0.32558841279420647,-1.0047777107221887,-0.6308589820961578,0.0
2018-11-16,1.0,-0.7961690818833677,-1.257784686356115,-0.3228200371057514,-1.0024068595497166,-0.635160206588778,0.0
2018-11-19,1.0,-0.7965209544816524,-1.2556647282935631,-0.3279526769600963,-0.9993483055945459,-0.6335472227792259,0.0
2018-11-20,1.0,-0.7830645563932299,-1.25398172649658,-0.31074941335064155,-1.0039442807928505,-0.6410205202456438,0.0
2018-11-21,1.0,-0.7954737207801876,-1.2488460965804755,-0.32205072212020447,-1.0045163531688917,-0.5921385676708522,0.0
2018-11-23,1.0,-0.7949811545328307,-1.2263439793691726,-0.3288534021027573,-1.0139853203729419,-0.5951696092045229,0.0
2018-11-26,1.0,-0.7946264809398701,-1.2290189857730631,-0.3281118326475983,-1.0121945174242801,-0.5932186586030833,0.0
2018-11-27,1.0,-0.7911670367628917,-1.2310880829015545,-0.3182827535159142,-1.0077966938070564,-0.5862817665926474,0.0
2018-11-28,1.0,-0.7920738327904452,-1.2244595795084394,-0.3201559569637745,-1.010364228605271,-0.5882440035534499,0.0
2018-11-29,1.0,-0.7741399530883504,-1.2106137607505865,-0.30824863174354966,-1.00454456606724,-0.5890832681782643,0.0
2018-11-30,1.0,-0.7742266529834334,-1.2111127400674386,-0.3077261398621903,-1.0048868689830426,-0.5889165811464595,0.0
2018-12-03,1.0,-0.7740690059622716,-1.2146906460756524,-0.2993353533378946,-1.008112598963933,-0.590900205258528,0.0
2018-12-04,1.0,-0.7677422499512576,-1.2156853187755896,-0.30122830961201014,-1.0033144862546304,-0.5862253850653149,0.0
2018-12-06,1.0,-0.7415921668795232,-1.124686627879476,-0.35636914053261437,-0.9816943380161771,-0.525802942150324,0.0
