Date,IWF,IWM,MTUM,PAAS,SPY,VLUE,VXX
2018-09-24,-0.6271293044708843,-1.479742124849311,-0.0,1.0,-1.1201844960427696,-1.014308926044342,0.0
2018-09-25,-0.6317250772696317,-1.4774477447744774,-0.0,1.0,-1.1186023364241187,-1.0108439415370107,0.0
2018-09-26,-0.6314962279966471,-1.4774203688181056,-0.0,1.0,-1.1187133277451804,-1.0113160100586756,0.0
2018-09-27,-0.6330491185855521,-1.4705759271852277,-0.0,1.0,-1.1173824344823977,-1.009991107391327,0.0
2018-09-28,-0.6303446828602907,-1.4806148680551914,-0.0,1.0,-1.1212423272650962,-1.0141125859083993,0.0
2018-10-01,-0.6332963725645494,-1.4955911082950526,-0.0,1.0,-1.1284122709752362,-1.0228100744495485,0.0
2018-10-02,-0.6363348464055738,-1.483215454449488,-0.0,1.0,-1.131901192863929,-1.0266547028396495,0.0
2018-10-03,-0.6385427162326988,-1.4678899082568808,-0.0,1.0,-1.1478496049212494,-1.0487882483958213,0.0
2018-10-04,-0.6556694426649584,-1.4630578688874656,-0.0,1.0,-1.1718983557548581,-1.047832585949178,0.0
2018-10-05,-0.6236793204141227,-1.446456065834882,-0.0,1.0,-1.1799309795593311,-1.0591983010353068,0.0
2018-10-08,-0.6172702244811521,-1.4383735705209657,-0.0,1.0,-1.1828144853875477,-1.0559085133418045,0.0
2018-10-09,-0.6101226830952254,-1.4427213341122735,-0.0,1.0,-1.190981995857454,-1.0671304902012853,0.0
2018-10-10,-0.6107218683651804,-1.441348195329087,-0.0,1.0,-1.1911358811040338,-1.0646496815286624,0.0
2018-10-11,-0.4639561115668581,-1.42616899097621,-0.0,1.0,-1.1495590648072191,-1.0874179655455292,0.0
2018-10-12,-0.5433429889496836,-1.5246754640060078,-0.0,1.0,-1.1877480956978865,-1.1084111146872653,0.0
2018-10-15,-0.488208055136765,-1.5922356235192763,-0.0,1.0,-1.185601981477493,-1.1184040491061813,0.0
2018-10-16,-0.4800647423792825,-1.6112759643916916,-0.0,1.0,-1.1855948206096576,-1.1182627461559214,0.0
2018-10-17,-0.43190087002372785,-1.5267598207223831,-0.0,1.0,-1.1762720801476403,-1.137991036119167,0.0
2018-10-18,-0.4307781526781949,-1.524884015183467,-0.0,1.0,-1.1781948544917757,-1.1381800927878534,0.0
2018-10-19,-0.3949408191054782,-1.506179951817325,-0.0,1.0,-1.1913166439719285,-1.1447575154498795,0.0
2018-10-22,-0.39501779359430605,-1.4935105714883818,-0.0,1.0,-1.1958865396692484,-1.1490475193636174,0.0
2018-10-23,-0.39470240276396373,-1.4938491336439303,-0.0,1.0,-1.1966183321991308,-1.1495576611003506,0.0
2018-10-24,-0.39025282072712075,-1.4882992060175513,-0.0,1.0,-1.1955704137066443,-1.1494463017133305,0.0
2018-10-25,-0.3140587848434259,-1.4070926291293568,-0.0,1.0,-1.237972378206101,-1.0998128193453736,0.0
2018-10-26,-0.2773231119859111,-1.440899202320522,-0.0,1.0,-1.3267895990883662,-1.1347249559722365,0.0
2018-10-29,-0.22615875006531846,-1.4954277054919787,-0.0,1.0,-1.3288394210168784,-1.1750013063698594,0.0
2018-10-30,-0.22123015873015872,-1.4942564745196325,-0.0,1.0,-1.3278508771929824,-1.1779970760233918,0.0
2018-10-31,-0.228328611898017,-1.445119752768478,-0.0,1.0,-1.3162503219160444,-1.1610095287149111,0.0
2018-11-01,-0.19082275214204605,-1.482244244864251,-0.0,1.0,-1.3209455971921131,-1.1675957468772582,0.0
2018-11-02,-0.1939155734776173,-1.4473993160124545,-0.0,1.0,-1.311520596192129,-1.151549180746261,0.0
2018-11-05,-0.18764675855028076,-1.4659520163348647,-0.0,1.0,-1.313425216947422,-1.1376722817764167,0.0
2018-11-06,-0.1937853972141436,-1.4698198887698353,-0.0,1.0,-1.3082300117352927,-1.1304658400938823,0.0
2018-11-07,-0.19435028248587569,-1.4842835130970724,-0.0,1.0,-1.3166923472008216,-1.1407806882383154,0.0
2018-11-08,-0.12581261950286807,-1.6310844031685332,-0.0,1.0,-1.419612127833925,-1.2864791040699264,0.0
2018-11-09,-0.1254123597976688,-1.6425665273806909,-0.0,1.0,-1.4345172641301958,-1.2956344842753464,0.0
2018-11-12,-0.12576332728172965,-1.611101942014634,-0.0,1.0,-1.4651482642900369,-1.2994443527534798,0.0
2018-11-13,-0.07178271179133434,-1.586764388876913,-0.0,1.0,-1.4532765682259108,-1.277268807932744,0.0
2018-11-14,-0.07203663793103449,-1.5862068965517242,-0.0,1.0,-1.4529094827586209,-1.2768318965517242,0.0
2018-11-15,-0.09833172009337812,-1.6745430735068039,-0.0,1.0,-1.5352160792575298,-1.385697204350054,0.0
2018-11-16,-0.09297462273215396,-1.6517266715650256,-0.0,1.0,-1.5230882269824224,-1.3841067088679138,0.0
2018-11-19,-0.09269202509467021,-1.6518397106200193,-0.0,1.0,-1.5232577855649128,-1.3842197479229073,0.0
2018-11-20,-0.0,-1.6491416916888562,-0.0,1.0,-1.5560024927766132,-1.4602572092232733,0.0
2018-11-21,-0.0,-1.6340686958950015,-0.0,1.0,-1.5519687238201623,-1.3989946942194917,0.0
2018-11-23,-0.0,-1.6395927728366055,-0.0,1.0,-1.5530570006153157,-1.4011299435028246,0.0
2018-11-26,-0.0,-1.6447961252534353,-0.0,1.0,-1.5702297814823158,-1.4164226177066908,0.0
2018-11-27,-0.0,-1.6771814365142403,-0.0,1.0,-1.5761375241121072,-1.4201180074889366,0.0
2018-11-28,-0.0,-1.691704099619037,-0.0,1.0,-1.5741741058736567,-1.4201398760448058,0.0
2018-11-29,-0.0,-1.6272375690607737,-0.0,1.0,-1.5139226519337017,-1.3837569060773482,0.0
2018-11-30,-0.0,-1.6271682686995912,-0.0,1.0,-1.5139211136890953,-1.3831068390233123,0.0
2018-12-03,-0.0,-1.6259516716319098,-0.0,1.0,-1.5108131965132956,-1.3801721284342932,0.0
2018-12-04,-0.0,-1.618901436246026,-0.0,1.0,-1.494737419142638,-1.3682162043635566,0.0
2018-12-06,-0.0,-1.4750897192315813,-0.0,1.0,-1.4970973189782562,-1.3054148195060162,0.0
2018-12-07,-0.0,-1.4785710511018335,-0.0,1.0,-1.5030914759816096,-1.3029118004544733,0.0
2018-12-10,-0.0,-1.5218946918722631,-0.0,1.0,-1.5344440884331942,-1.2838833707145145,0.0
2018-12-11,-0.0,-1.5222453666613256,-0.0,1.0,-1.5333546974309673,-1.2854243443892537,0.0
2018-12-12,-0.0,-1.522273261403696,-0.0,1.0,-1.5332229462664246,-1.285760068368764,0.0
2018-12-13,-0.0,-1.5235143223599827,-0.0,1.0,-1.5335079093629755,-1.2871419410004274,0.0
2018-12-14,-0.0,-1.5013900769888793,-0.0,1.0,-1.5537852865697175,-1.2912745936698031,0.0
2018-12-17,-0.0,-1.4861928234483488,-0.0,1.0,-1.5120580908464514,-1.3020618010282503,0.0
2018-12-18,-0.0,-1.4728463422425726,-0.0,1.0,-1.5225748056649986,-1.3288254711958258,0.0
2018-12-19,-0.0,-1.4757561209793568,-0.0,1.0,-1.5259508187976742,-1.3324798634448178,0.0
2018-12-20,-0.0,-1.4578306878306877,-0.0,1.0,-1.5138095238095237,-1.3193650793650793,0.0
2018-12-21,-0.0,-1.509971355996325,-0.0,1.0,-1.5845538561314383,-1.3100578284602498,0.0
2018-12-24,-0.0,-1.452622628474252,-0.0,1.0,-1.5452516341605993,-1.316522293670617,0.0
2018-12-26,-0.0,-1.51212347788934,-0.0,1.0,-1.5190130314035464,-1.3096026490066226,0.0
2018-12-27,-0.0,-1.4064138765631302,-0.0,1.0,-1.3289128680919726,-1.3070290439693424,0.0
2018-12-28,-0.0,-1.406904186795491,-0.0,1.0,-1.3240237520128824,-1.3012781803542672,0.0
2018-12-31,-0.0,-1.4048338368580062,-0.0,1.0,-1.3265357502517625,-1.303877139979859,0.0
2019-01-02,-0.0,-1.4006126958617922,-0.0,1.0,-1.3193551627159503,-1.3020791482523102,0.0
2019-01-03,-0.0,-1.398645598194131,-0.0,1.0,-1.330273388512666,-1.2873839979934787,0.0
2019-01-04,-0.0,-1.4112536821608668,-0.0,1.0,-1.283139447800689,-1.298317439712417,0.0
2019-01-07,-0.0,-1.3334939991324049,-0.0,1.0,-1.2471682652913674,-1.239263507977057,0.0
2019-01-08,-0.0,-1.3083601131948774,-0.0,1.0,-1.2567029593745505,-1.2313300398100628,0.0
2019-01-09,-0.0,-1.2870060281312794,-0.0,1.0,-1.254951679265142,-1.2423213089656493,0.0
2019-01-10,-0.0,-1.2851611052681902,-0.0,1.0,-1.2545654460273448,-1.2408452050865284,0.0
2019-01-11,-0.0,-1.272183930206777,-0.0,1.0,-1.2750759145900612,-1.2727141273437124,0.0
2019-01-14,-0.0,-1.2687104202648245,-0.0,1.0,-1.268950297447707,-1.2598829399347535,0.0
2019-01-15,-0.0,-1.2539941467159237,-0.0,1.0,-1.261430696156983,-1.2823010123302787,0.0
2019-01-16,-0.0,-1.2620839363241676,-0.0,1.0,-1.2390738060781474,-1.3228171731789677,0.0
2019-01-17,-0.0,-1.2583522152051292,-0.0,1.0,-1.2398399460058815,-1.3227112760931399,0.0
2019-01-18,-0.0,-1.262920466803962,-0.0,1.0,-1.2670393252917524,-1.373492203589291,0.0
