Date,IWF,IWM,MTUM,NOC,SPY,VLUE,VXX
2018-09-24,-0.339480629500505,-0.647583982274934,-0.14134436805578182,1.0,-0.6008601870255122,-0.5290150206901045,0.0
2018-09-25,-0.3405634261520925,-0.6461814036801824,-0.14333170493404984,1.0,-0.599609184171959,-0.527145416056017,0.0
2018-09-26,-0.348690480102527,-0.6602149124248299,-0.15103019946764812,1.0,-0.6050080510006243,-0.5211790608261312,0.0
2018-09-27,-0.35111796959648023,-0.6534786748530715,-0.15293692747151721,1.0,-0.60495124273566,-0.5208654824835013,0.0
2018-09-28,-0.3520099842354178,-0.6530478192327903,-0.15311350499211773,1.0,-0.6050643720441409,-0.5210522858644246,0.0
2018-10-01,-0.35208723355338784,-0.6529707360331066,-0.15328275363746838,1.0,-0.6049857128781161,-0.5210365553256479,0.0
2018-10-02,-0.3531246921283373,-0.6439525795540376,-0.15661226232307643,1.0,-0.6069094611014416,-0.5233654067189912,0.0
2018-10-03,-0.35272106610647935,-0.6367754217816582,-0.155648920107661,1.0,-0.6093678198647673,-0.5278343070964354,0.0
2018-10-04,-0.3561841630295671,-0.6310832540281561,-0.15623666852623633,1.0,-0.6137892560627441,-0.5243330161126243,0.0
2018-10-05,-0.34280854404501,-0.6234666841123941,-0.14320761506002422,1.0,-0.6249059566255601,-0.5366523829773315,0.0
2018-10-08,-0.34145543744889617,-0.6213246116107931,-0.13775960752248567,1.0,-0.6321504497138185,-0.5379558462796401,0.0
2018-10-09,-0.34142273098937037,-0.6214227309893704,-0.13769419460343416,1.0,-0.63221586263287,-0.5378577269010629,0.0
2018-10-10,-0.34095749909886297,-0.6248320608185601,-0.13553101549955762,1.0,-0.6335157453222794,-0.542058524756693,0.0
2018-10-11,-0.29681427206116595,-0.6209939471169161,-0.0789423383243071,1.0,-0.6281299776999044,-0.5608792609111182,0.0
2018-10-12,-0.2951702296120349,-0.6177672209026129,-0.07433095803642123,1.0,-0.6248297703879652,-0.5549643705463183,0.0
2018-10-15,-0.2892373845959277,-0.6251738965473631,-0.06627039332237258,1.0,-0.6251738965473631,-0.5558682180346528,0.0
2018-10-16,-0.28675584860204145,-0.6426805300196539,-0.054682051607176825,1.0,-0.6280669498510112,-0.5577886261332657,0.0
2018-10-17,-0.2746346946421881,-0.6139003372049456,-0.045491444985637564,1.0,-0.6250156113400774,-0.5632259273136005,0.0
2018-10-18,-0.27535688626495486,-0.6154374785243495,-0.044638115765470276,1.0,-0.6246837222378407,-0.5636147814950176,0.0
2018-10-19,-0.26409826912339474,-0.6050623487809418,-0.03424530057695887,1.0,-0.6319870959736956,-0.566536385631863,0.0
2018-10-22,-0.26564535136140915,-0.601004775786144,-0.030515412764373872,1.0,-0.634869441170998,-0.5691248526949079,0.0
2018-10-23,-0.26612928228181676,-0.6005890559603162,-0.031871027747636026,1.0,-0.6334831809021857,-0.5682219810882033,0.0
2018-10-24,-0.26580749093838096,-0.5994609498435515,-0.028904241147495274,1.0,-0.6346541094829455,-0.5691626134638619,0.0
2018-10-25,-0.25627371771330637,-0.5849553188884808,-0.027604357938548173,1.0,-0.632604970008569,-0.5588811360019587,0.0
2018-10-26,-0.23596360523729512,-0.6221348635196399,-0.0,1.0,-0.7168309926132581,-0.5953460355704911,0.0
2018-10-29,-0.21340404710041985,-0.6324462543801496,-0.0,1.0,-0.7083688480601067,-0.6026770211825615,0.0
2018-10-30,-0.25250378385341193,-0.6518854861044022,-0.0,1.0,-0.7252117347760282,-0.5906997713586449,0.0
2018-10-31,-0.2547513918218468,-0.6375183976451015,-0.0,1.0,-0.7216676265438025,-0.5856530364113394,0.0
2018-11-01,-0.24130990415335463,-0.6474121405750798,-0.0,1.0,-0.7206709265175718,-0.5855271565495207,0.0
2018-11-02,-0.2407437140746925,-0.6592916091326546,-0.0,1.0,-0.7211714460036607,-0.5899938987187309,0.0
2018-11-05,-0.23684295026169608,-0.6705840798895418,-0.0,1.0,-0.7222810904537136,-0.581254214430209,0.0
2018-11-06,-0.23264727670950494,-0.6691145682352562,-0.0,1.0,-0.7290559474345346,-0.5901053241859117,0.0
2018-11-07,-0.2325925925925926,-0.6690499194847022,-0.0,1.0,-0.7289533011272142,-0.5900161030595813,0.0
