Date,IWF,IWM,MTUM,PRK,SPY,VLUE,VXX
2018-09-24,-0.13754842790501542,-0.7106712700629892,-0.034446406451782936,1.0,-0.3574835938117703,-0.3954089028279261,0.0
2018-09-25,-0.1365329247999155,-0.7138857339073933,-0.031432420296362826,1.0,-0.3603898676668692,-0.3991389101666711,0.0
2018-09-26,-0.1371885979975167,-0.7147914300055478,-0.03286397379335852,1.0,-0.36005072253189974,-0.3968773941299237,0.0
2018-09-27,-0.13668341708542714,-0.7178259719650886,-0.03221370007934409,1.0,-0.3605924358635281,-0.39746098915630784,0.0
2018-09-28,-0.1347639712108383,-0.7199407281964437,-0.03273179508890771,1.0,-0.3608171041490263,-0.3978090601185436,0.0
2018-10-01,-0.13428684942391736,-0.7218116805721096,-0.033134684147794996,1.0,-0.3608793537279831,-0.39851675274798043,0.0
2018-10-02,-0.1344096014444651,-0.7351105918589522,-0.029473460609118186,1.0,-0.3595762194312419,-0.3966702955311861,0.0
2018-10-03,-0.1342110851560841,-0.7288171586324061,-0.028588872372053514,1.0,-0.3620195370566999,-0.4008282013166277,0.0
2018-10-04,-0.13282980597293761,-0.7391977367957511,-0.02818329819317302,1.0,-0.3605647335130374,-0.40809736048466727,0.0
2018-10-05,-0.12576474969410012,-0.7387083045166782,-0.022157791136883546,1.0,-0.36226525509389795,-0.4111294355482258,0.0
2018-10-08,-0.12448540543411862,-0.7370853363788478,-0.02026506600090303,1.0,-0.3635494409179039,-0.41061326392393294,0.0
2018-10-09,-0.12224438239595797,-0.7388911049062624,-0.013482249700837654,1.0,-0.36803616540353673,-0.41656694588485577,0.0
2018-10-10,-0.12356742095886403,-0.73786795011567,-0.015050389555136011,1.0,-0.3688940888664344,-0.41372616800063816,0.0
2018-10-11,-0.08022223376083909,-0.738589750246638,-0.0,1.0,-0.3551586271353653,-0.4222441455942676,0.0
2018-10-12,-0.07447358890785866,-0.7415541414454964,-0.0,1.0,-0.3514149723213824,-0.41934399089451085,0.0
2018-10-15,-0.03226818681031327,-0.7995136237644476,-0.0,1.0,-0.3525704722556352,-0.4305998640238482,0.0
2018-10-16,-0.029601736356266832,-0.803901571611621,-0.0,1.0,-0.35176904369655604,-0.4297481760414215,0.0
2018-10-17,-0.013962010942500259,-0.7779240218850004,-0.0,1.0,-0.3502374316093734,-0.43865489831733256,0.0
2018-10-18,-0.013676713459950455,-0.7777405037159373,-0.0,1.0,-0.35045933113129646,-0.43866123038810906,0.0
2018-10-19,-0.0,-0.772737756592604,-0.0,1.0,-0.35104174675174904,-0.43884062427923426,0.0
2018-10-22,-0.005107861439535366,-0.7979153702551338,-0.0,1.0,-0.35091267371914536,-0.4388871603401784,0.0
2018-10-23,-0.0054962148708908014,-0.7978585502437001,-0.0,1.0,-0.3505392512703515,-0.4386601679975111,0.0
2018-10-24,-0.026475207538703166,-0.8888546107247027,-0.0,1.0,-0.40652344626430337,-0.4827238052501683,0.0
2018-10-25,-0.0,-0.8773907103825136,-0.0,1.0,-0.48289503642987247,-0.4857695810564663,0.0
2018-10-26,-0.0,-0.8632736500775412,-0.0,1.0,-0.48126321725645,-0.47514450867052016,0.0
2018-10-29,-0.0,-0.8647600854028542,-0.0,1.0,-0.47196314192605915,-0.47258118889762896,0.0
2018-10-30,-0.0,-0.8641867291355029,-0.0,1.0,-0.46862916654906717,-0.48957127938810646,0.0
2018-10-31,-0.0,-0.8500336436021084,-0.0,1.0,-0.4674778512952787,-0.48612201413031286,0.0
2018-11-01,-0.0,-0.8679712100764733,-0.0,1.0,-0.4602732793522267,-0.48327147998200626,0.0
2018-11-02,-0.0,-0.8448420464076042,-0.0,1.0,-0.4701146211909421,-0.48068213586804587,0.0
2018-11-05,-0.0,-0.8549419823850132,-0.0,1.0,-0.4698448203550957,-0.4712428351740528,0.0
2018-11-06,-0.0,-0.8599630893126782,-0.0,1.0,-0.4687377663441642,-0.4675633353839271,0.0
2018-11-07,-0.0,-0.862865644826231,-0.0,1.0,-0.4736118129245972,-0.47074841390152156,0.0
2018-11-08,-0.0,-0.8600044575695103,-0.0,1.0,-0.455870061848777,-0.47010642447205664,0.0
2018-11-09,-0.0,-0.8605332143454738,-0.0,1.0,-0.4579731161804897,-0.4702716269730604,0.0
2018-11-12,-0.0,-0.8505667296366263,-0.0,1.0,-0.4601066785198355,-0.46741304589398824,0.0
2018-11-13,-0.0,-0.8453253264282958,-0.0,1.0,-0.45143518263456556,-0.45793620186215633,0.0
2018-11-14,-0.0,-0.8451997023071198,-0.0,1.0,-0.4529342043606494,-0.4582816505416356,0.0
2018-11-15,-0.0,-0.8465637683960571,-0.0,1.0,-0.4528536322721374,-0.46168926194880855,0.0
2018-11-16,-0.0,-0.8551279915597757,-0.0,1.0,-0.45849297573435505,-0.4627686156921539,0.0
2018-11-19,-0.0,-0.855329667277676,-0.0,1.0,-0.4585624618119203,-0.46342276287285455,0.0
2018-11-20,-0.0,-0.8448347278601607,-0.0,1.0,-0.4488719520614144,-0.46770496782923254,0.0
2018-11-21,-0.0,-0.8427984665936473,-0.0,1.0,-0.4480010952902519,-0.44742606790799555,0.0
2018-11-23,-0.0,-0.830044069745162,-0.0,1.0,-0.4564640188322886,-0.4507157912024745,0.0
2018-11-26,-0.0,-0.8354094231664249,-0.0,1.0,-0.4540750677580968,-0.44821638787746054,0.0
2018-11-27,-0.0,-0.8360356432405919,-0.0,1.0,-0.446903016595362,-0.44210698422214345,0.0
2018-11-28,-0.0,-0.8365945386166675,-0.0,1.0,-0.4466397776203194,-0.4420068676077833,0.0
