Date,FSD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.11469332925232532,-0.20874355965923583,-0.0,-0.20641398425411076,-0.17056913057525208,0.0
2018-09-25,1.0,-0.11599204392839535,-0.2082518742668684,-0.0,-0.20605885452969075,-0.16969552725974535,0.0
2018-09-26,1.0,-0.11639609009774755,-0.2086017849553761,-0.0,-0.20603484912877176,-0.16892477688057797,0.0
2018-09-27,1.0,-0.11712431183307279,-0.20704479032148437,-0.0,-0.20607625909060012,-0.16891524502140962,0.0
2018-09-28,1.0,-0.11755906850246473,-0.20696923338432768,-0.0,-0.2062213156552779,-0.1690464048954615,0.0
2018-10-01,1.0,-0.11829730786891378,-0.20642506079828574,-0.0,-0.20678219758167377,-0.1691467832179725,0.0
2018-10-02,1.0,-0.12009328294692405,-0.1976134545330746,-0.001906512783849113,-0.210039832499234,-0.17259047424505497,0.0
2018-10-03,1.0,-0.11994145876586909,-0.1952962799087846,-0.0016166910588475544,-0.21083353187434056,-0.174075082536333,0.0
2018-10-04,1.0,-0.12141629659877837,-0.19289469654433158,-0.001854593095469008,-0.21275075289673834,-0.17254521634083678,0.0
2018-10-05,1.0,-0.12184845395854571,-0.19300033978933062,-0.0012232415902140674,-0.21197757390417943,-0.17089704383282364,0.0
2018-10-08,1.0,-0.12278131707150888,-0.19509079140121963,-0.0019248458419923004,-0.21181821278915272,-0.17178823288931283,0.0
2018-10-09,1.0,-0.1225327406801887,-0.19503056932168464,-0.001362421022156372,-0.21204380183586233,-0.17207377509834978,0.0
2018-10-10,1.0,-0.1226379762350618,-0.19464778182561027,-0.0015321235232031594,-0.212028872016615,-0.1715127166252426,0.0
2018-10-11,1.0,-0.11147941673781661,-0.1877521637955569,-0.0,-0.20598329231747944,-0.16890161217417507,0.0
2018-10-12,1.0,-0.11722701576911633,-0.1826341366656749,-0.0,-0.19607259744123776,-0.15701345499024763,0.0
2018-10-15,1.0,-0.1150070126227209,-0.18345021037868164,-0.0,-0.19523141654978962,-0.15635673624288426,0.0
2018-10-16,1.0,-0.11308767471410418,-0.1866037393356326,-0.0,-0.194706183270351,-0.15581115199920792,0.0
2018-10-17,1.0,-0.11015239251324618,-0.1805744656419678,-0.0,-0.19343514706123588,-0.15623103295549615,0.0
2018-10-18,1.0,-0.10993751127585247,-0.1800856144724541,-0.0,-0.19386265601679487,-0.1562218103688639,0.0
2018-10-19,1.0,-0.10706480968068105,-0.17626145666851498,-0.0,-0.19304282592387229,-0.1544734009589354,0.0
2018-10-22,1.0,-0.10713470133429027,-0.1757576746158614,-0.0,-0.19339053273741558,-0.15487880468469645,0.0
2018-10-23,1.0,-0.10825709020336936,-0.1757587618441868,-0.0,-0.19247517001810266,-0.1543780680724758,0.0
2018-10-24,1.0,-0.10822680446033535,-0.1777930156242347,-0.0,-0.19276419976816705,-0.15384238624675514,0.0
2018-10-25,1.0,-0.0996188829105816,-0.16376825518831667,-0.0,-0.19369715603382012,-0.14424801434793746,0.0
2018-10-26,1.0,-0.09474824038982133,-0.16030765310997167,-0.0,-0.1954202363132584,-0.14193127169655084,0.0
2018-10-29,1.0,-0.0901739419981924,-0.16087652813674347,-0.0,-0.19249369717919038,-0.14208698685524918,0.0
2018-10-30,1.0,-0.0942629456773661,-0.16130107629298027,-0.0,-0.19274851573165697,-0.13915611010572435,0.0
2018-10-31,1.0,-0.09539249956503172,-0.15647786406845612,-0.0,-0.1920029103332648,-0.1377979532764975,0.0
2018-11-01,1.0,-0.0848382301780575,-0.1654226888895917,-0.0,-0.19240013915683607,-0.13866662449792846,0.0
2018-11-02,1.0,-0.08517664159767427,-0.16379637236933575,-0.0,-0.19272577892940657,-0.13829551918093913,0.0
2018-11-05,1.0,-0.08364003980602461,-0.16800669752160108,-0.0,-0.19312240352567644,-0.13483501034640719,0.0
2018-11-06,1.0,-0.0816391108298394,-0.1669488173404003,-0.0,-0.19549086306463095,-0.13807451942093188,0.0
2018-11-07,1.0,-0.08170338017470566,-0.16699898721357131,-0.0,-0.19564185339916446,-0.1381503987846563,0.0
2018-11-08,1.0,-0.08243097771023303,-0.16685663627152988,-0.0,-0.19612778622087132,-0.13768047112462006,0.0
2018-11-09,1.0,-0.08216575635241036,-0.16689622417478034,-0.0,-0.19646956384073458,-0.1376395155545001,0.0
2018-11-12,1.0,-0.082027606052461,-0.16525685012727878,-0.0,-0.19675241513431468,-0.13706578968172403,0.0
2018-11-13,1.0,-0.07666828877760859,-0.16237853790245357,-0.0,-0.196270191356765,-0.13448346231731628,0.0
2018-11-14,1.0,-0.07680474673112844,-0.1622427676707426,-0.0,-0.1962421711899791,-0.13439653413282684,0.0
2018-11-15,1.0,-0.07664559840654946,-0.1620426279387086,-0.0,-0.19637395900315238,-0.133310330766456,0.0
2018-11-16,1.0,-0.07492249397175335,-0.15833150659192685,-0.0,-0.19625465819058655,-0.13626968966273134,0.0
2018-11-19,1.0,-0.07650144859447185,-0.15798293007595335,-0.0,-0.19547412105551643,-0.1360739174692663,0.0
2018-11-20,1.0,-0.06993901392853244,-0.15555347589412444,-0.0,-0.195701339821877,-0.13855224369472652,0.0
2018-11-21,1.0,-0.0706375708627786,-0.15370039605498176,-0.0,-0.1947347984779063,-0.1340995573503145,0.0
2018-11-23,1.0,-0.07095292054080066,-0.15100197134563745,-0.0,-0.19587724880865529,-0.13440851869673875,0.0
2018-11-26,1.0,-0.0710127152194501,-0.15064197109189426,-0.0,-0.19619319681420877,-0.1346974895592368,0.0
2018-11-27,1.0,-0.07020290484088478,-0.15048129834296964,-0.0,-0.1955109822826407,-0.13387999317966923,0.0
2018-11-28,1.0,-0.07054044835819044,-0.14946823354314592,-0.0,-0.19605593625003873,-0.13427490620445878,0.0
2018-11-29,1.0,-0.06672743565182462,-0.14771498315978124,-0.0,-0.19550103513271333,-0.13503074498655873,0.0
2018-11-30,1.0,-0.06680052513707622,-0.14768708008340412,-0.0,-0.1957216773496023,-0.1343115298478647,0.0
2018-12-03,1.0,-0.06554769772397394,-0.1482968407399401,-0.0,-0.1959636824063494,-0.13430715543065377,0.0
2018-12-04,1.0,-0.06628228710988825,-0.14800673952359605,-0.0,-0.19683737034918772,-0.1346358956919605,0.0
2018-12-06,1.0,-0.0663600625351001,-0.12904694686034332,-0.0,-0.1967578889850189,-0.12567733709758208,0.0
2018-12-07,1.0,-0.0620074847111084,-0.13070861350290564,-0.0,-0.1985730367846168,-0.13000882343992454,0.0
2018-12-10,1.0,-0.053590293078989465,-0.13191572847182398,-0.0,-0.19955630678216774,-0.12411336814463794,0.0
2018-12-11,1.0,-0.05592199598508747,-0.13119405913694474,-0.0,-0.20026262961677208,-0.12198692889378596,0.0
2018-12-12,1.0,-0.05609141270056906,-0.13120198040725142,-0.0,-0.20030491026279643,-0.12187353771377682,0.0
2018-12-13,1.0,-0.056354879747985705,-0.1344732537711274,-0.0,-0.19958199551705338,-0.12408372205730903,0.0
2018-12-14,1.0,-0.05490071147923967,-0.1395955642530985,-0.0,-0.1977275140702984,-0.12478951440404132,0.0
2018-12-17,1.0,-0.05423959990907024,-0.1392134576040009,-0.0,-0.19730241721603392,-0.12472531635977872,0.0
2018-12-18,1.0,-0.055410135443615886,-0.14226145183381522,-0.0,-0.19951301171815553,-0.12463856338456855,0.0
2018-12-19,1.0,-0.04989779418494677,-0.14491869298593527,-0.0,-0.20375568233822497,-0.12690301125789424,0.0
2018-12-20,1.0,-0.04975177412968659,-0.14287454694971521,-0.0,-0.20423049980202845,-0.12600127920080406,0.0
2018-12-21,1.0,-0.0493174947323419,-0.14323449476287906,-0.0,-0.20490426603963724,-0.12938589794484992,0.0
2018-12-24,1.0,-0.050788841451284636,-0.1461843333486358,-0.0,-0.20639948583757975,-0.1268726376838207,0.0
2018-12-26,1.0,-0.05233485799383044,-0.1505766863707508,-0.0,-0.19583023082650783,-0.12083820870120199,0.0
2018-12-27,1.0,-0.053655264922870566,-0.15182001097494055,-0.0,-0.19719834156453878,-0.12162368148283642,0.0
2018-12-28,1.0,-0.051353163476776785,-0.1545471169084481,-0.0,-0.19739729367304643,-0.12053517005973424,0.0
2018-12-31,1.0,-0.04703864763888038,-0.16275188338335272,-0.0,-0.19980706804679366,-0.12160837875911068,0.0
2019-01-02,1.0,-0.0460255527503634,-0.16263484048657334,-0.0,-0.1992349475939102,-0.12220947134878739,0.0
2019-01-03,1.0,-0.04403498292208489,-0.16364165479636694,-0.0,-0.19807318231248755,-0.12588644335186633,0.0
2019-01-04,1.0,-0.031775814989397896,-0.16839809009503762,-0.0,-0.19489573322349857,-0.13042881332662123,0.0
2019-01-07,1.0,-0.03217613488578466,-0.17042794412399212,-0.0,-0.1956425281904558,-0.13176456188130173,0.0
2019-01-08,1.0,-0.02935013712137553,-0.18130835361907993,-0.0,-0.19372631189720518,-0.13630481003297076,0.0
2019-01-09,1.0,-0.0295650029287542,-0.18224558374695565,-0.0,-0.19379104109504577,-0.13584795141350928,0.0
2019-01-10,1.0,-0.02996964514091126,-0.18125086673138263,-0.0,-0.19433273239957474,-0.13528713847670998,0.0
2019-01-11,1.0,-0.030413794167090797,-0.17981461774549268,-0.0,-0.19494440074646432,-0.1371088388161446,0.0
2019-01-14,1.0,-0.03309612386347849,-0.18054676525524457,-0.0,-0.19576727744245997,-0.13425232707120915,0.0
2019-01-15,1.0,-0.033362204967983415,-0.182757447335045,-0.0,-0.19595075324032543,-0.13462430785411578,0.0
2019-01-16,1.0,-0.03301463535381664,-0.18547912992357438,-0.0,-0.19500912775766577,-0.13359014821003126,0.0
2019-01-17,1.0,-0.03219315895372233,-0.1866738894907909,-0.0,-0.19515554867667545,-0.1337254295000774,0.0
2019-01-18,1.0,-0.03211658397747951,-0.18641616249591736,-0.0,-0.19658771015755014,-0.1401620604382786,0.0
2019-01-22,1.0,-0.0,-0.18497852176608653,-0.0,-0.2044344065069454,-0.08675435100305567,0.0
2019-01-23,1.0,-0.0,-0.18271499351185563,-0.0,-0.2055119735755574,-0.08635130352719123,0.0
2019-01-24,1.0,-0.0,-0.18119577406598597,-0.0,-0.20844891695685536,-0.08589092840701175,0.0
2019-01-25,1.0,-0.0,-0.17612023297333684,-0.0,-0.22245148827816316,-0.06482863581818714,0.0
2019-01-28,1.0,-0.0,-0.16900128941507445,-0.0,-0.23364787246512717,-0.06259524088617982,0.0
2019-01-29,1.0,-0.0,-0.16651267836977723,-0.0,-0.234179535688621,-0.06586299441242466,0.0
2019-01-30,1.0,-0.0,-0.1659553247972309,-0.0,-0.23356946950030066,-0.06715947258033762,0.0
2019-01-31,1.0,-0.0,-0.16883841870987645,-0.0,-0.2329479514036814,-0.06726799958866476,0.0
2019-02-01,1.0,-0.0,-0.1697529955545088,-0.0,-0.2359054376306415,-0.06635852445020167,0.0
2019-02-04,1.0,-0.0,-0.16645343450831604,-0.0,-0.23577594447140482,-0.06833723033484801,0.0
2019-02-05,1.0,-0.0,-0.16675740498226924,-0.0,-0.23489942761289562,-0.06977531231147274,0.0
