Date,IWF,IWM,MTUM,QTS,SPY,VLUE,VXX
2018-09-24,-0.7680344865218813,-1.364236603732402,-0.07421150278293134,1.0,-1.1645749208774419,-1.0857251991705774,0.0
2018-09-25,-0.7694546652754133,-1.378274479652919,-0.06892196166730738,1.0,-1.1761766159591411,-1.0990169696304024,0.0
2018-09-26,-0.7692476781887124,-1.3787437489696104,-0.0668242017915041,1.0,-1.1777765565752598,-1.1027641918997637,0.0
2018-09-27,-0.7692349997250179,-1.3814002089864161,-0.06676566023208491,1.0,-1.1785733927294726,-1.103613265137766,0.0
2018-09-28,-0.7666538313438582,-1.3840695307772704,-0.06777050442818636,1.0,-1.1785026679135266,-1.1039111062214644,0.0
2018-10-01,-0.7686946902654868,-1.3967920353982302,-0.07057522123893806,1.0,-1.183849557522124,-1.111061946902655,0.0
2018-10-02,-0.7703666832586693,-1.3828328079199157,-0.07615729218516674,1.0,-1.186825949892152,-1.1144848183175708,0.0
2018-10-03,-0.769409294358181,-1.3739846383378462,-0.07531635077637178,1.0,-1.1885947947173565,-1.1184726750290104,0.0
2018-10-04,-0.77731673582296,-1.3653665283540803,-0.07695712309820193,1.0,-1.1990594744121716,-1.1137482710926694,0.0
2018-10-05,-0.7569954191732436,-1.3567525801644682,-0.050168331585628355,1.0,-1.2187758706330372,-1.136320989017054,0.0
2018-10-08,-0.7532746285085306,-1.3504127682993947,-0.04413869014859658,1.0,-1.2215740231150247,-1.1341772151898735,0.0
2018-10-09,-0.750950046813901,-1.3525362119292834,-0.03662499311560279,1.0,-1.2265792807181801,-1.1408272291678139,0.0
2018-10-10,-0.7549895247546587,-1.351802844856103,-0.04008159664792149,1.0,-1.2299592016760392,-1.136453853787628,0.0
2018-10-11,-0.6409616813501752,-1.3275660757881327,-0.0,1.0,-1.1920709054240526,-1.1466935569472454,0.0
2018-10-12,-0.6336897001303782,-1.3056062581486312,-0.0,1.0,-1.1623468057366362,-1.1134289439374185,0.0
2018-10-15,-0.5891125247679633,-1.3519136510585046,-0.0,1.0,-1.156220669517155,-1.11706121597664,0.0
2018-10-16,-0.5807058823529412,-1.373908496732026,-0.0,1.0,-1.1566535947712417,-1.1175424836601306,0.0
2018-10-17,-0.5420732641904665,-1.305267460276912,-0.0,1.0,-1.1406529402748684,-1.1210851683441476,0.0
2018-10-18,-0.5411662492972862,-1.3033168089129659,-0.0,1.0,-1.1440690959268156,-1.1220933203863648,0.0
2018-10-19,-0.5135558927668185,-1.2819929185634802,-0.0,1.0,-1.14405665149216,-1.1185128983308044,0.0
2018-10-22,-0.5146723430135319,-1.268055344381937,-0.0,1.0,-1.155896812123055,-1.129542344533982,0.0
2018-10-23,-0.514319022758376,-1.2682345785392062,-0.0,1.0,-1.156318110395864,-1.1298595975467587,0.0
2018-10-24,-0.511784682447159,-1.2621521617922855,-0.0,1.0,-1.1594100055755487,-1.1353337726189874,0.0
2018-10-25,-0.44898566539358165,-1.2017757055701601,-0.0,1.0,-1.206090967709935,-1.1032190863548434,0.0
2018-10-26,-0.4163722025912839,-1.1819787985865724,-0.0,1.0,-1.2190812720848057,-1.0903023164507264,0.0
2018-10-29,-0.41440865502827634,-1.1850995820014754,-0.0,1.0,-1.225473321858864,-1.0926481435947872,0.0
2018-10-30,-0.40802083845284315,-1.184548090627611,-0.0,1.0,-1.2250946085417997,-1.0970167592274045,0.0
2018-10-31,-0.43211780508432424,-1.1667081239739316,-0.0,1.0,-1.2580966121088504,-1.118004079399035,0.0
2018-11-01,-0.4429077837136153,-1.1648609516201507,-0.0,1.0,-1.2629187677867093,-1.1220729941584702,0.0
2018-11-02,-0.44495072061809715,-1.1357535535634689,-0.0,1.0,-1.2607102174236045,-1.111287207171512,0.0
2018-11-05,-0.44052863436123346,-1.146958372518933,-0.0,1.0,-1.2607533534623572,-1.101470078701183,0.0
2018-11-06,-0.4420802612697313,-1.1473600870899106,-0.0,1.0,-1.2591419664505914,-1.099708050868425,0.0
2018-11-07,-0.44306808046774354,-1.1490437023089881,-0.0,1.0,-1.2614706173818253,-1.1013774650678823,0.0
2018-11-08,-0.39555424701899017,-1.1519701653663084,-0.0,1.0,-1.2477550419549537,-1.1117326659796851,0.0
2018-11-09,-0.39635792470426545,-1.1523094291464193,-0.0,1.0,-1.247680753939037,-1.1121091640897265,0.0
2018-11-12,-0.3945697822052935,-1.1251098740111338,-0.0,1.0,-1.2567145229026273,-1.106846371715988,0.0
2018-11-13,-0.3538387252535007,-1.114534041525833,-0.0,1.0,-1.2601158860453885,-1.1000482858522451,0.0
2018-11-14,-0.3537421535490102,-1.1146306132303234,-0.0,1.0,-1.260164171897634,-1.1000965717044906,0.0
2018-11-15,-0.3516314039230806,-1.1133548604752035,-0.0,1.0,-1.2606872620367244,-1.0938358475107233,0.0
2018-11-16,-0.34520719161619073,-1.0987405057206039,-0.0,1.0,-1.2596865685991732,-1.1036438803961157,0.0
2018-11-19,-0.34519059750997455,-1.0985915492957747,-0.0,1.0,-1.2596260154785368,-1.1035427582560209,0.0
2018-11-20,-0.2840448366324827,-1.0843787264488431,-0.0,1.0,-1.2673026472692581,-1.1341283090865728,0.0
2018-11-21,-0.28193021389111855,-1.071202606355352,-0.0,1.0,-1.258699655318948,-1.1098729873931723,0.0
2018-11-23,-0.2825327922997075,-1.0679437576672643,-0.0,1.0,-1.258563744455978,-1.1093233934132303,0.0
2018-11-26,-0.28127508854781585,-1.0784887839433295,-0.0,1.0,-1.2562455726092092,-1.1064935064935066,0.0
2018-11-27,-0.26988369911836424,-1.0759238416807353,-0.0,1.0,-1.2468580003751641,-1.096933033202026,0.0
2018-11-28,-0.2733076706412544,-1.0672237348605764,-0.0,1.0,-1.2527931649610367,-1.1010703220354898,0.0
2018-11-29,-0.23486459007301969,-1.0444126074498568,-0.0,1.0,-1.2411960439966725,-1.1009797578334413,0.0
2018-11-30,-0.2358411993337035,-1.047242272811401,-0.0,1.0,-1.2459281880436794,-1.0980011104941698,0.0
2018-12-03,-0.23241293187179132,-1.0487026502011931,-0.0,1.0,-1.2462420794597846,-1.0977753110401924,0.0
2018-12-04,-0.22250886810706225,-1.0497996038144377,-0.0,1.0,-1.2406596950292532,-1.0938867646381352,0.0
2018-12-06,-0.20389818440726237,-0.9554556781772874,-0.0,1.0,-1.2387860448558206,-1.0518422926308295,0.0
2018-12-07,-0.2239690953193783,-0.9659958673973587,-0.0,1.0,-1.2521786003054531,-1.0498158296648998,0.0
2018-12-10,-0.18985378821444393,-0.9638901196278244,-0.0,1.0,-1.249446167478954,-1.0274257864421799,0.0
2018-12-11,-0.20054092400461115,-0.9612928970470871,-0.0,1.0,-1.253037155271792,-1.0189323401613903,0.0
2018-12-12,-0.20482516550406543,-0.9632558759497045,-0.0,1.0,-1.2572977295952372,-1.0176833873905897,0.0
2018-12-13,-0.20413948256467943,-0.9690888638920134,-0.0,1.0,-1.2962429696287965,-1.030011248593926,0.0
2018-12-14,-0.21647994217564148,-0.9429436212504517,-0.0,1.0,-1.3217835200578245,-1.036366100469823,0.0
2018-12-17,-0.19642375775002247,-0.9392128672836734,-0.0,1.0,-1.307080600233624,-1.0500494204331028,0.0
2018-12-18,-0.19075792210120568,-0.9354578459056071,-0.0,1.0,-1.306933799471113,-1.0489444668549146,0.0
2018-12-19,-0.2085457744890132,-0.9399900735460001,-0.0,1.0,-1.309209042097189,-1.0542796552813247,0.0
2018-12-20,-0.2050994299052835,-0.9195133994703056,-0.0,1.0,-1.317771692777304,-1.046505364277057,0.0
2018-12-21,-0.19903498190591074,-0.9156055935308046,-0.0,1.0,-1.3174730822499217,-1.035562703837734,0.0
2018-12-24,-0.17201824704371318,-0.8860002657336463,-0.0,1.0,-1.3125027680588157,-1.0583728243057708,0.0
2018-12-26,-0.16956940311570104,-0.8871871171013478,-0.0,1.0,-1.2822510064764572,-1.0369770698407141,0.0
2018-12-27,-0.10465164876499351,-0.837254983909391,-0.0,1.0,-1.192752956910603,-1.0447193547038909,0.0
2018-12-28,-0.09702241552358648,-0.8468133154901305,-0.0,1.0,-1.1948812311809969,-1.043241886918702,0.0
2018-12-31,-0.09420684455242324,-0.8543961797846941,-0.0,1.0,-1.1962886943408872,-1.0439408536840782,0.0
2019-01-02,-0.09179148188436115,-0.8532758764956907,-0.0,1.0,-1.1945443895908292,-1.0441385658103923,0.0
2019-01-03,-0.11488250652741513,-0.855470395013897,-0.0,1.0,-1.2234060473342878,-1.0175187399983154,0.0
2019-01-04,-0.07346665550999916,-0.8680863526064765,-0.0,1.0,-1.2124090034306751,-1.0297464647309849,0.0
2019-01-07,-0.05181220120132391,-0.8293629714379112,-0.0,1.0,-1.2025906100600663,-1.0024108200874433,0.0
2019-01-08,-0.055292967158340804,-0.8128106918751528,-0.0,1.0,-1.2089071795289708,-0.9976367044250672,0.0
2019-01-09,-0.05604695715974402,-0.8139648636530388,-0.0,1.0,-1.208820772021359,-0.9972689846329433,0.0
2019-01-10,-0.05865018622355012,-0.8113616829697541,-0.0,1.0,-1.2228952646011542,-0.9999181434944543,0.0
2019-01-11,-0.06367905099266825,-0.8024548974380097,-0.0,1.0,-1.2328033610676332,-1.0200181234039047,0.0
2019-01-14,-0.07017182413778895,-0.8025052536157238,-0.0,1.0,-1.2289340310684413,-1.0188718117763402,0.0
2019-01-15,-0.06851070867443977,-0.797486149011825,-0.0,1.0,-1.2359216075415531,-1.0327048705862896,0.0
2019-01-16,-0.04263470093919921,-0.8054457076948427,-0.0,1.0,-1.2172927994727303,-1.053921568627451,0.0
2019-01-17,-0.03855481113074931,-0.8081713181799498,-0.0,1.0,-1.2147231698795675,-1.0488717168810884,0.0
2019-01-18,-0.046875647024721516,-0.8039670379725867,-0.0,1.0,-1.2131351194666444,-1.07698041326763,0.0
2019-01-22,-0.0,-0.7558477036025268,-0.0,1.0,-1.4147601161003929,-1.0977462864947927,0.0
2019-01-23,-0.0,-0.7181420858685406,-0.0,1.0,-1.4374839317850716,-1.1292312965978233,0.0
2019-01-24,-0.0,-0.7174388205545793,-0.0,1.0,-1.4398062829468994,-1.128530407577251,0.0
2019-01-25,-0.0,-0.6372812623969674,-0.0,1.0,-1.5859743465420728,-1.184555031515846,0.0
2019-01-28,-0.0,-0.6167426220078758,-0.0,1.0,-1.6205920092031325,-1.1872925976726696,0.0
2019-01-29,-0.0,-0.6118286274160506,-0.0,1.0,-1.6242094949674892,-1.2175113565511715,0.0
2019-01-30,-0.0,-0.6089806474627665,-0.0,1.0,-1.6232943904396682,-1.2268349237492198,0.0
2019-01-31,-0.0,-0.6291285316354954,-0.0,1.0,-1.5617013750718487,-1.230578768183225,0.0
2019-02-01,-0.0,-0.6274796315975912,-0.0,1.0,-1.5709794544810485,-1.22945448104853,0.0
2019-02-04,-0.0,-0.631709367671136,-0.0,1.0,-1.568299482277977,-1.224965706447188,0.0
2019-02-05,-0.0,-0.6232910048227954,-0.0,1.0,-1.562762709614619,-1.2385735144462635,0.0
2019-02-06,-0.0,-0.5031024652020795,-0.0,1.0,-1.158276035552574,-0.6926379339258761,0.0
2019-02-07,-0.0,-0.5085376899594082,-0.0,1.0,-1.1646147136770775,-0.6815726793921298,0.0
2019-02-08,-0.0,-0.49006556394981193,-0.0,1.0,-1.171897360801411,-0.6661563550437648,0.0
2019-02-11,-0.0,-0.47596635289405165,-0.0,1.0,-1.1890313105013686,-0.673008879097403,0.0
2019-02-12,-0.0,-0.4894016006429361,-0.0,1.0,-1.1873555905300874,-0.6718347118507852,0.0
2019-02-13,-0.0,-0.49775619557937045,-0.0,1.0,-1.1859343603482921,-0.6652712659075687,0.0
2019-02-14,-0.0,-0.44390913044932917,-0.0,1.0,-1.2201813376158455,-0.6816220014051992,0.0
2019-02-15,-0.0,-0.434213601308717,-0.0,1.0,-1.2215470904416919,-0.6828030581243949,0.0
2019-02-19,-0.0,-0.4166889007470651,-0.0,1.0,-1.2383271077908218,-0.6800960512273212,0.0
2019-02-20,-0.0,-0.45145406477197625,-0.0,1.0,-1.1991077329808328,-0.6541639127561136,0.0
2019-02-21,-0.0,-0.40193347533999674,-0.0,1.0,-1.198295920039325,-0.6768802228412257,0.0
2019-02-22,-0.0,-0.4128928968176175,-0.0,1.0,-1.1770241129190355,-0.6774161929033522,0.0
2019-02-25,-0.0,-0.4077159283940938,-0.0,1.0,-1.1878348360120214,-0.6711420358029531,0.0
2019-02-26,-0.0,-0.41046435578809676,-0.0,1.0,-1.193852190974493,-0.6657946370176586,0.0
2019-02-27,-0.0,-0.43913571733490947,-0.0,1.0,-1.2080254818901257,-0.6365875283223328,0.0
2019-02-28,-0.0,-0.4376369762192928,-0.0,1.0,-1.199829904157535,-0.6336397239213634,0.0
2019-03-01,-0.0,-0.44444444444444453,-0.0,1.0,-1.1855126567770247,-0.6447588171726104,0.0
2019-03-04,-0.0,-0.4373365585774058,-0.0,1.0,-1.1902785041841004,-0.6412133891213389,0.0
