Date,IWF,IWM,MTUM,MUI,SPY,VLUE,VXX
2018-09-24,-0.09739832967314814,-0.2118846480611705,-0.0,1.0,-0.16626324479425486,-0.12745459500184345,0.0
2018-09-25,-0.09693509326233742,-0.2123141569501692,-0.0,1.0,-0.16658914853009577,-0.128001154752931,0.0
2018-09-26,-0.09601644161140636,-0.2119908158186285,-0.0,1.0,-0.16714567845731443,-0.13045712175462823,0.0
2018-09-27,-0.09927710843373493,-0.2073895582329317,-0.0,1.0,-0.16843373493975902,-0.13134136546184738,0.0
2018-09-28,-0.09984248931177474,-0.20725513516988656,-0.0,1.0,-0.16863287151628148,-0.13153749718730914,0.0
2018-10-01,-0.0996168582375479,-0.21270026027773736,-0.0,1.0,-0.17024750634528027,-0.13406728422005595,0.0
2018-10-02,-0.0980478425237909,-0.23124429670186417,-0.0,1.0,-0.1684265415200104,-0.13179507235041063,0.0
2018-10-03,-0.09860648782716532,-0.23412309901442463,-0.0,1.0,-0.16815155668690032,-0.13084981398081064,0.0
2018-10-04,-0.10505229627440356,-0.23028422245209598,-0.0,1.0,-0.1778237525245062,-0.12877854949674072,0.0
2018-10-05,-0.10440649101835629,-0.2298711293782443,-0.0,1.0,-0.17648888961666312,-0.12672550721315234,0.0
2018-10-08,-0.10288805714005525,-0.2278737557818348,-0.0,1.0,-0.17764738571171731,-0.12601539643364987,0.0
2018-10-09,-0.10700067172370858,-0.22972950833101236,-0.0,1.0,-0.1774333600930583,-0.12420335206514083,0.0
2018-10-10,-0.10722648893837915,-0.22933826780421504,-0.0,1.0,-0.17746082172040542,-0.12352006812189889,0.0
2018-10-11,-0.0844337671429026,-0.22004963884557863,-0.0,1.0,-0.16546281859547524,-0.1210424157571515,0.0
2018-10-12,-0.08672260999137323,-0.2146341463414634,-0.0,1.0,-0.15655242726060703,-0.11057956238726374,0.0
2018-10-15,-0.07677033006551276,-0.2228997607767719,-0.0,1.0,-0.15393154775865034,-0.10993323639320168,0.0
2018-10-16,-0.07562775571468776,-0.2247256011757716,-0.0,1.0,-0.15358516526470495,-0.1095875418243222,0.0
2018-10-17,-0.07374892987781151,-0.2209666121877189,-0.0,1.0,-0.15246322671024984,-0.10937816172464784,0.0
2018-10-18,-0.07302731115374417,-0.2199553912623025,-0.0,1.0,-0.1560837895590598,-0.11067958136415391,0.0
2018-10-19,-0.06687681562519315,-0.21347116632671984,-0.0,1.0,-0.15597379318870142,-0.10889115520118674,0.0
2018-10-22,-0.06727109570814122,-0.21576879041990282,-0.0,1.0,-0.15552186155893183,-0.10861156666769811,0.0
2018-10-23,-0.06734637044371557,-0.21576211399220246,-0.0,1.0,-0.15543969305031252,-0.10856179219011076,0.0
2018-10-24,-0.06672328597899939,-0.21348054354539842,-0.0,1.0,-0.15521927115503398,-0.10873996294008648,0.0
2018-10-25,-0.05461957339270134,-0.19549324588585695,-0.0,1.0,-0.15805228797496915,-0.0960919401907398,0.0
2018-10-26,-0.0511765058076877,-0.19252185367021915,-0.0,1.0,-0.1589031253742067,-0.09421027421865644,0.0
2018-10-29,-0.04445602024110731,-0.19440392915612442,-0.0,1.0,-0.1546807560648906,-0.09477600833457359,0.0
2018-10-30,-0.0511500171644353,-0.19549545515604713,-0.0,1.0,-0.15550978372811536,-0.09038940879714623,0.0
2018-10-31,-0.052790234920257785,-0.18887172938136676,-0.0,1.0,-0.1546583113064655,-0.0886371061150545,0.0
2018-11-01,-0.062476634815246804,-0.18445411451557428,-0.0,1.0,-0.1576121902711109,-0.09081393088391428,0.0
2018-11-02,-0.06449979899647128,-0.17490284829444785,-0.0,1.0,-0.16041570507571135,-0.08909667525274333,0.0
2018-11-05,-0.0645632007623699,-0.17473458508911685,-0.0,1.0,-0.16042525945889605,-0.08928066230884915,0.0
2018-11-06,-0.06511801057255602,-0.17516193879830244,-0.0,1.0,-0.16004765095674187,-0.08876479785570696,0.0
2018-11-07,-0.06458246408773916,-0.17641711867437562,-0.0,1.0,-0.15980211003159087,-0.08933361149192347,0.0
2018-11-08,-0.06081552130768204,-0.17566785825533618,-0.0,1.0,-0.1576753637806488,-0.08914665440467537,0.0
2018-11-09,-0.05980086194085302,-0.17669787486996583,-0.0,1.0,-0.1598603061376133,-0.08974587605884975,0.0
2018-11-12,-0.05969972284388849,-0.1731262320107898,-0.0,1.0,-0.16063197521898298,-0.08866031331979665,0.0
2018-11-13,-0.05250410991075623,-0.1700035227806482,-0.0,1.0,-0.160036989196806,-0.08526596993893848,0.0
2018-11-14,-0.05267560982769249,-0.16984178237003553,-0.0,1.0,-0.16002289605776854,-0.08515572254674612,0.0
2018-11-15,-0.05252427469271612,-0.1696735017160961,-0.0,1.0,-0.15991962216550792,-0.08463140602540409,0.0
2018-11-16,-0.05145777504429703,-0.16701079236773125,-0.0,1.0,-0.15955717611914072,-0.08633894185007834,0.0
2018-11-19,-0.05144539144187681,-0.16703277392144802,-0.0,1.0,-0.15957883021409952,-0.08637202354801862,0.0
2018-11-20,-0.039647192384944546,-0.16359561028148925,-0.0,1.0,-0.16042267050912584,-0.09181148662416673,0.0
2018-11-21,-0.038936123828210156,-0.1632003488118596,-0.0,1.0,-0.16010464355788095,-0.0911416321488264,0.0
2018-11-23,-0.03929940745904497,-0.1599570117346346,-0.0,1.0,-0.1615255024979668,-0.0915243406529569,0.0
2018-11-26,-0.038889372948796144,-0.16252795445964394,-0.0,1.0,-0.1604368156603061,-0.09034010049083675,0.0
2018-11-27,-0.03570498915401302,-0.16367317425885755,-0.0,1.0,-0.15853940708604483,-0.08821402747650035,0.0
2018-11-28,-0.035770076371210366,-0.16376417495950013,-0.0,1.0,-0.15857151122425367,-0.0883331404767415,0.0
2018-11-29,-0.03187979889652391,-0.16177593384905714,-0.0,1.0,-0.15788639670397742,-0.0890415892360661,0.0
2018-11-30,-0.03242032232420322,-0.1641540796415408,-0.0,1.0,-0.1618125316181253,-0.08701308087013081,0.0
2018-12-03,-0.03294699830707123,-0.16434431566610236,-0.0,1.0,-0.16220283312352593,-0.08745351680629712,0.0
2018-12-04,-0.032895022349520464,-0.16420026327590448,-0.0,1.0,-0.1622184611378727,-0.0872426912005092,0.0
2018-12-06,-0.03281803999432705,-0.14717061409729118,-0.0,1.0,-0.1605729683732804,-0.07769110764430578,0.0
2018-12-07,-0.03537237437417561,-0.1468932162763981,-0.0,1.0,-0.16049470265363722,-0.07553859900435418,0.0
2018-12-10,-0.027846499859432106,-0.1477649704807422,-0.0,1.0,-0.16066910317683442,-0.06938431262299691,0.0
2018-12-11,-0.03174089752063791,-0.1466241017058799,-0.0,1.0,-0.16206561941862263,-0.06588662157030954,0.0
2018-12-12,-0.030310712977830362,-0.14766613144032226,-0.0,1.0,-0.1623989408152342,-0.06810050987351755,0.0
2018-12-13,-0.030257803810033367,-0.1469805555946665,-0.0,1.0,-0.16296129422863015,-0.06778085972149867,0.0
2018-12-14,-0.029663345687189098,-0.14923269873032424,-0.0,1.0,-0.16212674210504066,-0.0681763736031453,0.0
2018-12-17,-0.030349591203834226,-0.14930927544403721,-0.0,1.0,-0.1633070200169157,-0.06667606427967296,0.0
2018-12-18,-0.02903538468021745,-0.14742446164435516,-0.0,1.0,-0.16232844962002554,-0.0659231060978522,0.0
2018-12-19,-0.02790462407441233,-0.14784111506090963,-0.0,1.0,-0.1630298857680797,-0.06629104551010946,0.0
2018-12-20,-0.026872610662222903,-0.14258307543655738,-0.0,1.0,-0.16631891445295544,-0.06458388763635854,0.0
2018-12-21,-0.026495535089438176,-0.14238725750916778,-0.0,1.0,-0.1662934244044453,-0.06448226632701622,0.0
2018-12-24,-0.020133014247551203,-0.1348091050756901,-0.0,1.0,-0.16487644701691895,-0.07154385574354408,0.0
2018-12-26,-0.02133742127941664,-0.1370566788200199,-0.0,1.0,-0.15641918020108275,-0.06623577505248039,0.0
