Date,IWF,IWM,MTUM,RH,SPY,VLUE,VXX
2018-09-24,-1.6994013233904002,-2.789202814830375,-0.7052830585022581,1.0,-2.192206700976788,-2.117004516332318,0.0
2018-09-25,-1.6993807074629999,-2.786081662643015,-0.7070431405479165,1.0,-2.1897764248976594,-2.114096777579511,0.0
2018-09-26,-1.7006824146981627,-2.787821522309711,-0.7091863517060367,1.0,-2.189711286089239,-2.1113910761154857,0.0
2018-09-27,-1.7049507027480597,-2.7721837633731905,-0.7130270610446823,1.0,-2.1889028739249,-2.1097126075099646,0.0
2018-09-28,-1.7030264817150065,-2.782156368221942,-0.716162253047499,1.0,-2.1929382093316523,-2.114333753678016,0.0
2018-10-01,-1.7072067332982641,-2.782430299842188,-0.7176223040504999,1.0,-2.196738558653341,-2.1167806417674906,0.0
2018-10-02,-1.7087767358550205,-2.795701190601623,-0.7174164998419555,1.0,-2.1971341270677485,-2.1171636287008746,0.0
2018-10-03,-1.7178699978827017,-2.817700614016515,-0.7239042981156044,1.0,-2.2049544780859622,-2.12216811348719,0.0
2018-10-04,-1.7224161641806832,-2.805670157621919,-0.7251666137734052,1.0,-2.210303607320427,-2.115095736803131,0.0
2018-10-05,-1.6881302521008401,-2.783928571428571,-0.6861344537815126,1.0,-2.218067226890756,-2.1279411764705882,0.0
2018-10-08,-1.6776047653882329,-2.767269307137632,-0.6757236910857979,1.0,-2.212456892047236,-2.1173581356463584,0.0
2018-10-09,-1.680439330543933,-2.7702928870292887,-0.6788702928870293,1.0,-2.213389121338912,-2.1172594142259413,0.0
2018-10-10,-1.6802593057298203,-2.769029694688415,-0.6784818067754078,1.0,-2.2128816394813886,-2.1151191969887075,0.0
2018-10-11,-1.5364789446981229,-2.7944190766108576,-0.445662100456621,1.0,-2.1948249619482496,-2.1758498224251652,0.0
2018-10-12,-1.715526601520087,-3.025841476655809,-0.4735070575461455,1.0,-2.341150922909881,-2.3017372421281217,0.0
2018-10-15,-1.6752771499300398,-3.052954472069745,-0.4190076418038962,1.0,-2.3242923259067916,-2.291572489505973,0.0
2018-10-16,-1.6706490151759765,-3.0700678075556986,-0.406414810031213,1.0,-2.3245075879883754,-2.291572489505973,0.0
2018-10-17,-1.595560650270946,-2.9294497707378078,-0.3371196331804918,1.0,-2.2805335556481867,-2.2783451438099207,0.0
2018-10-18,-1.595560650270946,-2.9295539808253435,-0.3370154230929554,1.0,-2.280637765735723,-2.2783451438099207,0.0
2018-10-19,-1.5534339390206346,-2.8863566368955964,-0.29185915203777846,1.0,-2.271122061390001,-2.2631146699517504,0.0
2018-10-22,-1.5552137803752693,-2.8713216446221677,-0.2824771865067159,1.0,-2.276530298369732,-2.267712498718343,0.0
2018-10-23,-1.5900948366701793,-2.956269757639621,-0.27165437302423606,1.0,-2.3673340358271866,-2.352160168598525,0.0
2018-10-24,-1.6115544206830512,-2.978508351952335,-0.2474731354399404,1.0,-2.406532609852112,-2.3954676029364825,0.0
2018-10-25,-1.456429487812099,-2.7340373038586794,-0.18819698016382116,1.0,-2.288266061383598,-2.2018158492055657,0.0
2018-10-26,-1.4036370634080633,-2.6664100837101894,-0.1424035408447994,1.0,-2.260944866737227,-2.148465313191571,0.0
2018-10-29,-1.3667756829549826,-2.716814159292036,-0.09340130819545979,1.0,-2.258464794151597,-2.183628318584071,0.0
2018-10-30,-1.3599154496541122,-2.7145465026902382,-0.08954650269023827,1.0,-2.2567255956956185,-2.187259800153728,0.0
2018-10-31,-1.3451017510648366,-2.6617132039753906,-0.08206341694273546,1.0,-2.2243256034074776,-2.1520113582584006,0.0
2018-11-01,-1.3159593658027156,-2.7223013386499573,-0.03977973986518561,1.0,-2.2429507262888064,-2.172980157599924,0.0
2018-11-02,-1.316119962511715,-2.6484536082474226,-0.02352389878163074,1.0,-2.238612933458294,-2.145360824742268,0.0
2018-11-05,-1.3111048318734104,-2.700291984553075,-0.02025054158425167,1.0,-2.2546858811340305,-2.1326175002354715,0.0
2018-11-06,-1.3198643684656683,-2.70716774983517,-0.017048130356974663,1.0,-2.250070641424131,-2.124705660732787,0.0
2018-11-07,-1.3143098909364423,-2.703836028582174,-0.02030838661150809,1.0,-2.243794659646484,-2.11987589319293,0.0
2018-11-08,-1.2427265170407316,-2.6852313660293707,-0.0,1.0,-2.201163757273483,-2.106954835134386,0.0
2018-11-09,-1.250486877492349,-2.695910229064268,-0.0,1.0,-2.2099601224149126,-2.1175925067235464,0.0
2018-11-12,-1.248682629194786,-2.6549875196450032,-0.0,1.0,-2.2280669316816124,-2.11306277156328,0.0
2018-11-13,-1.1794614331355546,-2.637060702875399,-0.0,1.0,-2.2188954815152897,-2.092925604746691,0.0
2018-11-14,-1.1832556439082351,-2.6387898729549404,-0.0,1.0,-2.2228315510465224,-2.0951466959144502,0.0
2018-11-15,-1.1788025152647408,-2.6358334092773172,-0.0,1.0,-2.2219994532033174,-2.076642668367812,0.0
2018-11-16,-1.177806380435782,-2.636848395697343,-0.0,1.0,-2.2530109405166865,-2.12613772179829,0.0
2018-11-19,-1.2018552875695734,-2.656771799628942,-0.0,1.0,-2.2713358070500926,-2.1463821892393318,0.0
2018-11-20,-1.1134972128301197,-2.6167412958055376,-0.0,1.0,-2.251210819702093,-2.156812574248378,0.0
2018-11-21,-1.12501133992561,-2.606187063412864,-0.0,1.0,-2.247936133538964,-2.09280595119296,0.0
2018-11-23,-1.1254639268579705,-2.5797954195709245,-0.0,1.0,-2.254367701638454,-2.092604326966597,0.0
2018-11-26,-1.1236870699022095,-2.5914523723288667,-0.0,1.0,-2.2508149221296634,-2.088735965229989,0.0
2018-11-27,-1.0933273622928796,-2.579937304075235,-0.0,1.0,-2.2226600985221676,-2.0606359158083296,0.0
2018-11-28,-1.0935956166352285,-2.602443186921764,-0.0,1.0,-2.2230306296595708,-2.06332524925896,0.0
2018-11-29,-1.0142832106554505,-2.538731160182264,-0.0,1.0,-2.1756922537679637,-2.034086926042762,0.0
2018-11-30,-1.0134922025582618,-2.5388119852812334,-0.0,1.0,-2.1757490800770984,-2.0330296127562644,0.0
2018-12-03,-1.0080482897384306,-2.5374857842708423,-0.0,1.0,-2.172863266555857,-2.029743679468113,0.0
2018-12-04,-0.9916434540389972,-2.5335132311977713,-0.0,1.0,-2.1608635097493036,-2.0186281337047354,0.0
2018-12-06,-1.0643840714551545,-2.57778191291403,-0.0,1.0,-2.46427242277633,-2.197618161518422,0.0
2018-12-07,-1.0796675072382553,-2.5869057625852245,-0.0,1.0,-2.475483328663491,-2.1977211170262443,0.0
2018-12-10,-1.0012794735880095,-2.5658928897824893,-0.0,1.0,-2.4405044781575578,-2.1314202156826907,0.0
