Date,IFRA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-03,1.0,-0.0,-0.355188884064264,-0.0,-0.3128999981121033,-0.219807812116521,0.0
2018-12-04,1.0,-0.0,-0.35470441298917565,-0.0,-0.3163840738778291,-0.2212550147604269,0.0
2018-12-06,1.0,-0.0,-0.30720922545815127,-0.0,-0.33021778251129313,-0.19885049028609206,0.0
2018-12-07,1.0,-0.0,-0.3111935777037262,-0.0,-0.34434641017873374,-0.23784459254771284,0.0
2018-12-10,1.0,-0.0,-0.3136396790663749,-0.0,-0.3370925208999607,-0.21952907292075782,0.0
2018-12-11,1.0,-0.0,-0.3140788144156281,-0.0,-0.33297780771677704,-0.2241308334268927,0.0
2018-12-12,1.0,-0.0,-0.31409056886227543,-0.0,-0.3330276946107784,-0.2241579341317365,0.0
2018-12-13,1.0,-0.0,-0.3136810986790405,-0.0,-0.3334019384051191,-0.2239456647831456,0.0
2018-12-14,1.0,-0.0,-0.3116370439663237,-0.0,-0.3351917680074837,-0.22407857811038354,0.0
2018-12-17,1.0,-0.0,-0.3108110628298615,-0.0,-0.3265325152458925,-0.22759739654239944,0.0
2018-12-18,1.0,-0.0,-0.31464191976003003,-0.0,-0.33263967004124484,-0.22750281214848145,0.0
2018-12-19,1.0,-0.0,-0.31467626708668506,-0.0,-0.3329208152856688,-0.22748495246667044,0.0
2018-12-20,1.0,-0.0,-0.3121293195382514,-0.0,-0.3333832251304982,-0.2254298490149488,0.0
2018-12-21,1.0,-0.0,-0.3132496461297773,-0.0,-0.3340534902778813,-0.21515309543321168,0.0
2018-12-24,1.0,-0.0,-0.30430434138390877,-0.0,-0.32532597421840276,-0.22247740405986074,0.0
2018-12-26,1.0,-0.0,-0.29797487342958934,-0.0,-0.34550909431839494,-0.23165197824864053,0.0
2018-12-27,1.0,-0.0,-0.2928801391407319,-0.0,-0.31965362839063016,-0.23774192354660842,0.0
2018-12-28,1.0,-0.0,-0.2934060852677333,-0.0,-0.31924535281605476,-0.23697401276241564,0.0
2018-12-31,1.0,-0.0,-0.29592969472710456,-0.0,-0.3181868640148011,-0.23602220166512486,0.0
2019-01-02,1.0,-0.0,-0.2956259705686608,-0.0,-0.3166642017303853,-0.23641203874879835,0.0
2019-01-03,1.0,-0.0,-0.2953764275418561,-0.0,-0.32204235502827366,-0.23053184018923017,0.0
2019-01-04,1.0,-0.0,-0.29937358781710965,-0.0,-0.30411301137094254,-0.23349927439057994,0.0
2019-01-07,1.0,-0.0,-0.3024995843263315,-0.0,-0.30593581998558994,-0.2389846477858449,0.0
2019-01-08,1.0,-0.0,-0.29690036900369005,-0.0,-0.3111623616236162,-0.23693726937269372,0.0
2019-01-09,1.0,-0.0,-0.30293280076925916,-0.0,-0.31282591811827354,-0.23342209401235253,0.0
2019-01-10,1.0,-0.0,-0.3024459686812476,-0.0,-0.31335391669285806,-0.23300486235648654,0.0
2019-01-11,1.0,-0.0,-0.30401465933699817,-0.0,-0.3137505321413367,-0.23316119717918818,0.0
2019-01-14,1.0,-0.0,-0.30610054046050195,-0.0,-0.31883467831494783,-0.22597542015251354,0.0
2019-01-15,1.0,-0.0,-0.30895710525340153,-0.0,-0.31917102287472654,-0.22557742928113297,0.0
2019-01-16,1.0,-0.0,-0.3079672568338395,-0.0,-0.3107452403881769,-0.23325801911252686,0.0
2019-01-17,1.0,-0.0,-0.3103135191224429,-0.0,-0.30981322265045946,-0.23282315446190335,0.0
2019-01-18,1.0,-0.0,-0.30880311024715357,-0.0,-0.31026566694436725,-0.23225030084235862,0.0
2019-01-22,1.0,-0.0,-0.30384048094695765,-0.0,-0.31549074886577916,-0.24768021508186927,0.0
2019-01-23,1.0,-0.0,-0.303596075651882,-0.0,-0.3155892117730444,-0.24599917931883467,0.0
2019-01-24,1.0,-0.0,-0.30463736755708104,-0.0,-0.31392702581704224,-0.24682883151768392,0.0
2019-01-25,1.0,-0.0,-0.30716902145473574,-0.0,-0.30468341182626896,-0.2570269866188234,0.0
2019-01-28,1.0,-0.0,-0.30502809985249907,-0.0,-0.3061296887544577,-0.255942045221158,0.0
2019-01-29,1.0,-0.0,-0.3051195431045745,-0.0,-0.3053995035368335,-0.25588383508464135,0.0
2019-01-30,1.0,-0.0,-0.30429344782527534,-0.0,-0.30477879410117603,-0.2576442038454359,0.0
2019-01-31,1.0,-0.0,-0.3042577030812325,-0.0,-0.3067226890756303,-0.2564332399626517,0.0
2019-02-01,1.0,-0.0,-0.3049836372136513,-0.0,-0.3090790088826555,-0.2559513791491351,0.0
2019-02-04,1.0,-0.0,-0.30517064048620857,-0.0,-0.30975222066386165,-0.25512856474988316,0.0
2019-02-05,1.0,-0.0,-0.3038552144486408,-0.0,-0.3092024081067943,-0.2565905096660808,0.0
2019-02-06,1.0,-0.0,-0.3033256022744277,-0.0,-0.3114806224749364,-0.2556112524315427,0.0
2019-02-07,1.0,-0.0,-0.3044901777362021,-0.0,-0.3146679139382601,-0.25173058933582787,0.0
2019-02-08,1.0,-0.0,-0.30518994914747233,-0.0,-0.31509871373018244,-0.24928956027520188,0.0
2019-02-11,1.0,-0.0,-0.305550881522613,-0.0,-0.3158898423916092,-0.2481724531194496,0.0
2019-02-12,1.0,-0.0,-0.3078376002842556,-0.0,-0.3144016606511697,-0.24784470667439643,0.0
2019-02-13,1.0,-0.0,-0.3078623480264514,-0.0,-0.31548678368707966,-0.24995785017140928,0.0
2019-02-14,1.0,-0.0,-0.3082974339764,-0.0,-0.3162202659674096,-0.2484734969095336,0.0
2019-02-15,1.0,-0.0,-0.3093360801573181,-0.0,-0.31561007584979867,-0.24790710740706054,0.0
2019-02-19,1.0,-0.0,-0.30878828727626745,-0.0,-0.31588407099528193,-0.24756609001722454,0.0
2019-02-20,1.0,-0.0,-0.3089671722379497,-0.0,-0.31397289038039705,-0.25184199178837247,0.0
2019-02-21,1.0,-0.0,-0.3114911029356558,-0.0,-0.31333058037390193,-0.25217734064118924,0.0
2019-02-22,1.0,-0.0,-0.3119112845723721,-0.0,-0.31436934739370287,-0.25010320111081924,0.0
2019-02-25,1.0,-0.0,-0.31100523344150366,-0.0,-0.31421282662114763,-0.25056742510926455,0.0
2019-02-26,1.0,-0.0,-0.3120357169655586,-0.0,-0.31505590155323776,-0.24878067081863883,0.0
2019-02-27,1.0,-0.0,-0.3142873226750732,-0.0,-0.3138182091120619,-0.24834872025820012,0.0
2019-02-28,1.0,-0.0,-0.3143811453876755,-0.0,-0.31391203182466415,-0.2481610748329956,0.0
2019-03-01,1.0,-0.0,-0.31431360036037387,-0.0,-0.3129809677540448,-0.24965276474342127,0.0
2019-03-04,1.0,-0.0,-0.31516698894249723,-0.0,-0.3134398408019975,-0.24874687893067005,0.0
2019-03-05,1.0,-0.0,-0.31207430340557274,-0.0,-0.3180410920349001,-0.24623323013415893,0.0
2019-03-06,1.0,-0.0,-0.31268065618078755,-0.0,-0.31684747925973195,-0.24743796689064904,0.0
2019-03-07,1.0,-0.0,-0.31145633982513415,-0.0,-0.31815452737438554,-0.24663214379526438,0.0
2019-03-08,1.0,-0.0,-0.31136444602778773,-0.0,-0.31772073575459847,-0.2459265370408565,0.0
2019-03-11,1.0,-0.0,-0.3108952116585704,-0.0,-0.3190164487874411,-0.24566273421235255,0.0
2019-03-12,1.0,-0.0,-0.3111002738492704,-0.0,-0.3190906703680084,-0.24548898975878758,0.0
2019-03-13,1.0,-0.0,-0.3115458194230842,-0.0,-0.3185228253122773,-0.24545181739750177,0.0
2019-03-14,1.0,-0.0,-0.31272965879265097,-0.0,-0.31706036745406824,-0.2449756280464942,0.0
2019-03-15,1.0,-0.0,-0.3142037033562839,-0.0,-0.3153293435641521,-0.24651520552314127,0.0
2019-03-18,1.0,-0.0,-0.31464425728273715,-0.0,-0.31528202434769564,-0.245859203541483,0.0
2019-03-19,1.0,-0.0,-0.31572723689396925,-0.0,-0.3143758094487302,-0.24687951648929185,0.0
2019-03-20,1.0,-0.0,-0.32090323307846935,-0.0,-0.31376453570287993,-0.24393680374218032,0.0
2019-03-21,1.0,-0.0,-0.3204423001107628,-0.0,-0.32109936733812683,-0.23577449452756868,0.0
2019-03-22,1.0,-0.0,-0.3171188203043766,-0.0,-0.33449286321958593,-0.23892617449664427,0.0
2019-03-25,1.0,-0.0,-0.3113875309084732,-0.0,-0.3389833707695502,-0.23718831990033787,0.0
2019-03-26,1.0,-0.0,-0.31715725271811196,-0.0,-0.33437511838466494,-0.2426222676819336,0.0
2019-03-27,1.0,-0.0,-0.31027626820170046,-0.0,-0.33919069890742465,-0.24407793830830696,0.0
2019-03-28,1.0,-0.0,-0.30861203221222167,-0.0,-0.3365987683562292,-0.24960682141165325,0.0
2019-03-29,1.0,-0.0,-0.30759611194270237,-0.0,-0.3360744263599674,-0.2510942266517612,0.0
2019-04-01,1.0,-0.0,-0.3077886111005729,-0.0,-0.33447778747296936,-0.25461891574035433,0.0
2019-04-02,1.0,-0.0,-0.3107028299200942,-0.0,-0.3399510315637634,-0.24734754303718184,0.0
2019-04-03,1.0,-0.0,-0.30492594254937166,-0.0,-0.33415619389587076,-0.23105550568521843,0.0
2019-04-04,1.0,-0.0,-0.3041826518199682,-0.0,-0.33158042481519606,-0.23566950500608214,0.0
2019-04-05,1.0,-0.0,-0.3090932816344792,-0.0,-0.3258146297815226,-0.2292521064797554,0.0
2019-04-08,1.0,-0.0,-0.31172563069114795,-0.0,-0.3249365576951784,-0.22928795342588448,0.0
2019-04-09,1.0,-0.0,-0.3108342827260333,-0.0,-0.3295668901630466,-0.22727527407877784,0.0
2019-04-10,1.0,-0.0,-0.3161682242990654,-0.0,-0.3262429906542056,-0.22672897196261682,0.0
2019-04-11,1.0,-0.0,-0.31721083222755897,-0.0,-0.32399499130954823,-0.22770852411833964,0.0
2019-04-12,1.0,-0.0,-0.31613771447796346,-0.0,-0.3242121789839632,-0.22873911255653992,0.0
2019-04-15,1.0,-0.0,-0.31608011980531636,-0.0,-0.3263197304380382,-0.22955821789591913,0.0
2019-04-16,1.0,-0.0,-0.3241978485001025,-0.0,-0.3202826407144322,-0.21990417062848405,0.0
2019-04-17,1.0,-0.0,-0.30999384821877973,-0.0,-0.33435863020338163,-0.2198050071770781,0.0
2019-04-18,1.0,-0.0,-0.3093821680995095,-0.0,-0.3322641403875203,-0.22322510862876005,0.0
2019-04-22,1.0,-0.0,-0.3099461011954717,-0.0,-0.33187862511423183,-0.2232044611052052,0.0
2019-04-23,1.0,-0.0,-0.3133509904129519,-0.0,-0.3308277688663409,-0.22100570746446827,0.0
2019-04-24,1.0,-0.0,-0.3122775634933944,-0.0,-0.32776193936683623,-0.22328432742653775,0.0
2019-04-25,1.0,-0.0,-0.3141104523250177,-0.0,-0.3307416937017563,-0.2196554424432263,0.0
2019-04-26,1.0,-0.0,-0.3122700188654575,-0.0,-0.3273810635635168,-0.22819732147860358,0.0
2019-04-29,1.0,-0.0,-0.3134915456460543,-0.0,-0.3251617233086631,-0.22557372159355712,0.0
2019-04-30,1.0,-0.0,-0.3111334787228094,-0.0,-0.325075956681392,-0.22775820611754177,0.0
2019-05-01,1.0,-0.0,-0.3065843237494636,-0.0,-0.3286377968916171,-0.23055394891505124,0.0
2019-05-02,1.0,-0.0,-0.3097212882014496,-0.0,-0.3274490024658148,-0.2308712545767018,0.0
2019-05-03,1.0,-0.0,-0.30513482179587864,-0.0,-0.33153820262537864,-0.2332547963648603,0.0
2019-05-06,1.0,-0.0,-0.31211626204021853,-0.0,-0.32860173867327586,-0.23689892788073377,0.0
2019-05-07,1.0,-0.0,-0.3101835327710255,-0.0,-0.33026506114628146,-0.23808539815527963,0.0
2019-05-08,1.0,-0.0,-0.31304968804029165,-0.0,-0.32825302563331576,-0.23795384499736902,0.0
2019-05-09,1.0,-0.0,-0.31456025874875426,-0.0,-0.3285131348840708,-0.2373869384531488,0.0
2019-05-10,1.0,-0.0,-0.31481377028221186,-0.0,-0.3299490476996259,-0.23539586741120955,0.0
2019-05-13,1.0,-0.0,-0.31385831216483207,-0.0,-0.3322043465989275,-0.23558189857935838,0.0
2019-05-14,1.0,-0.0,-0.29872174532368706,-0.0,-0.338287663530382,-0.23726431007984408,0.0
2019-05-15,1.0,-0.0,-0.2946590251460788,-0.0,-0.33655048817368904,-0.23563014542535518,0.0
2019-05-16,1.0,-0.0,-0.295865391798013,-0.0,-0.3361656831254202,-0.2354523044744902,0.0
2019-05-17,1.0,-0.0,-0.2879586041993574,-0.0,-0.33381902413509673,-0.24626391690951208,0.0
2019-05-20,1.0,-0.0,-0.2876435976463995,-0.0,-0.3336508826001681,-0.24666106285607547,0.0
2019-05-21,1.0,-0.0,-0.28914627311787783,-0.0,-0.33246777507939473,-0.24649729123855785,0.0
2019-05-22,1.0,-0.0,-0.28829974198855773,-0.0,-0.3333395654937741,-0.24799012825786187,0.0
2019-05-23,1.0,-0.0,-0.28895120583286593,-0.0,-0.3339876612450925,-0.24656945223406243,0.0
2019-05-24,1.0,-0.0,-0.2902441760460681,-0.0,-0.33393785289608496,-0.2454661032793628,0.0
2019-05-28,1.0,-0.0,-0.28854782023480147,-0.0,-0.3337882300157033,-0.2470836760637105,0.0
2019-05-29,1.0,-0.0,-0.28630736432658865,-0.0,-0.33376968246250516,-0.24997194898455327,0.0
2019-05-30,1.0,-0.0,-0.2868979706349949,-0.0,-0.3346114280370336,-0.24887309454783507,0.0
2019-05-31,1.0,-0.0,-0.2889188228470936,-0.0,-0.3306392770949093,-0.2513142878524256,0.0
2019-06-03,1.0,-0.0,-0.29173431872048966,-0.0,-0.3335386223242446,-0.24100927532986208,0.0
2019-06-04,1.0,-0.0,-0.2864814295069698,-0.0,-0.31565160445317614,-0.2689493872205071,0.0
2019-06-05,1.0,-0.0,-0.28450050529625326,-0.0,-0.3164651719878729,-0.270520642287682,0.0
2019-06-06,1.0,-0.0,-0.28309587553591825,-0.0,-0.32085821803680753,-0.2682493026042349,0.0
