Date,IWF,IWM,MTUM,SPY,SRCL,VLUE,VXX
2018-09-24,-0.6200126971724373,-1.3081017727206132,-0.08785466621087072,-1.0000976705572104,1.0,-0.8674610538653124,0.0
2018-09-25,-0.6199384555267914,-1.3085038831631906,-0.08757876227226104,-1.0004884482000684,1.0,-0.868021296341523,0.0
2018-09-26,-0.6205852181134287,-1.3094133163988082,-0.08900395681696058,-1.0001465487763177,1.0,-0.8657613208929705,0.0
2018-09-27,-0.6228716397521589,-1.3006293603942038,-0.09128165097331317,-0.9993169732155925,1.0,-0.8646631214324046,0.0
2018-09-28,-0.6210256915050694,-1.3221773796633527,-0.09331627128654396,-1.0098927059749976,1.0,-0.8753322177379663,0.0
2018-10-01,-0.620939161252215,-1.3222583185666468,-0.09386690293364836,-1.0096967907068322,1.0,-0.8754183894467414,0.0
2018-10-02,-0.6213936972924988,-1.3358484982985648,-0.09118705922966908,-1.0087784188982591,1.0,-0.8744390195788331,0.0
2018-10-03,-0.6221191333958447,-1.3387454967181562,-0.09213838029906726,-1.0084883778315155,1.0,-0.8736120021714455,0.0
2018-10-04,-0.6273193841294908,-1.3303395183576787,-0.09331819976312673,-1.0151006711409396,1.0,-0.868782076589025,0.0
2018-10-05,-0.6138628442393599,-1.3240881645476414,-0.07716852388198911,-1.020273918806146,1.0,-0.8735948161602278,0.0
2018-10-08,-0.6110158279021904,-1.319547214191209,-0.07080903611505855,-1.0258244719949037,1.0,-0.8730337629244868,0.0
2018-10-09,-0.6108688195227128,-1.3199882393296418,-0.07007399421767041,-1.0261674915470183,1.0,-0.8731807713039642,0.0
2018-10-10,-0.6127688764760645,-1.3184379440442942,-0.07202704689107746,-1.0273898770150425,1.0,-0.8691753638100838,0.0
2018-10-11,-0.516945107398568,-1.3314558472553701,-0.0,-1.017565632458234,1.0,-0.9073031026252983,0.0
2018-10-12,-0.5196846698887898,-1.317160152034161,-0.0,-0.986157383510863,1.0,-0.8694101637651918,0.0
2018-10-15,-0.47930242370259246,-1.357976653696498,-0.0,-0.979654024658947,1.0,-0.8710327692091322,0.0
2018-10-16,-0.47550972580267165,-1.3636747129130535,-0.0,-0.9782048277478321,1.0,-0.8696976798687601,0.0
2018-10-17,-0.4422610049929,-1.3030552883514268,-0.0,-0.9634464751958224,1.0,-0.8718794374971371,0.0
2018-10-18,-0.4413906829737529,-1.3014062571572533,-0.0,-0.9655535706105997,1.0,-0.8722458888736201,0.0
2018-10-19,-0.41590671929585776,-1.2845152216324123,-0.0,-0.9674243455378613,1.0,-0.8691529422439997,0.0
2018-10-22,-0.4158730158730159,-1.2742857142857142,-0.0,-0.9717460317460317,1.0,-0.8732426303854876,0.0
2018-10-23,-0.41437065952521446,-1.2753846852162862,-0.0,-0.9742181471562797,1.0,-0.8750397167627434,0.0
2018-10-24,-0.4131235505434041,-1.2815242599245147,-0.0,-0.9767177481697058,1.0,-0.8759947251148198,0.0
2018-10-25,-0.35907167473716356,-1.2078698250665272,-0.0,-0.9733455481394234,1.0,-0.8221436984687868,0.0
2018-10-26,-0.3338354926182585,-1.1862867472991006,-0.0,-0.9768002410364567,1.0,-0.807299961261998,0.0
2018-10-29,-0.30838643458923143,-1.194286447419065,-0.0,-0.9643758285934225,1.0,-0.809562502672882,0.0
2018-10-30,-0.29045927320977616,-1.1965072978641442,-0.0,-0.9669991011428327,1.0,-0.8263065530967769,0.0
2018-10-31,-0.29798087141339,-1.1658235919234858,-0.0,-0.9665887353878854,1.0,-0.8204463336875664,0.0
2018-11-01,-0.2921124129733401,-1.1687468160978096,-0.0,-0.9649770759042283,1.0,-0.8193666157242316,0.0
2018-11-02,-0.2969467256264477,-1.1342177300484313,-0.0,-0.9697620551695094,1.0,-0.8104864181933039,0.0
2018-11-05,-0.32103193466142343,-1.1284732725465623,-0.0,-1.000432133442807,1.0,-0.8714403007648762,0.0
2018-11-06,-0.32895135135135134,-1.1357405405405405,-0.0,-0.9958918918918919,1.0,-0.8637405405405405,0.0
2018-11-07,-0.32770241078372075,-1.1357902013306835,-0.0,-0.9939514386935107,1.0,-0.8629568823986866,0.0
2018-11-08,-0.30705394190871366,-1.1297001326089746,-0.0,-0.9812208581083971,1.0,-0.8597767035975531,0.0
2018-11-09,-0.3079556639705568,-1.1300552060598281,-0.0,-0.9811700261051911,1.0,-0.8603158300166902,0.0
2018-11-12,-0.3069450362164466,-1.106305922454197,-0.0,-0.9910524073285045,1.0,-0.8564976565828718,0.0
2018-11-13,-0.2719412930707267,-1.100839272911307,-0.0,-0.9943064400489224,1.0,-0.8503648095820506,0.0
2018-11-14,-0.27076609478511976,-1.1124936300322745,-0.0,-1.003269916765755,1.0,-0.8600730422965857,0.0
2018-11-15,-0.2698722573526291,-1.115817170988414,-0.0,-1.0098035054959047,1.0,-0.8484063998641939,0.0
2018-11-16,-0.26648061228804604,-1.1049515835764725,-0.0,-1.0060890523912216,1.0,-0.8510296418453211,0.0
2018-11-19,-0.26779976323355315,-1.104388635210553,-0.0,-1.0052004058853372,1.0,-0.8505834601725012,0.0
2018-11-20,-0.20140673040475088,-1.0973760687360485,-0.0,-1.0208903676873184,1.0,-0.8920945120667144,0.0
2018-11-21,-0.20292451258123648,-1.086610564905849,-0.0,-1.0134144309281787,1.0,-0.8630228295284119,0.0
2018-11-23,-0.20435921966640322,-1.0728339087392371,-0.0,-1.0183852585167006,1.0,-0.8640239590699221,0.0
2018-11-26,-0.20311848578337363,-1.0868006337029936,-0.0,-1.0171766864004004,1.0,-0.8620028349870759,0.0
2018-11-27,-0.19144088159748116,-1.0879940343027592,-0.0,-1.0095285442041595,1.0,-0.8538404175988068,0.0
2018-11-28,-0.19362592730738942,-1.0818931576111732,-0.0,-1.0128061668531643,1.0,-0.8561067595010153,0.0
2018-11-29,-0.16450110321157144,-1.0630464983247527,-0.0,-1.002901037836071,1.0,-0.855561003513933,0.0
2018-11-30,-0.16551385421356363,-1.0664674825031721,-0.0,-1.0083084353128966,1.0,-0.8525355052592806,0.0
2018-12-03,-0.1625214759060787,-1.0675366113065532,-0.0,-1.0084267364804056,1.0,-0.852163953202978,0.0
2018-12-04,-0.14796794504865485,-1.0796058549349907,-0.0,-1.0074004415733093,1.0,-0.8537083980701612,0.0
2018-12-06,-0.1341864426924448,-0.9997226734281526,-0.0,-1.0107761182203558,1.0,-0.8171229349074917,0.0
2018-12-07,-0.1259191541794189,-1.005087642593108,-0.0,-1.0165745856353592,1.0,-0.827099646249851,0.0
2018-12-10,-0.09773904851625059,-1.0054561155597426,-0.0,-1.01417019940336,1.0,-0.8078583765112263,0.0
2018-12-11,-0.07860106698280973,-1.020746887966805,-0.0,-1.0175064216557992,1.0,-0.8349338075479155,0.0
2018-12-12,-0.07871962062833432,-1.0207073700849636,-0.0,-1.01726931436475,1.0,-0.8350918790752816,0.0
2018-12-13,-0.07802623261694058,-1.0150126422250314,-0.0,-1.0248498735777496,1.0,-0.8328460809102401,0.0
2018-12-14,-0.0785979609578756,-1.0161621749782659,-0.0,-1.0238283411048763,1.0,-0.8330040306646644,0.0
2018-12-17,-0.059425020647343375,-1.015102056868683,-0.0,-1.0101073661855509,1.0,-0.8481535375781649,0.0
2018-12-18,-0.04772124239113469,-1.0035898236304042,-0.0,-1.0043702200717965,1.0,-0.8462619010457312,0.0
