Date,IWF,IWM,MTUM,SPY,TCF,VLUE,VXX
2018-09-24,-0.12949519298147266,-0.6952097990301875,-0.1008492866552681,-0.40549934131233006,1.0,-0.4718726350309724,0.0
2018-09-25,-0.1285549846991774,-0.6978578848367445,-0.09820601364440326,-0.40787220303770455,1.0,-0.47497122322356045,0.0
2018-09-26,-0.1290956565684926,-0.698598983631412,-0.0995311227784485,-0.40753011202515654,1.0,-0.4729202347193756,0.0
2018-09-27,-0.12823254636013168,-0.7046458620592622,-0.09820750204012718,-0.40872893041055797,1.0,-0.4741255592762473,0.0
2018-09-28,-0.12471770551038842,-0.7120031616982837,-0.09883130081300813,-0.41096431797651306,1.0,-0.47640018066847334,0.0
2018-10-01,-0.12784974826045142,-0.7112349380550999,-0.09815013859817842,-0.4137862759518018,1.0,-0.47751315268427896,0.0
2018-10-02,-0.1280458400703486,-0.7275976512637222,-0.09358068816838283,-0.4122202365756106,1.0,-0.47522196692480073,0.0
2018-10-03,-0.12785685929790733,-0.7219418136448704,-0.09283729371065616,-0.41422333125389893,1.0,-0.4787330573356775,0.0
2018-10-04,-0.1263820813860709,-0.7324461415707283,-0.09241422546449334,-0.41243018351761085,1.0,-0.48595121395189783,0.0
2018-10-05,-0.1137151298221692,-0.728481336287711,-0.08218283052099312,-0.42003295267314356,1.0,-0.49636384296346797,0.0
2018-10-08,-0.11276360230465758,-0.7277268469900379,-0.08114551698691569,-0.42051485822950074,1.0,-0.49609740867936314,0.0
2018-10-09,-0.11065981196921068,-0.7290595620189168,-0.07524071917516403,-0.42426222058113444,1.0,-0.5011503394211378,0.0
2018-10-10,-0.11113635072974049,-0.7283207450735419,-0.07606905559656994,-0.4245556249645068,1.0,-0.49940371400988137,0.0
2018-10-11,-0.07236513139618868,-0.7349574976387577,-0.03161286738152119,-0.4198566587032613,1.0,-0.5191677315406411,0.0
2018-10-12,-0.06732766499570719,-0.7383886780956601,-0.02733541972470712,-0.41800758855623565,1.0,-0.5184867200265876,0.0
2018-10-15,-0.034837843131768194,-0.8021098581302292,-0.0,-0.4261969387469569,1.0,-0.5351036740632957,0.0
2018-10-16,-0.029547682397423333,-0.8119871166503292,-0.0,-0.4252065537039631,1.0,-0.5339868365775102,0.0
2018-10-17,-0.013025442477876107,-0.7848451327433629,-0.0,-0.4239214601769912,1.0,-0.5436946902654868,0.0
2018-10-18,-0.012042522562427329,-0.7830408061569127,-0.0,-0.42821549194396774,1.0,-0.5450971706992969,0.0
2018-10-19,-0.0,-0.7786064175243548,-0.0,-0.4279817271176179,1.0,-0.5453519731410645,0.0
2018-10-22,-0.0003305147767648112,-0.7818877902332884,-0.0,-0.4274657779491558,1.0,-0.5446332663122814,0.0
2018-10-23,-0.0,-0.7848262494808251,-0.0,-0.4345285892288522,1.0,-0.549577737782085,0.0
2018-10-24,-0.0,-0.7857577938977794,-0.0,-0.4336341990143419,1.0,-0.5493105930560939,0.0
2018-10-25,-0.0,-0.8064189758866841,-0.0,-0.4401382721600809,1.0,-0.5638525096959136,0.0
2018-10-26,-0.0,-0.7943629646215854,-0.0,-0.44959135691894314,1.0,-0.5549708911777878,0.0
2018-10-29,-0.0,-0.8078409409129097,-0.0,-0.4306356762811538,1.0,-0.5618594231307757,0.0
2018-10-30,-0.0,-0.8080631519594023,-0.0,-0.42760078939949253,1.0,-0.5836199605300253,0.0
2018-10-31,-0.0,-0.8051849349771998,-0.0,-0.4269549062658335,1.0,-0.5826718459719641,0.0
2018-11-01,-0.0,-0.8035794813979706,-0.0,-0.4301578354002255,1.0,-0.5847519729425028,0.0
2018-11-02,-0.0,-0.7757143258505885,-0.0,-0.4487399207709381,1.0,-0.5850869553001994,0.0
2018-11-05,-0.0,-0.7772191011235955,-0.0,-0.44848314606741574,1.0,-0.5833146067415731,0.0
2018-11-06,-0.0,-0.7792692858546997,-0.0,-0.44775197281586115,1.0,-0.5812575472492909,0.0
2018-11-07,-0.0,-0.7799111660856854,-0.0,-0.44920161925109636,1.0,-0.5820870347464298,0.0
2018-11-08,-0.0,-0.7775388224779355,-0.0,-0.4329404535806055,1.0,-0.5825326779130823,0.0
2018-11-09,-0.0,-0.7776939414263357,-0.0,-0.4345238095238095,1.0,-0.5823272971160296,0.0
2018-11-12,-0.0,-0.7645813603698959,-0.0,-0.44030973204835383,1.0,-0.5804690546487661,0.0
2018-11-13,-0.0,-0.7611688131837696,-0.0,-0.43290402991275445,1.0,-0.5756266445090708,0.0
2018-11-14,-0.0,-0.7608533037816871,-0.0,-0.4339105139215958,1.0,-0.5757030059565037,0.0
2018-11-15,-0.0,-0.7610176060236961,-0.0,-0.43381131657623734,1.0,-0.573413796921714,0.0
2018-11-16,-0.0,-0.7639262442811589,-0.0,-0.4356578400110911,1.0,-0.5731873007070566,0.0
2018-11-19,-0.0,-0.7640321686078757,-0.0,-0.4358569051580699,1.0,-0.5732390460343871,0.0
2018-11-20,-0.0,-0.750572777210368,-0.0,-0.4257597924200182,1.0,-0.5840395285284457,0.0
2018-11-21,-0.0,-0.7488488104374521,-0.0,-0.4253919526367723,1.0,-0.5666867668018857,0.0
2018-11-23,-0.0,-0.7404912511295489,-0.0,-0.429803663846217,1.0,-0.5680056956652701,0.0
2018-11-26,-0.0,-0.7435258691486449,-0.0,-0.42786750615932106,1.0,-0.566082671776622,0.0
2018-11-27,-0.0,-0.7433734610869981,-0.0,-0.42352523680834225,1.0,-0.5628804629705457,0.0
2018-11-28,-0.0,-0.756663565212632,-0.0,-0.4192436100924963,1.0,-0.5606425483005856,0.0
2018-11-29,-0.0,-0.7440768583602465,-0.0,-0.4102369256655901,1.0,-0.5596113659185279,0.0
2018-11-30,-0.0,-0.7442270642824194,-0.0,-0.4102515399017719,1.0,-0.5590046943261063,0.0
2018-12-03,-0.0,-0.7442270642824194,-0.0,-0.410278674734757,1.0,-0.5589775594931212,0.0
2018-12-04,-0.0,-0.7481983202384178,-0.0,-0.40436196152804116,1.0,-0.5567596857220265,0.0
2018-12-06,-0.0,-0.7372194178928149,-0.0,-0.3978895929545698,1.0,-0.5498872301578778,0.0
2018-12-07,-0.0,-0.7374016699331489,-0.0,-0.3977770021746717,1.0,-0.5496013101726314,0.0
2018-12-10,-0.0,-0.744105946119136,-0.0,-0.3944944330227218,1.0,-0.5314127039222493,0.0
2018-12-11,-0.0,-0.7491818230591769,-0.0,-0.3873061859541821,1.0,-0.5460593379473148,0.0
2018-12-12,-0.0,-0.7501745903840987,-0.0,-0.3868654311039484,1.0,-0.548965887724953,0.0
2018-12-13,-0.0,-0.7499597099113618,-0.0,-0.3871340316948697,1.0,-0.5489121676067688,0.0
2018-12-14,-0.0,-0.7761375947995668,-0.0,-0.3795232936078007,1.0,-0.5528981581798483,0.0
2018-12-17,-0.0,-0.7778621194458754,-0.0,-0.3811640957518909,1.0,-0.5519830834711417,0.0
2018-12-18,-0.0,-0.7700334339948232,-0.0,-0.3742720017256255,1.0,-0.5519844693701468,0.0
2018-12-19,-0.0,-0.7720810810810811,-0.0,-0.37724324324324326,1.0,-0.5533783783783783,0.0
2018-12-20,-0.0,-0.7709785486572648,-0.0,-0.37772194304857615,1.0,-0.5529799535310963,0.0
2018-12-21,-0.0,-0.7729706460031748,-0.0,-0.3789921166626309,1.0,-0.5385960664029918,0.0
2018-12-24,-0.0,-0.7776160832187996,-0.0,-0.3799552645053494,1.0,-0.5373379685773574,0.0
2018-12-26,-0.0,-0.7816208975217682,-0.0,-0.3669926322839919,1.0,-0.5305291359678499,0.0
2018-12-27,-0.0,-0.7627613412228798,-0.0,-0.3386193293885602,1.0,-0.5284681130834977,0.0
2018-12-28,-0.0,-0.7696053913180825,-0.0,-0.33737857688156475,1.0,-0.5254692394766631,0.0
2018-12-31,-0.0,-0.7760103408251556,-0.0,-0.33723752242270766,1.0,-0.5246913580246914,0.0
2019-01-02,-0.0,-0.7755715528834743,-0.0,-0.3346517944255465,1.0,-0.5266988371173167,0.0
2019-01-03,-0.0,-0.7796124996686898,-0.0,-0.3260091706644756,1.0,-0.5448328871690211,0.0
2019-01-04,-0.0,-0.7843007915567283,-0.0,-0.30554089709762533,1.0,-0.5486807387862797,0.0
2019-01-07,-0.0,-0.7732713113468875,-0.0,-0.2998222965556891,1.0,-0.540192337845607,0.0
2019-01-08,-0.0,-0.7697449152763636,-0.0,-0.301845904806663,1.0,-0.5393070677005822,0.0
2019-01-09,-0.0,-0.7657754010695187,-0.0,-0.3015521064301552,1.0,-0.541254728055302,0.0
2019-01-10,-0.0,-0.7650541139653149,-0.0,-0.3020211240057374,1.0,-0.540852783935324,0.0
2019-01-11,-0.0,-0.7603027534908,-0.0,-0.30382356779329245,1.0,-0.5457914654834921,0.0
2019-01-14,-0.0,-0.7598173515981735,-0.0,-0.30716242661448145,1.0,-0.5422831050228311,0.0
2019-01-15,-0.0,-0.7519027069438996,-0.0,-0.3094808421603243,1.0,-0.5540211847783444,0.0
2019-01-16,-0.0,-0.7535917663653937,-0.0,-0.29852149835431796,1.0,-0.5600804555665848,0.0
2019-01-17,-0.0,-0.7570164415122003,-0.0,-0.2989580060739344,1.0,-0.5620745627814431,0.0
2019-01-18,-0.0,-0.7514741497314942,-0.0,-0.30712330209539856,1.0,-0.5738127829841003,0.0
2019-01-22,-0.0,-0.843869681548712,-0.0,-0.1478411415980274,1.0,-0.6314201773254289,0.0
2019-01-23,-0.0,-0.8321177492824982,-0.0,-0.14571210405750545,1.0,-0.6552041917901998,0.0
2019-01-24,-0.0,-0.8310326659641729,-0.0,-0.14907797681770285,1.0,-0.6542413066385669,0.0
2019-01-25,-0.0,-0.8559993638845451,-0.0,-0.07092687322749078,1.0,-0.723554825200774,0.0
2019-01-28,-0.0,-0.8490546023495718,-0.0,-0.08122729321912542,1.0,-0.7215784030337585,0.0
2019-01-29,-0.0,-0.85122037303505,-0.0,-0.08402790975483941,1.0,-0.7797084136508023,0.0
2019-01-30,-0.0,-0.8489525310436649,-0.0,-0.08295519387006493,1.0,-0.7852892427247777,0.0
2019-01-31,-0.0,-0.8488885278748004,-0.0,-0.041534670890531505,1.0,-0.817209541602361,0.0
2019-02-01,-0.0,-0.8476569910832858,-0.0,-0.04512561996910318,1.0,-0.8174919370138494,0.0
2019-02-04,-0.0,-0.8441343809265782,-0.0,-0.04516391221891087,1.0,-0.8199945814142509,0.0
2019-02-05,-0.0,-0.843447621628947,-0.0,-0.04670009486380268,1.0,-0.8202737498306004,0.0
2019-02-06,-0.0,-0.8407569062271262,-0.0,-0.0466560034700572,1.0,-0.823569279149836,0.0
2019-02-07,-0.0,-0.8335047361299053,-0.0,-0.04395128552097429,1.0,-0.8289039242219215,0.0
2019-02-08,-0.0,-0.8416515303494457,-0.0,-0.0604006831675116,1.0,-0.8089028655081736,0.0
2019-02-11,-0.0,-0.8300307157030635,-0.0,-0.05914811492565713,1.0,-0.8290249802930223,0.0
2019-02-12,-0.0,-0.8268822472644128,-0.0,-0.0698459360879743,1.0,-0.8252490609178508,0.0
2019-02-13,-0.0,-0.8320278503046128,-0.0,-0.07079525674499565,1.0,-0.8169332027850306,0.0
2019-02-14,-0.0,-0.8132973503434741,-0.0,-0.09524588376403882,1.0,-0.8174408461454585,0.0
2019-02-15,-0.0,-0.8082972169978467,-0.0,-0.09766402267833293,1.0,-0.8197726715185216,0.0
2019-02-19,-0.0,-0.8209287008068501,-0.0,-0.09641034085295572,1.0,-0.8270486854382788,0.0
2019-02-20,-0.0,-0.8168403730115195,-0.0,-0.10038398244651674,1.0,-0.8255348326933626,0.0
2019-02-21,-0.0,-0.8279363336992317,-0.0,-0.09706366630076839,1.0,-0.8192371020856203,0.0
2019-02-22,-0.0,-0.8248737928007023,-0.0,-0.10121268656716417,1.0,-0.8175757243195785,0.0
2019-02-25,-0.0,-0.8205783013427794,-0.0,-0.10333086196007359,1.0,-0.8220611252986244,0.0
2019-02-26,-0.0,-0.8241226744345819,-0.0,-0.10621341614224078,1.0,-0.8177471213828355,0.0
2019-02-27,-0.0,-0.8305770342037918,-0.0,-0.10657384221677994,1.0,-0.8145620648853912,0.0
2019-02-28,-0.0,-0.8391598766791456,-0.0,-0.1165492182338692,1.0,-0.7969610218013654,0.0
2019-03-01,-0.0,-0.8441969196919692,-0.0,-0.11094609460946095,1.0,-0.7951045104510452,0.0
2019-03-04,-0.0,-0.8439708510930841,-0.0,-0.11013336999862507,1.0,-0.7957926577753335,0.0
2019-03-05,-0.0,-0.8363996915280378,-0.0,-0.12407733832764128,1.0,-0.7937369174837501,0.0
2019-03-06,-0.0,-0.8361567914497423,-0.0,-0.12290995234553617,1.0,-0.7955265405062942,0.0
2019-03-07,-0.0,-0.8371157871543461,-0.0,-0.12049686019610002,1.0,-0.7966012999889831,0.0
2019-03-08,-0.0,-0.8434903047091413,-0.0,-0.11293628808864266,1.0,-0.8136565096952909,0.0
2019-03-11,-0.0,-0.843238184370613,-0.0,-0.11057282061163257,1.0,-0.7988383935698754,0.0
2019-03-12,-0.0,-0.8245759434222886,-0.0,-0.11997900436488204,1.0,-0.818028620365766,0.0
2019-03-13,-0.0,-0.8290984743411928,-0.0,-0.13048543689320388,1.0,-0.8143411927877947,0.0
2019-03-14,-0.0,-0.8207213480016711,-0.0,-0.14808522489903914,1.0,-0.8163208466787357,0.0
2019-03-15,-0.0,-0.8146462672399352,-0.0,-0.15489418728013848,1.0,-0.8223518901111173,0.0
2019-03-18,-0.0,-0.8263904526007657,-0.0,-0.1653062373339338,1.0,-0.8229565413195226,0.0
2019-03-19,-0.0,-0.8316117164284703,-0.0,-0.1623602660251875,1.0,-0.8360832036224707,0.0
2019-03-20,-0.0,-0.8618947851792326,-0.0,-0.17053640616479637,1.0,-0.8376144419252073,0.0
2019-03-21,-0.0,-0.8644654814130686,-0.0,-0.15351535442161163,1.0,-0.868188640036943,0.0
2019-03-22,-0.0,-0.8591081317400175,-0.0,-0.20454677936461674,1.0,-0.8509472457009618,0.0
2019-03-25,-0.0,-0.8288543959226223,-0.0,-0.21857986794856946,1.0,-0.8484304413297811,0.0
2019-03-26,-0.0,-0.8397976391231028,-0.0,-0.21768331685759143,1.0,-0.8500319823224981,0.0
2019-03-27,-0.0,-0.8348514390478131,-0.0,-0.22058609550970523,1.0,-0.8546401652940663,0.0
2019-03-28,-0.0,-0.8394950405770965,-0.0,-0.21806917013292998,1.0,-0.8512173128944996,0.0
2019-03-29,-0.0,-0.8441475271446454,-0.0,-0.21768113410764708,1.0,-0.8490961488079644,0.0
2019-04-01,-0.0,-0.8477602376652881,-0.0,-0.21756859090114758,1.0,-0.8472651016485117,0.0
2019-04-02,-0.0,-0.8532727431617584,-0.0,-0.2281744297823997,1.0,-0.831541845087244,0.0
