Date,CACC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.378240058910162,-0.9478276877761413,-0.09418262150220913,-0.6048600883652431,-0.6567746686303387,0.0
2018-09-25,1.0,-0.3793382650620146,-0.9463398476316662,-0.09620551323101836,-0.6035847042802989,-0.6548894041441242,0.0
2018-09-26,1.0,-0.3789853471762021,-0.9462484353140419,-0.09480156100434431,-0.6043369413150725,-0.6572417347765261,0.0
2018-09-27,1.0,-0.3833186101295642,-0.9369110718492344,-0.09765164899882216,-0.6052709069493523,-0.6576118963486456,0.0
2018-09-28,1.0,-0.37941100395373756,-0.9469386246905369,-0.09869563610833981,-0.6088386357757825,-0.6611979455344936,0.0
2018-10-01,1.0,-0.3813925969751876,-0.9458639943793219,-0.09843582442776319,-0.6104352327774285,-0.6616499648707614,0.0
2018-10-02,1.0,-0.38140171699230313,-0.951709591474245,-0.09720988750740084,-0.6095692717584369,-0.6605239786856129,0.0
2018-10-03,1.0,-0.3835875737668411,-0.9625505697212634,-0.09872694206287347,-0.6091378094495787,-0.6575733956871914,0.0
2018-10-04,1.0,-0.3844698375009275,-0.9601543370186242,-0.09931735549454626,-0.6099651257698301,-0.656154930622542,0.0
2018-10-05,1.0,-0.38143068939955527,-0.963232023721275,-0.0932542624166049,-0.6109340252038548,-0.6575611564121573,0.0
2018-10-08,1.0,-0.3794302626711062,-0.9600443951165373,-0.08956714761376249,-0.6137254901960785,-0.6568627450980393,0.0
2018-10-09,1.0,-0.3775121210999667,-0.9612124801065917,-0.08416299640993376,-0.6169732410525927,-0.6612753987934417,0.0
2018-10-10,1.0,-0.37827438212224357,-0.9601894331804053,-0.08509693651028562,-0.6172857777120023,-0.6590202752700902,0.0
2018-10-11,1.0,-0.32476348667581423,-0.972412796995739,-0.007727305553549504,-0.6132375243735105,-0.6927493319852674,0.0
2018-10-12,1.0,-0.33241787637764386,-0.9678995612940043,-0.0031743767164817915,-0.592502764204444,-0.6707208331847202,0.0
2018-10-15,1.0,-0.3246679249314483,-0.9751433353513052,-0.0,-0.5906128699120402,-0.6706669990384958,0.0
2018-10-16,1.0,-0.3243599330555852,-0.9756080190862799,-0.0,-0.5904639817683295,-0.6704768009115835,0.0
2018-10-17,1.0,-0.30024204581330904,-0.9342266811660295,-0.0,-0.588557196478058,-0.6848844143543691,0.0
2018-10-18,1.0,-0.29923471178824684,-0.9322825247489994,-0.0,-0.5927473144702661,-0.6862318331812117,0.0
2018-10-19,1.0,-0.28462396319788114,-0.9234683209033248,-0.0,-0.591831044817732,-0.6851258102739248,0.0
2018-10-22,1.0,-0.28472682841682667,-0.9106301274218888,-0.0,-0.6017105952173155,-0.6939780066329203,0.0
2018-10-23,1.0,-0.27824311958893505,-0.9192651509819103,-0.0,-0.6167030337157738,-0.7051453508833674,0.0
2018-10-24,1.0,-0.27680332488024795,-0.9144125105663568,-0.0,-0.6197872640180332,-0.7111510284587208,0.0
2018-10-25,1.0,-0.2454262558561023,-0.8723797148035427,-0.0,-0.6198748418424921,-0.6819751735458057,0.0
2018-10-26,1.0,-0.23355017957579455,-0.8603713491902147,-0.0,-0.6208240157213526,-0.6734769939689639,0.0
2018-10-29,1.0,-0.22182088242244205,-0.8639570603922627,-0.0,-0.6149951051547784,-0.6749822772845424,0.0
2018-10-30,1.0,-0.22676441771681477,-0.864590019933106,-0.0,-0.6154599817561405,-0.6716443123078483,0.0
2018-10-31,1.0,-0.23038954582578738,-0.9426156741592983,-0.0,-0.6609140300415468,-0.7170910123930258,0.0
2018-11-01,1.0,-0.20207659211321696,-0.9691711410589199,-0.0,-0.6635494079578993,-0.7210112719126694,0.0
2018-11-02,1.0,-0.2111264563192748,-0.9323984560359786,-0.0,-0.6800524097878821,-0.7175891497574277,0.0
2018-11-05,1.0,-0.20865779413846808,-0.9388007928642221,-0.0,-0.6802350276086648,-0.7118788050403512,0.0
2018-11-06,1.0,-0.2178505600453708,-0.9476463916064086,-0.0,-0.6756699276903446,-0.703424074861761,0.0
2018-11-07,1.0,-0.21693834160170092,-0.9487243090007088,-0.0,-0.6744153082919915,-0.703508150248051,0.0
2018-11-08,1.0,-0.19037245256500349,-0.9499648629655656,-0.0,-0.6646872803935348,-0.7086788475052705,0.0
2018-11-09,1.0,-0.18959094742760754,-0.9500281135788587,-0.0,-0.6660458251335396,-0.7085324711835816,0.0
2018-11-12,1.0,-0.18880604851412372,-0.9328292904896917,-0.0,-0.6730022051874409,-0.7056599810983933,0.0
2018-11-13,1.0,-0.1705596107055961,-0.9310045185957594,-0.0,-0.6719151894334376,-0.7023288147375738,0.0
2018-11-14,1.0,-0.17141665508132908,-0.9303141943556237,-0.0,-0.6719727512859726,-0.7018976782983456,0.0
2018-11-15,1.0,-0.1709063108145677,-0.9341117597998331,-0.0,-0.6787253266611065,-0.691340005560189,0.0
2018-11-16,1.0,-0.16775266879245807,-0.9253084708165811,-0.0,-0.6772147511437683,-0.6957230001386385,0.0
2018-11-19,1.0,-0.16722129783693843,-0.9256100942872988,-0.0,-0.6776552967276761,-0.6959581253466445,0.0
2018-11-20,1.0,-0.15927028523954584,-0.926266962060371,-0.0,-0.6781708667959013,-0.6979368595956797,0.0
2018-11-21,1.0,-0.16011689874505758,-0.9220216606498196,-0.0,-0.6743682310469314,-0.6817259755887916,0.0
2018-11-23,1.0,-0.16045648288189193,-0.9205967276227142,-0.0,-0.6746184518080571,-0.6816994362711398,0.0
2018-11-26,1.0,-0.1596797470964195,-0.9245756305408562,-0.0,-0.672496735619545,-0.6794378393237578,0.0
2018-11-27,1.0,-0.1515939252975783,-0.9268367765768231,-0.0,-0.6674989738678341,-0.6745108770009577,0.0
2018-11-28,1.0,-0.1509375855461265,-0.9318368464275938,-0.0,-0.665583082398029,-0.6734875444839857,0.0
2018-11-29,1.0,-0.12603305785123967,-0.920437610079935,-0.0,-0.662782820755995,-0.6777875626608861,0.0
