Date,IWF,IWM,MTUM,SIGI,SPY,VLUE,VXX
2018-09-24,-0.1979557723399008,-0.7158359137368812,-0.020771106787603102,1.0,-0.4002411421368482,-0.4054202175759735,0.0
2018-09-25,-0.1967285344495236,-0.7226689431073414,-0.015421049732885387,1.0,-0.40623451010629513,-0.41273338106515395,0.0
2018-09-26,-0.19869302671850442,-0.7255080376099485,-0.01869468111506328,1.0,-0.4061819284749221,-0.40822235089751013,0.0
2018-09-27,-0.19893584760014335,-0.7246988117883826,-0.01899484465029085,1.0,-0.40611474099192235,-0.4081272571885425,0.0
2018-09-28,-0.19797094257436662,-0.725332892233893,-0.019408375375623742,1.0,-0.4060044661318336,-0.4081548259035646,0.0
2018-10-01,-0.1974015203870076,-0.7299239806496199,-0.019986178299930893,1.0,-0.40688320663441596,-0.4101451278507256,0.0
2018-10-02,-0.20102296040243936,-0.7825928111738752,-0.006744793862237585,1.0,-0.40954950397661805,-0.41039260320939774,0.0
2018-10-03,-0.20127059088098048,-0.7833530106257378,-0.007111935683364255,1.0,-0.40934390285039635,-0.4099623320402541,0.0
2018-10-04,-0.20234348656850626,-0.7809654939867372,-0.00755872766100933,1.0,-0.410447341800607,-0.4086208834438575,0.0
2018-10-05,-0.19202239328201537,-0.7780265920223932,-0.0,1.0,-0.41475157452764166,-0.4143596920923723,0.0
2018-10-08,-0.1892956959195081,-0.7751816657350474,-0.0,1.0,-0.41693683622135275,-0.41341531581889324,0.0
2018-10-09,-0.18458525667925585,-0.7756329556581341,-0.0,1.0,-0.41952720660232207,-0.41784865016086165,0.0
2018-10-10,-0.1952479047323419,-0.7803990179755623,-0.0,1.0,-0.4307926743234472,-0.4154414877105849,0.0
2018-10-11,-0.15847085164607347,-0.7770406611935762,-0.0,1.0,-0.41507034856400477,-0.41357768748099627,0.0
2018-10-12,-0.1520283358237866,-0.783524268083458,-0.0,1.0,-0.41676351762687475,-0.41485417012562953,0.0
2018-10-15,-0.13927545836094543,-0.7943174287607687,-0.0,1.0,-0.4135188866799205,-0.4140987408880053,0.0
2018-10-16,-0.14535237778885013,-0.788268836848807,-0.0,1.0,-0.41698499695510155,-0.4174555721640923,0.0
2018-10-17,-0.1353675906650597,-0.7705982250465652,-0.0,1.0,-0.413443628793689,-0.4197162265804755,0.0
2018-10-18,-0.1343934201507882,-0.7688553803975325,-0.0,1.0,-0.41740918437285807,-0.42094585332419465,0.0
2018-10-19,-0.1180962771035047,-0.7616800763671077,-0.0,1.0,-0.42348288558570846,-0.4241374607936725,0.0
2018-10-22,-0.11812916621134303,-0.7506556660474266,-0.0,1.0,-0.4316194951371435,-0.43153753688121516,0.0
2018-10-23,-0.12180993496912398,-0.7511066178479698,-0.0,1.0,-0.42912180993496907,-0.4303513853216022,0.0
2018-10-24,-0.12013323868290286,-0.7508600447769344,-0.0,1.0,-0.42893026811554635,-0.4303773275814995,0.0
2018-10-25,-0.0924940111791323,-0.7203353739685919,-0.0,1.0,-0.43979238754325256,-0.4090763907372904,0.0
2018-10-26,-0.08423834059981503,-0.7124587131721495,-0.0,1.0,-0.4416699696128947,-0.40398995904346674,0.0
2018-10-29,-0.056969729043183745,-0.7345734546994074,-0.0,1.0,-0.43514500423370034,-0.41937447078746826,0.0
2018-10-30,-0.021431448905599566,-0.7496710084597824,-0.0,1.0,-0.4510809722035719,-0.4634617966966564,0.0
2018-10-31,-0.020653347732181426,-0.7579373650107991,-0.0,1.0,-0.45413066954643627,-0.4670626349892008,0.0
2018-11-01,-0.0,-0.7905142639580104,-0.0,1.0,-0.45680019580647796,-0.4721927605993854,0.0
2018-11-02,-0.0,-0.7595842516257175,-0.0,1.0,-0.4848039615813675,-0.47647811063042467,0.0
2018-11-05,-0.0003267439960790721,-0.7568207809181506,-0.0,1.0,-0.48551434950716116,-0.4802047595708762,0.0
2018-11-06,-0.001034661148473875,-0.7568001742587197,-0.0,1.0,-0.48514716693440796,-0.4797832657173197,0.0
2018-11-07,-0.0013351134846461949,-0.7571455818642544,-0.0,1.0,-0.48598130841121495,-0.48023214626304456,0.0
2018-11-08,-0.0,-0.753992745384657,-0.0,1.0,-0.4746359157598397,-0.4783173623517947,0.0
2018-11-09,-0.0,-0.7537353832828064,-0.0,1.0,-0.4749891728020788,-0.4780478562148116,0.0
2018-11-12,-0.0,-0.7457636265515382,-0.0,1.0,-0.47674042093901786,-0.4758229897463573,0.0
2018-11-13,-0.0,-0.7416302570563165,-0.0,1.0,-0.4701262497654595,-0.46873240946739214,0.0
2018-11-14,-0.0,-0.7412688627408935,-0.0,1.0,-0.47044948939934067,-0.46860006968827905,0.0
2018-11-15,-0.0,-0.7424942263279446,-0.0,1.0,-0.4703260110639669,-0.47260862559750794,0.0
2018-11-16,-0.0,-0.7497639791762198,-0.0,1.0,-0.47468508078655625,-0.47295875704690743,0.0
2018-11-19,-0.0,-0.7498044293382967,-0.0,1.0,-0.47476464082436404,-0.4729842734212727,0.0
2018-11-20,-0.0,-0.7381527397627865,-0.0,1.0,-0.4656791713626362,-0.4795792411313261,0.0
2018-11-21,-0.0,-0.7360711622456589,-0.0,1.0,-0.46527111963353573,-0.4619154149355492,0.0
2018-11-23,-0.0,-0.7236081897814107,-0.0,1.0,-0.47368140791820873,-0.46518810404962857,0.0
2018-11-26,-0.0,-0.7270283219761499,-0.0,1.0,-0.471651405451448,-0.46316013628620095,0.0
2018-11-27,-0.0,-0.727573958222882,-0.0,1.0,-0.46543314600784647,-0.457825257130739,0.0
2018-11-28,-0.0,-0.7354299363057325,-0.0,1.0,-0.46228768577494694,-0.45621019108280253,0.0
2018-11-29,-0.0,-0.7274453941120609,-0.0,1.0,-0.45610425240054875,-0.4543895747599451,0.0
2018-11-30,-0.0,-0.7287097880875095,-0.0,1.0,-0.4583960098171166,-0.45190404560209013,0.0
2018-12-03,-0.0,-0.7295190274841438,-0.0,1.0,-0.4599365750528541,-0.45325052854122616,0.0
2018-12-04,-0.0,-0.7320095983967513,-0.0,1.0,-0.4543680615985022,-0.45054452443108406,0.0
2018-12-06,-0.0,-0.7034200858902053,-0.0,1.0,-0.4496041806798779,-0.434004242769183,0.0
2018-12-07,-0.0,-0.7058168156496955,-0.0,1.0,-0.4539448115040808,-0.4312475709288768,0.0
2018-12-10,-0.0,-0.7051470020834941,-0.0,1.0,-0.4474625099673329,-0.41963114437842425,0.0
2018-12-11,-0.0,-0.7069431920649233,-0.0,1.0,-0.4427669715316244,-0.4265876594100219,0.0
2018-12-12,-0.0,-0.7074900090241073,-0.0,1.0,-0.44517210261699114,-0.425628464612608,0.0
2018-12-13,-0.0,-0.7054519220859528,-0.0,1.0,-0.44645985777594555,-0.42458517984128613,0.0
2018-12-14,-0.0,-0.7123945188511265,-0.0,1.0,-0.4430337281618539,-0.42517612448710995,0.0
2018-12-17,-0.0,-0.7101039201563948,-0.0,1.0,-0.426587097438008,-0.4355900812840827,0.0
2018-12-18,-0.0,-0.7074922410034115,-0.0,1.0,-0.4232179957421705,-0.4342729627824659,0.0
2018-12-19,-0.0,-0.7076117909643654,-0.0,1.0,-0.42353575001924104,-0.43433643756894735,0.0
2018-12-20,-0.0,-0.7024330340010746,-0.0,1.0,-0.4240540333103078,-0.43190830710978073,0.0
2018-12-21,-0.0,-0.703041418309644,-0.0,1.0,-0.4239135972285904,-0.42029650007641756,0.0
2018-12-24,-0.0,-0.6905419443107249,-0.0,1.0,-0.41607337404038613,-0.42699333654260313,0.0
2018-12-26,-0.0,-0.6911144960649912,-0.0,1.0,-0.418964204112719,-0.4286620969789287,0.0
2018-12-27,-0.0,-0.6734022673477016,-0.0,1.0,-0.3909804410115859,-0.42720817241808895,0.0
2018-12-28,-0.0,-0.6738648534210068,-0.0,1.0,-0.39039577573538564,-0.4264614311688959,0.0
2018-12-31,-0.0,-0.6744383002042545,-0.0,1.0,-0.3902256762815723,-0.42624420863846957,0.0
2019-01-02,-0.0,-0.675243081525804,-0.0,1.0,-0.3915482423335826,-0.4263774619795562,0.0
2019-01-03,-0.0,-0.6789349646492503,-0.0,1.0,-0.421024921024921,-0.40718547861405,0.0
2019-01-04,-0.0,-0.6819610778443115,-0.0,1.0,-0.4039920159680639,-0.40905688622754494,0.0
2019-01-07,-0.0,-0.6663055521359105,-0.0,1.0,-0.3985473347285486,-0.3973162624646067,0.0
2019-01-08,-0.0,-0.6469992340572728,-0.0,1.0,-0.4242087317470907,-0.3995750253255257,0.0
2019-01-09,-0.0,-0.6385173486007601,-0.0,1.0,-0.4241893292532451,-0.40508859385025414,0.0
2019-01-10,-0.0,-0.637238215052172,-0.0,1.0,-0.42509682034583984,-0.4044253681639903,0.0
2019-01-11,-0.0,-0.6247932660265113,-0.0,1.0,-0.42820468514724397,-0.41544271926143517,0.0
2019-01-14,-0.0,-0.6257962569749642,-0.0,1.0,-0.4315095550836996,-0.4117327539380771,0.0
2019-01-15,-0.0,-0.622738507167573,-0.0,1.0,-0.43086999505684626,-0.4179683638161147,0.0
2019-01-16,-0.0,-0.621468089310413,-0.0,1.0,-0.4294111835605611,-0.41901304090100766,0.0
2019-01-17,-0.0,-0.6250896234578585,-0.0,1.0,-0.42873389868222617,-0.4185477291270057,0.0
2019-01-18,-0.0,-0.608783967896158,-0.0,1.0,-0.4253511357724987,-0.4430132032004756,0.0
2019-01-22,-0.0,-0.6623923160708981,-0.0,1.0,-0.4048915734231112,-0.40820873353797404,0.0
2019-01-23,-0.0,-0.6345419374038985,-0.0,1.0,-0.40724666435196666,-0.43822231040126974,0.0
2019-01-24,-0.0,-0.6289050877714966,-0.0,1.0,-0.41599722304869585,-0.4344937022711495,0.0
2019-01-25,-0.0,-0.6326121794871794,-0.0,1.0,-0.458984375,-0.4124098557692308,0.0
2019-01-28,-0.0,-0.6252907485681415,-0.0,1.0,-0.4655978790986169,-0.4101743240877373,0.0
2019-01-29,-0.0,-0.6198887552615755,-0.0,1.0,-0.46875626378031676,-0.416867107636801,0.0
2019-01-30,-0.0,-0.618699268463774,-0.0,1.0,-0.4667551858903698,-0.41980659384707886,0.0
2019-01-31,-0.0,-0.6200755396583206,-0.0,1.0,-0.45123689937217043,-0.43000075039395685,0.0
2019-02-01,-0.0,-0.6206213485118227,-0.0,1.0,-0.46297735763897596,-0.42386098643464304,0.0
2019-02-04,-0.0,-0.6193640963673438,-0.0,1.0,-0.45829871862648836,-0.43979558442212313,0.0
