Date,IWF,IWM,MTUM,PCH,SPY,VLUE,VXX
2018-09-24,-0.2964581970880804,-0.9233814063952087,-0.0,1.0,-0.6091969848208447,-0.6129487488383298,0.0
2018-09-25,-0.29755023396641894,-0.9225502339664189,-0.0,1.0,-0.6086567575006882,-0.6119598128268648,0.0
2018-09-26,-0.2970852403730342,-0.9223648439381946,-0.0,1.0,-0.6088303107471007,-0.6129942530713376,0.0
2018-09-27,-0.3068958376475461,-0.9128874163042728,-0.0,1.0,-0.6144129219300063,-0.6171740180851798,0.0
2018-09-28,-0.3046872301474906,-0.9163414044419883,-0.0,1.0,-0.6150737452937722,-0.6180097405961797,0.0
2018-10-01,-0.3145420273666573,-0.9227171181234293,-0.0,1.0,-0.6273387321977101,-0.6260471935213627,0.0
2018-10-02,-0.3136005601260284,-0.9383161211272536,-0.0,1.0,-0.6252756870295816,-0.6236303168212848,0.0
2018-10-03,-0.3128763478504411,-0.9280212855342388,-0.0,1.0,-0.6293236241422769,-0.630688979134575,0.0
2018-10-04,-0.3427422250951663,-0.9349278172807586,-0.0,1.0,-0.6746390864037923,-0.6388350211879624,0.0
2018-10-05,-0.3187522409465759,-0.9259949802796702,-0.0,1.0,-0.6864826102545716,-0.6542846898529939,0.0
2018-10-08,-0.315136121346546,-0.9216542052731371,-0.0,1.0,-0.6881551175186921,-0.652488105033449,0.0
2018-10-09,-0.3085117830625202,-0.923885361741813,-0.0,1.0,-0.6937479823523083,-0.6607841027296532,0.0
2018-10-10,-0.30724888312436954,-0.9307537109093531,-0.0,1.0,-0.6962458567516934,-0.6685761637123506,0.0
2018-10-11,-0.231240642083638,-0.9138549392388315,-0.0,1.0,-0.6662488248198057,-0.6706709843657509,0.0
2018-10-12,-0.23190146160708158,-0.9048926096205311,-0.0,1.0,-0.6460234680573664,-0.6482193096822891,0.0
2018-10-15,-0.18986556359875903,-0.956704584625991,-0.0,1.0,-0.6443295415374009,-0.6562219924164081,0.0
2018-10-16,-0.18958326152149185,-0.9571541828961428,-0.0,1.0,-0.6441694529661163,-0.6560614939161008,0.0
2018-10-17,-0.1700961147962637,-0.9202653309868687,-0.0,1.0,-0.6354744821984567,-0.6584540408826316,0.0
2018-10-18,-0.1691253772849052,-0.9189473327228947,-0.0,1.0,-0.6420795604842812,-0.661172720181775,0.0
2018-10-19,-0.1517749092375958,-0.9083299717628075,-0.0,1.0,-0.6421272018286943,-0.6593384429205325,0.0
2018-10-22,-0.15236008091706002,-0.8955832771409306,-0.0,1.0,-0.6536749831422792,-0.6698921105866488,0.0
2018-10-23,-0.14796747967479673,-0.9003726287262873,-0.0,1.0,-0.6627032520325202,-0.6765243902439024,0.0
2018-10-24,-0.14571264017345936,-0.8957888674323271,-0.0,1.0,-0.6651760002710302,-0.6811667852424027,0.0
2018-10-25,-0.10023842638585335,-0.8531028544936751,-0.0,1.0,-0.7010066891847141,-0.6571627260083448,0.0
2018-10-26,-0.0861967406243864,-0.838307480856077,-0.0,1.0,-0.7012893513973427,-0.6466391779566725,0.0
2018-10-29,-0.10813442105616544,-0.8535938496659615,-0.0,1.0,-0.7358579245979789,-0.6595830395810253,0.0
2018-10-30,-0.0514318077236204,-0.9179498070864749,-0.0,1.0,-0.7985558033343952,-0.7717956886481895,0.0
2018-10-31,-0.06383204701550663,-0.8927989803866035,-0.0,1.0,-0.8089641011116618,-0.7747645684344686,0.0
2018-11-01,-0.05300915291373644,-0.8997420221224864,-0.0,1.0,-0.8072940594409301,-0.7738982931052761,0.0
2018-11-02,-0.05564924114671164,-0.8815345699831365,-0.0,1.0,-0.807862563237774,-0.7681984260820686,0.0
2018-11-05,-0.052184295547127404,-0.8908905745188932,-0.0,1.0,-0.8084000561876667,-0.7602542491923022,0.0
2018-11-06,-0.05613677854233957,-0.8934138463698919,-0.0,1.0,-0.8053293076815055,-0.7558629405982306,0.0
2018-11-07,-0.05600480242946432,-0.9029979872170628,-0.0,1.0,-0.8099156043645609,-0.7622797415162965,0.0
2018-11-08,-0.02645003494060098,-0.9023060796645703,-0.0,1.0,-0.7986722571628232,-0.7666666666666666,0.0
2018-11-09,-0.02602892879603103,-0.9021032771993571,-0.0,1.0,-0.799315212074628,-0.7663335895465028,0.0
2018-11-12,-0.024714101984775277,-0.8842156487886266,-0.0,1.0,-0.8046855990823456,-0.7623483610831102,0.0
2018-11-13,-0.0,-0.8834924588349247,-0.0,1.0,-0.8133388681333886,-0.7624187076241871,0.0
2018-11-14,-0.0,-0.88391341991342,-0.0,1.0,-0.815930735930736,-0.7633593073593073,0.0
2018-11-15,-0.0,-0.886846659743856,-0.0,1.0,-0.8218760816891658,-0.7526825891311874,0.0
2018-11-16,-0.0,-0.8742829497546478,-0.0,1.0,-0.8202709240445089,-0.7611099592231667,0.0
2018-11-19,-0.0,-0.8749610982399114,-0.0,1.0,-0.8206715308274837,-0.7622670216812476,0.0
2018-11-20,-0.0,-0.8546573968385737,-0.0,1.0,-0.8131507038843347,-0.7910829787969977,0.0
2018-11-21,-0.0,-0.8463486414345357,-0.0,1.0,-0.8084320032851962,-0.7673328314283759,0.0
2018-11-23,-0.0,-0.8382026311293352,-0.0,1.0,-0.8111395865368187,-0.7677088672475654,0.0
2018-11-26,-0.0,-0.8392936434743997,-0.0,1.0,-0.8098507360726851,-0.7664719745875602,0.0
2018-11-27,-0.0,-0.839548943685891,-0.0,1.0,-0.7994701446912573,-0.7574893009985734,0.0
2018-11-28,-0.0,-0.8350546986478223,-0.0,1.0,-0.8027790990011552,-0.7595977441054563,0.0
2018-11-29,-0.0,-0.8126948999094659,-0.0,1.0,-0.7850652181202428,-0.755356603963384,0.0
2018-11-30,-0.0,-0.8152214053110416,-0.0,1.0,-0.7894047738946519,-0.7525430556954376,0.0
2018-12-03,-0.0,-0.8149676293985442,-0.0,1.0,-0.7881654422864044,-0.7513334004226628,0.0
2018-12-04,-0.0,-0.8220620284995809,-0.0,1.0,-0.7815590947191953,-0.7492707460184409,0.0
2018-12-06,-0.0,-0.7580048061310645,-0.0,1.0,-0.772098460739105,-0.7173150613755926,0.0
2018-12-07,-0.0,-0.7903064290006008,-0.0,1.0,-0.8166766806862941,-0.7310234328059283,0.0
2018-12-10,-0.0,-0.7898722353804584,-0.0,1.0,-0.816325849818194,-0.7296927644527471,0.0
2018-12-11,-0.0,-0.7898722353804584,-0.0,1.0,-0.8162924909096975,-0.7297261233612437,0.0
2018-12-12,-0.0,-0.7905067093931504,-0.0,1.0,-0.8158755591160958,-0.731590893918152,0.0
2018-12-13,-0.0,-0.7864381917589012,-0.0,1.0,-0.8181424189891985,-0.72923056407521,0.0
2018-12-14,-0.0,-0.7756897241103559,-0.0,1.0,-0.8262028521924564,-0.7301412768226043,0.0
2018-12-17,-0.0,-0.7738673408289536,-0.0,1.0,-0.8220677266981571,-0.7305568491783647,0.0
2018-12-18,-0.0,-0.766887417218543,-0.0,1.0,-0.8166225165562915,-0.727748344370861,0.0
2018-12-19,-0.0,-0.7670652137912762,-0.0,1.0,-0.8167456032855299,-0.7282151492067699,0.0
2018-12-20,-0.0,-0.7512352592397391,-0.0,1.0,-0.8214638645497068,-0.7212925752684629,0.0
2018-12-21,-0.0,-0.7558598282664191,-0.0,1.0,-0.827106057089812,-0.7323542087988596,0.0
2018-12-24,-0.0,-0.7309083733473656,-0.0,1.0,-0.8139511938433204,-0.7439650069065316,0.0
2018-12-26,-0.0,-0.7317184494506569,-0.0,1.0,-0.7961073256610047,-0.7323704887034199,0.0
2018-12-27,-0.0,-0.6873395529397033,-0.0,1.0,-0.7180201615427964,-0.7253459395153716,0.0
2018-12-28,-0.0,-0.6874706563585715,-0.0,1.0,-0.7176437447181446,-0.7248740179661335,0.0
2018-12-31,-0.0,-0.7018455530360291,-0.0,1.0,-0.720679012345679,-0.7268518518518517,0.0
2019-01-02,-0.0,-0.7009660467604393,-0.0,1.0,-0.719059756442934,-0.7267063154913622,0.0
2019-01-03,-0.0,-0.7058749090448924,-0.0,1.0,-0.7506722768831662,-0.7071087348539973,0.0
2019-01-04,-0.0,-0.7239170419230038,-0.0,1.0,-0.7220460455381493,-0.7252172258514619,0.0
2019-01-07,-0.0,-0.6996697613558478,-0.0,1.0,-0.7095769206804162,-0.7062122250607514,0.0
2019-01-08,-0.0,-0.6916428304937197,-0.0,1.0,-0.7134373834100237,-0.7039858226588733,0.0
2019-01-09,-0.0,-0.6824332712600869,-0.0,1.0,-0.7125387957790192,-0.7086902545003103,0.0
2019-01-10,-0.0,-0.6799516159047206,-0.0,1.0,-0.7142546988400224,-0.7073382544507165,0.0
2019-01-11,-0.0,-0.6749400516956806,-0.0,1.0,-0.7203761950733394,-0.7188502382361185,0.0
2019-01-14,-0.0,-0.6764797507788162,-0.0,1.0,-0.7227725856697819,-0.7160436137071651,0.0
2019-01-15,-0.0,-0.6761925560789942,-0.0,1.0,-0.7226780644557452,-0.7209621564284154,0.0
2019-01-16,-0.0,-0.6708178959494381,-0.0,1.0,-0.726050001556711,-0.7165229303527508,0.0
2019-01-17,-0.0,-0.6722108017193048,-0.0,1.0,-0.7259079299819348,-0.7165950289665483,0.0
2019-01-18,-0.0,-0.6695016319357269,-0.0,1.0,-0.7304167712779313,-0.7384195330153152,0.0
2019-01-22,-0.0,-0.6575897845171589,-0.0,1.0,-0.7901037509976058,-0.7446448523543496,0.0
2019-01-23,-0.0,-0.6224114201581155,-0.0,1.0,-0.7975866594117083,-0.7807188810293506,0.0
2019-01-24,-0.0,-0.6281456847760049,-0.0,1.0,-0.7861094234643302,-0.7833914239120008,0.0
2019-01-25,-0.0,-0.5746802230239422,-0.0,1.0,-0.841587405706789,-0.8634962282715645,0.0
2019-01-28,-0.0,-0.5576285104286418,-0.0,1.0,-0.8667761537198226,-0.8602069305304648,0.0
2019-01-29,-0.0,-0.5574249942492853,-0.0,1.0,-0.85895961355197,-0.8697380960205053,0.0
2019-01-30,-0.0,-0.5561711194886084,-0.0,1.0,-0.8567775774463202,-0.8651696443206032,0.0
2019-01-31,-0.0,-0.5468531468531469,-0.0,1.0,-0.837599609692633,-0.8681411611644169,0.0
2019-02-01,-0.0,-0.5457713224997557,-0.0,1.0,-0.8527371609079364,-0.8580453968150584,0.0
2019-02-04,-0.0,-0.5393382831835352,-0.0,1.0,-0.8495506057053536,-0.8675589422951673,0.0
2019-02-05,-0.0,-0.5194646811515132,-0.0,1.0,-0.8359703456465227,-0.853910587631182,0.0
2019-02-06,-0.0,-0.5112117707530197,-0.0,1.0,-0.8434528398869185,-0.8578771524029812,0.0
2019-02-07,-0.0,-0.5111575562700965,-0.0,1.0,-0.8579742765273313,-0.8462700964630224,0.0
2019-02-08,-0.0,-0.5091401489505755,-0.0,1.0,-0.8650095109133701,-0.8499210110584519,0.0
2019-02-11,-0.0,-0.5050583406057081,-0.0,1.0,-0.8594653996573903,-0.8676427809560749,0.0
2019-02-12,-0.0,-0.5020270489410696,-0.0,1.0,-0.8730256543313981,-0.8682256024389453,0.0
2019-02-13,-0.0,-0.5031861555879024,-0.0,1.0,-0.8716804140384927,-0.8598415008895359,0.0
2019-02-14,-0.0,-0.49541433062190104,-0.0,1.0,-0.8836892763392422,-0.8616521372784133,0.0
2019-02-15,-0.0,-0.4687187429419547,-0.0,1.0,-0.890233278482238,-0.8675830026134935,0.0
2019-02-19,-0.0,-0.45137437710978945,-0.0,1.0,-0.9018164282269732,-0.8617264105449285,0.0
