Date,IWF,IWM,MTUM,SPY,TROX,VLUE,VXX
2018-09-24,-0.6313258664164664,-1.726089251158154,-0.0,-1.2047733536621124,1.0,-1.3018823667389903,0.0
2018-09-25,-0.629546792230724,-1.7344320188346087,-0.0,-1.2114773396115364,1.0,-1.3103590347263097,0.0
2018-09-26,-0.6291077032387944,-1.7406003907869025,-0.0,-1.2213274912665049,1.0,-1.3300373023861685,0.0
2018-09-27,-0.6337395007689578,-1.729918372175559,-0.0,-1.2216372885366142,1.0,-1.3297645806222644,0.0
2018-09-28,-0.6315664931377188,-1.7324301940369145,-0.0,-1.2217226691907241,1.0,-1.3299810695693326,0.0
2018-10-01,-0.6371182923213756,-1.732582270975393,-0.0,-1.2270975392825378,1.0,-1.3327008597687517,0.0
2018-10-02,-0.6615946804049602,-1.697717606182232,-0.0,-1.2635835380099443,1.0,-1.3676391301743247,0.0
2018-10-03,-0.6638200625451046,-1.6787346644214576,-0.0,-1.280250180418571,1.0,-1.3911474621121,0.0
2018-10-04,-0.665204063232554,-1.675482358598305,-0.0,-1.2809400733305283,1.0,-1.3891927631183507,0.0
2018-10-05,-0.6417544279559598,-1.6667065581618001,-0.0,-1.2813547151747249,1.0,-1.3938487314504548,0.0
2018-10-08,-0.6404642258913615,-1.6667264895908114,-0.0,-1.2813472122517349,1.0,-1.3937544867193108,0.0
2018-10-09,-0.6328059451036797,-1.6690039554117224,-0.0,-1.2876663070837828,1.0,-1.403511926165648,0.0
2018-10-10,-0.6467003201181976,-1.72642206353115,-0.0,-1.3244274809160306,1.0,-1.4585693179019945,0.0
2018-10-11,-0.5022698612862547,-1.8289407313997479,-0.0,-1.369861286254729,1.0,-1.604035308953342,0.0
2018-10-12,-0.5162880678981527,-1.8261357963055418,-0.0,-1.333437343984024,1.0,-1.564840239640539,0.0
2018-10-15,-0.48663267843819946,-1.8438821188759014,-0.0,-1.3242352648594877,1.0,-1.562608803780154,0.0
2018-10-16,-0.48228493286921936,-1.8502610641471904,-0.0,-1.3224763799104924,1.0,-1.5607906514172054,0.0
2018-10-17,-0.4386901152213463,-1.7714978775015162,-0.0,-1.297089144936325,1.0,-1.5570042449969679,0.0
2018-10-18,-0.4375113698380935,-1.7694500030319569,-0.0,-1.2994966951670608,1.0,-1.5575162209690134,0.0
2018-10-19,-0.39859044635865315,-1.749954821998675,-0.0,-1.3090175290645143,1.0,-1.566110475272574,0.0
2018-10-22,-0.399096657633243,-1.7359229147847035,-0.0,-1.3155676001204457,1.0,-1.5716952725082804,0.0
2018-10-23,-0.4006020469596629,-1.7355207706201086,-0.0,-1.3137868753762794,1.0,-1.57049969897652,0.0
2018-10-24,-0.3951055258252661,-1.732547651975227,-0.0,-1.313150141302387,1.0,-1.5720642174252901,0.0
2018-10-25,-0.333486925469416,-1.6377721460661214,-0.0,-1.284299043888953,1.0,-1.5040893906232,0.0
2018-10-26,-0.31698435277382647,-1.6126315789473686,-0.0,-1.2756756756756757,1.0,-1.4846088193456615,0.0
2018-10-29,-0.2812800361847685,-1.6228303273590774,-0.0,-1.2585514784870244,1.0,-1.4912082320348277,0.0
2018-10-30,-0.2801741195092996,-1.6227033749788005,-0.0,-1.258409180846854,1.0,-1.4918876137712704,0.0
2018-10-31,-0.2830262642101137,-1.5882847062776502,-0.0,-1.2492019936159489,1.0,-1.4794758358066862,0.0
2018-11-01,-0.25709973166368516,-1.607334525939177,-0.0,-1.2468694096601072,1.0,-1.4790362254025045,0.0
2018-11-02,-0.2584833119741461,-1.5941940157129324,-0.0,-1.2455006407756173,1.0,-1.47383963893687,0.0
2018-11-05,-0.2534670008354219,-1.6075187969924813,-0.0,-1.2458925090504038,1.0,-1.4625452520189364,0.0
2018-11-06,-0.26604941714540686,-1.619499135478833,-0.0,-1.240392659936416,1.0,-1.451670477996542,0.0
2018-11-07,-0.27565733672603904,-1.6404862878145319,-0.0,-1.2666666666666666,1.0,-1.4716991800961265,0.0
2018-11-08,-0.22873441082713494,-1.638890442368995,-0.0,-1.2473575303394664,1.0,-1.4775459985459425,0.0
2018-11-09,-0.23088548080152244,-1.6399305944251648,-0.0,-1.247677152132542,1.0,-1.4786745774096048,0.0
2018-11-12,-0.2281815650236703,-1.611528822055138,-0.0,-1.2564745196324145,1.0,-1.4732943469785575,0.0
2018-11-13,-0.20424564904112627,-1.6110187340649593,-0.0,-1.2543509588737392,1.0,-1.4730628533422017,0.0
2018-11-14,-0.20424564904112627,-1.6110187340649593,-0.0,-1.2543509588737392,1.0,-1.4730628533422017,0.0
2018-11-15,-0.20328268825551735,-1.6178884329599643,-0.0,-1.2654430520128646,1.0,-1.4584673394698902,0.0
2018-11-16,-0.1979442970822281,-1.6026193633952253,-0.0,-1.2617152961980547,1.0,-1.4637488947833774,0.0
2018-11-19,-0.22599820547330643,-1.62152310453118,-0.0,-1.2783198743831314,1.0,-1.4819986541049799,0.0
2018-11-20,-0.166694486173705,-1.6084682579424694,-0.0,-1.280198074890113,1.0,-1.5085405886607688,0.0
2018-11-21,-0.17794970986460348,-1.6043105830339872,-0.0,-1.2828405636916276,1.0,-1.461287648521691,0.0
2018-11-23,-0.1782666518896154,-1.6167017621633604,-0.0,-1.2829435886068934,1.0,-1.4634822121245705,0.0
2018-11-26,-0.1777642366496787,-1.617715488588522,-0.0,-1.2817416352758697,1.0,-1.4623310436516728,0.0
2018-11-27,-0.15942028985507248,-1.6241803052846202,-0.0,-1.272992781175952,1.0,-1.4540144376480961,0.0
2018-11-28,-0.15931642778390295,-1.6299889746416758,-0.0,-1.2707828004410142,1.0,-1.4525909592061743,0.0
2018-11-29,-0.08926708756519353,-1.6233873181443865,-0.0,-1.2899258852594016,1.0,-1.4874004940982706,0.0
2018-11-30,-0.08987529528099764,-1.6258858429929133,-0.0,-1.2940724056474207,1.0,-1.4837664121298688,0.0
2018-12-03,-0.08569074430101621,-1.6282889316121947,-0.0,-1.2951386981598463,1.0,-1.4838780554792639,0.0
2018-12-04,-0.07678825720232227,-1.6291488662504108,-0.0,-1.2900646292036368,1.0,-1.4811041735129806,0.0
2018-12-06,-0.0550132625994695,-1.542970822281167,-0.0,-1.269655172413793,1.0,-1.4372944297082229,0.0
2018-12-07,-0.11165916517664468,-1.7806893150009249,-0.0,-1.553548307540539,1.0,-1.7197731056168692,0.0
2018-12-10,-0.06242781593824084,-1.7794662938423198,-0.0,-1.5439790894170569,1.0,-1.6927846331529999,0.0
2018-12-11,-0.05254505601558695,-1.7862883584997564,-0.0,-1.5436556259132974,1.0,-1.7061617145640529,0.0
2018-12-12,-0.0558026195552848,-1.786414864453244,-0.0,-1.5454766981419437,1.0,-1.704294852269266,0.0
2018-12-13,-0.06528721432983323,-1.819456454601606,-0.0,-1.5616429894996913,1.0,-1.7302038295243978,0.0
2018-12-14,-0.07574915044794563,-1.7936360827927094,-0.0,-1.5777571825764596,1.0,-1.7313561940067967,0.0
2018-12-17,-0.0495852534562212,-1.7899231950844854,-0.0,-1.558709677419355,1.0,-1.7461751152073732,0.0
2018-12-18,-0.0209564422784039,-1.7686262564727386,-0.0,-1.5511422479439538,1.0,-1.7512640877246421,0.0
2018-12-19,-0.03202977243609298,-1.7681044475626868,-0.0,-1.5493868586419377,1.0,-1.751387956805564,0.0
2018-12-20,-0.02747052388476966,-1.7418864713747417,-0.0,-1.5649690044973867,1.0,-1.743162756776468,0.0
2018-12-21,-0.014324569356300996,-1.7449984889694772,-0.0,-1.5709277727410091,1.0,-1.7138712601994557,0.0
2018-12-24,-0.0,-1.6985766620623388,-0.0,-1.5561227553900667,1.0,-1.7509458891357876,0.0
2018-12-26,-0.0,-1.719507113518662,-0.0,-1.5088398118935649,1.0,-1.72432882909697,0.0
2018-12-27,-0.0,-1.6197996264221428,-0.0,-1.3575026886285164,1.0,-1.6830248485877626,0.0
2018-12-28,-0.0,-1.620900248812486,-0.0,-1.354557792354671,1.0,-1.6793711829902738,0.0
2018-12-31,-0.0,-1.6186085972850677,-0.0,-1.356391402714932,1.0,-1.6811085972850677,0.0
2019-01-02,-0.0,-1.61671469740634,-0.0,-1.3512459738938805,1.0,-1.682714584392835,0.0
2019-01-03,-0.0,-1.6300597779675492,-0.0,-1.3466552803871334,1.0,-1.7164247082265869,0.0
2019-01-04,-0.0,-1.6327396098388465,-0.0,-1.304156064461408,1.0,-1.7176137970031098,0.0
2019-01-07,-0.0,-1.5769188293760352,-0.0,-1.270568746548868,1.0,-1.6743235781336276,0.0
2019-01-08,-0.0,-1.5636774264624875,-0.0,-1.2746502148286878,1.0,-1.6701002533876832,0.0
2019-01-09,-0.0,-1.5572426693073664,-0.0,-1.2727622820047313,1.0,-1.6714529350277825,0.0
2019-01-10,-0.0,-1.553320140721196,-0.0,-1.2744613016710642,1.0,-1.6691402814423921,0.0
2019-01-11,-0.0,-1.5492849284928496,-0.0,-1.2771177117711772,1.0,-1.6741474147414743,0.0
2019-01-14,-0.0,-1.5496754318406867,-0.0,-1.2826493563648367,1.0,-1.668775442842997,0.0
2019-01-15,-0.0,-1.5487535848224134,-0.0,-1.28303551731745,1.0,-1.6833223031105227,0.0
2019-01-16,-0.0,-1.5495183044315992,-0.0,-1.2576383154417836,1.0,-1.6979355904211395,0.0
2019-01-17,-0.0,-1.541632225712239,-0.0,-1.2648371631674658,1.0,-1.7041384250840361,0.0
2019-01-18,-0.0,-1.5399003873824018,-0.0,-1.2793027116768123,1.0,-1.714831211953514,0.0
2019-01-22,-0.0,-1.5784385776471255,-0.0,-1.2534908700322236,1.0,-1.8213013737350898,0.0
2019-01-23,-0.0,-1.556800815078961,-0.0,-1.260995075564612,1.0,-1.84247467028924,0.0
2019-01-24,-0.0,-1.5298457033449715,-0.0,-1.2790291699515712,1.0,-1.8223899087735107,0.0
2019-01-25,-0.0,-1.4798797409805737,-0.0,-1.3509481961147085,1.0,-1.950913506012951,0.0
2019-01-28,-0.0,-1.4638411209542006,-0.0,-1.3764113253430605,1.0,-1.9498002431822128,0.0
