Date,IWF,IWM,MTUM,SPY,TROX,VLUE,VXX
2019-01-29,-0.0,-1.447090254384946,-0.0,-1.3858171680799163,1.0,-1.975026135439656,0.0
2019-01-30,-0.0,-1.451166307951835,-0.0,-1.390320516549357,1.0,-1.9755104415100926,0.0
2019-01-31,-0.0,-1.4682016904692508,-0.0,-1.3647333139026523,1.0,-1.9962693092392887,0.0
2019-02-01,-0.0,-1.467640186915888,-0.0,-1.3693341121495328,1.0,-2.0042056074766355,0.0
2019-02-04,-0.0,-1.4667958428747578,-0.0,-1.372849509717574,1.0,-2.032000469731666,0.0
2019-02-05,-0.0,-1.4645479645185926,-0.0,-1.3692063678552548,1.0,-2.0406508840979853,0.0
2019-02-06,-0.0,-1.4499383404780082,-0.0,-1.371542662516883,1.0,-2.050854424804745,0.0
2019-02-07,-0.0,-1.4555072293405429,-0.0,-1.3802162924650287,1.0,-2.0417891148465968,0.0
2019-02-08,-0.0,-1.4515312131919904,-0.0,-1.3982921083627797,1.0,-2.0394581861012955,0.0
2019-02-11,-0.0,-1.4183583406884377,-0.0,-1.4066490144160047,1.0,-2.0590761988820243,0.0
2019-02-12,-0.0,-1.4144686375169646,-0.0,-1.4273322711984422,1.0,-2.0590074939517318,0.0
2019-02-13,-0.0,-1.4885100537030098,-0.0,-1.588984638441364,1.0,-2.167041338828525,0.0
2019-02-14,-0.0,-1.2787700791177177,-0.0,-1.5735435147446655,1.0,-2.141452888995445,0.0
2019-02-15,-0.0,-1.33677858764488,-0.0,-1.5323814075755764,1.0,-2.1052694467678337,0.0
2019-02-19,-0.0,-1.2991275446614043,-0.0,-1.5432369873583,1.0,-2.092705798563713,0.0
2019-02-20,-0.0,-1.2839718159748947,-0.0,-1.5462727218899874,1.0,-2.0908283498134876,0.0
2019-02-21,-0.0,-1.2870688633400498,-0.0,-1.5464027497925803,1.0,-2.092864762356288,0.0
2019-02-22,-0.0,-1.2764092846991948,-0.0,-1.5590952155376596,1.0,-2.0858597820937943,0.0
2019-02-25,-0.0,-1.2962518740629685,-0.0,-1.595742128935532,1.0,-2.105007496251874,0.0
2019-02-26,-0.0,-1.2980446257197695,-0.0,-1.598848368522073,1.0,-2.1011276391554703,0.0
2019-02-27,-0.0,-1.3101520706858207,-0.0,-1.6048566448277937,1.0,-2.095690328785238,0.0
2019-02-28,-0.0,-1.3318028032866118,-0.0,-1.627114548090865,1.0,-2.082648622522958,0.0
2019-03-01,-0.0,-1.3287853175561457,-0.0,-1.6291354745230617,1.0,-2.0793286645737745,0.0
2019-03-04,-0.0,-1.3153599709847066,-0.0,-1.6287855890709064,1.0,-2.1007072477785167,0.0
2019-03-05,-0.0,-1.2944673622907061,-0.0,-1.6694976947342879,1.0,-2.1025843241931574,0.0
2019-03-06,-0.0,-1.287063953488372,-0.0,-1.6681807170542635,1.0,-2.1009568798449614,0.0
2019-03-07,-0.0,-1.189017444997302,-0.0,-1.7154846831724717,1.0,-2.090342305617169,0.0
2019-03-08,-0.0,-1.1947948560930803,-0.0,-1.7930189834660135,1.0,-2.135884874464176,0.0
2019-03-11,-0.0,-1.2046848856664807,-0.0,-1.8075850529838258,1.0,-2.1846687736258286,0.0
2019-03-12,-0.0,-1.132795900512436,-0.0,-1.8452693413323333,1.0,-2.271153605799275,0.0
2019-03-13,-0.0,-1.166278703994967,-0.0,-1.857502359232463,1.0,-2.267505504875747,0.0
2019-03-14,-0.0,-1.1748331024058447,-0.0,-1.855460385438972,1.0,-2.267665952890792,0.0
2019-03-15,-0.0,-1.168805715369539,-0.0,-1.8660934437630396,1.0,-2.287412277928811,0.0
2019-03-18,-0.0,-1.2050642624208707,-0.0,-1.8852228403350597,1.0,-2.3039196879595885,0.0
2019-03-19,-0.0,-1.2092963698060055,-0.0,-1.8732313208271978,1.0,-2.319930853447724,0.0
2019-03-20,-0.0,-1.2013852925945105,-0.0,-1.9056835836354218,1.0,-2.3662610046607973,0.0
2019-03-21,-0.0,-1.2029070144701837,-0.0,-1.9599636623191226,1.0,-2.326000908442022,0.0
2019-03-22,-0.0,-1.2032977818491135,-0.0,-2.020480272197867,1.0,-2.3194399005430872,0.0
2019-03-25,-0.0,-1.079137619416473,-0.0,-2.0542860831396847,1.0,-2.32152078492125,0.0
2019-03-26,-0.0,-1.1120302221064287,-0.0,-2.067413534814043,1.0,-2.334006383117306,0.0
2019-03-27,-0.0,-1.0889250814332248,-0.0,-2.0876872964169384,1.0,-2.3381107491856676,0.0
2019-03-28,-0.0,-1.0895658995815898,-0.0,-2.0871469665271962,1.0,-2.360878661087866,0.0
2019-03-29,-0.0,-1.081229203366608,-0.0,-2.079663339205324,1.0,-2.3635414627781044,0.0
2019-04-01,-0.0,-1.083806910967405,-0.0,-2.076164347769286,1.0,-2.37206871774773,0.0
2019-04-02,-0.0,-1.0993748371971868,-0.0,-2.084136493878614,1.0,-2.3286663193539985,0.0
2019-04-03,-0.0,-1.1011924154557895,-0.0,-2.0803414348081057,1.0,-2.3344627614517495,0.0
2019-04-04,-0.0,-1.0995498727901363,-0.0,-2.0849370474264464,1.0,-2.3390958314306216,0.0
2019-04-05,-0.0,-1.0862440425670823,-0.0,-2.09146699745381,1.0,-2.350982568388065,0.0
2019-04-08,-0.0,-1.0766671016573142,-0.0,-2.0975466527469657,1.0,-2.350645961111836,0.0
2019-04-09,-0.0,-1.0755851968092063,-0.0,-2.1127239440303387,1.0,-2.350137308748529,0.0
2019-04-10,-0.0,-1.052477183833116,-0.0,-2.1120599739243806,1.0,-2.354367666232073,0.0
2019-04-11,-0.0,-1.077009001905513,-0.0,-2.139562389118865,1.0,-2.354162559957947,0.0
2019-04-12,-0.0,-1.0660772757039947,-0.0,-2.133267845448592,1.0,-2.3494433529796988,0.0
2019-04-15,-0.0,-1.066557269445356,-0.0,-2.1397440105021333,1.0,-2.357466360354447,0.0
2019-04-16,-0.0,-1.0675060979629507,-0.0,-2.1621069286043904,1.0,-2.3627134287032767,0.0
2019-04-17,-0.0,-1.0435212660731947,-0.0,-2.1913616880975932,1.0,-2.359248269040554,0.0
2019-04-18,-0.0,-1.0467523903725684,-0.0,-2.1824596109462577,1.0,-2.3649192218925155,0.0
2019-04-22,-0.0,-1.0530323093220337,-0.0,-2.1937897245762707,1.0,-2.3739406779661016,0.0
2019-04-23,-0.0,-1.0583714304644536,-0.0,-2.202941761081296,1.0,-2.3643410852713176,0.0
2019-04-24,-0.0,-1.0421893569259209,-0.0,-2.1880364452660763,1.0,-2.3721114485672783,0.0
2019-04-25,-0.0,-1.0369660097870652,-0.0,-2.2007009654807566,1.0,-2.3751487898426134,0.0
2019-04-26,-0.0,-1.0206485771012574,-0.0,-2.216810059563203,1.0,-2.3807412309728653,0.0
2019-04-29,-0.0,-1.0054738508210779,-0.0,-2.205829980874497,1.0,-2.3837631075644663,0.0
2019-04-30,-0.0,-1.0058718743814739,-0.0,-2.215346044731807,1.0,-2.3763937454641417,0.0
2019-05-01,-0.0,-1.015686014957972,-0.0,-2.239128995962671,1.0,-2.363822887020981,0.0
2019-05-02,-0.0,-1.0279459711224963,-0.0,-2.2459910839044515,1.0,-2.379865593186506,0.0
2019-05-03,-0.0,-0.9952380952380953,-0.0,-2.246693121693122,1.0,-2.3717592592592593,0.0
2019-05-06,-0.0,-0.9633832552615953,-0.0,-2.2513030283037536,1.0,-2.3829253810120736,0.0
2019-05-07,-0.0,-0.9445325928864207,-0.0,-2.263453655956631,1.0,-2.4031468993785534,0.0
2019-05-08,-0.0,-0.9531465319246669,-0.0,-2.2338736137541835,1.0,-2.375024607913905,0.0
2019-05-09,-0.0,-0.9512627090849459,-0.0,-2.236798950475566,1.0,-2.37146605444408,0.0
2019-05-10,-0.0,-0.9509391829764876,-0.0,-2.2396558518323917,1.0,-2.3771837646131617,0.0
2019-05-13,-0.0,-0.9551826258637709,-0.0,-2.237907206317868,1.0,-2.3879565646594276,0.0
2019-05-14,-0.0,-0.8787819889860707,-0.0,-2.2336896663427277,1.0,-2.366310333657273,0.0
2019-05-15,-0.0,-0.8916428756812872,-0.0,-2.245263431092655,1.0,-2.3515442512328057,0.0
2019-05-16,-0.0,-0.9064007300221613,-0.0,-2.24677356276887,1.0,-2.3648807195932733,0.0
2019-05-17,-0.0,-0.8863116628552761,-0.0,-2.260699117935315,1.0,-2.386736360666449,0.0
2019-05-20,-0.0,-0.8748286888990406,-0.0,-2.2630033283299613,1.0,-2.388305162174509,0.0
2019-05-21,-0.0,-0.8784955348412751,-0.0,-2.253764422136758,1.0,-2.3862199335115055,0.0
2019-05-22,-0.0,-0.872226572696424,-0.0,-2.259592795614722,1.0,-2.3939571913338558,0.0
2019-05-23,-0.0,-0.8706289144050106,-0.0,-2.285882045929019,1.0,-2.367432150313152,0.0
2019-05-24,-0.0,-0.8261576482830385,-0.0,-2.2940946930280957,1.0,-2.383389698231009,0.0
2019-05-28,-0.0,-0.8217988595127007,-0.0,-2.2871306376360807,1.0,-2.3710471747019177,0.0
2019-05-29,-0.0,-0.8504417879417878,-0.0,-2.3094464656964657,1.0,-2.336993243243243,0.0
2019-05-30,-0.0,-0.8427681121786548,-0.0,-2.3033627629187223,1.0,-2.345689431316541,0.0
2019-05-31,-0.0,-0.9145929131728429,-0.0,-2.377535839870165,1.0,-2.4701109007303215,0.0
2019-06-03,-0.0,-0.9113941018766756,-0.0,-2.3722520107238605,1.0,-2.4187667560321713,0.0
2019-06-04,-0.0,-0.930005425935974,-0.0,-2.343936516549105,1.0,-2.508478024959306,0.0
2019-06-05,-0.0,-0.9124590383200696,-0.0,-2.339731157627232,1.0,-2.4354310171871867,0.0
2019-06-06,-0.0,-0.9211582185368463,-0.0,-2.313829075832553,1.0,-2.45225357763809,0.0
2019-06-07,-0.0,-0.9430460038726047,-0.0,-2.295519797022101,1.0,-2.4383387861387464,0.0
2019-06-10,-0.0,-0.9585888559182327,-0.0,-2.226640290141774,1.0,-2.408836135839103,0.0
2019-06-11,-0.0,-0.968551377118644,-0.0,-2.2443061440677967,1.0,-2.4079713983050848,0.0
2019-06-12,-0.0,-0.9720585314175991,-0.0,-2.241077931536781,1.0,-2.4080646229225984,0.0
2019-06-13,-0.0,-1.0128763866877972,-0.0,-2.2141442155309035,1.0,-2.3762546222926573,0.0
2019-06-14,-0.0,-1.0073917634635692,-0.0,-2.2240628299894407,1.0,-2.3683342133051744,0.0
2019-06-17,-0.0,-0.9976899214573295,-0.0,-2.234373968714936,1.0,-2.3680945152135173,0.0
2019-06-18,-0.0,-0.988703177644183,-0.0,-2.240073990883266,1.0,-2.377551694523353,0.0
2019-06-19,-0.0,-0.9744400527009223,-0.0,-2.243939393939394,1.0,-2.369301712779974,0.0
2019-06-20,-0.0,-0.9880231639905237,-0.0,-2.2275598841800472,1.0,-2.365096077915241,0.0
2019-06-21,-0.0,-0.9992760300118468,-0.0,-2.215545610109254,1.0,-2.366723706726339,0.0
2019-06-24,-0.0,-0.9870078480511773,-0.0,-2.2225812833871927,1.0,-2.385477807821671,0.0
2019-06-25,-0.0,-0.9725666051173832,-0.0,-2.2328541281983645,1.0,-2.3891453442363493,0.0
2019-06-26,-0.0,-0.9761040332695227,-0.0,-2.2052280678592644,1.0,-2.4196976698131887,0.0
2019-06-27,-0.0,-0.9668826017979906,-0.0,-2.215097831835008,1.0,-2.4282125859333688,0.0
2019-06-28,-0.0,-0.9742571636556151,-0.0,-2.211898616901595,1.0,-2.4315399377936604,0.0
2019-07-01,-0.0,-0.966006600660066,-0.0,-2.2026402640264027,1.0,-2.432013201320132,0.0
2019-07-02,-0.0,-0.9700784287879786,-0.0,-2.1886245304158702,1.0,-2.432017399327753,0.0
2019-07-03,-0.0,-0.964958503490976,-0.0,-2.1937821103938875,1.0,-2.4280068502173626,0.0
2019-07-05,-0.0,-0.9829784437434281,-0.0,-2.1673238696109363,1.0,-2.4217271293375395,0.0
2019-07-08,-0.0,-0.9867236279986855,-0.0,-2.16161682550115,1.0,-2.4241209332895166,0.0
2019-07-09,-0.0,-0.9842209072978303,-0.0,-2.1622616699539776,1.0,-2.4281393819855355,0.0
2019-07-10,-0.0,-0.9650230111768572,-0.0,-2.1753451676528597,1.0,-2.4343195266272186,0.0
2019-07-11,-0.0,-0.9645889554400053,-0.0,-2.1841637596261436,1.0,-2.4332258276838017,0.0
2019-07-12,-0.0,-0.9860670892762811,-0.0,-2.202258320126783,1.0,-2.4149498151082938,0.0
2019-07-15,-0.0,-1.0097741381587637,-0.0,-2.2025492008981638,1.0,-2.391824065513142,0.0
2019-07-16,-0.0,-1.0123489401043386,-0.0,-2.20035660040943,1.0,-2.391071782341676,0.0
2019-07-17,-0.0,-1.016984997686868,-0.0,-2.2021677351133433,1.0,-2.3897957834908463,0.0
2019-07-18,-0.0,-1.022659511031604,-0.0,-2.2195719870138473,1.0,-2.383290267011197,0.0
2019-07-19,-0.0,-1.0274743034456009,-0.0,-2.1150042019522917,1.0,-2.3220634818023145,0.0
2019-07-22,-0.0,-1.0140972581479564,-0.0,-2.110450077599586,1.0,-2.3421495085359547,0.0
2019-07-23,-0.0,-1.0181100834357415,-0.0,-2.109501325916823,1.0,-2.3402755319837008,0.0
2019-07-24,-0.0,-1.0223012281835813,-0.0,-2.11447963800905,1.0,-2.3274078862314154,0.0
2019-07-25,-0.0,-0.9892056104970591,-0.0,-2.1597828194686834,1.0,-2.314653222157585,0.0
2019-07-26,-0.0,-0.9974061344919265,-0.0,-2.1650995395888724,1.0,-2.322158096102717,0.0
2019-07-29,-0.0,-1.0022628822654684,-0.0,-2.1507079588801967,1.0,-2.312407060192668,0.0
2019-07-30,-0.0,-0.9958258412535321,-0.0,-2.129784228101721,1.0,-2.296108399691754,0.0
2019-07-31,-0.0,-1.0246739060592431,-0.0,-2.115273404870526,1.0,-2.285549058664782,0.0
2019-08-01,-0.0,-1.0278276481149013,-0.0,-2.1070146191331114,1.0,-2.277058220056425,0.0
2019-08-02,-0.0,-1.018329288542598,-0.0,-2.1088261591518713,1.0,-2.2594201047387914,0.0
2019-08-05,-0.0,-1.024599137098332,-0.0,-2.1302723935861936,1.0,-2.2846931547427394,0.0
2019-08-06,-0.0,-1.0096008084891361,-0.0,-2.0392243557352203,1.0,-2.267496210207175,0.0
2019-08-07,-0.0,-1.0212362533181647,-0.0,-2.0121982050309692,1.0,-2.286879029199848,0.0
2019-08-08,-0.0,-1.0187093104102143,-0.0,-2.0125782188230836,1.0,-2.289425447190443,0.0
2019-08-09,-0.0,-0.9830115346038115,-0.0,-1.9650827482447344,1.0,-2.320712136409228,0.0
2019-08-12,-0.0,-0.978213234833782,-0.0,-1.9722030927189633,1.0,-2.3101483753834593,0.0
2019-08-13,-0.0,-0.9692153672881993,-0.0,-1.9720936053059694,1.0,-2.31573019647103,0.0
2019-08-14,-0.0,-0.9833593019632284,-0.0,-1.9426612651916482,1.0,-2.3064506076659397,0.0
2019-08-15,-0.0,-1.0116848158570904,-0.0,-1.9017496635262452,1.0,-2.20427015783678,0.0
2019-08-16,-0.0,-1.0219854247045135,-0.0,-1.891358931961541,1.0,-2.2107906179190397,0.0
2019-08-19,-0.0,-0.9838404780779316,-0.0,-1.9130434782608696,1.0,-2.2009878651137265,0.0
2019-08-20,-0.0,-0.9799757281553398,-0.0,-1.9000000000000001,1.0,-2.187985436893204,0.0
2019-08-21,-0.0,-0.9835105097849721,-0.0,-1.8952041555931383,1.0,-2.1614520415559313,0.0
2019-08-22,-0.0,-0.9845597104945717,-0.0,-1.8936067551266587,1.0,-2.1532569360675513,0.0
2019-08-23,-0.0,-0.9907753527071024,-0.0,-1.8937658266007475,1.0,-2.14464005788014,0.0
2019-08-26,-0.0,-0.9659402167440753,-0.0,-1.8693581040847922,1.0,-2.1192092413957364,0.0
2019-08-27,-0.0,-0.9540046172971053,-0.0,-1.8489907062096729,1.0,-2.116616349967442,0.0
2019-08-28,-0.0,-0.9264559263386312,-0.0,-1.834555158055246,1.0,-2.103688933200399,0.0
2019-08-29,-0.0,-0.9074931161755229,-0.0,-1.8464467748550002,1.0,-2.1046341320522584,0.0
2019-08-30,-0.0,-0.9070811945870275,-0.0,-1.8296780214652357,1.0,-2.096185254316379,0.0
2019-09-03,-0.0,-0.9225389054030425,-0.0,-1.8192574459404325,1.0,-2.086728449029551,0.0
2019-09-04,-0.0,-0.9243025563207659,-0.0,-1.8222831796428156,1.0,-2.0897630442395236,0.0
2019-09-05,-0.0,-0.9248190520663087,-0.0,-1.8226126546812984,1.0,-2.0895984123278075,0.0
2019-09-06,-0.0,-0.9234002802428772,-0.0,-1.8254904250350306,1.0,-2.0895025688930406,0.0
2019-09-09,-0.0,-0.905703422053232,-0.0,-1.8335770693185143,1.0,-2.1103831529687045,0.0
2019-09-10,-0.0,-0.9032917007120346,-0.0,-1.847437842885491,1.0,-2.0856776000933817,0.0
2019-09-11,-0.0,-0.9096781702845835,-0.0,-1.8549147413140894,1.0,-2.055112611301868,0.0
2019-09-12,-0.0,-0.9238972087873666,-0.0,-1.8505914573742785,1.0,-2.0526193112289493,0.0
2019-09-13,-0.0,-0.9216235129461163,-0.0,-1.8627245159785397,1.0,-2.0472358292512247,0.0
2019-09-16,-0.0,-0.9279599324442375,-0.0,-1.8523091258517268,1.0,-2.0435618193465728,0.0
2019-09-17,-0.0,-0.9875920449933322,-0.0,-1.8106917145010726,1.0,-1.9998260567055137,0.0
2019-09-18,-0.0,-1.0159180365825422,-0.0,-1.7921393841166937,1.0,-1.9803774021764298,0.0
2019-09-19,-0.0,-1.0228220574606117,-0.0,-1.7842910101946248,1.0,-1.9852873030583875,0.0
2019-09-20,-0.0,-1.0285151269270894,-0.0,-1.7868320389474905,1.0,-1.98041033963139,0.0
2019-09-23,-0.0,-1.025676693908306,-0.0,-1.790413261461775,1.0,-1.98000347765606,0.0
