Date,IWF,IWM,MTUM,SPY,VLUE,VSAT,VXX
2018-09-24,-0.5099252491694353,-1.0616279069767443,-0.04460132890365449,-0.807641196013289,-0.7290697674418605,1.0,0.0
2018-09-25,-0.5145659310975356,-1.0597182396209948,-0.0508249179237834,-0.8057183227361508,-0.7249303910568092,1.0,0.0
2018-09-26,-0.5151691463718726,-1.0604687889618485,-0.05219848724129333,-0.8053777740836173,-0.7227578754883218,1.0,0.0
2018-09-27,-0.516482604002325,-1.054969691937225,-0.05364111932242797,-0.8046998256248443,-0.7219961803537325,1.0,0.0
2018-09-28,-0.5170036955528796,-1.054478262674916,-0.05414607814641033,-0.8046754972387161,-0.7220445957729519,1.0,0.0
2018-10-01,-0.5165620714018536,-1.0568139312580525,-0.05486056273637838,-0.8048293919620964,-0.7230372802460414,1.0,0.0
2018-10-02,-0.5166514028806927,-1.0683123803180419,-0.052451919074182,-0.8036799600366331,-0.721755057863625,1.0,0.0
2018-10-03,-0.5164876342742942,-1.0569156465983847,-0.050795236905654094,-0.8089766008826713,-0.7304105254392539,1.0,0.0
2018-10-04,-0.5173116937161881,-1.0541822721598002,-0.0515605493133583,-0.8096129837702871,-0.7287973366625052,1.0,0.0
2018-10-05,-0.5048467274233638,-1.0480944490472246,-0.03649544324772162,-0.816570008285004,-0.7364954432477216,1.0,0.0
2018-10-08,-0.503063674753664,-1.0453341061521901,-0.030181336424608757,-0.8240043057050592,-0.7375589964395132,1.0,0.0
2018-10-09,-0.5011390465145177,-1.0466387772853416,-0.024437725220560823,-0.8275276477653978,-0.7422441287329661,1.0,0.0
2018-10-10,-0.5014077509108976,-1.0460003312355084,-0.024552832063597218,-0.8276747267307054,-0.7408082146406094,1.0,0.0
2018-10-11,-0.4178744931143855,-1.0383426346007147,-0.0,-0.8037098004577026,-0.7550086321114545,1.0,0.0
2018-10-12,-0.4315003178639542,-1.0352828989192626,-0.0,-0.7805149396058486,-0.7259615384615384,1.0,0.0
2018-10-15,-0.3864307962622794,-1.092844022042968,-0.0,-0.7790112610813834,-0.7350051912786519,1.0,0.0
2018-10-16,-0.3788315326130452,-1.1097238895558224,-0.0,-0.7785514205682273,-0.7345338135254101,1.0,0.0
2018-10-17,-0.3562988262081419,-1.0672084167549953,-0.0,-0.7672437482824952,-0.7350135437522082,1.0,0.0
2018-10-18,-0.3554744238998155,-1.0656381266438975,-0.0,-0.7692458681741452,-0.7353668590272052,1.0,0.0
2018-10-19,-0.33683514260145514,-1.0531885918835842,-0.0,-0.768841679312089,-0.7320337730049414,1.0,0.0
2018-10-22,-0.33767901618929014,-1.0534713574097134,-0.0,-0.768563200498132,-0.7319427148194271,1.0,0.0
2018-10-23,-0.34073929961089494,-1.0535408560311283,-0.0,-0.7661478599221789,-0.7306225680933852,1.0,0.0
2018-10-24,-0.3386889710173118,-1.0487453802762108,-0.0,-0.768216300330675,-0.7346430655514492,1.0,0.0
2018-10-25,-0.2910306785552365,-0.9958818195556898,-0.0,-0.7907284267795073,-0.7005440531963124,1.0,0.0
2018-10-26,-0.27227944469323784,-0.9785788923719959,-0.0,-0.7925063442304822,-0.6885356023287058,1.0,0.0
2018-10-29,-0.2421083978558666,-0.9973942823108994,-0.0,-0.7824970220369268,-0.7004169148302561,1.0,0.0
2018-10-30,-0.2704554008280015,-1.0093338351524275,-0.0,-0.7931501693639443,-0.6906661648475725,1.0,0.0
2018-10-31,-0.27156334231805923,-0.9976415094339622,-0.0,-0.7888589398023359,-0.6856094639113506,1.0,0.0
2018-11-01,-0.27936043238374053,-0.9946702698645048,-0.0,-0.791577525053485,-0.6877228540329543,1.0,0.0
2018-11-02,-0.2888800477421921,-1.1069822956037396,-0.0,-0.8321066242291625,-0.7505072607917247,1.0,0.0
2018-11-05,-0.2855097820900271,-1.115794496580245,-0.0,-0.8323524733577223,-0.7428423731509465,1.0,0.0
2018-11-06,-0.29737167470984727,-1.1287041837833525,-0.0,-0.8283412435687791,-0.7338970206995573,1.0,0.0
2018-11-07,-0.2968114786767636,-1.1283379832602631,-0.0,-0.8272220007971304,-0.7332801913112794,1.0,0.0
2018-11-08,-0.2680184622667561,-1.127066156455876,-0.0,-0.8145488973924021,-0.7352952779202335,1.0,0.0
2018-11-09,-0.2676211888139471,-1.126691121366308,-0.0,-0.815012030134501,-0.7349820534059086,1.0,0.0
2018-11-12,-0.26692600888050616,-1.1051514794294472,-0.0,-0.8253369484066172,-0.7320523399740658,1.0,0.0
2018-11-13,-0.23989417577714664,-1.1012333190678132,-0.0,-0.8246508189705483,-0.7248181146169708,1.0,0.0
2018-11-14,-0.24135113048215748,-1.1004786550959256,-0.0,-0.8251546873175858,-0.7245203720278632,1.0,0.0
2018-11-15,-0.23999689223836534,-1.1006914769637168,-0.0,-0.8263538186621087,-0.717659855489084,1.0,0.0
2018-11-16,-0.23524853744527527,-1.0890318081438146,-0.0,-0.8252295532912324,-0.7248072527217078,1.0,0.0
2018-11-19,-0.23971620207032918,-1.0886286977086805,-0.0,-0.8238669406428101,-0.7248090567208157,1.0,0.0
2018-11-20,-0.18053357013242732,-1.0826222925755762,-0.0,-0.836608625149608,-0.7610903053936141,1.0,0.0
2018-11-21,-0.18281913063424704,-1.074932140535994,-0.0,-0.8306763007990212,-0.7346408227243184,1.0,0.0
2018-11-23,-0.18477347390938956,-1.0589808235923295,-0.0,-0.8388723355489341,-0.7374130949652379,1.0,0.0
2018-11-26,-0.1837007603255263,-1.0660604439689756,-0.0,-0.8363580789363084,-0.7346502120505864,1.0,0.0
2018-11-27,-0.17804414003044142,-1.0655251141552513,-0.0,-0.8317351598173517,-0.7298325722983258,1.0,0.0
2018-11-28,-0.1773395263839184,-1.0712708444376762,-0.0,-0.8297037995888221,-0.7288890580979213,1.0,0.0
2018-11-29,-0.14716498721612276,-1.0560234621747633,-0.0,-0.8243344863889307,-0.7324033689276583,1.0,0.0
2018-11-30,-0.1461964090789325,-1.0573267587608686,-0.0,-0.825008469153461,-0.7354989272405615,1.0,0.0
2018-12-03,-0.14409297777109112,-1.0576597585286043,-0.0,-0.8246135329296272,-0.7348328130289239,1.0,0.0
2018-12-04,-0.1392443060297925,-1.058571910997711,-0.0,-0.8217327680012007,-0.7326929571123034,1.0,0.0
2018-12-06,-0.1279518950437318,-0.9973760932944606,-0.0,-0.8181851311953353,-0.7008381924198251,1.0,0.0
2018-12-07,-0.1277968078128416,-0.9975949274834196,-0.0,-0.8183441440128271,-0.700313388237009,1.0,0.0
2018-12-10,-0.10830806987151725,-0.9984841922910351,-0.0,-0.8155767287426013,-0.686696982820846,1.0,0.0
2018-12-11,-0.11090259482478618,-0.9974376556353531,-0.0,-0.8159442780324083,-0.6846511963621927,1.0,0.0
2018-12-12,-0.11352718078381796,-0.9976521582084161,-0.0,-0.8178435976160376,-0.6830413581361748,1.0,0.0
2018-12-13,-0.11431566012504969,-0.9985543387907043,-0.0,-0.8174129892659656,-0.6838700350572844,1.0,0.0
2018-12-14,-0.1112400710891879,-1.0144354575459722,-0.0,-0.8140074716187298,-0.687352653150049,1.0,0.0
2018-12-17,-0.09603091480371265,-1.013976669435516,-0.0,-0.8024847412329805,-0.6990501643251833,1.0,0.0
2018-12-18,-0.0871594213303658,-1.0066769573177299,-0.0,-0.7982194780486054,-0.6977061420827799,1.0,0.0
2018-12-19,-0.0818900467121811,-1.0092346388789077,-0.0,-0.8021918792669781,-0.6999640675530003,1.0,0.0
