Date,HST,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29958255120051547,-0.600481887204774,-0.06314963718376151,-0.43756478861401393,-0.40091894769282493,0.0
2018-09-25,1.0,-0.2988444494306389,-0.6022886632635889,-0.06136758848937005,-0.43916531104504397,-0.4030683794244685,0.0
2018-09-26,1.0,-0.30158819395643005,-0.6064933239634575,-0.06549543218552355,-0.4396064652143359,-0.39780744905130005,0.0
2018-09-27,1.0,-0.30199230055919296,-0.605052406777756,-0.06592294939163178,-0.43943012897968353,-0.397617107370669,0.0
2018-09-28,1.0,-0.30736260327665454,-0.604883963567662,-0.06542029721117784,-0.4422355694667682,-0.3999097651072949,0.0
2018-10-01,1.0,-0.3083432052800812,-0.6040221131607153,-0.06532408190895245,-0.44291194223500874,-0.3999830766627178,0.0
2018-10-02,1.0,-0.30830652897692007,-0.606173466508662,-0.06497940296822978,-0.44246938660346474,-0.3995824163421928,0.0
2018-10-03,1.0,-0.3088567555354722,-0.6097774514234071,-0.06560664256665161,-0.44187754179846356,-0.39810212381382737,0.0
2018-10-04,1.0,-0.3099116393303786,-0.607345509979392,-0.06603054512604806,-0.44310193941789233,-0.3966631849363408,0.0
2018-10-05,1.0,-0.3119717314487632,-0.6122685512367492,-0.064,-0.4433356890459364,-0.3952791519434629,0.0
2018-10-08,1.0,-0.31099505998588567,-0.6105857445306986,-0.0623288637967537,-0.4443189837685251,-0.39463655610444603,0.0
2018-10-09,1.0,-0.30805015033755034,-0.6162421285527883,-0.04932773585976059,-0.4550689283485561,-0.4078686106541102,0.0
2018-10-10,1.0,-0.30745615281844285,-0.6197731601239376,-0.04695983399187015,-0.4561243923931891,-0.4122629978111942,0.0
2018-10-11,1.0,-0.27681372685120914,-0.6204014770802677,-0.0036094066690729376,-0.45034289363356195,-0.4252991642835328,0.0
2018-10-12,1.0,-0.2768118341888834,-0.6192526356460782,-0.0,-0.44516200253905175,-0.41863995142683663,0.0
2018-10-15,1.0,-0.2552558344584355,-0.6400132256909046,-0.0,-0.44093902405422536,-0.4191441875843827,0.0
2018-10-16,1.0,-0.253161418299033,-0.6432212028542303,-0.0,-0.4402292200457338,-0.41843678540926244,0.0
2018-10-17,1.0,-0.23901576943991298,-0.6174007612833061,-0.0,-0.43752039151712885,-0.4249048395867319,0.0
2018-10-18,1.0,-0.2390287671977813,-0.6177606177606179,-0.0,-0.4373266626787754,-0.42490075588667137,0.0
2018-10-19,1.0,-0.2297403193990326,-0.6114518874807469,-0.0,-0.4374577782581674,-0.4235144702353609,0.0
2018-10-22,1.0,-0.22957419215389605,-0.6048578839295364,-0.0,-0.44080298281638386,-0.4265643575056738,0.0
2018-10-23,1.0,-0.22718788042743138,-0.6058163127282565,-0.0,-0.44374408223995676,-0.42848640605978633,0.0
2018-10-24,1.0,-0.2260549863480306,-0.6051742315698413,-0.0,-0.44362142142683353,-0.4285096374793869,0.0
2018-10-25,1.0,-0.20355965721819383,-0.5757679630850363,-0.0,-0.449228740936058,-0.4082267633487146,0.0
2018-10-26,1.0,-0.19682439867945292,-0.569223916574962,-0.0,-0.45026987370958443,-0.4038149137976209,0.0
2018-10-29,1.0,-0.18909318846636022,-0.5717195988299206,-0.0,-0.44653677392394486,-0.4044609277058086,0.0
2018-10-30,1.0,-0.16986617080899877,-0.5752036246497132,-0.0,-0.45048843726265614,-0.42340832307571435,0.0
2018-10-31,1.0,-0.17170268790572776,-0.5660244544672419,-0.0,-0.44878379435305155,-0.4206011940454154,0.0
2018-11-01,1.0,-0.16657116065847055,-0.5695457386955616,-0.0,-0.44821837882892274,-0.4203740362575537,0.0
2018-11-02,1.0,-0.16942866775590654,-0.5548380404056121,-0.0,-0.4518011359215747,-0.41736040872429264,0.0
2018-11-05,1.0,-0.17878207984900515,-0.5414318295016647,-0.0,-0.45854195611712584,-0.4426560411041498,0.0
2018-11-06,1.0,-0.17012492060131273,-0.5405462629684522,-0.0,-0.47432775778107134,-0.4616239678170654,0.0
2018-11-07,1.0,-0.17043038247247866,-0.5593357198611147,-0.0,-0.4865555944338276,-0.47525098915296204,0.0
2018-11-08,1.0,-0.164560697518444,-0.5587391012743125,-0.0,-0.48399731723675377,-0.4754929577464789,0.0
2018-11-09,1.0,-0.1640241448692153,-0.558712273641851,-0.0,-0.4847216633132126,-0.4753051643192488,0.0
2018-11-12,1.0,-0.16361011602416722,-0.5475592150991819,-0.0,-0.48893225685718866,-0.4732395872319949,0.0
2018-11-13,1.0,-0.14475255406660475,-0.5451240546636592,-0.0,-0.4919994692848613,-0.47172615098845694,0.0
2018-11-14,1.0,-0.14554862677457875,-0.544540268011145,-0.0,-0.4921056123125912,-0.47138118614833485,0.0
2018-11-15,1.0,-0.14502279232481713,-0.5454256334146084,-0.0,-0.4946729566415775,-0.4651489451924096,0.0
2018-11-16,1.0,-0.1440857369674517,-0.5419952368351415,-0.0,-0.49370203757607833,-0.4664196877480815,0.0
2018-11-19,1.0,-0.1418088375543075,-0.5436314506728833,-0.0,-0.4959997880682421,-0.4677068983787221,0.0
2018-11-20,1.0,-0.11295891205228897,-0.538254750546873,-0.0,-0.500461218143004,-0.48385736499486076,0.0
2018-11-21,1.0,-0.11994450407057407,-0.5352477683830267,-0.0,-0.5015575508494542,-0.4609565194628413,0.0
2018-11-23,1.0,-0.12163647785572192,-0.5220395770076433,-0.0,-0.5097895508323735,-0.46406135483195476,0.0
2018-11-26,1.0,-0.12148016329948708,-0.5226368679995813,-0.0,-0.5092902753061865,-0.4635716528839108,0.0
2018-11-27,1.0,-0.11730342939105488,-0.5232233668014082,-0.0,-0.5066110314252183,-0.46076411526926586,0.0
2018-11-28,1.0,-0.11764859296351354,-0.5229376939728242,-0.0,-0.5066113762616384,-0.4608403098349112,0.0
2018-11-29,1.0,-0.0935770802089259,-0.5158245849925015,-0.0,-0.5078864353312303,-0.46840254434503803,0.0
2018-11-30,1.0,-0.09387364555587163,-0.5165119346246347,-0.0,-0.509529597351884,-0.46613566422715874,0.0
2018-12-03,1.0,-0.0897189962671091,-0.5210752799668188,-0.0,-0.5130910410618,-0.4684000414765657,0.0
2018-12-04,1.0,-0.08887333799860042,-0.5212658424694814,-0.0,-0.5132830521214006,-0.4683928154886867,0.0
2018-12-06,1.0,-0.08413332993812228,-0.49407960072317997,-0.0,-0.5126429171653383,-0.45552697919584423,0.0
2018-12-07,1.0,-0.08862113763150523,-0.4938482308887587,-0.0,-0.5128512112489493,-0.45202129556512216,0.0
2018-12-10,1.0,-0.07907801418439717,-0.49437689969604864,-0.0,-0.5130192502532929,-0.4464285714285714,0.0
2018-12-11,1.0,-0.06980226920831535,-0.49930197730791687,-0.0,-0.512044064268853,-0.4570906414193974,0.0
2018-12-12,1.0,-0.0686931789323988,-0.49997460510945196,-0.0,-0.5119863883386663,-0.45883488242165676,0.0
2018-12-13,1.0,-0.0679971562055657,-0.4961151736745887,-0.0,-0.5177991062360349,-0.45719073735527116,0.0
2018-12-14,1.0,-0.06999999999999999,-0.4909644670050761,-0.0,-0.5201522842639594,-0.4569289340101523,0.0
2018-12-17,1.0,-0.05665342476151919,-0.4916120543508514,-0.0,-0.5110194580096658,-0.4709901065256446,0.0
2018-12-18,1.0,-0.053295968088060794,-0.48968668736903226,-0.0,-0.5106162740791235,-0.4710798050948017,0.0
2018-12-19,1.0,-0.06191488285005819,-0.4890187743535246,-0.0,-0.508324477506199,-0.4709781893628865,0.0
2018-12-20,1.0,-0.062198540367180984,-0.4856688300209601,-0.0,-0.5082704108689613,-0.46917851460895477,0.0
2018-12-21,1.0,-0.06023483962791643,-0.4890713160168759,-0.0,-0.5123519544553449,-0.47989630457988103,0.0
2018-12-24,1.0,-0.042689866214815,-0.4726992235907033,-0.0,-0.5122531043726765,-0.5013783161781442,0.0
2018-12-26,1.0,-0.040611961057023645,-0.47298014919711723,-0.0,-0.5132886584903275,-0.5019092173473257,0.0
2018-12-27,1.0,-0.03612713155069533,-0.46343594736973515,-0.0,-0.4960926772027064,-0.5010111602127181,0.0
2018-12-28,1.0,-0.033610300172168574,-0.4660528482670859,-0.0,-0.4959203533198593,-0.49961324450432915,0.0
2018-12-31,1.0,-0.035116180397833624,-0.4639478872887912,-0.0,-0.49634362442908125,-0.5004118102178851,0.0
2019-01-02,1.0,-0.03274477530051374,-0.46386353434086486,-0.0,-0.4953114868571999,-0.5019701730759638,0.0
2019-01-03,1.0,-0.04503896882494005,-0.4617056354916067,-0.0,-0.5080435651478817,-0.4832134292565947,0.0
2019-01-04,1.0,-0.01995273043910934,-0.47184973255380025,-0.0,-0.5027490981465357,-0.4933200646846623,0.0
2019-01-07,1.0,-0.013987047206284322,-0.4613016818931764,-0.0,-0.5010958161983796,-0.48612376566770915,0.0
2019-01-08,1.0,-0.015734480639213278,-0.4538660110633067,-0.0,-0.5047572218807621,-0.48417947141979106,0.0
2019-01-09,1.0,-0.016784147483610193,-0.4599990141469907,-0.0,-0.505865825405432,-0.48198353625474444,0.0
2019-01-10,1.0,-0.01746606557780898,-0.4584780627201734,-0.0,-0.5065159017564604,-0.4810435296726036,0.0
2019-01-11,1.0,-0.018957345971563982,-0.4534212085308057,-0.0,-0.5086640995260664,-0.4873617693522907,0.0
2019-01-14,1.0,-0.021538006069128857,-0.4526681962845089,-0.0,-0.5061061357412479,-0.4868132139244566,0.0
2019-01-15,1.0,-0.01999802244524645,-0.45293419686557573,-0.0,-0.5056360310476097,-0.4933504721411974,0.0
2019-01-16,1.0,-0.011638250555967383,-0.454089448974549,-0.0,-0.5019273535952558,-0.5032863849765258,0.0
2019-01-17,1.0,-0.010542949556801068,-0.45485296659341745,-0.0,-0.5017900792573023,-0.5018888422508087,0.0
2019-01-18,1.0,-0.014962717070874727,-0.45252310055243145,-0.0,-0.5015978398196547,-0.5081873807813313,0.0
2019-01-22,1.0,-0.0,-0.4419996044303797,-0.0,-0.5267998417721519,-0.503485957278481,0.0
2019-01-23,1.0,-0.0,-0.41960988425409573,-0.0,-0.5311423401987756,-0.5277467965400154,0.0
2019-01-24,1.0,-0.0,-0.42194982754770355,-0.0,-0.5299868489615642,-0.5293665169598769,0.0
2019-01-25,1.0,-0.0,-0.3966201542647462,-0.0,-0.5501360425351339,-0.5494371084096752,0.0
2019-01-28,1.0,-0.0,-0.40566387426792205,-0.0,-0.5203746262386636,-0.5451108310475202,0.0
2019-01-29,1.0,-0.0,-0.3928536029338884,-0.0,-0.5180146694419666,-0.5670780057488354,0.0
2019-01-30,1.0,-0.0,-0.39050289031681845,-0.0,-0.5172798769444513,-0.5731758751581612,0.0
2019-01-31,1.0,-0.0,-0.3982593559617058,-0.0,-0.508591321646152,-0.5798085291557876,0.0
2019-02-01,1.0,-0.0,-0.3962217188938945,-0.0,-0.5155188291808747,-0.5772207979689872,0.0
2019-02-04,1.0,-0.0,-0.3897374760946775,-0.0,-0.5169262101681444,-0.5770061843379778,0.0
2019-02-05,1.0,-0.0,-0.38867671857950603,-0.0,-0.5178057732367821,-0.573430215256423,0.0
2019-02-06,1.0,-0.0,-0.39483915702929595,-0.0,-0.5156137787573364,-0.5659840023773557,0.0
2019-02-07,1.0,-0.0,-0.39429887562534055,-0.0,-0.5209272376046362,-0.5613452870374958,0.0
2019-02-08,1.0,-0.0,-0.3944685600892968,-0.0,-0.531861589978916,-0.554136177601389,0.0
2019-02-11,1.0,-0.0,-0.37381993441319683,-0.0,-0.5281973566530855,-0.5823561562158402,0.0
2019-02-12,1.0,-0.0,-0.36415454387747515,-0.0,-0.5296770835914848,-0.5844216995861318,0.0
2019-02-13,1.0,-0.0,-0.3792429006461836,-0.0,-0.5229135203386893,-0.5736426431630809,0.0
2019-02-14,1.0,-0.0,-0.3670747486811984,-0.0,-0.5301084900965463,-0.5911217278789688,0.0
2019-02-15,1.0,-0.0,-0.3804615729330047,-0.0,-0.5236139119177434,-0.5855304105360122,0.0
2019-02-19,1.0,-0.0,-0.3698470249329493,-0.0,-0.5315635243866097,-0.5819509287771928,0.0
2019-02-20,1.0,-0.0,-0.37311467263014036,-0.0,-0.5342775500062119,-0.5773884954652753,0.0
2019-02-21,1.0,-0.0,-0.3806794924273434,-0.0,-0.5610161686451085,-0.6166342611543184,0.0
2019-02-22,1.0,-0.0,-0.38209634916980073,-0.0,-0.564791362857216,-0.6115076623941464,0.0
2019-02-25,1.0,-0.0,-0.38471815425723244,-0.0,-0.5714505934946816,-0.6130722984430399,0.0
2019-02-26,1.0,-0.0,-0.3927477674550274,-0.0,-0.5726123993102915,-0.6082044419280953,0.0
2019-02-27,1.0,-0.0,-0.393939393939394,-0.0,-0.5758348137277619,-0.6048505445276898,0.0
2019-02-28,1.0,-0.0,-0.38717400818680325,-0.0,-0.568467935020467,-0.6187987539582421,0.0
2019-03-01,1.0,-0.0,-0.3919030215679209,-0.0,-0.5710866320070006,-0.6107479281412468,0.0
2019-03-04,1.0,-0.0,-0.3847618557496848,-0.0,-0.5697192702570568,-0.6186604225098423,0.0
2019-03-05,1.0,-0.0,-0.37339665006323075,-0.0,-0.5924845794513124,-0.6149379306785042,0.0
2019-03-06,1.0,-0.0,-0.37108054401403906,-0.0,-0.5967379803349764,-0.6128674288368732,0.0
2019-03-07,1.0,-0.0,-0.36288972992456425,-0.0,-0.6085064751165007,-0.6031770551736567,0.0
2019-03-08,1.0,-0.0,-0.35532152213950347,-0.0,-0.6292443775777541,-0.6094005343570854,0.0
2019-03-11,1.0,-0.0,-0.35473774810255343,-0.0,-0.631465011345557,-0.6219712579223285,0.0
2019-03-12,1.0,-0.0,-0.332563449778221,-0.0,-0.6433426944174694,-0.6486968845962048,0.0
2019-03-13,1.0,-0.0,-0.34907678896901495,-0.0,-0.645376020286869,-0.6470665927041234,0.0
2019-03-14,1.0,-0.0,-0.34394620012083954,-0.0,-0.6472797961488954,-0.6357474978327685,0.0
2019-03-15,1.0,-0.0,-0.3358969631522111,-0.0,-0.651987252087339,-0.6459820370321595,0.0
2019-03-18,1.0,-0.0,-0.3471113821353766,-0.0,-0.6565739586923668,-0.6476389956783413,0.0
2019-03-19,1.0,-0.0,-0.3462895651481786,-0.0,-0.6581146692844445,-0.6487490382319386,0.0
2019-03-20,1.0,-0.0,-0.3514821214940848,-0.0,-0.6563339093446763,-0.650697859896318,0.0
2019-03-21,1.0,-0.0,-0.3537877379782799,-0.0,-0.6802262287246754,-0.6212527548392236,0.0
2019-03-22,1.0,-0.0,-0.349901233249693,-0.0,-0.7076237253750467,-0.6118466712935775,0.0
2019-03-25,1.0,-0.0,-0.3042384772191777,-0.0,-0.7314483890609694,-0.6117067746803272,0.0
2019-03-26,1.0,-0.0,-0.30802776078921473,-0.0,-0.723003696120403,-0.6280745605871247,0.0
2019-03-27,1.0,-0.0,-0.2932754996141462,-0.0,-0.7314723648846431,-0.6363128342957503,0.0
2019-03-28,1.0,-0.0,-0.3001288219365355,-0.0,-0.7215342955543288,-0.6073297052869574,0.0
2019-03-29,1.0,-0.0,-0.3019066403681788,-0.0,-0.721604207758054,-0.6063379355687049,0.0
2019-04-01,1.0,-0.0,-0.30939807151677573,-0.0,-0.7237066813798901,-0.5942303144951525,0.0
2019-04-02,1.0,-0.0,-0.31170674024438316,-0.0,-0.7262120614899488,-0.5898567862304559,0.0
2019-04-03,1.0,-0.0,-0.3106168165325761,-0.0,-0.7365777988115897,-0.5820318662249566,0.0
2019-04-04,1.0,-0.0,-0.3090206592020186,-0.0,-0.7504336855385585,-0.5689428586447984,0.0
2019-04-05,1.0,-0.0,-0.30332938544545335,-0.0,-0.7577049611791025,-0.5708909066982497,0.0
