Date,IWF,IWM,MTUM,SPTN,SPY,VLUE,VXX
2018-09-24,-1.3105722779635822,-2.7687662578966927,-0.3537718320327016,1.0,-1.990338164251208,-1.8667781493868452,0.0
2018-09-25,-1.3122621368235403,-2.7641325536062378,-0.35793186670379645,1.0,-1.9865404251369163,-1.8615056158915806,0.0
2018-09-26,-1.3123432711061578,-2.765301383858085,-0.35618092319123246,1.0,-1.9884833286895143,-1.8653292467725455,0.0
2018-09-27,-1.317650334075724,-2.7489792130660726,-0.36061618411284335,1.0,-1.9883073496659245,-1.8643281365998516,0.0
2018-09-28,-1.3146755778334724,-2.7525294718277173,-0.36192332683560746,1.0,-1.9884897428757076,-1.8649401280980227,0.0
2018-10-01,-1.3154181750672977,-2.7511371020142947,-0.3624802747609765,1.0,-1.9886753921841642,-1.8647544787895665,0.0
2018-10-02,-1.3164145866196528,-2.73907395379048,-0.3670780365593393,1.0,-1.9898858680523337,-1.8664749002505334,0.0
2018-10-03,-1.3142142327650113,-2.728595255744996,-0.3661045218680504,1.0,-1.9892512972572276,-1.867957746478873,0.0
2018-10-04,-1.3314721756932812,-2.7233389168062536,-0.3706495440163782,1.0,-2.012283640424344,-1.8679508654383026,0.0
2018-10-05,-1.2993506493506493,-2.713729128014842,-0.33042671614100183,1.0,-2.036363636363636,-1.8965677179962892,0.0
2018-10-08,-1.2935949648278415,-2.7052017771195853,-0.31941873380229546,1.0,-2.0430396149574235,-1.894483524620511,0.0
2018-10-09,-1.2908602648393368,-2.7078433188258173,-0.3106769145291231,1.0,-2.0487082137234927,-1.9021205667191408,0.0
2018-10-10,-1.2929433611884866,-2.7178272980501395,-0.30817084493964714,1.0,-2.054781801299907,-1.9113277623026927,0.0
2018-10-11,-1.1709291628334866,-2.818399264029439,-0.06964121435142594,1.0,-2.1004599816007357,-2.0402023919043235,0.0
2018-10-12,-1.1608855427086133,-2.775118759523169,-0.038630456215828626,1.0,-2.0292193241910907,-1.9592184278928026,0.0
2018-10-15,-1.1080863257813198,-2.84973582878123,-0.0,1.0,-2.0274917166651742,-1.969732246798603,0.0
2018-10-16,-1.0998834394333363,-2.8699004752084636,-0.0,1.0,-2.0269882542813593,-1.9694252667443737,0.0
2018-10-17,-1.0209424083769634,-2.745549738219895,-0.0,1.0,-1.9917975567190227,-1.967713787085515,0.0
2018-10-18,-1.019989525139665,-2.743453212290503,-0.0,1.0,-1.9963337988826815,-1.9692737430167597,0.0
2018-10-19,-0.9770666201604464,-2.734042553191489,-0.0,1.0,-2.021276595744681,-1.9875305197070108,0.0
2018-10-22,-0.9769954688044614,-2.717410247472987,-0.0,1.0,-2.026838619728128,-1.9926803764377832,0.0
2018-10-23,-0.9772608468374282,-2.7170238717546615,-0.0,1.0,-2.025962711273741,-1.9920717895103677,0.0
2018-10-24,-0.9741867968954392,-2.712217668091044,-0.0,1.0,-2.0324409174151916,-2.001831342112148,0.0
2018-10-25,-0.842879576824531,-2.5467393999504093,-0.0,1.0,-1.997933713530044,-1.8775105380609969,0.0
2018-10-26,-0.7875050709939148,-2.495578093306288,-0.0,1.0,-1.9910750507099393,-1.8395131845841786,0.0
2018-10-29,-0.7321744728794464,-2.5106228874939647,-0.0,1.0,-1.9624175116690812,-1.8423466924191212,0.0
2018-10-30,-0.7033473479948253,-2.524175291073739,-0.0,1.0,-1.9759864165588616,-1.8818725743855111,0.0
2018-10-31,-0.6990128960356631,-2.4598790001592103,-0.0,1.0,-1.9506448017831555,-1.8509791434484955,0.0
2018-11-01,-0.652244368821909,-2.5620644952195755,-0.0,1.0,-1.9922216820612542,-1.8958839734240804,0.0
2018-11-02,-0.6489981639658338,-2.4898219845134513,-0.0,1.0,-1.9794044863095717,-1.8645326095633432,0.0
2018-11-05,-0.6419851591797655,-2.5087369344929384,-0.0,1.0,-1.979334556770127,-1.8489587489028962,0.0
2018-11-06,-0.6497247267214554,-2.5149605042687306,-0.0,1.0,-1.973908880555334,-1.8403414984441075,0.0
2018-11-07,-0.646515332536838,-2.5122262046993233,-0.0,1.0,-1.969494225408204,-1.8367980884109918,0.0
2018-11-08,-0.5703982439636249,-2.50266541235497,-0.0,1.0,-1.9332079021636877,-1.8331765443712762,0.0
2018-11-09,-0.6370333165913277,-2.658965344048217,-0.0,1.0,-2.097857023271388,-1.9771471622300354,0.0
2018-11-12,-0.8572350825417321,-2.885732730794061,-0.0,1.0,-2.284054228534538,-2.195610071013557,0.0
2018-11-13,-0.8099251823089307,-2.9819111658300974,-0.0,1.0,-2.3954919973482336,-2.283360166682451,0.0
2018-11-14,-0.8102632077258095,-2.9804961181594396,-0.0,1.0,-2.3948115887142585,-2.2822382124597613,0.0
2018-11-15,-0.8022060903177147,-2.973696615442632,-0.0,1.0,-2.389271235976242,-2.2625624587536532,0.0
2018-11-16,-0.7890551917680074,-2.940598690364827,-0.0,1.0,-2.3702525724976615,-2.2546304957904586,0.0
2018-11-19,-0.7869911090313524,-2.943191389798783,-0.0,1.0,-2.372484791764155,-2.2562470753392607,0.0
2018-11-20,-0.6711615363154468,-2.9259741467497444,-0.0,1.0,-2.3868687808053566,-2.3157258439505255,0.0
2018-11-21,-0.7083843041309871,-2.9712054201562057,-0.0,1.0,-2.442551990213607,-2.287851698503811,0.0
2018-11-23,-0.7121625435048443,-2.941491863418305,-0.0,1.0,-2.458564575298655,-2.29423384441727,0.0
2018-11-26,-0.7105758374106135,-2.9536130974783594,-0.0,1.0,-2.454836281520512,-2.2900828001505458,0.0
2018-11-27,-0.676127345719354,-2.95649332461955,-0.0,1.0,-2.4345065820184857,-2.2690691812155728,0.0
2018-11-28,-0.6760366081434441,-2.961057153530071,-0.0,1.0,-2.4331341053418005,-2.2685842360851702,0.0
2018-11-29,-0.5829865926953305,-2.935182616736015,-0.0,1.0,-2.4350439204808136,-2.2932038834951456,0.0
2018-11-30,-0.5837187789084182,-2.937927844588344,-0.0,1.0,-2.439037927844588,-2.290009250693802,0.0
2018-12-03,-0.5774309723889556,-2.9359128266691292,-0.0,1.0,-2.435220241942931,-2.2858989749746055,0.0
2018-12-04,-0.5500643027742055,-2.9405658644130077,-0.0,1.0,-2.420172698879295,-2.275307734705126,0.0
2018-12-06,-0.4739043303999303,-2.733118410734513,-0.0,1.0,-2.357323342336848,-2.1487322471029016,0.0
2018-12-07,-0.47695390781563124,-2.7332055415178185,-0.0,1.0,-2.357584734686765,-2.1453341465539775,0.0
2018-12-10,-0.3941705957993999,-2.736990998714102,-0.0,1.0,-2.34564937848264,-2.0958422631804545,0.0
2018-12-11,-0.3859302525339289,-2.7454904655557466,-0.0,1.0,-2.3479642673080225,-2.1102044322281395,0.0
2018-12-12,-0.393263266712612,-2.7513783597518953,-0.0,1.0,-2.3572536181943486,-2.1129393521709163,0.0
2018-12-13,-0.3916852774437382,-2.7391341693867033,-0.0,1.0,-2.3544064593712424,-2.1044494073183304,0.0
2018-12-14,-0.4020441466975865,-2.7128746886541264,-0.0,1.0,-2.3685476251825133,-2.105385209997423,0.0
2018-12-17,-0.35663739449228404,-2.7061130531162076,-0.0,1.0,-2.334811151845852,-2.128314434308125,0.0
2018-12-18,-0.3145642490965627,-2.6649298260358014,-0.0,1.0,-2.3088494831498445,-2.1156399697453567,0.0
2018-12-19,-0.3195460277427491,-2.6641445985708283,-0.0,1.0,-2.3077763766288353,-2.1154266498528793,0.0
2018-12-20,-0.3163256714658584,-2.6416603519407253,-0.0,1.0,-2.3425107350340997,-2.1191378294182033,0.0
2018-12-21,-0.2954318106035345,-2.6339613204401466,-0.0,1.0,-2.33486162054018,-2.071940646882294,0.0
2018-12-24,-0.24465558194774348,-2.5723646490294043,-0.0,1.0,-2.2986321566057826,-2.0749447129167007,0.0
2018-12-26,-0.2292808771364076,-2.578361818768139,-0.0,1.0,-2.2296033537568523,-2.024588842308933,0.0
2018-12-27,-0.08025391067785081,-2.4475931383662055,-0.0,1.0,-2.039144562835336,-1.9897982316934935,0.0
2018-12-28,-0.07061313978982384,-2.4604974673017312,-0.0,1.0,-2.041052392832842,-1.9880547365237773,0.0
2018-12-31,-0.07040762308099524,-2.4628299175678743,-0.0,1.0,-2.0412160629206686,-1.9880511230431825,0.0
2019-01-02,-0.0629101606698348,-2.4590782228256773,-0.0,1.0,-2.035000377159237,-1.9862714037866789,0.0
2019-01-03,-0.0688615987342726,-2.454381074361486,-0.0,1.0,-2.0363896632260983,-1.9744594289158446,0.0
2019-01-04,-0.0,-2.493306257521059,-0.0,1.0,-2.019554753309266,-2.008197954271962,0.0
2019-01-07,-0.0,-2.383790830738031,-0.0,1.0,-1.944955457376693,-1.913956688636199,0.0
2019-01-08,-0.0,-2.356777401455646,-0.0,1.0,-1.9469625999855875,-1.9024284787778338,0.0
2019-01-09,-0.0,-2.332397610307349,-0.0,1.0,-1.948103361405024,-1.917368458936155,0.0
2019-01-10,-0.0,-2.3261885923901318,-0.0,1.0,-1.9520966697835,-1.914478889448321,0.0
2019-01-11,-0.0,-2.306371311061404,-0.0,1.0,-1.9662313298217768,-1.9429251749765497,0.0
2019-01-14,-0.0,-2.3059426673406023,-0.0,1.0,-1.969961730088815,-1.9448335619900354,0.0
2019-01-15,-0.0,-2.2882752638427064,-0.0,1.0,-1.967471447159173,-1.9728205869596647,0.0
2019-01-16,-0.0,-2.2824769053117784,-0.0,1.0,-1.9510681293302543,-1.9834728637413397,0.0
2019-01-17,-0.0,-2.2889547063497795,-0.0,1.0,-1.951455609333237,-1.9835295817380625,0.0
2019-01-18,-0.0,-2.2998235034563907,-0.0,1.0,-1.9981614943374029,-2.05603765259597,0.0
2019-01-22,-0.0,-2.4763127187864646,-0.0,1.0,-2.1653053286658888,-2.1373784519642163,0.0
2019-01-23,-0.0,-2.437691161477531,-0.0,1.0,-2.206964159673751,-2.197945259195357,0.0
2019-01-24,-0.0,-2.43239425566978,-0.0,1.0,-2.2174527191399203,-2.1975202071725657,0.0
2019-01-25,-0.0,-2.3952941176470586,-0.0,1.0,-2.4023529411764706,-2.3159432048681543,0.0
2019-01-28,-0.0,-2.3757560895863987,-0.0,1.0,-2.4609285597515123,-2.3373385646558766,0.0
2019-01-29,-0.0,-2.3177729151470947,-0.0,1.0,-2.438609287624605,-2.348002269227652,0.0
2019-01-30,-0.0,-2.315550510783201,-0.0,1.0,-2.4379763256040214,-2.354143019296254,0.0
2019-01-31,-0.0,-2.3508800521512385,-0.0,1.0,-2.3937418513689703,-2.4040906127770536,0.0
2019-02-01,-0.0,-2.3593339895013123,-0.0,1.0,-2.41994750656168,-2.4229002624671914,0.0
2019-02-04,-0.0,-2.3549946734409573,-0.0,1.0,-2.41915922314185,-2.420552323199213,0.0
2019-02-05,-0.0,-2.3416373023027126,-0.0,1.0,-2.4159632877161354,-2.437105629763173,0.0
