Date,IWF,IWM,MTUM,RNP,SPY,VLUE,VXX
2019-03-05,-0.0,-0.10456607639397043,-0.0,1.0,-0.4669983901653739,-0.2577930630762476,0.0
2019-03-06,-0.0,-0.10228686425173802,-0.0,1.0,-0.47158799853640687,-0.25561653860226863,0.0
2019-03-07,-0.0,-0.10138374870102641,-0.0,1.0,-0.4761080016772711,-0.24561083663014346,0.0
2019-03-08,-0.0,-0.09201172590692562,-0.0,1.0,-0.4977097838035911,-0.24245144741663616,0.0
2019-03-11,-0.0,-0.09428634296611413,-0.0,1.0,-0.4944073639430835,-0.24497579580460616,0.0
2019-03-12,-0.0,-0.0767852855902938,-0.0,1.0,-0.5027238647485734,-0.26717881479566397,0.0
2019-03-13,-0.0,-0.08430987169027664,-0.0,1.0,-0.5030408662760513,-0.26681747385596677,0.0
2019-03-14,-0.0,-0.07811664977425596,-0.0,1.0,-0.5069934580300378,-0.25767990417396114,0.0
2019-03-15,-0.0,-0.07569552062578408,-0.0,1.0,-0.5096671832337097,-0.2595195926499889,0.0
2019-03-18,-0.0,-0.07905745594550569,-0.0,1.0,-0.5096808825707092,-0.26230934399526135,0.0
2019-03-19,-0.0,-0.07813805007516843,-0.0,1.0,-0.5094192542549045,-0.26847194639841127,0.0
2019-03-20,-0.0,-0.08552399025134415,-0.0,1.0,-0.5087533255195251,-0.26617179215270415,0.0
2019-03-21,-0.0,-0.08529597797373219,-0.0,1.0,-0.5261933995609629,-0.24883729582914757,0.0
2019-03-22,-0.0,-0.08485595785225873,-0.0,1.0,-0.533404326869185,-0.25000934125471735,0.0
2019-03-25,-0.0,-0.03947514940054193,-0.0,1.0,-0.5600942800935378,-0.25633792361085334,0.0
2019-03-26,-0.0,-0.032586748429554294,-0.0,1.0,-0.5567230032904577,-0.2802684714328447,0.0
2019-03-27,-0.0,-0.02975512262547397,-0.0,1.0,-0.5603040887610438,-0.277807871191886,0.0
2019-03-28,-0.0,-0.027159985784029478,-0.0,1.0,-0.5532257159424627,-0.2901367351901386,0.0
2019-03-29,-0.0,-0.028984693686613525,-0.0,1.0,-0.5529920287414394,-0.28921073313124507,0.0
2019-04-01,-0.0,-0.02947451156523692,-0.0,1.0,-0.552679841305487,-0.28924320682685833,0.0
2019-04-02,-0.0,-0.036167512690355334,-0.0,1.0,-0.5605591221260078,-0.2694834278889221,0.0
2019-04-03,-0.0,-0.03627436337838847,-0.0,1.0,-0.5651183630796804,-0.26553282055111643,0.0
2019-04-04,-0.0,-0.0371177007129428,-0.0,1.0,-0.5667243722194301,-0.2576273710467043,0.0
2019-04-05,-0.0,-0.03430595693110842,-0.0,1.0,-0.5736739069637364,-0.2564929616854666,0.0
2019-04-08,-0.0,-0.03185507893952934,-0.0,1.0,-0.5711200476616025,-0.25880622579684237,0.0
2019-04-09,-0.0,-0.020253400409912428,-0.0,1.0,-0.5969442891745855,-0.24602198621203653,0.0
2019-04-10,-0.0,-0.014189679894229158,-0.0,1.0,-0.5946071767751065,-0.25334723748161114,0.0
2019-04-11,-0.0,-0.018338546321120044,-0.0,1.0,-0.5878760798331844,-0.25556672624366994,0.0
2019-04-12,-0.0,-0.019506480465626568,-0.0,1.0,-0.5836881938375142,-0.25635494728229546,0.0
2019-04-15,-0.0,-0.02313639079772931,-0.0,1.0,-0.576729160442187,-0.2674783388108754,0.0
2019-04-16,-0.0,-0.021026684842486598,-0.0,1.0,-0.5783458758940075,-0.2679875259098803,0.0
2019-04-17,-0.0,-0.01985826212158043,-0.0,1.0,-0.593373099721386,-0.2566614932964341,0.0
2019-04-18,-0.0,-0.027579621412121554,-0.0,1.0,-0.5941320751184258,-0.2506319159692187,0.0
2019-04-22,-0.0,-0.02652325712354995,-0.0,1.0,-0.5964072530690393,-0.2541577504974284,0.0
2019-04-23,-0.0,-0.025399511186313214,-0.0,1.0,-0.5912013536379018,-0.26343297612333144,0.0
2019-04-24,-0.0,-0.02831625458305913,-0.0,1.0,-0.5892638901946037,-0.26263044091379145,0.0
2019-04-25,-0.0,-0.03309674868686108,-0.0,1.0,-0.593877666283864,-0.2556243763766779,0.0
2019-04-26,-0.0,-0.029334237083898176,-0.00433047145654466,1.0,-0.5981699051061906,-0.2509790631119144,0.0
2019-04-29,-0.0,-0.03221799841921036,-0.006755993827392826,1.0,-0.5965410817117693,-0.24639617599458016,0.0
2019-04-30,-0.0,-0.028319283456269755,-0.009126147824777962,1.0,-0.59683125094084,-0.247403281649857,0.0
2019-05-01,-0.0,-0.0274819197896121,-0.017958110265802574,1.0,-0.576594345825115,-0.25642904104442565,0.0
2019-05-02,-0.0,-0.0261515322429028,-0.01592404587328445,1.0,-0.5685467193081406,-0.26941154352321867,0.0
2019-05-03,-0.0,-0.02436821406394069,-0.012852115988935514,1.0,-0.5728882449240729,-0.2716067967559227,0.0
2019-05-06,-0.0,-0.01853731904493326,-0.015021620605376951,1.0,-0.572852039857116,-0.27364166196653505,0.0
2019-05-07,-0.0,-0.018819375316943072,-0.013785849783070077,1.0,-0.5738782562966024,-0.2716976879589806,0.0
2019-05-08,-0.0,-0.020109723444492293,-0.02979010242103095,1.0,-0.5449285674162563,-0.2775666111183927,0.0
2019-05-09,-0.0,-0.01893748011751717,-0.03003424465278167,1.0,-0.544901663579034,-0.27740040045659536,0.0
2019-05-10,-0.0,-0.019287305956594197,-0.029211842031346552,1.0,-0.5443514409302849,-0.27968466191037955,0.0
2019-05-13,-0.0,-0.01717260622858106,-0.03071218562145359,1.0,-0.5442236746006479,-0.280604505702354,0.0
2019-05-14,-0.0,-0.011856145435384007,-0.03231270113103864,1.0,-0.5468505937482357,-0.29090840657169204,0.0
2019-05-15,-0.0,-0.015640957748609904,-0.025229791579982598,1.0,-0.5515187048454817,-0.29888035707531113,0.0
2019-05-16,-0.0,-0.01756079099252531,-0.02925536947677169,1.0,-0.5451982212129813,-0.300293310625414,0.0
2019-05-17,-0.0,-0.013693441163658403,-0.03380745847459233,1.0,-0.5401238659823103,-0.3063504990624823,0.0
2019-05-20,-0.0,-0.006169802036413188,-0.039100647261440635,1.0,-0.5396684204549757,-0.30763844203035695,0.0
2019-05-21,-0.0,-0.005257285500860455,-0.04177461752302426,1.0,-0.5366591652640935,-0.3074188241078689,0.0
2019-05-22,-0.0,-0.0,-0.04800695533841124,1.0,-0.536317072709747,-0.3056946833241982,0.0
2019-05-23,-0.0,-0.0,-0.051291254982714,1.0,-0.5359038784878998,-0.3020044206827499,0.0
2019-05-24,-0.0,-0.0,-0.05553775700582326,1.0,-0.5302564875713774,-0.2987580800180917,0.0
2019-05-28,-0.0,-0.0,-0.055041026124681695,1.0,-0.5315099500141469,-0.2997076299160615,0.0
2019-05-29,-0.0,-0.0,-0.05571869588133423,1.0,-0.5333370981100821,-0.29333258037798354,0.0
2019-05-30,-0.0,-0.0,-0.05855004535833081,1.0,-0.5406335046870274,-0.29074690051406105,0.0
2019-05-31,-0.0,-0.0,-0.05817111815301042,1.0,-0.5364606911121171,-0.2915912177455863,0.0
2019-06-03,-0.0,-0.0,-0.07275527259751723,1.0,-0.5375326309463444,-0.26777095423216335,0.0
2019-06-04,-0.0,-0.0,-0.06837012682010334,1.0,-0.5351808360732738,-0.27526538280883045,0.0
2019-06-05,-0.0,-0.0,-0.0727820280204261,1.0,-0.5342025027590206,-0.2635379061371841,0.0
2019-06-06,-0.0,-0.0,-0.0660894283096142,1.0,-0.531501879453182,-0.2725113608737119,0.0
2019-06-07,-0.0,-0.004021247147720047,-0.0689410092395167,1.0,-0.5244828489133281,-0.27292110874200426,0.0
2019-06-10,-0.0,-0.004107353851347549,-0.07779590765018099,1.0,-0.5230968322736734,-0.2705039479360078,0.0
2019-06-11,-0.0,-0.002064332094734077,-0.08206658409338287,1.0,-0.5253912847652291,-0.2671433397139962,0.0
2019-06-12,-0.0,-0.0005631687629059508,-0.08042049934296978,1.0,-0.5265064764407734,-0.2697578374319505,0.0
2019-06-13,-0.0,-0.010632502395130842,-0.08767118141002762,1.0,-0.5158642195630531,-0.26434730336445444,0.0
2019-06-14,-0.0,-0.010517024433301407,-0.08704715758634289,1.0,-0.5156534640449227,-0.2648412117114579,0.0
2019-06-17,-0.0,-0.006949270326615706,-0.0875608061153579,1.0,-0.5216272561651297,-0.26202505493679923,0.0
2019-06-18,-0.0,-0.007099258146304818,-0.0898488120950324,1.0,-0.5179829091933514,-0.26317964128087146,0.0
2019-06-19,-0.0,-0.0028693059280235546,-0.09601860360444837,1.0,-0.5167938788140202,-0.25968156330288994,0.0
2019-06-20,-0.0,-0.0018193071628186132,-0.09317853592662753,1.0,-0.5199092221992985,-0.26064857362567284,0.0
2019-06-21,-0.0,-0.0012032336905433351,-0.09441624365482233,1.0,-0.5248918969731152,-0.25954126715548037,0.0
2019-06-24,-0.0,-0.0,-0.09776205085734721,1.0,-0.514671836473489,-0.2697961565246852,0.0
2019-06-25,-0.0,-0.0,-0.09864003160092545,1.0,-0.5133269379079434,-0.2690404980907774,0.0
2019-06-26,-0.0,-0.0,-0.09885888600158174,1.0,-0.5157797612322524,-0.2684065830602945,0.0
2019-06-27,-0.0,-0.002341385414882074,-0.11824948127843452,1.0,-0.5425542040241372,-0.24042030723545202,0.0
2019-06-28,-0.0,-0.008817871902793912,-0.11754623193098061,1.0,-0.5379092311501323,-0.24021559030224537,0.0
2019-07-01,-0.0,-0.015898555721564574,-0.11293721028234303,1.0,-0.5339616136076314,-0.25267210665440754,0.0
2019-07-02,-0.0,-0.01907075498766235,-0.1128942787735037,1.0,-0.5307484840949521,-0.25008129459247497,0.0
2019-07-03,-0.0,-0.017864657052140315,-0.11439883707585786,1.0,-0.5300868367698253,-0.25035385027351675,0.0
2019-07-05,-0.0,-0.01023296736926667,-0.11812861022914198,1.0,-0.5314257296966451,-0.2529168738762863,0.0
2019-07-08,-0.0,-0.009775788184879095,-0.11817033976124885,1.0,-0.5316039179675544,-0.25352004897459446,0.0
2019-07-09,-0.0,-0.00621521868007879,-0.11875848616396704,1.0,-0.5317167390181867,-0.25570365837333386,0.0
2019-07-10,-0.0,-0.0,-0.11697954341045219,1.0,-0.5415733777292994,-0.25508544309853226,0.0
2019-07-11,-0.0,-0.0,-0.12058271756192812,1.0,-0.5414257819977795,-0.2523258930280639,0.0
2019-07-12,-0.0,-0.0,-0.12105434428896844,1.0,-0.5425623552382228,-0.2506077601883578,0.0
2019-07-15,-0.0,-0.003048897411313519,-0.12270373921380634,1.0,-0.5369511025886865,-0.2548418024928092,0.0
2019-07-16,-0.0,-0.004353329242098803,-0.12455891377723226,1.0,-0.5357663393679043,-0.25308760355937404,0.0
2019-07-17,-0.0,-0.001801249377227609,-0.12543594067374392,1.0,-0.5346644693979228,-0.2543019200551872,0.0
2019-07-18,-0.0,-0.0013015848709899702,-0.1231337569864482,1.0,-0.5379756527065308,-0.2516844039506929,0.0
2019-07-19,-0.0,-0.003328487259928074,-0.12845282730124724,1.0,-0.5308937179585278,-0.2502295508455123,0.0
2019-07-22,-0.0,-0.010914651629551754,-0.1326388225174424,1.0,-0.5300009557488292,-0.2379241135429609,0.0
2019-07-23,-0.0,-0.013131486897184472,-0.1329013513771814,1.0,-0.5288720683525431,-0.23653879236194736,0.0
2019-07-24,-0.0,-0.013502415920245984,-0.1382326540745975,1.0,-0.5259639808254234,-0.23211932545214947,0.0
2019-07-25,-0.0,-0.009595574208317435,-0.14128195345288058,1.0,-0.5262685997710798,-0.23052270125906144,0.0
2019-07-26,-0.0,-0.0015444162678513547,-0.1421244303773333,1.0,-0.5302877190306404,-0.23273018475794613,0.0
2019-07-29,-0.0,-0.00570229808334128,-0.1428816630113474,1.0,-0.5286545246495662,-0.22988461905215982,0.0
2019-07-30,-0.0,-0.0012222837608143466,-0.14489792020778824,1.0,-0.5275491300777295,-0.2361490422260843,0.0
2019-07-31,-0.0,-0.0,-0.14515203671830176,1.0,-0.5283610633008223,-0.23889845094664372,0.0
2019-08-01,-0.0,-0.0,-0.15594064145524175,1.0,-0.5186979415988512,-0.2401723312589756,0.0
2019-08-02,-0.0,-0.0,-0.16467821498221863,1.0,-0.5160605712974646,-0.23123398722802185,0.0
2019-08-05,-0.0,-0.0,-0.1628053555398514,1.0,-0.5186890005156903,-0.22846992761235366,0.0
2019-08-06,-0.0,-0.0,-0.16419381122922708,1.0,-0.5009948269001194,-0.2297197430504235,0.0
2019-08-07,-0.0,-0.0,-0.16332986078227105,1.0,-0.49991476465574386,-0.23087413580831517,0.0
2019-08-08,-0.0,-0.0,-0.1655395806103313,1.0,-0.49947907787312235,-0.22926256369456915,0.0
2019-08-09,-0.0,-0.0,-0.16523053665910808,1.0,-0.4949357520786092,-0.22947845804988662,0.0
2019-08-12,-0.0,-0.0,-0.16722957036925226,1.0,-0.49791505500103783,-0.22168342798920734,0.0
2019-08-13,-0.0,-0.0,-0.1657119167860104,1.0,-0.49743725032034364,-0.22120675359915576,0.0
2019-08-14,-0.0,-0.0,-0.16541820371903937,1.0,-0.4970827373334337,-0.21960400511932546,0.0
2019-08-15,-0.0,-0.0,-0.17340252758125035,1.0,-0.48811812802180365,-0.20521196960928895,0.0
2019-08-16,-0.0,-0.0,-0.17458776074249752,1.0,-0.48910343797269784,-0.2037573063922762,0.0
2019-08-19,-0.0,-0.0,-0.17419475305760435,1.0,-0.48970217533376903,-0.20334235832321912,0.0
2019-08-20,-0.0,-0.0,-0.1758426337202792,1.0,-0.4879997013922586,-0.20245604867306186,0.0
2019-08-21,-0.0,-0.0,-0.182909775697798,1.0,-0.48417951634255035,-0.19745306061566573,0.0
2019-08-22,-0.0,-0.0,-0.18112511184014318,1.0,-0.4842678198628094,-0.19859081419624217,0.0
2019-08-23,-0.0,-0.0,-0.18122518963043033,1.0,-0.4854911754291146,-0.1969733678737164,0.0
2019-08-26,-0.0,-0.0,-0.1811533833194483,1.0,-0.48058872535406827,-0.18957696936036286,0.0
2019-08-27,-0.0,-0.0,-0.18110454890489328,1.0,-0.4808286893895914,-0.1894729046710977,0.0
2019-08-28,-0.0,-0.0,-0.17961443730439455,1.0,-0.4812126150484269,-0.19105909368692015,0.0
2019-08-29,-0.0,-0.0,-0.18050541516245489,1.0,-0.4815514209016014,-0.1892807553457373,0.0
2019-08-30,-0.0,-0.0,-0.18351368319976363,1.0,-0.4797798869889574,-0.18329209292019055,0.0
2019-09-03,-0.0,-0.0,-0.18946414368422024,1.0,-0.4692673362558496,-0.19096239572350773,0.0
2019-09-04,-0.0,-0.0,-0.19787920358904007,1.0,-0.46131029624411407,-0.19465351674020243,0.0
2019-09-05,-0.0,-0.0,-0.1899703374119392,1.0,-0.46344086021505376,-0.20050055617352613,0.0
2019-09-06,-0.0,-0.0,-0.20449049443803716,1.0,-0.48725771048030064,-0.16844004613266866,0.0
2019-09-09,-0.0,-0.0,-0.20723039901505397,1.0,-0.49487940007834796,-0.1633182233663514,0.0
2019-09-10,-0.0,-0.0,-0.21614583333333334,1.0,-0.4853980654761905,-0.15857514880952384,0.0
