Date,IWF,IWM,MTUM,RNP,SPY,VLUE,VXX
2018-09-24,-0.19601825138624598,-0.2874388721789127,-0.0,1.0,-0.298528840054836,-0.2641335706831993,0.0
2018-09-25,-0.19356826022671267,-0.29094792180055856,-0.0,1.0,-0.30115409889929357,-0.2679070149498932,0.0
2018-09-26,-0.19384779662409132,-0.2912029241447287,-0.0,1.0,-0.30112119594233844,-0.2673210398784344,0.0
2018-09-27,-0.1919231563726503,-0.30117744267713287,-0.0,1.0,-0.3031605040280934,-0.2694484610617641,0.0
2018-09-28,-0.19465546148910187,-0.30067686448220904,-0.0,1.0,-0.30427852869946803,-0.2703111092711805,0.0
2018-10-01,-0.19422506892191613,-0.30296623344319384,-0.0,1.0,-0.30447940633874343,-0.2711688742408225,0.0
2018-10-02,-0.19495460387214458,-0.3004021392147921,-0.0,1.0,-0.30537705733593135,-0.27214875005182204,0.0
2018-10-03,-0.1945002797521603,-0.2959985079884783,-0.0,1.0,-0.30683631390264626,-0.27488240048075924,0.0
2018-10-04,-0.1988878052829249,-0.2912041167804453,-0.0,1.0,-0.31292926358599793,-0.27196895814744876,0.0
2018-10-05,-0.20267992759201847,-0.29547866253303096,-0.0,1.0,-0.3126027340255093,-0.269927800087389,0.0
2018-10-08,-0.2042153589315526,-0.2984140233722871,-0.0,1.0,-0.3128130217028381,-0.27134808013355594,0.0
2018-10-09,-0.1992261842518038,-0.29925755516051444,-0.0,1.0,-0.3161978458642685,-0.2766914148279828,0.0
2018-10-10,-0.19947314503146493,-0.29886475298446613,-0.0,1.0,-0.31630114360979283,-0.276034371014614,0.0
2018-10-11,-0.18575934362695581,-0.2919458244861778,-0.0,1.0,-0.3099218701684223,-0.27384609041621144,0.0
2018-10-12,-0.1820232158745267,-0.29444019118955495,-0.0,1.0,-0.3147178712574231,-0.27796974901198035,0.0
2018-10-15,-0.17270137484001485,-0.301680360018166,-0.0,1.0,-0.31243548986416747,-0.2775071219189959,0.0
2018-10-16,-0.16854675426635263,-0.30918143878352133,-0.0,1.0,-0.31164001487541837,-0.2766414610966489,0.0
2018-10-17,-0.16720959960414006,-0.3068327079295699,-0.0,1.0,-0.3111005731722403,-0.27660715022060944,0.0
2018-10-18,-0.1693072382727555,-0.3131407269338304,-0.0,1.0,-0.31009630319975146,-0.27851299575437505,0.0
2018-10-19,-0.1597202221765069,-0.3047521086196256,-0.0,1.0,-0.3132688747171364,-0.27942810121374206,0.0
2018-10-22,-0.15946652396731634,-0.2982896659600304,-0.0,1.0,-0.31728651696955973,-0.28312099944429575,0.0
2018-10-23,-0.1569136871623572,-0.29935255062064414,-0.0,1.0,-0.3204874427811456,-0.28520763742834754,0.0
2018-10-24,-0.15630345623544448,-0.29916943179241984,-0.0,1.0,-0.3205004018878424,-0.2849693946950805,0.0
2018-10-25,-0.13572219426270757,-0.27369904378459986,-0.0,1.0,-0.3338701560140916,-0.26979365878208356,0.0
2018-10-26,-0.13041911853008284,-0.2693046715503783,-0.0,1.0,-0.33509467195068254,-0.2667026940474761,0.0
2018-10-29,-0.13050962808759356,-0.26854557828576003,-0.0,1.0,-0.3365426958645262,-0.2660634933344009,0.0
2018-10-30,-0.1172177330419265,-0.2704870370741684,-0.0,1.0,-0.33878050247628977,-0.2786076634652016,0.0
2018-10-31,-0.1197015937605968,-0.2607863084196038,-0.0,1.0,-0.33790118285360937,-0.2763249755649971,0.0
2018-11-01,-0.11186832456559861,-0.2667782560178543,-0.0,1.0,-0.3375777140124343,-0.27644269089749723,0.0
2018-11-02,-0.11412353127977137,-0.25581533820260405,-0.0,1.0,-0.34050492219752304,-0.2743132740552557,0.0
2018-11-05,-0.11401976739570516,-0.25608303893938794,-0.0,1.0,-0.34051125312586833,-0.2740642241892589,0.0
2018-11-06,-0.11020188746864173,-0.25448970652650016,-0.0,1.0,-0.3455978975032851,-0.280711185441803,0.0
2018-11-07,-0.11006070255746842,-0.2544531794208379,-0.0,1.0,-0.3451885759777093,-0.28056523037118125,0.0
2018-11-08,-0.10329596323733313,-0.25367428594065683,-0.0,1.0,-0.3424513726577665,-0.2813255159846294,0.0
2018-11-09,-0.10311361115512598,-0.2536642370464269,-0.0,1.0,-0.34267548724449376,-0.2812153382982095,0.0
2018-11-12,-0.10303640527521125,-0.24386006475558716,-0.0,1.0,-0.34744926162836615,-0.27989023138276875,0.0
2018-11-13,-0.09040510891709762,-0.24034242281774013,-0.0,1.0,-0.34998432847516064,-0.2782087447108604,0.0
2018-11-14,-0.09082895870876753,-0.23997100995063855,-0.0,1.0,-0.349996082425762,-0.2779910679307373,0.0
2018-11-15,-0.09045147390069534,-0.23983938889432968,-0.0,1.0,-0.3501126236411713,-0.2782685339339928,0.0
2018-11-16,-0.08746258729630861,-0.23404213697451043,-0.0,1.0,-0.3506523993035857,-0.28406267728241946,0.0
2018-11-19,-0.08746429829023045,-0.23406627802339688,-0.0,1.0,-0.3506788215501389,-0.28406823428146644,0.0
2018-11-20,-0.07008700052550654,-0.2295490375445221,-0.0,1.0,-0.3533155569396057,-0.2933494229159774,0.0
2018-11-21,-0.07267138383018211,-0.22594053280748558,-0.0,1.0,-0.3524919769554962,-0.28215984224567914,0.0
2018-11-23,-0.07326637048483677,-0.22099671624492948,-0.0,1.0,-0.3546262314081514,-0.28271199536411046,0.0
2018-11-26,-0.07291405178905902,-0.22295170602660896,-0.0,1.0,-0.35354432579604916,-0.2815764574120918,0.0
2018-11-27,-0.06975983373104457,-0.2234816411361712,-0.0,1.0,-0.3516665383727196,-0.27950119313370797,0.0
2018-11-28,-0.06976788944917048,-0.2241810693252242,-0.0,1.0,-0.3513222217945263,-0.279360252511644,0.0
2018-11-29,-0.06034532209028853,-0.22015717317730743,-0.0,1.0,-0.3502935046559208,-0.281286449071684,0.0
2018-11-30,-0.0601506634545524,-0.22008718595847193,-0.0,1.0,-0.3503498910175519,-0.281385033077129,0.0
2018-12-03,-0.060885043831106676,-0.2203422271561459,-0.0,1.0,-0.35084025571335603,-0.281935459173908,0.0
2018-12-04,-0.06147006974783475,-0.22010807082087835,-0.0,1.0,-0.35205411205641146,-0.2825170537288265,0.0
2018-12-06,-0.059710471893213,-0.19452904681331076,-0.0,1.0,-0.35378830607257,-0.27202481669486744,0.0
2018-12-07,-0.0590690329372838,-0.19452173259136715,-0.0,1.0,-0.3540006015942247,-0.2723717852308618,0.0
2018-12-10,-0.04741033627394296,-0.19607587145867914,-0.0,1.0,-0.3560810936829737,-0.2655128037749221,0.0
2018-12-11,-0.043621091927204855,-0.19790947270181988,-0.0,1.0,-0.35531497900139997,-0.2696966868875409,0.0
2018-12-12,-0.04197581624834134,-0.1991141345992113,-0.0,1.0,-0.35556095464144877,-0.2722447530229689,0.0
2018-12-13,-0.04151020941919333,-0.19656634721365987,-0.0,1.0,-0.3590577070373069,-0.2710306562797735,0.0
2018-12-14,-0.04355133903559556,-0.19103200986068053,-0.0,1.0,-0.36204385014753665,-0.2709072573114705,0.0
2018-12-17,-0.04101799198284702,-0.1903234828004102,-0.0,1.0,-0.3605854386128461,-0.2725272676423977,0.0
2018-12-18,-0.04282651218778212,-0.19728031898886547,-0.0,1.0,-0.3665926873307252,-0.2741310562744508,0.0
2018-12-19,-0.0450723301792735,-0.1967869974980718,-0.0,1.0,-0.3655072518294174,-0.27376361481592953,0.0
2018-12-20,-0.04527514659449707,-0.19560968275447302,-0.0,1.0,-0.36543376935799127,-0.2731168245376635,0.0
2018-12-21,-0.04380759764171644,-0.2010455820343058,-0.0,1.0,-0.3724981397034974,-0.29064509358722407,0.0
2018-12-24,-0.03192923176218228,-0.1888418534900055,-0.0,1.0,-0.3722735815030658,-0.3052449742781754,0.0
2018-12-26,-0.03145165868705411,-0.18888026796359025,-0.0,1.0,-0.3690744280226331,-0.30299188161156637,0.0
2018-12-27,-0.029366451225011272,-0.18553660003006162,-0.0,1.0,-0.360739516007816,-0.3031902900946941,0.0
2018-12-28,-0.02911782386534415,-0.18562143071836487,-0.0,1.0,-0.36076044484520586,-0.30306958220619173,0.0
2018-12-31,-0.025747273651893846,-0.19220989584314316,-0.0,1.0,-0.36213813497071173,-0.30341099579982295,0.0
2019-01-02,-0.027721382084511317,-0.1960988938011119,-0.0,1.0,-0.3684609984251371,-0.30514391970096577,0.0
2019-01-03,-0.035636308405004646,-0.19431945472840842,-0.0,1.0,-0.3760513375481764,-0.29255187864289645,0.0
2019-01-04,-0.019475853723102524,-0.2002420300268502,-0.0,1.0,-0.37240479521990694,-0.2987558143932232,0.0
2019-01-07,-0.014923137416443535,-0.192053476136087,-0.0,1.0,-0.3719737113112513,-0.29346340367367574,0.0
2019-01-08,-0.013117341952942944,-0.19961662782830938,-0.0,1.0,-0.37017965872359615,-0.2963805156731564,0.0
2019-01-09,-0.013961112367171603,-0.20472529957042732,-0.0,1.0,-0.3709963071821539,-0.29440801869018013,0.0
2019-01-10,-0.014727207668694328,-0.2029228422380836,-0.0,1.0,-0.3722292321889301,-0.2934141885911222,0.0
2019-01-11,-0.01528660019226057,-0.19755715982131078,-0.0,1.0,-0.3737583171545436,-0.2982866190413361,0.0
2019-01-14,-0.014939713639788995,-0.197249434815373,-0.0,1.0,-0.3705162019593067,-0.301224566691786,0.0
2019-01-15,-0.0165864299684068,-0.1952196479614864,-0.0,1.0,-0.3701669926282533,-0.29857454490747704,0.0
2019-01-16,-0.014874572191507765,-0.19739365903193049,-0.0,1.0,-0.36885554176539165,-0.29933431118131554,0.0
2019-01-17,-0.010512508198257286,-0.20219244823386115,-0.0,1.0,-0.36664480464724075,-0.2945376182891408,0.0
2019-01-18,-0.014685196646598772,-0.20321086291940957,-0.0,1.0,-0.36373525384947203,-0.2938727282957294,0.0
2019-01-22,-0.0,-0.15831280108851542,-0.0,1.0,-0.4167432795204648,-0.26365241054683186,0.0
2019-01-23,-0.0,-0.15387154751861498,-0.0,1.0,-0.4206066830502879,-0.25950922495690126,0.0
2019-01-24,-0.0,-0.15002199736031677,-0.0,1.0,-0.4266021410764042,-0.25648922129344476,0.0
2019-01-25,-0.0,-0.12250313528053947,-0.0,1.0,-0.46487577018848036,-0.23017503044402846,0.0
2019-01-28,-0.0,-0.11697530864197532,-0.0,1.0,-0.4700435729847495,-0.228522149600581,0.0
2019-01-29,-0.0,-0.10921582563373607,-0.0,1.0,-0.4668962877918101,-0.24627776866582837,0.0
2019-01-30,-0.0,-0.10821895335484223,-0.0,1.0,-0.46614170357813384,-0.24842784491715422,0.0
2019-01-31,-0.0,-0.1171528247091271,-0.0,1.0,-0.46028237958684176,-0.24908217501689525,0.0
2019-02-01,-0.0,-0.11736084435420438,-0.0,1.0,-0.4646508990469919,-0.2471967659916955,0.0
2019-02-04,-0.0,-0.11147403379438707,-0.0,1.0,-0.4644356045399804,-0.248841283164848,0.0
2019-02-05,-0.0,-0.1081969008377594,-0.0,1.0,-0.45881472558360253,-0.25817226085528117,0.0
2019-02-06,-0.0,-0.11396468699839488,-0.0,1.0,-0.4516817452210711,-0.2583722457317963,0.0
2019-02-07,-0.0,-0.11129968247016314,-0.0,1.0,-0.44828278404321326,-0.265283404503814,0.0
2019-02-08,-0.0,-0.11572060316079455,-0.0,1.0,-0.4454472959257648,-0.25123241989270695,0.0
2019-02-11,-0.0,-0.11026395091311768,-0.0,1.0,-0.44557600842319284,-0.259503322078205,0.0
2019-02-12,-0.0,-0.11687933980441342,-0.0,1.0,-0.4412513178463664,-0.2595884683898644,0.0
2019-02-13,-0.0,-0.1260721035034162,-0.0,1.0,-0.43761811309783394,-0.2534161942142753,0.0
2019-02-14,-0.0,-0.11411608297364731,-0.0,1.0,-0.446648090476971,-0.260430894753137,0.0
2019-02-15,-0.0,-0.13164842768440796,-0.0,1.0,-0.4371164806351172,-0.2520803364955662,0.0
2019-02-19,-0.0,-0.12545487627365356,-0.0,1.0,-0.44310407569141197,-0.2509461426491994,0.0
2019-02-20,-0.0,-0.12978781531736636,-0.0,1.0,-0.43855750842364083,-0.2529824241872325,0.0
2019-02-21,-0.0,-0.11856957893393145,-0.0,1.0,-0.44420737823002715,-0.26080930758429527,0.0
2019-02-22,-0.0,-0.11795704022464534,-0.0,1.0,-0.44819663761350786,-0.2572845629262244,0.0
2019-02-25,-0.0,-0.11682798748467606,-0.0,1.0,-0.45395495215267234,-0.258942784476607,0.0
2019-02-26,-0.0,-0.11597542242703535,-0.0,1.0,-0.45772072269768127,-0.2549923195084486,0.0
2019-02-27,-0.0,-0.11752230510457803,-0.0,1.0,-0.45440251572327045,-0.2563441567939155,0.0
2019-02-28,-0.0,-0.11309872564816172,-0.0,1.0,-0.450216053903618,-0.26765050534641865,0.0
2019-03-01,-0.0,-0.11364094297803747,-0.0,1.0,-0.4575861374168849,-0.26050958914146505,0.0
2019-03-04,-0.0,-0.1086005964251084,-0.0,1.0,-0.4601438006549699,-0.26079877055928574,0.0
