Date,IWF,IWM,MTUM,RHP,SPY,VLUE,VXX
2018-11-08,-0.12270333856150571,-0.7233923369930539,-0.0,1.0,-0.5289323325117633,-0.4258066323101053,0.0
2018-11-09,-0.1217844532870033,-0.7237852379084235,-0.0,1.0,-0.530684301967158,-0.42596536456873846,0.0
2018-11-12,-0.12107923916990196,-0.715051811300729,-0.0,1.0,-0.5332514035136721,-0.42367957992347005,0.0
2018-11-13,-0.10379241516966069,-0.7139055222887559,-0.0,1.0,-0.5348746950543358,-0.41968840097582616,0.0
2018-11-14,-0.10445195986028719,-0.7133669678993181,-0.0,1.0,-0.5349004823418528,-0.4193602040250596,0.0
2018-11-15,-0.10403502937590067,-0.7163562797915974,-0.0,1.0,-0.5404334331005431,-0.410514355392972,0.0
2018-11-16,-0.10367355978185643,-0.7137280956731168,-0.0,1.0,-0.5395454419621848,-0.4113445727099078,0.0
2018-11-19,-0.1061768044519505,-0.7130872947756028,-0.0,1.0,-0.5383316260140092,-0.4110302057089067,0.0
2018-11-20,-0.08444224040554316,-0.709480122324159,-0.0,1.0,-0.540705843458137,-0.4203928699341543,0.0
2018-11-21,-0.08988733318748633,-0.7064920148763947,-0.0,1.0,-0.5405819295558958,-0.39767009407131915,0.0
2018-11-23,-0.0904022737210319,-0.7029405334499343,-0.0,1.0,-0.5416211193703542,-0.39784652383034536,0.0
2018-11-26,-0.08987843190820927,-0.705668624504849,-0.0,1.0,-0.5400901516186313,-0.3962300232208715,0.0
2018-11-27,-0.08187977904160658,-0.7098696563171787,-0.0,1.0,-0.5370214155487224,-0.39239162970420965,0.0
2018-11-28,-0.0812348569406256,-0.7142623798764054,-0.0,1.0,-0.5352680151362534,-0.39158250074864565,0.0
2018-11-29,-0.05994712135110344,-0.7061457939891005,-0.0,1.0,-0.5346678897102466,-0.3971294447741866,0.0
2018-11-30,-0.05870094722598106,-0.7084979702300407,-0.0,1.0,-0.5359404600811908,-0.40322056833558867,0.0
2018-12-03,-0.0559510597406816,-0.7102834095769159,-0.0,1.0,-0.5369623474000488,-0.4036759331943806,0.0
2018-12-04,-0.05307821198854116,-0.7112858764391113,-0.0,1.0,-0.5356467217988217,-0.4025458083346846,0.0
2018-12-06,-0.04748190033292818,-0.6717222427733446,-0.0,1.0,-0.5400570734027373,-0.3830259472599482,0.0
2018-12-07,-0.05767394993635978,-0.6734461179465421,-0.0,1.0,-0.543063215952482,-0.37746605854900295,0.0
2018-12-10,-0.04610115911485775,-0.6754478398314016,-0.0,1.0,-0.5433087460484721,-0.3695205479452055,0.0
2018-12-11,-0.0402679254239076,-0.6782257851849898,-0.0,1.0,-0.5422852772869914,-0.3762822710371562,0.0
2018-12-12,-0.03874373185537081,-0.6792293481129584,-0.0,1.0,-0.5424122459751913,-0.37883346529427286,0.0
2018-12-13,-0.03852746499301179,-0.6761425067904328,-0.0,1.0,-0.5450278209962818,-0.3773634661533188,0.0
2018-12-14,-0.043519544231682236,-0.6624465896502612,-0.0,1.0,-0.5536477290710556,-0.3779342723004695,0.0
2018-12-17,-0.038241873930780365,-0.6625082247664166,-0.0,1.0,-0.5504408474799315,-0.3807343071456771,0.0
2018-12-18,-0.039473684210526314,-0.6723259762308998,-0.0,1.0,-0.5581228777589133,-0.3829053480475382,0.0
2018-12-19,-0.04700037196450396,-0.6713959296455709,-0.0,1.0,-0.5558478133800946,-0.38264519900100963,0.0
2018-12-20,-0.04785184791561496,-0.6709089459840052,-0.0,1.0,-0.5554108988495364,-0.3828147833249197,0.0
2018-12-21,-0.04454790751812073,-0.6720543886566848,-0.0,1.0,-0.5576424527802761,-0.37111793026823975,0.0
2018-12-24,-0.02506582411795682,-0.6552922590837282,-0.0,1.0,-0.5583991574512901,-0.39418114797261716,0.0
2018-12-26,-0.025297269044819024,-0.6607866196262904,-0.0,1.0,-0.5430550111067556,-0.3842153403893898,0.0
2018-12-27,-0.012197616734005011,-0.6438398199764742,-0.0,1.0,-0.5143456247123204,-0.38674372219096814,0.0
2018-12-28,-0.0052000614785593525,-0.6533633895179056,-0.0,1.0,-0.5171627644858855,-0.38588042420205954,0.0
2018-12-31,-0.007021680077904771,-0.6507611091179335,-0.0,1.0,-0.5178360924606632,-0.3870637076520937,0.0
2019-01-02,-0.0057618437900128034,-0.6505249679897567,-0.0,1.0,-0.5170294494238156,-0.3875032010243278,0.0
2019-01-03,-0.01821213287161729,-0.6481980248813646,-0.0,1.0,-0.5297678594331153,-0.3689367705527768,0.0
2019-01-04,-0.0,-0.6630977690120643,-0.0,1.0,-0.5153300376527241,-0.3829819932891063,0.0
2019-01-07,-0.0,-0.649245798744685,-0.0,1.0,-0.5097691840453532,-0.37186171289734765,0.0
2019-01-08,-0.0,-0.646721124908323,-0.0,1.0,-0.5110391745277054,-0.37126021092031064,0.0
2019-01-09,-0.0,-0.6745434464336167,-0.0,1.0,-0.5233863303624174,-0.37061104975213827,0.0
2019-01-10,-0.0,-0.675498560855263,-0.0,1.0,-0.5230520148026315,-0.3713507401315789,0.0
2019-01-11,-0.0,-0.6711437025601441,-0.0,1.0,-0.5252283545606588,-0.3766370770616236,0.0
2019-01-14,-0.0,-0.6713778189681805,-0.0,1.0,-0.5279579857893111,-0.3750386160024714,0.0
2019-01-15,-0.0,-0.6674482118932289,-0.0,1.0,-0.5277233845202515,-0.3813253632897042,0.0
2019-01-16,-0.0,-0.6687958789439794,-0.0,1.0,-0.524146812620734,-0.3827173213135866,0.0
2019-01-17,-0.0,-0.6727740607308287,-0.0,1.0,-0.5215131240349974,-0.3790530108080288,0.0
2019-01-18,-0.0,-0.6693440428380187,-0.0,1.0,-0.5218824014004737,-0.3831737205231181,0.0
2019-01-22,-0.0,-0.7428097909229985,-0.0,1.0,-0.5440591534931157,-0.2628505864354921,0.0
2019-01-23,-0.0,-0.7198457491636234,-0.0,1.0,-0.5521362719309447,-0.2818397732206247,0.0
2019-01-24,-0.0,-0.7272285085249091,-0.0,1.0,-0.543981362961446,-0.2888228969330807,0.0
2019-01-25,-0.0,-0.7473480947476827,-0.0,1.0,-0.5999742533470648,-0.22734294541709577,0.0
2019-01-28,-0.0,-0.7519240173998095,-0.0,1.0,-0.5930864070422898,-0.22895163573653188,0.0
2019-01-29,-0.0,-0.7352145342095091,-0.0,1.0,-0.5934286818708929,-0.24837005540523127,0.0
2019-01-30,-0.0,-0.7329549851670321,-0.0,1.0,-0.5925190248935897,-0.25417257835676516,0.0
2019-01-31,-0.0,-0.7457692904828442,-0.0,1.0,-0.5863219996894892,-0.255498628577343,0.0
2019-02-01,-0.0,-0.7451239412541766,-0.0,1.0,-0.5932602895847903,-0.25181961820395266,0.0
2019-02-04,-0.0,-0.7421585640653734,-0.0,1.0,-0.6014918801315755,-0.24641922867725144,0.0
2019-02-05,-0.0,-0.7440437611801,-0.0,1.0,-0.5989941150545718,-0.24944909651828998,0.0
2019-02-06,-0.0,-0.7531161106801137,-0.0,1.0,-0.5901732609257823,-0.2426945952935092,0.0
2019-02-07,-0.0,-0.7533035090894986,-0.0,1.0,-0.5894080835768405,-0.2432313620025342,0.0
2019-02-08,-0.0,-0.7598384953490749,-0.0,1.0,-0.5782735357252377,-0.21731575181437188,0.0
2019-02-11,-0.0,-0.7430043050430505,-0.0,1.0,-0.575389503895039,-0.2441318163181632,0.0
2019-02-12,-0.0,-0.740243154883531,-0.0,1.0,-0.5671740907233347,-0.246730690641602,0.0
2019-02-13,-0.0,-0.7517167436754908,-0.0,1.0,-0.5619942307201389,-0.23906772521890074,0.0
2019-02-14,-0.0,-0.7339284336171635,-0.0,1.0,-0.5714506212538265,-0.26712628302420705,0.0
2019-02-15,-0.0,-0.7436808236808237,-0.0,1.0,-0.567078507078507,-0.26326898326898324,0.0
2019-02-19,-0.0,-0.7439518731765253,-0.0,1.0,-0.5717384007642458,-0.2662208566781131,0.0
2019-02-20,-0.0,-0.7278689367830873,-0.0,1.0,-0.5790597191502495,-0.26495550640399157,0.0
2019-02-21,-0.0,-0.6842440453445421,-0.0,1.0,-0.5753661953891224,-0.2878359444656731,0.0
2019-02-22,-0.0,-0.6932611953567528,-0.0,1.0,-0.5617363915771293,-0.28507201097310064,0.0
2019-02-25,-0.0,-0.6930665378454655,-0.0,1.0,-0.5635503801072945,-0.28588136584373647,0.0
2019-02-26,-0.0,-0.7016856235270007,-0.0,1.0,-0.5783635618403525,-0.28171431499129007,0.0
2019-02-27,-0.0,-0.7004405286343612,-0.0,1.0,-0.5774254687019773,-0.2833469931359492,0.0
2019-02-28,-0.0,-0.6884681137646999,-0.0,1.0,-0.5774491011759829,-0.324353727399886,0.0
2019-03-01,-0.0,-0.6887657326358315,-0.0,1.0,-0.5801522763764438,-0.3207903869063034,0.0
2019-03-04,-0.0,-0.695371283275388,-0.0,1.0,-0.5812360541746666,-0.3179648176015775,0.0
2019-03-05,-0.0,-0.6841311526560754,-0.0,1.0,-0.5973114225538886,-0.3187290361163837,0.0
2019-03-06,-0.0,-0.6817094106018831,-0.0,1.0,-0.604250117047287,-0.3151173073921864,0.0
2019-03-07,-0.0,-0.6728802118490057,-0.0,1.0,-0.6164390674489849,-0.30686951555117087,0.0
2019-03-08,-0.0,-0.6736883422739762,-0.0,1.0,-0.6401674735051681,-0.302917702472851,0.0
2019-03-11,-0.0,-0.671791761168838,-0.0,1.0,-0.6379819610738963,-0.3274961759586476,0.0
2019-03-12,-0.0,-0.6508481798087934,-0.0,1.0,-0.6521264413730659,-0.3600436739367793,0.0
2019-03-13,-0.0,-0.6648345784418357,-0.0,1.0,-0.6520277481323372,-0.3512273212379936,0.0
2019-03-14,-0.0,-0.6554981004643309,-0.0,1.0,-0.651224145208949,-0.3314953566905868,0.0
2019-03-15,-0.0,-0.6495502645502645,-0.0,1.0,-0.6525661375661376,-0.3433862433862434,0.0
2019-03-18,-0.0,-0.6540994534062126,-0.0,1.0,-0.6570857219037461,-0.3551259832022397,0.0
2019-03-19,-0.0,-0.6521308756253511,-0.0,1.0,-0.6591401589127585,-0.364027930121191,0.0
2019-03-20,-0.0,-0.6577204600906239,-0.0,1.0,-0.6563798696946135,-0.3670536504276483,0.0
2019-03-21,-0.0,-0.659888004715591,-0.0,1.0,-0.6856094097473407,-0.33381560967767865,0.0
2019-03-22,-0.0,-0.6527384897222447,-0.0,1.0,-0.711845685497993,-0.32945391847840727,0.0
2019-03-25,-0.0,-0.595895352876727,-0.0,1.0,-0.7438069533149835,-0.3326207209855429,0.0
2019-03-26,-0.0,-0.5988025559791655,-0.0,1.0,-0.7406969875959835,-0.3453793695967352,0.0
2019-03-27,-0.0,-0.5851772287862513,-0.0,1.0,-0.7489795918367347,-0.3511278195488721,0.0
2019-03-28,-0.0,-0.5842983422445525,-0.0,1.0,-0.7479244471909509,-0.35457696337891936,0.0
2019-03-29,-0.0,-0.5885895574555036,-0.0,1.0,-0.7475130397375921,-0.3525299779534333,0.0
2019-04-01,-0.0,-0.603614295347269,-0.0,1.0,-0.757006068779501,-0.33661496965610244,0.0
2019-04-02,-0.0,-0.611745382088427,-0.0,1.0,-0.7680273574236631,-0.31288706984759546,0.0
2019-04-03,-0.0,-0.6116857927913366,-0.0,1.0,-0.7744194817089597,-0.3077151015570282,0.0
2019-04-04,-0.0,-0.6100177926349275,-0.0,1.0,-0.771472475332938,-0.314363508923276,0.0
2019-04-05,-0.0,-0.6084470575543449,-0.0,1.0,-0.7727223690598198,-0.3158476724742435,0.0
2019-04-08,-0.0,-0.6070071418946235,-0.0,1.0,-0.774774289179356,-0.31327314378116156,0.0
2019-04-09,-0.0,-0.6018260893054918,-0.0,1.0,-0.7926470190983009,-0.3068424322645128,0.0
2019-04-10,-0.0,-0.6055080618980629,-0.0,1.0,-0.7888215561086462,-0.3110053024564441,0.0
2019-04-11,-0.0,-0.6020145677073461,-0.0,1.0,-0.8033359508272183,-0.3023746987625572,0.0
2019-04-12,-0.0,-0.6033950617283951,-0.0,1.0,-0.8023066926575698,-0.3016839939354559,0.0
2019-04-15,-0.0,-0.6039681680381117,-0.0,1.0,-0.8008336942399308,-0.30199761801645736,0.0
2019-04-16,-0.0,-0.606830430896731,-0.0,1.0,-0.7988245808845434,-0.30265688053516776,0.0
2019-04-17,-0.0,-0.6014477037358347,-0.0,1.0,-0.8164886406766795,-0.29311934067125733,0.0
2019-04-18,-0.0,-0.6141802789385141,-0.0,1.0,-0.8069680360340805,-0.2922342215227655,0.0
2019-04-22,-0.0,-0.6083474091429194,-0.0,1.0,-0.8144172614831362,-0.3015855718411159,0.0
2019-04-23,-0.0,-0.6150973446467309,-0.0,1.0,-0.8091276052393113,-0.3217453387154351,0.0
2019-04-24,-0.0,-0.6164967154989968,-0.0,1.0,-0.8121925074897617,-0.3198196960118737,0.0
2019-04-25,-0.0,-0.6290105667627282,-0.0,1.0,-0.8079319335803486,-0.30769864141622066,0.0
2019-04-26,-0.0,-0.6286068281938326,-0.0,1.0,-0.8002753303964757,-0.32439427312775326,0.0
2019-04-29,-0.0,-0.6353359618406904,-0.0,1.0,-0.8041578207284457,-0.3177093385535857,0.0
2019-04-30,-0.0,-0.6191383595691798,-0.0,1.0,-0.8159072079536039,-0.32662247997790667,0.0
2019-05-01,-0.0,-0.621898657236006,-0.0,1.0,-0.8156324252638558,-0.3253577941095209,0.0
2019-05-02,-0.0,-0.6205017564240864,-0.0,1.0,-0.8016208889995298,-0.34389953807429535,0.0
2019-05-03,-0.0,-0.62028712898675,-0.0,1.0,-0.8017758844845232,-0.34411219606649884,0.0
2019-05-06,-0.0,-0.6072790581993036,-0.0,1.0,-0.8029072016802078,-0.35331343613552196,0.0
2019-05-07,-0.0,-0.6093961586292663,-0.0,1.0,-0.8026253972640598,-0.35155451153793005,0.0
2019-05-08,-0.0,-0.583831828442438,-0.0,1.0,-0.8196670428893906,-0.41819977426636573,0.0
2019-05-09,-0.0,-0.5861522796696459,-0.0,1.0,-0.8186163593166649,-0.4236338952370178,0.0
2019-05-10,-0.0,-0.5843953994404725,-0.0,1.0,-0.8232684319100233,-0.4182326843191002,0.0
2019-05-13,-0.0,-0.5832555772330138,-0.0,1.0,-0.8255435858285973,-0.41866711906579585,0.0
2019-05-14,-0.0,-0.5424920843957522,-0.0,1.0,-0.840511081845947,-0.4189806382919107,0.0
2019-05-15,-0.0,-0.5447943246501976,-0.0,1.0,-0.8473207526007347,-0.41191150492106665,0.0
2019-05-16,-0.0,-0.5448275862068965,-0.0,1.0,-0.857874736101337,-0.41221674876847286,0.0
2019-05-17,-0.0,-0.539474426211019,-0.0,1.0,-0.8457677775898044,-0.4343596684148198,0.0
2019-05-20,-0.0,-0.53647476340694,-0.0,1.0,-0.8465806669671022,-0.43352861649391616,0.0
2019-05-21,-0.0,-0.548801345857283,-0.0,1.0,-0.8274779195289499,-0.4275620356091405,0.0
2019-05-22,-0.0,-0.5447108919766921,-0.0,1.0,-0.831493724787091,-0.4252017032720753,0.0
2019-05-23,-0.0,-0.5462340282447882,-0.0,1.0,-0.829662631696929,-0.4261656579242323,0.0
2019-05-24,-0.0,-0.5483148583585264,-0.0,1.0,-0.8314858358526481,-0.41943791288769455,0.0
2019-05-28,-0.0,-0.5464748523608274,-0.0,1.0,-0.8310895910884715,-0.42128243163816503,0.0
2019-05-29,-0.0,-0.5531718763093942,-0.0,1.0,-0.8305818598284869,-0.40962038045755467,0.0
2019-05-30,-0.0,-0.5547441170709869,-0.0,1.0,-0.8352779876325583,-0.4080136545510507,0.0
2019-05-31,-0.0,-0.5494782195115127,-0.0,1.0,-0.839297205047142,-0.4089751839521025,0.0
2019-06-03,-0.0,-0.5571730779936536,-0.0,1.0,-0.8401992985581472,-0.38612703891332184,0.0
2019-06-04,-0.0,-0.5541138799944313,-0.0,1.0,-0.8552972295698176,-0.37494083252123067,0.0
2019-06-05,-0.0,-0.5495075454520374,-0.0,1.0,-0.8812315501972576,-0.3281099125444864,0.0
2019-06-06,-0.0,-0.5537078403794711,-0.0,1.0,-0.8651995256611787,-0.33887647886158684,0.0
2019-06-07,-0.0,-0.5753371655980544,-0.0,1.0,-0.8512878620384702,-0.3370550519566659,0.0
2019-06-10,-0.0,-0.5826127664261718,-0.0,1.0,-0.8355179820454921,-0.335628132400727,0.0
2019-06-11,-0.0,-0.5818286750762635,-0.0,1.0,-0.8362876851622832,-0.3301453815923269,0.0
2019-06-12,-0.0,-0.582627817482133,-0.0,1.0,-0.8346893897746014,-0.33147333699835074,0.0
2019-06-13,-0.0,-0.6147460134801906,-0.0,1.0,-0.8194421612143131,-0.3056879829031728,0.0
2019-06-14,-0.0,-0.6134246575342466,-0.0,1.0,-0.824027397260274,-0.3023013698630137,0.0
2019-06-17,-0.0,-0.6200126141442949,-0.0,1.0,-0.8092522006197383,-0.3129404667233389,0.0
2019-06-18,-0.0,-0.6418989213163226,-0.0,1.0,-0.7965011224880908,-0.2993757871105514,0.0
2019-06-19,-0.0,-0.6205776370386548,-0.0,1.0,-0.7994922472155493,-0.30978379558855645,0.0
2019-06-20,-0.0,-0.6225368280084179,-0.0,1.0,-0.7987099948071825,-0.31181502637404684,0.0
2019-06-21,-0.0,-0.6260078165568888,-0.0,1.0,-0.7938998059526088,-0.3131542266801498,0.0
2019-06-24,-0.0,-0.6237287206337894,-0.0,1.0,-0.7856026755119384,-0.3319718194029442,0.0
2019-06-25,-0.0,-0.6383670321194425,-0.0,1.0,-0.7809762547518042,-0.3353534240537711,0.0
2019-06-26,-0.0,-0.6366117958474646,-0.0,1.0,-0.7586511153390134,-0.3620646869054513,0.0
2019-06-27,-0.0,-0.6320554221523005,-0.0,1.0,-0.7663878998647565,-0.36162402362617646,0.0
2019-06-28,-0.0,-0.6474637880707165,-0.0,1.0,-0.7491601035413339,-0.3571349892603403,0.0
2019-07-01,-0.0,-0.6489153504782381,-0.0,1.0,-0.7457757931585767,-0.3617244135725902,0.0
2019-07-02,-0.0,-0.6595480848718656,-0.0,1.0,-0.7338936346100855,-0.36213833011848995,0.0
2019-07-03,-0.0,-0.6549423893268648,-0.0,1.0,-0.7413859639450906,-0.3601631842990242,0.0
2019-07-05,-0.0,-0.642473340497644,-0.0,1.0,-0.7484500289327931,-0.3645807500482213,0.0
2019-07-08,-0.0,-0.6434947925276906,-0.0,1.0,-0.745495123160853,-0.3662588857662423,0.0
2019-07-09,-0.0,-0.6421235234187845,-0.0,1.0,-0.7456012335820691,-0.3658341823388496,0.0
2019-07-10,-0.0,-0.6057678924366006,-0.0,1.0,-0.7819224452300754,-0.3960415332795145,0.0
2019-07-11,-0.0,-0.6069738965881895,-0.0,1.0,-0.7798463850392385,-0.39605944231090334,0.0
2019-07-12,-0.0,-0.6181802991060239,-0.0,1.0,-0.7784276046453337,-0.3883643857743615,0.0
2019-07-15,-0.0,-0.6284186486938117,-0.0,1.0,-0.7794519021890493,-0.377179301509497,0.0
2019-07-16,-0.0,-0.6337737637286057,-0.0,1.0,-0.7778614038021966,-0.3758989797625021,0.0
2019-07-17,-0.0,-0.6258882966910948,-0.0,1.0,-0.771208083499889,-0.37883077948034644,0.0
2019-07-18,-0.0,-0.6264766235927015,-0.0,1.0,-0.772419721590594,-0.37413343685874334,0.0
2019-07-19,-0.0,-0.6301122972410924,-0.0,1.0,-0.771634548731457,-0.3710522667406072,0.0
2019-07-22,-0.0,-0.6032575631878768,-0.0,1.0,-0.7662186825949892,-0.3958298766661136,0.0
2019-07-23,-0.0,-0.6074515235457064,-0.0,1.0,-0.7637396121883657,-0.39889196675900274,0.0
2019-07-24,-0.0,-0.6082724389907626,-0.0,1.0,-0.7537846408382739,-0.3954501585550807,0.0
2019-07-25,-0.0,-0.6010988710603287,-0.0,1.0,-0.7447721619331383,-0.387666402427357,0.0
2019-07-26,-0.0,-0.5913955012011356,-0.0,1.0,-0.747952609740118,-0.3904782703647085,0.0
2019-07-29,-0.0,-0.583982080909066,-0.0,1.0,-0.7486683602392853,-0.39894561446638804,0.0
2019-07-30,-0.0,-0.5781113298337708,-0.0,1.0,-0.7499179790026247,-0.406003937007874,0.0
2019-07-31,-0.0,-0.5875225644111373,-0.0,1.0,-0.7450084787484273,-0.40257644548985283,0.0
2019-08-01,-0.0,-0.5946205308181619,-0.0,1.0,-0.7432276815091028,-0.40398113621408205,0.0
2019-08-02,-0.0,-0.5924647211946842,-0.0012604466365255516,1.0,-0.744978764214276,-0.4013974517057131,0.0
2019-08-05,-0.0,-0.5897611295044737,-0.0,1.0,-0.7499384354392973,-0.396530494979068,0.0
2019-08-06,-0.0,-0.588981103511665,-0.002162688221459274,1.0,-0.7139574491092427,-0.3982860695844935,0.0
2019-08-07,-0.0,-0.5718688939648292,-0.018603627156892424,1.0,-0.7577950848996889,-0.40372072543137844,0.0
2019-08-08,-0.0,-0.5740037428445619,-0.01887934830471158,1.0,-0.7568527080581241,-0.4023833113166006,0.0
2019-08-09,-0.0,-0.5822668595593146,-0.019085243712441576,1.0,-0.7818272868907189,-0.398926107277988,0.0
2019-08-12,-0.0,-0.5792618531487966,-0.02701350675337669,1.0,-0.7875326552164972,-0.38535934633983665,0.0
2019-08-13,-0.0,-0.5571278245458574,-0.026445502879929108,1.0,-0.7886021267168808,-0.3969594594594595,0.0
2019-08-14,-0.0,-0.5562569213732004,-0.02428017718715393,1.0,-0.7946290143964562,-0.3933831672203765,0.0
2019-08-15,-0.0,-0.5769335289961411,-0.02695798684711126,1.0,-0.7602315343225176,-0.3533887711288657,0.0
2019-08-16,-0.0,-0.5736729091353864,-0.02908319969557772,1.0,-0.7598325677475469,-0.355467369737164,0.0
2019-08-19,-0.0,-0.5715252952009533,-0.03268876611418048,1.0,-0.757745639692341,-0.3463059256851912,0.0
2019-08-20,-0.0,-0.5668264827883424,-0.04584388299305069,1.0,-0.7398319237192266,-0.34102785110165384,0.0
2019-08-21,-0.0,-0.5667517806746405,-0.07369977153608386,1.0,-0.7196613358419567,-0.32769789006853917,0.0
2019-08-22,-0.0,-0.5684357541899442,-0.07133648474430598,1.0,-0.7224967769660507,-0.32359260850880966,0.0
2019-08-23,-0.0,-0.5648043793270004,-0.07398164546771857,1.0,-0.7188858476895831,-0.32571244566092417,0.0
2019-08-26,-0.0,-0.5602377525454448,-0.07559038328269096,1.0,-0.7132309824617517,-0.3163281624820086,0.0
2019-08-27,-0.0,-0.5569828984813426,-0.07595946700710125,1.0,-0.7084762892630123,-0.31822654857841964,0.0
2019-08-28,-0.0,-0.5561140364874209,-0.07592681240359554,1.0,-0.7091378118185202,-0.3182277538428807,0.0
2019-08-29,-0.0,-0.5496635906709572,-0.07794590857112464,1.0,-0.711911283674175,-0.31986809563066776,0.0
2019-08-30,-0.0,-0.5393589097754328,-0.0805207200996898,1.0,-0.7197019911445768,-0.3117162022430204,0.0
2019-09-03,-0.0,-0.5468207479657557,-0.09244877945347081,1.0,-0.7071483474250576,-0.3040631874685255,0.0
2019-09-04,-0.0,-0.5403902671503085,-0.08914718419868145,1.0,-0.711350578516773,-0.3067859885090947,0.0
2019-09-05,-0.0,-0.5350622625580413,-0.07561207260447447,1.0,-0.7182091599831153,-0.3093341072182355,0.0
2019-09-06,-0.0,-0.5337022397891963,-0.07828722002635045,1.0,-0.7221343873517787,-0.30094861660079053,0.0
2019-09-09,-0.0,-0.5474813112502311,-0.08051351137174102,1.0,-0.7261800987928255,-0.2873444805452096,0.0
2019-09-10,-0.0,-0.5471155874288125,-0.09101455389158405,1.0,-0.7177019616114744,-0.280768825142375,0.0
2019-09-11,-0.0,-0.5414875945896064,-0.10259182113006565,1.0,-0.7200411316476389,-0.2725235320484088,0.0
2019-09-12,-0.0,-0.5359477124183006,-0.10462787265443811,1.0,-0.7207463630613535,-0.2741671937592241,0.0
2019-09-13,-0.0,-0.5394148292374888,-0.09845813818870705,1.0,-0.7155975372309635,-0.27769299584276164,0.0
