Date,IWF,IWM,MTUM,SPY,STRO,VLUE,VXX
2019-05-28,-0.0,-0.9882205513784461,-0.7361737677527151,-3.134085213032581,1.0,-2.495906432748538,0.0
2019-05-29,-0.0,-1.0186351045076807,-0.7526231847561488,-3.1596575169982373,1.0,-2.4631914715017205,0.0
2019-05-30,-0.0,-1.0094188882347994,-0.7551089058952148,-3.1631485997813473,1.0,-2.4820452443024137,0.0
2019-05-31,-0.0,-0.9977226720647774,-0.7722672064777328,-3.1829453441295548,1.0,-2.481528340080972,0.0
2019-06-03,-0.0,-1.008500252482747,-0.8403467429725635,-3.178673623969029,1.0,-2.388570947651911,0.0
2019-06-04,-0.0,-1.020958845990666,-0.8078913873568095,-3.185065761561307,1.0,-2.4714467543487486,0.0
2019-06-05,-0.0,-1.0004284857314252,-0.9157597052018167,-3.305853115091267,1.0,-2.3476733224783617,0.0
2019-06-06,-0.0,-1.0220166195493876,-0.8742396984494132,-3.2906707787201235,1.0,-2.379850938062195,0.0
2019-06-07,-0.0,-1.036453876433339,-0.8667636488105426,-3.281533458839637,1.0,-2.3724970049632037,0.0
2019-06-10,-0.0,-1.0432889344262295,-0.8474214480874317,-3.2659665300546448,1.0,-2.3815744535519126,0.0
2019-06-11,-0.0,-1.0406039409707413,-0.8574596946174188,-3.2645227330888,1.0,-2.3677386334556,0.0
2019-06-12,-0.0,-1.0392457981400904,-0.8555583994539715,-3.265165088303046,1.0,-2.3716406449961607,0.0
2019-06-13,-0.0,-1.0456328897987035,-0.862504264756056,-3.2606618901398843,1.0,-2.360798362333675,0.0
2019-06-14,-0.0,-1.0110135949062122,-0.9081053175012905,-3.3243847874720354,1.0,-2.360867320598864,0.0
2019-06-17,-0.0,-1.011355815554026,-0.9092395044735032,-3.3223503097040603,1.0,-2.3600309704060565,0.0
2019-06-18,-0.0,-1.005163066861716,-0.912744170037002,-3.3225195766285176,1.0,-2.3645985715515017,0.0
2019-06-19,-0.0,-0.9976833976833976,-0.9102531102531103,-3.322865722865723,1.0,-2.3492063492063493,0.0
2019-06-20,-0.0,-0.9968253968253968,-0.9026169026169026,-3.328185328185328,1.0,-2.3523809523809525,0.0
2019-06-21,-0.0,-1.0202185322205972,-0.8910780349307408,-3.3179041555536437,1.0,-2.374430009463994,0.0
2019-06-24,-0.0,-0.9988785369220152,-0.8819013112491374,-3.346445824706694,1.0,-2.3994133885438234,0.0
2019-06-25,-0.0,-0.9919799931010693,-0.8859089341152122,-3.3464987926871337,1.0,-2.399275612280097,0.0
2019-06-26,-0.0,-0.9956907696285443,-0.8668447815220203,-3.32457123157804,1.0,-2.4313539601827117,0.0
2019-06-27,-0.0,-1.0019825877079562,-0.876820963710025,-3.3261787776915783,1.0,-2.4150504266873543,0.0
2019-06-28,-0.0,-0.9318594006390879,-0.9037913464029709,-3.374298298644097,1.0,-2.4263753346575694,0.0
2019-07-01,-0.0,-0.9108082463555593,-0.919175364444061,-3.3919606659190893,1.0,-2.4039506598809623,0.0
2019-07-02,-0.0,-0.9124408092983212,-0.9065863108049935,-3.388377098579423,1.0,-2.4021523891519583,0.0
2019-07-03,-0.0,-0.92189787307328,-0.9008008266597778,-3.383363471971067,1.0,-2.4050632911392404,0.0
2019-07-05,-0.0,-0.9259932485068815,-0.8880810179174241,-3.4043971262875443,1.0,-2.4372890158400415,0.0
2019-07-08,-0.0,-0.9433518969718065,-0.8744343891402715,-3.424904281239123,1.0,-2.458927949878176,0.0
2019-07-09,-0.0,-0.9352342867078154,-0.8721203164391899,-3.426149700078241,1.0,-2.4598800312961835,0.0
2019-07-10,-0.0,-0.9355876216968011,-0.8725660639777468,-3.424895688456189,1.0,-2.4596662030598053,0.0
2019-07-11,-0.0,-0.9401286061870003,-0.870003475842892,-3.4200556134862703,1.0,-2.45950643030935,0.0
2019-07-12,-0.0,-0.9447437011294527,-0.8701129452649871,-3.41737619461338,1.0,-2.4558644656820157,0.0
2019-07-15,-0.0,-0.9407426687489154,-0.8795766094048239,-3.4255596043727228,1.0,-2.4300711435016487,0.0
2019-07-16,-0.0,-0.9479166666666667,-0.8775173611111111,-3.4256076388888888,1.0,-2.429513888888889,0.0
2019-07-17,-0.0,-0.952533842415828,-0.8748698368622008,-3.421641791044776,1.0,-2.4284970496355434,0.0
2019-07-18,-0.0,-0.9499393729430107,-0.8764940239043825,-3.416940931924476,1.0,-2.417633812575784,0.0
2019-07-19,-0.0,-0.9512765036780615,-0.8728688879273042,-3.418866291648637,1.0,-2.411250540891389,0.0
2019-07-22,-0.0,-0.947650774422428,-0.863372847624816,-3.4142078394046895,1.0,-2.427619624470018,0.0
2019-07-23,-0.0,-0.9507657696634074,-0.8608635459029159,-3.4123042312018685,1.0,-2.428831011508177,0.0
2019-07-24,-0.0,-0.95240979492948,-0.8888985030717313,-3.4046032707450027,1.0,-2.406852989530155,0.0
2019-07-25,-0.0,-0.9106232172184285,-0.9139942950989713,-3.434177543435042,1.0,-2.384994381536866,0.0
2019-07-26,-0.0,-0.8843925637699956,-0.9250324254215305,-3.4474708171206223,1.0,-2.38988326848249,0.0
2019-07-29,-0.0,-0.8564013840830451,-0.9278546712802768,-3.4480103806228377,1.0,-2.4182525951557095,0.0
2019-07-30,-0.0,-0.8396807495445476,-0.9332003123102282,-3.4629131604060035,1.0,-2.4394898932940055,0.0
2019-07-31,-0.0,-0.8536606523247745,-0.9310374739764052,-3.4573213046495495,1.0,-2.4325121443442055,0.0
2019-08-01,-0.0,-0.8745894554883319,-0.8952463267070009,-3.4627484874675885,1.0,-2.4105445116681072,0.0
2019-08-02,-0.0,-0.8430322914867898,-0.9462096356415127,-3.4651182869970643,1.0,-2.3797271628388876,0.0
2019-08-05,-0.0,-0.8357155157568452,-0.9370587222317892,-3.4667642500430516,1.0,-2.370759428276218,0.0
2019-08-06,-0.0,-0.8228757623861642,-0.9037513576739912,-3.3219984961149636,1.0,-2.3062912524020387,0.0
2019-08-07,-0.0,-0.8460061764460396,-0.8593606543694182,-3.3091561639262164,1.0,-2.3320257073700024,0.0
2019-08-08,-0.0,-0.8465069693681663,-0.8600283782655872,-3.308238043568984,1.0,-2.3317753109089394,0.0
2019-08-09,-0.0,-0.8040725105537622,-0.8356924095687442,-3.277046602102475,1.0,-2.3606489529012498,0.0
2019-08-12,-0.0,-0.7894476096110974,-0.8526133267277682,-3.2842044422425896,1.0,-2.330691107257865,0.0
2019-08-13,-0.0,-0.7791567354319059,-0.8394016602284868,-3.2826497904167007,1.0,-2.317744719322758,0.0
2019-08-14,-0.0,-0.8278606965174129,-0.8475124378109452,-3.28150912106136,1.0,-2.3349087893864016,0.0
2019-08-15,-0.0,-0.856774609312067,-0.8510552601901079,-3.1760109553729663,1.0,-2.1715804736587723,0.0
2019-08-16,-0.0,-0.8579943616592832,-0.8509867096254531,-3.1739025372533227,1.0,-2.171888844140153,0.0
2019-08-19,-0.0,-0.8090814447024905,-0.8654600784816209,-3.186594057820133,1.0,-2.147273164090654,0.0
2019-08-20,-0.0,-0.8132429198244915,-0.8713203031511768,-3.1737534902273636,1.0,-2.1193458316713207,0.0
2019-08-21,-0.0,-0.813271727873815,-0.8704692105472795,-3.172150083645344,1.0,-2.1104118537401417,0.0
2019-08-22,-0.0,-0.8164662791623537,-0.8676646229795365,-3.182657854924755,1.0,-2.0956286328529337,0.0
2019-08-23,-0.0,-0.8188769414575866,-0.8686579052170451,-3.1848665870171247,1.0,-2.0925527678215854,0.0
2019-08-26,-0.0,-0.7653205531112507,-0.8687932118164676,-3.1749685732243873,1.0,-2.047690131992457,0.0
2019-08-27,-0.0,-0.758001255098839,-0.8558205208660181,-3.168810793850015,1.0,-2.061656730467524,0.0
2019-08-28,-0.0,-0.6934561626429478,-0.9307496823379924,-3.251826556543837,1.0,-2.065517789072427,0.0
2019-08-29,-0.0,-0.6693128057092455,-0.9789912597225564,-3.313767941624569,1.0,-2.0565311522732737,0.0
2019-08-30,-0.0,-0.6345565749235474,-1.0086109769837437,-3.356510542411074,1.0,-2.0480444229840655,0.0
