Date,GLNG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7140105078809107,-1.5400467016929362,-0.26549912434325745,-1.1803269118505546,-1.1378283712784587,0.0
2018-09-25,1.0,-0.7170538111357535,-1.537235905217696,-0.27039803898680986,-1.1778919108205907,-1.1337107505544533,0.0
2018-09-26,1.0,-0.7173456285747637,-1.5376444496323103,-0.27109840084043424,-1.1776584568693824,-1.1324851173106105,0.0
2018-09-27,1.0,-0.7190068091101197,-1.5564099553885888,-0.2697229396571965,-1.1850199577365579,-1.1398215543554824,0.0
2018-09-28,1.0,-0.7182933270731849,-1.5563119901402664,-0.2703797171195492,-1.1844591818768706,-1.1395034919889664,0.0
2018-10-01,1.0,-0.7184597295708407,-1.5610229276895944,-0.2718400940623163,-1.1857142857142857,-1.1418577307466198,0.0
2018-10-02,1.0,-0.7242090378836977,-1.5371472338419845,-0.28233076061980794,-1.1957226182760856,-1.152300712896954,0.0
2018-10-03,1.0,-0.7233178312827456,-1.528580679343027,-0.2813916524401013,-1.1974451050803556,-1.1561193854123744,0.0
2018-10-04,1.0,-0.7274064485761356,-1.5202988938573783,-0.2825370675453048,-1.2022828900917863,-1.1512120498940928,0.0
2018-10-05,1.0,-0.7092260859384146,-1.5122936424306288,-0.26279124224329703,-1.2095187917105725,-1.1603442219880575,0.0
2018-10-08,1.0,-0.7062262496346098,-1.5078047354574684,-0.2555977784273604,-1.2161940952937738,-1.1604209295527623,0.0
2018-10-09,1.0,-0.7069177241097012,-1.508625226594936,-0.25659318168528156,-1.2159522834921936,-1.1595813110344424,0.0
2018-10-10,1.0,-0.7072543403285205,-1.507686911790495,-0.25702928625708776,-1.216168819781376,-1.1574209387969838,0.0
2018-10-11,1.0,-0.6234783588818756,-1.497520288548242,-0.15036068530207394,-1.1925721370604148,-1.1717200180342653,0.0
2018-10-12,1.0,-0.6280335425112455,-1.4862553451435552,-0.13861276170378187,-1.163547509301938,-1.1369467429333036,0.0
2018-10-15,1.0,-0.6137999778491527,-1.5041532838631078,-0.11839627865765866,-1.1628087274338244,-1.138553549673275,0.0
2018-10-16,1.0,-0.6107691454555537,-1.5228747296622858,-0.10624965341318694,-1.165141684689181,-1.1402983419286865,0.0
2018-10-17,1.0,-0.5863774733637747,-1.471787345075016,-0.08931289410741465,-1.1506849315068493,-1.137801696020874,0.0
2018-10-18,1.0,-0.584988842322974,-1.4695477058727482,-0.0916018069994013,-1.1565884722146627,-1.140042453600392,0.0
2018-10-19,1.0,-0.5651187904967603,-1.456155507559395,-0.07003239740820734,-1.1647948164146869,-1.1433585313174945,0.0
2018-10-22,1.0,-0.5664328116567728,-1.4510523475445225,-0.06724230976794388,-1.1667566109012413,-1.1451160280626012,0.0
2018-10-23,1.0,-0.5663788451160281,-1.4511602806260118,-0.06708041014570966,-1.1668645439827308,-1.145169994603346,0.0
2018-10-24,1.0,-0.5659065178715834,-1.4488651679335813,-0.05892500943447087,-1.169281362876705,-1.1481481481481481,0.0
2018-10-25,1.0,-0.5131319422817399,-1.3753244056887781,-0.04313298037994394,-1.1633447524135783,-1.0955050347762898,0.0
2018-10-26,1.0,-0.49481998153656787,-1.3572161247307415,-0.019745614934865117,-1.1724279413273158,-1.0844702020720074,0.0
2018-10-29,1.0,-0.4671984455693614,-1.3805287109474869,-0.0,-1.1651582553561384,-1.1003732678836222,0.0
2018-10-30,1.0,-0.4620259634059082,-1.380098129408157,-0.0,-1.1648267402637227,-1.1039047326995808,0.0
2018-10-31,1.0,-0.4630981346309813,-1.3549270072992698,-0.0,-1.1571877534468775,-1.0937246553122464,0.0
2018-11-01,1.0,-0.44908180300500833,-1.3632316487074416,-0.0,-1.1544999241159508,-1.0921232356958566,0.0
2018-11-02,1.0,-0.44993175959156856,-1.3600566142647728,-0.0,-1.1539200323510084,-1.0909366627912855,0.0
2018-11-05,1.0,-0.4442366026289181,-1.3777047522750252,-0.0,-1.1554095045500505,-1.0782608695652174,0.0
2018-11-06,1.0,-0.4443039894827325,-1.3771047176012539,-0.0,-1.1558881529048894,-1.0790817616423116,0.0
2018-11-07,1.0,-0.44359648236126553,-1.3768321035075306,-0.0,-1.1551096735065198,-1.0785403820883452,0.0
2018-11-08,1.0,-0.393945489288947,-1.3899728452177411,-0.0,-1.1472895504374936,-1.097405209695263,0.0
2018-11-09,1.0,-0.3949393832687761,-1.3903113838724284,-0.0,-1.147240806881634,-1.097942552442276,0.0
2018-11-12,1.0,-0.39209011264080096,-1.3724155193992489,-0.0,-1.1494367959949936,-1.0923153942428034,0.0
2018-11-13,1.0,-0.3562010508575394,-1.3666104887478934,-0.0,-1.1490036680876377,-1.0851095469416079,0.0
2018-11-14,1.0,-0.355284147557328,-1.377916251246261,-0.0,-1.1574277168494516,-1.0944167497507478,0.0
2018-11-15,1.0,-0.35304953945730644,-1.3779437391087876,-0.0,-1.1579785909882998,-1.0898680607418472,0.0
2018-11-16,1.0,-0.34776134220192595,-1.3645388662761837,-0.0,-1.1555643800258115,-1.0958999305072967,0.0
2018-11-19,1.0,-0.350441775042192,-1.363744663953142,-0.0,-1.1541745259604885,-1.0954035540553955,0.0
2018-11-20,1.0,-0.2843597214677268,-1.3548817225542,-0.0,-1.1658353498938219,-1.1334386883302878,0.0
2018-11-21,1.0,-0.27866408230207246,-1.3662839819094479,-0.0,-1.1759355896824213,-1.1490482580388648,0.0
2018-11-23,1.0,-0.2802503128911139,-1.3922903629536922,-0.0,-1.1782227784730914,-1.1554943679599499,0.0
2018-11-26,1.0,-0.2833417211877202,-1.391897332662305,-0.0,-1.1905385002516358,-1.1669350780070458,0.0
2018-11-27,1.0,-0.2725042555321918,-1.3913087013117051,-0.0,-1.1830880144187443,-1.1596074897366575,0.0
2018-11-28,1.0,-0.27872062663185376,-1.377184173528821,-0.0,-1.1962743522795742,-1.168909419562161,0.0
2018-11-29,1.0,-0.25479003276084583,-1.3588801747245112,-0.0,-1.184949865978358,-1.1650948079023131,0.0
2018-11-30,1.0,-0.25591216216216217,-1.3614368044515104,-0.0,-1.1891891891891893,-1.1616653418124008,0.0
2018-12-03,1.0,-0.2514919435050726,-1.3659240103441417,-0.0,-1.1921623234533518,-1.1635667396061269,0.0
2018-12-04,1.0,-0.24487669329628345,-1.3667444052994593,-0.0,-1.1890537388974347,-1.1613655535156058,0.0
2018-12-06,1.0,-0.22365311339410604,-1.284329330053538,-0.0,-1.190131674142671,-1.125162783967588,0.0
2018-12-07,1.0,-0.20965470351124277,-1.296974406294012,-0.0,-1.203486960322471,-1.146326064785586,0.0
2018-12-10,1.0,-0.16567250336732728,-1.308495285741774,-0.0,-1.209543967673658,-1.1267558206657686,0.0
2018-12-11,1.0,-0.17917850435787547,-1.305195743246497,-0.0,-1.2147156546443878,-1.116242114893822,0.0
2018-12-12,1.0,-0.1799971108007897,-1.3049549766456399,-0.0,-1.2147156546443878,-1.1157124283719362,0.0
2018-12-13,1.0,-0.17935018050541518,-1.2985318892900122,-0.0,-1.2224789410348977,-1.1131167268351385,0.0
