Date,IWF,IWM,MIRM,MTUM,SPY,VLUE,VXX
2020-06-25,-1.736113607765594,-1.4271076757145427,1.0,-1.7547186769728562,-1.743753370483552,-1.3262628078374978,0.0
2020-06-26,-1.735513430958584,-1.4252088761117598,1.0,-1.7538406252807475,-1.7432396011140057,-1.326026412721229,0.0
2020-06-29,-1.7295772124686493,-1.4183984235041203,1.0,-1.7501791472590469,-1.7374596918667145,-1.3218380508778216,0.0
2020-06-30,-1.7385761738037526,-1.4120657150552114,1.0,-1.760750516204327,-1.7432444564143998,-1.3229194721249662,0.0
2020-07-01,-1.7366343738787227,-1.4112845353426624,1.0,-1.7574452816648727,-1.7435414424111948,-1.321313240043057,0.0
2020-07-02,-1.7360114777618365,-1.411316355810617,1.0,-1.7569045911047345,-1.7426470588235297,-1.3201219512195121,0.0
2020-07-06,-1.735209752599498,-1.4112585155969881,1.0,-1.755736823234134,-1.7418429544639653,-1.3197382574399426,0.0
2020-07-07,-1.7316133655827288,-1.4141359849502824,1.0,-1.7516796560064498,-1.7409298575651708,-1.3198960852817343,0.0
2020-07-08,-1.7301288936627282,-1.4135338345864663,1.0,-1.750358037952023,-1.7389008234872896,-1.3180272108843536,0.0
2020-07-09,-1.729299077969743,-1.4144660281084953,1.0,-1.7496195506221466,-1.7390564855429236,-1.3192194073941454,0.0
2020-07-10,-1.7305180280934063,-1.4129909635859355,1.0,-1.7504697145924666,-1.7379439921266888,-1.3151113894604993,0.0
2020-07-13,-1.7371674281107232,-1.4133297500671862,1.0,-1.7550837588461885,-1.7409298575651708,-1.3116545731434202,0.0
2020-07-14,-1.7329753914988815,-1.4114541387024608,1.0,-1.7509619686800895,-1.7405816554809843,-1.312572706935123,0.0
2020-07-15,-1.733738928156035,-1.4086964301690974,1.0,-1.752169634069965,-1.7403596671736603,-1.311890489397871,0.0
2020-07-16,-1.7349785407725322,-1.4021816881258942,1.0,-1.7527718168812592,-1.7407904148783977,-1.3106223175965666,0.0
2020-07-17,-1.736818548026139,-1.4033658580252437,1.0,-1.755348670665115,-1.7426371855697789,-1.3135798048518486,0.0
2020-07-20,-1.747413870648556,-1.4118017450751101,1.0,-1.7637851938472608,-1.7506521543581899,-1.3214896105064315,0.0
2020-07-21,-1.745276228180673,-1.41407234119129,1.0,-1.7626417131545797,-1.7513946373942773,-1.3242756883210365,0.0
2020-07-22,-1.7452091767881244,-1.413945119208277,1.0,-1.7623931623931626,-1.7511470985155198,-1.3241565452091768,0.0
2020-07-23,-1.7509025270758123,-1.4218411552346573,1.0,-1.7680505415162455,-1.7560469314079423,-1.3284296028880866,0.0
2020-07-24,-1.7483497603761642,-1.4314133285107153,1.0,-1.766163305904693,-1.7590198028754862,-1.3375531241522742,0.0
2020-07-27,-1.7490057845263918,-1.430766449746927,1.0,-1.7652747650036154,-1.7594902386117137,-1.3337852494577007,0.0
2020-07-28,-1.7541474027740005,-1.4331429607469859,1.0,-1.7684706735563411,-1.767654791043423,-1.3419454265252468,0.0
2020-07-29,-1.7606261945936108,-1.4385182488395376,1.0,-1.7734595430963866,-1.7745517429689635,-1.3544188586511332,0.0
2020-07-30,-1.7576308139534886,-1.432594476744186,1.0,-1.7709847383720931,-1.7718023255813953,-1.3512899709302326,0.0
2020-07-31,-1.7584734211721944,-1.4352567014993187,1.0,-1.7709223080417993,-1.7714675147660157,-1.350658791458428,0.0
2020-08-03,-1.7594545454545454,-1.4355454545454545,1.0,-1.7712727272727273,-1.7725454545454544,-1.352090909090909,0.0
2020-08-04,-1.757358284883721,-1.4327761627906976,1.0,-1.768986191860465,-1.7722565406976747,-1.3529251453488373,0.0
2020-08-05,-1.75733624057418,-1.4332697374398111,1.0,-1.7687835014081947,-1.7718724448078496,-1.353956573089852,0.0
2020-08-06,-1.7583605961468556,-1.430934205743366,1.0,-1.770537986186841,-1.7725372591784805,-1.3551435841512178,0.0
2020-08-07,-1.7644699662747243,-1.438063986874487,1.0,-1.7751344453559383,-1.7773220308084952,-1.3599489563394402,0.0
2020-08-10,-1.7661187214611873,-1.4434703196347032,1.0,-1.7779908675799088,-1.7817351598173516,-1.3631050228310502,0.0
2020-08-11,-1.7664960701882653,-1.446353500274173,1.0,-1.777371595686346,-1.783129226832389,-1.3658380552001461,0.0
2020-08-12,-1.759161349134002,-1.444211485870556,1.0,-1.7692798541476755,-1.7783044667274384,-1.3648131267092067,0.0
2020-08-13,-1.75330115654312,-1.4496858209634822,1.0,-1.7590383389490938,-1.7756124214552407,-1.3690010017302612,0.0
2020-08-14,-1.753096539162113,-1.4498178506375228,1.0,-1.7588342440801459,-1.7758652094717668,-1.3699453551912568,0.0
2020-08-17,-1.721588356841254,-1.4305992273829844,1.0,-1.728595813493846,-1.7443176713682507,-1.3588177162878445,0.0
2020-08-18,-1.7199820386169733,-1.4291872474180511,1.0,-1.726448136506511,-1.744229905702739,-1.3609339919173777,0.0
2020-08-19,-1.720629213483146,-1.4324494382022472,1.0,-1.7262921348314606,-1.744449438202247,-1.3648539325842697,0.0
2020-08-20,-1.7202300709984724,-1.432551451424463,1.0,-1.7258021029927206,-1.7440460141996945,-1.364608609688146,0.0
2020-08-21,-1.7159274555575508,-1.4334710001795654,1.0,-1.7201472436703178,-1.7417848805889746,-1.3669420003591308,0.0
2020-08-24,-1.7152347607505163,-1.4344196067869648,1.0,-1.7188257473740909,-1.7414489631026124,-1.3675374809228835,0.0
2020-08-25,-1.7152347607505163,-1.4375617200825925,1.0,-1.7204416913546996,-1.7398330191220037,-1.3643953676272556,0.0
2020-08-26,-1.7155683246543365,-1.4373316573891184,1.0,-1.7212246363799604,-1.7401687915245105,-1.36388938768181,0.0
2020-08-27,-1.712605494702819,-1.4404740527922426,1.0,-1.7191596336864787,-1.739450529718082,-1.366493086730113,0.0
2020-08-28,-1.7108639095720821,-1.440118417511438,1.0,-1.7172333363236747,-1.7374181394097068,-1.3653000807392124,0.0
2020-08-31,-1.710788270110304,-1.4388844049861,1.0,-1.7176038023495652,-1.7368845843422114,-1.3637341942426688,0.0
2020-09-01,-1.7174323473882946,-1.4398094039377864,1.0,-1.7269621504989663,-1.741616470376697,-1.3645599208846535,0.0
2020-09-02,-1.7238327463198773,-1.4444143411902828,1.0,-1.7355730154429694,-1.7511966043529306,-1.3759595412264065,0.0
2020-09-03,-1.7367465504720407,-1.4540668119099491,1.0,-1.7493645606390704,-1.76062091503268,-1.3769063180827887,0.0
2020-09-04,-1.706960035922766,-1.4419398293668613,1.0,-1.7187247418051188,-1.743242029636282,-1.3698248765154917,0.0
2020-09-08,-1.707729685953388,-1.4464141096013676,1.0,-1.7197876361018627,-1.7467830468820298,-1.377755781517142,0.0
2020-09-09,-1.6901760972557434,-1.4411370340573881,1.0,-1.6996513810673104,-1.7342451059265218,-1.373737373737374,0.0
2020-09-10,-1.684135345058477,-1.4414784394250513,1.0,-1.6919917864476386,-1.7325238817962683,-1.3777341308811715,0.0
2020-09-11,-1.6807239657631956,-1.4413338088445078,1.0,-1.6895506419400856,-1.7289586305278175,-1.375178316690442,0.0
2020-09-14,-1.6807239657631956,-1.4420470756062767,1.0,-1.6894614835948645,-1.7284236804564908,-1.3752674750356633,0.0
2020-09-15,-1.6806026029595293,-1.441255125690854,1.0,-1.6888037083259049,-1.7297200927081475,-1.37386343376716,0.0
2020-09-16,-1.6818303451966818,-1.4386763000624385,1.0,-1.689055392025689,-1.7316920881277318,-1.3785567745963785,0.0
2020-09-17,-1.6800142691518773,-1.4401141532150186,1.0,-1.6872380272897531,-1.7304022117185411,-1.3804512619281193,0.0
2020-09-18,-1.676821663994299,-1.437377516479601,1.0,-1.6857295563869588,-1.7282202030999465,-1.3797434526990915,0.0
2020-09-21,-1.677327394209354,-1.4371492204899776,1.0,-1.6856124721603563,-1.7289086859688194,-1.3796881959910914,0.0
2020-09-22,-1.6816399286987522,-1.4314616755793228,1.0,-1.6918894830659537,-1.7295008912655971,-1.3780748663101605,0.0
2020-09-23,-1.6788958147818345,-1.4287622439893144,1.0,-1.691006233303651,-1.727426536064114,-1.378539626001781,0.0
2020-09-24,-1.6692962240737457,-1.4182769012586423,1.0,-1.6808190037227442,-1.7205282751285234,-1.3746676121255097,0.0
2020-09-25,-1.6618361756649287,-1.4159229477776794,1.0,-1.6725280551382875,-1.7134399575859325,-1.3724485287620394,0.0
2020-09-28,-1.6592775766139716,-1.4152609732403074,1.0,-1.668639053254438,-1.7130619093879715,-1.375430539609644,0.0
2020-09-29,-1.6601324503311259,-1.4120971302428256,1.0,-1.6690507726269315,-1.71364238410596,-1.3750993377483445,0.0
2020-09-30,-1.661747813024653,-1.4130069806485817,1.0,-1.671202615534152,-1.7149421224706194,-1.3753644958911373,0.0
2020-10-01,-1.6569967375011023,-1.4132792522705229,1.0,-1.6658143020897629,-1.709902125033066,-1.3714839961202718,0.0
2020-10-02,-1.657702142668195,-1.4123974958116567,1.0,-1.6662551803191958,-1.7106957058460452,-1.3705140640155191,0.0
2020-10-05,-1.655418502202643,-1.41215859030837,1.0,-1.663612334801762,-1.7096035242290748,-1.3697797356828194,0.0
2020-10-06,-1.6544014084507042,-1.4072183098591549,1.0,-1.6604753521126758,-1.7096830985915492,-1.371038732394366,0.0
2020-10-07,-1.6493586364435073,-1.4065190651906518,1.0,-1.655947988051309,-1.7045334739061675,-1.3694429801440873,0.0
2020-10-08,-1.646821569487067,-1.401315212626041,1.0,-1.6540113985094258,-1.7013590530469092,-1.3646646207803594,0.0
2020-10-09,-1.645435430173471,-1.3992465393376554,1.0,-1.6524443665673734,-1.6997546872262133,-1.364289469073068,0.0
2020-10-12,-1.6438584194848431,-1.3998598212721218,1.0,-1.6507797441738217,-1.6989661818818995,-1.3677063255650954,0.0
2020-10-13,-1.6405606657906262,-1.4028033289531319,1.0,-1.6493210687691633,-1.698028909329829,-1.3697766097240474,0.0
2020-10-14,-1.6410862899693386,-1.4022777047744195,1.0,-1.6503723171265878,-1.6977660972404731,-1.3688129653964083,0.0
2020-10-15,-1.6398423817863397,-1.4012259194395797,1.0,-1.6493870402802102,-1.6968476357267952,-1.3691768826619966,0.0
2020-10-16,-1.6399088598720533,-1.4047848567172025,1.0,-1.6485846989746735,-1.6977477872228552,-1.3723600035053893,0.0
2020-10-19,-1.6392710067466925,-1.4046263033382986,1.0,-1.6472443704547446,-1.6975378953824587,-1.3732585647945328,0.0
2020-10-20,-1.636968317871521,-1.402678102573079,1.0,-1.6449326098372135,-1.6956065114650796,-1.3717836513215473,0.0
2020-10-21,-1.6397020157756355,-1.4042944785276075,1.0,-1.6489921121822964,-1.6980718667835233,-1.3731814198071868,0.0
2020-10-22,-1.6382904186372393,-1.4031354002452268,1.0,-1.6470485198808897,-1.6967069539323876,-1.3728323699421965,0.0
2020-10-23,-1.6384413309982486,-1.4022767075306481,1.0,-1.6472854640980736,-1.6965849387040282,-1.3719789842381789,0.0
2020-10-26,-1.6375733169920337,-1.40155825965158,1.0,-1.646415127374595,-1.6957891972336514,-1.3729318042545742,0.0
2020-10-27,-1.634862385321101,-1.3969418960244648,1.0,-1.6453473132372216,-1.692966360856269,-1.3673219746614242,0.0
2020-10-28,-1.6370389791994409,-1.396871176367768,1.0,-1.646390491172872,-1.6936724348890053,-1.3656703373536097,0.0
