Date,IWF,IWM,MTUM,SPY,TMDX,VLUE,VXX
2020-03-06,-0.0,-1.9272055278804434,-2.922304354812791,-1.6642294713160855,1.0,-0.5209705929615941,0.0
2020-03-09,-0.0,-1.9032180402856915,-2.9619613193162664,-1.6610223898563519,1.0,-0.498836369472755,0.0
2020-03-10,-0.4122738513601458,-1.1058831185734739,-2.2640895483535077,-1.3589092802290772,1.0,-0.3667187296628921,0.0
2020-03-11,-0.25336627547869056,-1.2775169857937,-2.2108709079678817,-1.1899938233477456,1.0,-0.2449660284126004,0.0
2020-03-12,-0.3000174428745857,-1.0621547764404908,-2.0473864759579046,-1.1719867434153148,1.0,-0.23274608988894704,0.0
2020-03-13,-0.5025888678681668,-0.7615254406053968,-1.605695509309967,-0.9889475256397491,1.0,-0.11983471074380166,0.0
2020-03-16,-0.3508627019089574,-0.9325440528634361,-1.4657213656387666,-0.839665932452276,1.0,-0.0,0.0
2020-03-17,-0.47382631472899456,-0.6593189603062664,-0.9385452347370542,-0.7712673786016522,1.0,-0.18686278460608502,0.0
2020-03-18,-0.49182405363420817,-0.6551794620227291,-0.9630447224266209,-0.7782274548278963,1.0,-0.19969748998446568,0.0
2020-03-19,-0.6087066565426476,-0.43934025141314437,-0.9949801737956636,-0.862313338395343,1.0,-0.3129587446216148,0.0
2020-03-20,-0.608521408985446,-0.439907192575406,-0.9954018139632989,-0.8628559375659143,1.0,-0.31183294663573086,0.0
2020-03-23,-0.6039369095676058,-0.49461067876316117,-0.9198468517208374,-0.8452702983894461,1.0,-0.2980148986641142,0.0
2020-03-24,-0.6231120331950207,-0.5147302904564315,-0.8748132780082988,-0.8310373443983403,1.0,-0.30572614107883817,0.0
2020-03-25,-0.6495750258161888,-0.5208118198427198,-0.7086345222019222,-0.8433950274048773,1.0,-0.24930494876479467,0.0
2020-03-26,-0.6868210862619808,-0.5278753993610223,-0.6827875399361022,-0.8495607028753993,1.0,-0.24656549520766774,0.0
2020-03-27,-0.696052579794561,-0.5126923531032311,-0.6396158841355426,-0.8646149002322012,1.0,-0.2226376480774529,0.0
2020-03-30,-0.6971675845790716,-0.5113296616837137,-0.6400078678206137,-0.8708497246262786,1.0,-0.21451612903225808,0.0
2020-03-31,-0.6815461053949377,-0.5235319431947106,-0.6333868002034349,-0.8572434568287626,1.0,-0.21650170181135323,0.0
2020-04-01,-0.689095671892716,-0.5460765531532236,-0.6044493099268874,-0.8619853774875865,1.0,-0.20815576494506785,0.0
2020-04-02,-0.7119088978961591,-0.4818374831113685,-0.5934761629029145,-0.8797915460335842,1.0,-0.19324454738467478,0.0
2020-04-03,-0.7111831192377425,-0.4826601859352698,-0.5931798017204798,-0.8779076495775952,1.0,-0.1926860317092929,0.0
2020-04-06,-0.7117162224618704,-0.47323216761670006,-0.5912032044369127,-0.879255892774611,1.0,-0.19611770143275306,0.0
2020-04-07,-0.6837494360054145,-0.4316814558580238,-0.5719281094901489,-0.8892314633779516,1.0,-0.1833734396149797,0.0
2020-04-08,-0.6875766871165645,-0.44513036809815953,-0.5537960122699387,-0.915414110429448,1.0,-0.23243865030674848,0.0
2020-04-09,-0.6881372888529762,-0.45257608988418174,-0.5531571049290084,-0.9193120166224171,1.0,-0.23463773134787794,0.0
2020-04-13,-0.7089167564240653,-0.4003308201261732,-0.5698569010617017,-0.9246422526542544,1.0,-0.2429989229112171,0.0
2020-04-14,-0.7068514241724404,-0.40673595073133184,-0.5653579676674366,-0.9253271747498076,1.0,-0.24480369515011552,0.0
2020-04-15,-0.6707120362547047,-0.4325985098701897,-0.5352561640679008,-0.9312543206083417,1.0,-0.2706813119287196,0.0
2020-04-16,-0.7272656795100396,-0.38347933948368096,-0.5813241336537716,-0.9573222730444221,1.0,-0.22687805256221413,0.0
2020-04-17,-0.7209017021929152,-0.35059806778101515,-0.5897868425088176,-0.9436819506210704,1.0,-0.2288376015948474,0.0
2020-04-20,-0.7159912624284424,-0.31884603796324196,-0.5675278698403133,-0.9290825549864418,1.0,-0.23470924977402835,0.0
2020-04-21,-0.7168944613878535,-0.32410858842576906,-0.5702398433675967,-0.9228510109567379,1.0,-0.23107044692947779,0.0
2020-04-22,-0.7029258996300586,-0.3396360375172826,-0.5497552408355443,-0.9273196068906243,1.0,-0.21714435185531183,0.0
2020-04-23,-0.7096024877299465,-0.3355812820801019,-0.5533700498295306,-0.9326739350342813,1.0,-0.2153909557528755,0.0
2020-04-24,-0.7121438162017006,-0.33175443831120394,-0.5433015067880053,-0.9242503356705952,1.0,-0.2182231836491123,0.0
2020-04-27,-0.7298013739545998,-0.34445937873357224,-0.5159796893667861,-0.9193921744324969,1.0,-0.2239396654719235,0.0
2020-04-28,-0.7523923444976076,-0.3087993421052632,-0.5242972488038278,-0.9353319377990431,1.0,-0.21725478468899523,0.0
2020-04-29,-0.7398428731762066,-0.32495323606434723,-0.5117471006359895,-0.9315750093527873,1.0,-0.232996632996633,0.0
2020-04-30,-0.7330860534124629,-0.29432492581602376,-0.5134272997032641,-0.9351261127596439,1.0,-0.23327151335311572,0.0
2020-05-01,-0.7472970971563981,-0.2877665876777251,-0.5062944312796209,-0.9387588862559242,1.0,-0.22252665876777253,0.0
2020-05-04,-0.7545848616205402,-0.2858730688007114,-0.500796561816902,-0.9456855989033381,1.0,-0.21796154273646773,0.0
2020-05-05,-0.7546694337385116,-0.28739252890601835,-0.49899940705603313,-0.945486214052772,1.0,-0.21935220871627628,0.0
2020-05-06,-0.7522300773587,-0.2880408631602324,-0.48939556575489507,-0.9441462782692377,1.0,-0.2275234111855498,0.0
2020-05-07,-0.7494732172562938,-0.2857195667442978,-0.49280987763853473,-0.9388192673098963,1.0,-0.22993604672655357,0.0
2020-05-08,-0.7509592817494319,-0.28350035390977163,-0.516000447043922,-0.947062548895429,1.0,-0.22780613195246435,0.0
2020-05-11,-0.7393387815750372,-0.28042347696879644,-0.5100668647845468,-0.9443907875185736,1.0,-0.24045319465081721,0.0
2020-05-12,-0.7200920245398774,-0.2689161554192229,-0.4995617879053463,-0.9160093485246861,1.0,-0.24715162138475025,0.0
2020-05-13,-0.7190323520839406,-0.26486447099970856,-0.492713494607986,-0.9199941707956865,1.0,-0.24664820751967356,0.0
2020-05-14,-0.7224833315116407,-0.2595183444456589,-0.4870841986373739,-0.9258206725689511,1.0,-0.24847888658141146,0.0
2020-05-15,-0.7388358709113426,-0.2638231223136883,-0.4914766518540103,-0.9248561229693306,1.0,-0.22346470459678006,0.0
2020-05-18,-0.7452532805512793,-0.2416611685360311,-0.4773110475771571,-0.9354152921340076,1.0,-0.2657796349241258,0.0
2020-05-19,-0.7408190518584465,-0.27783960234438754,-0.45845389123822244,-0.9512204169448772,1.0,-0.2811039394613844,0.0
2020-05-20,-0.7410926365795724,-0.2747550475059382,-0.4579127078384798,-0.9564652612826603,1.0,-0.28121288598574823,0.0
2020-05-21,-0.7462043876907086,-0.27057426036601206,-0.4605590407958721,-0.9581647425665392,1.0,-0.2765878466164297,0.0
2020-05-22,-0.7518351529604651,-0.261616425084771,-0.4668927227335395,-0.9665014718485673,1.0,-0.27931586988113427,0.0
2020-05-26,-0.754683884451743,-0.2654698813167127,-0.47077703963573936,-0.967791296558931,1.0,-0.27349406583563485,0.0
2020-05-27,-0.7633573535451592,-0.26068774969196873,-0.48930291602882425,-0.9672553485419856,1.0,-0.25310831497591757,0.0
2020-05-28,-0.8440738899300112,-0.23715913871572267,-0.5489731135503118,-1.0205377289937663,1.0,-0.1737866676865415,0.0
2020-05-29,-0.8406023637056805,-0.2419367136866184,-0.5439954250857797,-1.0111322912695389,1.0,-0.17476172321768968,0.0
2020-06-01,-0.8393996104342513,-0.25222472596723067,-0.5280525531833632,-1.017377687812703,1.0,-0.18221746935034183,0.0
2020-06-02,-0.8355047619047619,-0.24887619047619047,-0.5287619047619048,-1.0156190476190476,1.0,-0.18076190476190476,0.0
2020-06-03,-0.8341714285714286,-0.2499047619047619,-0.5292571428571429,-1.0150857142857141,1.0,-0.18114285714285713,0.0
2020-06-04,-0.8335620092994892,-0.25283939324643645,-0.5230581599207257,-1.0171125848006708,1.0,-0.18469395533196128,0.0
2020-06-05,-0.8251769541060964,-0.24644189055483673,-0.514004109901819,-1.016287388690159,1.0,-0.20359235862698835,0.0
2020-06-08,-0.8260787138848867,-0.2543413968302116,-0.5062940775005689,-1.0059528323348754,1.0,-0.19898384772882385,0.0
2020-06-09,-0.8300057045065601,-0.2573873359954364,-0.5074729035938391,-1.0086328199277428,1.0,-0.19950560943145082,0.0
2020-06-10,-0.8229345544743369,-0.26456783056668576,-0.49639381797366916,-1.0177447052089295,1.0,-0.21438656744896012,0.0
2020-06-11,-0.8211614774114775,-0.27052808302808307,-0.4945054945054945,-1.0148427960927962,1.0,-0.2145909645909646,0.0
2020-06-12,-0.8208786658133495,-0.22949215073598617,-0.5336746602416896,-0.9951436208259611,1.0,-0.18548356736814367,0.0
2020-06-15,-0.8251489778984687,-0.23157577129063894,-0.5305876140906691,-0.9985667949008071,1.0,-0.18567549219280383,0.0
2020-06-16,-0.8220854290218452,-0.222655956760003,-0.5350949628406275,-0.9925681255161025,1.0,-0.18110502214548457,0.0
2020-06-17,-0.8209436651413996,-0.22166379116345358,-0.536531392993774,-0.991786062560948,1.0,-0.17973145300427573,0.0
2020-06-18,-0.8240171068427371,-0.21728691476590634,-0.5400285114045618,-0.9927971188475389,1.0,-0.17733343337334934,0.0
2020-06-19,-0.8260559414304487,-0.21926037169138354,-0.5406420123897128,-0.9933546085977099,1.0,-0.17518302984794445,0.0
2020-06-22,-0.826230616152893,-0.21942702662110913,-0.5470281230052941,-0.9895242743964254,1.0,-0.17253031952840459,0.0
2020-06-23,-0.8229463883465986,-0.214822045352155,-0.5463658206937979,-0.9906142063372879,1.0,-0.17956900435500825,0.0
2020-06-24,-0.8220587131166004,-0.21371724603949246,-0.5468879044973346,-0.9904647496058263,1.0,-0.18090697499812297,0.0
2020-06-25,-0.820388895133191,-0.2055749128919861,-0.5543066951406842,-0.9906335468884643,1.0,-0.1756397287475179,0.0
2020-06-26,-0.8208317721993255,-0.20464593480704382,-0.5545522667665792,-0.9911202697639564,1.0,-0.17560884226301984,0.0
2020-06-29,-0.8098518132400031,-0.20273289150346266,-0.5485144091146028,-0.9823888599300021,1.0,-0.1797974532727679,0.0
2020-06-30,-0.8107554893933755,-0.2,-0.5496836620766654,-0.9817640491254186,1.0,-0.17945664309639003,0.0
2020-07-01,-0.8120189461219657,-0.20000740082889285,-0.5365600947306098,-0.9757992895204263,1.0,-0.17599171107164002,0.0
2020-07-02,-0.7929409144893111,-0.22324079572446556,-0.5295056413301662,-0.9688613420427553,1.0,-0.19681561757719715,0.0
2020-07-06,-0.7944119944938428,-0.22110197551992264,-0.5353993824175007,-0.9722087875292981,1.0,-0.19721715837642773,0.0
2020-07-07,-0.7851368389824223,-0.23054958095379366,-0.5318178446933175,-0.9674404806052065,1.0,-0.19346584587999702,0.0
2020-07-08,-0.7847214500166797,-0.2331072315504652,-0.5310055969457727,-0.9652692835168094,1.0,-0.19248304236628488,0.0
2020-07-09,-0.7827294954434318,-0.23608950137067494,-0.5280432688745647,-0.9629917759502111,1.0,-0.19467289027191226,0.0
2020-07-10,-0.7936331667592079,-0.23949657597630944,-0.5312233944105127,-0.9599111604664076,1.0,-0.17741995187858597,0.0
2020-07-13,-0.8154171772307006,-0.23842412090156326,-0.5382273216739074,-0.9662842077902789,1.0,-0.1548401470424418,0.0
2020-07-14,-0.7956394161126175,-0.23362923894068266,-0.52423578353081,-0.9846970991345689,1.0,-0.17609478884225382,0.0
2020-07-15,-0.8042233623317719,-0.23057476392296825,-0.5215257639973232,-0.9858725555803407,1.0,-0.17555208565692615,0.0
2020-07-16,-0.7999107242495257,-0.24063534575754192,-0.517129784622252,-0.9828516162630658,1.0,-0.1792582673064762,0.0
2020-07-17,-0.8012355327304529,-0.24148710505749693,-0.5182166648059247,-0.9816902980908787,1.0,-0.17885452718544154,0.0
2020-07-20,-0.8050894959082247,-0.2457307275512873,-0.5280445424311497,-0.9779156234819326,1.0,-0.18000074735622731,0.0
2020-07-21,-0.7941132526520245,-0.2485806066039145,-0.5252129090094129,-0.9807634842372629,1.0,-0.18657552666965485,0.0
2020-07-22,-0.7836687450995033,-0.2556472389202106,-0.5185752156218497,-0.9839450397640294,1.0,-0.19187544337826232,0.0
2020-07-23,-0.7847913263032823,-0.2686395366107233,-0.5134783900193078,-0.9734887865735928,1.0,-0.17269419278182088,0.0
2020-07-24,-0.7721931872938211,-0.2743615404573928,-0.5087290114533527,-0.9707920975573594,1.0,-0.1805107676340858,0.0
2020-07-27,-0.7732187824026071,-0.27569989631165753,-0.5075174048289143,-0.9706339801510887,1.0,-0.17608502444082358,0.0
2020-07-28,-0.7744121458989076,-0.2695426772819848,-0.5027217182003332,-0.9741899648213292,1.0,-0.18211442325495278,0.0
2020-07-29,-0.7741635687732341,-0.2639405204460966,-0.5055762081784386,-0.9736431226765798,1.0,-0.20014869888475834,0.0
2020-07-30,-0.7748066051770306,-0.2656947337102053,-0.5056530794406426,-0.974337994644451,1.0,-0.19863879797679262,0.0
2020-07-31,-0.7735308347910231,-0.2697532472365924,-0.5053407272321263,-0.9735754959246715,1.0,-0.19959804979716403,0.0
2020-08-03,-0.7623194878666072,-0.27739318147982733,-0.5094908441268424,-0.968028881941343,1.0,-0.2047417001637636,0.0
2020-08-04,-0.7621724240619416,-0.27855122096486,-0.5091200119118523,-0.9662745681953543,1.0,-0.20629839189994043,0.0
2020-08-05,-0.7647036912876672,-0.277796401832607,-0.5098893731143145,-0.9673334078295527,1.0,-0.20512533988900064,0.0
2020-08-06,-0.7654105778503077,-0.2675246643424078,-0.5098657369631333,-0.9589793042059194,1.0,-0.20714338698909573,0.0
2020-08-07,-0.7707930367504835,-0.2753310519267966,-0.5121261717006397,-0.9546942419282844,1.0,-0.20674006844219608,0.0
2020-08-10,-0.7786836423200059,-0.26986076986076984,-0.5160821979003797,-0.9551783188146823,1.0,-0.2029260665624302,0.0
2020-08-11,-0.7788905435591958,-0.2708488458674609,-0.5163440059568131,-0.954132539091586,1.0,-0.2027922561429635,0.0
2020-08-12,-0.7770584514640771,-0.2705659113740373,-0.511887487442795,-0.956059083975146,1.0,-0.20508241247163003,0.0
2020-08-13,-0.7716026450702133,-0.27862396909131437,-0.497956757559997,-0.9537112712682964,1.0,-0.21305446169849174,0.0
2020-08-14,-0.7792957117331746,-0.2816780821917808,-0.5044297200714711,-0.9543254913639071,1.0,-0.202724836212031,0.0
2020-08-17,-0.7800819061801936,-0.2859270290394639,-0.503723008190618,-0.9516008935219658,1.0,-0.2016753536857781,0.0
2020-08-18,-0.7778563716912995,-0.2819701425859052,-0.4994601839097576,-0.9538364171103085,1.0,-0.2097464725810655,0.0
2020-08-19,-0.775032558139535,-0.28889302325581395,-0.49008372093023256,-0.9470511627906978,1.0,-0.21986976744186046,0.0
2020-08-20,-0.7748474929325992,-0.29221841987799435,-0.4890641273619997,-0.945432227347121,1.0,-0.21815950007439366,0.0
2020-08-21,-0.7723991665426403,-0.29223098675398124,-0.4903631492781664,-0.9464578062211638,1.0,-0.21934067569578808,0.0
2020-08-24,-0.769116389725289,-0.2977212743020705,-0.48206386379688476,-0.9439054310248688,1.0,-0.2245269692576484,0.0
2020-08-25,-0.7675202905533113,-0.2870325760664122,-0.48404551013601155,-0.9414075529036802,1.0,-0.22599414446132748,0.0
2020-08-26,-0.7679590777670694,-0.28697457187337827,-0.4854325746904885,-0.9417673660019275,1.0,-0.2246274742382682,0.0
2020-08-27,-0.7514987787728518,-0.2981644585892976,-0.4754274295018873,-0.9389386425875212,1.0,-0.23665901857745542,0.0
2020-08-28,-0.7517024426350852,-0.29615099925980753,-0.4758327165062916,-0.9394892672094746,1.0,-0.23782383419689118,0.0
2020-08-31,-0.7531184069289706,-0.2950734722582078,-0.4791427619646889,-0.9396676166857904,1.0,-0.23437095162305213,0.0
2020-09-01,-0.7526905580827693,-0.2963127334590776,-0.4783091090646843,-0.9364251636525018,1.0,-0.23462406154073742,0.0
2020-09-02,-0.7405684754521964,-0.2927279438907346,-0.4761904761904763,-0.9332225913621263,1.0,-0.24868955334071616,0.0
2020-09-03,-0.7399741745065486,-0.2963659841357683,-0.47880464858882127,-0.9290167865707433,1.0,-0.24515771997786384,0.0
2020-09-04,-0.70984380144127,-0.29597249149504334,-0.44803745838972825,-0.9368621282510883,1.0,-0.26732999231810367,0.0
2020-09-08,-0.7110184067039924,-0.29692245764262454,-0.45127529549529766,-0.9342042668423172,1.0,-0.26600065868920847,0.0
2020-09-09,-0.687773562882988,-0.31394076451707026,-0.41107382550335564,-0.9388313393638751,1.0,-0.29588561423985993,0.0
2020-09-10,-0.6788663731946011,-0.31698621166369556,-0.39644195437843344,-0.9381889620547895,1.0,-0.3075999563429985,0.0
2020-09-11,-0.6768604946791122,-0.3220135836995605,-0.39777721279918643,-0.9314277412559474,1.0,-0.3039625177060255,0.0
2020-09-14,-0.6781341955171286,-0.3226286918298398,-0.3984088349620373,-0.9308315472081956,1.0,-0.30282994877756386,0.0
2020-09-15,-0.6761599192472691,-0.3089512960092288,-0.3891632719276109,-0.9252676736724467,1.0,-0.3054904646887054,0.0
2020-09-16,-0.6722389991371871,-0.31614897900488925,-0.38988352027610007,-0.9154083980442911,1.0,-0.30140926085706066,0.0
2020-09-17,-0.671277926720286,-0.30902591599642537,-0.3865951742627346,-0.9061662198391421,1.0,-0.3015907059874888,0.0
2020-09-18,-0.6719848663311562,-0.30488631902059465,-0.38987043580683156,-0.9048077952671593,1.0,-0.29767641075061574,0.0
2020-09-21,-0.6739681067389676,-0.30316435375120404,-0.38496664407263387,-0.9064963790089543,1.0,-0.29888337911597873,0.0
2020-09-22,-0.6634095334246773,-0.3361217278430807,-0.37722650897814963,-0.9196293358332733,1.0,-0.30925939280305764,0.0
2020-09-23,-0.6600144092219019,-0.3368155619596542,-0.37737752161383287,-0.9172190201729107,1.0,-0.31087896253602304,0.0
2020-09-24,-0.6420843531623568,-0.3306374374800468,-0.3643361356461282,-0.8988329608740379,1.0,-0.3113404987407329,0.0
2020-09-25,-0.6345080867292888,-0.3362525602090543,-0.3545094992584222,-0.8867857899569179,1.0,-0.3192668973797585,0.0
2020-09-28,-0.6305526223160858,-0.33143259415698695,-0.34547694473776835,-0.8843717001055965,1.0,-0.3280535022879268,0.0
2020-09-29,-0.6314808301090398,-0.327330284910306,-0.34470629616602183,-0.8848751319029196,1.0,-0.32901864227928246,0.0
2020-09-30,-0.6338564627049903,-0.32555104919767236,-0.34512431669899485,-0.8904955034385469,1.0,-0.3316875330629518,0.0
2020-10-01,-0.633905594528854,-0.32463778333979626,-0.34399125744703357,-0.8898367821764727,1.0,-0.3328515528607185,0.0
2020-10-02,-0.6311247314100532,-0.3221318116171757,-0.34287928422980735,-0.8900982775018494,1.0,-0.3362922258621297,0.0
2020-10-05,-0.6231129253615794,-0.3285357356511947,-0.33413097793574276,-0.8906288489284583,1.0,-0.3426118168701834,0.0
2020-10-06,-0.6257161938908221,-0.322928749692432,-0.33407149636191075,-0.8915251854195226,1.0,-0.3408204154803332,0.0
2020-10-07,-0.6239988759308698,-0.3247505971617255,-0.3324083181115639,-0.8902627511591963,1.0,-0.3412603625122945,0.0
2020-10-08,-0.622842710818016,-0.32289181984004495,-0.3297320050512137,-0.8911182825873438,1.0,-0.3411673916093728,0.0
2020-10-09,-0.6274964023726791,-0.32164543189077255,-0.3322452704362781,-0.8896493629567231,1.0,-0.338843845424871,0.0
2020-10-12,-0.6177142254857183,-0.31872957875136143,-0.3323964445069037,-0.8888030074131328,1.0,-0.3557249762850016,0.0
2020-10-13,-0.6086163345495369,-0.32370895312938536,-0.33209374122930113,-0.8852441762559641,1.0,-0.3586163345495369,0.0
2020-10-14,-0.6087780898876405,-0.3224719101123596,-0.33110955056179775,-0.8897120786516854,1.0,-0.35916432584269664,0.0
2020-10-15,-0.6063743901154832,-0.3206851767348801,-0.33195268349187407,-0.8879567552388641,1.0,-0.363122608726175,0.0
2020-10-16,-0.5981038028512671,-0.3189375718916658,-0.33288019798529056,-0.8785248701592945,1.0,-0.3572100805186657,0.0
2020-10-19,-0.5953658536585366,-0.3190940766550523,-0.33801393728223,-0.8786411149825785,1.0,-0.353205574912892,0.0
2020-10-20,-0.591360856269113,-0.3188768418126216,-0.33128301362246315,-0.8744787322768973,1.0,-0.3591187100361412,0.0
2020-10-21,-0.5747685978745286,-0.3051079876585533,-0.33321906067877954,-0.8533767569420637,1.0,-0.3617072334590333,0.0
2020-10-22,-0.5733296842393348,-0.3019055112722794,-0.32780267524203754,-0.852040641784407,1.0,-0.36594711094386095,0.0
2020-10-23,-0.5744913660454779,-0.3009061378013336,-0.3268934860659942,-0.8522482475636861,1.0,-0.3648144982048213,0.0
2020-10-26,-0.575665321201341,-0.30310597249777654,-0.32691386741465417,-0.8536635424505713,1.0,-0.361325853458302,0.0
2020-10-27,-0.5733538041624019,-0.30201296485841006,-0.3241896963493688,-0.8537359263050153,1.0,-0.35851245308768337,0.0
2020-10-28,-0.5801946388936315,-0.3023049342666894,-0.32805190370496845,-0.8555233054464743,1.0,-0.348608502646406,0.0
