Date,IWF,IWM,MTUM,PS,SPY,VLUE,VXX
2019-01-14,-0.4506335466064484,-1.5740183163969388,-0.0,1.0,-2.120436582611968,-1.127650232091331,0.0
2019-01-15,-0.4477892756349953,-1.561241768579492,-0.0,1.0,-2.1258701787394165,-1.1366572593289432,0.0
2019-01-16,-0.41855217800062683,-1.5645252272015042,-0.0,1.0,-2.1121278596051396,-1.1723597618301473,0.0
2019-01-17,-0.42894736842105263,-1.55,-0.0,1.0,-2.11265664160401,-1.1740601503759398,0.0
2019-01-18,-0.4315736802601952,-1.5428446334751065,-0.0,1.0,-2.110645484113085,-1.1696897673254942,0.0
2019-01-22,-0.43341223371122467,-1.5618537436152986,-0.0,1.0,-2.1027158340600476,-1.1309953905568706,0.0
2019-01-23,-0.40873286609191833,-1.555541772622961,-0.012776778515164672,1.0,-2.1177200272902064,-1.1074861998387395,0.0
2019-01-24,-0.40895559414537336,-1.5540188538824116,-0.014698585958819153,1.0,-2.1170925328702555,-1.1071694368643017,0.0
2019-01-25,-0.40493306891422903,-1.5483391175012395,-0.026276648487853247,1.0,-2.1219013386217154,-1.095872583044125,0.0
2019-01-28,-0.3788731523285299,-1.5256973220359948,-0.058197785886573074,1.0,-2.1323520316655324,-1.089554084977426,0.0
2019-01-29,-0.3621404268481287,-1.536034642746675,-0.05134549953603465,1.0,-2.134364367460563,-1.1023816888339004,0.0
2019-01-30,-0.36399628827714203,-1.5357871945561399,-0.05233529229817507,1.0,-2.1325703680791834,-1.1015156201670275,0.0
2019-01-31,-0.2662256615077384,-1.5907388916625065,-0.008924113829256116,1.0,-2.144595606590115,-1.2301547678482276,0.0
2019-02-01,-0.2628457264156833,-1.593057376537429,-0.004682524817381532,1.0,-2.1529624773677964,-1.2298183180370854,0.0
2019-02-04,-0.26278329275145157,-1.5926827745520384,-0.0058063307735531,1.0,-2.151339202097771,-1.2308172566647937,0.0
2019-02-05,-0.25021834061135373,-1.5822832189644416,-0.01883967560823456,1.0,-2.148596381784155,-1.2384279475982534,0.0
2019-02-06,-0.2414545908183633,-1.5844560878243514,-0.025324351297405193,1.0,-2.1442115768463075,-1.2421407185628743,0.0
2019-02-07,-0.2464599837814235,-1.5854906119393675,-0.02289314453246834,1.0,-2.1462790842742185,-1.2367912170170294,0.0
2019-02-08,-0.22082607613834287,-1.599091813884051,-0.0692958447374969,1.0,-2.14313262005474,-1.1881064941527744,0.0
2019-02-11,-0.2217453505007153,-1.598681346022268,-0.07034894569882441,1.0,-2.1415064999688997,-1.1877215898488525,0.0
2019-02-12,-0.22962041070317363,-1.575357809583074,-0.07548226509023023,1.0,-2.1492221530802738,-1.1931549471064093,0.0
2019-02-13,-0.2183665881769736,-1.5705167926632793,-0.09982649646796381,1.0,-2.1342173751394227,-1.1736274631304995,0.0
2019-02-14,-0.21610064452156666,-1.573314328210213,-0.11254338125929597,1.0,-2.1372087258304413,-1.1582176499752106,0.0
2019-02-15,-0.21570329942942199,-1.568531381791119,-0.11107665591664599,1.0,-2.1440089307864056,-1.1625527164475318,0.0
2019-02-19,-0.29190336475435424,-1.5094575191959547,-0.0947000436981085,1.0,-2.1743554528996816,-1.1721081216055935,0.0
2019-02-20,-0.3012575861853219,-1.5082900581868235,-0.09466307952199211,1.0,-2.1874491647375334,-1.1649252330601263,0.0
2019-02-21,-0.3016141141141141,-1.5077577577577577,-0.09515765765765764,1.0,-2.1869994994994992,-1.1647897897897899,0.0
2019-02-22,-0.2943051822216665,-1.506782521722823,-0.11027067575170343,1.0,-2.183471900981434,-1.156341814090142,0.0
2019-02-25,-0.2785459550772696,-1.4974034912094099,-0.11537258336983046,1.0,-2.1938935118563476,-1.171432146655822,0.0
2019-02-26,-0.27700969659055363,-1.4979668439161715,-0.11854863934939007,1.0,-2.1932436659368157,-1.1690334688770723,0.0
2019-02-27,-0.2822170610758898,-1.4722867365513779,-0.1246626074948214,1.0,-2.212729897683761,-1.1851735609817338,0.0
2019-02-28,-0.285472018089316,-1.4823817599397024,-0.11965328811004335,1.0,-2.220212298222474,-1.1732303247283464,0.0
2019-03-01,-0.2654811451633245,-1.4848656829360576,-0.15651406230293857,1.0,-2.244545339891537,-1.1544961533610796,0.0
2019-03-04,-0.26367656348704993,-1.4939355653821857,-0.1487681617182565,1.0,-2.2586228679722047,-1.1521162349968415,0.0
2019-03-05,-0.2588495575221239,-1.4972187104930466,-0.14683944374209862,1.0,-2.2650442477876105,-1.1530973451327433,0.0
2019-03-06,-0.23942313828090103,-1.5229404632761152,-0.12877289260417332,1.0,-2.2954501946270183,-1.1945632059217663,0.0
2019-03-07,-0.24280254777070065,-1.5043312101910828,-0.1315923566878981,1.0,-2.307707006369427,-1.1829936305732485,0.0
2019-03-08,-0.230475705927245,-1.5036250317985247,-0.1399771050623251,1.0,-2.3083820910709747,-1.1772449758331214,0.0
2019-03-11,-0.23066649707453574,-1.5034342406512338,-0.1402314932587128,1.0,-2.30806410582549,-1.1772449758331214,0.0
2019-03-12,-0.1962438931539877,-1.4749064145676036,-0.17759025442548063,1.0,-2.3140029185965356,-1.182031596979887,0.0
2019-03-13,-0.19783008692341855,-1.4797284436266736,-0.1752426876467229,1.0,-2.309498128291352,-1.1824122834845505,0.0
2019-03-14,-0.1965768621236133,-1.4828526148969887,-0.1774960380348653,1.0,-2.3028843106180665,-1.1792709984152139,0.0
2019-03-15,-0.19793383191786032,-1.4814298390163518,-0.17904677398909874,1.0,-2.3007985803016857,-1.1787298770439854,0.0
2019-03-18,-0.200228035725597,-1.4841958573509848,-0.17767783619433708,1.0,-2.298853487046304,-1.1733704947108379,0.0
2019-03-19,-0.19999999999999998,-1.4807850585628362,-0.1825261158594492,1.0,-2.296612852168408,-1.1710667932890155,0.0
2019-03-20,-0.20639054757972303,-1.4583280396391818,-0.1891754541989582,1.0,-2.305933172405031,-1.1925422436793292,0.0
2019-03-21,-0.2500634840020315,-1.4441340782122905,-0.186135093956323,1.0,-2.333735398679533,-1.1343321482986288,0.0
2019-03-22,-0.2323551732861118,-1.4388439160131543,-0.20591955476853022,1.0,-2.340500885403491,-1.1066911206678471,0.0
2019-03-25,-0.1961689648717789,-1.2712297997129844,-0.3503462906345542,1.0,-2.332002246209522,-1.0897235914394459,0.0
2019-03-26,-0.1972156324135348,-1.2645773504807092,-0.34842052690722936,1.0,-2.333811961543264,-1.098951179922587,0.0
