Date,CDLX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-13,1.0,-0.9096885813148788,-3.3189158016147635,-0.0,-3.4046136101499425,-2.90080738177624,0.0
2018-11-14,1.0,-0.9096573208722741,-3.3202953732548752,-0.0,-3.4059074650974965,-2.9021576093227184,0.0
2018-11-15,1.0,-1.1290521385430792,-3.4675212621718234,-0.0,-3.559225933686676,-3.1699741156169114,0.0
2018-11-16,1.0,-1.1116038433111604,-3.4327420546932736,-0.0,-3.565779748706578,-3.2080561714708056,0.0
2018-11-19,1.0,-1.090841307319498,-3.470982975021747,-0.0,-3.6182428234124515,-3.2468000497079657,0.0
2018-11-20,1.0,-0.909035409035409,-3.4067155067155066,-0.0,-3.5970695970695967,-3.297191697191697,0.0
2018-11-21,1.0,-0.9464717254712421,-3.386297728371194,-0.0,-3.5913484775253743,-3.1590140164330593,0.0
2018-11-23,1.0,-0.9299963728690606,-3.3930600894692295,-0.0,-3.603433683955991,-3.163946318462096,0.0
2018-11-26,1.0,-0.9257963320463322,-3.396356177606178,-0.0,-3.591457528957529,-3.152147683397683,0.0
2018-11-27,1.0,-0.8758373205741626,-3.4088516746411486,-0.0,-3.5592105263157894,-3.1178229665071773,0.0
2018-11-28,1.0,-0.8738620028749401,-3.4296837565884046,-0.0,-3.5570196454240537,-3.118351701006229,0.0
2018-11-29,1.0,-0.7192095047641454,-3.37477943771321,-0.0,-3.5339371838607225,-3.1353958357840255,0.0
2018-11-30,1.0,-0.7162511759172154,-3.3748824082784568,-0.0,-3.5348071495766695,-3.1331138287864535,0.0
2018-12-03,1.0,-0.7066980023501763,-3.3782608695652177,-0.0,-3.5345475910693303,-3.1313748531139836,0.0
2018-12-04,1.0,-0.6666666666666666,-3.3965133965133965,-0.0,-3.516087516087516,-3.1207441207441207,0.0
2018-12-06,1.0,-0.6504908522980812,-3.0795403837572515,-0.0,-3.4744533690316826,-2.951360999553771,0.0
2018-12-07,1.0,-0.6588222172652242,-3.0777381217934416,-0.0,-3.4734552754851657,-2.943229979924158,0.0
2018-12-10,1.0,-0.5389052127543803,-3.07356622048101,-0.0,-3.4329089128305585,-2.8370878223963434,0.0
2018-12-11,1.0,-0.5489065390055489,-3.0694157327820695,-0.0,-3.4335763246654336,-2.8283103035578283,0.0
2018-12-12,1.0,-0.5504786771105309,-3.0687554395126195,-0.0,-3.432550043516101,-2.827241079199304,0.0
2018-12-13,1.0,-0.5486394183100143,-3.0829569240938635,-0.0,-3.5219786272997684,-2.8633909882119637,0.0
2018-12-14,1.0,-0.5695042508556918,-3.032792315336204,-0.0,-3.5655294247543337,-2.8733576239372867,0.0
2018-12-17,1.0,-0.476552881925014,-3.095803021824287,-0.0,-3.5796306659205372,-3.039955232232792,0.0
2018-12-18,1.0,-0.4230096237970254,-3.0197944006999125,-0.0,-3.5057961504811903,-2.987423447069117,0.0
2018-12-19,1.0,-0.40866228070175437,-3.031578947368421,-0.0,-3.5243421052631576,-3.0002192982456135,0.0
2018-12-20,1.0,-0.39769048132959206,-2.9585581696524925,-0.0,-3.493956399740988,-2.9419382689402114,0.0
2018-12-21,1.0,-0.3747072599531616,-2.944326165637641,-0.0,-3.475090483287205,-2.85096870342772,0.0
2018-12-24,1.0,-0.29499266708569033,-2.850408548082967,-0.0,-3.4327467001885603,-2.8974439555834905,0.0
2018-12-26,1.0,-0.2982638527913505,-2.918390685102402,-0.0,-3.336209585195966,-2.843226946668053,0.0
2018-12-27,1.0,-0.10302158273381296,-2.740623501199041,-0.0,-2.974772182254197,-2.7739088729016785,0.0
2018-12-28,1.0,-0.09734852110653777,-2.7447114004020294,-0.0,-2.9667847228869535,-2.763281324782234,0.0
2018-12-31,1.0,-0.10448773868372589,-2.7524474168847535,-0.0,-3.0203547542890377,-2.8153533003780167,0.0
2019-01-02,1.0,-0.09186732424330335,-2.7495406633787836,-0.0,-3.0128614253940627,-2.8159752441736776,0.0
2019-01-03,1.0,-0.11350463678516229,-2.740533230293663,-0.0,-3.025985316846986,-2.7800425038639873,0.0
2019-01-04,1.0,-0.0,-2.794275835574337,-0.0,-2.984825201690357,-2.8252016903572796,0.0
2019-01-07,1.0,-0.0,-2.6695887344959432,-0.0,-2.933880443905623,-2.7222792129068356,0.0
2019-01-08,1.0,-0.0,-2.631134613600519,-0.0,-2.941460246776139,-2.7047035903145007,0.0
2019-01-09,1.0,-0.0,-2.5940420020353407,-0.0,-2.9365343695068926,-2.720973263021556,0.0
2019-01-10,1.0,-0.0,-2.58540415704388,-0.0,-2.93810623556582,-2.714364896073903,0.0
2019-01-11,1.0,-0.0,-2.5909679807514343,-0.0,-2.9442902091430687,-2.71885989265223,0.0
2019-01-14,1.0,-0.0,-2.5927887742774836,-0.0,-2.9497258619087443,-2.750209088374686,0.0
2019-01-15,1.0,-0.0,-2.630819545979223,-0.0,-3.096479415159677,-2.891881492881878,0.0
2019-01-16,1.0,-0.0,-2.6395595904964266,-0.0,-3.1239134633957892,-2.894630094649411,0.0
2019-01-17,1.0,-0.0,-2.693399921660791,-0.0,-3.1646102624363492,-2.9343909126517818,0.0
2019-01-18,1.0,-0.0,-2.696781812813699,-0.0,-3.190630843420923,-2.9541383722074595,0.0
2019-01-22,1.0,-0.0,-2.7244667256463186,-0.0,-3.1874569940037354,-2.9180182836921262,0.0
2019-01-23,1.0,-0.0,-2.6963345681419377,-0.0,-3.1719633456814194,-2.880093585494248,0.0
2019-01-24,1.0,-0.0,-2.6961395983622536,-0.0,-3.172353285240787,-2.8799961006044064,0.0
2019-01-25,1.0,-0.0,-2.6910862152946904,-0.0,-3.1828543594739407,-2.867998051631758,0.0
2019-01-28,1.0,-0.0,-2.6706784431718917,-0.0,-3.180238765408134,-2.854896632048918,0.0
2019-01-29,1.0,-0.0,-2.6666986933128363,-0.0,-3.117697924673328,-2.8235972328977708,0.0
2019-01-30,1.0,-0.0,-2.6048417132216017,-0.0,-3.006052141527002,-2.7000931098696466,0.0
2019-01-31,1.0,-0.0,-2.6705982260803927,-0.0,-2.9575391583317607,-2.8076995659558404,0.0
2019-02-01,1.0,-0.0,-2.6526513374002816,-0.0,-2.955044580009385,-2.777569216330361,0.0
2019-02-04,1.0,-0.0,-2.633934410912828,-0.0,-2.943193497150332,-2.76604690273755,0.0
2019-02-05,1.0,-0.0,-2.6202868268591515,-0.0,-2.9901225187577167,-2.8871687719631494,0.0
2019-02-06,1.0,-0.0,-2.624444234225712,-0.0,-2.96897171506953,-2.8664270173115125,0.0
2019-02-07,1.0,-0.0,-2.6241839341470334,-0.0,-2.9665058189043423,-2.8709433248178633,0.0
2019-02-08,1.0,-0.0,-2.640106494247409,-0.0,-2.997622896263193,-2.8705904725682228,0.0
2019-02-11,1.0,-0.0,-2.584602288848955,-0.0,-2.9885557552255744,-2.884990069043791,0.0
2019-02-12,1.0,-0.0,-2.6017279027817337,-0.0,-3.007025538782873,-2.8852178866419824,0.0
2019-02-13,1.0,-0.0,-2.6267181321784974,-0.0,-2.957446808510638,-2.830257955187347,0.0
2019-02-14,1.0,-0.0,-2.59606656580938,-0.0,-3.002269288956127,-2.8570347957639934,0.0
2019-02-15,1.0,-0.0,-2.648564705882353,-0.0,-2.9522823529411766,-2.8110117647058823,0.0
2019-02-19,1.0,-0.0,-2.593098288600019,-0.0,-2.9664266342467034,-2.7922940241279344,0.0
2019-02-20,1.0,-0.0,-2.6169993440164934,-0.0,-2.958110767500703,-2.7960828413457035,0.0
2019-02-21,1.0,-0.0,-2.6275648833505105,-0.0,-2.9543708423123767,-2.7875948655485803,0.0
2019-02-22,1.0,-0.0,-2.6316182650107387,-0.0,-2.93538145485106,-2.7710337099635822,0.0
2019-02-25,1.0,-0.0,-2.6260086320135114,-0.0,-2.96322011634453,-2.793394633139426,0.0
2019-02-26,1.0,-0.0,-2.6304531381930762,-0.0,-2.961441035744441,-2.7898489539356413,0.0
2019-02-27,1.0,-0.0,-2.632249601798932,-0.0,-2.9492176520191133,-2.787969643024454,0.0
2019-02-28,1.0,-0.0,-2.6266841317365266,-0.0,-2.941336077844311,-2.7881736526946104,0.0
2019-03-01,1.0,-0.0,-2.630121608980356,-0.0,-2.944059869036483,-2.780355472404116,0.0
2019-03-04,1.0,-0.0,-2.659390289800527,-0.0,-2.954177643959353,-2.7954459917199848,0.0
2019-03-05,1.0,-0.0,-2.6419008108617765,-0.0,-2.9791627380727888,-2.807656043748821,0.0
2019-03-06,1.0,-0.0,-2.6387236854526575,-0.0,-2.994147078259228,-2.807231190408761,0.0
2019-03-07,1.0,-0.0,-2.609439638962016,-0.0,-3.0005641218503194,-2.7919330575404286,0.0
2019-03-08,1.0,-0.0,-2.6086500905020484,-0.0,-3.0861198437648856,-2.8317614556539965,0.0
2019-03-11,1.0,-0.0,-2.5979322228604254,-0.0,-3.0796477120428873,-2.8954623779437108,0.0
2019-03-12,1.0,-0.0,-2.4695652173913043,-0.0,-3.099283325370282,-2.986813186813187,0.0
2019-03-13,1.0,-0.0,-2.5182495885371283,-0.0,-3.141640042598509,-3.0215896989059927,0.0
2019-03-14,1.0,-0.0,-2.533003300330033,-0.0,-3.1453115899825277,-3.0285381479324402,0.0
2019-03-15,1.0,-0.0,-2.506798756798757,-0.0,-3.1512237762237767,-3.0544871794871797,0.0
2019-03-18,1.0,-0.0,-2.5693293885601576,-0.0,-3.1935897435897433,-3.0990138067061146,0.0
2019-03-19,1.0,-0.0,-2.582076220722509,-0.0,-3.2096069868995634,-3.1328900357284635,0.0
2019-03-20,1.0,-0.0,-2.5783037475345165,-0.0,-3.1661735700197235,-3.117455621301775,0.0
2019-03-21,1.0,-0.0,-2.5876758470378443,-0.0,-3.2353873588270257,-3.083713096889241,0.0
2019-03-22,1.0,-0.0,-2.5766052762568443,-0.0,-3.3054255848680936,-3.0731707317073167,0.0
2019-03-25,1.0,-0.0,-2.3698603379236256,-0.0,-3.3425139173747436,-3.054204512159391,0.0
2019-03-26,1.0,-0.0,-2.405333856260418,-0.013040494166094716,-3.3204235709383276,-3.0660849102853223,0.0
2019-03-27,1.0,-0.0,-2.3729909839278713,-0.029890239121912975,-3.332516660133281,-3.064680517444139,0.0
2019-03-28,1.0,-0.0,-2.346860942695091,-0.07275572071191082,-3.289360453745355,-3.070017602190495,0.0
2019-03-29,1.0,-0.0,-2.3436338744377077,-0.08028554664580481,-3.285253275963231,-3.0698220222961075,0.0
2019-04-01,1.0,-0.0,-2.36513222331048,-0.07443682664054849,-3.289128305582762,-3.065719882468169,0.0
2019-04-02,1.0,-0.0,-2.3506782945736435,-0.1693798449612403,-3.230038759689923,-2.9398255813953487,0.0
2019-04-03,1.0,-0.0,-2.350968992248062,-0.1694767441860465,-3.2338178294573647,-2.9357558139534885,0.0
2019-04-04,1.0,-0.0,-2.3511383537653243,-0.16851527534539792,-3.2600700525394046,-2.949698384899786,0.0
2019-04-05,1.0,-0.0,-2.342859929769801,-0.18581740148263753,-3.270093640265314,-2.9555208739758094,0.0
2019-04-08,1.0,-0.0,-2.319445790136615,-0.20908826664082936,-3.2402867939153186,-2.9201627749249104,0.0
2019-04-09,1.0,-0.0,-2.318713450292398,-0.22884990253411308,-3.2717348927875243,-2.9273879142300196,0.0
2019-04-10,1.0,-0.0,-2.285672628304821,-0.24902799377916018,-3.271772939346812,-2.913588646967341,0.0
2019-04-11,1.0,-0.0,-2.229231669266771,-0.3029446177847114,-3.314645085803432,-2.903471138845554,0.0
2019-04-12,1.0,-0.0,-2.227605029729993,-0.30256360269032073,-3.3145530753484747,-2.902817038697729,0.0
2019-04-15,1.0,-0.0,-2.2240394851446816,-0.3044614342398142,-3.262266524726604,-2.8869640956159874,0.0
2019-04-16,1.0,-0.0,-2.225179020708341,-0.3098509773562996,-3.258854267466615,-2.8829107799496807,0.0
2019-04-17,1.0,-0.0,-2.1365419577073963,-0.3563295378432686,-3.2270596115204286,-2.848626925653047,0.0
2019-04-18,1.0,-0.0,-2.1422826503255457,-0.3636537725009575,-3.2231903485254687,-2.8458445040214473,0.0
2019-04-22,1.0,-0.0,-2.15041195631347,-0.3478635753975858,-3.2299291051925656,-2.8520789423261164,0.0
2019-04-23,1.0,-0.0,-2.1549444231506327,-0.35300881563817554,-3.2276734380988885,-2.84658873131468,0.0
2019-04-24,1.0,-0.0,-1.7720752839731366,-0.0,-3.053975623911782,-2.4651355608987644,0.0
2019-04-25,1.0,-0.0,-1.7854962461843082,-0.0,-3.0249979374639056,-2.4396501938783928,0.0
2019-04-26,1.0,-0.0,-1.754501899884355,-0.0,-3.0707087394680324,-2.4351561209317696,0.0
2019-04-29,1.0,-0.0,-1.7378376146031222,-0.0,-3.070620302304452,-2.451226563145288,0.0
2019-04-30,1.0,-0.0,-1.7016380016380017,-0.0,-3.0381654381654384,-2.45012285012285,0.0
2019-05-01,1.0,-0.0,-1.6796515450361604,-0.0,-3.0675542406311638,-2.470989480604865,0.0
2019-05-02,1.0,-0.0,-1.6734106423225594,-0.0,-3.05683033144173,-2.4941195822024835,0.0
2019-05-03,1.0,-0.0,-1.6862664473684212,-0.0,-3.0479440789473684,-2.4894736842105263,0.0
2019-05-06,1.0,-0.0,-1.6618758212877793,-0.0,-3.050427069645204,-2.5005749014454666,0.0
2019-05-07,1.0,-0.0,-1.685290482076638,-0.0,-3.0519159456118667,-2.503419859909353,0.0
2019-05-08,1.0,-0.0,-1.6605175087747939,-0.0,-3.0002448779691453,-2.501918210758306,0.0
2019-05-09,1.0,-0.0,-1.6541476159372959,-0.0,-3.0106139777922927,-2.4999183540169825,0.0
2019-05-10,1.0,-0.0,-1.6543522680833673,-0.0,-3.013404168369432,-2.5055986922762568,0.0
2019-05-13,1.0,-0.0,-1.815136817058662,-0.3438272169854489,-3.207193191177816,-2.785485494646289,0.0
2019-05-14,1.0,-0.0,-1.5908439347787136,-0.5222182404586991,-3.1315176491668164,-2.714477692169862,0.0
2019-05-15,1.0,-0.0,-1.5969188944268236,-0.577616674218396,-3.185681921159946,-2.7017671046669687,0.0
2019-05-16,1.0,-0.0,-1.6023768484078746,-0.58504944207566,-3.1787172276149867,-2.7058876893767576,0.0
2019-05-17,1.0,-0.0,-1.5873362445414847,-0.6019832605531296,-3.1622998544395924,-2.7459970887918486,0.0
2019-05-20,1.0,-0.0,-1.5604904632152587,-0.6237057220708446,-3.1548592188919162,-2.7435967302452315,0.0
2019-05-21,1.0,-0.0,-1.557671282798834,-0.6433126822157436,-3.156796647230321,-2.7530065597667637,0.0
2019-05-22,1.0,-0.0,-1.5386154825798237,-0.6530519421450014,-3.157190939688893,-2.7477485672700808,0.0
2019-05-23,1.0,-0.0,-1.5299472055343164,-0.7062625159293647,-3.1667576916075,-2.699526670307664,0.0
2019-05-24,1.0,-0.0,-1.4606159716544016,-0.7507949486690288,-3.1634414463523215,-2.7103661306441356,0.0
2019-05-28,1.0,-0.0,-1.4616922657457057,-0.7454330637098973,-3.167318004180678,-2.7139870944287923,0.0
2019-05-29,1.0,-0.0,-1.496885305972884,-0.7618175155734702,-3.210058629534628,-2.6921033345547825,0.0
2019-05-30,1.0,-0.0,-1.4920156948626697,-0.7479697052650789,-3.1979195182042153,-2.6869239894150923,0.0
2019-05-31,1.0,-0.0,-1.5032269793655122,-0.7488410144532315,-3.1798927370239074,-2.658121988910099,0.0
2019-06-03,1.0,-0.0,-1.499593899467557,-0.7992960924104322,-3.1570255392112623,-2.568450500857323,0.0
2019-06-04,1.0,-0.0,-1.4100480559196156,-0.7769331585845347,-3.0608125819134995,-2.489646133682831,0.0
2019-06-05,1.0,-0.0,-1.3671213952685202,-0.8333621136245898,-3.0723536522189603,-2.3611638749784145,0.0
2019-06-06,1.0,-0.0,-1.3667997223186394,-0.8621138493578618,-3.0994446372787228,-2.3490975355779247,0.0
2019-06-07,1.0,-0.0,-1.4071689577170696,-0.8628849834696364,-3.083869845136593,-2.3461806159735517,0.0
2019-06-10,1.0,-0.0,-1.406725171604831,-0.8595012598835693,-3.0781127813015905,-2.3445998783560693,0.0
2019-06-11,1.0,-0.0,-1.410014005602241,-0.9290091036414566,-3.0756302521008405,-2.3388480392156863,0.0
2019-06-12,1.0,-0.0,-1.4174986862848133,-0.9346645647223681,-3.072867402347171,-2.333070590296024,0.0
2019-06-13,1.0,-0.0,-1.429121793187987,-0.9507923999649768,-3.0537606164083706,-2.3220383504071447,0.0
2019-06-14,1.0,-0.0,-1.4172208610430521,-0.9657857892894643,-3.0593279663983197,-2.308015400770038,0.0
2019-06-17,1.0,-0.0,-1.4103168368682901,-0.966483372610631,-3.059614209653487,-2.291873963515754,0.0
2019-06-18,1.0,-0.0,-1.4105989174087654,-0.9701414353064431,-3.0564868168325474,-2.293434607997206,0.0
2019-06-19,1.0,-0.0,-1.4064161799320023,-0.9952924766803242,-3.058408159707087,-2.257606137215587,0.0
2019-06-20,1.0,-0.0,-1.4176295518207285,-0.9866946778711485,-3.0745798319327733,-2.2745973389355747,0.0
2019-06-21,1.0,-0.0,-1.4388104219668392,-0.9814896043512589,-3.065532064216159,-2.2869549960522852,0.0
2019-06-24,1.0,-0.0,-1.4087514278182938,-0.9891046480977068,-3.059836569721466,-2.328881469115192,0.0
2019-06-25,1.0,-0.0,-1.3786348062900815,-0.9978915927259948,-3.073442853377844,-2.335061055960643,0.0
2019-06-26,1.0,-0.0,-1.3647694587291903,-0.9545018739649612,-3.0122025625381332,-2.384555042273163,0.0
2019-06-27,1.0,-0.0,-1.3585598182294851,-0.9771039063182732,-3.0176527134492703,-2.3855632264266364,0.0
2019-06-28,1.0,-0.0,-1.33446416144746,-0.9718162839248433,-3.01678844815588,-2.3755219206680582,0.0
2019-07-01,1.0,-0.0,-1.3199341592307026,-0.9709780819544312,-3.007017239885645,-2.365329637009443,0.0
2019-07-02,1.0,-0.0,-1.3115626089989534,-0.9779386117893268,-3.0533658876874785,-2.376961981164981,0.0
2019-07-03,1.0,-0.0,-1.2929858317299283,-0.9955396186811265,-3.0753017316774534,-2.3819310827357003,0.0
2019-07-05,1.0,-0.0,-1.277485994397759,-0.9943977591036416,-3.082983193277311,-2.398546918767507,0.0
2019-07-08,1.0,-0.0,-1.2795237678368205,-0.9923837870962094,-3.0824652017858707,-2.399894948787534,0.0
2019-07-09,1.0,-0.0,-1.2714235746764602,-0.9906435816719132,-3.082021685904162,-2.4001399090591113,0.0
2019-07-10,1.0,-0.0,-1.2258823529411764,-0.9802178649237472,-3.104052287581699,-2.404444444444444,0.0
2019-07-11,1.0,-0.0,-1.230601188395666,-0.9889898636840266,-3.1087032506116743,-2.4098217406501226,0.0
2019-07-12,1.0,-0.0,-1.2469642701144406,-0.9841879968550712,-3.099065257272648,-2.4056958154975105,0.0
2019-07-15,1.0,-0.0,-1.257867132867133,-1.0080419580419582,-3.099300699300699,-2.376048951048951,0.0
2019-07-16,1.0,-0.0,-1.2594204159777216,-0.9787659907753895,-3.0787572883125924,-2.3855191019058393,0.0
2019-07-17,1.0,-0.0,-1.2630846809250564,-0.9793948878455921,-3.068770648582855,-2.382889932185707,0.0
2019-07-18,1.0,-0.0,-1.2622168214564706,-0.9879350750802881,-3.0608454127245897,-2.368804791250759,0.0
2019-07-19,1.0,-0.0,-1.2664176511466296,-0.9936587908269632,-3.0601980542043083,-2.3662265462126473,0.0
2019-07-22,1.0,-0.0,-1.2406732604546242,-0.9766614610445948,-3.062293944126323,-2.3964948811382962,0.0
2019-07-23,1.0,-0.0,-1.2462246137823294,-0.9761326158653011,-3.0597118555806286,-2.397066481513626,0.0
2019-07-24,1.0,-0.0,-1.2431542461005198,-0.987261698440208,-3.0526863084922007,-2.3824090121317156,0.0
2019-07-25,1.0,-0.0,-1.2273316622007089,-0.9885901979427781,-3.054110121877431,-2.3737574552683895,0.0
2019-07-26,1.0,-0.0,-1.2100224253924443,-0.9821459375539072,-3.0577022597895462,-2.3751940658961535,0.0
2019-07-29,1.0,-0.0,-1.173782062317094,-0.9773627130315028,-3.0573248407643314,-2.398949905319332,0.0
2019-07-30,1.0,-0.0,-1.171313027017725,-0.980898296334538,-3.0498193082085696,-2.402254345207365,0.0
2019-07-31,1.0,-0.0,-1.1848565767938668,-0.981910586613834,-3.0443621328279784,-2.4028770781290376,0.0
2019-08-01,1.0,-0.0,-1.2137765180795328,-0.9768959890062697,-3.0221592373099715,-2.3760199261358754,0.0
2019-08-02,1.0,-0.0,-1.1915369398813107,-1.0264900662251655,-3.020727616754107,-2.361916229465898,0.0
2019-08-05,1.0,-0.0,-1.1828693790149893,-1.000085653104925,-3.0172162740899355,-2.365053533190578,0.0
2019-08-06,1.0,-0.0,-1.134862534569709,-0.9482674475353832,-2.78176346185131,-2.269155685700342,0.0
2019-08-07,1.0,-0.0,-1.1777543404186273,-0.904186272919033,-2.750283952620477,-2.280788576991725,0.0
2019-08-08,1.0,-0.0,-1.1751439928611989,-0.9018414861685731,-2.7515210513506934,-2.2837673399853977,0.0
2019-08-09,1.0,-0.0,-1.2322569934423508,-0.952270274757201,-2.7979579978417863,-2.31841952353283,0.0
2019-08-12,1.0,-0.0,-1.2175211548033849,-0.9863115978098557,-2.807366849178696,-2.2847187655550023,0.0
2019-08-13,1.0,-0.0,-1.2050603605093435,-0.9771787663304117,-2.8061848850669753,-2.280138911857119,0.0
2019-08-14,1.0,-0.0,-1.2010207441554166,-0.9618044122489299,-2.8007079354626274,-2.2683569311820877,0.0
2019-08-15,1.0,-0.0,-1.2433682161109758,-0.9849111706011194,-2.7532246288634705,-2.130688732051594,0.0
2019-08-16,1.0,-0.0,-1.24772579597141,-0.9837556855100715,-2.7503248862897984,-2.140432098765432,0.0
2019-08-19,1.0,-0.0,-1.2100765820233776,-0.9966142684401452,-2.7481660620717454,-2.106408706166868,0.0
2019-08-20,1.0,-0.0,-1.234530857189198,-1.018571081015327,-2.7636039250669047,-2.0929365015002834,0.0
2019-08-21,1.0,-0.0,-1.240343347639485,-1.025589116527654,-2.756741436553567,-2.0751477852457687,0.0
2019-08-22,1.0,-0.0,-1.2463779846216108,-1.0138405503844599,-2.7613921489275595,-2.072278429785512,0.0
2019-08-23,1.0,-0.0,-1.2355361897845558,-1.0154119260873073,-2.747680142015654,-2.0706043734366175,0.0
2019-08-26,1.0,-0.0,-1.1886609594572768,-1.0394928121466644,-2.7867065094492007,-2.0613794217412376,0.0
2019-08-27,1.0,-0.0,-1.1659429280397022,-0.9665012406947892,-2.6454714640198516,-1.9763492555831266,0.0
2019-08-28,1.0,-0.0,-1.1235482110842623,-1.0191753059474629,-2.6889079429417726,-1.9632863044664433,0.0
2019-08-29,1.0,-0.0,-1.1002802865151045,-1.0311429461227033,-2.6967455621301775,-1.9574898785425099,0.0
2019-08-30,1.0,-0.0,-1.057114305480821,-1.0357444845875932,-2.681220693366131,-1.9128295795218693,0.0
2019-09-03,1.0,-0.0,-1.0704788256090998,-1.0558757974021982,-2.6639766351548686,-1.8954730612558603,0.0
2019-09-04,1.0,-0.0,-1.0435675182481752,-1.0758059610705597,-2.6137469586374698,-1.870285888077859,0.0
2019-09-05,1.0,-0.0,-1.0793203291679365,-1.0793203291679365,-2.6316671746418776,-1.829396525449558,0.0
2019-09-06,1.0,-0.0,-1.0696814132568324,-1.070360863656953,-2.618224369621018,-1.7911822436962102,0.0
2019-09-09,1.0,-0.0,-1.0625566636446055,-1.0695829555757026,-2.6230734360834087,-1.7998640072529464,0.0
2019-09-10,1.0,-0.0,-1.0452519453048275,-1.110447986703936,-2.6339049633602785,-1.7650525043438847,0.0
2019-09-11,1.0,-0.0,-0.9797643045433401,-1.299891456039696,-2.7563188091176922,-1.7171654520080633,0.0
2019-09-12,1.0,-0.0,-1.0066281971303808,-1.2922645040548972,-2.774173424828447,-1.724812850904554,0.0
2019-09-13,1.0,-0.0,-1.0033515198752925,-1.2844115354637569,-2.7738113795791115,-1.7325798908807482,0.0
2019-09-16,1.0,-0.0,-0.9960040742772077,-1.3087832014416674,-2.789312857478649,-1.741126694350858,0.0
2019-09-17,1.0,-0.0,-0.8837516512549538,-1.32768668894242,-2.7869298313777295,-1.7723210816691275,0.0
2019-09-18,1.0,-0.0,-0.8814204677908152,-1.3279198072888336,-2.787940010878856,-1.773331261170254,0.0
2019-09-19,1.0,-0.0,-0.8885521100489624,-1.3285925235097535,-2.7779591202300455,-1.7767156291287791,0.0
2019-09-20,1.0,-0.0,-0.9113796576032225,-1.3773336431946703,-2.7296459834224183,-1.728174142071423,0.0
2019-09-23,1.0,-0.0,-0.9165568049631639,-1.38006979449399,-2.723303606048856,-1.7350911205893755,0.0
2019-09-24,1.0,-0.0,-0.9170932216534822,-1.377695051962153,-2.72398014580425,-1.7367767954087172,0.0
2019-09-25,1.0,-0.0,-0.9112878319950587,-1.3758492896849908,-2.7174953675108093,-1.7161056207535517,0.0
2019-09-26,1.0,-0.0,-0.8549690171778179,-1.6057730018040632,-2.738803043375951,-1.644285826339321,0.0
