Date,IWF,IWM,MTUM,SPY,THFF,VLUE,VXX
2018-09-24,-0.1896785875961974,-0.7585162969669534,-0.0,-0.46030443639655955,1.0,-0.4208352195563604,0.0
2018-09-25,-0.1864382583868665,-0.7689935760171307,-0.0,-0.46849393290506786,1.0,-0.4312062812276945,0.0
2018-09-26,-0.18597412980782957,-0.7687673110419463,-0.0,-0.4686045515547814,1.0,-0.43208360697866993,0.0
2018-09-27,-0.18527519656897784,-0.7721229449606862,-0.0,-0.46913509649749824,1.0,-0.43268048606147247,0.0
2018-09-28,-0.18821407095610343,-0.7713541219253788,-0.0,-0.470263150359362,1.0,-0.4336110872490909,0.0
2018-10-01,-0.18850581295458452,-0.7710612221522251,-0.0,-0.47030525170379706,1.0,-0.4336235038084875,0.0
2018-10-02,-0.1896349319971367,-0.7674158911954186,-0.0,-0.4713815318539728,1.0,-0.43481746599856835,0.0
2018-10-03,-0.19018563080096254,-0.7691646613956686,-0.0,-0.4711527443565945,1.0,-0.43414117107826283,0.0
2018-10-04,-0.1891767547517037,-0.7768352646864307,-0.0,-0.4698795180722891,1.0,-0.43957213100612474,0.0
2018-10-05,-0.1700809089344121,-0.7701841969357893,-0.0,-0.47819475526481897,1.0,-0.4506225971194124,0.0
2018-10-08,-0.1678934555348704,-0.7678361735643706,-0.0,-0.4788772733782041,1.0,-0.44949162251181435,0.0
2018-10-09,-0.15928742878625754,-0.775210387807629,-0.0,-0.49136759304780364,1.0,-0.46606321755979063,0.0
2018-10-10,-0.16160009255777633,-0.7744771931854337,-0.0,-0.49307262893009,1.0,-0.46328059468371274,0.0
2018-10-11,-0.11084194811413764,-0.7679220303653418,-0.0,-0.47438100335201827,1.0,-0.4636770795188868,0.0
2018-10-12,-0.10668416350234533,-0.7663334822425731,-0.0,-0.4656019656019656,1.0,-0.45342863524681704,0.0
2018-10-15,-0.06578947368421052,-0.8217063000112701,-0.0,-0.4662177392088358,1.0,-0.4637664825876254,0.0
2018-10-16,-0.0576498556631007,-0.8416539310579045,-0.0,-0.46677421180732437,1.0,-0.46405728193807666,0.0
2018-10-17,-0.03867079601573617,-0.8103568538824251,-0.0,-0.4657794146368684,1.0,-0.47532155910828383,0.0
2018-10-18,-0.03902738617012367,-0.8119817983864215,-0.0,-0.4651182267385054,1.0,-0.475559029619497,0.0
2018-10-19,-0.03205128205128205,-0.8150222965440357,-0.0,-0.46505016722408027,1.0,-0.4749442586399108,0.0
2018-10-22,-0.033581777070597105,-0.8198922479970969,-0.0,-0.4639477430700946,1.0,-0.47408089774725737,0.0
2018-10-23,-0.03095551019266799,-0.8212577948043959,-0.0,-0.46760437347948886,1.0,-0.47655266910880567,0.0
2018-10-24,-0.035169854410505276,-0.8279189266343134,-0.0,-0.4890665144162147,1.0,-0.5025121324578932,0.0
2018-10-25,-0.06070230105465005,-0.881142138063279,-0.0,-0.5116251198465963,1.0,-0.5426953499520614,0.0
2018-10-26,-0.05431062702734875,-0.8728684938844746,-0.0,-0.5115614677260959,1.0,-0.5372139392316163,0.0
2018-10-29,-0.03904491053442351,-0.8792214717383575,-0.0,-0.5045029031875814,1.0,-0.5396670221590235,0.0
2018-10-30,-0.00763495913051289,-0.8912242881523398,-0.0,-0.5173807599029911,1.0,-0.5778616126231324,0.0
2018-10-31,-0.009764229578471064,-0.8785425101214575,-0.0,-0.5147654203381757,1.0,-0.5738271016908787,0.0
2018-11-01,-0.0,-0.897623236811499,-0.0,-0.5112873885426296,1.0,-0.5732561953896163,0.0
2018-11-02,-0.0,-0.874150971377725,-0.0,-0.5212220080083049,1.0,-0.5706658757229719,0.0
2018-11-05,-0.0,-0.8816796156811576,-0.0,-0.5206393452345649,1.0,-0.5631042049700492,0.0
2018-11-06,-0.0,-0.8842345547254832,-0.0,-0.5196845725127476,1.0,-0.56065457132693,0.0
2018-11-07,-0.0,-0.8843850077096431,-0.0,-0.5200154192859685,1.0,-0.5608468746293441,0.0
2018-11-08,-0.0,-0.8804296645085344,-0.0,-0.5038552089464391,1.0,-0.5586227192466157,0.0
2018-11-09,-0.0,-0.8805724044520347,-0.0,-0.50535893056946,1.0,-0.5585360108356399,0.0
2018-11-12,-0.0,-0.8693751833382225,-0.0,-0.5082722205925492,1.0,-0.5557641537107656,0.0
2018-11-13,-0.0,-0.8636786961583237,-0.0,-0.49976717112922003,1.0,-0.5469150174621653,0.0
2018-11-14,-0.0,-0.8633981600093164,-0.0,-0.5009025270758123,1.0,-0.5470769768254338,0.0
2018-11-15,-0.0,-0.8636231462634487,-0.0,-0.5011049723756906,1.0,-0.5431230008723467,0.0
2018-11-16,-0.0,-0.8564548883086741,-0.0,-0.4990426457789382,1.0,-0.545546852335364,0.0
2018-11-19,-0.0,-0.8572465451167111,-0.0,-0.5000290326326791,1.0,-0.5460167227964231,0.0
2018-11-20,-0.0,-0.8434657039711191,-0.0,-0.48941516245487365,1.0,-0.5552057761732851,0.0
2018-11-21,-0.0,-0.8425853981409537,-0.0,-0.4865463754352643,1.0,-0.5486488819822153,0.0
2018-11-23,-0.0,-0.8334387397228771,-0.0,-0.4912033576726269,1.0,-0.5500776174323003,0.0
2018-11-26,-0.0,-0.8359722980545418,-0.0,-0.48938187878962036,1.0,-0.5482916175752176,0.0
2018-11-27,-0.0,-0.8379600480796748,-0.0,-0.48188426535401524,1.0,-0.5420124778203881,0.0
2018-11-28,-0.0,-0.8390337445261743,-0.0,-0.4813818369157675,1.0,-0.5417155614070237,0.0
2018-11-29,-0.0,-0.8273483407613478,-0.0,-0.47242172197462173,1.0,-0.5389899792772589,0.0
2018-11-30,-0.0,-0.8275529318272123,-0.0,-0.47261168189816655,1.0,-0.5380030652210933,0.0
2018-12-03,-0.0,-0.8287766516196804,-0.0,-0.472588933367402,1.0,-0.5377168327513273,0.0
2018-12-04,-0.0,-0.831694948865407,-0.0,-0.46641547919204507,1.0,-0.5348310150429191,0.0
2018-12-06,-0.0,-0.8144917812814493,-0.0,-0.4583752655708376,1.0,-0.5225874986022587,0.0
2018-12-07,-0.0,-0.8147361359570662,-0.0,-0.45835196779964216,1.0,-0.5220818425760286,0.0
